"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"mass";"chi.distance";"inertie"
"semaine";-0,445784241055351;0,884379017381994;-1,44947161255094;-3,59207862908055;-2,05439040474573;-0,0991725189522391;0,196745615445361;-0,322460369227345;-0,799120859627228;-0,457035158684863;0,0163570698176776;0,0479839954431863;0,117285277726535;0,654329084810397;0,164044572202206;0,000822191102909787;0,00323593813150824;0,00869246154568064;0,053384480254436;0,0174618118953716;0,00413736036408771;3,29803204935166;0,0450021323895355
"icke";2,49259864037134;0,0968037244026676;-0,0836590752688692;0,0803275989206673;-0,0267268550421292;0,998111233962475;0,038763113824581;-0,0334996021807711;0,0321655791595897;-0,0107022341398941;0,997424325740678;0,00112130263925092;0,000762025238851817;0,000638194843972269;5,41515372516257e-05;0,0295614612299471;4,45866992840785e-05;3,33002358546491e-05;3,07008755507386e-05;3,39873188874404e-06;0,00475796441870087;2,36153991037613;0,0265345525881018
"film";-0,444473586941169;-0,0548449949094282;-0,879181425490058;-1,38026013253715;-1,05579319703672;-0,222421980415073;-0,0274453482546855;-0,439957017800315;-0,690705142412702;-0,528336487685942;0,0814954038541805;0,00092486568114137;0,216255019512915;0,484185255520558;0,217139455431208;0,000735627192964477;1,12005631773011e-05;0,00287821258185377;0,00709394385653425;0,00415072133809732;0,00372362432767894;1,47320204662027;0,0080814722513427
"code";-0,400799587282452;-1,57454343174819;0,218158070591926;0,110250964125871;-0,206919101736959;-0,24202630656867;-0,950801705914479;0,131736642823192;0,0665760007986611;-0,124949894014264;0,0776602430875921;0,893340382975768;0,0156046765198065;0,00362040768397192;0,00977428973286422;0,00029908208160779;0,00461578054740431;8,86091216134722e-05;2,26308390186507e-05;7,97144460017938e-05;0,00186181216383947;1,36085172011127;0,00344792234943487
"cinéma";-0,566314882568565;0,871962314362756;-2,03390821047436;2,04071978634104;-1,21495371176498;-0,171859598542462;0,264614436072843;-0,617230200518383;0,619297309700786;-0,368702048239607;0,0461068832940879;0,0814720623623443;0,403348552906852;0,368862952836651;0,100209548600065;0,00152593888353928;0,00361756731203633;0,0196826644597859;0,0198147200385535;0,00702329085639727;0,00475796441870087;2,49550247894344;0,0296303786337392
"space";2,34792872898865;0,0132363665951248;-0,0685682179758296;0,0818237671809275;-0,035736467376871;0,998836645653765;0,00563090687007899;-0,0291697307485712;0,0348087981277677;-0,0152027158071379;0,998542390582371;2,36536258864003e-05;0,000577577677634727;0,00074714363279697;0,000109234481315259;0,0228083132660747;7,24871330742806e-07;1,94522156242486e-05;2,77001608426919e-05;5,2838026503027e-06;0,00413736036408771;2,22323090205459;0,0204499612902377
"i";-0,435342761213589;-0,877350109179752;-0,312059890279233;0,337189102405009;0,230255731486655;-0,393598845863814;-0,793223228127177;-0,282137257346133;0,304856892933045;0,208177092261818;0,205026393636153;0,620663847871369;0,0714481533532856;0,0757779146751205;0,0270836904640724;0,000548888389816923;0,00222929354511546;0,000282031289138439;0,00032928234814434;0,000153547336854441;0,0028961522548614;0,909723377167007;0,00239684582571329
"video";-0,248515470037516;-1,48657779195078;0,202272957651884;0,108676050167703;-0,197435299279337;-0,161654106857426;-0,966987709842011;0,131574321331743;0,0706914938695799;-0,1284275259094;0,0350438124468974;0,934637569175289;0,0157451980441802;0,00412876964305812;0,010444650690577;0,000242746966924158;0,0086860482207083;0,000160813537142651;4,64210164917269e-05;0,000153213332773873;0,00393049234588333;1,25611866432044;0,00620166484862
"trouver";-0,445386737978236;0,713473263616954;-1,27755249955761;-2,8387011671963;-0,771652651767884;-0,134330522397426;0,215186551475059;-0,385315232857469;-0,85616426849759;-0,232733700809934;0,0286224457728364;0,0547458304825795;0,159719403253537;0,71634132070313;0,0405709997879182;0,000861761744663791;0,00221140381791907;0,00709039060232603;0,035006766787231;0,0025867612980117;0,0043442283822921;2,49096040498946;0,026955432048765
"pompier";-0,400799587282452;-1,57454343174819;0,218158070591925;0,110250964125871;-0,206919101736959;-0,24202630656867;-0,950801705914479;0,131736642823192;0,0665760007986612;-0,124949894014264;0,077660243087592;0,893340382975768;0,0156046765198065;0,00362040768397192;0,00977428973286423;0,000199388054405193;0,00307718703160287;5,90727477423147e-05;1,50872260124338e-05;5,31429640011959e-05;0,00124120810922631;1,36085172011127;0,00229861489962324
