"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"question";0,083;0,242;0,954;0,352;0,001;0,184
"nparanormal";0,221;0;0,445;0,295;0,205;0,349
"mystérieux";0,99;0,088;0,893;0;0,39;0,226
"music";0,186;0;0,409;0,257;0,171;0,311
"mort";0,134;0,106;0,806;0,199;0;0,251
"jean";0,221;0,188;0,445;0,295;0;0,349
"dimensione";0,097;0,074;0,3;0,155;0,085;0
"ciel";0,557;0,064;0,59;0,46;0,371;0,509
"étrange";0,405;0,739;0,445;0,018;0,205;0,349
"société";0,097;0,074;0,3;0,155;0;0,203
"rédaction";0,097;0,074;0,3;0,155;0;0,203
"replay";0,114;0;0,323;0,175;0,39;0,226
"portali";0,114;0,088;0,323;0,175;0,101;0
"personnel";0,265;0,23;0,486;0,339;0;0,393
"p";0,712;0;0,409;0,257;0,171;0,311
"over";0,221;0;0,445;0,295;0,205;0,349
"noël";0,265;0;0,486;0,339;0,247;0,393
"noddbods";0,319;0;0,533;0,393;0,301;0,445
"nen";0,368;0,074;0,973;0,561;0;0,203
"mission";0,097;0,074;0,3;0,052;0,045;0,581
"index";0,157;0;0,377;0,226;0,143;0,279
"incident";0;0,283;0,533;0,393;0,301;0,445
"filmer";0;0,289;0,3;0,155;0,329;0,203
"dei";0,114;0,347;0,323;0,175;0,39;0
"changement";0,097;0,074;0,3;0,155;0;0,203
"be";0,157;0;0,377;0,226;0,143;0,279
"ancien";0,157;0,503;0,377;0,821;0;0,279
"altra";0,114;0,088;0,323;0,175;0,101;0
"youtu";0,221;0;0,445;0,295;0,205;0,349
"série";0,134;0,995;0;0,567;0,12;0,251
"science";0,509;0,995;0,806;0,721;0,083;0,251
"réseau";0,114;0;0,323;0,635;0,937;0,226
"roswell";0;0,23;0,486;0,339;0,247;0,393
"relique";0,221;0,188;0;0,295;0,205;0,349
"org";0,157;0;0,377;0,226;0,143;0,279
"oddbods";0,157;0;0,377;0,226;0,143;0,279
"nextraterrestre";0,114;0;0,323;0,175;0,101;0,226
"nextra_terrestre";0,319;0;0,533;0,393;0,301;0,445
"nalien";0,134;0;0,349;0,199;0,12;0,251
"meilleur";0,186;0,609;0,607;0,257;0,001;0,311
"matin";0;0,088;0,323;0,175;0,101;0,226
"marion";0,221;0;0,445;0,295;0,205;0,349
"live";0,601;0,128;0,711;0,226;0;0,279
"libre";0,319;0,897;0,533;0,393;0,008;0,445
"jour";0,114;0,86;0,209;0;0,101;0,226
"cospirazione";0,114;0,088;0,323;0,175;0,101;0
"contact";0,221;0,188;0,445;0;0,205;0,349
"comprendre";0,134;0,418;0,349;0,721;0;0,251
"cacher";0,433;0,86;0,893;0;0,101;0,226
"animé";0,221;0;0,445;0,295;0,205;0,349
"épisode";0,265;0,002;0,486;0,339;0,956;0,393
"spécialiste";0,157;0,128;0,711;0,226;0;0,279
"sam";0,157;0;0,377;0,226;0,143;0,279
"répondre";0,134;0,106;0,349;0,567;0;0,251
"royalty";0,221;0;0,445;0,295;0,205;0,349
"retrouver";0,186;0,19;0,607;0,936;0,622;0,311
"recherche";0,157;0,503;0,377;0,448;0,004;0,279
"propos";0,134;0,424;0,349;0,199;0,001;0,251
"passer";0,186;0,155;0,607;0;0,171;0,311
"nscience";0,388;0,001;0,59;0,46;0,371;0,509
"noir";0,712;0,155;0;0,257;0,171;0,311
"nickelodeon";0,221;0;0,445;0,295;0,205;0,349
"macleod";0,265;0;0,486;0,339;0,247;0,393
"logique";0,157;0,854;0;0,226;0,143;0,279
"kevin";0,265;0;0,486;0,339;0,247;0,393
"janvier";0,134;0,106;0;0,199;0,362;0,251
"jacques";0,186;0,155;0,409;0,936;0;0,311
"isrc";0,186;0;0,409;0,257;0,171;0,311
"incompetech";0,265;0;0,486;0,339;0,247;0,393
"gli";0,134;0,106;0,349;0,199;0,12;0
"free";0,221;0;0,445;0,295;0,205;0,349
"exister";0,134;0,106;0,806;0;0,12;0,251
"découvrir";0,134;0,106;0;0,199;0,362;0,251
"découverte";0,134;0,106;0,806;0;0,464;0,251
"dr";0,509;0,418;0,349;0,199;0;0,251
"del";0,157;0,503;0,377;0,226;0,143;0
"conscience";0,134;0,106;0,349;0,199;0;0,251
"complet";0,221;0;0,445;0,295;0,205;0,349
"bellanca";0,134;0,106;0,349;0,721;0;0,251
"article";0,186;0;0,409;0,257;0,661;0,311
"équipe";0,013;0,689;0,409;0,257;0,661;0,311
"web";0,319;0,011;0,533;0,393;0,844;0,445
"voir";0,157;0,299;0,004;0,448;0,143;0,279
"vf";0,157;0;0,711;0,226;0,143;0,279
"seul";0,157;0,128;0,711;0,226;0;0,279
"reportage";0,601;0;0,377;0,226;0,553;0,279
"pyramide";0,157;0,128;0,377;0,821;0;0,279
"preuve";0,186;0,155;0,064;0,002;0,661;0,311
"prendre";0,157;0,854;0,711;0;0,143;0,279
"photo";0,186;0,19;0,409;0,002;0,171;0,311
"of";0,319;0;0,533;0,393;0,301;0,445
"musique";0,186;0,026;0,409;0,043;0,171;0,311
"jones";0,157;0,128;0,711;0,226;0,143;0
"intelligence";0,186;0,609;0;0,257;0,171;0,311
"incroyable";0,561;0,609;0,409;0,002;0,171;0,311
"fantôme";0;0,503;0,377;0,226;0,553;0,279
"face";0,221;0,739;0,445;0;0,205;0,349
"extra_terrestre";0,186;0;0,409;0,257;0,661;0,311
"expérience";0,265;0,901;0,486;0,339;0,001;0,393
"enlever";0,157;0,128;0;0,006;0,143;0,279
"edito";0,157;0,128;0;0,226;0,143;0,279
"black";0,712;0;0,409;0,257;0,171;0,311
"bande_annonce";0,186;0;0,409;0,257;0,661;0,311
"archéologie";0,186;0,155;0,409;0,257;0;0,311
"éveil";0,186;0,155;0,409;0,257;0;0,311
"voyage";0,712;0,155;0,607;0;0,171;0,311
"user";0,795;0,011;0,533;0,393;0,301;0,445
"tiktok";0,388;0,001;0,59;0,46;0,371;0,509
"spazio";0,186;0,155;0,409;0,257;0,171;0
"social";0,186;0,002;0,409;0,936;0,661;0,311
"réponse";0,319;0,283;0;0,393;0,301;0,445
"retour";0,319;0,897;0,533;0,593;0,154;0,445
"octobre";0,388;0,064;0,59;0,388;0,371;0,509
"obama";0,186;0,155;0,409;0,257;0,171;0
"numéro";0,186;0,026;0,409;0,936;0,622;0,311
"nufologie";0,221;0;0,445;0,295;0,205;0,349
"more";0,265;0;0,486;0,339;0,247;0,393
"ly";0,221;0;0,495;0,295;0,205;0,349
"lune";0,186;0,155;0,409;0;0,171;0,311
"list";0,265;0;0,486;0,339;0,247;0,393
"inganno";0,186;0,155;0,409;0,257;0,171;0
"info";0,388;0,064;0,59;0,46;0,6;0,509
"illuminati";0,186;0,155;0,409;0,257;0,171;0
"engager";0,712;0,609;0,409;0,257;0,001;0,311
"el";0,129;0,897;0,533;0,393;0,844;0,445
"earth";0,388;0,646;0,59;0,388;0,371;0,281
"devenir";0,186;0,155;0,409;0,936;0;0,311
"dello";0,186;0,155;0,409;0,257;0,171;0
"della";0,221;0,188;0,445;0,295;0,205;0
"curieux";0,712;0,609;0,409;0;0,171;0,311
"conquista";0,186;0,155;0,409;0,257;0,171;0
"bit";0,265;0;0,486;0,339;0,247;0,393
"base";0,388;0,064;0,59;0,388;0,371;0,509
"bande";0,186;0,026;0,064;0,257;0,661;0,311
"américain";0,004;0,188;0,495;0,93;0,205;0,349
"alex";0,186;0,155;0,409;0,257;0,171;0
"actu";0,319;0,011;0,533;0,593;0,301;0,445
"00z";0,186;0;0,409;0,257;0,171;0,311
"uc3fuhiuhkxvrs8pqghegz4a";0,221;0,009;0,445;0,295;0,457;0,349
"tomber";0,795;0,897;0,533;0,593;0,844;0,445
"tenir";0,221;0,515;0,445;0,295;0,006;0,349
"santé";0,221;0,188;0,445;0,295;0;0,349
"résoudre";0,221;0,188;0;0,295;0,205;0,349
"revenir";0,221;0,739;0,445;0,295;0;0,349
"prédiction";0,795;0,182;0,533;0,593;0,301;0,445
"poser";0,845;0,188;0,445;0,295;0;0,349
"playlist";0,319;0;0,533;0,393;0,301;0,445
"parler";0,795;0,283;0,533;0,054;0,844;0,445
"oeil";0,557;0,646;0,133;0,46;0,371;0,509
"nsur";0,265;0;0,486;0,339;0,247;0,393
"npour";0,265;0,34;0,486;0,774;0,296;0,393
"nmusique";0,221;0;0,445;0,295;0,205;0,349
"nitw";0,221;0;0,445;0,295;0,205;0,349
"nel";0,221;0,188;0,445;0,295;0,205;0
