"";"x"
"1";3
"2";0
"3";2
"4";0
"5";0
"6";0
"7";5
"8";0
"9";4
"10";1
"11";5
"12";0
"13";1
"14";5
"15";0
"16";6
"17";3
"18";1
"19";1
"20";0
"21";4
"22";0
"23";3
"24";3
"25";0
"26";0
"27";0
"28";4
"29";1
"30";0
"31";4
"32";4
"33";5
"34";0
"35";0
"36";5
"37";5
"38";4
"39";5
"40";1
"41";0
"42";5
"43";0
"44";0
"45";0
"46";1
"47";1
"48";5
"49";0
"50";5
"51";4
"52";1
"53";0
"54";5
"55";3
"56";0
"57";5
"58";1
"59";4
"60";5
"61";4
"62";5
"63";0
"64";0
"65";0
"66";0
"67";0
"68";2
"69";3
"70";1
"71";3
"72";1
"73";5
"74";2
"75";0
"76";5
"77";0
"78";0
"79";5
"80";4
"81";3
"82";5
"83";0
"84";1
"85";0
"86";3
"87";5
"88";0
"89";4
"90";0
"91";1
"92";5
"93";0
"94";1
"95";5
"96";0
"97";1
"98";0
"99";0
"100";4
"101";1
"102";4
"103";0
"104";0
"105";6
"106";0
"107";6
"108";1
"109";0
"110";6
"111";1
"112";6
"113";1
"114";1
"115";0
"116";0
"117";0
"118";6
"119";6
"120";6
"121";1
"122";6
"123";1
"124";0
"125";1
"126";0
"127";6
"128";6
"129";1
"130";1
"131";1
"132";6
"133";6
"134";0
"135";0
"136";6
"137";0
"138";6
"139";0
"140";0
"141";6
"142";1
"143";6
"144";6
"145";1
"146";0
"147";1
"148";6
"149";1
"150";6
"151";6
"152";6
"153";1
"154";0
"155";1
"156";2
"157";6
"158";6
"159";6
"160";6
"161";1
"162";0
"163";1
"164";1
"165";6
"166";6
"167";3
"168";1
"169";1
"170";4
"171";0
"172";6
"173";0
"174";6
"175";6
"176";0
"177";1
"178";1
"179";6
"180";0
"181";6
"182";1
"183";6
"184";1
"185";6
"186";4
"187";1
"188";1
"189";0
"190";0
"191";6
"192";6
"193";0
"194";0
"195";6
"196";6
"197";6
"198";6
"199";6
"200";1
"201";0
"202";6
"203";6
"204";0
"205";0
"206";6
"207";1
"208";6
"209";6
"210";6
"211";1
"212";0
"213";0
"214";6
"215";1
"216";0
"217";0
"218";0
"219";5
"220";6
"221";0
"222";0
"223";2
"224";6
"225";6
"226";6
"227";1
"228";0
"229";0
"230";1
"231";6
"232";6
"233";5
"234";1
"235";0
"236";6
"237";0
"238";6
"239";6
"240";0
"241";6
"242";0
"243";6
"244";1
"245";1
"246";1
"247";0
"248";2
"249";0
"250";6
"251";0
"252";6
"253";6
"254";6
"255";0
"256";6
"257";1
"258";6
"259";6
"260";1
"261";6
"262";6
"263";6
"264";6
"265";6
"266";1
"267";0
"268";6
"269";1
"270";0
"271";0
"272";6
"273";6
"274";1
"275";0
"276";6
"277";1
"278";0
"279";0
"280";6
"281";6
"282";4
"283";6
"284";0
"285";0
"286";0
"287";0
"288";1
"289";6
"290";6
"291";1
"292";0
"293";0
"294";1
"295";1
"296";6
"297";6
"298";6
"299";6
"300";6
"301";1
"302";1
"303";6
"304";0
"305";6
"306";1
"307";6
"308";0
"309";1
"310";1
"311";6
"312";0
"313";6
"314";6
"315";6
"316";6
"317";6
"318";1
"319";0
"320";6
"321";6
"322";0
"323";0
"324";6
"325";0
"326";1
"327";3
"328";0
"329";6
"330";6
"331";6
"332";5
"333";0
"334";2
"335";3
"336";1
"337";5
"338";0
"339";3
"340";1
"341";1
"342";0
"343";0
"344";0
"345";0
"346";1
"347";2
"348";0
"349";2
"350";2
"351";6
"352";6
"353";6
"354";2
"355";2
"356";2
"357";2
"358";2
"359";6
"360";2
"361";2
"362";2
"363";2
"364";4
"365";5
"366";4
"367";2
"368";2
"369";2
"370";2
"371";2
"372";5
"373";3
"374";0
"375";0
"376";0
"377";0
"378";4
"379";1
"380";1
"381";4
"382";1
"383";2
"384";2
"385";5
"386";4
"387";2
"388";2
"389";2
"390";2
"391";2
"392";2
"393";2
"394";2
"395";2
"396";0
"397";0
"398";0
"399";0
"400";0
"401";0
"402";0
"403";0
"404";2
"405";2
"406";0
"407";2
"408";2
"409";0
"410";0
"411";5
"412";6
"413";3
"414";5
"415";1
"416";5
"417";0
"418";1
"419";0
"420";5
"421";4
"422";4
"423";4
"424";0
"425";5
"426";0
"427";1
"428";4
"429";4
"430";1
"431";3
"432";2
"433";2
"434";2
"435";2
"436";4
"437";4
"438";5
"439";4
"440";2
"441";2
"442";2
"443";2
"444";4
"445";2
"446";2
"447";2
"448";1
"449";3
"450";3
"451";2
"452";2
"453";2
"454";2
"455";4
"456";0
"457";4
"458";4
"459";4
"460";2
"461";2
"462";2
"463";2
"464";2
"465";2
"466";2
"467";2
"468";0
"469";2
"470";2
"471";0
"472";1
"473";3
"474";4
"475";1
"476";3
"477";2
"478";1
"479";2
"480";2
"481";2
"482";2
"483";2
"484";5
"485";5
"486";0
"487";0
"488";0
"489";4
"490";5
"491";0
"492";0
"493";5
"494";0
"495";0
"496";1
"497";3
"498";1
"499";0
"500";5
"501";0
"502";0
"503";5
"504";5
"505";2
"506";3
"507";4
"508";0
"509";2
"510";4
"511";0
"512";2
"513";5
"514";0
"515";0
"516";1
"517";4
"518";1
"519";5
"520";0
"521";4
"522";1
"523";1
"524";5
"525";4
"526";0
"527";5
"528";3
"529";0
"530";0
"531";4
"532";1
"533";5
"534";5
"535";4
"536";0
"537";3
"538";0
"539";5
"540";0
"541";0
"542";0
"543";1
"544";5
"545";1
"546";0
"547";5
"548";3
"549";1
"550";0
"551";5
"552";0
"553";0
"554";1
"555";0
"556";0
"557";0
"558";3
"559";0
"560";0
"561";5
"562";1
"563";0
"564";0
"565";1
"566";5
"567";1
"568";4
"569";3
"570";0
"571";3
"572";5
"573";0
"574";4
"575";0
"576";3
"577";0
"578";0
"579";5
"580";4
"581";0
"582";5
"583";1
"584";5
"585";0
"586";1
"587";1
"588";0
"589";0
"590";0
"591";4
"592";0
"593";0
"594";5
"595";0
"596";0
"597";0
"598";3
"599";3
"600";5
"601";0
"602";0
"603";1
"604";5
"605";0
"606";2
"607";1
"608";1
"609";1
"610";0
"611";5
"612";1
"613";0
"614";0
"615";0
"616";3
"617";5
"618";0
"619";5
"620";3
"621";0
"622";0
"623";0
"624";0
"625";5
"626";0
"627";3
"628";0
"629";0
"630";2
"631";4
"632";0
"633";0
"634";0
"635";4
"636";0
"637";1
"638";0
"639";0
"640";1
"641";0
"642";1
"643";1
"644";4
"645";0
"646";0
"647";3
"648";5
"649";4
"650";5
"651";0
"652";2
"653";5
"654";5
"655";1
"656";3
"657";1
"658";4
"659";5
"660";4
"661";0
"662";4
"663";3
"664";2
"665";2
"666";4
"667";4
"668";4
"669";0
"670";3
"671";1
"672";0
"673";4
"674";0
"675";4
"676";5
"677";0
"678";0
"679";1
"680";0
"681";0
"682";0
"683";2
"684";1
"685";5
"686";1
"687";0
"688";0
"689";4
"690";2
"691";4
"692";0
"693";0
"694";0
"695";5
"696";5
"697";5
"698";0
"699";0
"700";5
"701";0
"702";1
"703";0
"704";0
"705";0
"706";1
"707";0
"708";0
"709";4
"710";2
"711";0
"712";4
"713";0
"714";0
"715";5
"716";5
"717";0
"718";4
"719";0
"720";0
"721";0
"722";3
"723";0
"724";1
"725";0
"726";0
"727";4
"728";1
"729";5
"730";5
"731";0
"732";3
"733";0
"734";3
"735";0
"736";1
"737";1
"738";6
"739";5
"740";0
"741";0
"742";5
"743";4
"744";0
"745";2
"746";1
"747";5
"748";0
"749";5
"750";4
"751";5
"752";0
"753";0
"754";1
"755";4
"756";4
"757";0
"758";5
"759";0
"760";0
"761";0
"762";3
"763";2
"764";5
"765";0
"766";5
"767";0
"768";0
"769";4
"770";5
"771";3
"772";0
"773";5
"774";3
"775";0
"776";5
"777";0
"778";5
"779";4
"780";0
"781";4
"782";0
"783";2
"784";5
"785";1
"786";5
"787";4
"788";4
"789";1
"790";5
"791";0
"792";0
"793";0
"794";0
"795";0
"796";5
"797";0
"798";5
"799";0
"800";5
"801";5
"802";1
"803";0
"804";5
"805";5
"806";5
"807";0
"808";5
"809";0
"810";0
"811";5
"812";1
"813";2
"814";3
"815";4
"816";0
"817";0
"818";5
"819";0
"820";4
"821";0
"822";1
"823";1
"824";5
"825";0
"826";1
"827";1
"828";0
"829";0
"830";0
"831";5
"832";0
"833";0
"834";0
"835";5
"836";5
"837";5
"838";4
"839";4
"840";0
"841";4
"842";0
"843";4
"844";4
"845";4
"846";4
"847";4
"848";0
"849";5
"850";0
"851";0
"852";0
"853";0
"854";4
"855";5
"856";5
"857";4
"858";5
"859";3
"860";0
"861";0
"862";5
"863";0
"864";3
"865";5
"866";2
"867";3
"868";5
"869";0
"870";4
"871";0
"872";3
"873";0
"874";0
"875";4
"876";0
"877";1
"878";5
"879";4
"880";0
"881";0
"882";0
"883";5
"884";0
"885";4
"886";0
"887";0
"888";3
"889";5
"890";0
"891";1
"892";6
"893";0
"894";5
"895";3
"896";4
"897";0
"898";0
"899";0
"900";4
"901";4
"902";0
"903";0
"904";3
"905";1
"906";4
"907";3
"908";0
"909";5
"910";0
"911";5
"912";5
"913";0
"914";0
"915";1
"916";4
"917";2
"918";4
"919";2
"920";2
"921";2
"922";5
"923";2
"924";2
"925";0
"926";4
"927";2
"928";2
"929";2
"930";2
"931";4
"932";2
"933";2
"934";2
"935";2
"936";2
"937";2
"938";2
"939";0
"940";2
"941";2
"942";2
"943";3
"944";3
"945";3
"946";3
"947";3
"948";3
"949";3
"950";3
"951";3
"952";3
"953";3
"954";2
"955";2
"956";2
"957";3
"958";2
"959";2
"960";2
"961";4
"962";3
"963";2
"964";2
"965";5
"966";2
"967";2
"968";5
"969";1
"970";1
"971";1
"972";1
"973";0
"974";0
"975";5
"976";1
"977";0
"978";0
"979";0
"980";5
"981";0
"982";4
"983";0
"984";0
"985";0
"986";1
"987";4
"988";3
"989";0
"990";1
"991";1
"992";1
"993";2
"994";0
"995";0
"996";0
"997";1
"998";1
"999";1
"1000";0
"1001";5
"1002";1
"1003";4
"1004";0
"1005";1
"1006";1
"1007";1
"1008";0
"1009";3
"1010";1
"1011";1
"1012";0
"1013";0
"1014";0
"1015";0
"1016";0
"1017";0
"1018";0
"1019";0
"1020";1
"1021";0
"1022";0
"1023";5
"1024";1
"1025";0
"1026";0
"1027";0
"1028";0
"1029";0
"1030";0
"1031";0
"1032";0
"1033";0
"1034";1
"1035";0
"1036";4
"1037";0
"1038";0
"1039";4
"1040";0
"1041";0
"1042";5
"1043";0
"1044";4
"1045";0
"1046";4
"1047";0
"1048";0
"1049";0
"1050";0
"1051";0
"1052";4
"1053";0
"1054";0
"1055";0
"1056";0
"1057";0
"1058";0
"1059";4
"1060";0
"1061";0
"1062";0
