de;37;40;33;55;76;0
ne;3;106;10;19;28;1
la;25;32;30;39;67;18
les;41;33;28;44;50;0
l;25;25;13;33;51;11
le;15;38;17;25;38;8
et;15;29;17;27;71;0
sur;17;34;11;30;89;0
d;16;22;16;28;29;0
un;24;16;21;24;15;11
être;9;17;14;40;39;0
en;24;19;18;14;25;0
des;14;10;11;30;31;1
à;7;17;13;25;10;0
1;9;14;4;3;8;32
avoir;17;17;11;16;15;1
2;15;4;2;7;4;28
3;11;6;2;4;4;27
du;29;11;7;6;18;0
une;5;8;11;29;14;0
avec;6;2;8;13;11;0
pour;5;9;8;12;30;0
dans;8;13;5;14;16;0
12;23;13;0;0;3;17
4;6;2;5;5;1;25
on;4;6;4;12;29;0
vous;2;11;3;6;27;0
que;2;7;7;13;13;0
nous;4;5;3;8;13;0
5;4;5;6;6;2;8
10;3;15;1;3;3;8
il;3;9;3;12;2;8
v;0;32;0;3;2;0
s;5;9;3;9;11;0
qui;4;6;5;10;9;0
11;11;8;1;2;1;2
7;4;5;9;2;2;9
par;14;7;3;11;3;0
9;1;2;2;2;1;13
e;4;11;1;1;2;3
6;3;3;4;0;0;19
au;4;7;4;7;5;0
cette;3;2;9;7;6;0
ce;4;5;3;12;2;0
8;1;4;1;0;0;17
t;3;7;3;3;2;0
faire;3;6;5;7;0;0
si;0;1;2;4;21;0
16;0;9;1;2;0;9
pas;4;9;3;8;2;0
se;4;2;5;7;9;0
04;5;13;0;0;0;0
17;2;6;2;4;2;1
son;4;5;3;6;3;0
plus;3;6;1;4;4;0
ou;1;5;3;2;6;1
2011;0;11;0;0;0;2
06;8;10;0;0;0;0
03;9;8;0;0;0;0
pouvoir;0;5;6;7;3;0
2012;0;2;0;2;1;0
13;4;4;1;0;0;5
01;3;9;1;0;1;0
y;4;3;2;2;8;0
ses;0;2;2;2;11;0
c;2;3;2;3;4;0
2015;3;7;4;0;1;0
mais;2;1;2;2;13;0
dire;2;2;1;1;9;0
19;0;3;0;0;1;0
qu;2;5;2;3;3;0
point;0;2;2;1;0;0
02;3;10;1;0;0;2
tout;1;4;1;8;2;0
notre;0;2;0;2;12;0
nos;0;4;0;3;7;0
j;4;3;2;3;0;0
2019;0;7;0;2;0;0
2018;0;9;2;1;0;0
14;5;4;2;1;1;1
où;0;1;3;1;9;0
là;0;1;0;2;12;0
comment;0;3;4;4;1;0
aux;1;0;3;4;4;0
08;4;8;1;0;0;0
05;2;7;1;0;1;0
très;2;2;2;9;1;0
mieux;0;0;0;0;15;0
ils;2;1;2;5;2;0
07;2;8;0;0;0;0
tu;0;1;7;1;0;0
ton;0;2;9;0;0;0
savoir;1;3;1;0;4;4
croire;3;2;1;3;1;0
2010;0;10;0;1;0;0
toute;1;3;0;0;9;0
tous;1;6;2;0;1;0
comme;0;1;3;2;2;0
alerte;13;1;0;0;0;0
2014;0;13;0;0;0;0
2013;0;6;0;0;5;0
20;2;7;2;1;0;1
vouloir;0;3;2;1;5;0
m;2;4;0;2;0;0
in;0;5;0;0;0;1
51;0;3;5;0;0;0
2020;1;6;0;1;0;0
15;1;7;1;0;0;0
to;0;6;0;1;0;0
o;0;5;0;0;1;1
an;3;0;0;2;6;0
29;3;4;2;0;0;0
00;1;10;0;0;0;0
sans;0;1;0;3;1;0
quelle;0;1;1;0;6;2
elle;2;1;0;4;1;0
depuis;1;1;1;2;6;0
30;2;7;0;0;2;0
09;4;5;0;0;0;0
ça;0;2;0;0;4;0
je;0;5;1;1;2;0
elles;1;2;1;5;1;0
ces;0;0;1;2;5;0
aussi;0;0;0;0;10;0
alors;0;3;2;4;0;0
2016;0;1;5;0;1;0
1990;5;0;0;0;0;0
18;3;0;1;0;0;0
or;0;0;0;0;0;5
f;1;2;0;1;1;1
autres;0;4;1;0;2;0
après;0;2;1;3;2;0
24;2;3;0;1;0;0
21;2;1;2;2;0;0
2021;0;3;0;0;0;0
2017;2;4;0;0;0;0
trois;0;0;1;0;5;0
toutes;0;1;0;0;6;0
sa;0;1;0;2;2;0
personne;0;2;0;1;4;0
mon;0;2;0;1;0;0
mes;0;5;0;2;0;0
falloir;0;0;0;4;0;0
contre;0;0;2;1;1;0
cela;0;1;0;1;5;0
autre;0;0;0;2;3;0
36;0;5;1;0;0;0
2023;0;1;0;0;2;0
2022;0;1;2;0;1;0
u;0;5;0;0;0;0
toujours;0;0;0;0;5;0
ta;0;0;5;0;0;0
pourquoi;0;2;0;3;1;0
plein;3;1;0;0;2;0
chaque;0;1;0;1;4;0
