*duree_00465200;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
*duree_00462500;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0
*notice_1250604012;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
*notice_5914742001;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
*duree_00425100;0;4;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0
*notice_5266931001;1;1;0;0;1;0;0;3;0;0;1;2;25;0;0;0;0;0
*duree_00115100;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
*duree_00233300;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2
*notice_376893013;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
*duree_00513700;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
*notice_1299518012;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
*duree_01453800;3;1;1;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0
*audience_11;8;4;5;10;13;0;0;1;3;1;5;7;3;14;0;0;0;0
*notice_719861019;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
*notice_1068361011;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
*duree_00585100;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
*audience_13;5;1;0;3;4;1;2;0;1;0;6;2;6;11;0;0;0;0
*duree_00064700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
*chaine_TF1;3;6;12;9;11;2;7;22;14;6;9;3;5;0;0;0;0;0
*notice_2127313001;0;0;1;4;7;0;0;0;1;0;1;0;0;0;0;0;0;0
*audiencefemme_199;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
*duree_00470600;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
*notice_4780571001;0;0;9;0;0;0;2;1;0;1;1;0;0;0;0;0;0;0
*chaine_TFX;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
*partdemarche_176;0;0;0;0;3;0;0;0;0;0;6;0;0;0;0;0;0;0
*notice_6030813001;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0
*duree_00470900;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0
*notice_7393928001;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
*duree_01030900;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
*duree_02214600;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
*duree_00351100;0;0;0;0;2;1;0;0;0;0;0;1;1;0;0;0;0;0
