"V1";"V2";"V3";"V4";"V5";"V6"
"***";"nb classes";"18";"***";"";""
"**";"classe";"1";"**";"";""
"****";"61";"1265";"4.82";"****";""
" 8";"11";" 72.73";"111.48";"heure";"4.633429e-26"
"12";"24";" 50.00";"108.79";"retour";"1.800327e-25"
" 7";"10";" 70.00";" 93.30";"notamment";"4.498726e-22"
" 5";" 6";" 83.33";" 80.97";"cinéma";"2.296064e-19"
" 5";" 6";" 83.33";" 80.97";"château";"2.296064e-19"
" 4";" 4";"100.00";" 79.20";"khomeiny";"5.609434e-19"
" 4";" 4";"100.00";" 79.20";"conférence";"5.609434e-19"
"10";"25";" 40.00";" 68.77";"recevoir";"1.108785e-16"
" 5";" 7";" 71.43";" 68.04";"janvier";"1.602027e-16"
" 5";" 7";" 71.43";" 68.04";"enlèvement";"1.602027e-16"
" 4";" 5";" 80.00";" 61.82";"saint";"3.772668e-15"
" 5";" 8";" 62.50";" 58.36";"mois";"2.186866e-14"
" 8";"20";" 40.00";" 54.79";"extrait";"1.340047e-13"
" 6";"12";" 50.00";" 53.88";"répondre";"2.135301e-13"
" 3";" 4";" 75.00";" 43.06";"ayatollah";"5.312306e-11"
" 4";" 7";" 57.14";" 41.98";"didier";"9.204011e-11"
" 4";" 8";" 50.00";" 35.80";"lancer";"2.182933e-09"
"12";"58";" 20.69";" 33.35";"extraire";"7.710469e-09"
" 5";"13";" 38.46";" 32.39";"vidéo";"1.264251e-08"
" 3";" 6";" 50.00";" 26.81";"exposer";"2.245059e-07"
" 2";" 3";" 66.67";" 25.06";"composer";"5.557595e-07"
" 2";" 3";" 66.67";" 25.06";"déclencher";"5.557595e-07"
" 2";" 3";" 66.67";" 25.06";"1er";"5.557595e-07"
" 3";" 7";" 42.86";" 22.19";"portrait";"2.473356e-06"
" 6";"24";" 25.00";" 21.70";"question";"3.184142e-06"
" 4";"13";" 30.77";" 19.27";"nes";"1.136071e-05"
" 3";" 8";" 37.50";" 18.73";"says";"1.504599e-05"
" 3";" 8";" 37.50";" 18.73";"appel";"1.504599e-05"
