"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18"
"monnet";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;34,91;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"minute";-0,152;-0,129;-0,275;5,108;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;7,771;-0,176;-0,225;3,398;-0,131;-0,261;-0,198;-0,108
"min";-0,152;-0,129;-0,275;-0,158;25,999;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;3,398;-0,131;-0,261;-0,198;-0,108
"microtrottoir";-0,152;-0,129;2,439;5,108;-0,147;-0,163;-0,211;-0,211;-0,2;6,838;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"mi_homme";-0,152;-0,129;2,439;-0,158;5,559;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"maxence";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;51,336;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"mariage";-0,152;-0,129;-0,275;-0,158;25,999;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"marabout";-0,152;-0,129;-0,275;5,108;-0,147;-0,163;-0,211;3,516;-0,2;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"manière";-0,152;6,515;-0,275;-0,158;5,559;-0,163;-0,211;-0,211;-0,2;-0,124;7,771;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"malade";-0,152;6,515;-0,275;-0,158;-0,147;-0,163;-0,211;3,516;-0,2;-0,124;7,771;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"léon";-0,152;-0,129;-0,275;5,108;-0,147;-0,163;3,516;-0,211;-0,2;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"lynx";-0,152;6,515;-0,275;-0,158;5,559;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"lycée";5,326;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;3,516;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"londres";5,326;-0,129;-0,275;-0,158;-0,147;-0,163;3,516;-0,211;-0,2;-0,124;-0,111;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"ligue";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;3,516;3,516;-0,2;-0,124;-0,111;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"lien";-0,152;-0,129;-0,275;-0,158;-0,147;4,904;-0,211;-0,211;-0,2;6,838;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"justicier";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;3,516;3,516;-0,2;-0,124;-0,111;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"julie";5,326;-0,129;2,439;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;7,771;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"james";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;-0,211;-0,211;18,75;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"invention";-0,152;-0,129;-0,275;-0,158;-0,147;4,904;-0,211;3,516;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"intérêt";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;3,516;-0,211;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"intégrer";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;17,72;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"intriguer";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;3,516;3,516;-0,2;6,838;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"interpeller";5,326;-0,129;-0,275;5,108;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;7,771;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"indéniable";-0,152;6,515;-0,275;-0,158;-0,147;23,355;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"importer";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;3,516;3,769;-0,124;-0,111;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"impertinence";-0,152;70,147;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"iens";5,326;6,515;-0,275;-0,158;-0,147;-0,163;3,516;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"ienne";5,326;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;17,241;-0,131;-0,261;-0,198;-0,108
"idée";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;-0,211;3,516;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"hôtel";5,326;-0,129;-0,275;-0,158;-0,147;4,904;-0,211;-0,211;-0,2;-0,124;7,771;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"hybride";-0,152;-0,129;-0,275;-0,158;-0,147;4,904;17,72;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"highland";-0,152;6,515;-0,275;-0,158;5,559;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"géologique";-0,152;-0,129;2,439;5,108;-0,147;-0,163;3,516;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"génétique";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;17,72;3,516;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"généralement";-0,152;-0,129;2,439;5,108;-0,147;-0,163;3,516;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"glory";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;17,241;6,363;-0,261;-0,198;-0,108
"gildas";-0,152;6,515;13,307;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"gaspard";5,326;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;21,499;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"galaxie";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;31,154;-0,111;-0,176;-0,225;3,398;-0,131;-0,261;-0,198;-0,108
"gadget";-0,152;-0,129;-0,275;-0,158;5,559;-0,163;3,516;-0,211;-0,2;-0,124;7,771;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"franz";5,326;-0,129;2,439;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"fin";-0,152;6,515;-0,275;24,181;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"fil";-0,152;-0,129;2,439;-0,158;-0,147;4,904;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"feuilleton";-0,152;6,515;-0,275;5,108;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"favier";-0,152;-0,129;13,307;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;6,838;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"fabriquer";-0,152;29,854;-0,275;-0,158;5,559;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"extérieur";-0,152;-0,129;2,439;-0,158;5,559;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"experience";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;3,769;-0,124;34,91;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"exactement";-0,152;-0,129;-0,275;5,108;5,559;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"evocation";5,326;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;7,771;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"evelyne";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;34,91;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"espion";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;3,516;18,75;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"envahisseur";-0,152;-0,129;13,307;5,108;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"envahir";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;18,75;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"entité";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;3,516;-0,211;-0,2;31,154;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"ennemi";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;17,72;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"engin";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;31,154;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"ena";-0,152;29,854;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"emplacement";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;17,72;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"elvis";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;3,769;6,838;-0,111;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"détecter";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;3,516;-0,211;-0,2;6,838;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"détail";-0,152;-0,129;-0,275;5,108;-0,147;-0,163;-0,211;-0,211;3,769;-0,124;7,771;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"dépasser";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;3,516;-0,211;3,769;6,838;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"définir";-0,152;-0,129;2,439;5,108;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"défilé";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;3,232;3,398;6,363;-0,261;-0,198;-0,108
"déclencher";25,06;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"dresser";5,326;-0,129;-0,275;-0,158;-0,147;-0,163;3,516;3,516;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"discours";-0,152;6,515;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;3,769;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"diriger";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;-0,211;17,72;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"diffusion";-0,152;-0,129;-0,275;-0,158;5,559;4,904;-0,211;3,516;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"descendre";-0,152;-0,129;-0,275;-0,158;-0,147;4,904;-0,211;-0,211;18,75;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"cécile";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;4,446;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"culinaire";-0,152;-0,129;-0,275;5,108;5,559;-0,163;-0,211;-0,211;-0,2;-0,124;7,771;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"cuisinier";5,326;-0,129;-0,275;5,108;5,559;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"créateur";5,326;-0,129;-0,275;-0,158;5,559;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;3,398;-0,131;-0,261;-0,198;-0,108
"craquer";-0,152;-0,129;-0,275;-0,158;5,559;-0,163;-0,211;-0,211;-0,2;-0,124;7,771;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"court";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;7,771;4,446;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"couleur";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;7,771;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"costume";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;3,516;3,769;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"constituer";-0,152;-0,129;-0,275;-0,158;-0,147;55,516;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"conservateur";-0,152;6,515;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;4,446;-0,225;3,398;-0,131;-0,261;-0,198;-0,108
"conseiller";-0,152;-0,129;-0,275;5,108;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;4,446;-0,225;-0,217;6,363;-0,261;-0,198;-0,108
"conquête";-0,152;-0,129;13,307;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;6,838;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"condition";-0,152;-0,129;13,307;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"conclusion";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;-0,211;3,516;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"concert";-0,152;-0,129;-0,275;5,108;5,559;-0,163;-0,211;-0,211;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"complet";-0,152;-0,129;-0,275;5,108;-0,147;-0,163;-0,211;-0,211;3,769;6,838;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"com";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;41,746;-0,131;-0,261;-0,198;-0,108
"collignon";-0,152;-0,129;-0,275;5,108;25,999;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"coller";5,326;-0,129;2,439;-0,158;-0,147;-0,163;-0,211;3,516;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"cockpit";-0,152;-0,129;-0,275;-0,158;5,559;-0,163;-0,211;-0,211;18,75;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"clown";-0,152;6,515;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;3,769;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"clervoy";-0,152;-0,129;32,88;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"cigarette";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;3,769;6,838;7,771;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"chorégraphie";-0,152;6,515;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;7,771;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"chasse";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;18,75;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"charles";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;3,769;6,838;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"chaleur";5,326;-0,129;-0,275;-0,158;25,999;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"chair";5,326;-0,129;-0,275;-0,158;-0,147;-0,163;3,516;-0,211;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"cavale";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;6,838;7,771;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"casser";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;3,516;-0,2;-0,124;7,771;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"carolin";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;3,769;-0,124;-0,111;-0,176;-0,225;17,241;-0,131;-0,261;-0,198;-0,108
"camp";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;3,516;-0,211;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"camer";-0,152;6,515;-0,275;-0,158;-0,147;-0,163;-0,211;3,516;-0,2;-0,124;7,771;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"bruxelles";-0,152;-0,129;-0,275;5,108;-0,147;-0,163;3,516;-0,211;-0,2;-0,124;7,771;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"bretagne";5,326;6,515;-0,275;-0,158;5,559;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"brennan";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;17,72;-0,2;6,838;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"bourgeois";-0,152;-0,129;-0,275;-0,158;5,559;-0,163;-0,211;-0,211;3,769;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"bourdais";-0,152;6,515;13,307;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"booth";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;17,72;-0,2;6,838;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"bleu";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;-0,211;-0,211;3,769;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"bible";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;42,824;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"benjamin";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;3,769;6,838;-0,111;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"belgique";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;3,516;-0,211;-0,2;6,838;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"bde";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;4,446;-0,225;17,241;-0,131;-0,261;-0,198;-0,108
"bataille";5,326;-0,129;2,439;-0,158;-0,147;-0,163;-0,211;3,516;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"ballon_sonde";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;18,75;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"aéronautique";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;6,838;7,771;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"attraper";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;3,516;3,769;-0,124;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"atterrissage";-0,152;6,515;2,439;-0,158;-0,147;4,904;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"attal";-0,152;-0,129;-0,275;5,108;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;4,446;-0,225;3,398;-0,131;-0,261;-0,198;-0,108
"astronome";-0,152;-0,129;-0,275;5,108;-0,147;-0,163;-0,211;-0,211;3,769;6,838;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"assurance";-0,152;6,515;-0,275;5,108;-0,147;-0,163;-0,211;-0,211;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"assister";-0,152;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;3,769;6,838;-0,111;-0,176;3,232;-0,217;-0,131;-0,261;-0,198;-0,108
"assassiner";-0,152;6,515;-0,275;-0,158;-0,147;-0,163;-0,211;3,516;-0,2;-0,124;-0,111;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"article";-0,152;-0,129;-0,275;-0,158;25,999;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;4,446;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"artefact";-0,152;-0,129;-0,275;-0,158;-0,147;23,355;-0,211;-0,211;-0,2;6,838;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"apollo";-0,152;-0,129;32,88;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"août";-0,152;-0,129;2,439;5,108;5,559;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"antiquité";-0,152;-0,129;-0,275;-0,158;-0,147;23,355;-0,211;-0,211;-0,2;6,838;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"ange";-0,152;-0,129;13,307;-0,158;-0,147;-0,163;3,516;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"ancêtre";-0,152;-0,129;-0,275;-0,158;-0,147;4,904;-0,211;3,516;-0,2;6,838;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"amérique";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;17,72;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"ali";5,326;-0,129;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;17,241;-0,131;-0,261;-0,198;-0,108
"affiche";-0,152;29,854;-0,275;5,108;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"abriter";-0,152;-0,129;13,307;-0,158;-0,147;-0,163;-0,211;-0,211;3,769;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"abattre";-0,152;-0,129;2,439;-0,158;-0,147;-0,163;-0,211;-0,211;3,769;-0,124;-0,111;-0,176;-0,225;3,398;-0,131;-0,261;-0,198;-0,108
"1er";25,06;6,515;-0,275;-0,158;-0,147;-0,163;-0,211;-0,211;-0,2;-0,124;-0,111;-0,176;-0,225;-0,217;-0,131;-0,261;-0,198;-0,108
"de";0,199;0,441;0,053;-0,683;-0,001;-11,71;-4,544;0;-0,047;0,026;1,093;-0,005;2,024;-4,028;2,166;-6,216;16,831;9,23
"la";0,011;-0,258;4,437;-0,477;-0,457;0,005;3,029;0,689;4,186;-2,738;0;0,409;-0,796;-0,103;-0,138;-33,839;68,494;-43,797
"et";-5,928;2,434;1,009;0,909;2,398;-5,721;-4,094;0,063;-4,177;-0,174;2,502;0,238;2,046;-36,77;-2,873;-0,086;70,08;0,283
"l";1,39;0,649;1,861;0,018;0,015;-0,013;-4,327;-2,643;0,033;-1,464;1,65;-0,497;-0,324;-5,175;-3,478;0,424;88,694;-38,804
"des";-1,389;3,212;11,822;0,045;4,056;21,894;25,533;-2,065;10,101;4,251;0,864;-2,268;-2,638;-18,971;11,425;-9,297;-55,417;-30,39
"être";-4,672;1,433;-0,012;-17,594;-4,833;-3,379;22,447;1,219;0,184;-0,051;-0,157;-0,826;-0,639;-24,709;-3,097;0,162;84,584;2,538
"les";-0,65;1,891;1,918;1,781;1,057;38,992;31,815;0,017;3,78;1,845;0,733;-1,473;0,009;-21,211;-12,829;1,523;-61,914;-30,434
"le";1,532;2,523;0,757;4,151;2,22;-0,279;1,408;6,564;2,622;7,53;0,031;2,064;0;-0,024;-25,651;1,282;-63,125;-31,068
"d";-0,432;-0,752;5,534;-0,003;6,545;0,628;4,525;2,036;1,821;4,058;3,177;-0,229;-2,393;-3,125;-0,154;-7,455;-51,86;8,234
"avoir";-0,813;-1,288;4,754;0,254;0,014;17,864;6,901;-0,77;1,905;1,32;1,396;-1,464;-0,696;-8,372;-19,46;8,126;-51,514;10,3
"à";-0,063;-0,001;1,476;1,209;-1,886;-7,518;-1,482;0,385;-0,02;-4,496;0,772;7,802;-0,009;-4,32;-33,994;1,609;112,328;-30,225
"un";-4,964;0,095;-0,312;1,326;-0,15;-1,423;-0,026;8,666;8,186;0,049;3,032;0,221;-0,624;-23,13;-20,412;13,93;-43,872;86,373
