"";"X.chaine_6ter";"X.chaine_ARTE";"X.chaine_C8";"X.chaine_Canal";"X.chaine_CanalFamily";"X.chaine_D17";"X.chaine_Direct8";"X.chaine_France2";"X.chaine_France3";"X.chaine_France4";"X.chaine_France5";"X.chaine_FranceO";"X.chaine_Gulli";"X.chaine_LaCinquième";"X.chaine_M6";"X.chaine_MonteCarloTMC";"X.chaine_NRJ12";"X.chaine_NT1";"X.chaine_Numéro23";"X.chaine_RMCDécouverteHD24";"X.chaine_RMCStory";"X.chaine_TF1";"X.chaine_TFX";"X.chaine_W9"
"nommer";-0,0119;-0,1515;0,2875;0,5189;-0,0046;-0,0043;-0,1631;1,6076;-0,1119;-1,5577;0,5457;-0,0043;-0,056;-0,0018;0,7219;0,2539;-0,1425;-0,0276;-0,0178;-0,0706;-0,3166;0,2711;-0,0055;-0,0023
"milieu";-0,0143;-0,1819;-0,378;-0,2123;-0,0055;-0,0051;-0,1957;1,3875;0,5752;-1,8693;-0,1746;-0,0051;-0,0672;-0,0021;0,6514;0,2049;-0,1711;-0,0331;-0,0213;-0,0847;-0,3799;2,9536;-0,0066;-0,0028
"participer";3,3209;-0,1819;-0,378;0,4126;-0,0055;-0,0051;1,1542;-0,3584;0,5752;-1,0784;-0,1746;-0,0051;-0,0672;-0,0021;-0,1097;0,2049;-0,1711;-0,0331;-0,0213;-0,0847;-0,3799;0,2206;3,9938;-0,0028
"seul";-0,0333;0,205;-0,8824;0,7247;-0,0129;-0,0119;-0,1404;0,249;-0,3134;-1,3382;0,6287;-0,0119;-0,1569;-0,005;0,9403;-0,4624;1,219;-0,0772;-0,0498;0,4368;0,5028;0,4658;-0,0154;-0,0065
"survivre";-0,0202;-0,2576;-0,5356;16,3162;-0,0078;-0,0072;-0,2773;-0,5078;-0,1902;-2,6485;-0,2474;-0,0072;-0,0953;-0,003;-0,1554;-0,6017;-0,2424;-0,0469;-0,0302;-0,12;-0,5382;-0,5665;-0,0094;-0,0039
"tamaran";-0,0965;-1,2293;-2,5556;-4,1063;-0,0374;-0,0345;-1,3232;-2,4228;-0,9076;42,3308;-1,1801;-0,0345;-0,4545;-0,0144;-0,7412;-2,8709;-1,1564;-0,2236;-0,1441;-0,5727;-2,5679;-2,7028;-0,0446;-0,0187
"mauvais";-0,019;0,3687;-0,5041;3,0467;-0,0074;-0,0068;-0,261;1,0669;0,4713;-2,4926;0,382;-0,0068;-0,0897;-0,0028;-0,1462;-0,5663;-0,2281;1,0151;-0,0284;-0,113;-0,5065;0,4775;-0,0088;-0,0037
"chef";-0,0226;1,5878;-0,5987;0,8272;-0,0088;-0,0081;3,2941;0,8917;-0,2126;-2,9602;0,3271;-0,0081;-0,1065;-0,0034;-0,1736;-0,6725;-0,2709;-0,0524;-0,0338;0,5755;0,409;-0,6332;-0,0105;-0,0044
"communauté";-0,0178;-0,2273;3,4747;0,2983;-0,0069;-0,0064;-0,2447;1,8336;-0,1678;-2,3368;-0,2182;-0,0064;-0,0841;-0,0027;-0,1371;-0,1741;-0,2138;-0,0414;-0,0267;-0,1059;0,5455;-0,4998;-0,0082;-0,0035
"servir";-0,0464;-0,5913;-1,2294;-1,2098;-0,018;-0,0166;-0,2395;0,3146;0,1979;6,2653;-0,5677;-0,0166;-0,2186;-0,0069;-0,3566;-1,3811;-0,5563;-0,1076;-0,0693;0,3282;0,8666;-1,3002;-0,0215;-0,009
"appeler";-0,0178;0,3899;-0,4726;0,2983;-0,0069;-0,0064;-0,2447;0,5803;-0,1678;-2,3368;0,4034;-0,0064;0,7546;-0,0027;-0,1371;-0,1741;-0,2138;-0,0414;-0,0267;-0,1059;1,0778;1,6794;-0,0082;-0,0035
"soucoupe";-0,0214;-0,2728;-0,5671;0,2188;1,7227;-0,0077;-0,2937;-0,5377;1,9981;-1,8613;2,607;-0,0077;1,66;-0,0032;4,5811;-0,6371;-0,2566;-0,0496;-0,032;-0,1271;-0,5699;-0,5998;-0,0099;-0,0042
"interview";-0,106;-0,39;-1,3308;-1,1941;-0,0411;-0,0379;13,0234;2,2351;-0,9974;-13,8901;0,2478;-0,0379;-0,4995;-0,0158;-0,8145;14,9515;-1,2708;-0,2457;-0,1584;-0,6294;-2,822;0,3114;-0,049;-0,0206
"nombre";-0,0143;0,4658;-0,378;-0,6074;-0,0055;-0,0051;-0,1957;0,2504;-0,1343;-1,8693;0,4801;-0,0051;-0,0672;-0,0021;-0,1097;0,2049;-0,1711;-0,0331;2,9748;-0,0847;2,1182;0,6565;-0,0066;-0,0028
"pizza";-0,0524;-0,6672;-1,3871;-1,4193;-0,0203;-0,0187;-0,7182;-1,3151;-0,4926;-6,8594;-0,6406;-0,0187;-0,2467;-0,0078;-0,4023;-1,5583;60,1387;-0,1214;-0,0782;-0,3109;-1,3938;-0,8124;-0,0242;-0,0102
"rire";-0,0155;-0,197;-0,4096;-0,6581;-0,006;-0,0055;-0,2121;0,6729;0,5458;-2,0251;-0,1891;-0,0055;-0,0728;-0,0023;0,621;-0,4601;-0,1853;-0,0358;-0,0231;-0,0918;-0,4115;7,4582;-0,0071;-0,003
"alexis";-0,0155;-0,197;15,0357;-0,6581;-0,006;-0,0055;-0,2121;-0,3883;-0,1455;-2,0251;-0,1891;-0,0055;-0,0728;-0,0023;-0,1188;-0,4601;-0,1853;-0,0358;-0,0231;-0,0918;-0,4115;-0,4332;-0,0071;-0,003
"survivant";-0,0214;-0,2728;-0,5671;13,2649;-0,0083;-0,0077;-0,2937;-0,5377;-0,2014;-2,8043;-0,2619;-0,0077;-0,1009;-0,0032;-0,1645;-0,6371;-0,2566;-0,0496;-0,032;-0,1271;-0,5699;0,4114;-0,0099;-0,0042
"enlever";-0,019;-0,2425;-0,5041;1,6055;-0,0074;-0,0068;-0,261;-0,4779;-0,179;-1,0117;-0,2328;-0,0068;1,7582;-0,0028;2,3869;-0,5663;-0,2281;-0,0441;-0,0284;-0,113;-0,5065;1,58;-0,0088;-0,0037
"responsable";-0,0143;-0,1819;0,2356;-0,2123;-0,0055;-0,0051;-0,1957;2,2047;-0,1343;-1,8693;1,2406;-0,0051;-0,0672;-0,0021;-0,1097;-0,4247;-0,1711;-0,0331;-0,0213;-0,0847;-0,3799;2,0428;-0,0066;-0,0028
"prendre";-0,1192;-0,8587;-3,1563;0,8776;-0,0462;-0,0426;-0,3061;0,4603;0,9523;-10,4267;-0,2362;-0,0426;-0,5613;-0,0178;1,2369;-2,5669;36,7728;0,8791;-0,178;-0,7073;-1,6021;0,3368;-0,0551;-0,0231
"livreur";-0,0512;-0,652;-1,3556;-1,3771;-0,0198;-0,0183;-0,7019;-1,2851;-0,4814;-6,7033;-0,626;-0,0183;-0,2411;-0,0076;-0,3932;-1,5228;61,468;-0,1186;-0,0764;-0,3038;-1,3621;-1,4337;-0,0237;-0,0099
"état";-0,0262;1,4194;-0,6932;-1,1139;-0,0101;-0,0094;-0,3589;0,3618;-0,2462;-3,4278;0,2827;-0,0094;-0,1233;-0,0039;-0,2011;-0,7788;-0,3137;-0,0607;-0,0391;-0,1554;10,8943;0,3092;-0,0121;-0,0051
"plaindre";-0,0119;-0,1515;0,2875;-0,5062;-0,0046;-0,0043;-0,1631;2,5305;0,6438;-1,5577;-0,1455;-0,0043;-0,056;-0,0018;-0,0914;0,7414;-0,1425;-0,0276;-0,0178;-0,0706;-0,3166;0,7816;-0,0055;-0,0023
"grave";-0,1287;-0,954;-3,4094;-3,4634;-0,0499;-0,0461;-1,7653;-3,2323;-1,2108;48,2798;-0,9028;-0,0461;-0,6063;-0,0192;-0,9888;-3,8301;-1,5427;-0,2983;-0,1922;-0,764;-3,4259;-3,6058;-0,0595;-0,0249
"avouer";-0,0119;-0,1515;-0,315;-0,5062;-0,0046;-0,0043;-0,1631;-0,2987;0,6438;-1,5577;-0,1455;-0,0043;2,1622;-0,0018;-0,0914;-0,3539;-0,1425;1,2111;-0,0178;-0,0706;-0,3166;4,5846;-0,0055;-0,0023
"déage";-0,0119;-0,1515;-0,315;9,5927;-0,0046;-0,0043;-0,1631;-0,2987;-0,1119;-1,5577;-0,1455;-0,0043;-0,056;-0,0018;-0,0914;-0,3539;-0,1425;-0,0276;-0,0178;-0,0706;-0,3166;-0,3332;-0,0055;-0,0023
"auteur";-0,0667;5,5819;-1,7659;0,5673;-0,0259;-0,0239;0,4673;3,5903;-0,2354;-8,7327;0,256;-0,0239;0,2884;-0,0099;0,4873;5,4216;-0,799;-0,1545;-0,0996;-0,3957;-1,7744;-1,8676;-0,0308;-0,0129
"bras";-0,0119;2,3955;-0,315;-0,5062;-0,0046;-0,0043;-0,1631;1,6076;-0,1119;-1,5577;-0,1455;-0,0043;-0,056;-0,0018;-0,0914;-0,3539;-0,1425;-0,0276;-0,0178;-0,0706;-0,3166;2,3633;-0,0055;-0,0023
"thierry";-0,0297;4,8182;9,8644;-0,6538;-0,0115;-0,0106;-0,4079;-0,7469;-0,2798;-3,8956;0,7022;-0,0106;-0,1401;-0,0044;-0,2285;-0,3903;-0,3565;-0,0689;-0,0444;-0,1766;-0,7916;-0,8332;-0,0138;-0,0058
"carbonnier";-0,0476;-0,6065;-1,2609;-2,026;-0,0185;-0,017;-0,6529;-1,1954;-0,4478;-6,2352;-0,5823;-0,017;-0,2243;-0,0071;-0,3657;44,4266;-0,5706;-0,1103;-0,0711;-0,2826;-1,267;-1,3335;-0,022;-0,0092
"bunny";-0,019;-0,2425;-0,5041;13,2374;-0,0074;-0,0068;-0,261;-0,4779;-0,179;-1,5946;-0,2328;-0,0068;-0,0897;-0,0028;-0,1462;-0,5663;-0,2281;-0,0441;-0,0284;-0,113;-0,5065;-0,5331;-0,0088;-0,0037
"raid";-0,0178;-0,2273;17,3524;-0,7593;-0,0069;-0,0064;-0,2447;-0,448;-0,1678;-2,3368;-0,2182;-0,0064;-0,0841;-0,0027;-0,1371;-0,5309;-0,2138;-0,0414;-0,0267;-0,1059;-0,4749;-0,4998;-0,0082;-0,0035
"déclaration";-0,0297;2,01;2,8966;-1,2659;-0,0115;-0,0106;-0,4079;-0,7469;-0,2798;-3,8956;-0,3638;-0,0106;-0,1401;-0,0044;-0,2285;9,221;-0,3565;-0,0689;-0,0444;-0,1766;-0,7916;-0,8332;-0,0138;-0,0058
"contact";-0,0333;-0,4245;-0,8824;2,6414;-0,0129;-0,0119;-0,1404;0,249;-0,3134;-4,3634;-0,4075;-0,0119;-0,1569;-0,005;-0,2559;-0,9913;-0,3993;-0,0772;-0,0498;1,1281;6,8317;-0,1819;-0,0154;-0,0065
"the";-0,0226;7,001;-0,5987;1,3003;-0,0088;-0,0081;0,2923;-0,1959;-0,2126;-2,9602;-0,2765;-0,0081;-0,1065;-0,0034;1,2324;-0,2552;-0,2709;-0,0524;-0,0338;-0,1342;-0,2146;-0,6332;-0,0105;-0,0044
"poser";-0,0214;-0,2728;-0,5671;0,8925;-0,0083;-0,0077;0,8511;0,4707;0,4305;-2,8043;3,6393;-0,0077;0,6835;-0,0032;1,2748;-0,6371;-0,2566;-0,0496;-0,032;-0,1271;-0,1967;-0,5998;-0,0099;-0,0042
"lci";-0,0262;-0,3335;9,5992;-1,1139;-0,0101;-0,0094;0,2499;-0,6572;-0,2462;-3,4278;-0,3201;-0,0094;-0,1233;-0,0039;-0,2011;3,7873;-0,3137;-0,0607;-0,0391;-0,1554;-0,6966;-0,7332;-0,0121;-0,0051
"bord";-0,0167;-0,2122;-0,4411;0,3317;-0,0065;-0,006;-0,2284;-0,4182;9,3579;-2,1809;2,0054;-0,006;-0,0784;-0,0025;-0,1279;-0,4955;-0,1996;1,0704;-0,0249;-0,0988;-0,4432;-0,4665;-0,0077;-0,0032
"connaître";-0,0381;1,0193;-1,0086;-0,2792;-0,0148;-0,0136;-0,5222;4,5653;0,7095;-4,9872;0,5461;-0,0136;1,1998;-0,0057;0,3097;-1,133;-0,4564;0,7354;-0,0569;-0,226;1,1516;0,3725;-0,0176;-0,0074
"peupler";-0,0309;-0,3941;-0,8193;-0,6915;-0,012;-0,0111;-0,4242;-0,7768;-0,291;-4,0515;0,2354;-0,0111;-0,1457;-0,0046;-0,2376;-0,9204;33,447;-0,0717;-0,0462;-0,1836;-0,8233;-0,8665;-0,0143;-0,006
"commencer";-0,0333;-0,4245;-0,3898;0,7247;-0,0129;7,8456;-0,1404;1,4536;-0,3134;-3,2462;0,2156;-0,0119;-0,1569;-0,005;0,3514;-0,4624;0,221;1,8698;-0,0498;0,4368;0,2254;-0,1819;-0,0154;-0,0065
"occasion";-0,0214;0,3312;-0,1952;0,2188;-0,0083;-0,0077;3,4135;2,2745;-0,2014;-2,8043;0,344;-0,0077;-0,1009;-0,0032;-0,1645;-0,6371;0,3505;-0,0496;-0,032;-0,1271;0,4387;-0,5998;-0,0099;-0,0042
"sujet";-0,0405;-0,1713;1,0671;0,2814;-0,0157;-0,0145;-0,5549;1,6375;0,2338;-5,2991;2,3167;-0,0145;-0,1906;-0,006;-0,3108;3,0283;-0,4849;-0,0938;-0,0604;-0,2402;-1,0768;0,3336;-0,0187;-0,0078
"rentrer";-0,0143;-0,1819;-0,378;0,4126;-0,0055;-0,0051;0,4403;1,3875;-0,1343;-1,8693;0,4801;-0,0051;0,8434;-0,0021;0,6514;0,2049;-0,1711;-0,0331;-0,0213;-0,0847;0,2343;0,2206;-0,0066;-0,0028
"zone";-0,0131;0,4966;-0,3465;-0,1839;-0,0051;-0,0047;-0,1794;-0,3285;-0,1231;-1,7135;1,3104;-0,0047;-0,0616;-0,002;-0,1005;2,1034;-0,1568;-0,0303;-0,0195;-0,0777;0,7488;0,2441;-0,006;-0,0025
"donner";-0,0405;0,4868;-1,0716;0,2814;-0,0157;-0,0145;-0,1926;2,207;-0,3806;-5,2991;0,5101;-0,0145;4,1631;1,8603;1,4776;-1,2039;-0,4849;0,7117;-0,0604;-0,2402;0,3652;0,9904;-0,0187;-0,0078
"partager";-0,0143;-0,1819;-0,378;4,0331;-0,0055;-0,0051;-0,1957;-0,3584;-0,1343;-1,8693;0,4801;-0,0051;-0,0672;-0,0021;0,6514;0,2049;-0,1711;-0,0331;-0,0213;0,7515;-0,3799;0,2206;-0,0066;-0,0028
"urgentiste";-0,0143;-0,1819;11,6693;-0,6074;-0,0055;-0,0051;-0,1957;-0,3584;-0,1343;-1,8693;-0,1746;-0,0051;-0,0672;-0,0021;-0,1097;0,2049;-0,1711;-0,0331;-0,0213;-0,0847;-0,3799;-0,3998;-0,0066;-0,0028
"gilet";-0,0262;-0,3335;22,9956;-1,1139;-0,0101;-0,0094;-0,3589;-0,2477;-0,2462;-3,4278;-0,3201;-0,0094;-0,1233;-0,0039;-0,2011;-0,7788;-0,3137;-0,0607;-0,0391;-0,1554;-0,6966;-0,7332;-0,0121;-0,0051
"ciel";-0,0357;-0,4548;-0,9455;-0,4634;-0,0138;-0,0128;0,5175;0,493;-0,3358;-3,5303;0,5854;-0,0128;0,4934;-0,0053;-0,2742;-1,0621;-0,4278;-0,0827;-0,0533;0,4133;11,9409;-0,4692;-0,0165;-0,0069
"finir";-0,0869;-1,1077;-2,3028;-2,6979;-0,0337;-0,0311;-0,6123;-0,5579;-0,3538;20,4081;-0,5201;-0,0311;-0,4095;-0,013;-0,6679;-2,5869;-1,042;0,4304;-0,1299;-0,516;-2,3139;-0,4365;-0,0402;-0,0169
"echoué";-0,0178;-0,2273;-0,4726;14,3945;-0,0069;-0,0064;-0,2447;-0,448;-0,1678;-2,3368;-0,2182;-0,0064;-0,0841;-0,0027;-0,1371;-0,5309;-0,2138;-0,0414;-0,0267;-0,1059;-0,4749;-0,4998;-0,0082;-0,0035
"cas";-0,0357;4,2563;-0,4323;-0,2391;-0,0138;-0,0128;-0,4896;1,3393;-0,3358;-4,6753;0,1978;-0,0128;-0,1682;-0,0053;-0,2742;3,4686;-0,4278;-0,0827;-0,0533;0,4133;-0,1895;-0,4692;-0,0165;-0,0069
"discussion";-0,0155;-0,197;7,663;-0,6581;-0,006;-0,0055;-0,2121;-0,3883;-0,1455;-2,0251;-0,1891;-0,0055;-0,0728;-0,0023;-0,1188;1,8224;-0,1853;-0,0358;-0,0231;-0,0918;-0,4115;-0,4332;-0,0071;-0,003
"cours";-0,0262;0,2709;-0,6932;1,5552;-0,0101;-0,0094;-0,3589;1,883;-0,2462;-2,4066;0,7887;-0,0094;-0,1233;-0,0039;-0,2011;-0,7788;-0,3137;-0,0607;-0,0391;-0,1554;0,7026;0,6597;-0,0121;1,9351
"michel";-0,0214;-0,2728;-0,5671;-0,4026;-0,0083;-0,0077;-0,2937;1,5519;-0,2014;-2,8043;3,6393;-0,0077;-0,1009;-0,0032;-0,1645;1,3264;-0,2566;-0,0496;-0,032;-0,1271;-0,5699;1,4053;-0,0099;-0,0042
"cafard";-0,0167;-0,2122;-0,4411;13,4338;-0,0065;-0,006;-0,2284;-0,4182;-0,1566;-2,1809;-0,2037;-0,006;-0,0784;-0,0025;-0,1279;-0,4955;-0,1996;-0,0386;-0,0249;-0,0988;-0,4432;-0,4665;-0,0077;-0,0032
"découvrir";-0,0869;-0,5514;-2,3028;2,2866;-0,0337;-0,0311;-0,6123;-0,3358;2,5956;-9,875;1,9929;-0,0311;-0,4095;1,5316;2,3826;-2,5869;-1,042;1,9516;0,5876;-0,1737;1,898;2,6091;-0,0402;-0,0169
"forme";-0,044;-0,561;-0,5879;0,9766;-0,0171;-0,0158;-0,2204;1,4727;0,2113;-4,5369;-0,1841;-0,0158;1,0897;-0,0066;0,7458;-1,3102;-0,5277;-0,1021;-0,0658;0,3447;7,0499;-1,2335;-0,0204;-0,0085
"valérie";-0,0178;-0,2273;-0,4726;-0,7593;-0,0069;-0,0064;-0,2447;0,1914;-0,1678;-2,3368;-0,2182;-0,0064;-0,0841;-0,0027;-0,1371;1,596;-0,2138;-0,0414;-0,0267;-0,1059;-0,4749;7,9998;-0,0082;-0,0035
"nom";-0,0143;0,4658;-0,378;-0,6074;-0,0055;-0,0051;0,4403;0,2504;-0,1343;-1,8693;1,2406;-0,0051;-0,0672;-0,0021;-0,1097;0,2049;-0,1711;-0,0331;-0,0213;-0,0847;2,1182;0,6565;-0,0066;-0,0028
"emmener";-0,0119;-0,1515;-0,315;-0,5062;-0,0046;-0,0043;-0,1631;-0,2987;1,5956;-1,5577;0,5457;-0,0043;-0,056;-0,0018;4,4526;-0,3539;-0,1425;-0,0276;-0,0178;-0,0706;0,286;0,7816;-0,0055;-0,0023
"ex";-0,0167;-0,2122;10,2446;-0,2723;-0,0065;-0,006;-0,2284;0,2089;-0,1566;-2,1809;-0,2037;-0,006;-0,0784;-0,0025;-0,1279;-0,1552;-0,1996;-0,0386;-0,0249;-0,0988;-0,4432;-0,4665;-0,0077;-0,0032
"album";-0,0178;5,213;-0,4726;-0,7593;-0,0069;-0,0064;-0,2447;0,1914;1,2639;-2,3368;-0,2182;-0,0064;-0,0841;-0,0027;6,4723;-0,5309;-0,2138;-0,0414;-0,0267;-0,1059;-0,4749;-0,4998;-0,0082;-0,0035
"marine";-0,0167;1,0895;-0,4411;0,7126;-0,0065;-0,006;-0,2284;-0,4182;-0,1566;-2,1809;-0,2037;-0,006;-0,0784;-0,0025;1,4769;1,0413;-0,1996;2,4631;-0,0249;-0,0988;0,5885;-0,4665;-0,0077;-0,0032
"message";-0,0226;-0,288;-0,5987;3,2812;-0,0088;-0,0081;0,813;-0,5676;0,4122;-2,9602;-0,2765;-0,0081;-0,1065;-0,0034;-0,1736;-0,6725;-0,2709;-0,0524;2,5694;0,5755;0,409;0,7923;-0,0105;-0,0044
"incroyable";-0,0238;-0,3031;-0,6302;-1,0126;-0,0092;-0,0085;-0,3263;-0,2128;-0,2238;-3,1161;0,8553;-0,0085;-0,1121;-0,0035;1,1925;-0,2767;-0,2852;-0,0551;-0,0355;0,5566;8,9842;-0,2522;-0,011;-0,0046
"premier";-0,0798;1,0988;-0,3078;-0,2671;-0,0309;-0,0286;0,9971;0,5445;1,5563;-10,4509;2,1924;-0,0286;0,6736;-0,0119;0,7866;0,8204;-0,4455;0,46;-0,1192;-0,4736;0,7218;0,4269;-0,0369;-0,0155
"ligne";-0,0119;0,5308;-0,315;-0,5062;-0,0046;-0,0043;1,2995;0,3034;-0,1119;-1,5577;-0,1455;-0,0043;-0,056;-0,0018;-0,0914;-0,3539;-0,1425;-0,0276;-0,0178;-0,0706;2,4413;0,7816;-0,0055;-0,0023
"étrange";-0,0702;-0,895;-1,8606;0,322;-0,0272;-0,0251;-0,9634;0,7066;1,2006;-6,661;-0,8592;-0,0251;-0,3309;-0,0105;-0,1861;-2,0902;-0,8419;0,505;-0,1049;0,6089;16,565;1,1719;-0,0325;-0,0136
"disparaître";-0,0202;-0,2576;-0,5356;0,2423;-0,0078;-0,0072;-0,2773;-0,5078;0,4502;-2,6485;0,3623;-0,0072;-0,0953;-0,003;-0,1554;-0,6017;0,9876;0,9901;-0,0302;-0,12;-0,1791;6,0451;-0,0094;-0,0039
"secrétaire";-0,0345;-0,4396;28,7241;-0,8068;-0,0134;-0,0124;-0,4732;-0,3798;-0,3246;-4,5193;-0,4221;-0,0124;-0,1625;-0,0051;-0,2651;-1,0267;-0,4136;-0,08;-0,0515;-0,2048;-0,9184;-0,9666;-0,016;-0,0067
"joli";-0,0202;-0,2576;-0,5356;12,3549;-0,0078;-0,0072;0,3261;-0,1632;-0,1902;-2,6485;-0,2474;-0,0072;-0,0953;-0,003;-0,1554;-0,6017;-0,2424;-0,0469;-0,0302;-0,12;-0,5382;-0,5665;-0,0094;-0,0039
"sport";-0,0155;-0,197;-0,4096;0,7825;-0,006;-0,0055;-0,2121;0,6729;-0,1455;-2,0251;-0,1891;-0,0055;-0,0728;-0,0023;-0,1188;1,8224;-0,1853;-0,0358;-0,0231;-0,0918;-0,4115;1,9089;-0,0071;-0,003
"vrai";-0,019;-0,2425;-0,5041;-0,3359;-0,0074;-0,0068;2,6309;1,0669;1,2131;-2,4926;-0,2328;-0,0068;-0,0897;-0,0028;1,3686;-0,1936;-0,2281;-0,0441;-0,0284;-0,113;0,5066;-0,1759;-0,0088;-0,0037
"près_de";-0,0202;0,3492;-0,5356;-0,3689;-0,0078;-0,0072;0,3261;-0,5078;5,5899;-2,6485;1,7658;-0,0072;-0,0953;-0,003;0,5218;0,4106;-0,2424;-0,0469;-0,0302;0,6171;-0,5382;-0,1943;-0,0094;-0,0039
"tropical";-0,0941;-1,1988;-2,4924;-4,0048;-0,0365;-0,0337;-1,2905;-2,3629;-0,8851;41,2823;-1,151;-0,0337;-0,4433;-0,014;-0,7229;-2,7999;-1,1278;-0,2181;-0,1405;-0,5585;-2,5044;-2,6359;-0,0435;-0,0182
"maïa";-0,044;-0,561;-1,1663;-1,8739;-0,0171;-0,0158;-0,6039;-1,1057;-0,4142;-5,7671;-0,5386;-0,0158;-0,2074;-0,0066;-0,3383;41,0828;-0,5277;-0,1021;-0,0658;-0,2614;-1,1719;-1,2335;-0,0204;-0,0085
"prétexte";-0,0953;-1,2141;-2,524;-4,0556;1,0885;-0,0341;-1,3068;-2,3929;-0,8963;39,5313;-1,1655;-0,0341;-0,4489;-0,0142;-0,732;-2,8354;-1,1421;-0,2209;-0,1423;-0,5656;-2,5362;-2,6694;-0,0441;-0,0185
"explication";-0,0143;-0,1819;-0,378;0,4126;-0,0055;-0,0051;-0,1957;0,2504;-0,1343;-1,8693;-0,1746;-0,0051;-0,0672;-0,0021;-0,1097;0,6187;-0,1711;-0,0331;1,3196;-0,0847;0,6892;2,0428;-0,0066;-0,0028
"soir";-0,0226;0,8636;-0,5987;-0,4369;-0,0088;-0,0081;8,0975;-0,1959;0,4122;-2,9602;0,3271;-0,0081;-0,1065;-0,0034;-0,1736;0,3523;-0,2709;-0,0524;-0,0338;-0,1342;-0,6016;0,3825;-0,0105;-0,0044
"media";-0,0119;2,3955;0,8194;-0,5062;-0,0046;-0,0043;2,3072;-0,2987;-0,1119;-1,5577;-0,1455;-0,0043;-0,056;-0,0018;-0,0914;0,7414;-0,1425;-0,0276;-0,0178;-0,0706;-0,3166;-0,3332;-0,0055;-0,0023
"fruit";-0,0131;-0,1667;-0,3465;-0,5568;-0,0051;-0,0047;1,2229;1,4909;-0,1231;-1,7135;0,5111;-0,0047;-0,0616;-0,002;-0,1005;-0,3893;-0,1568;-0,0303;-0,0195;1,8877;-0,3482;1,3732;-0,006;-0,0025
"glacier";-0,0309;-0,3941;-0,8193;-1,3165;-0,012;-0,0111;-0,4242;-0,7768;-0,291;13,5581;-0,3784;-0,0111;-0,1457;-0,0046;-0,2376;-0,9204;-0,3708;-0,0717;-0,0462;-0,1836;-0,8233;-0,8665;-0,0143;-0,006
"européen";-0,0321;2,6954;6,0607;-1,3672;-0,0125;-0,0115;0,1956;-0,3407;-0,3022;-4,2074;5,7688;-0,0115;-0,1513;-0,0048;-0,2468;-0,4381;-0,385;-0,0745;-0,048;-0,1907;-0,855;-0,8999;-0,0149;-0,0062
"ami";-0,0464;-0,5913;-1,2294;0,5947;-0,018;-0,0166;-0,2395;0,587;6,3471;-3,8853;2,7916;-0,0166;2,8157;-0,0069;2,0666;-1,3811;-0,1939;-0,1076;-0,0693;-0,2755;-1,2353;-0,3539;-0,0215;-0,009
"héros";-0,0155;0,4381;-0,4096;0,3696;-0,006;-0,0055;-0,2121;2,0682;0,5458;-0,7;1,1774;-0,0055;-0,0728;-0,0023;0,621;-0,4601;-0,1853;-0,0358;-0,0231;-0,0918;-0,4115;-0,4332;-0,0071;-0,003
"vilain";-0,0119;-0,1515;-0,315;-0,1566;-0,0046;-0,0043;-0,1631;6,2464;0,6438;-0,8321;-0,1455;-0,0043;-0,056;-0,0018;-0,0914;-0,3539;-0,1425;-0,0276;-0,0178;-0,0706;-0,3166;-0,3332;-0,0055;-0,0023
"vendre";-0,0167;-0,2122;-0,4411;-0,7087;-0,0065;-0,006;-0,2284;0,2089;1,3188;0,6521;-0,2037;-0,006;0,7818;-0,0025;-0,1279;-0,1552;-0,1996;-0,0386;-0,0249;-0,0988;-0,4432;1,1009;-0,0077;-0,0032
"intervention";-0,0119;1,3564;-0,315;-0,5062;-0,0046;-0,0043;-0,1631;-0,2987;-0,1119;-1,5577;1,3881;-0,0043;-0,056;-0,0018;0,7219;-0,3539;-0,1425;-0,0276;-0,0178;0,8238;2,4413;-0,3332;-0,0055;-0,0023
"loi";-0,0131;-0,1667;2,2769;0,9509;-0,0051;-0,0047;-0,1794;0,2752;-0,1231;-1,7135;0,5111;-0,0047;-0,0616;-0,002;-0,1005;0,6761;-0,1568;-0,0303;-0,0195;-0,0777;-0,3482;-0,3665;-0,006;-0,0025
"chambre";-0,0131;-0,1667;-0,3465;0,462;-0,0051;-0,0047;-0,1794;0,2752;-0,1231;-1,7135;-0,16;-0,0047;2,0787;-0,002;-0,1005;-0,3893;-0,1568;-0,0303;-0,0195;-0,0777;0,2585;3,1605;-0,006;-0,0025
"giorgio";-0,0226;-0,288;-0,5987;-0,9619;-0,0088;-0,0081;-0,31;-0,5676;-0,2126;-2,9602;-0,2765;-0,0081;-0,1065;-0,0034;-0,1736;-0,6725;-0,2709;-0,0524;-0,0338;-0,1342;21,9501;-0,6332;-0,0105;-0,0044
"aile";-0,0965;-1,2293;-2,5556;-4,1063;-0,0374;-0,0345;-1,3232;-2,4228;-0,9076;42,3308;-1,1801;-0,0345;-0,4545;-0,0144;-0,7412;-2,8709;-1,1564;-0,2236;-0,1441;-0,5727;-2,5679;-2,7028;-0,0446;-0,0187
"médecin";-0,0226;-0,288;8,0699;-0,9619;-0,0088;-0,0081;-0,31;1,472;-0,2126;-2,9602;-0,2765;-0,0081;-0,1065;-0,0034;-0,1736;-0,2552;-0,2709;-0,0524;-0,0338;-0,1342;-0,6016;0,7923;-0,0105;-0,0044
