"";"X.chaine_6ter";"X.chaine_ARTE";"X.chaine_C8";"X.chaine_Canal";"X.chaine_CanalFamily";"X.chaine_D17";"X.chaine_Direct8";"X.chaine_France2";"X.chaine_France3";"X.chaine_France4";"X.chaine_France5";"X.chaine_FranceO";"X.chaine_Gulli";"X.chaine_LaCinquième";"X.chaine_M6";"X.chaine_MonteCarloTMC";"X.chaine_NRJ12";"X.chaine_NT1";"X.chaine_Numéro23";"X.chaine_RMCDécouverteHD24";"X.chaine_RMCStory";"X.chaine_TF1";"X.chaine_TFX";"X.chaine_W9"
"convaincre";0;0;0;0,74;0;0;0;0;1,61;0;0;0;0;0;7,84;0;1,26;0;0;0;0;3,32;0;0
"extraterrestre";29,85;1,19;0,58;28,57;38,46;0;2,21;6,76;51,36;27,77;3,72;83,33;47,77;0;39,22;4,17;40,46;51,61;100;106,33;62,14;10,5;64,52;0
"internet";0;2,38;0;1,11;0;0;4,43;1,23;0;0;2,48;0;3,18;0;3,92;1,56;0;6,45;0;0;0,58;3,32;0;0
"city";0;0;0;0,37;0;0;0;0;0;22,08;0;0;0;0;0;0;0;0;0;0;0;1,11;0;0
"plein";0;0;0;1,86;0;0;0;2,46;3,21;10,97;1,24;0;3,18;0;0;0,52;0;12,9;0;0;0;2,21;0;0
"tendance";0;0;0;1,11;0;0;0;2,46;0;0;0;0;3,18;0;0;0;3,79;0;0;0;0;0;0;0
"sophie";0;0;0;0,37;0;0;0;6,14;0;0;0;0;0;0;0;1,56;0;0;0;0;0;0;0;0
"aller";0;3,57;0,58;4,82;0;0;6,64;6,76;4,82;0,54;3,72;83,33;22,29;0;7,84;4,17;2,53;6,45;20;0;0;4,98;0;0
"perdre";14,93;0;0;1,11;0;0;0;2,46;3,21;0;1,24;0;3,18;0;5,88;0;0;0;0;0;0;2,21;0;0
"affirmer";0;0;0;0,37;0;0;1,11;1,23;1,61;0;1,24;0;0;0;1,96;0,52;0;6,45;40;10,13;2,32;1,11;0;0
"semaine";0;7,14;0,58;0;0;0;3,32;4,3;1,61;0;4,96;0;0;0;3,92;0,52;0;6,45;20;0;0;0;0;0
"comédien";0;0;0;0;0;0;2,21;2,46;0;0;1,24;0;0;0;0;3,13;0;0;0;0;0;3,87;0;0
"différent";0;0;0,58;0;38,46;0;0;2,46;1,61;0;3,72;0;0;0;0;0,52;0;0;0;5,06;0,58;0,55;0;0
"extra_terrestre";44,78;4,76;0;3,34;0;0;0;0,61;1,61;1,08;3,72;0;9,55;0;5,88;0;0;0;0;0;0;3,87;0;0
"inattendu";0;0;0;5,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"monde";0;4,76;1,17;5,94;0;0;4,43;5,53;6,42;14,36;13,63;0;22,29;0;7,84;1,56;0;19,35;0;17,72;19,16;6,63;0;0
"roger";0;0;0;0;0;0;0;0,61;0;10,7;0;0;0;0;0;0;3,79;0;0;0;0;9,4;0;0
"visiteur";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,45;4,42;0;0
"naulleau";0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lilia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,74;0;0;0;0;0;0;0;0
"désert";0;0;0;1,86;0;0;0;1,84;3,21;0;2,48;0;3,18;0;1,96;0;0;0;0;0;8,13;0;0;0
"humoriste";0;0;0;0,37;0;0;1,11;3,07;0;0;0;0;0;0;0;4,69;0;0;0;0;0;0,55;0;0
"seulement";0;0;0;0;0;0;1,11;0;1,61;0;1,24;0;0;0;0;0;0;0;0;0;0;3,87;0;0
"former";0;0;0;0;0;0;1,11;0,61;0;3,52;0;0;0;0;0;0,52;0;0;0;0;0;0,55;64,52;0
"situation";0;1,19;0;1,11;38,46;0;0;1,23;3,21;0,14;2,48;0;6,37;0;0;0;0;0;0;0;0;0,55;0;0
"perquisition";0;0;11,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"twiste";0;0;0;10,39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"esprit";0;1,19;0;0,74;0;0;0;0,61;0;0;0;0;0;0;0;0;0;0;0;2,53;0,58;2,21;0;0
"succès";0;0;0;1,11;0;0;5,54;0;1,61;0;2,48;0;0;0;0;1,04;0;0;0;0;0,58;0;0;0
"tomber";29,85;0;0;1,86;0;0;1,11;2,46;6,42;0;3,72;83,33;0;0;1,96;0,52;1,26;12,9;0;0;0,58;1,11;0;0
"laisser";0;0;0;7,05;0;0;2,21;2,46;4,82;0;1,24;0;0;0;5,88;0,52;1,26;0;0;5,06;5,81;1,66;0;0
"époque";0;0;0;5,94;0;0;0;2,46;1,61;0;1,24;0;0;0;0;0;0;0;0;0;1,74;0,55;0;0
"intervenir";0;0;0;0,74;0;0;0;0;0;10,97;4,96;0;0;0;1,96;0;0;0;0;0;0;0,55;0;0
"télé";0;0;0;0;0;0;13,29;0;1,61;0;0;0;0;0;1,96;0,52;0;12,9;0;0;0;1,11;0;0
"origine";0;1,19;0;3,71;0;0;0;0;1,61;0,81;0;0;0;0;1,96;0,52;1,26;0;40;12,66;6,97;0,55;0;0
"italie";0;0;0;0,37;0;0;0;0;0;0;0;0;3,18;0;0;4,17;0;0;0;0;1,74;0;0;0
"édition";0;16,67;0;2,97;0;0;0;1,84;0;0;0;0;0;0;0;7,82;0;0;0;0;0;0;0;0
"répondre";0;0;0;0,37;0;0;0;0,61;0;3,52;8,67;0;0;0;1,96;1,04;0;0;0;0;0;0;0;0
"présenter";0;3,57;0;5,94;0;0;4,43;8,6;1,61;0;3,72;0;0;0;3,92;3,65;0;0;0;2,53;1,74;3,87;0;0
"chaîne";0;0;0;0;0;0;5,54;0,61;0;0;0;0;0;0;0;3,13;0;0;0;0;1,16;0,55;0;0
"spatial";0;1,19;0;1,48;0;0;0;0;6,42;0;6,2;0;6,37;0;0;0;0;0;0;0;0,58;1,66;0;0
"écrivain";0;0;6,42;2,6;0;0;0;3,07;0;0;1,24;0;0;0;0;1,56;0;0;0;0;0;0;0;0
"terre";14,93;0;0;14,84;38,46;0;0;1,23;14,45;0,68;4,96;0;25,48;0;7,84;1,56;5,06;6,45;0;22,78;22,65;2,76;32,26;0
"tv";0;1,19;2,33;1,11;0;0;0;0,61;1,61;0;0;0;0;0;0;2,09;0;0;0;0;0;0;0;0
"criminalité";0;0;0;0;0;0;0;0;0;7,45;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"projet";14,93;1,19;0;0,37;0;0;3,32;0;0;0;0;0;3,18;0;0;1,56;0;0;0;0;0,58;0;0;0
"retourner";0;0;0;1,48;0;0;0;0,61;1,61;0;0;0;0;0;0;0,52;0;0;0;0;0,58;1,11;0;0
"animer";0;0;0;0,37;0;0;0;3,07;0;0;1,24;0;0;0;0;0;0;0;0;0;0;1,66;0;0
"christophe";0;2,38;25,09;0,74;0;0;2,21;2,46;0;0;1,24;0;0;0;0;0;0;0;0;0;0;0;0;0
"espace";0;3,57;0;1,48;0;0;2,21;0;20,87;0,14;11,15;83,33;19,11;0;5,88;3,13;1,26;0;0;0;1,16;0;0;0
"vie";0;14,29;1,17;11,13;0;0;7,75;14,13;9,63;0,27;1,24;0;3,18;0;3,92;3,13;0;6,45;20;12,66;8,13;3,87;0;0
"mort";0;1,19;0;0,37;0;0;2,21;1,23;1,61;0;0;0;0;0;1,96;1,04;1,26;0;30;0;0;1,11;0;0
"teen";0;0;0;0,37;0;0;0;0;0;14,09;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tester";0;0;0;1,48;0;0;0;1,84;0;0;0;0;0;0;1,96;0,52;0;0;0;0;0;0,55;0;0
"science";0;1,19;0,58;1,86;0;0;1,11;0,61;0;0;1,24;0;0;0;1,96;0,52;0;0;0;2,53;0;0;0;0
"information";0;3,57;0,58;2,6;0;0;0;0,61;0;0;0;0;0;0;0;1,56;0;0;0;0;1,16;1,66;0;0
"débat";0;8,33;11,09;1,11;0;0;0;0;0;0;1,24;0;0;0;0;2,09;0;0;0;0;0;0;0;0
"signe";0;0;0;0,37;0;0;2,21;0,61;1,61;0;0;0;0;0;0;0;0;0;0;0;0,58;2,76;0;0
"visuel";0;2,38;14,59;0;0;0;0;0,61;0;0;0;0;0;0;0;1,56;0;0;0;0;0;0;0;0
"boucherie";0;0;5,83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"recette";0;0;0;0;0;0;4,43;4,91;0;0;1,24;0;0;0;0;0,52;0;0;0;0;0;0;0;0
"comprendre";29,85;0;8,17;3,71;0;0;0;3,07;0;0,27;1,24;0;3,18;0;1,96;1,56;0;6,45;10;0;0;4,42;0;0
"jeu";0;1,19;0;0,37;0;0;3,32;1,84;9,63;0;0;0;3,18;100;3,92;0;1,26;6,45;0;0;0;1,66;0;0
"diffusion";0;0;0;0;0;0;6,64;0;0;0;0;0;0;0;1,96;0;0;0;0;0;0;2,21;0;0
"dernier";0;3,57;0,58;4,82;0;0;4,43;2,46;0;0,14;0;0;3,18;0;7,84;2,09;0;6,45;0;0;4,07;3,87;0;76,92
"leçon";0;0;0;0,74;0;0;0;0;0;0,14;1,24;0;0;0;0;4,17;0;12,9;0;0;0;0;0;0
"grandir";0;0;0;0,37;0;0;0;2,46;0;10,97;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"plan";0;1,19;0;2,23;0;0;0;0,61;0;0,14;2,48;0;3,18;0;1,96;1,04;0;0;0;0;1,74;4,42;0;0
"ahmed";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,22;0;0;0;0;0;0;0;0
"secte";0;0;0;0;0;0;0;9,21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"notamment";0;3,57;0;0;0;0;1,11;0,61;0;0;3,72;0;0;0;0;1,04;0;0;0;2,53;0;0;0;0
"europe";0;4,76;2,33;0,74;0;0;1,11;0,61;0;0;1,24;0;0;0;0;1,04;0;0;0;0;0;0;0;0
"incident";0;0;0;0;0;0;0;0;0;10,84;0;0;0;0;1,96;0;0;0;0;0;1,74;1,66;0;0
"recherche";0;25;0;5,19;0;0;3,32;0,61;4,82;0,14;0;0;3,18;0;5,88;0,52;0;0;0;5,06;0,58;4,42;0;0
"garçon";0;0;0;0,37;0;0;2,21;0;6,42;0;3,72;0;0;0;7,84;0;0;0;0;0;0;4,42;32,26;0
"environnement";0;0;0;0,37;0;0;0;1,23;3,21;0;2,48;0;0;0;0;0;30,34;0;0;0;0;0;0;0
"robin";0;0;0;0;0;0;0;0;0;21,67;0;0;0;0;0;0;0;0;0;0;0;0,55;0;0
"vol";0;1,19;0;0;0;0;0;0;0;0;0;0;0;0;1,96;0;0;0;0;0;0;4,42;0;0
"belhousse";0;0;0;5,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"consacrer";0;0;0;1,86;0;0;5,54;6,76;0;0;0;0;0;0;0;0,52;0;0;0;0;0;0;0;0
"témoin";0;0;7,58;0;0;0;0;1,23;0;0;0;0;0;0;0;0,52;2,53;0;0;2,53;2,9;1,11;0;0
"mystère";0;0;0;0,74;0;0;0;0,61;3,21;0,14;0;0;0;0;1,96;0;0;0;40;2,53;0,58;2,21;0;0
"kelly";0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"hôpital";0;0;0,58;0;0;0;0;0;0;0,27;0;0;0;0;0;0,52;0;0;0;0;0;3,32;0;0
"retrouver";14,93;1,19;0;3,71;0;0;1,11;5,53;4,82;0,41;1,24;0;9,55;0;11,76;0;1,26;12,9;0;5,06;0,58;11,61;0;0
"couple";0;0;0;5,94;0;0;1,11;0;0;0;1,24;0;0;0;1,96;0,52;0;0;0;0;0;0;0;0
"victime";0;0;0;0,74;0;0;1,11;4,91;0;0;0;0;0;0;1,96;0;0;0;0;0;0;1,66;0;0
"personnalité";0;0;0,58;0;0;0;2,21;3,69;1,61;0;1,24;0;0;0;0;0;0;0;0;0;0;0;0;0
"alexandre";0;0;8,75;0;0;0;0;0,61;0;0;0;0;0;0;0;0;0;0;0;0;0;1,11;0;0
"frère";0;3,57;0;0;0;0;1,11;2,46;1,61;0;2,48;0;0;0;0;2,61;0;0;0;0;0;0,55;0;0
"directeur";0;9,52;0;0,37;0;0;1,11;0,61;0;0;7,43;0;0;0;3,92;1,56;0;0;0;0;0;0;0;0
"millénaire";0;0;0;0,37;0;0;0;0;0;0;0;0;0;0;0;0;53,1;0;0;5,06;0;0;0;0
"bientôt";0;0;0;1,11;0;0;0;0;8,03;0;1,24;0;0;0;0;0;0;0;0;0;0;1,11;0;0
"meilleur";0;0;3,5;0,37;0;0;1,11;1,23;0;0,14;0;0;3,18;0;0;0,52;0;0;0;0;0;0,55;32,26;0
"menace";14,93;2,38;0;1,48;0;0;0;0;0;0,14;0;0;0;0;0;0;0;0;0;0;1,16;1,66;0;0
"coda";0;0;0;5,57;76,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tirailleur";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,22;0;0;0;0;0;0;0;0
"astronaute";0;1,19;0;0;38,46;0;0;0;1,61;0;6,2;0;0;0;0;0,52;0;0;40;20,25;11,61;0;0;0
"découverte";0;0;1,17;3,34;38,46;0;0;0,61;1,61;0;1,24;0;0;0;0;1,04;1,26;0;0;0;5,23;3,87;0;0
"millier";0;1,19;0;0,37;0;0;0;0;0;0;1,24;0;0;0;0;0;0;0;0;7,59;5,81;0;0;0
"continuer";14,93;0;0;0,37;0;0;1,11;1,84;0;0;1,24;0;3,18;0;0;1,04;0;0;0;0;4,07;0,55;0;0
"garder";0;1,19;0;0;0;0;1,11;0;4,82;0;0;0;0;0;0;0,52;0;0;10;0;0,58;1,11;0;0
"apparence";0;0;0;0,74;0;0;1,11;0;0;0,41;0;0;0;0;3,92;0;0;0;0;0;0;1,66;0;0
"marc";0;2,38;0;0,74;0;0;0;1,84;0;0;1,24;0;0;0;0;3,13;0;0;0;0;0;0,55;0;0
"laëtitia";0;0;8,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"animal";0;1,19;2,33;0,74;0;0;0;2,46;1,61;0;2,48;0;3,18;0;0;0,52;0;6,45;0;0;2,32;1,11;0;0
"pyramide";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,53;7,55;0;0;0
"robot";0;0;0;1,11;0;0;0;0,61;1,61;0,14;1,24;0;3,18;0;1,96;0;32,87;0;0;0;0;1,11;0;0
"temps";14,93;0;0;1,11;0;0;0;1,84;1,61;0,14;2,48;0;3,18;0;0;1,04;0;6,45;0;5,06;3,48;2,21;0;0
"oeil";0;1,19;0;0,37;0;0;0;0,61;1,61;0;2,48;0;0;0;3,92;0;0;0;0;0;0,58;2,21;0;0
"david";0;2,38;0;4,82;0;0;1,11;5,53;4,82;0;0;0;0;0;0;0;0;0;0;0;1,16;0;0;0
"façon";0;1,19;0;1,11;38,46;0;0;0;0;0;0;0;0;0;0;1,56;0;0;0;0;1,16;0;0;0
"envoyer";0;0;0;1,11;0;0;1,11;1,23;0;0,27;3,72;0;0;0;0;1,04;1,26;0;0;2,53;0;0,55;0;0
"voyage";0;8,33;6,42;0;0;0;0;0,61;6,42;0;1,24;0;0;0;0;1,04;1,26;0;0;0;0;0,55;0;0
"chien";0;0;0;0,37;0;0;1,11;0,61;14,45;0,14;1,24;0;0;0;1,96;0,52;0;0;0;0;0;0,55;0;0
"face";0;1,19;0;1,48;0;0;1,11;4,3;0;0,27;1,24;0;3,18;0;1,96;0;0;0;0;0;0;0,55;0;0
"rouge";0;0;0;0,37;0;0;2,21;1,23;0;0;1,24;83,33;3,18;0;1,96;0,52;0;0;0;0;0;0;0;0
"montrer";0;0;0,58;0;0;0;1,11;2,46;4,82;0;1,24;0;0;0;1,96;0,52;0;6,45;0;0;0,58;0,55;0;0
"tenter";0;0;0;13,36;0;0;0;2,46;3,21;0,14;0;83,33;6,37;0;5,88;0;53,1;0;0;0;0;4,42;0;0
"attaquer";0;0;0;1,86;0;0;0;0,61;0;0;0;0;9,55;0;0;0;0;0;0;0;0;0;32,26;0
"télévision";0;0;0,58;0,74;0;0;4,43;1,23;0;0;0;0;0;0;0;1,56;0;6,45;0;0;0;0,55;0;0
"quitter";0;0;0,58;2,23;0;0;2,21;3,69;0;10,97;0;0;0;0;1,96;1,56;1,26;0;0;0;0;0,55;0;0
"astrobiologiste";0;8,33;0;0;0;0;0;0;0;0;0;0;0;0;0;4,17;0;0;0;0;0;0;0;0
"inviter";0;8,33;0;4,08;0;0;13,29;4,91;0;0;4,96;0;0;0;1,96;5,74;0;0;0;0;0;0,55;0;0
"seuil";0;8,33;0;0;0;0;0;0;0;0;0;0;0;0;0;3,65;0;0;0;0;0;0;0;0
"ados";0;0;0;0,37;0;0;1,11;0;0;10,97;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"éléphant";0;0;0;0;0;0;0;0;0;3,52;1,24;0;0;0;0;0;0;0;0;0;0;0;0;0
"site";0;1,19;0;0,74;0;0;2,21;1,23;0;0;1,24;0;0;0;0;2,09;0;6,45;0;7,59;6,39;4,42;0;0
"paul";0;0;0;1,86;0;0;0;1,23;0;0;2,48;0;3,18;0;0;25,56;0;0;0;0;1,16;2,76;0;0
"politique";0;5,95;2,33;0,37;0;0;1,11;1,84;0;0;8,67;0;0;0;0;5,74;0;0;0;0;0,58;0;0;0
"crise";0;7,14;0;0;0;0;0;0;0;0;6,2;0;0;0;1,96;0;0;0;0;0;0;0,55;0;0
"manège";0;0;0;0;0;0;2,21;3,69;0;0;0;0;0;0;5,88;0;0;0;0;0;0;0;0;0
"imedia";59,7;3,57;1,17;29,31;0;166,67;1,11;7,37;35,31;28,31;13,63;83,33;44,59;0;29,41;3,65;45,51;25,81;70;101,27;41,81;9,4;32,26;76,92
"alliance";0;2,38;8,17;0,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"catherine";0;0;0;6,68;0;0;0;1,23;0;0;0;0;0;0;0;0;0;0;0;0;0;2,76;0;0
"lune";0;0;0;0;0;0;0;0,61;6,42;0;4,96;0;3,18;0;0;0;0;0;0;0;1,74;0;0;0
"nommer";0;0;0,58;0,74;0;0;0;1,84;0;0;1,24;0;0;0;1,96;0,52;0;0;0;0;0;0,55;0;0
"milieu";0;0;0;0,37;0;0;0;1,84;1,61;0;0;0;0;0;1,96;0,52;0;0;0;0;0;2,76;0;0
"participer";29,85;0;0;0,74;0;0;2,21;0;1,61;0,14;0;0;0;0;0;0,52;0;0;0;0;0;0,55;64,52;0
"seul";0;1,19;0;1,86;0;0;1,11;1,23;0;0,54;2,48;0;0;0;3,92;0,52;3,79;0;0;2,53;1,74;1,66;0;0
"survivre";0;0;0;6,31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tamaran";0;0;0;0;0;0;0;0;0;10,97;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mauvais";0;1,19;0;2,6;0;0;0;1,84;1,61;0;1,24;0;0;0;0;0;0;6,45;0;0;0;1,11;0;0
"chef";0;3,57;0;1,48;0;0;5,54;1,84;0;0;1,24;0;0;0;0;0;0;0;0;2,53;1,16;0;0;0
"communauté";0;0;3,5;0,74;0;0;0;2,46;0;0;0;0;0;0;0;0,52;0;0;0;0;1,16;0;0;0
"servir";0;0;0;0,37;0;0;1,11;1,84;1,61;3,66;0;0;0;0;0;0;0;0;0;2,53;2,9;0;0;0
"appeler";0;1,19;0;0,74;0;0;0;1,23;0;0;1,24;0;3,18;0;0;0,52;0;0;0;0;1,74;2,21;0;0
"soucoupe";0;0;0;0,74;38,46;0;0;0;4,82;0,14;4,96;0;6,37;0;9,8;0;0;0;0;0;0;0;0;0
"interview";0;2,38;1,17;1,86;0;0;25,47;7,99;0;0;3,72;0;0;0;0;17,74;0;0;0;0;0;3,87;0;0
"nombre";0;1,19;0;0;0;0;0;0,61;0;0;1,24;0;0;0;0;0,52;0;0;20;0;2,32;1,11;0;0
"pizza";0;0;0;0,37;0;0;0;0;0;0;0;0;0;0;0;0;53,1;0;0;0;0;0,55;0;0
"rire";0;0;0;0;0;0;0;1,23;1,61;0;0;0;0;0;1,96;0;0;0;0;0;0;4,98;0;0
