"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"mass";"chi.distance";"inertie"
"classe 1";0,268025517030318;0,133382953559048;-0,574299005804472;1,08955420604207;0,046035270417603;0,211319317041163;0,105163101496202;-0,452794476543412;0,859037054573025;0,0362955811530166;0,0772743700202278;0,0183630762010715;0,268330783072608;0,635176234788005;0,000855535918072118;0,0275377764820915;0,00681988804838519;0,126430750092735;0,455065874363183;0,000812377680261704;0,383333333333333;0,86348668942493;0,28581688407871
"classe 2";0,298532531226424;0,172991588892766;-0,342472480999146;-1,13918217666351;-1,27227097592219;0,168130794792178;0,0974272827601577;-0,192877373156909;-0,641576996612979;-0,716531392723084;0,0610618451505992;0,0196742488539241;0,0607783824708835;0,442268826555665;0,416216696968929;0,0214609084206844;0,00720634002171419;0,0282433452306188;0,312500803018422;0,389784005607415;0,240804597701149;1,081941907742;0,281885450709308
"classe 3";0,362074211102554;0,199166599650936;-0,0405102592108664;-1,13391175850553;1,92423692575575;0,159381160392516;0,0876709878539424;-0,0178321789369327;-0,499135719451007;0,847028329256546;0,0596020606235016;0,0173045653149486;0,000564296444317854;0,290762219689721;0,631766857927507;0,0212791642693864;0,00643861413312418;0,000266372523590521;0,208697813382958;0,601002764754983;0,162315270935961;1,32820220573252;0,286343794198792
"classe 4";0,470521623921817;0,488222838927799;3,00713990153699;0,504330433871117;-0,2982559968444;0,149951498656311;0,155592735069764;0,958351565537382;0,160726097446114;-0,0950518136388166;0,0297191934288144;0,0307026326081955;0,918113327291904;0,0169832798626802;0,00448156680841274;0,0204122858951659;0,0219770123092084;0,833757463470286;0,0234510785280501;0,00820183139006942;0,092200328407225;2,44432145277734;0,550869981144658
"classe 5";-1,25547708116696;-3,05125034734644;0,367871128666758;-0,0421730523115539;0,0152606285446976;-0,378133586295983;-0,918997450321064;0,110798063353108;-0,0127019821825765;0,00459630549000036;0,14851869263387;0,841745515810928;0,00964419826468326;8,33579408404388e-05;8,23534967613926e-06;0,131093070316328;0,774315300086216;0,011255209070734;0,000147921814754484;1,93689911137741e-05;0,0831691297208539;2,91753094896581;0,707934537526239
"classe 6";-4,51489305138389;2,19084009859451;0,0350345474539159;-0,0597967581433375;0,0685981942394471;-0,899503375021671;0,436481670859187;0,00697994245234552;-0,0119133244471428;0,0136668369630287;0,815556397092935;0,184264644955836;3,71418275399076e-05;7,11586519990016e-05;7,06574716967016e-05;0,778216794616343;0,183242845401352;4,68596120373414e-05;0,00013650889263305;0,000179651576158005;0,0381773399014778;4,47731561118355;0,765316511756879
