"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,0298928010934032;90,3531161619783;90,3531161619783
"facteur 2";0,00238094604687388;7,1965786704436;97,5496948324219
"facteur 3";0,000450606495113891;1,36199016175008;98,911684994172
"facteur 4";0,000360062667211831;1,088315005828;100
