montrer;1;1;1;2;2;0;0;0;1;0;6;0;2;1;0;0;0;0
humanité;0;0;4;0;0;3;10;1;2;0;0;0;0;0;0;0;0;0
cnews;1;1;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0
bernard;1;0;1;4;3;1;0;0;0;0;1;0;1;0;12;0;0;0
avocat;1;0;1;1;1;0;0;0;0;0;0;0;0;0;14;0;0;0
affirmer;0;1;2;1;1;0;3;0;14;0;0;0;1;0;0;0;0;0
écrivain;2;1;1;2;0;0;0;0;1;0;0;2;0;1;12;0;0;0
françois;0;4;5;0;0;1;0;1;0;1;1;7;0;0;0;0;0;0
famille;1;1;0;1;2;0;0;2;0;0;3;1;8;0;0;0;0;0
extrait;8;2;0;1;2;0;0;0;0;0;1;0;0;6;0;0;0;0
entier;0;0;1;0;1;6;5;0;1;2;0;0;0;0;0;0;0;0
disciple;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0
consacrer;0;0;2;11;1;0;0;0;0;0;0;0;2;0;0;0;0;0
équipe;2;6;0;0;1;0;0;3;4;1;0;2;1;0;0;0;0;0
volant;1;1;0;0;0;0;1;3;2;12;0;0;0;0;0;0;0;0
semaine;1;7;1;0;4;0;0;0;0;0;0;0;3;0;0;0;0;0
laisser;0;0;0;1;0;5;4;4;0;4;1;0;1;0;0;0;0;0
haut;1;0;0;0;0;0;1;0;0;1;1;1;1;1;14;0;0;0
fois;1;0;6;1;0;0;0;0;0;1;6;2;0;1;1;0;0;0
enquête;1;2;1;0;1;5;0;3;2;0;0;0;0;0;0;0;0;0
déclaration;1;0;1;0;0;0;1;0;0;0;0;2;0;8;0;0;0;0
anne;0;1;1;2;0;0;0;0;0;0;1;2;0;13;1;0;0;0
ami;2;0;2;0;0;0;0;3;2;0;1;0;0;0;0;0;0;0
visite;0;1;1;1;0;11;0;0;2;0;0;0;0;1;0;0;0;0
réalité;0;0;1;0;0;0;1;2;6;0;0;2;1;0;0;0;0;0
rester;0;1;2;1;3;0;2;4;1;0;0;0;0;0;0;0;0;0
professeur;2;1;0;5;0;0;0;1;0;1;0;2;2;0;0;0;0;0
pari;0;2;0;6;0;0;0;1;0;0;0;1;3;0;0;0;0;0
lci;0;1;0;0;0;0;0;0;0;0;0;1;0;0;12;0;0;0
information;1;7;2;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0
ex;0;0;0;0;1;0;0;0;2;0;0;1;0;3;11;0;0;1
désert;0;1;0;0;0;1;4;1;0;1;0;0;0;0;0;0;0;0
animal;1;0;0;2;3;1;3;0;4;0;0;1;0;0;2;0;0;0
agir;0;1;4;1;2;0;1;1;4;4;0;0;0;0;0;0;0;0
permettre;0;1;5;1;0;0;5;0;0;1;0;1;2;0;0;0;0;0
partie;0;0;1;2;5;0;5;0;1;0;0;0;0;0;1;0;0;0
maison;2;2;0;0;1;0;2;1;0;2;1;0;1;1;0;0;0;0
contact;0;0;2;1;1;8;2;2;1;1;0;1;0;0;0;0;0;0
bruno;0;0;0;0;1;0;0;0;0;0;0;1;1;1;15;0;0;0
état;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
vidéo;5;0;0;0;1;0;0;1;0;2;0;0;0;3;1;0;0;0
utiliser;0;0;1;0;0;0;7;1;0;0;4;2;1;0;0;0;0;0
système;0;0;8;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0
spatial;0;0;9;0;0;1;0;0;4;1;0;0;0;0;0;0;0;0
réputation;1;0;1;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0
possible;0;0;5;0;0;0;9;1;1;0;0;0;0;0;0;0;0;0
médecin;0;0;1;1;0;0;0;0;0;1;0;0;3;0;11;0;0;0
mystérieux;0;0;0;0;2;9;0;0;0;2;0;0;0;0;0;0;0;1
giorgio;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0
gens;1;0;0;0;3;0;0;1;1;1;0;0;1;0;7;0;0;0
expérience;1;0;1;2;2;0;3;2;1;0;5;0;0;0;0;0;0;0
décider;1;0;0;0;0;0;0;15;1;0;0;0;1;0;0;0;0;1
cours;1;1;4;1;0;1;0;2;0;0;1;0;2;0;0;0;0;0
commentaire;0;0;2;0;0;0;0;0;0;0;0;1;1;6;0;0;0;0
cacher;0;0;0;0;0;0;8;9;0;0;0;0;1;0;0;0;0;0
yves;2;0;0;9;1;0;0;0;1;0;2;1;0;0;0;0;0;0
tsoukalos;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0
troisième;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
tomber;0;0;0;1;1;2;1;3;0;0;1;3;3;0;0;0;0;0
suite;0;2;0;2;0;1;0;0;1;0;2;0;0;1;7;0;0;0
sortir;1;1;0;1;0;0;1;1;0;0;1;0;6;0;0;0;0;0
seul;0;0;2;0;1;3;1;4;0;1;0;0;1;0;0;0;0;0
sentir;0;0;1;0;0;0;0;4;2;0;1;0;6;0;1;0;0;0
révéler;0;0;1;0;1;7;0;1;2;0;0;0;1;0;0;0;0;0
olivier;1;0;3;0;1;0;0;0;0;0;0;0;3;0;1;0;0;0
jacques;0;1;1;3;6;0;0;0;2;0;0;1;1;0;0;0;0;0
incroyable;0;0;1;0;1;13;2;0;0;1;0;0;0;0;0;0;0;0
gouvernement;0;0;1;1;0;0;6;1;2;2;0;1;0;1;0;0;0;0
étude;0;0;0;1;2;0;0;1;6;1;0;0;2;0;0;0;0;0
voix;0;1;0;0;1;0;0;1;1;0;6;0;0;1;0;0;0;0
université;2;0;0;4;0;0;1;0;1;0;0;0;0;0;0;0;0;0
présentation;2;0;0;2;1;0;0;0;0;0;0;0;1;2;1;0;0;0
frère;0;0;0;2;1;0;0;0;1;0;2;7;2;0;0;0;0;0
corps;1;1;1;1;0;0;0;5;0;0;1;1;0;0;0;0;0;0
commenter;2;0;2;5;3;0;0;0;0;1;0;0;1;2;0;0;0;0
école;0;2;1;0;0;0;0;0;0;1;0;0;3;1;0;0;0;0
val;0;0;1;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0
technologie;0;0;3;0;1;0;9;0;2;0;0;0;0;0;0;0;0;0
sembler;0;0;1;0;0;2;0;3;6;1;0;0;0;0;0;0;0;0
secret;0;0;1;0;0;1;3;1;4;3;0;1;0;0;0;0;0;0
père;1;0;0;0;1;0;0;3;0;0;5;1;1;0;0;0;0;0
persuader;1;0;0;0;1;0;0;9;1;0;0;2;1;0;0;0;0;0
mars;1;0;14;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
lune;0;0;6;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0
lopez;1;2;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0
info;1;5;0;0;1;0;0;0;0;0;0;0;1;1;5;0;0;0
exister;0;0;0;0;0;1;4;0;2;0;0;0;1;3;0;0;0;0
continuer;0;0;0;0;2;1;1;0;0;0;0;0;0;1;0;0;0;0
chercher;0;0;0;0;1;0;0;5;1;0;1;4;0;0;0;0;0;0
blanc;0;5;3;0;2;1;1;0;0;0;0;0;0;1;0;0;0;0
arriver;0;0;1;0;0;1;0;0;7;0;1;0;1;1;0;0;0;0
apparition;1;0;0;1;0;1;0;0;0;3;0;0;0;0;0;0;0;0
alexandre;0;0;0;1;0;0;0;0;0;0;0;0;0;0;14;0;0;0
époque;0;0;1;1;1;0;2;1;2;1;1;0;2;0;0;0;0;0
soucoupe;1;2;0;0;0;0;0;1;2;6;1;0;0;0;0;0;0;0
raid;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0
pomart;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0
nes;4;0;0;1;0;0;0;0;0;0;1;4;2;1;0;0;0;0
mort;0;1;1;2;1;0;0;2;1;0;3;0;2;0;0;0;0;0
millier;1;1;5;1;0;3;0;0;0;2;0;0;0;0;0;0;0;0
marier;1;0;0;3;2;0;0;1;1;0;1;2;0;0;0;0;0;0
lieu;0;0;0;2;0;1;0;4;2;1;0;0;0;0;0;0;0;0
laëtitia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0
joe;1;0;0;0;0;0;0;0;0;0;0;0;0;1;13;0;0;0
etats;2;1;1;0;0;1;0;0;0;2;0;0;1;2;0;0;0;0
déguiser;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
discussion;0;1;2;1;0;0;0;0;0;0;0;0;0;2;8;0;0;0
dewalle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0
créer;0;0;1;0;0;0;0;1;0;0;1;1;5;0;0;0;0;0
construire;0;0;1;0;0;2;5;0;1;0;0;4;0;0;0;0;0;0
commencer;0;0;2;0;0;0;1;1;4;0;0;0;6;0;0;0;0;0
bande;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0
ville;1;1;1;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0
travailler;1;0;2;0;0;0;0;1;0;0;1;2;2;3;0;0;0;0
théorie;0;0;4;0;1;1;2;0;4;0;0;0;0;0;0;0;0;0
star;1;3;0;2;4;0;0;0;0;0;0;0;0;1;0;0;0;0
réaliser;0;1;0;1;0;0;1;3;1;0;0;5;0;2;0;0;0;0
rencontrer;0;0;1;4;0;2;4;1;0;0;0;0;0;0;0;0;0;0
quotidien;1;1;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0
public;0;2;0;0;2;0;0;0;1;0;2;0;0;0;0;0;0;0
présidentiel;1;2;0;0;0;0;0;0;0;0;0;6;0;2;0;0;0;0
près_de;0;1;0;2;2;1;0;1;1;0;0;1;0;0;0;0;0;0
polémiste;0;0;0;0;0;0;0;0;0;0;0;0;0;2;12;0;0;0
plan;2;0;0;1;0;0;5;2;0;0;3;1;0;0;0;0;0;0
patron;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11;0;0;0
part;0;0;6;0;1;0;0;0;0;0;0;1;3;0;0;0;0;0
nasa;0;0;1;0;0;0;0;5;0;0;0;0;0;5;0;0;0;0
moment;2;1;1;0;4;4;0;0;0;0;1;0;0;0;0;0;0;0
karim;0;0;0;0;0;0;0;0;0;0;1;0;0;0;13;0;0;0
italie;0;0;2;0;1;1;0;0;0;1;0;2;0;1;0;0;0;0
géant;0;0;5;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0
groupe;0;0;0;4;0;0;2;0;0;0;0;0;3;0;0;0;0;0
dieu;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0
actuel;0;0;0;0;0;0;1;1;2;0;0;0;2;1;0;0;0;0
élection;3;2;0;0;0;0;0;0;0;0;0;2;0;5;0;0;0;0
âge;0;0;1;0;1;0;0;1;0;1;1;0;1;0;0;0;0;0
travers;0;0;2;2;1;1;0;0;1;0;0;0;4;0;0;0;0;0
suggérer;0;0;0;0;0;8;1;0;0;3;0;0;1;0;0;0;0;0
rappeler;0;0;1;1;0;0;0;5;1;2;1;1;0;0;0;0;0;0
portrait;3;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
omar;1;0;0;0;1;0;0;0;0;0;0;0;1;10;0;0;0;0
nouvelle;0;0;1;0;0;0;1;0;6;0;2;0;1;0;0;0;0;0
média;0;6;0;0;1;0;0;0;0;0;0;1;1;3;0;0;0;0
long;0;0;2;1;1;0;6;0;0;0;0;0;3;0;0;0;0;0
jouer;0;0;1;1;0;0;0;1;0;0;0;4;5;0;0;0;0;0
humoriste;1;0;1;2;1;0;0;0;0;0;0;0;0;7;0;0;0;0
heure;8;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0
explorer;0;0;4;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0
envoyer;0;1;5;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0
entrer;2;1;4;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0
csa;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;0;0;0
coeur;0;1;1;0;2;0;0;1;0;0;1;0;1;0;0;0;0;0
christine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0
antique;0;0;1;0;0;7;3;0;0;0;0;0;0;0;0;0;0;0
alain;1;1;3;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
affrontement;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0
évolution;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
écrire;0;1;4;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0
véritable;0;0;3;0;1;3;0;4;0;1;0;0;0;0;0;0;0;0
visage;0;0;2;2;2;1;0;0;0;1;0;1;0;1;0;0;0;0
vincent;0;0;0;0;0;0;0;0;1;0;0;1;0;4;6;0;0;0
urgentiste;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0
toulouse;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
théâtre;2;2;0;2;1;0;0;0;0;2;1;0;1;0;0;0;0;0
science;0;0;1;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0
répondre;6;0;4;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
revel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0
pyramide;0;0;0;0;0;2;1;1;0;1;0;0;0;0;0;0;0;0
philippe;0;0;1;1;2;0;0;0;0;0;0;1;2;0;0;0;0;0
naulleau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0
mois;5;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
mauvais;0;0;0;0;0;0;1;0;3;0;0;1;0;0;0;0;0;0
matin;1;5;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0
magazine;0;2;2;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0
légende;0;0;2;0;0;6;1;0;1;0;0;0;0;0;0;0;0;0
ligne;0;0;0;2;0;1;2;0;4;1;0;0;0;1;0;0;0;0
laure;1;0;2;0;0;0;0;4;0;1;1;0;0;0;0;0;0;0
laporte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0
kelly;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0
jimmy;0;0;0;0;1;0;0;0;0;0;0;0;0;0;11;0;0;0
internet;0;4;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0
héros;0;1;0;1;0;0;0;4;0;0;0;2;0;0;0;0;0;0
he;0;1;0;0;0;0;0;0;0;0;0;4;5;0;0;0;0;0
guerre;0;0;3;0;1;0;0;0;5;0;0;0;0;3;0;0;0;0
explication;0;0;4;0;1;3;1;0;0;1;0;0;0;1;0;0;0;0
décrire;0;0;1;0;2;0;1;0;0;1;1;0;0;1;0;0;0;0
débarquer;0;1;0;0;0;0;0;1;2;0;0;0;0;1;0;0;0;0
dossier;1;0;1;2;0;0;2;0;0;0;0;0;1;0;1;0;0;0
différent;0;0;1;1;0;0;1;1;0;1;0;1;4;0;1;0;0;0
damien;2;0;0;6;0;0;0;0;0;0;0;3;0;0;0;0;0;0
courant;0;0;0;0;4;0;0;0;0;0;0;0;1;1;0;0;0;0
conseil;2;0;0;1;0;0;0;3;1;0;0;0;3;1;0;0;0;0
chef;1;0;1;1;0;0;4;0;0;0;0;0;4;0;0;0;0;0
bord;0;0;1;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0
beau;0;1;0;1;0;0;0;1;0;0;0;7;1;0;0;0;0;0
auproux;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0
archive;1;1;0;0;4;0;0;0;0;0;1;1;0;1;0;0;0;0
