"";"";"";"";"*audiencefemme_13";""
"290";"*duree_00530100";"-0.051161619384493";"-0.183124799445192";"0.856959654100209";"364"
"291";"*duree_00521500";"-0.051161619384493";"-0.183124799445192";"0.856959654100209";"365"
"292";"*notice_1066356011";"-0.051161619384493";"-0.183124799445192";"0.856959654100209";"366"
"293";"*notice_1162359011";"-0.051161619384493";"-0.183124799445192";"0.856959654100209";"367"
"294";"*notice_1284522013";"-0.051161619384493";"-0.183124799445192";"0.856959654100209";"368"
"295";"*duree_00465400";"-0.051161619384493";"-0.183124799445192";"0.856959654100209";"369"
"296";"*notice_1065362011";"-0.051161619384493";"-0.183124799445192";"0.856959654100209";"370"
"297";"*notice_1137894018";"-0.051161619384493";"-0.183124799445192";"0.856959654100209";"371"
"298";"*notice_1071804013";"-0.051161619384493";"-0.183124799445192";"0.856959654100209";"372"
"299";"*duree_00462600";"-0.051161619384493";"-0.183124799445192";"0.856959654100209";"373"
"300";"*notice_1204090015";"-0.051161619384493";"-0.183124799445192";"0.856959654100209";"374"
"301";"*notice_1069413012";"-0.051161619384493";"-0.183124799445192";"0.856959654100209";"375"
"302";"*duree_00532400";"-0.051161619384493";"-0.183124799445192";"0.856959654100209";"376"
"303";"*notice_106352201";"-0.051161619384493";"-0.183124799445192";"0.856959654100209";"377"
"304";"*notice_1087810019";"-0.051161619384493";"-0.183124799445192";"0.856959654100209";"378"
