"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Coord. facteur 7";"Coord. facteur 8";"Coord. facteur 9";"Coord. facteur 10";"Coord. facteur 11";"Coord. facteur 12";"Coord. facteur 13";"Coord. facteur 14";"Coord. facteur 15";"Coord. facteur 16";"Coord. facteur 17";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"Corr. facteur 7";"Corr. facteur 8";"Corr. facteur 9";"Corr. facteur 10";"Corr. facteur 11";"Corr. facteur 12";"Corr. facteur 13";"Corr. facteur 14";"Corr. facteur 15";"Corr. facteur 16";"Corr. facteur 17";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"COR -facteur 7";"COR -facteur 8";"COR -facteur 9";"COR -facteur 10";"COR -facteur 11";"COR -facteur 12";"COR -facteur 13";"COR -facteur 14";"COR -facteur 15";"COR -facteur 16";"COR -facteur 17";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"CTR -facteur 7";"CTR -facteur 8";"CTR -facteur 9";"CTR -facteur 10";"CTR -facteur 11";"CTR -facteur 12";"CTR -facteur 13";"CTR -facteur 14";"CTR -facteur 15";"CTR -facteur 16";"CTR -facteur 17";"mass";"chi.distance";"inertie"
"petit";-1,42642194939125;2,32160289625052;1,76636659462035;0,195633877917032;0,157388930247857;-0,182084312732832;-0,259105107732791;-0,0783127708346918;0,0769546297948433;-0,122268890243902;0,0339550707387356;-0,00493406427601895;0,15501188067692;0,0503903311601807;0,0635022884276368;-0,0892407769740088;0,0841310475086484;-0,43441399804715;0,707039594047496;0,537943470873696;0,0595799125887506;0,0479324890271873;-0,0554534191721421;-0,0789099507426085;-0,0238500002688316;0,0234363810874356;-0,0372367499464722;0,010340949983196;-0,00150265956695475;0,0472085632574615;0,015346276206389;0,0193394969929941;-0,0271781030365228;0,0256219449817945;0,19668184676861;0,509005901425434;0,283201182412982;0,00328794463974592;0,0017470577684426;0,00155877204249446;0,00242777063602589;0,000214150354584436;0,000187870354996626;0,000460907355216694;3,44198650319609e-05;7,03559277716727e-07;0,00066647574798706;6,74175951874909e-05;0,000104096723691668;0,000198853205774332;0,000154629544498103;0,0211465487094463;0,0560169353010767;0,0324268794167821;0,000397769609058208;0,000257449372781676;0,000344578783579791;0,000697742889855312;6,37394998892182e-05;6,15478628766557e-05;0,000155372950094258;1,19826465765451e-05;2,53018965947088e-07;0,00024973156670176;2,63899092052471e-05;4,19104403006737e-05;8,27694666378836e-05;7,35624294445594e-05;0,0103930608736423;2,92052644214219;0,0886473497695148
"ancien";-0,261043503398641;-0,315462763363987;-0,392615172668805;0,960586318229052;-0,419625523091735;0,936994310410694;0,271336360004408;-0,257642728526671;-0,392060662656809;0,116199005176758;-0,241984547285467;-0,0305830371389332;0,178935103407474;-0,0136458317125145;0,224378707929336;-0,1569013868915;-0,147645482197001;-0,156163678155686;-0,188718833476755;-0,234873607906112;0,574650166304265;-0,251031970843333;0,560536753528133;0,162321158902606;-0,154129237513908;-0,234541884182212;0,0695135631041663;-0,144762066356537;-0,0182956461532557;0,107044088573264;-0,00816332620415965;0,134229750497012;-0,0938628901531687;-0,0883257436510236;0,0369491247897328;0,0527173141885885;0,0784833731131176;0,444651014892431;0,0696614989812445;0,231537627280209;0,0149341950944827;0,0130016814845415;0,0273530282668579;0,00233505246677927;0,00980585070056137;0,000151622076003907;0,00498144801859824;2,77324973152824e-05;0,00729007035584175;0,00344801861338665;0,00267134718029492;0,000607047199812186;0,000886528880041701;0,00137319065517794;0,0082199556555168;0,00156862984119883;0,00782114952743528;0,00065586230442216;0,000591333469887018;0,00136931454287178;0,000120282238310836;0,000521641275943155;8,33216584458199e-06;0,000285225124668638;1,65881022398956e-06;0,000448497438556877;0,000219305864950089;0,000194194536149338;0,00890833789169337;1,23312209610111;0,0135459304402421
"fille";-1,77132597805463;2,76026372989675;1,11323746740971;0,524760660917601;0,0544837378330434;-0,186970542951724;-0,13792862640936;0,179960504164126;0,0531049555433409;0,0215774876078541;0,0914571266598267;0,152765214577006;0,12460050908496;0,0211465595542282;0,106648842905825;0,161921604787365;-0,0346304973785419;-0,502003383691653;0,78227370312229;0,315497532591804;0,148720015780618;0,0154409866321698;-0,0529884653504112;-0,0390897203695303;0,051001782359938;0,0150502322575487;0,00611517694930649;0,0259194454407381;0,04329448987829;0,0353124596744457;0,00599304960305402;0,0302248601718822;0,0458894604963178;-0,00981447067244261;0,260319829228319;0,617575582483465;0,0965497205788493;0,0203049032790218;0,000179694466161516;0,00141067165168117;0,000590481836969149;0,00097062178570187;7,67893274625324e-05;1,23204186326406e-05;0,000214327059150173;0,000578871346496229;0,000369603460506323;1,01906124780457e-05;0,000252007008799668;0,000561898050444027;2,24874058182147e-05;0,0308929484087623;0,0750176633727844;0,0122021962189922;0,00271134583551468;2,92278025100207e-05;0,000344198325809915;0,0001873144138376;0,000318872287679518;2,77672246785017e-05;4,58420601741458e-06;8,23564240154582e-05;0,000229779523238227;0,000152862869804886;4,40293034332619e-06;0,000111988820609289;0,000258149907651118;1,18080948608529e-05;0,00984605766976635;3,15239140708626;0,0978459029082897
"monde";-0,546159063215709;0,318329780677679;-1,42093207484811;0,0866423114330223;-0,157583526499085;0,690330225248861;0,526656618851066;0,103993440160521;-0,233983573544656;0,137115939457081;0,349124949683692;0,02167851412009;0,339794054653976;0,175532942653242;0,0473810684126102;-0,01826941189258;0,0577983256494048;-0,289307446513044;0,168623359383021;-0,752685907695774;0,0458955413704735;-0,0834740110244493;0,365676756404284;0,278976752105673;0,055086656348436;-0,123944093849937;0,0726320681872453;0,184935954577562;0,0114833864100927;0,179993260046716;0,0929820465102725;0,0250983584064377;-0,00967754132434828;0,0306165129035943;0,107989979846822;0,0358408584069703;0,686367847419244;0,00241531260330789;0,0065592992930084;0,0839128056004952;0,0375653740637076;0,00141430288193346;0,00650483683435452;0,00217087343339306;0,0136282024011739;5,08659348884362e-05;0,0119939670222442;0,00306388893143725;0,000217042571552481;3,12127450157419e-05;0,000273330010428844;0,00263395628847313;0,000894797606243013;0,0178285863585633;6,62873005189983e-05;0,000219276405727853;0,00420808061637978;0,00244920629384223;9,54953365941589e-05;0,000483438253795905;0,000166014553130528;0,00107629679186961;4,1498203573813e-06;0,00101953426211889;0,000272074312501774;1,98234834541698e-05;2,94726650244464e-06;2,94985581472091e-05;0,00883019457685395;1,50911620718967;0,0201101652831668
"extraire";0,0294980415575076;-0,434609122364224;0,284008799666528;-0,331305229769089;1,09319928505182;-0,774178218815938;0,360063118614274;-0,507204173414855;0,0512485665302377;-0,208027127172217;0,0118649032563735;-0,485383302942807;-0,118796375137638;-0,432638110850548;1,40302975335708;0,14876492240591;-0,406076597677517;0,0129357880877391;-0,190589314105532;0,124546493718133;-0,145287416328894;0,479401124360374;-0,33950068723113;0,157898624948518;-0,222424451186711;0,0224740545958999;-0,0912262201663367;0,00520312082097902;-0,212855336038299;-0,0520958224082819;-0,189724965629729;0,615271204864134;0,0652379415555476;-0,178076934521421;0,000366704606419838;0,077768973616242;0,0319196938396847;0,0411106837208608;0,367467829632304;0,122851705503634;0,020439710055129;0,0391634553127188;0,000363256958039514;0,00581679005003839;1,83227237778915e-05;0,0296840053995027;0,0017065637093944;0,0216665681308882;0,221540850260781;0,00240917717006965;0,0157057093105035;3,94372106214347e-06;0,000856086205833216;0,000365580831499982;0,000497480894412459;0,0054164969333901;0,00271645003050427;0,000587593659795399;0,00116596485619348;1,19037354959321e-05;0,000196137107688715;6,38040470299283e-07;0,00106779894858082;6,39626136796795e-05;0,000848338878463638;0,00892182264208046;0,000100304612333306;0,00074737014804393;0,0045323122606861;1,39871833803665;0,00886707457773544
"nouveau";2,17943603757525;1,03579666277147;-0,0780710280436748;0,188677315389038;0,187944892894635;0,041821219602215;0,115685270035495;-0,0374116193484129;-0,0712380784435686;0,0994522329454908;0,124012504575467;0,199112132489635;0,342460232958144;0,0702589795944408;0,168902093851481;0,204395945062387;0,340057478237256;0,868686283742546;0,412851002820411;-0,0311177892124207;0,0752035816174601;0,0749116504188273;0,0166692296591773;0,0461101888645895;-0,0149116376990447;-0,0283942912557107;0,0396399752770141;0,0494292834843282;0,0793627229422661;0,136498847394023;0,0280040390409168;0,0673215133156263;0,0814687611230989;0,135541150066252;0,795825379845043;0,175613232436782;0,000958902500885212;0,00530074635888236;0,00431798604690987;0,000142525381077951;0,000838828375542723;8,47086790074656e-05;0,000279045112660404;0,000528532932583036;0,000795778349730205;0,001985856279055;0,00563814127401917;0,0002271662381504;0,00127640839989222;0,00180805543072999;0,00437870635904571;0,0345193837692425;0,00779693284164982;4,42949866407011e-05;0,000258710559415844;0,000256705891784116;1,27106618768893e-05;9,72592481359884e-05;1,01715653193061e-05;3,6880701358981e-05;7,1879302752169e-05;0,000111764977734661;0,000288117890234039;0,000852305074444825;3,58738885574463e-05;0,000207321740219547;0,000303612277822069;0,000840387218173995;0,00726732828006564;2,21835222487458;0,0357631517703648
"nombreux";-2,01798196665428;3,40316815539111;2,38747094131159;0,452681573719915;-0,0782261819633315;0,257822587217045;0,313886943580907;-0,0462946773238192;-0,273837806471209;0,00646751984105405;-0,200545696057635;-0,0231193300350388;-0,168805134002944;0,0409951649843265;-0,0343481629768003;0,022402151335326;-0,0811889342491728;-0,431351946422739;0,727441192284613;0,510331734663571;0,0967625485065827;-0,0167211681812235;0,0551106385812771;0,0670946253770484;-0,00989567771299274;-0,0585339575761064;0,00138245897042959;-0,0428674674851462;-0,00494185189728812;-0,0360827917798711;0,00876288515066797;-0,00734206112884781;0,00478855200008094;-0,0173544686697234;0,193514506448052;0,537680733220476;0,254343286508176;0,00865431535581483;0,0002121650674067;0,00153635006470892;0,00175151121079101;3,6789717531398e-05;0,00116946243849907;6,33968895653139e-07;0,000590251757852182;7,5936799957228e-06;0,000388540590088825;2,19358679189175e-05;1,49718701404063e-05;6,16021795129973e-06;7,07920156931409e-05;0,0305490440652669;0,0868820141760837;0,0427601531279438;0,00153726485034084;4,59057757503934e-05;0,000498660522154562;0,000739110829229825;1,60777468357887e-05;0,000562535426137728;3,13789641155355e-07;0,000301710034843727;4,0097154365733e-06;0,000213763900407298;1,26074815191722e-05;8,85054659596468e-06;3,76480525961409e-06;4,94489124227229e-05;0,00750175822458389;4,16539111170943;0,130159129397262
"vie";0,000553881123521295;-0,263045478647266;0,0930619337753061;-0,557857193906758;-0,324639367645975;-0,063819277880391;-0,206336476440233;0,141294901951989;-0,237715326211998;-1,49104239151497;0,123457798652134;0,591414371057511;-0,0168197992091419;-0,492936583819203;-0,358935929135802;0,366634157323513;-0,0501954133596097;0,00028737357964302;-0,136477517643495;0,0482839004649401;-0,289436508908995;-0,168434657206518;-0,0331117518830111;-0,107054834200858;0,073308910585561;-0,123335317505045;-0,773606774545858;0,0640543756175632;0,306847187321754;-0,00872672077517029;-0,255753346004181;-0,186228954983123;0,190223074474228;-0,0260431977300586;2,14874135652672e-07;0,0473468825131134;0,00569587283016438;0,193715872639664;0,0538572319187768;0,00138747152624923;0,0111555371762898;0,00505113951763017;0,0129893038943082;0,496643141214072;0,00329700574564352;0,0732415620512415;5,68563212499803e-05;0,0467459183615801;0,0240976635601698;0,0243194931945925;0,000398832661114923;1,82195879686521e-09;0,000410929296834763;5,14339132115308e-05;0,0018482107766123;0,000625904090485581;2,41885142937615e-05;0,000252846788680361;0,000118565519116925;0,000335598327734769;0,013203388560631;9,05195695592985e-05;0,0020772519207857;1,68014605400677e-06;0,0014430704189043;0,0007651371487902;0,000798309447842503;1,49635104866764e-05;0,00593889192779558;1,08497507547862;0,00699109084122432
"terre";-0,0130441008350962;-0,216684698433723;0,0502596420267987;-0,604382156549493;-0,731834631198326;1,81127135321537;0,403900871170825;-0,368829905110225;-0,404775354303433;-0,312538442262209;-0,674444592726997;0,340993860961282;0,476506808202133;-0,456995130187993;0,140790805871302;-0,317623530916502;-0,0892939063679242;-0,00535763522635668;-0,0889994326184171;0,0206432648743677;-0,2482393514928;-0,300588216048314;0,743947883350275;0,165895186084323;-0,151490402990108;-0,166254364665916;-0,128369673695665;-0,277016266119142;0,140057236949752;0,195716798995727;-0,187702720081785;0,0578273497437023;-0,130458284512754;-0,0366759031000894;5,89674423861263e-05;0,0158971465141189;0,000822030447632205;0,112505921772669;0,135425534262505;0,552993883075483;0,0211505190938985;0,017030273244909;0,018635138199216;0,0107970305330654;0,0486864583434854;0,0120475837678105;0,0225791893393291;0,0198800614066497;0,00183452081270511;0,00903123192047589;0,00062450982365194;8,11054353548931e-07;0,000223809312389944;1,20409415188231e-05;0,00174118506372434;0,00255298097778328;0,0156382698143079;0,000777626845173528;0,000648446154029905;0,000780997759985906;0,000465616703242397;0,00216827428523714;0,000554261593030416;0,00108233047073861;0,000995508126119246;9,44866071806927e-05;0,000480891392584499;3,8007150471287e-05;0,00476674220520434;1,54242220952773;0,0113403956098389
"provoquer";-2,26835839884682;3,86758649050763;2,68707128804054;0,586039045084544;-0,0286824445961948;-0,061525467114823;0,0212973469906112;-0,0366861484056136;0,0995427956819782;0,0186065638199696;-0,0706507569824214;-0,084292920594292;-0,14626722500016;-0,0185604228031569;-0,0613203826712575;-0,0166801984607986;0,0385981765816776;-0,430811892469081;0,734541003798387;0,510334816309708;0,111301895768322;-0,00544743645598867;-0,0116850595286248;0,00404484157629602;-0,00696751846183511;0,0189053988167026;0,00353380179062662;-0,0134181557620893;-0,0160091071417261;-0,0277794108905165;-0,00352503858161009;-0,0116461094150566;-0,00316794201009403;0,00733065529127226;0,191551238219503;0,544026903925748;0,252397540229491;0,0113627339394818;2,23452176848347e-05;6,85394711674639e-05;6,31684301174229e-06;1,80988599290305e-05;0,000121060310013784;4,11062080745783e-06;5,73887661141061e-05;7,90799992764158e-05;0,000228529246950704;3,52247505983155e-06;3,73819012455636e-05;2,67547996308937e-06;1,25344945476308e-05;0,0337749304799553;0,0981863657084317;0,0473946688277717;0,00225436493229215;5,4001203995591e-06;2,48474002274409e-05;2,97729679318853e-06;8,83436529862085e-06;6,50415352397797e-05;2,27249779195706e-06;3,27645912967016e-05;4,66394391524976e-05;0,000140431702209642;2,26124097437553e-06;2,46820273345123e-05;1,82630598875491e-06;9,77923073971641e-06;0,0065640384465109;4,70613585815582;0,145378450894372
