"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Coord. facteur 7";"Coord. facteur 8";"Coord. facteur 9";"Coord. facteur 10";"Coord. facteur 11";"Coord. facteur 12";"Coord. facteur 13";"Coord. facteur 14";"Coord. facteur 15";"Coord. facteur 16";"Coord. facteur 17";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"Corr. facteur 7";"Corr. facteur 8";"Corr. facteur 9";"Corr. facteur 10";"Corr. facteur 11";"Corr. facteur 12";"Corr. facteur 13";"Corr. facteur 14";"Corr. facteur 15";"Corr. facteur 16";"Corr. facteur 17";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"COR -facteur 7";"COR -facteur 8";"COR -facteur 9";"COR -facteur 10";"COR -facteur 11";"COR -facteur 12";"COR -facteur 13";"COR -facteur 14";"COR -facteur 15";"COR -facteur 16";"COR -facteur 17";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"CTR -facteur 7";"CTR -facteur 8";"CTR -facteur 9";"CTR -facteur 10";"CTR -facteur 11";"CTR -facteur 12";"CTR -facteur 13";"CTR -facteur 14";"CTR -facteur 15";"CTR -facteur 16";"CTR -facteur 17";"mass";"chi.distance";"inertie"
"courir";-0,884213481457224;0,658081537192146;-2,37732679682832;0,563390882448711;0,259938010593192;-0,431341501588957;0,0119735742230067;-0,347926077747675;0,214381690859376;0,167661845104849;-0,164588503312779;-0,445671451632654;0,027765317296405;-0,372147384294426;0,194547815216442;-0,0320588055518385;0,402866169585578;-0,308798804338746;0,229825484573512;-0,830247092787128;0,196756139240034;0,0907796008053212;-0,150639797679666;0,00418159808831707;-0,121508164102731;0,0748697132511393;0,0585534810171407;-0,0574801607267154;-0,155644326034555;0,0096966365736537;-0,12996710604154;0,0679430182703664;-0,0111960754167884;0,140695198710986;0,109276631621681;0,0591358904734142;0,741747227789666;0,0394276399184694;0,00689038143283818;0,0126480863192947;7,49631988942794e-06;0,00611184544581339;0,00210818596214149;0,00125312664415268;0,00116934768352101;0,00829975941076943;3,09175054155013e-05;0,00531683958572352;0,00141271907196939;3,7106105041415e-05;0,00512679871019835;0,00219942215429127;0,00121829859696447;0,0158990839385049;0,00089292289687803;0,000190078901042531;0,000523403741169695;4,03312750508608e-07;0,000340540126652162;0,000129291422796444;7,90792994407006e-05;7,62067293286443e-05;0,000558758266844797;2,16870066457152e-06;0,000389604776349035;0,000106474852433982;2,89127236717835e-06;0,000456578996755178;0,00281315933421896;2,42878320316855;0,0165947927270276
"plateau";0,0143118722937863;-0,342852489510643;0,156077423432692;-0,520133459529593;-0,347420886901903;-1,69800141591714;1,06536393213494;1,3704611438166;0,348270722346097;0,667905510570109;-0,969013736430318;-1,40055335819463;-0,262165965029047;-0,440732129206572;-0,722159624798801;-0,482467367810509;-0,0808747660699391;0,00433068024404363;-0,103744951915869;0,047228021626119;-0,157389029975403;-0,105127319500148;-0,513804276290468;0,322372254230953;0,414692702598579;0,105384474224094;0,20210389948558;-0,293217306472727;-0,42379841257358;-0,0793297300385257;-0,133362699560899;-0,218520844510326;-0,145991513568762;-0,024472182567811;4,75876851240357e-05;0,0266805625089047;0,00531431109345008;0,0558598000578861;0,020459931296242;0,325796987792485;0,0986472784734405;0,157623328348266;0,00924817642445904;0,0330556098797947;0,0673741306076325;0,136246021854963;0,00458184531442641;0,0123954323176622;0,0323562467922619;0,0139693186418346;0,000343430911163426;5,44206408597644e-07;0,000312309619845585;6,47218497759781e-05;0,000718787195010986;0,000320687916722197;0,00766031878467806;0,00301555133768826;0,00499004199329353;0,000322258722003443;0,00118522499145872;0,00249477058117387;0,00521158788083993;0,000182609499841118;0,000516083732930263;0,001385597703012;0,000618452908812067;1,73778811247551e-05;0,00265687270454013;1,88384180846595;0,009428869158164
"maïa";0,0451558036666243;-0,581805093875067;0,524868215335481;-0,227648987669784;3,97789374311164;0,857329086712531;-0,211899659682361;0,381197394657117;-0,214955143878106;0,069321721665001;0,0329473496100564;-0,0557127904768015;-0,0222486122833067;0,245920282905346;-0,219467646325194;-0,0345457229951824;0,0348790214643329;0,0107686535798926;-0,13874755841381;0,125169380834692;-0,0542892139430814;0,948639072254028;0,204453894939683;-0,0505333499468434;0,0909070895720582;-0,0512620148835973;0,0165316868609712;0,00785720916287326;-0,0132862598359035;-0,00530579856536487;0,0586465109651944;-0,0523381462263116;-0,00823838562034075;0,00831786988286188;0,000161093977479083;0,0261267797002136;0,0204370320139213;0,00363874579679496;0,912114071438252;0,0282433730846336;0,00132708923116597;0,00414703180018016;0,001198031769583;0,000121088884755746;2,64865109898257e-05;7,33136450731831e-05;1,12213248889075e-05;0,00131235530886753;0,00101620943204776;2,4354453275315e-05;2,1721627876969e-05;5,57682512833127e-06;0,000925795174967893;0,000753460383014055;0,000141739638629969;0,0432779051419893;0,00201027277505017;0,000122806228184146;0,000397429153650706;0,00012637336764773;1,31431224748766e-05;2,9689360491877e-06;8,48925730991009e-06;1,35383497684236e-06;0,000165404977264092;0,000131734912278129;3,26398720044506e-06;3,32727317659051e-06;0,00273501601937954;3,23049588515226;0,0285429107009064
"lointain";-0,958032770395919;0,7502784389805;-2,56366595090086;0,59513945418084;0,132607391263351;0,702027599866586;0,861270701588772;-0,0794083825109679;-0,449440288449763;0,423465306631162;0,461055288106399;-0,234561391787344;0,376480069295577;-0,0300375582610602;0,108077957604703;-0,460838895559619;-0,0796272680259252;-0,293046511262263;0,229497868770888;-0,784183366340252;0,182043397837162;0,0405624260235435;0,214738728473457;0,263448581459993;-0,0242897217912512;-0,137476412729054;0,12953109182015;0,14102925062027;-0,0717484825823812;0,115159078348907;-0,00918799641018853;0,03305927458757;-0,140963059689379;-0,0243566752802196;0,104390483987323;0,0625494947857152;0,70192090592814;0,0358018759866857;0,00145923854078664;0,0272632639694158;0,0315621793520024;0,000259070669285371;0,00753988428476946;0,00650502992965634;0,00746685691419789;0,00187083755274357;0,00462562359526349;2,81864261968131e-05;0,000354784384602155;0,00623930326852656;0,000162980424684976;0,00243854894359493;0,00149560076767731;0,0174619852829168;0,000941040320182129;4,6720363163306e-05;0,00130942045269445;0,00197083422115475;1,67534188671e-05;0,00053667918090032;0,000476438027763352;0,00056477668793387;0,000146178602921414;0,000376577811019089;2,39717643305024e-06;3,10345180339249e-05;0,000564246665660758;1,6845906200771e-05;0,00265687270454013;2,69243469071628;0,0192602137351147
"expliquer";0,0191212117525477;-0,325015497644241;0,128317213676629;-0,578243878203057;-0,43486415503767;-0,758727179060646;0,939881098769123;1,21031684563388;1,14141556107183;-0,33860021196409;-0,0296704494680621;-0,208231554649647;-0,46331846052978;-0,808650318510631;-1,23554802131871;0,647874611611879;-2,85260122059044;0,00478272437461397;-0,0812950331196077;0,0320955530159845;-0,144634196124343;-0,108771108278086;-0,189777877047564;0,235089297608092;0,302732481263786;0,285498434730452;-0,0846929320153746;-0,00742136971825255;-0,05208425830303;-0,115888287994569;-0,202264983983812;-0,309043470363728;0,162050697243956;-0,713511547559407;7,66902388268293e-05;0,0216469194101581;0,00324297973448711;0,0623303367410884;0,0289405738063314;0,0587286266805531;0,0693174462525441;0,110992284419717;0,0896844903219132;0,00767003182518614;5,70281326861701e-05;0,0027191000560272;0,0129197647570589;0,0376739687052328;0,0855103303657975;0,022742010250847;0,385747418301542;7,99982862295972e-07;0,000231130895041818;3,6026303439911e-05;0,0007315970551708;0,000413768174839849;0,00125956662521443;0,00193283905876821;0,00320514747762007;0,0028506076053445;0,000250855895848991;1,92618551268509e-06;9,48730678948702e-05;0,000469687573985714;0,00143077513898302;0,00334017422548787;0,000918399808267158;0,0178045904715163;0,00218801281550363;1,98262525617972;0,00860064713451334
"débat";0,00557863618514733;-0,365792438662928;0,167462050630185;-0,268163021312902;-0,159553218064805;-0,579909724970427;0,256432264638915;-0,910132680712241;0,129419087806208;-0,320723986774886;-0,69306437757927;1,11994940690372;0,21376588673354;0,687971419859367;-0,235080373927242;-0,105200542729591;0,615034800622921;0,00268792101703071;-0,176247590113646;0,0806872415595691;-0,12920738995249;-0,0768765759117069;-0,27941444575263;0,123555229395107;-0,438523803951615;0,0623572275685268;-0,154532526608083;-0,333935077467582;0,539618546346931;0,10299754287707;0,331481168010173;-0,113267375179044;-0,0506881503688587;0,296338551562308;2,02767843174248e-05;0,085170881624581;0,0171569836682517;0,0416398254534226;0,0121016555034009;0,106569537306453;0,0160278693047013;0,194956530171352;0,00358146053165115;0,0213756501393618;0,0966544357393561;0,244322041320057;0,00854291199542564;0,0847021388304223;0,00961536567700442;0,00186258723836034;0,0556998487118756;4,62063336749604e-08;0,000198662034498435;4,1636885959527e-05;0,000106768517151959;3,77969335392569e-05;0,000499305344470599;9,76316809102922e-05;0,00122985765675616;2,48680710700344e-05;0,000152724360253401;0,000713169211371219;0,00186226825087567;6,78456851049899e-05;0,0007027263277583;8,20499227873459e-05;1,64316581715565e-05;0,000561622904865847;0,00148472298194889;1,12492551427777;0,00187885370327335
"dernier";-0,0222705320414297;-0,248703458270089;0,0883760989897229;-0,539712696630132;-0,266891126732962;0,0832356269021728;-0,221309914221012;0,821282921498432;-0,862049805244091;0,100504438870356;0,961094366962316;0,705751964025626;0,878506823461029;0,336308812661289;0,73289233468265;0,960337561170103;0,169906181736328;-0,00931891833725464;-0,104067887264672;0,0369802413304846;-0,225838275265237;-0,111678365399423;0,0348292536706612;-0,0926052872923659;0,343658986816665;-0,360717549215777;0,042055243970917;0,402161919771643;0,295316021497692;0,367603851193343;0,140725616947965;0,306672683176233;0,401845240701666;0,0710958242780239;0,000252219450489277;0,0307297998208212;0,00372951338775997;0,131646942690756;0,0264287308256802;0,00171358319291143;0,00931765410398208;0,123904859542275;0,124023106283108;0,00163832977097161;0,145071160899137;0,0757258956353871;0,112614366213513;0,0157980857340357;0,0729437029324615;0,121144271057259;0,00331777845945521;1,16271766212787e-06;0,000145002915110186;1,83097637086223e-05;0,00068287050458022;0,000166986497293404;1,62417041161156e-05;0,00011481928139215;0,00158124319093147;0,00174211893425344;2,36801021316992e-05;0,00216543498212087;0,00116766234600147;0,00180926991998341;0,000265148747691598;0,00125919631375303;0,0021620260171778;6,7675495644803e-05;0,00234429944518246;1,27331710513017;0,00380089814069797
"retrouver";0,21792530029629;-0,0990970910633932;0,0278011490960573;-0,54597249427865;-0,569695545145568;0,0648086866489967;-1,81782874052782;-0,252159445531457;-0,918906075035033;1,18156500491932;2,06570295498296;-0,0554772653508586;-2,84845813552346;-1,42230391810402;-1,18284259988083;-1,14130442055371;-0,0849790749779922;0,0450415846002783;-0,020481743077581;0,00574604145224314;-0,112843558123092;-0,117746723570823;0,0133948923716748;-0,375715379967265;-0,0521172208239362;-0,189922811450198;0,244210103450333;0,426946913825103;-0,0114662406673087;-0,588729568880235;-0,293966887587123;-0,244474161370479;-0,235888901119557;-0,0175637807527196;0,00636835464941447;0,00128650784710289;9,73201016109073e-05;0,03552397698261;0,0317532533643425;0,000273935091589218;0,165769764307145;0,00307997919045004;0,0371599121189868;0,0597091131447697;0,176717398167237;0,00012338570945396;0,312189106775945;0,0745087586881512;0,0501020973081231;0,0451182860415847;0,000218850511482597;0,000107623009984185;2,22541822504936e-05;1,75152089089436e-06;0,000675509335840953;0,000735487802657066;9,51823162380772e-06;0,00748851594645461;0,000144092146061672;0,00191351589179905;0,00316377119361177;0,00966997985844611;6,97460984242226e-06;0,0183869421540254;0,00458431699837208;0,00317061669662359;0,00295184008993416;1,63649177416067e-05;0,00226615613034305;2,4796438111146;0,0139337633406243
"posséder";-0,899579779414017;0,685088489166712;-2,39721801053657;0,5268585325395;0,116859945628421;0,441727545060887;0,512377253543343;-0,106905394916422;-0,406560344356167;0,0489622440031903;0,213683004722509;-0,265233773734546;0,114048154478556;0,197239311764675;0,187540927138073;0,0547414883579267;-0,0322630861471322;-0,314908574805679;0,239823353832828;-0,839174606268182;0,184433080203626;0,040908210446534;0,154631968004157;0,17936373667857;-0,037423501864502;-0,142321272157878;0,0171398144235481;0,0748022710350309;-0,0928482293493584;0,0399239095941603;0,0690459612197226;0,0656509266151543;0,0191629074774952;-0,0112940760896653;0,111886120752042;0,0633970252664186;0,746065634535396;0,0341077444327726;0,00137758642239772;0,0131212467895551;0,0135788810480334;0,000570796704279775;0,00750010555974752;0,000105714101011542;0,00194970292413041;0,00290788570907809;0,000516011640943802;0,00147738737761283;0,00129861083200903;0,00010702068067442;3,25252238916237e-05;0,00202358372626227;0,00117364066700315;0,0143700034446596;0,000694112465883379;3,41486208136972e-05;0,000487922416980276;0,000656479987368587;2,85786067665514e-05;0,000413325157091205;5,99465834261891e-06;0,000114177826696232;0,000175913616577557;3,25250769148132e-05;9,72811655366794e-05;8,7949611569732e-05;7,49333261893512e-06;2,60287686860926e-06;0,0025005860748613;2,44200666537662;0,0149119863811676
"origine";0,0693847572028606;-0,0367320794258244;0,130888384591829;-0,527982066069785;-0,643297021917191;1,23624011110935;1,39950061008507;0,562658342448319;0,568263463699863;-0,22285981638756;0,964117322458114;-0,254023019237139;0,262169710476945;-0,260668923584676;-0,503880611288425;0,187021194404358;-0,0994334780210595;0,0275966133273546;-0,0146095631589579;0,052058640604047;-0,209995934388092;-0,255860507180034;0,491693589505622;0,55662769093501;0,223787836665029;0,22601717881549;-0,0886387216297582;0,383461354088071;-0,101033358344669;0,104273566959725;-0,103676654363611;-0,200409988496788;0,0743845160531066;-0,039547983669071;0,00177783039273263;0,00048677907641362;0,00594058919888593;0,0914889493987189;0,111500267534604;0,27449670503442;0,270580078876043;0,042231554853233;0,0391365146882536;0,00584977502148259;0,106011647771136;0,00712411899971419;0,00728305078029735;0,00689209536680262;0,0250384553152824;0,0033364259686214;0,000825161723355613;1,27908348903178e-05;3,58477396297041e-06;4,55169300239113e-05;0,000740643284449858;0,00109949644337391;0,0040604709555937;0,00520375608028201;0,000841124478479912;0,000857966271937926;0,000131957562229436;0,00246962219190195;0,000171441869678828;0,000182614717598907;0,000180529950970929;0,000674568476572752;9,29292430506147e-05;2,62685444046569e-05;0,00265687270454013;1,49421873729753;0,00593197214865164
"comprendre";0,0490936112603142;-0,242486295830986;0,0939642322068582;-0,574350743479062;-0,29554772535589;0,245744669550862;-1,91621263447408;-0,544643305036739;-0,0634450267787555;0,40744553252747;0,942546565331842;-0,318367499653886;-1,33216906845659;-1,2802893553545;-1,2788925390701;-0,609234905615642;-0,116037152592798;0,0147288422857099;-0,0727496371941926;0,0281907221967068;-0,172314101574796;-0,0886688862953151;0,073727199679329;-0,574893411882057;-0,163401410813277;-0,0190344887908527;0,122239958205425;0,282778539840937;-0,0955151713414182;-0,399671313710413;-0,384106597803555;-0,38368753132572;-0,182779889468345;-0,0348129395240424;0,000636049810793943;0,0151598275174674;0,00218791997414748;0,0773684082236957;0,0168184922146206;0,00775137370760493;0,362506686736385;0,028278142179695;0,000348623643197222;0,0139731311727868;0,0724066461819161;0,00799689621511675;0,134383512582019;0,118814109909844;0,115265498660184;0,0253016232427487;0,000803058027776843;3,01343460695957e-06;7,35167350670722e-05;1,10391834764077e-05;0,00041244513749779;0,000109211168821493;7,55057499259669e-05;0,00459091457125027;0,000370882337699576;5,0327688338917e-06;0,000207563475160233;0,00111075286747688;0,000126727032693122;0,00221886307972493;0,00204940637141085;0,00204493694020681;0,000464067728649528;1,68347216151838e-05;0,00125029303743065;1,7675621123142;0,00390626030586997
"terrien";-0,975769848691418;0,767620659211341;-2,61769084659785;0,632446579550988;0,211283189017386;0,179651559889932;-0,218728262060946;0,0177878440178867;0,273802854629094;-0,140980938967458;-0,512690745068541;-0,0851640744489039;0,0872656117367372;0,121030891338803;0,0628782726813674;-0,187359574980426;-0,212400095476682;-0,318428433629441;0,250501944143969;-0,854245698538573;0,206389830502343;0,0689492250875193;0,0586266985924547;-0,0713788174249923;0,00580480665174943;0,0893516173303938;-0,0460070985255585;-0,167309239066389;-0,0277920688619696;0,0284778752820758;0,0394966878731443;0,0205194184941296;-0,0611420982791222;-0,0693137114208707;0,111690615617302;0,0675295565070432;0,754785815807767;0,0417001589165324;0,00382069552639563;0,00184142135338901;0,00209951583638637;1,34076877396361e-05;0,00288614627148511;0,000743628695296795;0,00952279607133619;0,000254365141863938;0,000256326967520466;0,000471981460758599;0,000123854890206235;0,00106368085111602;0,00119603239785886;0,00245527735573212;0,00151949431294724;0,0176702412405994;0,00103146255431191;0,000115115990992011;8,32276735202967e-05;0,000123371707165638;8,15929048101429e-07;0,000193322193146858;5,12538587185135e-05;0,000677823661999288;1,87033168736711e-05;1,96377643767266e-05;3,77744572730133e-05;1,01954635295733e-05;9,05227116602262e-05;0,00011633628338131;0,00257872938970071;2,6511501210756;0,0181248495606637
"robot";3,69607835830755;1,99632101174293;-0,258858034097003;0,571487129245935;0,0395431621106646;-0,244920789246689;0,0298391242974233;-0,109260232105446;0,0914812126378394;-0,0559457794368513;0,00235202195780525;0,0117565187933549;-0,28703069882931;0,184172034847167;0,113378515623178;-0,462471568192788;-0,122017446898798;0,859696156139977;0,464337964144984;-0,0602095614122874;0,132926101848439;0,00919761465331185;-0,0569678022655784;0,00694048609749287;-0,0254135850093355;0,021278241216668;-0,0130128116537387;0,000547072881108476;0,00273452915128745;-0,0667624342766158;0,0428378338004415;0,0263714847524864;-0,107569426553344;-0,0283808728906234;0,757201980280103;0,215808650702603;0,00348752896947462;0,0160883100303071;6,32357740300383e-05;0,00161714884823223;1,84624359941959e-05;0,000239022621193793;0,000152234724285731;5,53321448829803e-05;9,46986477524246e-08;2,29039150209749e-06;0,00131030448232358;0,000516401333266226;0,00019027467638956;0,00306222528232328;0,000186502604435367;0,036295525345431;0,0105884283648897;0,000178030349438401;0,000867728086456813;4,15445000938893e-06;0,000159375678844847;2,36560862080649e-06;3,17172105080116e-05;2,22348688781313e-05;8,31582621326026e-06;1,46978391701128e-08;3,67221611370576e-07;0,000218890767398221;9,01193644034826e-05;3,4153269154264e-05;0,000568251804887683;3,95562045652757e-05;0,00265687270454013;3,85683063127431;0,0395213601331107
"naître";-0,965376352496244;0,749571302436079;-2,55501188188515;0,615715329276364;0,2464668186865;-0,425677440067302;-0,184551486523622;0,576108567535773;-0,507393000490416;-0,332724297019899;0,288774349877803;0,743826818606626;0,198501931181587;0,149567236450588;0,272478428770745;0,430640830611898;0,10276733387986;-0,300134182401062;0,233040688666368;-0,794349685707245;0,191425050413052;0,0766261954979378;-0,132342531605231;-0,0573768037464781;0,17911136257325;-0,157747787134453;-0,103443527068811;0,0897795488514513;0,231254736531731;0,0617139778348251;0,046500248436796;0,0847131693557324;0,133885642910151;0,0319502229900423;0,108224590471267;0,063743694803406;0,711842005579135;0,0391255709888244;0,0051468345114167;0,0102344191789439;0,00147963701816521;0,0139228028015518;0,00981165073310751;0,00410029512867107;0,00299075956608853;0,0192087516439779;0,00131295015747656;0,000713536440589466;0,00230243271821265;0,00556289300764499;0,00027717525151812;0,00247607650750992;0,00149278289230401;0,0173442927532645;0,00100723470094558;0,000161394104263272;0,000481428742783194;9,04910947921132e-05;0,000881818924278822;0,000684005652589411;0,000294130309145199;0,000221558275768526;0,00146999010914022;0,000104688799501123;5,94351941440839e-05;0,000197258169957234;0,000492721094761552;2,80595645099896e-05;0,00265687270454013;2,6645811369947;0,0188637766360359
"inviter";0,032161157601239;-0,424589709836284;0,274071691948732;-0,391621429179428;1,19974837639757;-0,664300546143415;0,507953814256178;-0,644846304104307;0,408833805372803;0,30227226394723;-0,290287255747226;0,266970297697421;0,0203592883627999;-0,692589067497811;0,737935231440147;0,224664926787749;-0,0961458990220475;0,0152240687612342;-0,200987259787287;0,129736819037091;-0,185381124651146;0,567922709901214;-0,314458742996962;0,240449174487095;-0,305249723776533;0,193528915907953;0,14308607258494;-0,137412751020986;0,126375244938202;0,00963743935489189;-0,327849628971675;0,349315060237425;0,106349228347508;-0,0455124095957897;0,000445969349925429;0,0759380234763058;0,0304113118397937;0,0587682395354627;0,452806504100143;0,0925422768522503;0,0416176519070104;0,0647648648254466;0,0236513406942098;0,0125646880770898;0,0112209399833018;0,00918735285606141;5,12805864715718e-05;0,0568072167848128;0,0627000974012733;0,0056214698310097;0,000900771899430027;2,42480282468953e-06;0,000422621915368118;0,000176092738128407;0,000359538978961954;0,00337437563491895;0,00103452812910785;0,000604869291437213;0,000974822433188212;0,000391838119283287;0,00021419517438099;0,000197546356605271;0,000167085582212978;9,71713579681889e-07;0,00112451265863285;0,0012765845255934;0,000118326942240865;2,16707835401057e-05;0,00234429944518246;1,38284796399632;0,0044829299637308
"frédéric";0,0327421611648592;-0,464548667732258;0,330202210648668;-0,358136259298691;1,80975574001801;-0,423305257918733;0,583804002036249;-0,0661899816311674;0,247056915662231;0,463977053453222;-0,25861078266374;0,326068166112413;-0,227703162545279;-0,575916351901784;0,286459135449569;0,3440376957208;-0,487484235350285;0,0139298258712052;-0,197637596908412;0,140481236820726;-0,152365499182436;0,769942527646018;-0,180090999597854;0,248373589340392;-0,0281598674534041;0,105107900426117;0,197394409315132;-0,110023377894441;0,138722448809028;-0,0968740392122526;-0,245017867268386;0,121871181805529;0,146367405938521;-0,207395305373889;0,000316476457028586;0,0622397521333132;0,0302239903856326;0,0336504927571061;0,705435476891591;0,0257278410521083;0,0376398872713244;0,000467193305606419;0,00591345440748938;0,0202690398123893;0,00609749726183053;0,00938353252098672;0,00439188518326653;0,026894044794945;0,00646907423658315;0,00902560752276913;0,0158547540060293;2,09433679328283e-06;0,000421593859286973;0,000213005977801961;0,000250569626132022;0,00639840556092864;0,000350057320820592;0,000665834009520867;8,55886861829779e-06;0,000119241071299005;0,000420556978454197;0,000130654717726718;0,000207705807907932;0,000101290791265769;0,000647963671930648;0,000160308736974514;0,000231229850896456;0,000464251152057225;0,00195358287098539;1,67121338861118;0,00545626746556473
"voler";-1,00107833646789;0,799378222578479;-2,70696031105758;0,673705666441286;0,265124910438214;-0,0905828919593345;-0,294864412077985;0,0833644824417226;0,164679801954338;0,0969842759673045;0,117426988273515;-0,0263360084848546;-0,145539785023178;-0,181108952448718;-0,204794093820767;0,00423812749763628;-0,283085471667701;-0,319421899106138;0,255063865292521;-0,863731010715655;0,2149645393112;0,0845954800014151;-0,0289029922256287;-0,0940846955265085;0,0265997578106511;0,0525456731690693;0,0309455319173255;0,037468348114477;-0,00840323632892585;-0,0464385181799346;-0,0577878507893857;-0,0653452542033391;0,0013522925076227;-0,0903262968295731;0,110594638533857;0,0688939784091898;0,75932351382667;0,0445150089423435;0,00565965116067495;0,000440412467412906;0,00358946828547216;0,000277041882315166;0,00098219816203168;0,00033106559420309;0,000469964901054767;2,28834073375908e-05;0,000670729694378805;0,000994233436831985;0,00123601248958526;5,12016129171575e-07;0,0019986867905084;0,00250598192887787;0,00159788836191664;0,0183233798562562;0,00113496431975018;0,000175769241253096;2,05179596860926e-05;0,000217413510066662;1,73781653394421e-05;6,78144869496786e-05;2,35203870529712e-05;3,44808253809193e-05;1,73436985021948e-06;5,29669866989901e-05;8,20203551634217e-05;0,000104876132503228;4,49148386308561e-08;0,000200390427179682;0,0025005860748613;2,73335660269249;0,0186824744986672
"vivre";-0,013113403031876;-0,25004546148576;0,0842101402050141;-0,566581805545138;-0,500122173774954;-0,75868187339109;-0,158018267243135;1,49135189050158;-0,727469459244173;-0,669850058193577;-0,0508464902539708;1,01813311669126;-0,640373144591146;0,169244893832193;-0,207868935870407;-0,276217687166612;-1,23626938840955;-0,00476636708006473;-0,0908847576215173;0,030608106767187;-0,205937151443415;-0,181780874064261;-0,275760326803271;-0,0574353632848575;0,542066047874846;-0,264415459043347;-0,243472366264682;-0,0184813230169353;0,37006383154127;-0,232758305980329;0,0615159381946802;-0,0755547320929901;-0,100397653289713;-0,449350462323437;6,23475258590532e-05;0,0221464974337639;0,00241425039864483;0,103438394576117;0,0661654503950578;0,101502587967376;0,00338680701262967;0,291295670386466;0,0629706874519834;0,0518868195433994;0,000289495621238813;0,112362235461152;0,0426619552060578;0,00285252944279382;0,00418367219057852;0,00714544094702804;0,125235158439851;4,30004129908984e-07;0,000156343475026026;1,77325253439978e-05;0,000802725494724797;0,000625452062080513;0,00143933280615698;6,24390661124272e-05;0,00556162966020823;0,00132333969307309;0,00112201072241791;6,46492914563638e-06;0,00259209513055488;0,00102543474705272;7,16263726517661e-05;0,000108049060248234;0,000190785242050287;0,0038218007363439;0,0025005860748613;1,50799904166112;0,00568648554417657
"président";0,00924164365111972;-0,878731337856812;0,554052349540821;1,51854161421604;0,39848481896682;0,240413818457567;-0,152014421201749;-0,356939168826949;-0,293540235261893;-0,43890138632821;-0,209069707971473;-0,279262475514928;-0,290592751263035;-0,322426858693171;0,0465789614740824;0,0520632169650969;0,125382946288789;0,00442503027027767;-0,420749048140032;0,265288136027572;0,727099297836282;0,190800192340315;0,115113551682863;-0,0727866644430698;-0,170907544840861;-0,140551234781805;-0,210152218965276;-0,100105546296387;-0,133714840579956;-0,139139937570132;-0,154382560454487;0,0223026684713102;0,0249286079117187;0,060035135918411;2,45787214191413e-05;0,217095975199217;0,0829521367116924;0,589769573733779;0,0333407264915543;0,00809000885040184;0,00248781387087284;0,0132444714641281;0,00813798011112461;0,017681056088304;0,003884854053424;0,00670978886536903;0,00697294969782892;0,0082173891610927;0,000166736434266409;0,00020149325321009;0,00102246729231682;1,60177499178147e-07;0,00144815584427279;0,00057571119362045;0,004324704791634;0,000297801330212429;0,000108398163517102;4,33383779072645e-05;0,000238941446106818;0,000161598880458122;0,000361274224122825;8,19757307955493e-05;0,000146260899080833;0,000158369893731256;0,000194968969364843;4,06895300836894e-06;5,08352625288069e-06;2,94835662484472e-05;0,00187543955614597;1,69264094907118;0,00537319693516776
"membre";-0,0102632099174516;-1,33307275877115;0,812739186340851;3,36250302219088;-0,621645180941644;0,204406028948011;-0,169897829892035;-0,00924665079398191;0,164224081834007;0,122997938153355;0,103978060464143;0,0352201590842997;0,0239159697215836;0,312289897739683;-0,0914753816431681;0,20269117126047;0,0378552421135831;-0,00270417393123237;-0,351241047557182;0,214142372442058;0,885959956917304;-0,163792488539105;0,05385736619574;-0,0447650672900855;-0,00243632861740236;0,0432701352255264;0,0324077769649891;0,0273963762593541;0,00927988775594187;0,00630143418885733;0,0822828537316484;-0,0241021419593461;0,0534055315853481;0,0099741854358816;8,24500129600754e-06;0,135897261271243;0,0485502901345832;0,786534521804936;0,0220698862303804;0,00159067333481233;0,000845254365037368;2,41756735962372e-06;0,000692816923302148;0,000377688197567401;0,000261360144379445;2,90288458160137e-05;1,28465473825544e-05;0,0020967698162186;0,000174913295302004;0,000830675934931846;2,53505854534169e-05;2,38702106468752e-07;0,00402714748965803;0,00149689806715681;0,025622127893494;0,000875739563854896;9,46841381135076e-05;6,54132144610974e-05;1,93757597582991e-07;6,11172089218144e-05;3,42835266788562e-05;2,4500404366544e-05;2,81107514040619e-06;1,2961814975375e-06;0,000221006831810392;1,89626176413327e-05;9,31021033290064e-05;3,24744559731671e-06;0,00226615613034305;3,24551122883802;0,0238702001218174
