"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18"
"manière";0,696;0,011;0,6;0,691;0,018;0,687;0,646;0,646;0,654;0,725;0,005;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"malade";0,696;0,011;0,6;0,691;0,701;0,687;0,646;0,061;0,654;0,725;0,005;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"léon";0,696;0,72;0,6;0,024;0,701;0,687;0,061;0,646;0,654;0,725;0,739;0,675;0,072;0,642;0,717;0,609;0,657;0,742
"lynx";0,696;0,011;0,6;0,691;0,018;0,687;0,646;0,646;0,654;0,725;0,739;0,035;0,635;0,642;0,717;0,609;0,657;0,742
"lycée";0,021;0,72;0,6;0,691;0,701;0,687;0,646;0,061;0,052;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"londres";0,021;0,72;0,6;0,691;0,701;0,687;0,061;0,646;0,654;0,725;0,739;0,035;0,635;0,642;0,717;0,609;0,657;0,742
"ligue";0,696;0,72;0,6;0,691;0,701;0,687;0,061;0,061;0,654;0,725;0,739;0,035;0,635;0,642;0,717;0,609;0,657;0,742
"lien";0,696;0,72;0,6;0,691;0,701;0,027;0,646;0,646;0,654;0,009;0,739;0,675;0,072;0,642;0,717;0,609;0,657;0,742
"justicier";0,696;0,72;0,6;0,691;0,701;0,687;0,061;0,061;0,654;0,725;0,739;0,035;0,635;0,642;0,717;0,609;0,657;0,742
"julie";0,021;0,72;0,118;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,005;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"james";0,696;0,72;0,118;0,691;0,701;0,687;0,646;0,646;0;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"invention";0,696;0,72;0,6;0,691;0,701;0,027;0,646;0,061;0,052;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"intérêt";0,696;0,72;0,118;0,691;0,701;0,687;0,061;0,646;0,052;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"intégrer";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0;0,052;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"intriguer";0,696;0,72;0,6;0,691;0,701;0,687;0,061;0,061;0,654;0,009;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"interpeller";0,021;0,72;0,6;0,024;0,701;0,687;0,646;0,646;0,654;0,725;0,005;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"indéniable";0,696;0,011;0,6;0,691;0,701;0;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"importer";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,061;0,052;0,725;0,739;0,035;0,635;0,642;0,717;0,609;0,657;0,742
"impertinence";0,696;0;0,6;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"iens";0,021;0,011;0,6;0,691;0,701;0,687;0,061;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"ienne";0,021;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0;0,717;0,609;0,657;0,742
"idée";0,696;0,72;0,118;0,691;0,701;0,687;0,646;0,061;0,052;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"hôtel";0,021;0,72;0,6;0,691;0,701;0,027;0,646;0,646;0,654;0,725;0,005;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"hybride";0,696;0,72;0,6;0,691;0,701;0,027;0;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"highland";0,696;0,011;0,6;0,691;0,018;0,687;0,646;0,646;0,654;0,725;0,739;0,035;0,635;0,642;0,717;0,609;0,657;0,742
"géologique";0,696;0,72;0,118;0,024;0,701;0,687;0,061;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"génétique";0,696;0,72;0,6;0,691;0,701;0,687;0;0,061;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"généralement";0,696;0,72;0,118;0,024;0,701;0,687;0,061;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"glory";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0;0,012;0,609;0,657;0,742
"gildas";0,696;0,011;0;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"gaspard";0,021;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0;0,635;0,642;0,717;0,609;0,657;0,742
"galaxie";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0,654;0;0,739;0,675;0,635;0,065;0,717;0,609;0,657;0,742
"gadget";0,696;0,72;0,6;0,691;0,018;0,687;0,061;0,646;0,654;0,725;0,005;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"franz";0,021;0,72;0,118;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,072;0,642;0,717;0,609;0,657;0,742
"fin";0,696;0,011;0,6;0;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"fil";0,696;0,72;0,118;0,691;0,701;0,027;0,646;0,646;0,654;0,725;0,739;0,675;0,072;0,642;0,717;0,609;0,657;0,742
"feuilleton";0,696;0,011;0,6;0,024;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,035;0,635;0,642;0,717;0,609;0,657;0,742
"favier";0,696;0,72;0;0,691;0,701;0,687;0,646;0,646;0,654;0,009;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"fabriquer";0,696;0;0,6;0,691;0,018;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"extérieur";0,696;0,72;0,118;0,691;0,018;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,072;0,642;0,717;0,609;0,657;0,742
"experience";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0,052;0,725;0;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"exactement";0,696;0,72;0,6;0,024;0,018;0,687;0,646;0,646;0,654;0,725;0,739;0,035;0,635;0,642;0,717;0,609;0,657;0,742
"evocation";0,021;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,005;0,675;0,072;0,642;0,717;0,609;0,657;0,742
"evelyne";0,696;0,72;0,118;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"espion";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,061;0;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"envahisseur";0,696;0,72;0;0,024;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"envahir";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0;0,725;0,739;0,675;0,072;0,642;0,717;0,609;0,657;0,742
"entité";0,696;0,72;0,6;0,691;0,701;0,687;0,061;0,646;0,654;0;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"ennemi";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0;0,052;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"engin";0,696;0,72;0,118;0,691;0,701;0,687;0,646;0,646;0,654;0;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"ena";0,696;0;0,6;0,691;0,701;0,687;0,646;0,646;0,052;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"emplacement";0,696;0,72;0,118;0,691;0,701;0,687;0;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"elvis";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0,052;0,009;0,739;0,035;0,635;0,642;0,717;0,609;0,657;0,742
"détecter";0,696;0,72;0,118;0,691;0,701;0,687;0,061;0,646;0,654;0,009;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"détail";0,696;0,72;0,6;0,024;0,701;0,687;0,646;0,646;0,052;0,725;0,005;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"dépasser";0,696;0,72;0,6;0,691;0,701;0,687;0,061;0,646;0,052;0,009;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"définir";0,696;0,72;0,118;0,024;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,072;0,642;0,717;0,609;0,657;0,742
"défilé";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,072;0,065;0,012;0,609;0,657;0,742
"déclencher";0;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,072;0,642;0,717;0,609;0,657;0,742
"dresser";0,021;0,72;0,6;0,691;0,701;0,687;0,061;0,061;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"discours";0,696;0,011;0,6;0,691;0,701;0,687;0,646;0,646;0,052;0,725;0,739;0,675;0,072;0,642;0,717;0,609;0,657;0,742
"diriger";0,696;0,72;0,118;0,691;0,701;0,687;0,646;0;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"diffusion";0,696;0,72;0,6;0,691;0,018;0,027;0,646;0,061;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"descendre";0,696;0,72;0,6;0,691;0,701;0,027;0,646;0,646;0;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"cécile";0,696;0,72;0,118;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,035;0,072;0,642;0,717;0,609;0,657;0,742
"culinaire";0,696;0,72;0,6;0,024;0,018;0,687;0,646;0,646;0,654;0,725;0,005;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"cuisinier";0,021;0,72;0,6;0,024;0,018;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"créateur";0,021;0,72;0,6;0,691;0,018;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,065;0,717;0,609;0,657;0,742
"craquer";0,696;0,72;0,6;0,691;0,018;0,687;0,646;0,646;0,654;0,725;0,005;0,675;0,072;0,642;0,717;0,609;0,657;0,742
"court";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,005;0,035;0,072;0,642;0,717;0,609;0,657;0,742
"couleur";0,696;0,72;0,118;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,005;0,675;0,072;0,642;0,717;0,609;0,657;0,742
"costume";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,061;0,052;0,725;0,739;0,675;0,072;0,642;0,717;0,609;0,657;0,742
"constituer";0,696;0,72;0,6;0,691;0,701;0;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"conservateur";0,696;0,011;0,6;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,035;0,635;0,065;0,717;0,609;0,657;0,742
"conseiller";0,696;0,72;0,6;0,024;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,035;0,635;0,642;0,012;0,609;0,657;0,742
"conquête";0,696;0,72;0;0,691;0,701;0,687;0,646;0,646;0,654;0,009;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"condition";0,696;0,72;0;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,072;0,642;0,717;0,609;0,657;0,742
"conclusion";0,696;0,72;0,118;0,691;0,701;0,687;0,646;0,061;0,052;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"concert";0,696;0,72;0,6;0,024;0,018;0,687;0,646;0,646;0,052;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"complet";0,696;0,72;0,6;0,024;0,701;0,687;0,646;0,646;0,052;0,009;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"com";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0;0,717;0,609;0,657;0,742
"collignon";0,696;0,72;0,6;0,024;0;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"coller";0,021;0,72;0,118;0,691;0,701;0,687;0,646;0,061;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"cockpit";0,696;0,72;0,6;0,691;0,018;0,687;0,646;0,646;0;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"clown";0,696;0,011;0,6;0,691;0,701;0,687;0,646;0,646;0,052;0,725;0,739;0,675;0,072;0,642;0,717;0,609;0,657;0,742
"clervoy";0,696;0,72;0;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"cigarette";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0,052;0,009;0,005;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"chorégraphie";0,696;0,011;0,6;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,005;0,035;0,635;0,642;0,717;0,609;0,657;0,742
"chasse";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0;0,725;0,739;0,675;0,072;0,642;0,717;0,609;0,657;0,742
"charles";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0,052;0,009;0,739;0,675;0,072;0,642;0,717;0,609;0,657;0,742
"chaleur";0,021;0,72;0,6;0,691;0;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"chair";0,021;0,72;0,6;0,691;0,701;0,687;0,061;0,646;0,052;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"cavale";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0,654;0,009;0,005;0,675;0,072;0,642;0,717;0,609;0,657;0,742
"casser";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,061;0,654;0,725;0,005;0,675;0,072;0,642;0,717;0,609;0,657;0,742
"carolin";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0,052;0,725;0,739;0,675;0,635;0;0,717;0,609;0,657;0,742
"camp";0,696;0,72;0,118;0,691;0,701;0,687;0,061;0,646;0,052;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"camer";0,696;0,011;0,6;0,691;0,701;0,687;0,646;0,061;0,654;0,725;0,005;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"bruxelles";0,696;0,72;0,6;0,024;0,701;0,687;0,061;0,646;0,654;0,725;0,005;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"bretagne";0,021;0,011;0,6;0,691;0,018;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"brennan";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0;0,654;0,009;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"bourgeois";0,696;0,72;0,6;0,691;0,018;0,687;0,646;0,646;0,052;0,725;0,739;0,675;0,072;0,642;0,717;0,609;0,657;0,742
"bourdais";0,696;0,011;0;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"booth";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0;0,654;0,009;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"bleu";0,696;0,72;0,118;0,691;0,701;0,687;0,646;0,646;0,052;0,725;0,739;0,675;0,072;0,642;0,717;0,609;0,657;0,742
"bible";0,696;0,72;0,6;0,691;0,701;0,687;0;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"benjamin";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0,052;0,009;0,739;0,035;0,635;0,642;0,717;0,609;0,657;0,742
"belgique";0,696;0,72;0,118;0,691;0,701;0,687;0,061;0,646;0,654;0,009;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"bde";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,035;0,635;0;0,717;0,609;0,657;0,742
"bataille";0,021;0,72;0,118;0,691;0,701;0,687;0,646;0,061;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"ballon_sonde";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0;0,725;0,739;0,675;0,072;0,642;0,717;0,609;0,657;0,742
"aéronautique";0,696;0,72;0,118;0,691;0,701;0,687;0,646;0,646;0,654;0,009;0,005;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"attraper";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,061;0,052;0,725;0,739;0,675;0,072;0,642;0,717;0,609;0,657;0,742
"atterrissage";0,696;0,011;0,118;0,691;0,701;0,027;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"attal";0,696;0,72;0,6;0,024;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,035;0,635;0,065;0,717;0,609;0,657;0,742
"astronome";0,696;0,72;0,6;0,024;0,701;0,687;0,646;0,646;0,052;0,009;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"assurance";0,696;0,011;0,6;0,024;0,701;0,687;0,646;0,646;0,052;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"assister";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0,052;0,009;0,739;0,675;0,072;0,642;0,717;0,609;0,657;0,742
"assassiner";0,696;0,011;0,6;0,691;0,701;0,687;0,646;0,061;0,654;0,725;0,739;0,035;0,635;0,642;0,717;0,609;0,657;0,742
"article";0,696;0,72;0,6;0,691;0;0,687;0,646;0,646;0,654;0,725;0,739;0,035;0,635;0,642;0,717;0,609;0,657;0,742
"artefact";0,696;0,72;0,6;0,691;0,701;0;0,646;0,646;0,654;0,009;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"apollo";0,696;0,72;0;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"août";0,696;0,72;0,118;0,024;0,018;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"antiquité";0,696;0,72;0,6;0,691;0,701;0;0,646;0,646;0,654;0,009;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"ange";0,696;0,72;0;0,691;0,701;0,687;0,061;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"ancêtre";0,696;0,72;0,6;0,691;0,701;0,027;0,646;0,061;0,654;0,009;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"amérique";0,696;0,72;0,118;0,691;0,701;0,687;0;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"ali";0,021;0,72;0,6;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0;0,717;0,609;0,657;0,742
"affiche";0,696;0;0,6;0,024;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"abriter";0,696;0,72;0;0,691;0,701;0,687;0,646;0,646;0,052;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"abattre";0,696;0,72;0,118;0,691;0,701;0,687;0,646;0,646;0,052;0,725;0,739;0,675;0,635;0,065;0,717;0,609;0,657;0,742
"1er";0;0,011;0,6;0,691;0,701;0,687;0,646;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*duree_00465200";0,696;0,72;0;0,691;0,701;0,687;0,646;0,646;0,654;0,009;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*duree_00462500";0,696;0,72;0,6;0,691;0,701;0,687;0;0,646;0,052;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*notice_1250604012";0,696;0,72;0,6;0,691;0,701;0,027;0;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*notice_5914742001";0,75;0,001;0,669;0,746;0,754;0,742;0,708;0,708;0,715;0,001;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*duree_00425100";0,55;0;0,422;0,256;0,226;0,537;0,482;0,482;0,494;0,59;0,61;0,521;0,445;0,476;0,579;0,434;0,496;0,615
"*notice_5266931001";0,604;0,728;0,074;0,176;0,629;0,169;0,117;0,589;0,127;0,23;0,844;0,928;0;0,113;0,216;0,082;0,13;0,262
"*duree_00115100";0,75;0,769;0,034;0,746;0,754;0,742;0,708;0,708;0,01;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*duree_00233300";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0,136;0,121;0,684;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0
"*notice_376893013";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,708;0,01;0,001;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*duree_00513700";0,822;0,836;0,001;0,819;0,825;0,816;0,791;0,791;0,796;0,839;0,848;0,809;0,784;0,788;0,834;0,768;0,798;0,849
"*notice_1299518012";0,75;0,769;0,669;0,746;0,754;0;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*duree_01453800";0;0,346;0,853;0,467;0,483;0,46;0,4;0,4;0,413;0,52;0,542;0;0,704;0,394;0,507;0,35;0,416;0,547
"*audience_11";0,013;0,563;0,604;0,001;0;0,039;0,019;0,062;0,422;0,237;0,126;0,128;0,312;0;0,064;0,009;0,023;0,092
"*notice_719861019";0,75;0,769;0,669;0,746;0,754;0,742;0;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*notice_1068361011";0,696;0,72;0;0,691;0,701;0,687;0,646;0,646;0,654;0,009;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*duree_00585100";0;0,643;0,498;0;0,103;0,602;0,553;0,553;0,563;0,649;0,667;0,588;0,54;0,548;0,639;0,509;0,566;0,671
"*audience_13";0,029;0,566;0,046;0,512;0,129;0,41;0,632;0,081;0,293;0,181;0;0,824;0,058;0;0,168;0,052;0,091;0,211
"*duree_00064700";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,708;0,715;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0;0,788
"*chaine_TF1";0,291;0,443;0,3;0,1;0,005;0,102;0,951;0;0,003;0,384;0,006;0,184;0,309;0,003;0,022;0,001;0,005;0,038
"*notice_2127313001";0,397;0,436;0,867;0;0;0,381;0,319;0,319;0,889;0,445;0,466;0,362;0,304;0,313;0,431;0,268;0,335;0,475
"*audiencefemme_199";0,652;0,678;0,545;0,647;0,658;0,641;0,596;0;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"*duree_00470600";0,696;0,72;0,6;0,691;0,701;0,027;0;0,646;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*notice_4780571001";0,397;0,436;0;0,389;0,405;0,381;0,24;0,93;0,332;0,538;0,466;0,362;0,304;0,313;0,431;0,268;0,335;0,475
"*chaine_TFX";0,696;0,72;0;0,691;0,701;0,687;0,646;0,646;0,052;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*partdemarche_176";0,498;0,533;0,363;0,491;0;0,483;0,425;0,425;0,437;0,541;0;0,466;0,41;0,419;0,529;0,375;0,44;0,568
"*notice_6030813001";0,696;0,72;0,6;0,691;0,701;0,027;0,061;0,646;0,654;0,725;0,739;0,035;0,635;0,642;0,717;0,609;0,657;0,742
"*duree_00470900";0,614;0,643;0,498;0,608;0,62;0,132;0,553;0;0,563;0,649;0,667;0,588;0,54;0,548;0,639;0,509;0,566;0,671
"*notice_7393928001";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,013;0,715;0,774;0,786;0,006;0,699;0,704;0,767;0,677;0,717;0,788
"*duree_01030900";0,822;0,836;0,762;0,819;0,825;0,816;0,791;0,791;0,796;0,839;0,848;0;0,784;0,788;0,834;0,768;0,798;0,849
"*duree_02214600";0,75;0,769;0,034;0,746;0,754;0,742;0,708;0,708;0,01;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*duree_00351100";0,614;0,643;0,498;0,608;0;0,132;0,553;0,553;0,563;0,649;0,667;0,156;0,251;0,548;0,639;0,509;0,566;0,671
"*notice_2795302001";0,652;0,678;0,003;0,647;0;0,641;0,596;0,596;0,605;0,684;0,7;0,628;0,584;0,591;0,675;0,555;0,608;0,704
"*audiencefemme_36";0,897;0,233;0,194;0,402;0,859;0,145;0,097;0,743;0,8;0,671;0,754;0,518;0,817;0;0,191;0,065;0,109;0,235
"*audience_114";0,75;0,769;0,034;0,746;0,754;0,742;0,708;0,708;0,01;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*duree_00525300";0,75;0,769;0,669;0,746;0,754;0,004;0,708;0,708;0,715;0,001;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*duree_00395400";0,822;0,836;0,762;0,819;0,825;0,816;0,791;0;0,796;0,839;0,848;0,809;0,784;0,788;0,834;0,768;0,798;0,849
"*duree_00130000";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,013;0,715;0,001;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*partdemarche_78";0,696;0,72;0,118;0,691;0,701;0,687;0,646;0,061;0,052;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*notice_3099269001";0,75;0,769;0,034;0,746;0,754;0,742;0,708;0,708;0,01;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*duree_00531300";0,75;0,769;0,669;0,746;0,754;0,742;0,708;0,708;0,715;0;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*audience_33";0,418;0,293;0,452;0,257;0,907;0,25;0,19;0,632;0,202;0,957;0,342;0,231;0,588;0;0,301;0,145;0,205;0,348
"*audience_31";0,696;0,72;0,118;0,691;0,701;0,687;0,646;0,061;0,052;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
"*audience_37";0,75;0,769;0,669;0,746;0,754;0,742;0,013;0,708;0,01;0,774;0,786;0,732;0,699;0,704;0,767;0,677;0,717;0,788
"*notice_230183001";0,397;0,054;0,006;0,389;0,658;0,381;0,319;0,93;0,211;0,445;0;0,362;0,304;0,313;0,431;0,268;0,335;0,475
"*audience_38";0,415;0,453;0,928;0;0,603;0,399;0,337;0,869;0,828;0,462;0;0,38;0,917;0,331;0,449;0,286;0,353;0,491
"*partdemarche_481";0,507;0,49;0,239;0,529;0,484;0,438;0,377;0,734;0,1;0,499;0,009;0,42;0,78;0,371;0,486;0,326;0,393;0,527
"*partdemarche_151";0;0,583;0,572;0,256;0,557;0,537;0,482;0,482;0,494;0,159;0,124;0,521;0,468;0,476;0,579;0,434;0,496;0,615
"*annéededecennie_2010";0,002;0,152;0;0,001;0;0;0,015;0;0,799;0;0,007;0,987;0,002;0;0;0,018;0;0
"*partdemarche_258";0,696;0,72;0,6;0,691;0,701;0,687;0,646;0;0,654;0,725;0,739;0,675;0,635;0,642;0,717;0,609;0,657;0,742
