"";"X.chaine_6ter";"X.chaine_ARTE";"X.chaine_C8";"X.chaine_Canal";"X.chaine_CanalFamily";"X.chaine_D17";"X.chaine_Direct8";"X.chaine_France2";"X.chaine_France3";"X.chaine_France4";"X.chaine_France5";"X.chaine_FranceO";"X.chaine_Gulli";"X.chaine_LaCinquième";"X.chaine_M6";"X.chaine_MonteCarloTMC";"X.chaine_NRJ12";"X.chaine_NT1";"X.chaine_Numéro23";"X.chaine_RMCDécouverteHD24";"X.chaine_RMCStory";"X.chaine_TF1";"X.chaine_TFX";"X.chaine_W9"
"sauver";-0,211;-1,9838;-2,7023;-1,7013;-0,0694;-0,048;-2,7347;-3,8493;-0,6942;42,4835;-1,4331;2,3205;0,2619;-0,0385;-0,2249;-3,8523;-0,8683;-0,4711;-0,2677;-0,8723;-4,4231;-3,6517;-0,0839;-0,0471
"entraîner";-0,1434;-1,3485;-1,8369;-2,6481;-0,0472;-0,0326;-1,1271;-3,3734;-1,269;42,6556;-1,5149;-0,0303;-0,5439;-0,0262;-0,9661;-2,6187;-1,0391;0,2827;-0,182;-0,593;-3,0067;-3,2264;-0,0571;-0,032
"attaque";-0,0405;-0,3806;-0,5184;4,5673;-0,0133;-0,0092;-0,5246;-0,952;-0,3581;-2,0759;0,2032;-0,0085;-0,1535;-0,0074;0,3314;-0,2975;0,309;-0,0904;-0,0514;-0,1673;-0,8485;2,5599;1,4389;-0,009
"école";-0,0422;-0,3964;-0,54;1,7107;-0,0139;-0,0096;-0,5465;0,771;0,2393;-2,1866;-0,1342;-0,0089;-0,1599;-0,0077;0,3187;-0,3169;-0,3055;0,7102;-0,0535;-0,1743;-0,8839;3,1535;-0,0168;-0,0094
"chroniqueur";-0,2093;6,3059;0,8269;1,3531;-0,0688;-0,0476;-2,7128;4,6553;-1,8518;-15,6987;-0,9181;-0,0442;-0,7937;-0,0382;-1,4099;23,4678;-1,5163;-0,4673;-0,2656;-0,8653;-4,3877;-4,7083;-0,0833;-0,0467
"syndicat";-0,0236;-0,222;18,4104;-0,742;-0,0078;-0,0054;-0,306;-0,5553;-0,2089;-1,7706;-0,2494;-0,005;-0,0895;-0,0043;-0,159;-0,4311;-0,171;-0,0527;-0,03;-0,0976;-0,4949;-0,5311;-0,0094;-0,0053
"avion";-0,0185;1,2442;-0,2376;-0,583;-0,0061;-0,0042;-0,2404;-0,4363;-0,1641;-1,3912;-0,1959;-0,0039;-0,0703;-0,0034;-0,125;1,4575;-0,1344;-0,0414;-0,0235;-0,0767;0,228;2,9112;-0,0074;-0,0041
"terrestre";-0,0253;-0,2378;-0,324;1,0739;-0,0083;-0,0057;-0,3279;-0,2085;0,395;-1,8971;-0,2672;-0,0053;-0,0959;-0,0046;1,2519;-0,1392;-0,1833;-0,0565;-0,0321;-0,1046;-0,5303;3,0558;-0,0101;-0,0056
"don";-0,0169;-0,1586;0,4069;-0,1686;-0,0055;-0,0038;0,4029;-0,3966;-0,1492;-1,2647;-0,1781;-0,0036;-0,064;-0,0031;0,638;-0,3079;1,5252;-0,0377;-0,0214;1,98;-0,3535;0,6959;-0,0067;-0,0038
"doo";-0,0185;-0,1744;-0,2376;-0,583;-0,0061;-0,0042;-0,2404;-0,4363;13,6957;-0,7173;-0,1959;-0,0039;-0,0703;-0,0034;-0,125;-0,3387;-0,1344;-0,0414;-0,0235;-0,0767;-0,3889;-0,4173;-0,0074;-0,0041
"christopher";-0,0236;-0,222;0,2997;-0,742;-0,0078;-0,0054;-0,306;-0,5553;-0,2089;-1,7706;-0,2494;-0,005;-0,0895;-0,0043;-0,159;-0,4311;-0,171;-0,0527;-0,03;-0,0976;-0,4949;12,9037;-0,0094;-0,0053
"traverser";-0,027;-0,2537;-0,3456;12,9478;-0,0089;-0,0061;-0,3497;-0,2315;-0,2387;-2,0236;-0,285;-0,0057;-0,1023;-0,0049;-0,1818;-0,4927;-0,1955;-0,0602;-0,0342;-0,1116;-0,5657;-0,607;-0,0107;-0,006
"julien";-0,0911;-0,8565;-1,1667;-0,6162;-0,03;-0,0207;-0,6021;-1,3524;-0,806;-6,8321;-0,9622;-0,0192;-0,3455;-0,0166;-0,6136;48,7786;-0,6599;-0,2034;-0,1156;-0,3766;-1,9097;-2,0492;-0,0362;-0,0203
"cabrol";-0,0388;9,9531;-0,4968;-1,219;-0,0128;-0,0088;-0,5028;-0,9123;-0,3432;-2,9092;0,2142;-0,0082;-0,1471;-0,0071;-0,2613;7,0219;-0,281;-0,0866;-0,0492;-0,1604;-0,8132;-0,8726;-0,0154;-0,0087
"02";-0,0371;0,7312;0,5383;-1,166;-0,0122;-0,0084;3,2798;-0,8727;-0,3283;-2,7827;-0,3919;-0,0078;-0,1407;-0,0068;-0,2499;8,4542;-0,2688;-0,0828;-0,0471;-0,1534;-0,7778;-0,8346;-0,0148;-0,0083
"03";-0,0236;0,3977;0,8366;-0,742;-0,0078;-0,0054;1,5432;-0,5553;-0,2089;-1,7706;-0,2494;-0,005;-0,0895;-0,0043;-0,159;6,0057;-0,171;-0,0527;-0,03;-0,0976;-0,4949;-0,5311;-0,0094;-0,0053
"00";-0,0573;-0,1842;14,6569;-1,0686;-0,0189;-0,013;2,2426;-1,3488;-0,5074;-4,3009;-0,6057;-0,0121;-0,2175;-0,0105;-0,3863;2,7608;-0,4155;-0,128;-0,0728;-0,2371;-1,2022;-1,29;-0,0228;-0,0128
"01";-0,0438;-0,4123;2,8896;-1,3781;-0,0144;-0,01;2,8637;-1,0314;-0,388;-3,2887;-0,4632;-0,0093;-0,1663;-0,008;-0,2954;9,672;-0,3177;-0,0979;-0,0556;-0,1813;-0,9193;-0,9864;-0,0174;-0,0098
"07";-0,032;-0,3013;3,6914;-1,007;-0,0105;-0,0073;3,664;-0,7536;-0,2835;-2,4031;-0,3384;-0,0068;-0,1215;-0,0059;-0,2158;3,7721;-0,2321;-0,0715;-0,0407;-0,1325;-0,6717;-0,7208;-0,0127;-0,0072
"04";-0,0287;0,9117;2,1017;-0,901;-0,0094;-0,0065;0,2403;-0,6743;-0,2537;-2,1501;-0,3028;-0,0061;-0,1087;-0,0052;-0,1931;7,557;-0,2077;-0,064;-0,0364;-0,1185;-0,601;-0,6449;-0,0114;-0,0064
"05";-0,0304;0,3172;6,0664;-0,954;-0,01;-0,0069;0,657;-0,714;-0,2686;-2,2766;-0,3206;-0,0064;-0,1151;-0,0055;-0,2045;3,9452;-0,2199;-0,0678;-0,0385;-0,1255;-0,6364;-0,6829;-0,0121;-0,0068
"08";-0,0287;0,335;2,1017;-0,901;-0,0094;-0,0065;1,3191;2,6309;-0,2537;-2,1501;-0,3028;-0,0061;-0,1087;-0,0052;-0,1931;0,974;-0,2077;-0,064;-0,0364;-0,1185;-0,601;-0,6449;-0,0114;-0,0064
"09";-0,0337;0,2855;1,8432;-0,2276;-0,0111;-0,0077;2,6256;-0,7933;-0,2984;-2,5296;-0,3563;-0,0071;-0,1279;-0,0062;-0,2272;4,545;-0,2444;-0,0753;-0,0428;-0,1394;-0,7071;-0,7588;-0,0134;-0,0075
"sorte";-0,0219;-0,2061;-0,2808;0,7422;1,7836;-0,005;0,3186;0,5008;-0,194;-0,9121;0,3838;-0,0046;-0,0831;-0,004;-0,1477;-0,4003;-0,1588;-0,0489;-0,0278;-0,0906;-0,4596;1,7236;-0,0087;-0,0049
"confronter";-0,0169;-0,1586;-0,216;-0,1686;-0,0055;-0,0038;-0,2186;0,2227;2,4133;-1,2647;0,4731;-0,0036;-0,064;-0,0031;0,638;0,2943;-0,1222;-0,0377;-0,0214;-0,0697;-0,3535;0,6959;-0,0067;-0,0038
"une";-0,2313;-4,74;-14,2266;-0,4667;-0,2254;1,8088;-3,336;0,3308;-0,3679;19,1003;-2,6618;-0,3902;-1,6615;0,2673;1,76;-6,626;-2,5152;0,8211;-1,5354;-0,7523;-0,4038;3,2323;0,2994;1,1661
"scientifique";-0,0641;-0,6027;-0,8209;0,5731;-0,0211;-0,0146;0,9414;-0,2414;-0,1999;-0,6571;0,3422;-0,0135;-0,2431;-0,0117;-0,4318;-0,5912;-0,4643;-0,1431;1,8222;1,6485;2,091;-0,7915;-0,0255;-0,0143
"mathieu";-0,0202;12,6727;-0,2592;-0,636;-0,0067;-0,0046;-0,2623;-0,476;-0,179;-0,4173;-0,2137;-0,0043;-0,0767;-0,0037;-0,1363;-0,3695;-0,1466;-0,0452;-0,0257;-0,0837;-0,4242;-0,4552;-0,0081;-0,0045
"il";-1,1015;-1,8728;-4,8145;-1,3112;0,2474;-0,2504;0,4249;-1,5415;1,0935;0,5493;-0,8945;1,0028;0,6089;1,1098;1,4787;-1,7562;8,8634;1,5645;-0,7701;-0,5353;0,4683;1,8852;-0,134;0,3642
"amour";-0,0236;-0,222;-0,3024;-0,2921;-0,0078;-0,0054;1,5432;0,9316;1,1008;-1,7706;0,3597;-0,005;-0,0895;-0,0043;0,5134;-0,4311;0,4874;2,1994;-0,03;-0,0976;-0,4949;-0,5311;-0,0094;-0,0053
"théoricien";-0,0472;-0,444;-0,6048;-1,4841;-0,0155;-0,0107;-0,6121;-1,1107;-0,4178;-3,5418;-0,4988;-0,01;-0,1791;-0,0086;-0,3181;-0,8622;-0,3421;-0,1054;-0,0599;5,3482;18,9973;-1,0623;-0,0188;-0,0105
"quand";-0,0573;-0,5392;-0,7345;1,904;-0,0189;-0,013;-0,7433;1,5965;1,5707;-3,204;0,8092;-0,0121;-0,2175;-0,0105;2,7694;-1,047;-0,4155;1,4587;-0,0728;-0,2371;-1,2022;0,2599;-0,0228;-0,0128
"livre";-0,0573;2,1613;-0,2976;1,4496;-0,0189;-0,013;0,299;0,7668;-0,1672;-4,3009;-0,2212;-0,0121;-0,2175;-0,0105;-0,3863;2,7608;-0,4155;-0,128;-0,0728;-0,2371;0,2987;-1,29;-0,0228;-0,0128
"elle";2,369;-0,4417;-5,8654;-1,1656;-0,1506;-0,1041;6,6916;13,8732;-0,3635;-24,3073;0,2764;-0,0966;0,4395;-0,0836;-0,3487;-0,4944;-3,3177;2,0141;0,4146;-0,7155;-2,3686;11,5716;-0,1822;-0,1022
"vieux";-0,0253;-0,2378;-0,324;-0,3256;-0,0083;-0,0057;-0,3279;-0,595;0,395;-1,1138;0,3377;-0,0053;-0,0959;-0,0046;0,4887;-0,4619;-0,1833;-0,0565;-0,0321;1,6348;-0,5303;5,0482;-0,0101;-0,0056
"kid";-0,0219;-0,2061;-0,2808;-0,689;-0,0072;-0,005;-0,2841;-0,1647;0,4434;-1,6442;-0,2316;-0,0046;-0,0831;-0,004;9,6528;-0,4003;-0,1588;-0,0489;-0,0278;-0,0906;-0,4596;1,0518;-0,0087;-0,0049
"neptuna";-0,0169;-0,1586;-0,216;-0,53;-0,0055;-0,0038;-0,2186;-0,3966;-0,1492;-1,2647;13,9673;-0,0036;-0,064;-0,0031;-0,1136;-0,3079;-0,1222;-0,0377;-0,0214;-0,0697;-0,3535;-0,3793;-0,0067;-0,0038
"nicolas";-0,0169;-0,1586;-0,216;-0,1686;-0,0055;-0,0038;1,0789;2,1016;-0,1492;-1,2647;-0,1781;-0,0036;-0,064;-0,0031;-0,1136;0,835;-0,1222;-0,0377;-0,0214;-0,0697;-0,3535;0,2347;-0,0067;-0,0038
"royal";-0,0185;0,4805;-0,2376;-0,1978;-0,0061;-0,0042;0,3715;-0,4363;-0,1641;-1,3912;0,44;-0,0039;-0,0703;-0,0034;-0,125;0,7671;-0,1344;-0,0414;-0,0235;-0,0767;-0,3889;2,9112;-0,0074;-0,0041
"musique";-0,0236;1,056;-0,3024;0,6738;-0,0078;-0,0054;1,5432;-0,5553;0,4181;-1,7706;0,3597;-0,005;1,7623;-0,0043;-0,159;0,2011;-0,171;-0,0527;-0,03;-0,0976;-0,4949;-0,1735;-0,0094;-0,0053
"revel";-0,0202;-0,1903;15,7787;-0,636;-0,0067;-0,0046;-0,2623;-0,476;-0,179;-1,5177;-0,2137;-0,0043;-0,0767;-0,0037;-0,1363;-0,3695;-0,1466;-0,0452;-0,0257;-0,0837;-0,4242;-0,4552;-0,0081;-0,0045
"super";-0,2008;-1,8885;-2,5724;-3,4447;-0,066;-0,0456;-2,6033;-3,6306;-1,7771;53,9837;-0,3218;-0,0424;-0,7617;-0,0367;-1,3529;-3,6672;-1,4551;-0,4484;-0,2548;-0,8304;-4,2106;-3,4433;-0,0799;-0,0448
"magazine";-0,0253;-0,2378;0,2792;-0,3256;-0,0083;-0,0057;0,7799;2,9578;-0,2238;-1,8971;1,6879;-0,0053;-0,0959;-0,0046;-0,1704;-0,1392;-0,1833;-0,0565;-0,0321;-0,1046;-0,5303;-0,1944;-0,0101;-0,0056
"maître";-0,0253;5,0979;-0,324;-0,795;-0,0083;-0,0057;-0,3279;0,8624;4,005;-1,8971;-0,2672;-0,0053;0,7029;-0,0046;-0,1704;-0,4619;-0,1833;-0,0565;-0,0321;-0,1046;-0,5303;-0,569;-0,0101;-0,0056
"lieu";1,1947;-0,2696;-0,3672;0,2239;1,6681;-0,0065;-0,3716;-0,255;0,3542;-2,1501;-0,3028;-0,0061;2,7408;-0,0052;0,4449;-0,5235;-0,2077;-0,064;-0,0364;0,6219;-0,2133;1,9686;-0,0114;-0,0064
"batman";-0,1772;-1,6661;-2,2695;-5,569;-0,0583;-0,0403;-2,2967;-4,1678;-1,5678;62,8512;-1,8716;-0,0374;-0,672;-0,0324;-1,1936;-3,2354;-1,2838;-0,3956;-0,2248;-0,7326;-3,7148;-3,9862;-0,0705;-0,0396
"très";-0,135;0,2593;-1,7288;-0,3753;-0,0444;-0,0307;-0,6169;1,682;1,7319;1,0507;0,9885;-0,0285;1,5234;1,2582;0,467;-1,0847;-0,9779;0,3007;-0,1713;-0,5581;-1,3444;-2,1168;0,9344;-0,0301
"mystérieux";-0,0489;-0,4599;-0,6264;-0,2448;-0,0161;-0,0111;-0,6339;-0,5736;0,591;-2,6345;-0,5166;-0,0103;-0,1855;-0,0089;-0,3295;-0,3973;0,2535;-0,1092;-0,0621;1,9663;5,2191;1,5174;-0,0195;-0,0109
"petit";-0,4206;-3,9557;-5,3883;-2,5928;-0,1383;-0,0956;-3,467;-1,341;0,4767;37,7202;1,6146;-0,0888;-0,9226;-0,0768;-0,6427;-1,3719;-3,0478;-0,9393;-0,5338;-1,7393;-8,8199;-0,7949;-0,1674;-0,0939
"décider";0,8959;-0,5551;-0,7561;1,3814;-0,0194;-0,0134;-0,7651;-0,1975;-0,1752;-3,3189;0,3838;-0,0125;1,0335;1,6105;1,9115;-0,5249;1,1406;-0,1318;-0,0749;-0,2441;-1,2376;2,1423;-0,0235;-0,0132
"corbière";-0,0219;-0,2061;17,0945;-0,689;-0,0072;-0,005;-0,2841;-0,5156;-0,194;-1,6442;-0,2316;-0,0046;-0,0831;-0,004;-0,1477;-0,4003;-0,1588;-0,0489;-0,0278;-0,0906;-0,4596;-0,4932;-0,0087;-0,0049
"dieu";-0,032;-0,3013;-0,4104;-1,007;-0,0105;-0,0073;1,9062;-0,7536;-0,2835;-2,4031;-0,3384;-0,0068;-0,1215;-0,0059;-0,2158;-0,585;-0,2321;-0,0715;-0,0407;2,4915;6,3945;0,3189;-0,0127;-0,0072
"chrono";-0,0472;-0,444;-0,6048;-1,4841;-0,0155;-0,0107;-0,6121;-1,1107;-0,4178;13,2065;-0,4988;-0,01;-0,1791;-0,0086;-0,3181;-0,8622;-0,3421;-0,1054;-0,0599;-0,1952;-0,99;-0,2357;-0,0188;-0,0105
"mazaurette";-0,0691;-0,6502;-0,8857;-2,1734;-0,0227;-0,0157;-0,8964;-1,6266;-0,6119;-5,1868;-0,7304;-0,0146;-0,2623;-0,0126;-0,4659;47,8299;-0,501;-0,1544;-0,0877;-0,2859;-1,4498;-1,5557;-0,0275;-0,0154
"laure";-0,0911;-0,8565;-1,1667;-2,8628;-0,03;-0,0207;-0,6021;-1,3524;-0,806;-6,8321;-0,9622;-0,0192;-0,3455;-0,0166;-0,6136;-1,6632;-0,6599;-0,2034;-0,1156;-0,3766;-1,9097;53,0535;-0,0362;-0,0203
"ville";-0,0506;-0,1502;-0,648;2,8692;-0,0166;-0,0115;-0,2494;-0,2952;1,7533;-1,4565;-0,181;-0,0107;0,4472;-0,0092;0,2646;-0,418;0,2441;-0,113;-0,0642;0,4177;-0,2362;-0,5654;-0,0201;-0,0113
"etats";-0,0236;0,3977;-0,3024;0,6738;-0,0078;-0,0054;-0,306;0,4575;-0,2089;-1,7706;-0,2494;-0,005;2,9981;-0,0043;-0,159;0,6054;-0,171;-0,0527;-0,03;0,6962;0,5226;-0,5311;-0,0094;-0,0053
"accompagner";-0,0253;0,375;-0,324;0,2778;-0,0083;-0,0057;-0,3279;0,8624;1,0481;-1,8971;0,3377;-0,0053;-0,0959;-0,0046;0,4887;-0,4619;-0,1833;-0,0565;-0,0321;-0,1046;-0,5303;2,2215;-0,0101;-0,0056
"voiture";-0,0219;-0,2061;-0,2808;1,2748;-0,0072;-0,005;-0,2841;-0,5156;-0,194;-1,6442;0,3838;-0,0046;-0,0831;-0,004;-0,1477;0,2203;-0,1588;-0,0489;-0,0278;-0,0906;-0,4596;4,5075;-0,0087;-0,0049
"boy";-0,0995;-0,9359;-1,2748;-3,1281;-0,0327;-0,0226;-1,2901;-2,341;-0,8806;27,7298;-1,0513;-0,021;1,9612;-0,0182;-0,6705;-1,8173;-0,7211;-0,2222;-0,1263;-0,4115;-2,0866;-2,239;-0,0396;-0,0222
"père";-0,0557;-0,5233;-0,7129;-0,3321;-0,0183;-0,0126;0,313;0,4888;0,513;-4,1744;0,4149;-0,0117;-0,2111;-0,0102;-0,3749;-1,0162;1,2023;-0,1243;-0,0706;-0,2301;-1,1668;9,8314;-0,0221;-0,0124
"bon";-0,0337;-0,3171;-0,432;-1,06;-0,0111;8,5848;-0,4372;3,7923;-0,2984;-2,5296;0,7191;-0,0071;0,5933;-0,0062;1,0307;0,3959;-0,2444;0,7981;-0,0428;-0,1394;-0,7071;-0,7588;-0,0134;-0,0075
"margot";-0,0202;-0,1903;-0,2592;9,3098;-0,0067;-0,0046;-0,2623;-0,476;-0,179;-0,8138;-0,2137;-0,0043;-0,0767;-0,0037;-0,1363;-0,3695;-0,1466;-0,0452;-0,0257;-0,0837;-0,4242;-0,4552;-0,0081;-0,0045
"univers";-0,1654;-0,2743;-2,1181;-5,1975;-0,0544;-0,0376;-1,3606;-2,8733;-0,4524;33,0736;-0,6177;-0,0349;-0,6272;-0,0302;-0,5576;-3,0195;-1,1981;-0,3692;-0,2098;-0,6837;-0,4592;-3,7203;-0,0658;-0,0369
"france";-0,1806;4,5253;3,6824;-2,3698;-0,0594;-0,041;15,3359;-0,2669;-0,2924;-13,5443;1,9555;-0,0381;-0,2715;-0,033;-0,632;3,0193;-1,3082;-0,4032;-0,2291;-0,7466;-3,7856;-2,2974;-0,0718;-0,0403
"équipe";0,9871;-0,444;-0,2195;0,6712;-0,0155;-0,0107;-0,6121;-0,545;0,6129;-3,5418;-0,1618;-0,01;0,4712;-0,0086;0,2846;4,1667;1,3801;-0,1054;-0,0599;-0,1952;-0,4617;-0,2357;-0,0188;-0,0105
"vous";-0,0945;-0,3991;7,3373;-0,9912;-0,0311;-0,0215;-0,6342;14,8626;-0,8358;-7,0853;0,4067;-0,0199;-0,3583;-0,0173;-0,241;-1,0158;-0,6844;1,0734;-0,1199;-0,3906;-1,9804;-1,3387;-0,0376;-0,0211
"militaire";2,3737;0,2229;-0,54;1,2255;-0,0139;-0,0096;-0,5465;-0,4613;-0,373;-3,1622;-0,1342;-0,0089;-0,1599;-0,0077;-0,284;-0,7698;-0,3055;-0,0941;-0,0535;1,224;-0,3896;4,7767;1,4215;-0,0094
"sous";3,5812;-0,1669;-0,6913;-0,5653;-0,0177;-0,0123;0,3277;0,517;-0,4775;-2,9751;-0,5701;-0,0114;-0,2047;-0,0099;-0,3636;-0,9854;0,2265;-0,1205;0,836;-0,2231;3,9614;1,8277;-0,0215;-0,012
"agent";-0,0219;-0,2061;-0,2808;-0,2596;-0,0072;-0,005;1,6321;-0,1647;-0,194;-1,6442;-0,2316;-0,0046;-0,0831;-0,004;3,5808;-0,4003;2,3057;-0,0489;-0,0278;-0,0906;-0,4596;-0,1534;-0,0087;-0,0049
"mal";-0,0219;0,4226;-0,2808;0,3468;-0,0072;-0,005;0,3186;2,4467;-0,194;-1,6442;-0,2316;-0,0046;-0,0831;-0,004;0,5402;0,2203;-0,1588;-0,0489;-0,0278;-0,0906;-0,4596;0,5265;-0,0087;-0,0049
"avant";-0,0388;0,2455;-0,1597;-0,3026;-0,0128;-0,0088;-0,1628;2,5712;0,7413;-2,9092;0,6276;-0,0082;0,5416;-0,0071;0,3448;-0,7082;-0,281;1,7776;-0,0492;-0,1604;-0,8132;0,5206;-0,0154;-0,0087
"nous";-0,1654;-0,2743;-0,8534;-0,5247;-0,0544;-0,0376;-1,3606;4,5136;0,6256;-9,6411;0,4453;-0,0349;-0,6272;-0,0302;0,9584;-2,1051;-1,1981;0,2421;7,477;-0,6837;4,2096;1,4753;-0,0658;-0,0369
"spécialiste";-0,0675;9,1198;-0,8641;-0,8338;-0,0222;-0,0153;-0,8745;0,5716;-0,5969;-5,0602;-0,2852;-0,0142;-0,2559;-0,0123;-0,1405;7,5912;-0,4888;0,533;-0,0856;0,8756;-1,4144;-1,5178;-0,0268;-0,0151
"mais";-0,5273;-4,959;-5,5249;-0,6523;-0,1734;-0,1199;-5,6009;-1,6967;-0,5673;28,6346;-0,2894;-0,1113;0,5134;-0,0963;-0,3535;-6,2672;-2,8233;0,8706;-0,6692;-1,397;-2,1647;1,1642;-0,2098;-0,1177
"main";-0,0219;0,4226;-0,2808;-0,2596;-0,0072;-0,005;-0,2841;-0,1647;3,1391;-1,6442;-0,2316;-0,0046;-0,0831;-0,004;-0,1477;0,2203;-0,1588;0,9723;-0,0278;-0,0906;-0,4596;1,7236;-0,0087;-0,0049
"nouveau";0,4016;-0,3014;-1,3403;0,2729;-0,0721;-0,0499;-0,6381;-0,9548;-0,2583;-10,2997;-0,2396;-0,0463;1,3699;-0,0401;0,6091;0,5576;32,2301;-0,1607;-0,2784;-0,4147;0,3585;-1,4621;1,7596;-0,049
"ancien";-0,2752;-1,7378;13,0252;-8,6495;0,7257;-0,0625;-0,513;-2,0132;-2,435;-3,4231;-0,9855;-0,0581;-0,2415;-0,0503;-1,1271;-1,1842;-1,9938;-0,6144;2,0553;3,5094;27,2959;-4,0891;-0,1095;-0,0614
"agir";-0,0523;-0,4916;-0,6697;-0,5338;-0,0172;-0,0119;0,3432;-1,2297;-0,4626;-1,5438;0,8963;-0,011;-0,1983;-0,0095;2,0975;-0,192;-0,3788;0,6276;-0,0663;1,0605;0,6557;1,9032;-0,0208;1,5765
"homme";-0,167;-0,9;-0,8678;2,7664;-0,0549;-0,038;0,4454;-0,8942;-0,4608;-12,5308;1,7379;-0,0353;-0,6336;1,1685;0,9446;-0,734;-1,2103;-0,373;-0,212;2,9728;2,7763;2,4694;0,848;-0,0373
"ministre";-0,0472;1,1105;3,5203;-1,4841;-0,0155;-0,0107;-0,6121;-0,2572;-0,4178;-3,5418;0,5072;-0,01;-0,1791;-0,0086;-0,3181;6,9504;-0,3421;-0,1054;-0,0599;-0,1952;-0,205;-1,0623;-0,0188;-0,0105
"chanson";-0,0337;-0,3171;-0,432;-1,06;-0,0111;-0,0077;3,5275;1,5888;1,5446;-1,06;-0,3563;-0,0071;-0,1279;-0,0062;1,8508;-0,2232;-0,2444;-0,0753;-0,0428;-0,1394;-0,7071;-0,7588;-0,0134;-0,0075
"11";-0,0422;0,2229;0,9249;-0,6971;-0,0139;-0,0096;2,1792;-0,9917;0,2393;-3,1622;-0,4453;-0,0089;-0,1599;-0,0077;-0,284;6,5596;-0,3055;-0,0941;-0,0535;-0,1743;-0,3896;-0,1863;-0,0168;-0,0094
"10";-0,0337;1,4781;1,1535;-1,06;-0,0111;-0,0077;3,5275;-0,7933;0,3036;-2,5296;-0,3563;-0,0071;-0,1279;-0,0062;-0,2272;2,0112;-0,2444;-0,0753;-0,0428;-0,1394;-0,7071;-0,3076;-0,0134;1,7648
"13";-0,0337;1,4781;0,597;-1,06;-0,0111;-0,0077;1,1415;0,2748;-0,2984;-2,5296;1,3533;-0,0071;-0,1279;-0,0062;-0,2272;2,7651;-0,2444;-0,0753;-0,0428;-0,1394;-0,7071;-0,3076;-0,0134;-0,0075
"12";-0,0573;-0,1842;0,6438;-1,8022;-0,0189;-0,013;3,7162;2,1128;-0,5074;-4,3009;-0,6057;-0,0121;-0,2175;-0,0105;-0,3863;4,1971;-0,4155;-0,128;-0,0728;-0,2371;-1,2022;0,5002;-0,0228;-0,0128
"15";-0,0438;0,2125;0,8868;-0,737;-0,0144;-0,01;0,8758;-0,4889;-0,388;-3,2887;2,4703;-0,0093;-0,1663;-0,008;-0,2954;7,3925;-0,3177;-0,0979;-0,0556;-0,1813;-0,9193;-0,9864;-0,0174;-0,0098
"14";-0,0253;2,786;0,2792;-0,3256;-0,0083;-0,0057;3,2494;-0,2085;-0,2238;-1,8971;-0,2672;-0,0053;-0,0959;-0,0046;-0,1704;1,1051;-0,1833;-0,0565;-0,0321;-0,1046;-0,5303;-0,569;-0,0101;-0,0056
"17";-0,0354;0,2713;1,1019;-0,5417;-0,0116;-0,008;1,0901;2,8277;-0,3134;-2,6561;-0,3741;-0,0075;-0,1343;-0,0065;-0,2386;1,289;-0,2566;-0,0791;-0,0449;-0,1464;-0,7425;-0,3317;-0,0141;1,7438
"16";-0,032;0,8322;1,9234;-0,2044;-0,0105;-0,0073;0,6221;0,2983;-0,2835;-2,4031;0,2666;-0,0068;-0,1215;-0,0059;-0,2158;2,8942;-0,2321;-0,0715;-0,0407;-0,1325;-0,6717;-0,7208;-0,0127;-0,0072
"19";-0,3733;-0,3361;-4,7813;0,9966;-0,1227;-0,0848;66,8657;-8,7807;-3,3029;-28,004;-2,2173;-0,0788;-1,4157;-0,0682;-2,5147;37,9252;-2,7045;-0,8335;-0,4736;-1,5433;-7,8263;-8,3981;-0,1485;-0,0833
"18";-0,0928;-0,8724;-1,1883;-2,9159;-0,0305;-0,0211;50,7431;-1,3854;-0,8209;-6,9587;-0,2084;-0,0196;-0,3519;-0,0169;-0,625;0,4903;-0,6722;-0,2072;-0,1177;-0,3836;-1,9451;-1,3073;-0,0369;-0,0207
"spectacle";-0,0202;0,4501;-0,2592;-0,636;-0,0067;-0,0046;0,9404;2,6253;-0,179;-1,5177;0,4104;-0,0043;-0,0767;-0,0037;-0,1363;0,707;-0,1466;-0,0452;-0,0257;-0,0837;-0,4242;-0,1339;-0,0081;-0,0045
"trace";-0,0455;1,825;-0,5832;9,5544;-0,015;-0,0103;-0,5902;-1,071;-0,4029;-3,4152;-0,481;-0,0096;-0,1727;-0,0083;-0,3067;-0,8314;-0,3299;-0,1017;-0,0578;-0,1883;0,8063;-0,2188;-0,0181;-0,0102
"extraire";-0,2498;-2,3492;-0,378;-1,143;-0,0821;-0,0568;9,1071;-3,8155;-2,2106;-18,7413;2,1603;-0,0527;-0,9475;-0,0456;0,2732;23,0473;-1,8101;-0,5578;-0,317;-1,033;-5,238;6,279;-0,0994;-0,0558
"fille";-0,3428;-2,2906;-4,3913;-7,2431;-0,1127;-0,0779;-2,0339;-0,4056;-1,5108;57,9064;-1,453;-0,0724;-1,3002;-0,0626;-2,3095;-5,057;-0,7376;0,2806;-0,435;-1,4174;-7,1878;-1,9973;-0,1364;-0,0765
"show";-0,0287;-0,2696;-0,3672;10,4769;-0,0094;-0,0065;0,2403;-0,255;-0,2537;-2,1501;-0,3028;-0,0061;-0,1087;-0,0052;0,4449;-0,5235;-0,2077;-0,064;-0,0364;-0,1185;-0,601;-0,6449;-0,0114;-0,0064
