"";"X.chaine_6ter";"X.chaine_ARTE";"X.chaine_C8";"X.chaine_Canal";"X.chaine_CanalFamily";"X.chaine_D17";"X.chaine_Direct8";"X.chaine_France2";"X.chaine_France3";"X.chaine_France4";"X.chaine_France5";"X.chaine_FranceO";"X.chaine_Gulli";"X.chaine_LaCinquième";"X.chaine_M6";"X.chaine_MonteCarloTMC";"X.chaine_NRJ12";"X.chaine_NT1";"X.chaine_Numéro23";"X.chaine_RMCDécouverteHD24";"X.chaine_RMCStory";"X.chaine_TF1";"X.chaine_TFX";"X.chaine_W9"
"hors";-0,0523;-0,4916;-0,6697;-0,942;-0,0172;-0,0119;-0,6777;-1,2297;-0,1437;10,9159;-0,5522;-0,011;-0,1983;-0,0095;0,2553;-0,439;-0,3788;-0,1167;-0,0663;-0,2162;-1,0961;-0,5929;-0,0208;-0,0117
"communauté";-0,0253;-0,2378;4,3526;0,2778;-0,0083;-0,0057;-0,3279;1,4414;-0,2238;-1,8971;-0,2672;-0,0053;-0,0959;-0,0046;-0,1704;-0,1392;-0,1833;-0,0565;-0,0321;-0,1046;0,4817;-0,569;-0,0101;-0,0056
"servir";-0,0658;-0,6185;-0,8425;-1,2845;-0,0216;-0,015;-0,3735;-0,2568;-0,2084;7,9971;-0,6948;-0,0139;-0,2495;-0,012;-0,4431;-1,2011;-0,4766;-0,1469;-0,0835;0,3322;0,7303;-1,4798;-0,0262;-0,0147
"appeler";-0,0253;0,375;-0,324;0,2778;-0,0083;-0,0057;-0,3279;0,4187;-0,2238;-1,8971;0,3377;-0,0053;0,7029;-0,0046;-0,1704;-0,1392;-0,1833;-0,0565;-0,0321;-0,1046;0,9701;1,501;-0,0101;-0,0056
"falloir";-0,0438;-0,4123;0,8868;-1,3781;-0,0144;-0,01;0,4352;1,6561;0,2286;-3,2887;-0,1432;-0,0093;0,4974;-0,008;1,5422;-0,8006;-0,3177;0,695;-0,0556;-0,1813;-0,9193;3,0266;-0,0174;-0,0098
"soucoupe";-0,0304;-0,2854;-0,3888;-0,1821;1,6436;-0,0069;-0,3935;-0,714;1,6681;-1,4262;2,2957;-0,0064;1,5534;-0,0055;4,1323;-0,5542;-0,2199;-0,0678;-0,0385;-0,1255;-0,6364;-0,6829;-0,0121;-0,0068
"interview";-0,1502;-0,4235;-0,7262;-1,3112;-0,0494;-0,0341;10,4412;1,3461;-1,3287;-11,264;-0,2859;-0,0317;-0,5695;-0,0274;-1,0116;16,6376;-1,088;-0,3353;-0,1905;-0,6209;-3,1483;-0,2757;-0,0597;-0,0335
"nombre";-0,0202;0,4501;-0,2592;-0,636;-0,0067;-0,0046;-0,2623;-0,144;-0,179;-1,5177;0,4104;-0,0043;-0,0767;-0,0037;-0,1363;0,2419;-0,1466;-0,0452;2,8131;-0,0837;1,9556;0,5761;-0,0081;-0,0045
"pizza";-0,0742;-0,6978;-0,9506;-1,5055;-0,0244;-0,0169;-0,962;-1,7456;-0,6567;-5,5664;-0,7839;-0,0157;-0,2815;-0,0136;-0,5;-1,3551;62,6473;-0,1657;-0,0942;-0,3068;-1,5559;-0,969;-0,0295;-0,0166
"rire";-0,0219;-0,2061;-0,2808;-0,689;-0,0072;-0,005;-0,2841;0,5008;0,4434;-1,6442;-0,2316;-0,0046;-0,0831;-0,004;0,5402;-0,4003;-0,1588;-0,0489;-0,0278;-0,0906;-0,4596;6,9824;-0,0087;-0,0049
"l";0,8655;7,1374;-2,7502;0,5753;2,4885;-0,5872;-1,4682;1,0263;1,9391;-2,8271;4,5857;0,4524;-0,3383;1,0365;-0,3909;-0,3776;-9,3893;0,362;-0,2737;-0,5202;0,7286;-0,4101;0,3821;-0,5767
"alexis";-0,0219;-0,2061;17,0945;-0,689;-0,0072;-0,005;-0,2841;-0,5156;-0,194;-1,6442;-0,2316;-0,0046;-0,0831;-0,004;-0,1477;-0,4003;-0,1588;-0,0489;-0,0278;-0,0906;-0,4596;-0,4932;-0,0087;-0,0049
"survivant";-0,0304;-0,2854;-0,3888;12,9576;-0,01;-0,0069;-0,3935;-0,714;-0,2686;-2,2766;-0,3206;-0,0064;-0,1151;-0,0055;-0,2045;-0,5542;-0,2199;-0,0678;-0,0385;-0,1255;-0,6364;0,3455;-0,0121;-0,0068
"enlever";-0,027;-0,2537;-0,3456;1,5315;-0,0089;-0,0061;-0,3497;-0,6346;-0,2387;-0,7198;-0,285;-0,0057;1,6505;-0,0049;2,1263;-0,4927;-0,1955;-0,0602;-0,0342;-0,1116;-0,5657;1,4051;-0,0107;-0,006
"responsable";-0,0202;-0,1903;0,3473;-0,2281;-0,0067;-0,0046;-0,2623;1,7907;-0,179;-1,5177;1,0886;-0,0043;-0,0767;-0,0037;-0,1363;-0,3695;-0,1466;-0,0452;-0,0257;-0,0837;-0,4242;1,8541;-0,0081;-0,0045
"prendre";-0,1687;-0,9124;-2,1614;0,768;-0,0555;-0,0384;-0,567;-0,312;0,6031;-7,8905;-0,3708;-0,0356;-0,64;-0,0308;0,9311;-2,1591;39,2498;0,67;-0,2141;-0,6977;-1,8826;-0,2678;-0,0671;-0,0377
"alors";0,6634;-0,9993;-0,7364;4,2631;-0,0349;-0,0242;-0,7487;0,3236;2,2782;-4,7198;0,3307;-0,0224;-0,4031;-0,0194;2,2447;-0,7313;1,5154;0,3758;-0,1349;-0,134;-1,4255;-0,2465;1,0326;-0,0237
"livreur";-0,0725;-0,682;-0,929;-1,4609;-0,0238;-0,0165;-0,9401;-1,7059;-0,6417;-5,4399;-0,7661;-0,0153;-0,2751;-0,0132;-0,4886;-1,3243;63,978;-0,1619;-0,092;-0,2999;-1,5205;-1,6316;-0,0289;-0,0162
"état";-0,0371;1,3704;-0,4752;-1,166;-0,0122;-0,0084;-0,4809;0,2337;-0,3283;-2,7827;0,2259;-0,0078;-0,1407;-0,0068;-0,2499;-0,6774;-0,2688;-0,0828;-0,0471;-0,1534;10,2621;0,252;-0,0148;-0,0083
"plaindre";-0,0169;-0,1586;0,4069;-0,53;-0,0055;-0,0038;-0,2186;2,1016;0,5365;-1,2647;-0,1781;-0,0036;-0,064;-0,0031;-0,1136;0,835;-0,1222;-0,0377;-0,0214;-0,0697;-0,3535;0,6959;-0,0067;-0,0038
"grave";-0,1822;-1,0128;-2,3344;-3,6763;-0,0599;-0,0414;-2,3624;-4,287;-1,6126;56,0199;-1,1825;-0,0385;-0,6912;-0,0333;-1,2278;-3,3279;-1,3205;-0,4069;-0,2313;-0,7535;-3,8211;-4,1002;-0,0725;-0,0407
"avouer";-0,0169;-0,1586;-0,216;-0,53;-0,0055;-0,0038;-0,2186;-0,3966;0,5365;-1,2647;-0,1781;-0,0036;2,0514;-0,0031;-0,1136;-0,3079;-0,1222;1,0807;-0,0214;-0,0697;-0,3535;4,2733;-0,0067;-0,0038
"de";0,465;10,0301;5,1987;2,5141;1,0274;0,394;3,2213;7,7629;-0,6912;-51,7282;3,005;1,1138;0,3142;0,5872;-0,4112;-0,4439;3,7874;-0,4395;1,0371;-2,0408;-1,6336;1,1031;0,4765;-0,4201
"du";-0,2422;10,874;17,2104;-0,5254;0,2626;7,15;2,2483;1,7005;-0,5059;-65,7747;1,7647;-0,2203;-0,6923;0,4495;0,7517;1,153;-4,5202;0,3566;-1,3243;-0,4535;1,5994;1,1251;-0,4153;-0,233
"malgré";2,5242;-0,333;-0,4536;9,664;-0,0116;-0,008;-0,459;-0,833;-0,3134;-2,6561;0,6866;-0,0075;-0,1343;-0,0065;-0,2386;-0,6466;-0,2566;-0,0791;-0,0449;-0,1464;-0,2982;-0,3317;-0,0141;-0,0079
"déage";-0,0169;-0,1586;-0,216;9,4004;-0,0055;-0,0038;-0,2186;-0,3966;-0,1492;-1,2647;-0,1781;-0,0036;-0,064;-0,0031;-0,1136;-0,3079;-0,1222;-0,0377;-0,0214;-0,0697;-0,3535;-0,3793;-0,0067;-0,0038
"bien";-0,2498;-1,0144;-2,2674;0,4696;-0,0821;-0,0568;-1,1931;-1,0313;-0,3589;14,2503;-0,8232;-0,0527;-0,9475;-0,0456;-0,3308;-4,562;-1,8101;-0,1977;3,0631;0,377;-1,6506;-0,7012;-0,0994;-0,0558
"auteur";-0,0945;5,3845;-1,2099;0,5059;-0,0311;-0,0215;0,2817;2,5475;-0,3647;-7,0853;-0,2161;-0,0199;0,2505;-0,0173;0,3707;6,1738;-0,6844;-0,2109;-0,1199;-0,3906;-1,9804;-2,1251;-0,0376;-0,0211
"bras";-0,0169;2,3403;-0,216;-0,53;-0,0055;-0,0038;-0,2186;1,301;-0,1492;-1,2647;-0,1781;-0,0036;-0,064;-0,0031;-0,1136;-0,3079;-0,1222;-0,0377;-0,0214;-0,0697;-0,3535;2,1676;-0,0067;-0,0038
"ils";0,6879;-4,2839;-7,3749;-3,3185;-0,2236;-0,1545;-3,6319;-4,2077;1,0416;36,3132;-2,0973;-0,1435;0,6243;-0,1242;-1,6707;-7,8507;-1,4929;1,6089;-0,386;1,2265;0,5569;-1,0189;-0,2705;-0,1518
"thierry";-0,0422;4,688;11,9815;-0,6971;-0,0139;-0,0096;-0,5465;-0,9917;-0,373;-3,1622;0,5753;-0,0089;-0,1599;-0,0077;-0,284;-0,3169;-0,3055;-0,0941;-0,0535;-0,1743;-0,8839;-0,9485;-0,0168;-0,0094
"carbonnier";-0,0675;-0,6344;-0,8641;-2,1204;-0,0222;-0,0153;-0,8745;-1,5869;-0,5969;-5,0602;-0,7126;-0,0142;-0,2559;-0,0123;-0,4545;46,6615;-0,4888;-0,1506;-0,0856;-0,2789;-1,4144;-1,5178;-0,0268;-0,0151
"bunny";-0,027;-0,2537;-0,3456;12,9478;-0,0089;-0,0061;-0,3497;-0,6346;-0,2387;-1,2168;-0,285;-0,0057;-0,1023;-0,0049;-0,1818;-0,4927;-0,1955;-0,0602;-0,0342;-0,1116;-0,5657;-0,607;-0,0107;-0,006
"raid";-0,0253;-0,2378;19,7264;-0,795;-0,0083;-0,0057;-0,3279;-0,595;-0,2238;-1,8971;-0,2672;-0,0053;-0,0959;-0,0046;-0,1704;-0,4619;-0,1833;-0,0565;-0,0321;-0,1046;-0,5303;-0,569;-0,0101;-0,0056
"déclaration";-0,0422;1,9427;3,8562;-1,3251;-0,0139;-0,0096;-0,5465;-0,9917;-0,373;-3,1622;-0,4453;-0,0089;-0,1599;-0,0077;-0,284;9,9793;-0,3055;-0,0941;-0,0535;-0,1743;-0,8839;-0,9485;-0,0168;-0,0094
"contact";-0,0472;-0,444;-0,6048;2,5094;-0,0155;-0,0107;-0,2237;-0,2572;-0,4178;-3,5418;-0,4988;-0,01;-0,1791;-0,0086;-0,3181;-0,8622;-0,3421;-0,1054;-0,0599;1,1371;6,323;-0,2357;-0,0188;-0,0105
"the";-0,032;6,8449;-0,4104;1,2318;-0,0105;-0,0073;0,2106;-0,3038;-0,2835;-2,4031;-0,3384;-0,0068;-0,1215;-0,0059;1,0692;-0,2055;-0,2321;-0,0715;-0,0407;-0,1325;-0,2548;-0,7208;-0,0127;-0,0072
"poser";-0,0304;-0,2854;-0,3888;0,8414;-0,01;-0,0069;0,657;0,3241;0,3361;-2,2766;3,2395;-0,0064;0,6329;-0,0055;1,1103;-0,5542;-0,2199;-0,0678;-0,0385;-0,1255;-0,2338;-0,6829;-0,0121;-0,0068
"lci";-0,0371;-0,3489;11,577;-1,166;-0,0122;-0,0084;-0,1513;-0,8727;-0,3283;-2,7827;-0,3919;-0,0078;-0,1407;-0,0068;-0,2499;4,1943;-0,2688;-0,0828;-0,0471;-0,1534;-0,7778;-0,8346;-0,0148;-0,0083
"bord";-0,0236;-0,222;-0,3024;0,3101;-0,0078;-0,0054;-0,306;-0,5553;8,3788;-1,7706;1,7718;-0,005;-0,0895;-0,0043;-0,159;-0,4311;-0,171;0,942;-0,03;-0,0976;-0,4949;-0,5311;-0,0094;-0,0053
"loin";-0,0202;-0,1903;-0,2592;0,3887;-0,0067;-0,0046;-0,2623;1,7907;-0,179;-1,5177;-0,2137;-0,0043;-0,0767;-0,0037;1,4315;0,2419;-0,1466;-0,0452;-0,0257;-0,0837;-0,4242;1,1389;-0,0081;-0,0045
"connaître";-0,054;0,9751;-0,6913;-0,3093;-0,0177;-0,0123;-0,6995;3,5666;0,5311;-4,0479;0,4316;-0,0114;1,1003;-0,0099;0,2464;-0,9854;-0,391;0,6156;-0,0685;-0,2231;0,9972;0,2942;-0,0215;-0,012
"peupler";-0,0438;-0,4123;-0,5616;-0,737;-0,0144;-0,01;-0,5684;-1,0314;-0,388;-3,2887;-0,1432;-0,0093;-0,1663;-0,008;-0,2954;-0,8006;34,9444;-0,0979;-0,0556;-0,1813;-0,9193;-0,9864;-0,0174;-0,0098
"commencer";-0,0472;-0,444;-0,2195;0,6712;-0,0155;7,9612;-0,2237;1,0361;-0,4178;-2,5218;-0,1618;-0,01;-0,1791;-0,0086;0,2846;-0,3768;0,2635;1,6155;-0,0599;0,4412;-0,205;-0,2357;-0,0188;-0,0105
"occasion";-0,0304;0,3172;0,2281;-0,1821;-0,01;-0,0069;2,8476;1,7831;-0,2686;-2,2766;0,2823;-0,0064;-0,1151;-0,0055;-0,2045;-0,5542;0,4009;-0,0678;-0,0385;-0,1255;0,3806;-0,6829;-0,0121;-0,0068
"sujet";-0,0573;-0,1842;1,6371;0,2526;-0,0189;-0,013;-0,7433;1,1464;-0,1672;-4,3009;1,9589;-0,0121;-0,2175;-0,0105;-0,3863;3,4489;-0,4155;-0,128;-0,0728;-0,2371;-1,2022;0,2599;-0,0228;-0,0128
"rentrer";-0,0202;-0,1903;-0,2592;0,3887;-0,0067;-0,0046;0,3436;1,0943;-0,179;-1,5177;0,4104;-0,0043;0,7906;-0,0037;0,5696;0,2419;-0,1466;-0,0452;-0,0257;-0,0837;0,2052;-0,1339;-0,0081;-0,0045
"zone";-0,0185;0,4805;-0,2376;-0,1978;-0,0061;-0,0042;-0,2404;-0,4363;-0,1641;-1,3912;1,1563;-0,0039;-0,0703;-0,0034;-0,125;2,3106;-0,1344;-0,0414;-0,0235;-0,0767;0,6767;0,2094;-0,0074;-0,0041
"donner";-0,0573;0,4614;-0,7345;0,2526;-0,0189;-0,013;-0,303;1,5965;-0,5074;-4,3009;0,399;-0,0121;3,8887;1,623;1,2455;-1,047;-0,4155;0,5929;-0,0728;-0,2371;0,2987;0,8214;-0,0228;-0,0128
"partager";-0,0202;-0,1903;-0,2592;3,9099;-0,0067;-0,0046;-0,2623;-0,476;-0,179;-1,5177;0,4104;-0,0043;-0,0767;-0,0037;0,5696;0,2419;-0,1466;-0,0452;-0,0257;0,7564;-0,4242;-0,1339;-0,0081;-0,0045
"quelques";-0,0388;-0,3647;-0,4968;0,572;-0,0128;-0,0088;0,505;3,3056;0,2626;-2,9092;0,6276;-0,0082;-0,1471;-0,0071;0,3448;-0,7082;-0,281;-0,0866;-0,0492;-0,1604;0,5745;0,2334;-0,0154;-0,0087
"urgentiste";-0,0202;-0,1903;13,4036;-0,636;-0,0067;-0,0046;-0,2623;-0,476;-0,179;-1,5177;-0,2137;-0,0043;-0,0767;-0,0037;-0,1363;0,2419;-0,1466;-0,0452;-0,0257;-0,0837;-0,4242;-0,4552;-0,0081;-0,0045
"gilet";-0,0371;-0,3489;26,3035;-1,166;-0,0122;-0,0084;-0,4809;-0,3807;-0,3283;-2,7827;-0,3919;-0,0078;-0,1407;-0,0068;-0,2499;-0,6774;-0,2688;-0,0828;-0,0471;-0,1534;-0,7778;-0,8346;-0,0148;-0,0083
"ciel";-0,0506;-0,4757;-0,648;-0,5028;-0,0166;-0,0115;0,3596;0,307;-0,4477;-2,7477;0,4675;-0,0107;0,4472;-0,0092;-0,3408;-0,9238;-0,3666;-0,113;-0,0642;0,4177;11,182;-0,5654;-0,0201;-0,0113
"finir";-0,1231;-1,1581;-1,5775;-2,8502;-0,0405;-0,028;-0,9177;-0,9593;-0,539;24,7054;-0,6924;-0,026;-0,4671;-0,0225;-0,8297;-2,2488;-0,8923;0,3287;-0,1563;-0,5092;-2,582;-0,5864;-0,049;-0,0275
"echoué";-0,0253;-0,2378;-0,324;14,1025;-0,0083;-0,0057;-0,3279;-0,595;-0,2238;-1,8971;-0,2672;-0,0053;-0,0959;-0,0046;-0,1704;-0,4619;-0,1833;-0,0565;-0,0321;-0,1046;-0,5303;-0,569;-0,0101;-0,0056
"cas";-0,0506;4,1294;-0,2449;-0,2656;-0,0166;-0,0115;-0,6558;0,936;-0,4477;-3,7948;-0,181;-0,0107;-0,1919;-0,0092;-0,3408;3,9047;-0,3666;-0,113;-0,0642;0,4177;-0,2362;-0,5654;-0,0201;-0,0113
"car";-0,032;-0,3013;-0,4104;1,7819;-0,0105;-0,0073;0,2106;0,2983;0,8741;-0,9722;-0,3384;-0,0068;0,6125;-0,0059;1,0692;-0,585;-0,2321;-0,0715;-0,0407;-0,1325;-0,6717;0,6801;-0,0127;-0,0072
"discussion";-0,0219;-0,2061;9,0552;-0,689;-0,0072;-0,005;-0,2841;-0,5156;-0,194;-1,6442;-0,2316;-0,0046;-0,0831;-0,004;-0,1477;2,0228;-0,1588;-0,0489;-0,0278;-0,0906;-0,4596;-0,4932;-0,0087;-0,0049
"cours";-0,0371;0,2579;-0,4752;1,4724;-0,0122;-0,0084;-0,4809;1,4217;-0,3283;-1,8563;0,6562;-0,0078;-0,1407;-0,0068;-0,2499;-0,6774;-0,2688;-0,0828;-0,0471;-0,1534;0,6113;0,556;-0,0148;1,7238
"michel";-0,0304;-0,2854;-0,3888;-0,4307;-0,01;-0,0069;-0,3935;1,1811;-0,2686;-2,2766;3,2395;-0,0064;-0,1151;-0,0055;-0,2045;1,51;-0,2199;-0,0678;-0,0385;-0,1255;-0,6364;1,237;-0,0121;-0,0068
"cafard";-0,0236;-0,222;-0,3024;13,162;-0,0078;-0,0054;-0,306;-0,5553;-0,2089;-1,7706;-0,2494;-0,005;-0,0895;-0,0043;-0,159;-0,4311;-0,171;-0,0527;-0,03;-0,0976;-0,4949;-0,5311;-0,0094;-0,0053
"découvrir";-0,1231;-0,5878;-1,5775;2,1041;-0,0405;-0,028;-0,9177;-0,6466;1,9345;-7,8275;1,5646;-0,026;-0,4671;1,297;1,9395;-2,2488;-0,8923;1,5938;0,5197;-0,1702;1,5862;2,1475;-0,049;-0,0275
"forme";-0,0624;-0,5868;-0,3388;0,9015;-0,0205;-0,0142;-0,3449;1,0036;-0,1916;-3,5497;-0,2527;-0,0132;0,9927;-0,0114;0,6064;-1,1395;-0,4521;-0,1393;-0,0792;0,3488;6,4706;-1,4039;-0,0248;-0,0139
"valérie";-0,0253;-0,2378;-0,324;-0,795;-0,0083;-0,0057;-0,3279;-0,2085;-0,2238;-1,8971;-0,2672;-0,0053;-0,0959;-0,0046;-0,1704;1,7896;-0,1833;-0,0565;-0,0321;-0,1046;-0,5303;7,4731;-0,0101;-0,0056
"nom";-0,0202;0,4501;-0,2592;-0,636;-0,0067;-0,0046;0,3436;-0,144;-0,179;-1,5177;1,0886;-0,0043;-0,0767;-0,0037;-0,1363;0,2419;-0,1466;-0,0452;-0,0257;-0,0837;1,9556;0,5761;-0,0081;-0,0045
"non";-0,0742;-0,2767;-0,4394;0,8995;1,2625;-0,0169;-0,1989;-0,3396;-0,6567;-5,5664;-0,3301;-0,0157;-0,2815;-0,0136;0,5021;-0,7283;-0,5377;-0,1657;-0,0942;-0,3068;3,3493;4,3775;-0,0295;-0,0166
"emmener";-0,0169;-0,1586;-0,216;-0,53;-0,0055;-0,0038;-0,2186;-0,3966;1,3682;-1,2647;0,4731;-0,0036;-0,064;-0,0031;4,086;-0,3079;-0,1222;-0,0377;-0,0214;-0,0697;0,2542;0,6959;-0,0067;-0,0038
"nos";-0,0455;0,5983;-0,2072;-0,2053;-0,015;-0,0103;-0,2111;2,1464;1,9123;-3,4152;1,6613;-0,0096;-0,1727;-0,0083;0,2954;-0,8314;-0,3299;-0,1017;0,9046;-0,1883;0,4506;-1,0244;-0,0181;-0,0102
"en";1,1101;1,2304;-13,6483;2,8353;-0,425;-0,2938;1,6164;9,3691;1,3638;-41,9769;5,1586;0,8891;0,8146;0,9929;0,7282;1,9462;5,9753;-0,2895;-0,3155;-2,195;-0,463;-0,3054;-0,5143;1,5453
"ex";-0,0236;-0,222;11,961;-0,2921;-0,0078;-0,0054;-0,306;-0,1863;-0,2089;-1,7706;-0,2494;-0,005;-0,0895;-0,0043;-0,159;0,2011;-0,171;-0,0527;-0,03;-0,0976;-0,4949;-0,5311;-0,0094;-0,0053
"et";-0,9472;-0,5936;-1,6687;4,8801;0,449;-0,6446;-3,2739;6,0023;1,4514;0,5836;0,4493;-0,5986;5,7482;-0,1738;0,4093;-9,451;-1,294;-0,4906;-0,3678;-1,7296;-2,5912;-0,3402;0,3242;-0,239
"album";-0,0253;5,0979;-0,324;-0,795;-0,0083;-0,0057;-0,3279;-0,2085;1,0481;-1,8971;-0,2672;-0,0053;-0,0959;-0,0046;5,9202;-0,4619;-0,1833;-0,0565;-0,0321;-0,1046;-0,5303;-0,569;-0,0101;-0,0056
"marine";-0,0236;1,056;-0,3024;0,6738;-0,0078;-0,0054;-0,306;-0,5553;-0,2089;-1,7706;-0,2494;-0,005;-0,0895;-0,0043;1,3067;1,1801;-0,171;2,1994;-0,03;-0,0976;0,5226;-0,5311;-0,0094;-0,0053
"message";-0,032;-0,3013;-0,4104;3,1514;-0,0105;-0,0073;0,6221;-0,7536;0,3193;-2,4031;-0,3384;-0,0068;-0,1215;-0,0059;-0,2158;-0,585;-0,2321;-0,0715;2,4095;0,5802;0,3528;0,6801;-0,0127;-0,0072
"incroyable";-0,0337;-0,3171;-0,432;-1,06;-0,0111;-0,0077;-0,4372;-0,329;-0,2984;-2,5296;0,7191;-0,0071;-0,1279;-0,0062;1,0307;-0,2232;-0,2444;-0,0753;-0,0428;0,5612;8,4478;-0,3076;-0,0134;-0,0075
"premier";-0,113;1,0348;0,3872;-0,3099;-0,0372;-0,0257;0,6348;0,2709;1,1197;-8,4779;1,7483;-0,0239;0,5908;-0,0206;0,6027;1,0643;-0,3545;0,3558;-0,1434;-0,4673;0,5714;0,3069;-0,045;-0,0252
"presque";-0,0169;-0,1586;-0,216;-0,53;-0,0055;-0,0038;4,2358;-0,3966;1,3682;-1,2647;-0,1781;-0,0036;-0,064;-0,0031;-0,1136;-0,3079;-0,1222;-0,0377;-0,0214;-0,0697;1,4231;-0,3793;-0,0067;-0,0038
"deux";-0,0877;1,4187;0,3322;1,4962;-0,0288;-0,0199;-0,2782;-0,4894;0,591;-3,5677;1,2431;-0,0185;1,392;1,4411;0,4092;-0,2842;-0,6355;-0,1958;-0,1113;-0,3627;-1,1055;0,8506;-0,0349;-0,0196
"ligne";-0,0169;0,5145;-0,216;-0,53;-0,0055;-0,0038;1,0789;0,2227;-0,1492;-1,2647;-0,1781;-0,0036;-0,064;-0,0031;-0,1136;-0,3079;-0,1222;-0,0377;-0,0214;-0,0697;2,273;0,6959;-0,0067;-0,0038
"étrange";-0,0995;-0,9359;-1,2748;0,2807;-0,0327;-0,0226;-1,2901;0,3858;0,8593;-5,1288;-1,0513;-0,021;-0,3775;-0,0182;-0,2614;-1,8173;-0,7211;0,3974;-0,1263;0,6165;15,332;0,931;-0,0396;-0,0222
"disparaître";-0,0287;-0,2696;-0,3672;0,2239;-0,0094;-0,0065;-0,3716;-0,6743;0,3542;-2,1501;0,2993;-0,0061;-0,1087;-0,0052;-0,1931;-0,5235;1,1;0,8632;-0,0364;-0,1185;-0,2133;5,586;-0,0114;-0,0064
"secrétaire";-0,0489;-0,4599;32,9621;-0,859;-0,0161;-0,0111;-0,6339;-0,5736;-0,4328;-3,6683;-0,5166;-0,0103;-0,1855;-0,0089;-0,3295;-0,893;-0,3543;-0,1092;-0,0621;-0,2022;-1,0254;-1,1003;-0,0195;-0,0109
"joli";-0,0287;-0,2696;-0,3672;12,0677;-0,0094;-0,0065;0,2403;-0,255;-0,2537;-2,1501;-0,3028;-0,0061;-0,1087;-0,0052;-0,1931;-0,5235;-0,2077;-0,064;-0,0364;-0,1185;-0,601;-0,6449;-0,0114;-0,0064
"leur";-0,2622;-4,1865;-8,5579;-0,7523;-0,2197;-0,1518;-2,6024;-1,3052;-0,2716;53,1345;-4,865;-0,141;0,2851;0,611;-0,2533;-8,5398;-1,8433;0,5905;0,2371;-1,3144;-4,7001;-3,2886;-0,2658;-0,1491
"sport";-0,0219;-0,2061;-0,2808;0,7422;-0,0072;-0,005;-0,2841;0,5008;-0,194;-1,6442;-0,2316;-0,0046;-0,0831;-0,004;-0,1477;2,0228;-0,1588;-0,0489;-0,0278;-0,0906;-0,4596;1,7236;-0,0087;-0,0049
"3";-0,0843;-0,3366;-0,2516;-2,6507;-0,0277;-0,0192;3,8694;-0,7533;-0,3071;4,3394;-0,4002;-0,0178;-0,3199;-0,0154;-0,5682;0,592;-0,611;0,4537;-0,107;-0,3487;-1,7682;-1,1517;-0,0336;-0,0188
"vrai";-0,027;-0,2537;-0,3456;-0,3599;-0,0089;-0,0061;2,1836;0,7998;0,9996;-2,0236;-0,285;-0,0057;-0,1023;-0,0049;1,2012;-0,1551;-0,1955;-0,0602;-0,0342;-0,1116;0,4447;-0,2159;-0,0107;-0,006
"près_de";-0,0287;0,335;-0,3672;-0,3949;-0,0094;-0,0065;0,2403;-0,6743;4,8787;-2,1501;1,5392;-0,0061;-0,1087;-0,0052;0,4449;0,4866;-0,2077;-0,064;-0,0364;0,6219;-0,601;-0,238;-0,0114;-0,0064
"tropical";-0,1333;-1,2533;-1,7072;-4,1891;-0,0438;-0,0303;-1,7277;-3,1351;-1,1793;47,2672;-1,4079;-0,0281;-0,5055;-0,0243;-0,8979;-2,4337;-0,9657;-0,2976;-0,1691;-0,5511;-2,7944;-2,9985;-0,053;-0,0298
"maïa";-0,0624;-0,5868;-0,7993;-1,9613;-0,0205;-0,0142;-0,8089;-1,4678;-0,5522;-4,6806;-0,6592;-0,0132;-0,2367;-0,0114;-0,4204;43,1567;-0,4521;-0,1393;-0,0792;-0,258;-1,3083;-1,4039;-0,0248;-0,0139
"prétexte";-0,135;-1,2692;-1,7288;-4,2422;1,0126;-0,0307;-1,7495;-3,1748;-1,1943;45,4882;-1,4257;-0,0285;-0,5119;-0,0246;-0,9093;-2,4646;-0,9779;-0,3014;-0,1713;-0,5581;-2,8298;-3,0365;-0,0537;-0,0301
"explication";-0,0202;-0,1903;-0,2592;0,3887;-0,0067;-0,0046;-0,2623;-0,144;-0,179;-1,5177;-0,2137;-0,0043;-0,0767;-0,0037;-0,1363;0,707;-0,1466;-0,0452;1,241;-0,0837;0,6193;1,8541;-0,0081;-0,0045
"soir";-0,032;0,8322;-0,4104;-0,4671;-0,0105;-0,0073;7,0164;-0,3038;0,3193;-2,4031;0,2666;-0,0068;-0,1215;-0,0059;-0,2158;0,4237;-0,2321;-0,0715;-0,0407;-0,1325;-0,6717;0,3189;-0,0127;-0,0072
"media";-0,0169;2,3403;1,0877;-0,53;-0,0055;-0,0038;1,9616;-0,3966;-0,1492;-1,2647;-0,1781;-0,0036;-0,064;-0,0031;-0,1136;0,835;-0,1222;-0,0377;-0,0214;-0,0697;-0,3535;-0,3793;-0,0067;-0,0038
"fruit";-0,0185;-0,1744;-0,2376;-0,583;-0,0061;-0,0042;1,0057;1,1911;-0,1641;-1,3912;0,44;-0,0039;-0,0703;-0,0034;-0,125;-0,3387;-0,1344;-0,0414;-0,0235;1,8974;-0,3889;1,2368;-0,0074;-0,0041
"glacier";-0,0438;-0,4123;-0,5616;-1,3781;-0,0144;-0,01;-0,5684;-1,0314;-0,388;15,5423;-0,4632;-0,0093;-0,1663;-0,008;-0,2954;-0,8006;-0,3177;-0,0979;-0,0556;-0,1813;-0,9193;-0,9864;-0,0174;-0,0098
