"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,465259774270756;20,3943440274508;20,3943440274508
"facteur 2";0,366587382104153;16,0691071960239;36,4634512234746
"facteur 3";0,319692146997336;14,013486635412;50,4769378588866
"facteur 4";0,236131032659316;10,350642333435;60,8275801923216
"facteur 5";0,133208492057539;5,8391031519059;66,6666833442275
"facteur 6";0,107016322364187;4,69098730546537;71,3576706496929
"facteur 7";0,0977128915420845;4,28317777772587;75,6408484274188
"facteur 8";0,0929531684857985;4,07453857259056;79,7153870000093
"facteur 9";0,0682115610131006;2,99000712909485;82,7053941291042
"facteur 10";0,0655383849232664;2,87283028330481;85,578224412409
"facteur 11";0,0524173603817132;2,29767914561515;87,8759035580242
"facteur 12";0,039222756002803;1,71930268607407;89,5952062440982
"facteur 13";0,0368780581623626;1,61652445970943;91,2117307038076
"facteur 14";0,0355159494622762;1,55681735634789;92,7685480601556
"facteur 15";0,0267361722266018;1,17196182545791;93,9405098856135
"facteur 16";0,0257367902215022;1,12815459871283;95,0686644843263
"facteur 17";0,0221822120081692;0,972342093604646;96,0410065779309
"facteur 18";0,0206349780271423;0,904520150154919;96,9455267280859
"facteur 19";0,0180895386382313;0,792942555294407;97,7384692833803
"facteur 20";0,0160453763575294;0,703338099663321;98,4418073830436
"facteur 21";0,0153628910748777;0,673421824030239;99,1152292070738
"facteur 22";0,0119265760528718;0,5227933050371;99,6380225121109
"facteur 23";0,00825785639781719;0,361977487889081;100
