"";"X.chaine_6ter";"X.chaine_ARTE";"X.chaine_C8";"X.chaine_Canal";"X.chaine_CanalFamily";"X.chaine_D17";"X.chaine_Direct8";"X.chaine_France2";"X.chaine_France3";"X.chaine_France4";"X.chaine_France5";"X.chaine_FranceO";"X.chaine_Gulli";"X.chaine_LaCinquième";"X.chaine_M6";"X.chaine_MonteCarloTMC";"X.chaine_NRJ12";"X.chaine_NT1";"X.chaine_Numéro23";"X.chaine_RMCDécouverteHD24";"X.chaine_RMCStory";"X.chaine_TF1";"X.chaine_TFX";"X.chaine_W9"
"devant";0;0;0;0,41;0;0;0,32;0,18;0;0;0,78;0;0;0;0,61;0;0;0;0;0;0;0,38;0;0
"pour";24,39;9,67;2,27;10,7;12,35;0;9,95;13,72;8,4;7,98;11,76;0;9,7;44,44;11,59;6,44;2,84;9,12;3,21;3,96;4,84;6,21;0;0
"animal";0;0,44;1,3;0,27;0;0;0;0,72;0,47;0;0,78;0;1,08;0;0;0,23;0;1,82;0;0;0,81;0,38;0;0
"pyramide";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,99;2,62;0;0;0
"robot";0;0;0;0,41;0;0;0;0,18;0,47;0,06;0,39;0;1,08;0;0,61;0;14,76;0;0;0;0;0,38;0;0
"comme";0;0,88;0,65;1,51;0;0;0,32;1,62;1,87;5,11;2,35;0;0;0;2,44;0,46;0,57;1,82;0;3,96;1,61;0,94;0;0
"temps";4,07;0;0;0,41;0;0;0;0,54;0,47;0,06;0,78;0;1,08;0;0;0,46;0;1,82;0;1,98;1,21;0,75;0;0
"oeil";0;0,44;0;0,14;0;0;0;0,18;0,47;0;0,78;0;0;0;1,22;0;0;0;0;0;0,2;0,75;0;0
"david";0;0,88;0;1,78;0;0;0,32;1,62;1,4;0;0;0;0;0;0;0;0;0;0;0;0,4;0;0;0
"façon";0;0,44;0;0,41;12,35;0;0;0;0;0;0;0;0;0;0;0,69;0;0;0;0;0,4;0;0;0
"envoyer";0;0;0;0,41;0;0;0,32;0,36;0;0,12;1,18;0;0;0;0;0,46;0,57;0;0;0,99;0;0,19;0;0
"voyage";0;3,08;3,57;0;0;0;0;0,18;1,87;0;0,39;0;0;0;0;0,46;0,57;0;0;0;0;0,19;0;0
"06";0;0;0,65;0,27;0;0;0,64;0;0;0;0;0;0;0;0;1,38;0;0;0;0;0;0;0;0
"chien";0;0;0;0,14;0;0;0,32;0,18;4,2;0,06;0,39;0;0;0;0,61;0,23;0;0;0;0;0;0,19;0;0
"face";0;0,44;0;0,55;0;0;0,32;1,26;0;0,12;0,39;0;1,08;0;0,61;0;0;0;0;0;0;0,19;0;0
"rouge";0;0;0;0,14;0;0;0,64;0,36;0;0;0,39;38,46;1,08;0;0,61;0,23;0;0;0;0;0;0;0;0
"montrer";0;0;0,32;0;0;0;0,32;0,72;1,4;0;0,39;0;0;0;0,61;0,23;0;1,82;0;0;0,2;0,19;0;0
"lala";0;0;0;1,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tenter";0;0;0;4,94;0;0;0;0,72;0,93;0,06;0;38,46;2,16;0;1,83;0;23,85;0;0;0;0;1,51;0;0
"attaquer";0;0;0;0,69;0;0;0;0,18;0;0;0;0;3,23;0;0;0;0;0;0;0;0;0;10,2;0
"télévision";0;0;0,32;0,27;0;0;1,28;0,36;0;0;0;0;0;0;0;0,69;0;1,82;0;0;0;0,19;0;0
"quitter";0;0;0,32;0,82;0;0;0,64;1,08;0;5,05;0;0;0;0;0,61;0,69;0,57;0;0;0;0;0,19;0;0
"astrobiologiste";0;3,08;0;0;0;0;0;0;0;0;0;0;0;0;0;1,84;0;0;0;0;0;0;0;0
"inviter";0;3,08;0;1,51;0;0;3,85;1,44;0;0;1,57;0;0;0;0,61;2,53;0;0;0;0;0;0,19;0;0
"ce";0;3,95;1,3;3,7;0;0;2,57;5,41;3,73;0,37;2,74;0;3,23;0;3,05;3,45;0,57;10,95;0;3,96;4,63;4,33;0;0
"seuil";0;3,08;0;0;0;0;0;0;0;0;0;0;0;0;0;1,61;0;0;0;0;0;0;0;0
"après";4,07;0,88;0;1,78;0;0;0,32;0,9;1,87;5,17;1,96;0;1,08;0;1,83;0,69;23,85;0;6,41;0,99;0,6;1,69;0;0
"ados";0;0;0;0,14;0;0;0,32;0;0;5,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"éléphant";0;0;0;0;0;0;0;0;0;1,62;0,39;0;0;0;0;0;0;0;0;0;0;0;0;0
"site";0;0,44;0;0,27;0;0;0,64;0,36;0;0;0,39;0;0;0;0;0,92;0;1,82;0;2,97;2,22;1,51;0;0
"paul";0;0;0;0,69;0;0;0;0,36;0;0;0,78;0;1,08;0;0;11,28;0;0;0;0;0,4;0,94;0;0
"politique";0;2,2;1,3;0,14;0;0;0,32;0,54;0;0;2,74;0;0;0;0;2,53;0;0;0;0;0,2;0;0;0
"crise";0;2,64;0;0;0;0;0;0;0;0;1,96;0;0;0;0,61;0;0;0;0;0;0;0,19;0;0
"manège";0;0;0;0;0;0;0,64;1,08;0;0;0;0;0;0;1,83;0;0;0;0;0;0;0;0;0
"imedia";16,26;1,32;0,65;10,83;0;71,43;0,32;2,17;10,26;13,03;4,31;38,46;15,09;0;9,15;1,61;20,44;7,3;22,44;39,56;14,51;3,2;10,2;18,18
"hier";0;0,44;0;0;0;0;1,6;0;0;0;0;0;0;0;0;1,61;0;0;0;0;0;0;0;0
"alliance";0;0,88;4,55;0,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"catherine";0;0;0;2,47;0;0;0;0,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0,94;0;0
"lune";0;0;0;0;0;0;0;0,18;1,87;0;1,57;0;1,08;0;0;0;0;0;0;0;0,6;0;0;0
"nommer";0;0;0,32;0,27;0;0;0;0,54;0;0;0,39;0;0;0;0,61;0,23;0;0;0;0;0;0,19;0;0
"milieu";0;0;0;0,14;0;0;0;0,54;0,47;0;0;0;0;0;0,61;0,23;0;0;0;0;0;0,94;0;0
"participer";8,13;0;0;0,27;0;0;0,64;0;0,47;0,06;0;0;0;0;0;0,23;0;0;0;0;0;0,19;20,41;0
"seul";0;0,44;0;0,69;0;0;0,32;0,36;0;0,25;0,78;0;0;0;1,22;0,23;1,7;0;0;0,99;0,6;0,56;0;0
"survivre";0;0;0;2,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tamaran";0;0;0;0;0;0;0;0;0;5,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mauvais";0;0,44;0;0,96;0;0;0;0,54;0,47;0;0,39;0;0;0;0;0;0;1,82;0;0;0;0,38;0;0
"chez";0;3,08;0;1,78;0;0;2,25;0,54;0;0;0;0;1,08;0;0;0;0;1,82;0;0;0;1,13;0;0
"chef";0;1,32;0;0,55;0;0;1,6;0,54;0;0;0,39;0;0;0;0;0;0;0;0;0,99;0,4;0;0;0
"hors";0;0;0;0,14;0;0;0;0;0,47;1,62;0;0;0;0;0,61;0,23;0;0;0;0;0;0,19;0;0
"communauté";0;0;1,95;0,27;0;0;0;0,72;0;0;0;0;0;0;0;0,23;0;0;0;0;0,4;0;0;0
"servir";0;0;0;0,14;0;0;0,32;0,54;0,47;1,68;0;0;0;0;0;0;0;0;0;0,99;1,01;0;0;0
"appeler";0;0,44;0;0,27;0;0;0;0,36;0;0;0,39;0;1,08;0;0;0,23;0;0;0;0;0,6;0,75;0;0
"falloir";0;0;0,97;0;0;0;0,64;1,08;0,47;0;0,39;0;1,08;0;1,83;0;0;1,82;0;0;0;1,51;0;0
"soucoupe";0;0;0;0,27;12,35;0;0;0;1,4;0,06;1,57;0;2,16;0;3,05;0;0;0;0;0;0;0;0;0
"interview";0;0,88;0,65;0,69;0;0;7,38;2,35;0;0;1,18;0;0;0;0;7,83;0;0;0;0;0;1,32;0;0
"nombre";0;0,44;0;0;0;0;0;0,18;0;0;0,39;0;0;0;0;0,23;0;0;6,41;0;0,81;0,38;0;0
"pizza";0;0;0;0,14;0;0;0;0;0;0;0;0;0;0;0;0;23,85;0;0;0;0;0,19;0;0
"rire";0;0;0;0;0;0;0;0,36;0,47;0;0;0;0;0;0,61;0;0;0;0;0;0;1,69;0;0
"l";36,59;42,18;16,23;24,96;86,42;0;18,93;26,53;31,72;20,76;36,85;38,46;22,63;66,67;22,57;23,25;5,11;25,55;22,44;20,77;25,79;23,16;30,61;0
"alexis";0;0;4,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"survivant";0;0;0;2,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,38;0;0
"enlever";0;0;0;0,69;0;0;0;0;0;0,12;0;0;2,16;0;1,83;0;0;0;0;0;0;0,75;0;0
"responsable";0;0;0,32;0,14;0;0;0;0,72;0;0;0,78;0;0;0;0;0;0;0;0;0;0;0,75;0;0
"prendre";0;0,44;0;2,06;0;0;0,96;1,44;2,33;0,25;1,18;0;0;0;3,05;0,23;24,42;3,65;0;0;0,4;1,51;0;0
"alors";4,07;0;0,32;2,61;0;0;0,32;1,08;3,26;0,19;1,18;0;0;0;3,66;0,46;2,84;1,82;0;0,99;0,2;0,94;10,2;0
"livreur";0;0;0;0,14;0;0;0;0;0;0;0;0;0;0;0;0;23,85;0;0;0;0;0;0;0
"état";0;1,32;0;0;0;0;0;0,36;0;0;0,39;0;0;0;0;0;0;0;0;0;2,82;0,38;0;0
"plaindre";0;0;0,32;0;0;0;0;0,72;0,47;0;0;0;0;0;0;0,46;0;0;0;0;0;0,38;0;0
"grave";0;0,44;0;0,27;0;0;0;0;0;6,48;0,39;0;0;0;0;0;0;0;0;0;0;0;0;0
"avouer";0;0;0;0;0;0;0;0;0,47;0;0;0;2,16;0;0;0;0;1,82;0;0;0;1,13;0;0
"de";65,04;90,51;76,3;64,72;98,77;71,43;71,25;74,72;53,17;34,54;72,13;115,38;58,19;88,89;55,52;56,16;78,36;52,92;76,92;40,55;51,18;61,96;71,43;36,36
"du";8,13;25,92;27,6;9,05;12,35;142,86;14,44;12,45;8,4;0,44;14,11;0;6,47;22,22;12,2;11,97;1,7;10,95;0;7,91;12,49;11,68;0;0
"malgré";8,13;0;0;2,06;0;0;0;0;0;0;0,78;0;0;0;0;0;0;0;0;0;0,2;0,19;0;0
"déage";0;0;0;1,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bien";0;0,88;0,32;2,61;0;0;0,96;1,44;1,87;5,11;1,18;0;0;0;1,83;0;0;1,82;16,03;2,97;1,01;1,69;0;0
"auteur";0;4,83;0;1,1;0;0;0,96;2,17;0,47;0;0,78;0;1,08;0;1,22;3,68;0;0;0;0;0;0;0;0
"bras";0;1,32;0;0;0;0;0;0,54;0;0;0;0;0;0;0;0;0;0;0;0;0;0,75;0;0
"ils";12,2;0,88;0,32;3,57;0;0;1,93;2,71;8,86;13,78;2,74;0;8,62;0;2,44;0,92;2,84;14,6;3,21;10,88;7,05;4,9;0;0
"thierry";0;3,08;4,55;0,14;0;0;0;0;0;0;0,78;0;0;0;0;0,23;0;0;0;0;0;0;0;0
"carbonnier";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,21;0;0;0;0;0;0;0;0
"bunny";0;0;0;2,06;0;0;0;0;0;0,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"raid";0;0;4,87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"déclaration";0;1,76;2,27;0;0;0;0;0;0;0;0;0;0;0;0;3,22;0;0;0;0;0;0;0;0
"contact";0;0;0;1,23;0;0;0,32;0,36;0;0;0;0;0;0;0;0;0;0;0;1,98;2,42;0,38;0;0
"the";0;3,51;0;0,69;0;0;0,32;0,18;0;0;0;0;0;0;1,22;0,23;0;0;0;0;0,2;0;0;0
"poser";0;0;0;0,55;0;0;0,64;0,36;0,47;0;1,96;0;1,08;0;1,22;0;0;0;0;0;0,2;0;0;0
"lci";0;0;4,22;0;0;0;0,32;0;0;0;0;0;0;0;0;1,84;0;0;0;0;0;0;0;0
"bord";0;0;0;0,27;0;0;0;0;3,73;0;1,18;0;0;0;0;0;0;1,82;0;0;0;0;0;0
"loin";0;0;0;0,27;0;0;0;0,72;0;0;0;0;0;0;1,22;0,23;0;0;0;0;0;0,56;0;0
"connaître";0;1,32;0;0,41;0;0;0;1,8;0,93;0;0,78;0;2,16;0;0,61;0;0;1,82;0;0;1,01;0,56;0;0
"peupler";0;0;0;0,14;0;0;0;0;0;0;0,39;0;0;0;0;0;13,63;0;0;0;0;0;0;0
"commencer";0;0;0,32;0,69;0;71,43;0,32;0,9;0;0,06;0,39;0;0;0;0,61;0,23;0,57;3,65;0;0,99;0,4;0,38;0;0
"occasion";0;0,44;0,32;0,27;0;0;1,6;0,9;0;0;0,39;0;0;0;0;0;0,57;0;0;0;0,4;0;0;0
"sujet";0;0,44;1,62;0,55;0;0;0;1,08;0,47;0;1,96;0;0;0;0;2,07;0;0;0;0;0;0,56;0;0
"rentrer";0;0;0;0,27;0;0;0,32;0,54;0;0;0,39;0;1,08;0;0,61;0,23;0;0;0;0;0,2;0,19;0;0
"zone";0;0,44;0;0,14;0;0;0;0;0;0;0,78;0;0;0;0;0,92;0;0;0;0;0,4;0,19;0;0
"donner";0;0,88;0;0,55;0;0;0,32;1,26;0;0;0,78;0;5,39;22,22;1,83;0;0;1,82;0;0;0,6;0,94;0;0
"partager";0;0;0;0,96;0;0;0;0;0;0;0,39;0;0;0;0,61;0,23;0;0;0;0,99;0;0,19;0;0
"quelques";0;0;0;0,55;0;0;0,64;1,44;0,47;0;0,78;0;0;0;0,61;0;0;0;0;0;0,6;0,38;0;0
"urgentiste";0;0;3,57;0;0;0;0;0;0;0;0;0;0;0;0;0,23;0;0;0;0;0;0;0;0
"gilet";0;0;6,82;0;0;0;0;0,18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ciel";0;0;0;0,27;0;0;0,64;0,54;0;0,06;0,78;0;1,08;0;0;0;0;0;0;0,99;3,43;0,19;0;0
"finir";0;0;0;0,14;0;0;0,32;0,54;0,47;3,8;0,39;0;0;0;0;0;0;1,82;0;0;0;0,75;0;0
"echoué";0;0;0;2,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cas";0;3,08;0,32;0,41;0;0;0;0,9;0;0;0,39;0;0;0;0;2,07;0;0;0;0,99;0,4;0,19;0;0
"car";0;0;0;0,82;0;0;0,32;0,36;0,93;0,12;0;0;1,08;0;1,22;0;0;0;0;0;0;0,56;0;0
"discussion";0;0;2,92;0;0;0;0;0;0;0;0;0;0;0;0;0,92;0;0;0;0;0;0;0;0
"cours";0;0,44;0;0,82;0;0;0;0,9;0;0,06;0,78;0;0;0;0;0;0;0;0;0;0,6;0,56;0;18,18
"michel";0;0;0;0,14;0;0;0;0,72;0;0;1,96;0;0;0;0;0,92;0;0;0;0;0;0,75;0;0
"cafard";0;0;0;1,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"découvrir";0;0,44;0;2,19;0;0;0,32;0,72;3,26;0,06;2,74;0;0;22,22;3,66;0;0;5,47;3,21;0,99;2,22;2,45;0;0
"forme";0;0;0,32;0,96;0;0;0,32;1,08;0,47;0,06;0,39;0;2,16;0;1,22;0;0;0;0;0,99;2,82;0;0;0
"valérie";0;0;0;0;0;0;0;0,18;0;0;0;0;0;0;0;0,92;0;0;0;0;0;1,88;0;0
"nom";0;0,44;0;0;0;0;0,32;0,18;0;0;0,78;0;0;0;0;0,23;0;0;0;0;0,81;0,38;0;0
"non";0;0,44;0,32;1,1;12,35;0;0,64;0,54;0;0;0,39;0;0;0;1,22;0,23;0;0;0;0;2,22;2,45;0;0
"emmener";0;0;0;0;0;0;0;0;0,93;0;0,39;0;0;0;2,44;0;0;0;0;0;0,2;0,38;0;0
"nos";0;0,88;0,32;0,41;0;0;0,32;1,26;1,87;0;1,57;0;0;0;0,61;0;0;0;3,21;0;0,6;0;0;0
"en";24,39;15,82;0,65;15,77;0;0;16,05;21,48;16,32;3,06;22,34;38,46;16,16;44,44;14,64;15,88;26,12;10,95;9,62;3,96;11,28;11,86;0;54,55
"ex";0;0;3,57;0,14;0;0;0;0,18;0;0;0;0;0;0;0;0,23;0;0;0;0;0;0;0;0
"et";12,2;23,73;20,45;33,87;37,04;0;17,33;36,46;32,65;26,87;27,44;0;53,88;22,22;27,46;12,89;19,88;21,9;22,44;15,83;20,15;25,8;30,61;18,18
"album";0;2,64;0;0;0;0;0;0,18;0,93;0;0;0;0;0;3,66;0;0;0;0;0;0;0;0;0
"marine";0;0,88;0;0,41;0;0;0;0;0;0;0;0;0;0;1,22;0,69;0;3,65;0;0;0,4;0;0;0
"message";0;0;0;1,1;0;0;0,64;0;0,47;0;0;0;0;0;0;0;0;0;6,41;0,99;0,4;0,56;0;0
"incroyable";0;0;0;0;0;0;0;0,18;0;0;0,78;0;0;0;1,22;0,23;0;0;0;0,99;2,42;0,19;0;0
"premier";0;2,2;1,3;0,96;0;0;1,6;1,08;2,33;0;2,74;0;2,16;0;1,83;1,84;0,57;1,82;0;0;1,41;1,13;0;0
"presque";0;0;0;0;0;0;1,6;0;0,93;0;0;0;0;0;0;0;0;0;0;0;0,6;0;0;0
"deux";0;2,2;0,97;1,51;0;0;0,64;0,54;1,4;0,19;1,96;0;3,23;22,22;1,22;0,69;0;0;0;0;0,2;1,32;0;0
"ligne";0;0,44;0;0;0;0;0,64;0,18;0;0;0;0;0;0;0;0;0;0;0;0;0,81;0,38;0;0
"étrange";0;0;0;0,96;0;0;0;1,08;1,87;0,12;0;0;0;0;0,61;0;0;1,82;0;1,98;5,64;1,51;0;0
"disparaître";0;0;0;0,27;0;0;0;0;0,47;0;0,39;0;0;0;0;0;1,14;1,82;0;0;0,2;1,69;0;0
"secrétaire";0;0;8,77;0,14;0;0;0;0,18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"joli";0;0;0;2,06;0;0;0,32;0,18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"leur";4,07;0,88;0;5,35;0;0;2,57;4,51;6,06;15,28;0,78;0;6,47;22,22;6,1;0,69;2,27;9,12;6,41;1,98;2,22;3,01;0;0
"sport";0;0;0;0,41;0;0;0;0,36;0;0;0;0;0;0;0;0,92;0;0;0;0;0;0,75;0;0
"3";0;0,44;0,65;0;0;0;3,21;0,36;0,47;1,62;0,39;0;0;0;0;1,15;0;1,82;0;0;0;0,19;0;0
"vrai";0;0;0;0,14;0;0;1,28;0,54;0,93;0;0;0;0;0;1,22;0,23;0;0;0;0;0,4;0,19;0;0
"près_de";0;0,44;0;0,14;0;0;0,32;0;2,8;0;1,18;0;0;0;0,61;0,46;0;0;0;0,99;0;0,19;0;0
"tropical";0;0;0;0;0;0;0;0;0;4,93;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"maïa";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,52;0;0;0;0;0;0;0;0
"prétexte";0;0;0;0;12,35;0;0;0;0;4,93;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"explication";0;0;0;0,27;0;0;0;0,18;0;0;0;0;0;0;0;0,46;0;0;3,21;0;0,4;0,75;0;0
"soir";0;0,88;0;0,14;0;0;2,89;0,18;0,47;0;0,39;0;0;0;0;0,46;0;0;0;0;0;0,38;0;0
"media";0;1,32;0,65;0;0;0;0,96;0;0;0;0;0;0;0;0;0,46;0;0;0;0;0;0;0;0
"fruit";0;0;0;0;0;0;0,64;0,54;0;0;0,39;0;0;0;0;0;0;0;0;1,98;0;0,56;0;0
"glacier";0;0;0;0;0;0;0;0;0;1,62;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"européen";0;2,2;3,57;0;0;0;0,32;0,18;0;0;3,14;0;0;0;0;0,23;0;0;0;0;0;0;0;0
"ami";0;0;0;0,82;0;0;0,32;0,72;4,2;0,12;2,35;0;4,31;0;2,44;0;0,57;0;0;0;0;0,38;0;0
"certains";0;0;0;0,14;0;0;0,32;0,54;0,47;0;0;0;0;0;0,61;0,69;0;0;0;2,97;1,81;0,19;0;0
"faire";8,13;1,76;1,62;5,62;12,35;0;5,78;5,41;10,26;5,67;7,84;0;2,16;22,22;6,1;1,84;0,57;5,47;0;1,98;4,63;5,46;10,2;0
"héros";0;0,44;0;0,27;0;0;0;0,72;0,47;0,12;0,78;0;0;0;0,61;0;0;0;0;0;0;0;0;0
"vilain";0;0;0;0,14;0;0;0;1,26;0,47;0,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"vendre";0;0;0;0;0;0;0;0,18;0,93;0,37;0;0;1,08;0;0;0,23;0;0;0;0;0;0,56;0;0
"intervention";0;0,88;0;0;0;0;0;0;0;0;0,78;0;0;0;0,61;0;0;0;0;0,99;0,81;0;0;0
"loi";0;0;1,3;0,41;0;0;0;0,18;0;0;0,39;0;0;0;0;0,46;0;0;0;0;0;0;0;0
"chambre";0;0;0;0,27;0;0;0;0,18;0;0;0;0;2,16;0;0;0;0;0;0;0;0,2;0,94;0;0
"giorgio";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,83;0;0;0
"vers";0;0,44;0;0,41;0;0;0;0,18;0;0;1,18;0;0;0;0;0,46;0;0;0;0,99;0,2;0,56;0;0
"aile";0;0;0;0;0;0;0;0;0;5,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"médecin";0;0;3,57;0;0;0;0;0,72;0;0;0;0;0;0;0;0,23;0;0;0;0;0;0,56;0;0
"iran";0;7,47;0;0;0;0;0;0;0;0;0,39;0;0;0;0;0;0;0;0;0;0;0;0;0
"aimer";0;0;0;0,27;0;0;0;1,08;0,47;0;0,39;0;3,23;0;0;0,23;0;1,82;0;0;0;0,19;0;0
"vidéo";0;0;0,65;0,14;0;0;0,64;0,36;0;0,06;0,39;0;1,08;0;0;2,07;0,57;0;0;0;0,2;0,19;0;0
"réalité";0;0;0;0,96;0;0;1,28;0,9;1,4;0,19;0;0;3,23;0;0,61;0;0;1,82;0;0;0,81;0,75;0;0
"visage";0;0;0;0,27;0;0;1,28;0,36;0;0;0;0;0;0;0;0,23;0;1,82;0;0;0,6;0,38;0;0
"posséder";0;0,88;0;0;0;0;0;0,36;0;1,43;0;0;0;0;1,22;0;0;0;0;4,95;0,4;0;0;0
"suivant";0;0;0;0,55;0;0;0;0,72;0;0;0,39;0;0;0;0;0,23;0;1,82;0;0;0;0,19;0;0
"fr";0;0;0,97;0,14;0;0;0;0,18;0;0;1,18;0;0;0;0,61;0;0;0;0;0;0;0,19;0;0
"invasion";0;0;0;0,96;0;0;0;0,18;0,47;0,06;0;0;0;0;1,83;0,23;0;0;0;0;0;0;0;0
"documentaire";0;0;0;0,41;0;0;1,6;0,36;0;0;0,39;0;0;0;0;0;0;0;0;0;0;0;0;0
"cet";0;0;0;0;0;0;0;0,72;1,4;0,06;1,18;0;2,16;0;0;0;0;3,65;0;0;1,21;1,13;0;0
"ces";0;0,88;0,32;1,78;0;0;0,32;0,9;1,4;5,11;0,78;0;3,23;0;0,61;0,23;0;0;0;4,95;3,63;0,38;0;0
"base";0;0;0;0,27;0;0;0;0,18;0,93;0;0;0;0;0;0,61;0;0;0;0;2,97;0,4;0,75;0;0
"dire";0;0,88;0;0,41;0;0;1,6;1,08;0,93;0;1,96;0;1,08;0;1,22;0,23;0;1,82;0;0;0;1,32;0;0
"selon";0;0;0;0;0;0;0,96;0,18;0,47;0;0,39;0;0;0;0;0,46;0;0;0;4,95;5,04;0,38;10,2;0
"diffuser";0;0,44;0;0;0;0;2,89;1,08;0;0;0;0;0;0;0;0,23;0;0;0;0;0;2,07;0;0
"tf1";0;0;0,97;0,14;0;0;8,66;0;0;0;1,96;0;0;0;0;0,46;0;0;0;0;0;1,51;0;0
"téléspectateur";0;0,44;0,32;0;0;0;0,96;0,36;0;0;1,18;0;0;0;0;0;0;0;0;0;0;0;0;0
"véritable";4,07;0,44;0;0,55;0;0;0;0;0,47;0,06;0;0;0;0;0,61;0;0;1,82;0;0;0,81;0,75;0;0
"charlotte";0;0;0;1,1;0;0;0;0,18;0;0;0;0;0;0;1,22;0;0;0;0;0;0;0;0;0
"aussi";0;0;0;1,37;0;0;0,96;0,36;1,4;6,67;4,31;0;0;0;2,44;0,92;1,7;3,65;0;0,99;0,4;1,13;0;0
"jour";0;0;0,32;0,82;0;0;2,57;0,54;1,4;0;0,39;0;2,16;0;0,61;0,92;0;3,65;3,21;0;0,6;0;0;0
"justice";0;0;2,27;0;0;0;0;0,18;0;0,06;0;0;0;0;0;0,46;0;0;0;0;0;0;0;0
"international";0;0,88;0;0;0;0;0;0,18;0;0;0;0;0;0;0;1,38;0;0;0;0;0;0,19;10,2;0
"événement";0;0;0;0,82;0;0;0;0;0;0,12;0,78;0;0;0;0;0,23;0;1,82;0;0;0,6;0;0;18,18
"voler";0;0;0;0,27;0;0;0;0;1,4;5,05;0;0;2,16;0;0;0,23;0;0;0;0;0;0;0;0
"culture";0;0;0;0,96;0;0;0;1,26;0,47;0,06;0;0;0;0;0;0,69;0;0;6,41;1,98;1,61;0;0;0
"portrait";0;0,88;0;0;0;0;0,32;1,44;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56;0;0
"effet";4,07;0,44;0;0,27;0;0;0;0;0;0,06;0,39;0;3,23;0;0,61;0,46;0;0;0;0;0,2;0,19;0;0
"sophia";0;0;0;0,96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56;0;0
"créature";0;0;0;0,41;0;0;0;0,18;0;0;0;0;3,23;0;0,61;0;0;1,82;0;3,96;4,03;0,19;0;0
"planète";4,07;0;0;4,8;0;0;0;0,36;2,33;5,17;1,18;0;8,62;0;1,83;0,46;3,98;1,82;0;2,97;0,81;0,38;0;0
"docteur";0;0;0;0,27;0;0;0;0,72;0,47;0,06;0;0;0;0;0;0;0;0;0;0;0;0,56;0;0
"grand";0;1,76;1,3;1,65;0;0;1,6;0,9;3,26;0,12;2,35;0;4,31;0;1,22;2,3;0;0;0;0,99;2,22;1,51;0;0
"000";0;0;0,32;0;0;0;0;0,54;2,8;0;0;0;0;0;0;0,23;0;0;0;0;0,6;0;0;0
"coup";0;0;0;0,14;0;0;0,64;0;0,47;0;0;0;0;0;1,83;0;0;3,65;0;0;0;0,38;0;0
"autres";0;0;0,32;1,37;0;0;0;1,44;0;5,11;2,35;0;0;0;0,61;0;0,57;0;6,41;2,97;2,01;0,94;0;0
"pierre";0;0;0;0,82;0;0;0,96;0,18;0;0;2,35;0;0;0;0;0,46;0;0;0;0;0,2;0,56;0;0
"jouer";0;0,44;0;0,27;0;0;0;0,36;0;0;0,39;0;0;0;1,22;0,23;0,57;0;0;0;0;0,75;0;0
"jamais";0;0;0,32;0;0;0;0,64;0,72;0;0;0,39;0;0;0;0;0;0;0;0;0;1,21;0,38;0;0
"être";24,39;18,45;13,96;21,94;24,69;0;20,54;25,27;27,05;19,7;25,87;38,46;24,78;22,22;32,34;16,8;32,37;31,02;35,26;35,61;36,87;25,24;20,41;36,36
"hapsatou";0;0;3,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pauline";0;0;0;2,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cryogénisé";0;0;0;0,14;0;0;0;0;0;0;0;0;0;0;0;0;23,85;0;0;0;0;0;0;0
"rester";0;0,44;0;0,55;0;0;1,28;0;0,47;0,06;0,39;0;0;0;1,83;0;0;1,82;0;0;2,01;1,13;0;0
