Notice;Base Id;Chaine;Annee de diff;Genre;Public;Type d emission;resume
3401259.001;TV;TF1;2007;Fiction;Déconseillé aux enfants;Episode ou partie d'un programme;"Déterminée à connaître la vérité sur sa mère, Laure propose un marché au professeur Roger: elle lui révèlera le nom de son fils s'il accepte
de lui parler de son passé. Elle apprend ainsi qu'Anne était implantée et que Roger avait accepté de collaborer avec l'armée, au prix de
l'assassinat de sa femme."
3444190.001;TV;France 2;2007;Culture connaissance;Présence d'un public in situ;Emission composite;"Les témoins anonymes sont les suivants : 
- Floria, 23 ans, est entrée en contact avec un groupe d'arts martiaux japonais. Certains de ses membres faisaint partie d'une secte pentecôtiste. Persuadée d'être un ange, elle avait perdu le contact avec la réalité. Sa mère Patricia a tout supporté pour sauver sa fille.
- Catherine a été happée, très jeune, par un mouvement sectaire connu pour ses dérives sexuelles. A 12 ans, elle a suivi sa mère embrigadée dans cette secte et a connu ses premiers rapports sexuels à 14 ans. Elle a été déscolarisée, vivait de distribution de tracts, de porte à porte.
- Antoine a vécu dans une communauté aux règles très strictes dont il a pu s'échapper au bout de 20 ans. Sa fille est retournée vivre au sein de cette communauté, qui interdit de manger et de boire avec des personnes ne vivant pas dans cette communauté, ainsi que la télévision, la radio, internet.
- Sylvie a été victime d'un manipulateur ; sur les conseils de son médecin traitant, elle est allée consulter un spécialiste de guérison des maladies psychosomatiques, qui lui a proposé différents types de traitements, le reiki, l'hypnose etc. au fil des années, lui a emprunté une grosse somme d'argent jamais remboursée, et a eu des rapports sexuels avec elle.
- Pascal a passé une partie de sa vie dans deux sectes, et y a entrainé un grand nombre de membres de la famille.
- Françoise, et son mari, ont été accusés par leur fille, victime d'une nouvelle forme de manipulation appelée ""les faux souvenirs induits"", de viol sur leurs enfants.
- Claude a tenté de récupérer sa plus jeune fille entrainée dans un mouvement sectaire par l'aînée, en s'opposant à un mariage organisé par la secte.
- Maryse a perdu son mari d'un cancer de la prostate généralisé. Sous l'emprise d'un gourou affirmant qu'il suffisait de régler le conflit déclencheur de la maladie pour en guérir, il a refusé de se soigner.
- Sylvie et Martin font partie de la secte Hare Krishna ; 95 % de ses membres ne font pas partie de la communauté et vivent à l'extérieur. 

Les autres intervenants sont :
- Catherine KATZ, secrétaire générale de la Miviludes, Mission interministérielle vigilance et lutte contre les dérives sectaires.
- Baudoin LABRIQUE, psychothérapeute, ayant suivi les formations dispensées par le thérapeute ayant pris en charge le mari de Maryse.
- Philippe-Jean PARQUET, professeur de psychiatrie.
- Anne MORELLI, historienne des religions, Bruxelles, compare les contraintes imposées par la religion et par les sectes."
3530390.001;TV;TF1;2008;Fiction;Programme jeunesse;Emission simple incluse;"Eliot Kid est un petit garçon qui vit des aventures folles. Mais est-ce réel ou bien le fruit de son imagination ?

Eliot pense que sa vieille tante est une sorcière. Sa casserole devient une marmite, son tablier un costume... Il faut l'éliminer ! 

Que faire ? Eliot a perdu une dent, mais il ne veut pas qu'une souris géante vienne dans sa chambre pour la récupérer... Il faut monter un plan d'attaque contre ce nouveau monstre. 
Et si les monstres des égouts pouvaient remonter par les toilettes ? C'est l'école d'Eliot qui va en faire les frais ! 
La varicelle ? Trop évident. Si Suzie était soudain devenue une extra-terrestre ? 
Eliot aux Jeux Olympiques, c'est possible ! Et dire qu'au départ, il s'agissait seulement d'une compétition de sport à l'école... 

Attention danger. La cousine d'Eliot est sur le point d'épouser un espion ! Ou peut-être est-ce seulement l'imagination d'Eliot qui lui joue des tours..."
3535556.001;TV;TF1;2008;Fiction;Programme jeunesse;Emission simple incluse;"Eliot Kid est un petit garçon qui vit des aventures folles. Mais est-ce réel ou bien le fruit de son imagination ?

Eliot pense que sa vieille tante est une sorcière. Sa casserole devient une marmite, son tablier un costume... Il faut l'éliminer ! 

Que faire ? Eliot a perdu une dent, mais il ne veut pas qu'une souris géante vienne dans sa chambre pour la récupérer... Il faut monter un plan d'attaque contre ce nouveau monstre. 
Et si les monstres des égouts pouvaient remonter par les toilettes ? C'est l'école d'Eliot qui va en faire les frais ! 
La varicelle ? Trop évident. Si Suzie était soudain devenue une extra-terrestre ? 
Eliot aux Jeux Olympiques, c'est possible ! Et dire qu'au départ, il s'agissait seulement d'une compétition de sport à l'école... 

Attention danger. La cousine d'Eliot est sur le point d'épouser un espion ! Ou peut-être est-ce seulement l'imagination d'Eliot qui lui joue des tours..."
3584300.001;TV;M6;2008;Variétés divertissement;Présence d'un public in situ;Emission simple;Les 20 chansons-ovnis auxquelles personne ne croyait et qui ont cartonné.
3588943.001;TV;TF1;2008;Fiction;Programme jeunesse;Collection d'émissions simples;"[Source : http://lachaine.tf1.fr/lachaine/jeunesse]


Eliot Kid est un petit garçon qui vit des aventures folles. Mais est-ce réel ou bien le fruit de son imagination ?

Eliot pense que sa vieille tante est une sorcière. Sa casserole devient une marmite, son tablier un costume... Il faut l'éliminer ! 

Que faire ? Eliot a perdu une dent, mais il ne veut pas qu'une souris géante vienne dans sa chambre pour la récupérer... Il faut monter un plan d'attaque contre ce nouveau monstre. 
Et si les monstres des égouts pouvaient remonter par les toilettes ? C'est l'école d'Eliot qui va en faire les frais ! 
La varicelle ? Trop évident. Si Suzie était soudain devenue une extra-terrestre ? 
Eliot aux Jeux Olympiques, c'est possible ! Et dire qu'au départ, il s'agissait seulement d'une compétition de sport à l'école... 

Attention danger. La cousine d'Eliot est sur le point d'épouser un espion ! Ou peut-être est-ce seulement l'imagination d'Eliot qui lui joue des tours..."
3616310.001;TV;ARTE;2008;Culture connaissance;Présence d'un public in situ;Emission simple;"[Source : site internet www.arte.tv]

 Manu Katché - One shot not

samedi, 26 avril 2008 à 22:40
Rediffusions :
13.05.2008 à 03:00 
Manu Katché - One shot not
(France, 2008, 83mn)
ARTE F
Réalisateur: Frédéric Fiol
Interprète: Camille, Fink, Jan Gabarek, Morley, The Heavy


Tous les derniers samedis du mois vers 22.45, place à la musique live. Ce soir, Manu Katché fait se croiser Camille la survoltée, le jazz aérien de Jan Garbarek, la voix fragile de Fink, l'énergie de The Heavy, la douceur folk de Morley et le timbre rauque de Ben's Brother.


> Camille
Véritable ovni sur la scène musicale française, Camille a tissé en deux albums (Le sac des filles et Le fil) un univers poétique à la fois grave et ludique. Dans de drôles de comptines rythmées par des beat box, ponctuées de cris, de murmures et de choeurs, elle dit avec humour ses obsessions, ses blessures d'enfance et ses chagrins d'adulte.
Le nouvel album de Camille, Music hole, sort le 7 avril chez Virgin.

> Jan Garbarek
Phrasé lunaire, sensibilité à fleur de peau, swing à peine suggéré... Ce saxophoniste majeur (il a joué avec les plus grands) a développé un jeu aérien, attentif au silence et à la lenteur.

> Fink
Ancien DJ hip-hop, Fink a délaissé les platines pour composer d'élégantes ballades blues folk teintées de rock. Sa guitare acoustique et sa voix fragile produisent un style épuré à la fois chaleureux et mélancolique, tout en émotion.
L'album de Fink, Distance and time, est sorti chez Ninja Tunes en octobre 2007.

> The Heavy
Comme leur nom l'indique, ces cinq Anglais balancent ""du lourd"". Leur son, volontairement sale, possède la rusticité des héros de la soul et du blues. Un esprit vintage et une démarche punk : sensations fortes garanties !
L'album de The Heavy, Great vengeance and furious fire, est sorti chez Counter Records en octobre 2007.

> Morley
Sensuel et poétique, l'univers musical de cette jeune femme au teint diaphane est nourri de ses engagements de citoyenne du monde. Doucement folk.
L'album de Morley, Seen, est sorti en janvier 2008 chez Polydor.

> Ben's Brother
Quelque part entre Sam Cooke, Elton John ou Rod Stewart, Jamie Hartman (le frère de Ben, c'est lui) possède un style et un timbre véritablement uniques.
L'album de Ben's Brother, Beta Male Fairytales, est sorti en février 2008 chez Virgin.

INFORMATIONS SUPPLÉMENTAIRES
Jazz, pop, rock, blues, boeufs, mélange de tribus musicales, lever de rideau sur l'envers du décor, complicité en coulisses et en répétition, son de qualité studio... Manu Katché - One shot not donne à voir et à entendre la musique autrement, au plus près de sa vérité. Résolument européenne, l'émission s'adresse à tous les publics grâce à sa coprésentatrice multilingue : Alice Tumler. La pétillante Franco-Autrichienne présente l'émission en français et en allemand, aux côtés de Manu. Baguettes en main, ce dernier se fond avec une énergie jubilatoire dans les univers de ses invités dont il connaît bien les talents, les influences et la capacité d'improvisation."
3623259.001;TV;TF1;2008;Fiction;Programme jeunesse;Emission simple incluse;"[Source iMedia]
La famille d'Eliot, dans le cadre d'un échange culturel, reçoit chez elle un petit Japonais..."
3743671.001;TV;M6;2008;Fiction;Programme jeunesse;Emission simple incluse;"[source : documentation écrite M6]
Aujourd'hui, c'est le grand nettoyage de printemps au village. Pollux donne un coup
de patte, bon gré mal gré, mais comme à son habitude Zébulon va jouer un petit tour
au chien insouciant: abracadabra, et une mouche coincée dans du papier aluminium
devient aux yeux de tout le monde un terrifiant envahisseur extraterrestre. Pollux,
Ambroise et Flappy vont unir leur force pour débarrasser le village de ce ' fléau '...

[Source iMedia]
Ambroise et Pollux pensent être confrontés à une attaque d'extraterrestres après avoir découvert un caillou métallique..."
3762164.001;TV;M6;2008;Fiction;Programme jeunesse;Collection d'émissions simples;"Source : [http://www.unweb.fr/medias/cosmic-robbie-dans-m6-kid.html]

Cosmic Robbie, une série de 26 épisodes de 26 minutes, à suivre à partir du 26 octobre dans M6 Kid!""

""La famille M6 Kid s'ouvre à un nouvel habitant : Cosmic Robbie. Au menu : des aventures délirantes dans l'espace comme sur la Terre et des missions tout en 3D, à l'animation exceptionnelle.
Robbie passerait pour un collégien sans histoire s'il ne cachait au fond de son casier une base secrète en liaison avec la Ligue cosmique, une bande de superhéros déjantés toujours prête à intervenir aux quatre coins de la galaxie. Quand la Terre perd son apesanteur ou que le Néant risque de tout avaler, la Ligue Cosmique passe à l'action !
Les personnages
Robbie : Au collège, Robbie est un garçon timide, souvent dépassé par l'exubérance de ses camarade s de classe. Heureusement, dès qu'il faut agir, Robbie ne perd pas une minute. S'il est vif et courageux, il possède un don hors du commun pour son compagnon d'aventures Ray : il réfléchit avant d'agir.
Quantum Ray : En apparence, Quantum Ray a tout du justicier. Il est grand, il est fort, il présente bien. Mais c'est surtout une catastrophe ambulante qui fonce tête baissée dans l'action, au risque souvent de revenir en morceaux. Ray est aussi un incroyable gaffeur, capable de se tromper d'adversaires ou de créer de multiples dangers. Heureusement, Robbie est souvent là pour le remettre sur la bonne voie.
Barnabé : Androïde de la vieille école, Barnabé est un puits de science, capable d'expliquer la fin de l'apesanteur, la formule mathématique du Rien ou la Naissance de l'Univers. Possédant aussi toutes les données sur les différents méchants qui menacent notre galaxie, il est indispensable à la Ligue Cosmique, ne seraitce que pour expliquer ce qui attend nos héros... même si Robbie est souvent le seul à l'écouter.
Dani et Dina : Pilotes du vaisseau intergalactique, ces sœurs extraterrestres démarrent au quart de tour quand il s'agit de sauver le monde, quitte à oublier que les autres ne sont pas encore attachés. De par leur origine, Dani et Dina ont le pouvoir de créer un filet élastique en forme d'ADN qui piège les ennemis les plus résistants."
