"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"femme";3,299;-0,936;-0,597;0,418;-0,188;-0,423
"famille";-0,888;0,154;-0,597;4,526;-0,188;-0,423
"falling";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"existence";-1,185;0,004;3,256;0,102;-0,251;-0,565
"ex";10,211;-0,936;-0,597;-0,696;-0,188;-0,423
"eau";0,191;-0,936;-0,597;4,526;-0,188;-0,423
"défunt";1,695;-1,249;0,208;0,102;-0,251;-0,565
"cure";-1,185;-1,249;-0,797;-0,929;-0,251;28,591
"communication";13,631;-1,249;-0,797;-0,929;-0,251;-0,565
"chipmunks";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"cancro";-1,185;-1,249;-0,797;-0,929;-0,251;28,591
"bientôt";3,299;0,154;-0,597;-0,696;-0,188;-0,423
"astrophysicien";3,299;-0,936;0,614;-0,696;-0,188;-0,423
"association";0,191;-0,936;0,614;0,418;-0,188;-0,423
"armée";-1,185;-1,249;-0,797;17,382;-0,251;-0,565
"apollo";-1,185;-1,249;20,265;-0,929;-0,251;-0,565
"alvinnn";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"air";3,299;-0,936;-0,597;0,418;-0,188;-0,423
"aimer";0,191;0,154;0,614;-0,696;-0,188;-0,423
"ado";0,191;3,072;-0,597;-0,696;-0,188;-0,423
"abonner";-1,185;12,932;-0,797;-0,929;-0,251;-0,565
"30z";-1,185;12,932;-0,797;-0,929;-0,251;-0,565
"29z";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"11z";-1,185;12,932;-0,797;-0,929;-0,251;-0,565
"07z";-1,185;12,932;-0,797;-0,929;-0,251;-0,565
"énergie";10,211;-0,936;-0,597;-0,696;-0,188;-0,423
"écrasement";-0,888;-0,936;-0,597;13,021;-0,188;-0,423
"écouter";0,191;3,072;-0,597;-0,696;-0,188;-0,423
"è";-0,888;-0,936;-0,597;-0,696;-0,188;21,418
"youcurious";-0,888;-0,936;0,614;4,526;-0,188;-0,423
"wikipedia";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"walton";-0,888;-0,936;0,614;4,526;-0,188;-0,423
"vost";-0,888;3,072;-0,597;-0,696;4,111;-0,423
"vivre";3,299;-0,936;0,614;-0,696;-0,188;-0,423
"visiteur";0,191;0,154;0,614;-0,696;-0,188;-0,423
"vinyle";0,191;0,154;0,614;-0,696;-0,188;-0,423
"vague";0,191;-0,936;0,614;0,418;-0,188;-0,423
"ucciso";-0,888;-0,936;-0,597;-0,696;-0,188;21,418
"témoin";0,191;0,154;-0,597;-0,696;4,111;-0,423
"travis";-0,888;-0,936;0,614;4,526;-0,188;-0,423
"travers";0,191;3,072;-0,597;-0,696;-0,188;-0,423
"toucher";10,211;-0,936;-0,597;-0,696;-0,188;-0,423
"texas";-0,888;3,072;0,614;-0,696;-0,188;-0,423
"sûr";-0,888;0,154;5,475;-0,696;-0,188;-0,423
"sérieux";-0,888;0,154;0,614;0,418;-0,188;-0,423
"survivant";-0,888;0,154;0,614;0,418;-0,188;-0,423
"surprenant";-0,888;-0,936;15,181;-0,696;-0,188;-0,423
"surnaturel";10,211;-0,936;-0,597;-0,696;-0,188;-0,423
"storia";-0,888;0,154;-0,597;-0,696;-0,188;8,228
"spiritualité";10,211;-0,936;-0,597;-0,696;-0,188;-0,423
"source";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"sound";0,191;3,072;-0,597;-0,696;-0,188;-0,423
"sortie";-0,888;3,072;0,614;-0,696;-0,188;-0,423
"situer";0,191;0,154;0,614;-0,696;-0,188;-0,423
"shag";-0,888;-0,936;-0,597;13,021;-0,188;-0,423
"self";-0,888;3,072;-0,597;0,418;-0,188;-0,423
"récupération";-0,888;-0,936;-0,597;13,021;-0,188;-0,423
"rythme";-0,888;3,072;0,614;-0,696;-0,188;-0,423
"russe";-0,888;3,072;0,614;-0,696;-0,188;-0,423
"robin";-0,888;0,154;-0,597;4,526;-0,188;-0,423
"rfk";-0,888;-0,936;-0,597;-0,696;-0,188;21,418
"rester";-0,888;3,072;0,614;-0,696;-0,188;-0,423
"ressembler";0,191;-0,936;5,475;-0,696;-0,188;-0,423
"repas";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"raconter";3,299;0,154;-0,597;-0,696;-0,188;-0,423
"père";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"proibita";-0,888;-0,936;-0,597;-0,696;-0,188;21,418
"pooyard";10,211;-0,936;-0,597;-0,696;-0,188;-0,423
"podcast";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"peur";3,299;0,154;-0,597;-0,696;-0,188;-0,423
"pentagone";0,191;-0,936;0,614;0,418;-0,188;-0,423
"paul";3,299;-0,936;-0,597;0,418;-0,188;-0,423
"page";0,191;3,072;-0,597;-0,696;-0,188;-0,423
"pachaqueer";-0,888;0,154;-0,597;4,526;-0,188;-0,423
"ovnis8";-0,888;-0,936;-0,597;13,021;-0,188;-0,423
"ovnis4";-0,888;-0,936;-0,597;13,021;-0,188;-0,423
"observation";0,191;0,154;0,614;-0,696;-0,188;-0,423
"nvous";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"nun";-0,888;3,072;0,614;-0,696;-0,188;-0,423
"nspace";-0,888;3,072;0,614;-0,696;-0,188;-0,423
"npenseur";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"novnis";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"nouvelle";-0,888;0,154;-0,597;4,526;-0,188;-0,423
"nlibre";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"nl";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"nhttp";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"nhadopi";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"nghost";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"nbande";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"navette";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"nattraction";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"nabonnez";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"méditation";10,211;-0,936;-0,597;-0,696;-0,188;-0,423
"mondial";0,191;0,154;0,614;-0,696;-0,188;-0,423
"min";3,299;0,154;-0,597;-0,696;-0,188;-0,423
"martine";10,211;-0,936;-0,597;-0,696;-0,188;-0,423
"marioncameleon";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"maison";-0,888;-0,936;-0,597;4,526;4,111;-0,423
"magiche";-0,888;-0,936;-0,597;-0,696;-0,188;21,418
"machine";0,191;0,154;0,614;-0,696;-0,188;-0,423
"macchine";-0,888;-0,936;-0,597;-0,696;-0,188;21,418
"lowe";-0,888;3,072;0,614;-0,696;-0,188;-0,423
"linda";0,191;0,154;0,614;-0,696;-0,188;-0,423
"ligne";3,299;-0,936;0,614;-0,696;-0,188;-0,423
"lciwat";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"jardin";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"inédit";-0,888;-0,936;-0,597;-0,696;48,29;-0,423
"inverse";-0,888;-0,936;-0,597;13,021;-0,188;-0,423
"ingénierie";-0,888;-0,936;-0,597;13,021;-0,188;-0,423
"imaginer";-0,888;-0,936;5,475;0,418;-0,188;-0,423
"igor";10,211;-0,936;-0,597;-0,696;-0,188;-0,423
"hyper";0,191;-0,936;5,475;-0,696;-0,188;-0,423
"harbour";-0,888;-0,936;-0,597;13,021;-0,188;-0,423
"gérard";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"guérison";3,299;-0,936;0,614;-0,696;-0,188;-0,423
"groupe";-0,888;0,154;0,614;0,418;-0,188;-0,423
"grichka";10,211;-0,936;-0,597;-0,696;-0,188;-0,423
"gille";-0,888;3,072;-0,597;0,418;-0,188;-0,423
"georges";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"french";-0,888;-0,936;0,614;4,526;-0,188;-0,423
"fondateur";0,191;-0,936;0,614;0,418;-0,188;-0,423
"figure";-0,888;-0,936;-0,597;13,021;-0,188;-0,423
"extraterestres";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"explosion";-0,888;0,154;-0,597;4,526;-0,188;-0,423
"expert";3,299;-0,936;0,614;-0,696;-0,188;-0,423
"enigmes";10,211;-0,936;-0,597;-0,696;-0,188;-0,423
"donner";-0,888;0,154;-0,597;4,526;-0,188;-0,423
"dominique";10,211;-0,936;-0,597;-0,696;-0,188;-0,423
"disponible";-0,888;3,072;0,614;-0,696;-0,188;-0,423
"deuxième";3,299;0,154;-0,597;-0,696;-0,188;-0,423
"degorges";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"couple";-0,888;3,072;0,614;-0,696;-0,188;-0,423
"corps";0,191;-0,936;5,475;-0,696;-0,188;-0,423
"continuer";3,299;0,154;-0,597;-0,696;-0,188;-0,423
"confirmer";0,191;-0,936;5,475;-0,696;-0,188;-0,423
"communiquer";3,299;0,154;-0,597;-0,696;-0,188;-0,423
"commencer";3,299;0,154;-0,597;-0,696;-0,188;-0,423
"colares";-0,888;-0,936;15,181;-0,696;-0,188;-0,423
"claude";3,299;-0,936;0,614;-0,696;-0,188;-0,423
"bonheur";-0,888;-0,936;0,614;4,526;-0,188;-0,423
"bogdanov";10,211;-0,936;-0,597;-0,696;-0,188;-0,423
"body";-0,888;0,154;-0,597;4,526;-0,188;-0,423
"aventure";-0,888;3,072;0,614;-0,696;-0,188;-0,423
"autorité";3,299;-0,936;0,614;-0,696;-0,188;-0,423
"atterrissage";-0,888;-0,936;5,475;0,418;-0,188;-0,423
"artificiel";-0,888;-0,936;15,181;-0,696;-0,188;-0,423
"archeologia";-0,888;-0,936;-0,597;-0,696;-0,188;21,418
"appeler";0,191;-0,936;5,475;-0,696;-0,188;-0,423
"ancient";-0,888;-0,936;15,181;-0,696;-0,188;-0,423
"amzn";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"accident";-0,888;-0,936;-0,597;13,021;-0,188;-0,423
"abduction";0,191;-0,936;0,614;0,418;-0,188;-0,423
"41z";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"38z";0,191;3,072;-0,597;-0,696;-0,188;-0,423
"37z";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"23z";0,191;3,072;-0,597;-0,696;-0,188;-0,423
"21z";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"12z";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"06z";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"04z";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"de";3,081;-1,287;-0,005;0,016;84,438;-54,958
"ne";-6,199;200,17;-3,708;-26,921;-10,178;-20,309
"la";30,581;-1,581;8,515;-21,444;-6,429;-1,995
"les";0,045;-10,915;9,691;-0,182;107,94;-41,433
"l";2,747;-1,57;-11,773;-2,476;131,112;-8,596
"le";5,775;3,49;0,111;-6,563;-0,17;-6,353
"et";81,954;0,007;0,202;-18,383;-8,57;-24,766
"sur";148,693;-2,656;-0,207;-20,81;-8,377;-29,633
"d";0,928;0,492;3,491;2,753;-7,875;-17,754
"un";-0,994;-0,918;8,693;0,68;-4,563;-0,075
"être";21,412;-2,041;27,928;-12,131;-7,063;-15,925
"en";-0,837;1,372;-0,887;-1,717;86,777;-19,253
"des";1,775;-0,052;19,124;-2,537;-2,297;-11,368
"à";0,1;0,17;4,639;-2,702;6,743;-10,72
"1";-9,298;-1,119;-4,555;-1,234;3,961;57,28
"avoir";-0,307;1,939;10,303;-0,005;-4,387;-9,891
"2";-10,5;-9,697;-2,192;0,283;11,185;46,423
"3";-9,031;-8,214;-3,678;9,413;-0,379;42,313
"du";1,291;-0,07;-1,119;11,527;-1,094;-10,221
"une";1,514;-0,774;24,059;-1,837;-3,88;-8,748
"avec";9,385;-9,093;8,404;-0,001;-1,029;-6,365
"pour";9,771;1,526;1,709;-6,146;-3,453;-7,784
"dans";0,144;0,047;5,863;-0,149;-0,267;-7,15
"12";-12,887;2,092;-12,114;10,652;-3,808;17,315
"4";-9,384;-4,432;0,025;-1,995;-1,202;79,474
"on";36,196;-4,163;1,033;-3,813;-1,809;-8,425
"vous";35,688;0,152;-2,172;-4,79;-3,032;-6,835
"que";0,542;-0,062;17,813;-3,422;-2,073;-4,674
"nous";1,248;-0,196;10,256;-1,962;-1,606;-3,62
"5";-4,184;0,081;2,22;-6,067;4,681;3,748
"10";-5,16;15,906;-1,239;-3,422;-2,073;4,944
"il";-0,796;0,035;1,944;-2,689;-0,65;3,408
"v";-8,23;108,816;-7,238;-8,439;-2,276;-5,13
"s";-0,287;4,472;0,65;-0,001;-1,738;-3,919
"qui";10,098;-0,236;0,268;-0,605;-1,939;-4,371
"11";-3,742;9,207;-3,332;0,934;0,12;-0,624
"7";-5,16;-0,452;3,226;-0,217;-0,453;7,683
"par";-4,728;0,008;7,066;6,784;-2,411;-5,437
"9";-4,265;-2,668;-0,139;-1,39;-0,072;45,712
"e";-1,071;11,872;-0,139;-1,39;-1,408;-0,218
"6";-8,221;-1,219;-0,597;-2,364;-1,738;76,208
"au";0,554;2,307;3,03;-2,57;-1,805;-4,069
"cette";9,854;-3,656;3,179;-0,868;-1,212;-2,732
"ce";1,366;-2,395;7,237;0,001;-1,342;-3,026
"8";-7,281;-0,677;-2,742;-3,457;0,272;67,495
"t";-0,003;7,027;0;-0,709;-1,146;-2,585
"faire";-1,071;3,694;1,88;-0,392;-0,072;-3,174
"si";47,97;-1,952;-1,363;-5,955;-1,606;-3,62
"16";-6,658;3,694;-0,91;-1,39;-0,072;12,078
"pas";-0,053;1,265;2,847;-0,072;-1,54;-3,471
"se";4,225;-4,585;6,42;-0,005;-1,408;-3,174
"04";-5,422;29,72;-3,647;0,143;-1,146;-2,585
"17";-3,099;2,343;1,679;0,976;-1,146;-2,585
"x";-2,081;15,002;-0,026;-1,632;-0,44;-0,992
"son";1,547;-0,352;7,618;-1,892;-1,081;-2,438
"plus";-0,033;6,014;-0,008;-0,114;-1,212;-2,732
"ou";0,48;1,588;-0,75;-0,1;-0,823;-0,262
"2011";-4,808;36,685;-3,234;-3,77;-1,017;0
"06";-5,422;14,222;-3,647;4,875;-1,146;-2,585
"03";-5,114;8,195;-3,44;9,095;-1,081;-2,438
"pouvoir";0,435;1,287;2,078;-1,892;-1,081;-2,438
"2012";-1,186;27,822;-2,21;-2,577;-0,695;-1,566
"13";-1,421;0,168;-1,609;-0,054;0,915;4,064
"01";-0,015;12,957;-2,823;-0,188;-0,887;-2,001
"y";0,034;0,623;0;0,309;-0,759;-1,711
"ses";10,583;-1,317;0,928;-2,577;-0,695;-1,566
"c";2,578;0,782;0,132;-1,469;-0,952;-2,146
"2015";-0,409;10,445;-2,618;0,16;-0,823;-1,856
"mais";4,958;-0,116;0,132;-0,297;-0,952;-2,146
"dire";12,035;-0,909;-1,08;-0,297;0,018;-2,146
"19";0,011;5,845;-0,797;-0,929;-0,251;-0,565
"qu";0,48;0,364;1,933;-1,064;-0,823;-1,856
"point";-0,888;3,072;0,614;-0,696;-0,188;-0,423
"02";-4,808;18,289;-1,252;-0,422;-1,017;0
"tout";4,105;-0,003;-0,013;-1,064;0,079;-1,856
"notre";13,951;-0,041;-0,053;-3,291;-0,887;-2,001
"nos";2,43;0,466;0,212;-2,103;-0,567;-1,279
"j";-3,892;0,364;1,933;3,353;-0,823;-1,856
"2019";-0,289;15,002;-1,4;-1,632;-0,44;-0,992
"2018";-3,589;23,922;0;-2,814;-0,759;-1,711
"14";-0,258;0,011;-0,595;4,18;-0,759;-0,179
"où";1,619;-0,346;0,739;-0,093;-0,44;-0,992
"là";39,761;-4,423;-0,912;-3,291;-0,887;-2,001
"comment";-1,443;0,623;9,861;-0,871;-0,759;-1,711
"aux";1,708;-0,077;1,326;-0,511;-0,631;-1,422
"08";-3,892;15,124;-2,618;1,244;-0,823;-1,856
"05";-0,484;11,746;-1,602;-0,209;-0,503;-1,135
"très";0,034;-1,591;9,861;-0,036;-0,759;-1,711
"mieux";51,788;-4,745;-3,028;-3,53;-0,952;-2,146
"ils";-3,286;-0,188;25,466;-0,686;-0,695;-1,566
"07";-3,286;20,804;-2,21;-0,003;-0,695;-1,566
"tu";-1,483;-0,038;6,876;-1,163;1,818;-0,707
"savoir";0,772;0,011;-2,414;-0,871;-0,759;4,972
"croire";-1,186;0,078;0,928;2,259;-0,695;-1,566
"2010";-3,286;27,822;-0,449;-2,577;-0,695;-1,566
"toute";28,714;-0,506;-2,618;-3,052;-0,823;-1,856
"tous";-1,186;14,804;-0,449;-0,686;-0,695;-1,566
"comme";0,135;0,092;3,537;-1,632;-0,44;-0,992
"alerte";-4,197;-2,16;-2,823;51,21;-0,887;-2,001
"2014";-3,589;39,165;-2,414;-2,814;-0,759;-1,711
"2013";0,301;11,988;-2,007;-2,34;-0,631;-1,422
"20";-0,938;11,988;-0,314;-0,511;-0,631;-1,422
"vouloir";-1,483;3,662;2,003;-1,163;-0,314;-0,707
"m";-0,703;0,466;1,855;-0,351;0,453;-1,279
"in";-1,483;3,662;0,043;-1,163;-0,314;0,274
"51";-0,938;0,221;8,198;-2,34;0,313;-1,422
"2020";-2,381;18,169;-1,602;-0,209;-0,503;-1,135
"15";-2,682;14,702;-1,804;0,071;-0,567;-1,279
"to";-2,081;22,711;-1,4;-1,632;-0,44;-0,992
"o";-1,782;11,876;-1,198;-1,397;-0,377;0,105
"an";7,976;-3,145;0,087;0,01;-0,631;-1,422
"29";-1,782;6,165;-1,198;0,839;-0,377;-0,849
"00";-3,286;35,859;-2,21;-2,577;-0,695;-1,566
"sans";12,604;-1,878;0;-1,397;-0,377;-0,849
"quelle";-0,022;0,738;0,043;-1,163;-0,314;0,274
"elle";0,996;-0,561;0,418;0,205;-0,503;-1,135
"depuis";18,846;-1,051;-0,314;-2,34;-0,631;-1,422
"30";-0,133;9,822;-2,21;-0,003;-0,695;-1,566
"09";-2,983;11,988;-2,007;0,835;-0,631;-1,422
"ça";17,059;-1,563;-0,997;-1,163;-0,314;-0,707
"je";0,023;6,718;-0,096;-1,867;-0,503;-1,135
"elles";-0,484;0,007;6,543;-0,209;-0,503;-1,135
"ces";-1,185;1,536;3,256;-0,929;-0,251;-0,565
"aussi";12,604;-0,166;-1,198;-1,397;-0,377;-0,849
"alors";-0,289;0,092;8,421;-1,632;-0,44;-0,992
"2016";-0,022;0,738;2,003;-1,163;-0,314;-0,707
"1990";-1,185;-1,249;-0,797;17,382;-0,251;-0,565
"18";-0,888;-0,936;-0,597;13,021;-0,188;-0,423
"or";-1,782;-0,166;-1,198;-1,397;-0,377;28,198
"f";-0,128;0,309;0;-0,018;-0,377;0,105
"autres";0,383;2,309;0;-1,397;-0,377;-0,849
"après";3,405;0,849;-0,096;-1,867;-0,503;-1,135
"24";-1,782;2,309;-1,198;0,839;1,275;-0,849
"21";1,619;-0,346;-0,026;-0,093;0,905;-0,992
"2021";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"2017";-1,782;11,876;-1,198;-0,018;-0,377;-0,849
"trois";17,059;-1,563;-0,997;-1,163;-0,314;-0,707
"sa";0,383;0,309;0;-0,018;-0,377;-0,849
"mon";-0,888;3,072;0,614;-0,696;-0,188;-0,423
"mes";-2,081;15,002;-0,026;-1,632;-0,44;-0,992
"falloir";-0,022;-0,038;0,043;0,005;1,818;-0,707
"contre";1,695;-1,249;-0,797;2,568;-0,251;-0,565
"autre";9,368;-0,038;-0,997;-1,163;-0,314;-0,707
"36";-2,081;8,886;-0,026;-1,632;0,905;-0,992
"2023";3,299;0,154;-0,597;-0,696;-0,188;-0,423
"u";-1,483;16,184;-0,997;-1,163;-0,314;-0,707
"toujours";17,059;-1,563;-0,997;-1,163;-0,314;-0,707
"pourquoi";-1,483;3,662;2,003;-1,163;-0,314;-0,707
"plein";-0,022;-0,038;-0,997;5,603;-0,314;-0,707
"chaque";6,621;-0,166;0;-1,397;-0,377;-0,849
"47";-0,128;6,165;-1,198;-1,397;1,275;-0,849
"46";-1,483;8,811;-0,997;-1,163;1,818;-0,707
"28";-1,483;8,811;-0,997;0,005;-0,314;-0,707
"25";-1,483;3,662;-0,997;1,485;-0,314;-0,707
"1995";-0,128;-1,878;-1,198;16,509;-0,377;-0,849
"votre";3,299;0,154;-0,597;-0,696;-0,188;-0,423
"vos";0,011;1,536;0,208;-0,929;-0,251;-0,565
"moins";3,299;-0,936;0,614;-0,696;-0,188;-0,423
"lui";0,011;0,004;3,256;-0,929;-0,251;-0,565
"ici";0,849;3,662;-0,997;-1,163;-0,314;-0,707
"grâce";-0,022;-0,038;2,003;0,005;-0,314;-0,707
"certains";0,191;0,154;0,614;-0,696;-0,188;-0,423
"ailleurs";-1,185;1,536;3,256;-0,929;-0,251;-0,565
"afin";13,631;-1,249;-0,797;-0,929;-0,251;-0,565
"70";0,849;-0,038;-0,997;1,485;-0,314;-0,707
"57";-0,022;8,811;-0,997;-1,163;-0,314;-0,707
"35";-1,483;16,184;-0,997;-1,163;-0,314;-0,707
"33";0,011;1,536;-0,797;-0,929;2,663;-0,565
"26";-1,185;12,932;-0,797;-0,929;-0,251;-0,565
"22";0,011;5,845;-0,797;-0,929;-0,251;-0,565
"2009";-1,185;12,932;-0,797;-0,929;-0,251;-0,565
"000";6,234;-1,249;0,208;-0,929;-0,251;-0,565
"voici";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"non";-1,185;0,004;0,208;2,568;-0,251;-0,565
"moi";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"loin";-1,185;1,536;3,256;-0,929;-0,251;-0,565
"ha";-1,185;-1,249;-0,797;-0,929;-0,251;28,591
"divers";-1,185;5,845;0,208;-0,929;-0,251;-0,565
"bon";0,011;0,004;0,208;0,102;-0,251;-0,565
"bien";1,695;0,004;-0,797;0,102;-0,251;-0,565
"b";6,234;0,004;-0,797;-0,929;-0,251;-0,565
"52";-0,888;0,154;-0,597;-0,696;20,145;-0,423
"50";-1,185;-1,249;9,942;-0,929;2,663;-0,565
"49";-0,888;3,072;-0,597;-0,696;4,111;-0,423
"41";0,011;5,845;-0,797;-0,929;-0,251;-0,565
"32";-1,185;0,004;9,942;-0,929;-0,251;-0,565
"27";-0,888;3,072;-0,597;0,418;-0,188;-0,423
"23";-0,888;3,072;-0,597;0,418;-0,188;-0,423
"100";0,011;1,536;-0,797;0,102;-0,251;-0,565
"sous";-0,888;-0,936;15,181;-0,696;-0,188;-0,423
"quand";0,191;-0,936;5,475;-0,696;-0,188;-0,423
"même";-0,888;0,154;0,614;0,418;-0,188;-0,423
"me";0,191;3,072;-0,597;-0,696;-0,188;-0,423
"deux";3,299;0,154;-0,597;-0,696;-0,188;-0,423
"40";0,191;3,072;-0,597;-0,696;-0,188;-0,423
"38";0,191;0,154;0,614;-0,696;-0,188;-0,423
"2007";-0,888;9,688;-0,597;-0,696;-0,188;-0,423
"*provider_wat";-61,343;-13,873;-34,217;6,633;-4,014;391,903
"*user_BTLVRadioTV";35,45;-4,745;-1,08;-1,469;-0,952;-2,146
"*user_NURÉATVAucoeurdelinexpliqué";0,135;-2,193;-0,026;6,81;-0,44;-0,992
"*id_aPJbOb5lAa4";-11,085;67,481;-0,285;-2,855;-2,893;-6,522
"*user_BTLVNuméro1surleMystèreetlInexpliqué";6,707;34,392;-4,765;-2,448;-9,564;-18,955
"*user_shamballah13";-0,888;-0,936;-0,597;13,021;-0,188;-0,423
"*user_Gentside";-0,888;-0,936;-0,597;13,021;-0,188;-0,423
"*id_weCpNpgemig";-1,133;45,604;-1,383;-5,583;-2,14;-4,825
"*user_ÉNIGMESEN7SECONDES";-0,295;-0,311;5,048;-0,231;-0,062;-0,141
"*user_ExtraterrestresTV";-1,782;6,165;-1,198;-1,397;8,251;-0,849
"*user_INTROCRATE";-1,443;-3,783;-0,595;33,254;-0,759;-1,711
"*user_LesZinzinsdelespace";-13,352;-14,073;-8,981;-10,471;726,38;-6,365
"*user_androbate";-1,782;2,309;4,896;-1,397;-0,377;-0,849
"*user_Lavéritéestailleurs";-6,374;-6,813;38,477;4,854;-1,872;-4,22
"*user_noriko";-2,813;-1,368;-0,288;30,526;-1,081;-2,438
"*user_MikeCrissBlog";-33,404;-35,209;-22,468;-26,196;-7,063;806,033
"*user_BTLVBobVousDitTouteLaVérité";15,97;24,039;-6,883;-15,594;-4,903;-4,843
"*user_secureteam10";-5,114;26,696;0,612;-4,011;-1,081;-2,438
"*provider_dailymotion";-6,135;-4,915;0;66,42;-2,754;-6,21
"*user_bySankahOfficiel";-5,422;-1,613;69,677;-4,252;-1,146;-2,585
"*user_MrSamPointdinterrogation";-0,044;-0,077;0,087;2,987;-0,631;-1,422
"*user_Introcrate";-1,657;-3,656;-0,51;38,408;-1,212;-2,732
"*user_Shamballahtreize";-2,381;-0,561;-0,096;16,735;-0,503;-1,135
"*id_5pggPAvOhM";-6,714;73,593;-3,181;-8,288;-2,893;-1,302
"*user_Brut";3,396;-0,311;-0,199;-0,231;-0,062;-0,141
"*user_LeHuffPost";-1,782;-1,878;4,896;3,862;-0,377;-0,849
"*provider_youtube";72,382;20,772;29,515;-41,091;7,191;-295,624
"*user_ODHTv";-17,698;4,352;-9,03;53,517;0,473;-9,727
"*user_TrèsCurieuxYouCuriousFrench";-6,038;-6,365;59,705;0,02;-1,277;-2,879
"*user_odezenne";-0,295;3,222;-0,199;-0,231;-0,062;-0,141
"*user_BTLVLemédiacomplémentaire";68,157;-12,701;-0,04;-4,993;-2,548;-3,603
"*user_FuriousJumper";-1,782;-0,166;19,514;-1,397;-0,377;-0,849
"*user_Scicos";-10,122;-10,669;115,955;-0,296;-2,14;-4,825
"*user_BobVousDitTouteLaVérité";63,451;24,783;-11,363;-21,718;-10,713;-24,155
"*user_GillusZG";-6,348;-4,273;-0,08;54,565;-1,342;-3,026
"*id_xp18wTH8Kd0";1,784;84,826;-5,97;-21,546;-5,81;-13,099
