"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"terre";0,116;0,207;0,002;0,093;0,384;0,191
"r";0,084;0;0,157;0,921;0,427;0,233
"premier";0,276;0,78;0,335;0,133;0,405;0,211
"planète";0,116;0,916;0,991;0,85;0,384;0,191
"partir";0,07;0,251;0,137;0,108;0,405;0
"média";0;0,207;0,12;0,093;0,384;0,191
"venir";0,193;0,215;0,372;0,335;0,617;0,452
"témoignage";0,279;0,063;0,883;0,023;0,405;0,211
"rencontre";0,379;0,052;0,441;0;0,384;0,191
"question";0,003;0,207;0,115;0,093;0,384;0,191
"nparanormal";0,182;0;0,274;0,237;0,539;0,357
"mystérieux";0,715;0,063;0,001;0,468;0,405;0,211
"music";0,182;0;0,274;0,237;0,539;0,357
"mort";0;0,076;0,157;0,126;0,427;0,233
"jean";0;0,171;0,274;0,237;0,539;0,357
"dimensione";0,07;0,063;0,137;0,108;0,405;0
"ciel";0,182;0,013;0,994;0,894;0,539;0,357
"astuce";0,223;0;0,318;0,281;0,576;0,4
"étrange";0,333;0,305;0;0,921;0,427;0,233
"société";0;0,171;0,274;0,237;0,539;0,357
"replay";0,084;0;0,157;0,126;0,427;0,233
"portali";0,084;0,076;0,157;0,126;0,427;0
"personnel";0;0,211;0,318;0,281;0,576;0,4
"p";0,149;0;0,237;0,201;0,507;0,319
"over";0,149;0;0,237;0,201;0,507;0,319
"noël";0,223;0,003;0,318;0,281;0,178;0,4
"noddbods";0,276;0;0,372;0,335;0,617;0,452
"nmortal";0,346;0,002;0,44;0,404;0,665;0,515
"nen";0;0,093;0,179;0,554;0,451;0,258
"mission";0,276;0,264;0,071;0,335;0,617;0,022
"index";0,182;0;0,274;0,237;0,539;0,357
"incident";0,223;0,845;0,318;0;0,576;0,4
"filmer";0,276;0,251;0,137;0;0,405;0,211
"dei";0,333;0,305;0,157;0,126;0,427;0
"changement";0;0,556;0,237;0,201;0,507;0,319
"be";0,123;0;0,206;0,172;0,478;0,287
"ancien";0,915;0,951;0,071;0,335;0,617;0,452
"altra";0,084;0,076;0,157;0,126;0,427;0
"youtu";0,149;0;0,237;0,201;0,507;0,319
"série";0,915;0,016;0,372;0,335;0,617;0,452
"science";0,583;0,223;0,768;0,475;0,427;0,233
"réseau";0,88;0,01;0,757;0,172;0,478;0,287
"roswell";0,915;0,264;0,372;0,004;0,617;0,452
"relique";0,182;0,171;0;0,237;0,539;0,357
"org";0,182;0;0,274;0,237;0,539;0,357
"oddbods";0,149;0;0,237;0,201;0,507;0,319
"nextraterrestre";0,084;0;0,157;0,126;0,427;0,233
"nextra_terrestre";0,346;0,002;0,44;0,404;0,665;0,515
"nalien";0,123;0;0,206;0,172;0,478;0,287
"meilleur";0,346;0,08;0,44;0,404;0,043;0,515
"matin";0,084;0,305;0,157;0;0,427;0,233
"marion";0,223;0;0,318;0,281;0,576;0,4
"live";0;0,113;0,757;0,648;0,478;0,287
"libre";0;0,076;0,575;0,475;0,427;0,233
"jour";0,223;0,39;0,009;0,281;0,576;0,4
"cospirazione";0,084;0,076;0,157;0,126;0,427;0
"contact";0,084;0,076;0;0,084;0,427;0,233
"comprendre";0;0,454;0,206;0,172;0,478;0,287
"cacher";0,101;0,916;0,002;0,79;0,451;0,258
"animé";0,223;0;0,318;0,281;0,576;0,4
"épisode";0,721;0,013;0,274;0,237;0,259;0,357
"spécialiste";0,013;0,264;0,648;0,335;0,617;0,452
"sam";0,591;0;0,237;0,201;0,507;0,319
"répondre";0,193;0,264;0,071;0,335;0,617;0,452
"royalty";0,276;0;0,372;0,335;0,617;0,452
"retrouver";0,182;0,013;0,267;0,237;0,539;0,357
"recherche";0,346;0,08;0,433;0,404;0,665;0,515
"propos";0,346;0,08;0,433;0,404;0,665;0,515
"passer";0,007;0,113;0,518;0,172;0,423;0,287
"noir";0,346;0,695;0,433;0,518;0,665;0,515
"nickelodeon";0,223;0;0,318;0,281;0,576;0,4
"macleod";0,223;0;0,318;0,281;0,576;0,4
"kevin";0,223;0;0,318;0,281;0,576;0,4
"janvier";0,001;0,333;0,44;0,404;0,665;0,515
"jacques";0;0,139;0,237;0,201;0,507;0,319
"isrc";0,223;0;0,318;0,281;0,576;0,4
"incompetech";0,223;0;0,318;0,281;0,576;0,4
"gli";0,101;0,093;0,179;0,147;0,451;0
"free";0,276;0;0,372;0,335;0,617;0,452
"exister";0,123;0,454;0;0,172;0,478;0,287
"découvrir";0,713;0,139;0;0,201;0,507;0,319
"découverte";0,591;0,556;0;0,201;0,507;0,319
"dr";0;0,372;0,179;0,554;0,451;0,258
"del";0,101;0,372;0,179;0,147;0,451;0
"conscience";0;0,093;0,179;0,147;0,451;0,258
"complet";0,149;0;0,237;0,201;0,341;0,319
"bellanca";0;0,171;0,274;0,237;0,539;0,357
"article";0,123;0;0,206;0,172;0,478;0,287
"équipe";0,88;0,931;0,757;0,173;0,478;0,287
"web";0,915;0,016;0,372;0,335;0,617;0,452
"voir";0,123;0,357;0;0,172;0,478;0,287
"vf";0,123;0;0,206;0,172;0,478;0,287
"tricher";0,882;0,003;0,318;0,281;0,576;0,4
"reportage";0,486;0;0,206;0,172;0,478;0,287
"pyramide";0;0,113;0,757;0,172;0,478;0,287
"preuve";0,182;0,171;0;0,237;0,539;0,357
"prendre";0,486;0,357;0,011;0,172;0,478;0,287
"photo";0,123;0,001;0,518;0,172;0,478;0,287
"of";0,223;0;0,318;0,281;0,576;0,4
"musique";0,203;0,232;0,871;0,201;0,507;0,319
"jones";0,149;0,139;0,237;0,201;0,507;0
"intelligence";0,276;0,264;0;0,335;0,617;0,452
"incroyable";0,123;0,454;0,011;0,173;0,478;0,287
"fantôme";0,149;0,556;0,237;0;0,507;0,319
"face";0,203;0,761;0,39;0,201;0,507;0,319
"extra_terrestre";0,713;0,003;0,237;0,201;0,507;0,319
"expérience";0,029;0,761;0,871;0,201;0,507;0,319
"enlever";0,149;0,139;0;0,201;0,507;0,319
"black";0,149;0,003;0,871;0,76;0,507;0,319
"bande_annonce";0,486;0,001;0,206;0,172;0,423;0,287
"archéologie";0;0,139;0,237;0,76;0,507;0,319
"voyage";0,149;0,556;0;0,76;0,507;0,319
"user";0,223;0,003;0,835;0,281;0,576;0,4
"tiktok";0,346;0,002;0,44;0,404;0,665;0,515
"this";0,346;0,002;0,44;0,404;0,665;0,515
"spazio";0,149;0,139;0,237;0,201;0,507;0
"social";0,029;0,232;0,237;0,201;0,507;0,319
"réponse";0,662;0,695;0,433;0,404;0,665;0,515
"retour";0,536;0,578;0,994;0,237;0,259;0,357
"odh";0,149;0;0,237;0,201;0,507;0,319
"octobre";0,276;0;0,372;0,335;0,617;0,452
"obama";0,149;0,139;0,237;0,201;0,507;0
"numéro";0,069;0,695;0,44;0,404;0,665;0,515
"nufologie";0,149;0;0,237;0,201;0,507;0,319
"more";0,223;0;0,318;0,281;0,576;0,4
"ly";0,223;0;0,318;0,281;0,576;0,4
"lune";0,149;0,556;0;0,201;0,507;0,319
"list";0,182;0;0,274;0,237;0,539;0,357
"juin";0,223;0;0,318;0,281;0,576;0,4
"inganno";0,149;0,139;0,237;0,201;0,507;0
"info";0,357;0,39;0,318;0,944;0,576;0,4
"illuminati";0,149;0,139;0,237;0,201;0,507;0
"el";0,276;0,215;0,372;0,109;0,617;0,452
"earth";0,346;0,695;0,433;0,404;0,665;0,267
"direct";0,182;0;0,274;0,237;0,539;0,357
"devenir";0;0,556;0,237;0,201;0,507;0,319
"dello";0,149;0,139;0,237;0,201;0,507;0
"della";0,182;0,684;0,274;0,237;0,539;0
"curieux";0,149;0,556;0;0,76;0,507;0,319
"conquista";0,149;0,139;0,237;0,201;0,507;0
"bit";0,223;0;0,318;0,281;0,576;0,4
"base";0,182;0,001;0,994;0,237;0,539;0,357
"bande";0,591;0;0,237;0,201;0,507;0,319
"américain";0,591;0,556;0,871;0,009;0,507;0,319
"alex";0,149;0,139;0,237;0,201;0,507;0
"actu";0,357;0,056;0,318;0,281;0,576;0,4
"00z";0,149;0;0,237;0,201;0,507;0,319
"uc3fuhiuhkxvrs8pqghegz4a";0,536;0,013;0,274;0,237;0,539;0,357
"tomber";0,721;0,578;0,267;0,894;0,539;0,357
"super";0,721;0,684;0,274;0,237;0;0,357
"santé";0;0,171;0,274;0,237;0,539;0,357
"revenir";0;0,211;0,318;0,281;0,576;0,4
"programme";0,223;0,003;0,835;0,281;0,576;0,4
"poser";0;0,171;0,274;0,237;0,539;0,357
"playlist";0,276;0;0,372;0,335;0,617;0,452
"opération";0,346;0,002;0,44;0,404;0,665;0,515
"nsur";0,276;0;0,372;0,335;0,617;0,452
"npour";0,662;0,08;0,44;0,404;0,665;0,515
"nmusique";0,223;0;0,318;0,281;0,576;0,4
"nitw";0,182;0;0,274;0,237;0,539;0,357
"nel";0,182;0,684;0,274;0,237;0,539;0
"ndocu";0,182;0;0,274;0,237;0,539;0,357
"militaire";0,223;0,056;0,318;0,223;0,576;0,4
"michel";0;0,171;0,994;0,237;0,539;0,357
"invasion";0,182;0;0,274;0,237;0,539;0,357
"inconnu";0,882;0,39;0,157;0,281;0,576;0,4
"ichon";0,193;0,951;0,372;0,749;0,617;0,452
"humain";0,536;0,171;0,001;0,237;0,539;0,357
"hack";0,346;0,002;0,44;0,404;0,665;0,515
"esprit";0,662;0,695;0,44;0,518;0,665;0,515
"episodes";0,182;0,171;0,274;0,237;0;0,357
"envoyer";0,223;0,845;0;0,281;0,576;0,4
"enquête";0,357;0,845;0,835;0,944;0,576;0,4
"enlèvement";0,182;0,171;0;0,894;0,539;0,357
"développement";0;0,171;0,274;0,237;0,539;0,357
"dessin";0,276;0;0,372;0,335;0,617;0,452
"crash";0,346;0,695;0,019;0,404;0,665;0,515
"complémentaire";0;0,171;0,274;0,237;0,539;0,357
"circle";0,182;0,001;0,274;0,237;0,539;0,745
"chi";0,276;0,264;0,372;0,335;0,617;0
"changer";0,046;0,845;0,835;0,281;0,576;0,4
"cerchi";0,182;0,171;0,274;0,237;0,539;0
"cas";0,223;0,211;0,835;0;0,576;0,4
"bien_être";0;0,171;0,274;0,237;0,539;0,357
"arte";0,182;0;0,274;0,237;0,539;0,357
"antenne";0;0,171;0,274;0,237;0,539;0,357
"animation";0,276;0;0,372;0,335;0,617;0,452
"affaire";0,276;0,264;0,372;0;0,617;0,452
"évoquer";0,346;0,333;0,019;0,518;0,665;0,515
"âme";0,276;0;0,372;0,335;0,617;0,452
"vrai";0,223;0,211;0;0,281;0,576;0,4
"voyager";0,346;0,002;0,44;0,404;0,665;0,515
"volant";0,276;0,264;0,002;0,749;0,617;0,452
"utiliser";0,223;0,845;0;0,281;0,576;0,4
"truth";0,346;0,08;0,433;0,404;0,665;0,515
"tracks";0,346;0,08;0,44;0,518;0,665;0,515
"teaser";0,276;0,215;0,071;0,335;0,617;0,452
"suricate";0,276;0;0,372;0,335;0,617;0,452
"suivre";0,046;0,39;0,318;0,281;0,576;0,4
"studio";0,882;0,056;0,318;0,281;0,576;0,6
"seconde";0,276;0,215;0,071;0,335;0,617;0,452
"scientifique";0,882;0,211;0,835;0,223;0,178;0,4
"roblox";0,276;0,264;0;0,335;0,617;0,452
"rendlesham";0,346;0,002;0,44;0,404;0,665;0,515
"quotidiennement";0;0,211;0,318;0,281;0,576;0,4
"qumran";0,346;0,333;0,44;0,404;0,665;0
"proposer";0;0,211;0,318;0,281;0,576;0,4
"projet";0,223;0,211;0;0,944;0,576;0,4
"pieces";0,346;0,002;0,44;0,404;0,665;0,515
"patrice";0;0,211;0,318;0,281;0,576;0,4
"one";0,276;0;0,372;0,335;0,617;0,452
"occulter";0,223;0,211;0,318;0,281;0,576;0
"nterre";0,223;0;0,318;0,281;0,576;0,4
"nsurnaturel";0,223;0;0,318;0,281;0,576;0,4
"no";0,346;0,08;0,44;0,518;0,665;0,515
"nle";0,223;0,003;0,835;0,281;0,576;0,4
"nla";0,223;0,003;0,318;0,281;0,576;0,6
"nfacebook";0,223;0;0,318;0,281;0,576;0,4
"ncropcircle";0,223;0;0,318;0,281;0,576;0,4
"nazismo";0,223;0,211;0,318;0,281;0,576;0
"namateur";0,223;0;0,318;0,281;0,576;0,4
"moteur";0,346;0,08;0,433;0,404;0,665;0,515
"moon";0,223;0,003;0,835;0,281;0,576;0,4
"metz";0,223;0;0,318;0,281;0,576;0,4
"message";0,882;0,211;0;0,281;0,576;0,4
"mer";0,357;0,845;0,157;0,281;0,576;0,4
"los";0,276;0;0,372;0,335;0,617;0,452
"invasione";0,223;0,211;0,318;0,281;0,576;0
"interstellaire";0,915;0,016;0,372;0,335;0,617;0,452
"image";0,223;0,211;0;0,281;0,576;0,4
"grano";0,223;0,211;0,318;0,281;0,576;0
"goo";0,276;0;0,372;0,335;0,617;0,452
"gl";0,276;0;0,372;0,335;0,617;0,452
"gesù";0,346;0,333;0,44;0,404;0,665;0
"gde";0,276;0;0,372;0,335;0,617;0,452
"freedom";0,223;0,211;0,318;0,281;0,576;0
"for";0,346;0,002;0,44;0,404;0,665;0,515
"fonder";0,001;0,333;0,44;0,404;0,665;0,515
"fin";0,346;0,695;0,44;0,404;0,665;0,004
"fascism";0,223;0,211;0,318;0,281;0,576;0
"exemple";0,882;0,39;0,835;0,944;0,576;0,4
"edition";0,276;0;0,372;0,335;0,617;0,452
"décrypter";0;0,264;0,372;0,335;0,617;0,452
"dossier";0,882;0,845;0,835;0,223;0,576;0,4
"dernier";0,223;0,39;0,835;0,223;0,576;0,4
"cultur";0,276;0,215;0,372;0,109;0,617;0,452
"content";0,662;0,08;0,44;0,404;0,665;0,515
"consommation";0;0,211;0,318;0,281;0,576;0,4
"compte_rendu";0,276;0;0,372;0,335;0,617;0,452
"chose";0,223;0,845;0,835;0,018;0,576;0,4
"blanc";0,662;0,695;0,44;0,518;0,665;0,515
"artiste";0,276;0,264;0,372;0;0,617;0,452
"art";0,046;0,845;0,318;0,944;0,576;0,4
"année";0,193;0,951;0,648;0,335;0,617;0,452
"and";0,223;0;0,318;0,281;0,576;0,4
"analyser";0;0,264;0,372;0,335;0,617;0,452
"aliena";0,223;0,211;0,318;0,281;0,576;0
"abonné";0;0,264;0,372;0,335;0,617;0,452
"10z";0,223;0;0,318;0,281;0,576;0,4
"état";0,662;0,695;0,433;0,404;0,665;0,515
"ép";0,276;0,264;0,648;0,004;0,617;0,452
"vérifier";0,276;0,264;0,071;0,109;0,617;0,452
"visiter";0,915;0,215;0,648;0,335;0,617;0,452
"ville";0,276;0;0,372;0,335;0,617;0,452
"videos";0,346;0,002;0,44;0,404;0,665;0,515
"ufologiques";0,276;0;0,372;0,335;0,617;0,452
"thanatosdu14";0,276;0;0,372;0,335;0,617;0,452
"sujet";0,662;0,695;0,433;0,404;0,665;0,515
"suite";0,001;0,333;0,44;0,404;0,665;0,515
"soucoupe";0,276;0,264;0;0,335;0,617;0,452
"sophie";0;0,264;0,372;0,335;0,617;0,452
"skier";0,346;0,002;0,44;0,404;0,665;0,515
"site";0,276;0;0,372;0,335;0,617;0,452
"short";0,276;0,264;0;0,335;0,617;0,452
"résistance";0,662;0,333;0,019;0,404;0,665;0,515
"réalité";0,069;0,333;0,433;0,404;0,665;0,515
"rejoindre";0,915;0,016;0,372;0,335;0,617;0,452
"regarder";0,276;0,016;0,372;0,749;0,617;0,452
"recevoir";0,915;0,264;0,648;0,109;0,617;0,452
"rater";0,346;0,08;0,433;0,404;0,665;0,515
"présenter";0,069;0,333;0,433;0,404;0,665;0,515
"proibite";0,276;0,264;0,372;0,335;0,617;0
"philippe";0,001;0,333;0,44;0,404;0,665;0,515
"pays";0,915;0,016;0,372;0,335;0,617;0,452
"pari";0,193;0,215;0,372;0,335;0,617;0,452
"oyagaelewee";0,276;0;0,372;0,335;0,617;0,452
"ombre";0,276;0,951;0,372;0,109;0,103;0,452
"odyssée";0,276;0,016;0,372;0,749;0,617;0,452
"objectif";0,346;0,08;0,44;0,518;0,665;0,515
"ntwitter";0,276;0;0,372;0,335;0,617;0,452
"nstan";0,276;0;0,372;0,335;0,617;0,452
"nrevolution";0,276;0;0,372;0,335;0,617;0,452
"nmontage";0,276;0;0,372;0,335;0,617;0,452
"nmaillaud";0,276;0;0,372;0,335;0,617;0,452
"nfilm";0,276;0;0,372;0,335;0,617;0,452
"nextrait";0,276;0;0,372;0,335;0,617;0,452
"nemission";0,276;0;0,372;0,335;0,617;0,452
"ndessin";0,346;0,002;0,44;0,404;0,665;0,515
"nclip";0,276;0;0,372;0,335;0,617;0,452
"ncensure";0,276;0;0,372;0,335;0,617;0,452
"naliens";0,276;0;0,372;0,335;0,617;0,452
"nactivisme";0,276;0;0,372;0,335;0,617;0,452
"métrage";0,346;0,333;0,433;0,518;0,043;0,515
"moment";0,915;0,951;0,071;0,335;0,617;0,452
"minute";0,069;0,695;0,44;0,404;0,665;0,515
"manoscritti";0,346;0,333;0,44;0,404;0,665;0
"lek";0,346;0,695;0,433;0,518;0,665;0,515
"koins";0,346;0,002;0,44;0,404;0,665;0,515
"junior";0,346;0,002;0,44;0,404;0,665;0,515
"jt";0,276;0;0,372;0,335;0,617;0,452
"io";0,662;0,08;0,44;0,404;0,665;0,515
"interview";0,915;0,016;0,372;0,335;0,617;0,452
"identifier";0,276;0,264;0,002;0,749;0,617;0,452
"hl";0,346;0,002;0,44;0,404;0,665;0,515
"heure";0,662;0,333;0,433;0,404;0,043;0,515
"hanter";0,662;0,333;0,44;0,033;0,665;0,515
"h";0,276;0,016;0,372;0,749;0,617;0,452
"galley";0;0,264;0,372;0,335;0,617;0,452
"femme";0,069;0,333;0,44;0,518;0,665;0,515
"famille";0,346;0,695;0,44;0,033;0,665;0,515
"falling";0,346;0,002;0,44;0,404;0,665;0,515
"existence";0,276;0,951;0,071;0,749;0,617;0,452
"ex";0,001;0,333;0,44;0,404;0,665;0,515
"eau";0,662;0,333;0,44;0,033;0,665;0,515
"défunt";0,193;0,264;0,648;0,749;0,617;0,452
"cure";0,276;0,264;0,372;0,335;0,617;0
"communication";0;0,264;0,372;0,335;0,617;0,452
"chipmunks";0,346;0,002;0,44;0,404;0,665;0,515
"cancro";0,276;0,264;0,372;0,335;0,617;0
"bientôt";0,069;0,695;0,44;0,404;0,665;0,515
"astrophysicien";0,069;0,333;0,433;0,404;0,665;0,515
"association";0,662;0,333;0,433;0,518;0,665;0,515
"armée";0,276;0,264;0,372;0;0,617;0,452
"apollo";0,276;0,264;0;0,335;0,617;0,452
"alvinnn";0,346;0,002;0,44;0,404;0,665;0,515
"air";0,069;0,333;0,44;0,518;0,665;0,515
"aimer";0,662;0,695;0,433;0,404;0,665;0,515
"ado";0,662;0,08;0,44;0,404;0,665;0,515
"abonner";0,276;0;0,372;0,335;0,617;0,452
"30z";0,276;0;0,372;0,335;0,617;0,452
"29z";0,346;0,002;0,44;0,404;0,665;0,515
"11z";0,276;0;0,372;0,335;0,617;0,452
"07z";0,276;0;0,372;0,335;0,617;0,452
"énergie";0,001;0,333;0,44;0,404;0,665;0,515
"écrasement";0,346;0,333;0,44;0;0,665;0,515
"écouter";0,662;0,08;0,44;0,404;0,665;0,515
"è";0,346;0,333;0,44;0,404;0,665;0
"youcurious";0,346;0,333;0,433;0,033;0,665;0,515
"wikipedia";0,346;0,002;0,44;0,404;0,665;0,515
"walton";0,346;0,333;0,433;0,033;0,665;0,515
"vost";0,346;0,08;0,44;0,404;0,043;0,515
"vivre";0,069;0,333;0,433;0,404;0,665;0,515
"visiteur";0,662;0,695;0,433;0,404;0,665;0,515
"vinyle";0,662;0,695;0,433;0,404;0,665;0,515
"vague";0,662;0,333;0,433;0,518;0,665;0,515
"ucciso";0,346;0,333;0,44;0,404;0,665;0
"témoin";0,662;0,695;0,44;0,404;0,043;0,515
"travis";0,346;0,333;0,433;0,033;0,665;0,515
"travers";0,662;0,08;0,44;0,404;0,665;0,515
"toucher";0,001;0,333;0,44;0,404;0,665;0,515
"texas";0,346;0,08;0,433;0,404;0,665;0,515
"sûr";0,346;0,695;0,019;0,404;0,665;0,515
"sérieux";0,346;0,695;0,433;0,518;0,665;0,515
"survivant";0,346;0,695;0,433;0,518;0,665;0,515
"surprenant";0,346;0,333;0;0,404;0,665;0,515
"surnaturel";0,001;0,333;0,44;0,404;0,665;0,515
"storia";0,346;0,695;0,44;0,404;0,665;0,004
"spiritualité";0,001;0,333;0,44;0,404;0,665;0,515
"source";0,346;0,002;0,44;0,404;0,665;0,515
"sound";0,662;0,08;0,44;0,404;0,665;0,515
"sortie";0,346;0,08;0,433;0,404;0,665;0,515
"situer";0,662;0,695;0,433;0,404;0,665;0,515
"shag";0,346;0,333;0,44;0;0,665;0,515
"self";0,346;0,08;0,44;0,518;0,665;0,515
"récupération";0,346;0,333;0,44;0;0,665;0,515
"rythme";0,346;0,08;0,433;0,404;0,665;0,515
"russe";0,346;0,08;0,433;0,404;0,665;0,515
"robin";0,346;0,695;0,44;0,033;0,665;0,515
"rfk";0,346;0,333;0,44;0,404;0,665;0
"rester";0,346;0,08;0,433;0,404;0,665;0,515
"ressembler";0,662;0,333;0,019;0,404;0,665;0,515
"repas";0,346;0,002;0,44;0,404;0,665;0,515
"raconter";0,069;0,695;0,44;0,404;0,665;0,515
"père";0,346;0,002;0,44;0,404;0,665;0,515
"proibita";0,346;0,333;0,44;0,404;0,665;0
"pooyard";0,001;0,333;0,44;0,404;0,665;0,515
"podcast";0,346;0,002;0,44;0,404;0,665;0,515
"peur";0,069;0,695;0,44;0,404;0,665;0,515
"pentagone";0,662;0,333;0,433;0,518;0,665;0,515
"paul";0,069;0,333;0,44;0,518;0,665;0,515
"page";0,662;0,08;0,44;0,404;0,665;0,515
"pachaqueer";0,346;0,695;0,44;0,033;0,665;0,515
"ovnis8";0,346;0,333;0,44;0;0,665;0,515
"ovnis4";0,346;0,333;0,44;0;0,665;0,515
"observation";0,662;0,695;0,433;0,404;0,665;0,515
"nvous";0,346;0,002;0,44;0,404;0,665;0,515
"nun";0,346;0,08;0,433;0,404;0,665;0,515
"nspace";0,346;0,08;0,433;0,404;0,665;0,515
"npenseur";0,346;0,002;0,44;0,404;0,665;0,515
"novnis";0,346;0,002;0,44;0,404;0,665;0,515
"nouvelle";0,346;0,695;0,44;0,033;0,665;0,515
"nlibre";0,346;0,002;0,44;0,404;0,665;0,515
"nl";0,346;0,002;0,44;0,404;0,665;0,515
"nhttp";0,346;0,002;0,44;0,404;0,665;0,515
"nhadopi";0,346;0,002;0,44;0,404;0,665;0,515
"nghost";0,346;0,002;0,44;0,404;0,665;0,515
"nbande";0,346;0,002;0,44;0,404;0,665;0,515
"navette";0,346;0,002;0,44;0,404;0,665;0,515
