"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"mass";"chi.distance";"inertie"
"ovni";0,497329669107605;0,346969591726012;0,770493082069717;1,8079793381239;-1,66498380396325;0,187941473548262;0,131120221446745;0,291170252244882;0,683237542536998;-0,629199360079078;0,0580942884582955;0,02483316004167;0,10297847330406;0,476100439386219;0,337993638809752;0,0106508669759431;0,00518416783848154;0,0255642885438068;0,140761261166251;0,119375787593968;0,0430622009569378;1,95973493191369;0,165383009714185
"btlv";0,43688014382783;0,519740998492587;1,38845878703025;-1,48062914538897;-0,224801135234477;0,203000107938794;0,241502115133416;0,645159290523364;-0,687987038499367;-0,104455776629085;0,0589540543593892;0,0732769653048174;0,439763634356397;0,419902644007206;0,00810270197220102;0,00583670610161029;0,0082607059934613;0,0589534464494243;0,0670402770808751;0,00154539752635705;0,0305804035781152;1,70893345331751;0,0893086481249334
"www";0,369187846177488;0,238068096428009;-1,37828602462944;-0,275936877754344;-0,0983282232322615;0,250134038387965;0,161297114700371;-0,933823399019787;-0,18695416516956;-0,0666198408730244;0,0830456899291405;0,03032697988038;0,85480149634035;0,0287679394013825;0,00305789444874771;0,00252354280280847;0,00104934496562932;0,0351717995727701;0,00140972816412078;0,000179007928869814;0,0185146661119201;1,21677010341788;0,0274115090756956
"youtube";0,370751933266771;0,243654048743052;-1,3152565639926;-0,296122057719344;-0,0898837036358934;0,260699425780449;0,171328764321479;-0,924841114018187;-0,208222381278348;-0,0632029878264634;0,0900922474479198;0,0341721492737224;0,837347619701717;0,0356392902299636;0,00274869334666751;0,00194447175565452;0,000839811960034106;0,0244712270398464;0,00124044155785726;0,000114286967379394;0,0141460370293322;1,17316580948415;0,0194694456261488
"com";0,367571527201129;0,235223981803628;-1,43714732076361;-0,28044716634975;-0,13476174548683;0,23964250773434;0,153356995053193;-0,936964814859092;-0,182840773176289;-0,0878594783470533;0,0764518538966151;0,0274961537820976;0,863119914015726;0,0275977302229842;0,00533434808257336;0,0020798945793767;0,000851766964749523;0,0317950986471341;0,00121076458714515;0,000279570184200673;0,0153942167672145;1,26260509012104;0,0245410233838918
"mikecriss";-2,42801528374498;-0,191145873603137;0,0844828824851938;0,0544517519114336;-0,0671171415633214;-0,995690313986503;-0,0783858718597431;0,0346450816645694;0,0223297943471698;-0,0275236684894275;0,99300372176971;0,00540483394766319;0,00088787075693627;0,000309698224059306;0,000393875301631566;0,128770982504767;0,000798077433852332;0,000155902336273298;6,47647794993868e-05;9,83970506805174e-05;0,0218431454129395;2,31417214472229;0,116978621826066
"blog";-2,37576132466187;-0,183176343595534;0,0560411964431603;0,0481919590467385;-0,0683815266833871;-0,996151773727857;-0,0768054592367962;0,0234979569114043;0,0202067880243236;-0,0286722316710706;0,993722705733584;0,00518803415125303;0,000408355732090667;0,000253557064969535;0,00042734731810354;0,125636338730649;0,000746875867541941;6,99076096878624e-05;5,16962234436424e-05;0,000104084782919895;0,0222592053255669;2,26354892135809;0,114048460156814
"https";0,372272997037315;0,247685819887985;-1,25696098466733;-0,303618744896107;-0,0684202923158811;0,271742825482423;0,180799695556605;-0,91752593449702;-0,221628257392048;-0,0499437877638683;0,097672988573184;0,0379715346925806;0,822354857974259;0,0402879828090445;0,00171263595092657;0,00132619315141765;0,000587064740417065;0,0151191475308695;0,000882146815811364;4,47974775176136e-05;0,00956937799043062;1,13134218484759;0,0122481831503896
"tv";0,401336063375465;0,370934318456188;-0,11550111159652;-0,824669204944382;-0,270525465320317;0,388847224530183;0,359391525898695;-0,111906929810195;-0,799007018709248;-0,262107211272787;0,214340468038627;0,160800091256594;0,0131106550712319;0,561195672191866;0,0505531134416763;0,00160836083144463;0,00137391905413162;0,000133210802047333;0,00679088959517636;0,000730774560966331;0,00998543790305804;0,823333493032658;0,00676890908174937
"extraterrestre";0,441569045674788;0,132998179634074;0,625986250014691;1,09585677172469;2,35962140541017;0,162618243739971;0,0489797249253632;0,230534240522222;0,403575172114015;0,86898638524959;0,0471565519112883;0,00375699528808204;0,069990427934821;0,180102336565733;0,698993688300072;0,00251486577284894;0,000228143952305095;0,00505413869000671;0,0154890634442191;0,0718128597807224;0,01289785729145;1,93128907659024;0,0481074276754983
"espace";0,723875503638237;-3,85976915501571;0,197521884280324;-0,174515725952379;-0,183409763188526;0,183716915979918;-0,979595085052473;0,0501303210788836;-0,0442914434883138;-0,0465487171264228;0,0383240858244399;0,95691015610289;0,00210736006449996;0,0013812749538998;0,0012771230542682;0,00610438146598308;0,173554775136384;0,000454510943852795;0,000354799534400335;0,000391885148541874;0,0116496775535677;3,51194464322541;0,143684270837625
"http";0,36757152720113;0,235223981803628;-1,43714732076361;-0,28044716634975;-0,13476174548683;0,239642507734341;0,153356995053193;-0,936964814859092;-0,182840773176289;-0,0878594783470533;0,0764518538966154;0,0274961537820976;0,863119914015725;0,0275977302229842;0,00533434808257336;0,00143344085875962;0,000587028583813861;0,0219128382568086;0,000834445864113548;0,000192676748570734;0,0106095277719992;1,26260509012104;0,0169134080078173
"urn";0,369195099140382;0,233701432968571;-1,38740324686695;-0,237976166733502;-0,0567285610448071;0,250299752491764;0,158440377364711;-0,940604818714082;-0,161338478682474;-0,0384597325960985;0,0829795533228484;0,0292002417066843;0,865423956230261;0,0213792824119347;0,00101696632826827;0,00124764321491329;0,000499920913240857;0,0176191100175464;0,000518376713347108;2,94565641941822e-05;0,0091533180778032;1,21727881752632;0,013563091254904
"ufo";0,391546925350432;0,27741168206512;-0,564038094773445;-0,213544552184542;0,40566883462256;0,449557172234097;0,318512043536757;-0,647604040541799;-0,245182579176582;0,465771335053132;0,269175305588081;0,118664695153125;0,412523519788292;0,0496491169328571;0,149987362537638;0,00038271436176753;0,000192112938663281;0,00079418923825003;0,00011383717686964;0,000410818897567778;0,00249635947576451;0,716780025410367;0,00128256360680829
"wat";0,36757152720113;0,235223981803628;-1,43714732076361;-0,28044716634975;-0,13476174548683;0,239642507734341;0,153356995053193;-0,936964814859092;-0,182840773176289;-0,0878594783470533;0,0764518538966155;0,0274961537820977;0,863119914015725;0,0275977302229842;0,00533434808257336;0,000815093821647629;0,000333800567266706;0,0124602413617147;0,000474488824692018;0,000109561288402966;0,00603286873309757;1,26260509012104;0,00961742808287653
"vidéo";0,22715142393955;0,222569172843371;-1,0198080079681;-0,0262132836238322;-0,0964628215410619;0,21171530787626;0,2074444444814;-0,950506770492885;-0,0244319551980634;-0,0899076730710419;0,0594150623439901;0,0500956609862426;0,884436643464371;0,00049065410850574;0,0055619790968883;0,00039715362340697;0,000381291940484034;0,0080050571677318;5,28896210083387e-06;7,16221780252801e-05;0,00769710838360724;0,885088847967929;0,00602977822872816
"zinzin";0,818593030794364;-5,09831316986714;0,425500721738094;-0,42279664325566;-0,312120294913217;0,15718903584224;-0,978995546560579;0,0817061050901983;-0,0811868586838575;-0,0599344074265993;0,0281638991877206;0,959431937319513;0,00561980905071237;0,00465893566466859;0,00212541877738339;0,0059941888189722;0,232513059841013;0,00161955214491044;0,00159903288258267;0,000871441725683106;0,00894528812148949;4,63277636222923;0,191989291317763
"watch";0,36757152720113;0,235223981803628;-1,43714732076361;-0,28044716634975;-0,13476174548683;0,239642507734341;0,153356995053193;-0,936964814859092;-0,182840773176289;-0,0878594783470534;0,0764518538966156;0,0274961537820976;0,863119914015725;0,0275977302229842;0,00533434808257336;0,00101184060618326;0,000414373117986255;0,0154678858283355;0,000589020609962505;0,000136007116638165;0,00748907842729353;1,26260509012104;0,0119388762408122
"the";-1,68800701025924;-0,0782832648189933;-0,318301583080666;-0,0341979617459386;-0,0850230661313091;-0,98027177709845;-0,045461230110293;-0,184846423387669;-0,0198596904693468;-0,0493752168233574;0,97113757837814;0,00183431781889785;0,0255019932760615;0,000247172226037383;0,00127893830086513;0,0165971072742171;3,56961821136213e-05;0,000590148770161519;6,81215237198817e-06;4,21073038656815e-05;0,00582483877678386;1,62687261887598;0,015416685355805
"fr";0,392716906779742;0,329738603692224;-0,413749408465004;-0,645770388251958;-0,0435737597520372;0,425196437269625;0,357009533075256;-0,447968425511161;-0,699178628774835;-0,0471775140951596;0,242600375008719;0,150202208337786;0,198870930040003;0,406776149510497;0,00155033710298595;0,000737926166845209;0,000520227496482763;0,000819084081364308;0,00199530810690471;9,08455760252753e-06;0,00478468899521531;0,757274875335129;0,0027438528077217
"radio";0,438239291679119;0,538503549987338;1,51964752283082;-1,63339021258384;-0,234799966350123;0,186620651485266;0,229317373484961;0,647129584506333;-0,695565987326501;-0,0999876631807412;0,0500757738340193;0,0664028381939525;0,444687619271469;0,43137194636028;0,00746182234028387;0,00167802255552309;0,00253368318715551;0,0201772001109061;0,023310686631104;0,000481693991328645;0,00873725816517579;1,86001806407656;0,0302280054805548
"partie";0,459252453131883;0,348777983198814;0,514185093138906;0,795131798232846;-0,76547058581151;0,340877405273498;0,258878386209064;0,381650831006382;0,590181853975265;-0,568165995249852;0,174421547850474;0,0883486155624615;0,16147317770801;0,324221915176454;0,2515347437026;0,000351009470701314;0,000202448232268329;0,00044000218016437;0,00105218985073601;0,000975153264393785;0,00166423965050967;1,04441018985561;0,00181534036975116
"mystère";0,438192654541349;0,521397296201459;1,34440668919623;-1,44273814430134;-0,410698218350539;0,206075124278845;0,24520496064872;0,632253354058175;-0,678497093247539;-0,193144922696785;0,0610747715485905;0,0759405384283453;0,424577774329051;0,410557178381629;0,0278497373123887;0,000998610372862463;0,00141385032497499;0,00939998619698127;0,0108253242824114;0,000877226058645243;0,00520074890784273;1,68404561659313;0,0147493740314465
"saison";0,626902645723133;-2,52560039571488;0,278409607272939;0,325758014789929;0,775994869487758;0,228040561537849;-0,918706176131523;0,101273592659381;0,118496932697519;0,28227398144788;0,0611159301745405;0,871139993218812;0,00890198622648486;0,0102331984593708;0,0486088919207902;0,00286150248648081;0,0464433134094508;0,000564367969578847;0,000772652370916507;0,00438441466850349;0,00728104847097982;2,40847738839509;0,0422356389774006
"hd";0,782986069984372;-4,67724444736681;0,27844956048796;-0,411558526657825;-0,298118304169029;0,163886867031237;-0,97899435022324;0,058282296255293;-0,0861433429272748;-0,0623991623195835;0,0306012948647381;0,958994963355451;0,00285817665547908;0,00524278317157298;0,00230278195275687;0,00484638091533258;0,172937672888725;0,000612918242971841;0,00133897565900996;0,000702565401427808;0,00790513833992095;4,25112443590263;0,142862126241331
"secret";-1,21231890750144;0,0171052980677536;0,319406554258552;0,219128470170903;0,509198174621275;-0,884331950380878;0,0124775432507925;0,232992671601605;0,159844333212284;0,371437096383551;0,859641564067841;0,00015029668408468;0,044069239692843;0,0174159920930824;0,0787229074621472;0,0103953364964649;2,06950313034068e-06;0,000721593217123553;0,000339627156010187;0,00183391191081334;0,00707301851466611;1,2418749283192;0,0109083864110642
"aller";-0,233295703343823;0,315507299302888;0,899284803895524;-0,8737418506002;0,102400834441005;-0,17703428679718;0,239419796039163;0,682413956208;-0,663030922339318;0,0777059261395067;0,044687232515774;0,0717783149804862;0,490375484635566;0,388689860683126;0,00446910718505302;0,000350995099055412;0,000641957672834504;0,00521533345413767;0,00492327220016604;6,76230201207894e-05;0,00644892864572498;1,04817716520932;0,0070852790637932
"français";0,384810853700513;0,246396897112997;-1,19307772573723;0,041903644643356;-0,4046743311022;0,287001104792206;0,18376867754317;-0,889825799082186;0,0312527367453698;-0,301815759588133;0,110611585170447;0,0398273047283679;0,785249606926135;0,000813348262765856;0,0634981549122825;0,000308049496829037;0,000126297963193079;0,00296117008456485;3,65283011108104e-06;0,000340672590499299;0,00208029956313709;1,09892154612501;0,00251222917523981
"scicos";0,447426436657672;0,195614720313697;0,642893488506844;1,6425248342179;2,2858833984361;0,152794121376201;0,0668015496398813;0,219545242897752;0,560914864033687;0,780618928200965;0,040652707340435;0,00682423092966118;0,0619852714003404;0,339732454633174;0,550805335696387;0,00129101370976194;0,000246769020783354;0,00266541983867266;0,0173984861164341;0,0336973476697772;0,00644892864572498;2,10764075667502;0,0286471055409044
"petit";0,419017241681177;0,353276946582109;0,495313653003503;-0,375372441798489;0,76442258687317;0,371676930821291;0,313363933924855;0,439353420407221;-0,332963093649288;0,678058592051141;0,204855325115954;0,127884680945447;0,211401629606343;0,101947175543881;0,353911188788376;0,000255674670643377;0,000181741669836623;0,000357260100678536;0,00020518645525948;0,000850924326867709;0,00145620969419596;0,879281525775192;0,00112584814041748
"paranormal";0,438406389943844;0,512730732222168;1,35172639695751;-1,36977390290305;-0,273988697573787;0,213069641910679;0,249191973513824;0,656951782563756;-0,665723040732893;-0,133161092125272;0,0646062759710377;0,0776075749680965;0,45358930811315;0,39109808490872;0,0130987560390004;0,00115951835231209;0,00158599777599071;0,0110230420875224;0,0113193542348978;0,000452886287819269;0,00603286873309757;1,638170892972;0,0161898299069773
