ovni;28;25;17;137;0;0
btlv;131;9;5;2;0;0
www;1;87;1;0;0;0
youtube;2;65;1;0;0;0
com;0;74;0;0;0;0
mikecriss;0;3;0;0;0;102
blog;0;5;0;0;0;102
https;2;43;1;0;0;0
tv;20;27;0;1;0;0
extraterrestre;6;6;47;2;1;0
espace;0;8;3;2;43;0
http;0;51;0;0;0;0
urn;0;43;1;0;0;0
ufo;2;8;2;0;0;0
wat;0;29;0;0;0;0
vidéo;1;30;2;2;0;2
zinzin;0;0;0;0;43;0
watch;0;36;0;0;0;0
the;0;8;0;0;0;20
fr;7;15;1;0;0;0
radio;40;1;1;0;0;0
partie;2;2;1;3;0;0
mystère;22;2;0;1;0;0
saison;0;5;11;1;18;0
hd;0;3;0;0;35;0
secret;4;3;7;1;0;19
aller;18;3;3;0;0;7
français;0;9;0;1;0;0
scicos;0;2;25;4;0;0
petit;3;2;2;0;0;0
paranormal;25;2;1;1;0;0
alien;0;14;13;0;0;0
vie;22;4;0;0;0;0
kombat;0;8;0;0;0;0
grand;11;5;2;4;0;0
david;5;2;1;0;0;23
crop;1;6;1;0;0;10
nhttps;0;11;0;0;0;0
france;1;12;0;13;0;0
di;0;1;0;0;0;23
part;1;1;1;0;0;23
html;0;21;0;0;0;2
aliens;0;2;22;0;1;0
episode;0;3;0;0;20;0
bob;15;4;0;1;0;0
inexpliqué;20;1;0;0;0;0
compilation;0;1;0;1;23;0
énigme;7;3;1;0;0;0
monde;11;1;1;3;0;0
channel;2;17;0;0;0;0
semaine;5;0;10;0;0;0
icke;0;0;0;0;0;23
film;0;9;5;2;0;0
code;1;8;0;0;0;0
cinéma;0;5;0;17;0;0
space;0;0;0;0;0;17
mortal;0;7;0;0;0;0
i;0;11;3;1;0;0
video;0;19;0;0;0;0
trouver;0;2;17;0;0;0
pompier;1;4;0;0;0;0
novni;0;14;0;0;0;0
new;0;2;2;0;0;0
ufologie;1;2;0;0;0;0
circles;1;1;1;0;0;10
sub;0;1;0;0;0;18
histoire;9;1;2;4;0;0
by;0;10;0;0;0;0
spatial;0;5;0;0;0;0
révélation;6;0;5;6;0;0
ita;0;0;0;0;0;18
fortnite;0;2;15;0;0;0
edge;0;0;0;0;0;18
cutting;0;0;0;0;0;18
beyond;0;0;0;0;0;18
