"";"V1";"V2";"V3";"V4";"V5"
"1";"transformer";"-0.349451829655713";"1.06909028793106";"0.9";"73"
"2";"donner";"-0.114005656764161";"1.07974709090662";"0.9";"76"
"3";"devant";"-0.244928672988985";"1.46699327206538";"0.9";"101"
"4";"intervention";"-0.206696846062464";"1.56181342215823";"0.9";"113"
"5";"david";"-0.0780628618310835";"0.768897036390557";"0.9";"121"
"6";"grand";"-0.0124218007214291";"0.556060251828301";"0.9";"125"
"7";"réalité";"-0.129678905556549";"1.17749896240796";"0.9";"127"
"8";"nouveau";"-0.241773411706479";"0.996668897645917";"0.9";"131"
"9";"lisa";"-0.215887425992589";"1.08257849237601";"0.9";"133"
"10";"découvrir";"-0.047386458546897";"0.508013788836115";"0.9";"134"
"11";"docteur";"-0.233283715342762";"1.12684281587309";"0.9";"135"
"12";"inconnu";"-0.269748492805437";"0.876166519005263";"0.9";"136"
"13";"suivant";"-0.151249242265027";"1.16651904632956";"0.9";"137"
"14";"place";"-0.298940578321285";"1.1394890796321";"0.9";"140"
"15";"héros";"-0.331418957270116";"0.793407652848015";"0.9";"141"
"16";"marine";"-0.359412706396693";"0.65605755530204";"0.9";"143"
"17";"invasion";"0.104226091668574";"0.271489911203644";"0.9";"144"
"18";"appeler";"-0.252337624255516";"1.22031324034361";"0.9";"145"
"19";"enlever";"-0.235566533104969";"1.05120391882024";"0.9";"148"
"20";"civilisation";"-0.357403754168676";"0.390635011399878";"0.9";"149"
"21";"préparer";"0.447003364196664";"0.599517121621523";"0.9";"152"
"22";"michel";"0.0265286047055415";"0.970696660827251";"0.9";"154"
"23";"mission";"0.025574290137209";"0.964604801008801";"0.9";"156"
"24";"géant";"-0.179174979496608";"0.127867931472726";"0.9";"158"
"25";"olivier";"0.113294694532213";"1.26308866907279";"0.9";"159"
"26";"animal";"-0.0558690526994084";"0.536150184330718";"0.9";"160"
"27";"recevoir";"-0.0401854502933625";"0.784012222143969";"0.9";"162"
"28";"nouvelle";"0.17627055228576";"0.789652615798565";"0.9";"163"
"29";"contact";"-0.472575149613831";"0.427575301148572";"0.9";"168"
"30";"dont";"-0.28434641056971";"1.03723853134086";"0.9";"169"
"31";"secret";"-0.320422853571164";"0.901894365515133";"0.9";"171"
"32";"extrait";"-0.125257653648624";"1.2477409281001";"0.9";"172"
"33";"françois";"-0.128155499448497";"0.780622712628327";"0.9";"173"
"34";"phénomène";"-0.10884140032412";"0.493213282786949";"0.9";"175"
"35";"vaisseau";"-0.0634768271214328";"0.478751243147169";"0.9";"176"
"36";"extra_terrestre";"0.32667845246584";"0.624804908573087";"0.9";"178"
"37";"partie";"-0.23088014526147";"0.530879048376164";"0.9";"179"
"38";"ou";"-0.340780946892249";"0.551375454297711";"0.9";"184"
"39";"ami";"0.355961783391936";"0.864351072047326";"0.9";"185"
"40";"fête";"0.271389279741693";"0.408329806167288";"0.9";"189"
"41";"atterrir";"-0.154509991624502";"1.21494595567974";"0.9";"190"
"42";"parvenir";"-0.0714183812881878";"0.0667214167553143";"0.9";"192"
"43";"soucoupe";"-0.201751878744946";"1.40278786969294";"0.9";"194"
"44";"raconter";"-0.324616698852793";"0.963940106806196";"0.9";"195"
"45";"afin";"-0.320930831248381";"0.82810469221956";"0.9";"196"
"46";"avant";"-0.337788505797628";"0.744374890078065";"0.9";"197"
"47";"peu";"-0.0558858894996154";"1.07195457587338";"0.9";"198"
"48";"rencontrer";"-0.0904062366231853";"1.09563473398787";"0.9";"199"
"49";"encore";"0.0197331208067565";"0.233873516128091";"0.9";"200"
"50";"croire";"-0.39283739143986";"0.463816901253425";"0.9";"201"
"51";"seul";"0.264305174677167";"0.558446321713439";"0.9";"202"
"52";"volant";"-0.243211440587774";"1.2542056223096";"0.9";"203"
"53";"ville";"-0.157507110972453";"0.741605095366671";"0.9";"205"
"54";"forme";"-0.144967203513149";"0.158799658749966";"0.9";"206"
"55";"famille";"-0.146438421565816";"0.914673619289792";"0.9";"207"
"56";"un";"-0.246782574830442";"0.586382124539567";"0.9";"209"
