"";"X.anneedediff_1995";"X.anneedediff_1996";"X.anneedediff_1997";"X.anneedediff_1998";"X.anneedediff_1999";"X.anneedediff_2000";"X.anneedediff_2001";"X.anneedediff_2002";"X.anneedediff_2004";"X.anneedediff_2005";"X.anneedediff_2006";"X.anneedediff_2007";"X.anneedediff_2008";"X.anneedediff_2009";"X.anneedediff_2010";"X.anneedediff_2011";"X.anneedediff_2012";"X.anneedediff_2013";"X.anneedediff_2014";"X.anneedediff_2015";"X.anneedediff_2016";"X.anneedediff_2017";"X.anneedediff_2018";"X.anneedediff_2019";"X.anneedediff_2020";"X.anneedediff_2021";"X.anneedediff_2022";"X.anneedediff_2023"
"disparaître";6,62;0;0;0;0;0;1,49;0;0;0;0;2,14;0;0;0,25;0,47;0,69;0,88;0;0;0;0;0;0,19;0;0,12;0,12;0
"secrétaire";0;0;0;0;0;0;0;0;0;0;0;0,36;0;0;0,25;0;0;0;0;0;0;0;2,57;2,69;0;0;0;0
"joli";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,25;7,03;0;0;0;0;0;0;0;0,19;0;0;0;0
"leur";0;0;3,14;12,71;4,63;5;8,96;0;0;1,75;0;1,43;3,18;12,2;4,71;2,34;2,76;3,53;8,44;4,33;3,9;4,45;8,69;2,31;5,53;10,11;15,18;1,12
"sport";6,62;0;0;0;0;0;0;0;0;0;0;0;1,91;0;0,25;0;0;0;0;0;0;0,56;0;0;1,66;0,12;0;0,42
"3";0;0;0;0;0;0;0;0;0;0;0;0;0,64;0;1,98;0,94;0,69;0;0;0,72;0;0,56;0;0,38;0,55;0,36;0;3,94
"vrai";0;0;0;0;0;0;1,49;0;0;0,88;1,66;0;0,64;0;0,99;0;0;0;0;0,72;1,3;0;0,2;0,19;0;0,24;0,12;0
"près_de";0;0;0;0;0;0;0;0;0;0;0;0;0,64;0;0,5;0;0,23;0;0,47;0;0;3,34;0,59;0,19;0;0,12;0;0,14
"tropical";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,2;0;0;0;0
"maïa";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,44;0;3,51
"prétexte";0;0;0;0;0;0;0;0;0;0;0;0;0;1,52;0;0;0;0;0;0;0;0;0;15,2;0;0;0;0
"explication";13,25;0;0;0;0;0;0;0;0;0;0;0,71;0;0;0;0;0;0;0;0;1,3;0;0;0;0;0,36;0;0,42
"soir";0;0;0;0;0;5;1,49;0;0;1,75;0;0;0,64;0;0,74;1,88;0,69;0,88;0;0;0;0;0;0;0,55;0,12;0;0,14
"media";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0,47;0;0;0;0;0;0;0,2;0,19;1,11;0,36;0;0
"fruit";0;0;0;0;0;0;0;0;0;0;0;0;1,91;0;0,25;0;0,46;1,77;0;0;0,65;0,56;0,2;0;0;0;0;0
"glacier";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,65
"européen";0;0;0;0;0;0;0;0;0;0;0;0;0,64;0;0,25;0,94;0,69;0;0;0,72;0;0;0,79;2,12;0;0,36;0;0,14
"ami";0;0;0;8,47;0;0;2,99;18,52;8,33;1,75;1,66;0;0;1,52;0,25;0,47;0,69;3,53;0,94;2,88;2,6;0;0;0,77;0,55;0,12;0,12;0,28
"certains";0;0;0;0;2,31;0;0;0;0;0,88;0;0,71;0;0;0;0,94;0;1,77;0,47;0;0,65;0;0,39;0;0;0,12;0,12;1,27
"faire";19,87;16,39;0;8,47;2,31;15;11,94;0;8,33;1,75;6,66;6,78;8,27;3,05;4,21;2,34;2,53;7,06;7,03;7,93;7,81;2,78;3,55;0,96;4,42;3,73;7,65;6,18
"héros";0;0;3,14;0;0;10;0;0;0;0;0;0;1,27;1,52;0;0;0,23;0;0;0;0,65;0,56;0,39;0;0;0,12;0;0,14
"vilain";0;0;3,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,05;0;0,56;0;0;0;0;0;0,14
"vendre";0;0;0;0;0;0;0;0;0;0;0;0,71;1,27;0;0;0,47;0;0;0;2,16;0,65;0,56;0;0,58;0;0;0;0,14
"intervention";0;0;0;0;0;0;0;0;8,33;0,88;0;0;0;0;0;0;0;0,88;0;1,44;0;0;0;0;0;0;0;0,56
"loi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,65;0;0,99;0;0;0;0;0,7
"chambre";0;0;0;0;0;0;0;0;0;0;0;0,71;1,91;0;0,25;0;0;0;0,47;0;0;1,11;0;0;0;0;0;0,28
"giorgio";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,24;0,24;2,11
"vers";0;0;0;0;0;0;0;0;0;0;0;1,07;0,64;0;0,5;0;0,23;0,88;0;0;0,65;0,56;0;0;0;0,24;0,12;0,28
"aile";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,76;0;1,11;2,89;4,9;0
"médecin";0;0;0;0;0;0;0;0;0;0;0;1,43;0;0;0,25;0;0;0;0,47;0;0;0;0,2;2,12;0;0;0;0,14
"iran";0;0;0;0;0;0;0;0;0;0;1,66;0;0;0;0;0;0;0;0;0;0;0;0;0;9,4;0;0;0
"aimer";0;0;0;0;0;0;0;0;0;0;0;0,36;0,64;0;0;0,94;0,46;0;0,94;1,44;1,3;1,11;0;0;0;0;0;0,28
"vidéo";0;0;0;0;0;0;0;0;0;0;0;0,36;0;0;0;1,41;0,23;0;0;0;1,95;0;0,39;0;0;0,24;0;1,41
"réalité";0;0;6,29;0;0;5;0;0;0;1,75;0;1,07;0,64;0;0,5;1,41;1,15;0,88;0,47;3,6;0;0;0;0,19;0;0,24;0,24;0,56
"visage";0;0;0;0;0;0;0;0;0;0;0;0,36;0;1,52;0;1,88;0,23;0;0;0;0;0;0,39;0;0;0,72;0;0
"posséder";0;0;0;0;0;0;0;0;0;0;0;0;2,55;0;0,5;0;0;0;1,88;0;0;0;2,96;0;0;1,08;0,12;0,14
"suivant";0;0;3,14;0;4,63;0;0;0;0;0;0;0,71;0;0;0,25;0,47;0;0;0;0,72;1,3;0,56;0;0;0;0,12;0;0
"fr";0;0;0;0;0;0;0;0;0;0;0;0;1,27;0;0,25;0,47;0,23;0;0,47;0;0;0,56;0,2;0,38;0;0;0;0
"invasion";0;0;3,14;0;2,31;0;0;0;0;0,88;0;0;0;0;0;0;0;1,77;0,47;0;0;1,67;0,2;0,19;0;0,12;0,12;0,14
"documentaire";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,25;1,41;1,15;0;0;0;0;0,56;0;0;0;0;0;0,14
"cet";0;0;0;0;0;0;0;0;0;0,88;0;1,43;0,64;0;0,74;0,47;0,46;0;0;2,88;0,65;0,56;0,59;0;0;0,12;0,12;0,56
"ces";0;0;3,14;0;0;0;4,48;0;0;0;0;0;1,91;0;1,24;0,94;0,46;0,88;2,34;0,72;0,65;1,67;0,59;0,77;0,55;2,89;5,02;5,34
"base";0;0;0;0;4,63;0;0;0;0;0;0;1,43;0,64;0;0;0;0,23;0;0;2,16;0;0;0,39;0;0;0;0,24;0
"dire";0;0;0;0;0;5;2,99;0;0;0;0;1,43;2,55;0;1,24;0,94;0,46;0;3,28;0;0;1,11;0,2;0;0,55;0,24;0;0,28
"selon";0;0;0;0;0;0;0;0;0;0;0;0,71;0;0;0,5;0,94;0,23;0,88;0;0;0;0;0,99;0;0;1,08;0,36;2,25
"diffuser";0;0;0;0;0;0;0;0;0;7,88;1,66;0,36;0;0;0,5;1,41;0,92;0;0;0;0;3,9;0;0;0;0,12;0;0
"tf1";0;0;0;0;0;0;0;0;0;0,88;8,32;2,14;0,64;0;5,2;1,41;0,69;0;0;0;0,65;0;0;0,58;0;0;0;0,28
"téléspectateur";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,25;0,94;0,23;0;0;0;0;0,56;0,59;0,19;0,55;0;0;0
"véritable";0;0;0;0;0;0;1,49;18,52;0;0,88;0;0,36;0,64;1,52;0;0;0,92;0;0;0;0,65;0;0,2;0;0;0,24;0,24;0,28
"charlotte";0;0;0;0;0;0;0;0;0;0;3,33;0;0;0;0;0;0;0;0;0;0;0;0,2;0;2,21;0;0;0,56
"aussi";0;0;0;0;0;0;2,99;0;8,33;0,88;0;1,07;2,55;0;1,98;1,41;1,84;1,77;1,41;0;0,65;0,56;2,96;0,38;1,11;3,13;5,02;4,64
"jour";0;0;0;0;0;0;1,49;0;0;0,88;0;0;0;0;1,24;1,88;0,69;0;0,47;1,44;1,3;1,67;0,2;0,58;1,11;0;0,12;0,84
"justice";0;0;0;0;0;0;0;0;0;0;0;0;0;1,52;0;0;0,23;0;0;0;0;0;0,59;0,77;0;0,24;0;0
"international";0;0;0;0;0;0;0;0;0;0,88;0;0;0;0;0,25;0;0;0;0;0;0;0,56;0;0;0;0,48;0;0,56
"événement";0;0;0;4,24;0;0;0;0;0;0;1,66;0;0;0;0;0;0;0;0,94;0;0;0;0,39;0;0;0,24;0,36;0,7
"voler";0;0;0;0;0;0;1,49;0;0;0;0;0;0;0;0;0;0,69;0;0;0;0;0;2,76;0;1,11;3,01;5,14;0,14
"culture";0;0;0;0;0;0;0;0;0;0;0;0;0;6,1;0;0;0,69;0,88;1,41;1,44;1,95;0;0;0,38;0;0,24;0;1,55
"portrait";0;0;0;0;0;0;0;0;0;0;0;1,07;0;1,52;1,49;0;0,23;0;0;0;0;0;0;0,19;0,55;0,12;0;0
"effet";0;0;0;0;0;0;0;0;0;0;0;0,36;0;0;0;0,94;0,46;0;0,47;0;0,65;0;0;0,19;0;0,36;0,12;0,28
"sophia";0;0;0;0;0;0;0;0;0;2,63;0;0;0;0;0;0;0;0;0;0;0;0;0;0,38;0;0,6;0;0
"créature";0;0;0;0;0;0;0;0;0;0,88;0;0;0;0;0,5;0,47;0;1,77;1,41;0;0,65;0;0;0;0;0,48;2,39;0
"planète";0;0;3,14;4,24;6,94;0;7,46;0;8,33;1,75;0;0;0;7,62;0,74;9,85;0,92;0,88;0,94;0,72;0,65;3,9;2,96;0,58;2,21;3,25;5,5;0,7
"docteur";0;0;3,14;4,24;0;0;0;0;0;0;0;0,71;0;0;0,74;0;0;0,88;0;0;0,65;0,56;0,2;0;0;0;0;0
"grand";0;0;9,43;4,24;2,31;0;2,99;0;8,33;0;0;0,36;3,18;0;1,73;0,94;1,61;1,77;0,94;2,16;1,3;1,67;0,59;0,96;1,11;1,2;0,6;1,83
"000";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74;0;0;0;0;0;0;3,34;0;0,19;0;0,12;0,12;0,28
"coup";0;0;0;0;0;0;0;0;0;1,75;1,66;0,36;0,64;0;0,5;0;0,46;0,88;0;0;0;0;0;0;0;0;0;0,14
"autres";0;0;0;4,24;4,63;0;0;0;0;0,88;0;1,78;0,64;0;0,74;0;0,46;0,88;3,28;1,44;1,95;0,56;3,16;0,38;1,66;3,37;5,74;0,42
"pierre";0;0;0;0;0;0;0;0;0;1,75;0;0,36;0;1,52;0,5;0,94;1,61;0;0;0;0,65;0,56;0,2;0;0;0;0;0,56
"jouer";0;0;0;0;0;0;0;0;0;0;1,66;0,36;3,18;0;0;0;0,46;0;0;0;0,65;0;0,2;0,38;0;0;0;0,14
"jamais";0;0;0;0;0;0;0;0;0;0;0;0,36;0;0;0,5;0,47;0,23;0;0,94;0;0,65;0,56;0,2;0;0;0,12;0;0,7
"être";52,98;32,79;28,3;25,42;27,78;15;32,84;92,59;16,67;15,76;3,33;25,34;39,47;15,24;28,75;23,91;25,54;27,36;32,82;22,35;29,28;17,26;19,75;25,21;18,25;22,51;22,35;18,7
"hapsatou";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,12;0;0;0;0
"pauline";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,67
"cryogénisé";0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0,94;9,2;0;0;0;0;0;0;0;0;0;0;0
"rester";6,62;16,39;0;0;0;0;1,49;0;0;1,75;0;0,71;0;0;0,99;0;0,92;0;0,47;0,72;0;0,56;0;0,19;0;0,48;0,84;0,28
"visite";0;0;0;0;2,31;0;0;0;0;0;0;0,71;0;1,52;0;0;0,23;0;0,47;0,72;0;0,56;0,39;0;0,55;0,24;0;0,84
"structure";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47;0;0,65;0;0;0;0;0,36;0,36;0,84
"peut_être";0;0;0;0;0;5;0;0;0;0;0;0;2,55;0;0,25;0;0;2,65;0;0,72;0;0;0,2;0;0;0,12;0,36;0
"utiliser";0;0;0;0;2,31;0;1,49;0;0;0;0;0;0;0;0,5;0;0;0;0;0,72;1,95;0,56;0,2;0;0,55;0,96;0;0,28
"rencontre";0;0;0;0;0;0;0;0;8,33;0,88;0;0;0;0;0,25;0,47;0;1,77;0,94;0,72;0,65;1,11;0,39;0,38;0;0,36;0,24;0,7
"supervilains";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,47;0;0;0;0;0;0;0;0;0;0;0;0;0
"suite";0;0;0;0;0;0;0;0;0;0,88;0;0;0,64;1,52;0;0;0;0;0;0;0,65;0;0,39;1,73;0,55;0;0;0,28
"scientologie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,97;0;0;0;0;0;0;0;0;0;0;0;0;0
"apprendre";0;0;0;0;0;0;0;0;0;0;0;1,07;0;0;0,25;0;0,23;0;0,47;0;0;1,11;0,39;0,19;0;0;0;0
"avoir";26,49;0;6,29;25,42;11,57;10;17,91;0;8,33;4,38;4,99;22,13;17,19;6,1;21,81;15,94;20,94;16,77;32,35;13,7;20,17;12,25;26,07;5,2;18,25;29,61;40,04;22,21
"michael";0;0;0;0;0;0;0;0;0;0,88;0;0;0;0;0,25;0;0,69;0;0;0;0;0;0;0;0;0;0;0,84
"élection";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,25;0;0;0;0;0;0;1,67;0,2;0;2,21;0,36;0;0,28
"jump";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,76;0;1,66;2,89;4,9;0
"cela";0;0;0;0;0;0;0;0;0;0;0;0,36;0;0;0,5;0;0,23;0;0,47;2,16;0;0;0,2;0;1,11;0;0,12;0,14
"gens";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,23;0;1,41;0;0;0;0;2,12;0;0,12;0;0,14
"danger";6,62;0;0;0;0;0;0;0;0;0;0;0,71;2,55;0;0;0;0;0;0;0;0;1,11;2,76;0;1,11;3,13;5,14;0
"français";0;0;0;0;0;0;0;0;0;0;6,66;0;1,27;1,52;0,25;0,94;0,92;0;0;0,72;1,95;0;0,2;2,89;1,66;1,32;0;0,56
"gitan";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,69;0;0;0;0
"volant";0;0;0;4,24;2,31;0;1,49;0;0;0,88;3,33;0,36;0;3,05;0,25;0;1,15;2,65;0;0,72;0,65;1,11;0;0;0;0,36;0;0,56
"entrer";0;0;0;0;0;0;0;0;0;0;0;0,71;0;0;0,25;1,41;0,23;0;0;0;0,65;0;0;0;0;0,36;0;0,7
"heure";0;0;0;0;0;0;0;0;0;0,88;11,65;0;0;1,52;0,5;0;0,23;0;0;0;0;0;0;0,19;0;0;0,24;0,28
"également";0;0;0;0;2,31;0;0;0;8,33;1,75;0;0,36;0;0;0,25;0,47;0,23;0;0;0,72;0;0;0,39;0,19;0,55;0,36;0;0,28
"rencontrer";0;0;0;4,24;0;0;0;0;0;0,88;0;0,71;0,64;0;0;0,47;0,92;0;0;0,72;0,65;2,23;0;0,19;0;0,24;0,12;0,7
"représentant";0;0;0;0;0;0;0;0;0;0;0;0,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,96;0,28
"avocat";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74;0;0;0;0;0;0,65;0;0,2;2,89;0,55;0,48;0;0
"cause";0;0;0;0;2,31;5;1,49;0;0;0;0;0;0;0;0;0,94;0;0;0,94;0,72;0;0;0,2;0;0,55;0,12;0;0
"université";0;0;0;0;0;5;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0,56;0;0;0,55;0;0,24;1,12
"lancer";0;0;0;8,47;0;5;0;0;0;0,88;1,66;0,36;0;1,52;0,99;0,47;0,23;1,77;0,47;0;0;0;0,2;0,38;0,55;0;0;0,14
"ovni";0;0;3,14;4,24;0;10;0;0;0;0;8,32;0,36;1,91;1,52;0,5;1,88;1,15;0;0;0,72;0,65;2,23;1,18;0,19;2,21;0,84;0,6;2,39
"adopter";0;0;0;0;0;0;0;0;0;0;0;0,36;0;0;0;0;0,23;0;0,47;0;0,65;0;2,76;0;1,11;3,01;4,9;0
"sy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,12;0;0;0;1,83
"liste";0;0;0;0;0;0;0;0;0;3,5;1,66;0,71;0;0;0,25;0,47;0;0;0,47;0;0;0;0;0;0;0;0;0,14
"âge";0;0;0;0;0;0;0;0;0;0;0;1,07;0;0;0;0;0,69;0;0,47;0;0;0;0;0;0;0;0,84;0
"jaune";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47;0,23;0;0;0;0;0;0;4,04;0;0;0;0
"maintenant";0;0;0;0;0;0;0;0;0;0;0;0,71;0;0;0,25;0,47;0,23;0,88;0;0;0;1,11;0;0,19;0;0,12;0,36;0
"laurent";0;0;0;0;0;0;0;0;0;0;0;0;0;3,05;1,24;0,47;0,23;0;0;0;0;0;0,2;0,19;0;0;0;0
"réaliser";0;0;0;0;0;0;0;0;0;3,5;0;0;0;0;0,25;0,47;0,92;0;0;0,72;1,3;0,56;0,39;0,58;0;0;0;0,42
"courir";0;0;0;0;0;0;0;0;0;0;0;1,07;0;3,05;0;0;0,23;0;0;2,16;0;0,56;2,76;0,58;1,11;2,89;4,9;0
"rubrique";0;0;0;0;0;0;0;0;0;3,5;0;0;0;0;0;0;0;0;0;0,72;0;0,56;0,39;0,19;0,55;0,12;0;0,14
"trouver";6,62;0;0;0;0;0;1,49;0;8,33;1,75;0;3,93;0;1,52;0,25;0,47;0,69;2,65;0,94;1,44;2,6;0;0,59;0,58;0,55;0,6;0,84;0,56
"mohammed";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,12;0;0;0;0
"j";0;0;0;0;0;0;0;0;0;0;1,66;0;2,55;1,52;0;0;0;0;2,81;0;0;0;0,39;0;0;0;0;0
"média";0;0;0;0;0;0;0;0;0;0;0;0;0,64;0;0;0;0;0;0;0;0,65;0;0,39;0,38;0;0,48;0;0,42
"preuve";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,25;0;0;1,77;0,94;0;0;0;0;0;0;0,48;1,43;1,69
"macron";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,11;0,79;0;0,55;0,84;0;0,14
"luc";0;0;0;0;0;0;1,49;0;0;0;0;0;0;0;0;0,94;0;0;0;0;0;0,56;4,74;0;0;0,24;0;0
"lui";6,62;32,79;0;8,47;2,31;5;1,49;0;0;0,88;0;11,06;5,09;1,52;1,49;7,5;2,76;0,88;3,28;3,6;1,3;1,11;0,39;0,58;2,21;0,72;0,72;1,83
"ukrainien";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,55;0;0;1,41
"police";6,62;0;0;0;2,31;0;0;0;0;0;0;0;0;0;0;0,47;0,69;0,88;0;0;0;0;2,96;2,69;0;0;0;0
"animateur";0;0;0;0;0;0;0;0;0;2,63;0;0;0;0;0,99;0,47;0,92;0;0;0,72;1,3;0;0;0,19;0;0;0;0
"paranormal";0;0;0;0;0;0;0;0;0;0,88;0;0;0;0;0;0,47;0,46;0;0,47;0;0,65;0;0,39;0;0;0,24;0;0
"vinci";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,65
"carrière";0;0;0;0;0;0;0;0;0;0;0;0;1,27;1,52;0,5;0;0,46;0;0,94;0;0;0;0;0;0,55;0;0;0
"examiner";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,19;0;0;1,67;0,14
"46";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;1,41;0;0;0;0;0;0;0;0,58;0,55;0,12;0;0,56
"femme";6,62;0;0;0;2,31;0;0;0;0;2,63;0;2,5;2,55;0;1,73;0,47;1,61;0;3,28;1,44;0,65;0;0;0;1,66;0,6;0;0,14
"région";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0,23;0,88;0;0;0,65;1,11;0;0;0;0,12;0;0,28
"moins";0;0;0;0;0;0;0;0;0;0;0;0,36;0,64;0;0;0,47;0;0;0;0,72;0;0,56;0,2;0;0;0,12;0,24;0,28
"persuader";6,62;0;0;0;0;0;1,49;18,52;0;1,75;0;1,43;0;1,52;0,5;0,47;0,23;0,88;0,47;0,72;0;1,11;0,39;0;1,11;0;0,24;0
"yacine";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,11
"général";0;0;0;0;2,31;0;0;0;0;0;0;3,21;0;0;0;0;0;0;0,94;0;0,65;0;2,57;2,69;0;0,24;0;0
"eau";0;0;0;0;0;0;0;0;0;0;0;0,36;0;0;0,25;0,47;0,23;0;0;0;0;1,11;0;0;0;0;0;7,31
"étude";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0,94;0;0;0;0;0;0;0;0,12;0,7
"laporte";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;2,12;0;0;0;0
"inconnu";0;0;3,14;0;0;0;0;0;0;0;0;1,43;0;0;0,25;0;0;0,88;0;0;0;1,11;0;0;0;0,24;0;0
"chercher";6,62;0;0;0;0;0;1,49;0;0;0;0;0,71;0;1,52;0,99;0,94;0,46;0;0,47;1,44;0;0,56;0,2;0,77;0,55;0,36;0,12;0,14
"eric";0;0;6,29;0;0;0;0;0;0;0;0;0;0;0;0;0,94;0,23;0;0,94;0,72;0;0;0,39;4,23;1,11;1,56;0;0
"pernin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,72;0;0;0;0;0;1,08;0;0
"arrêter";0;0;3,14;0;0;0;1,49;0;0;0;0;0,36;0;0;0,5;0,47;0,46;0;0,94;0;0;1,11;0;0;0;0;0;0
"star";0;0;3,14;0;0;0;0;0;0;2,63;0;0,36;0,64;0;1,98;0,94;0,46;0;0;0,72;0;1,11;0,2;0,19;0,55;0;0;0,42
"fois";0;0;0;0;0;0;0;0;0;0,88;4,99;0,71;2,55;1,52;0,25;0;0,46;0;0;0;0;1,67;0,39;0;0,55;2,05;5,14;0
"parole";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74;0;0;0;0;0;0;0;0;2,89;0,55;0,84;0;0,28
"aider";0;0;0;0;0;0;0;0;8,33;0;0;0;0;0;0;0,94;0,46;0;0;0;1,95;0;0,2;0;0;0,36;0;0,28
"aux";6,62;16,39;0;4,24;2,31;0;0;0;0;1,75;4,99;1,78;5,09;6,1;2,97;3,28;2,3;1,77;2,81;2,88;5,2;6,12;2,96;0,77;8,85;3,37;1,67;4,64
"siècle";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47;0;0;0;0,39;0,19;0;0;0,6;0,42
"voix";0;0;0;0;0;0;0;0;0;1,75;1,66;0,36;1,91;3,05;0;0;0;0;0;0;0;0;0;0;0;0,48;0;0,28
"réputation";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0,47;0;0;0;0;0;0;0;0;0;0;0;2,39
"voir";6,62;0;0;4,24;2,31;5;1,49;0;0;0,88;1,66;1,43;1,91;0;0,74;2,34;0,69;0;0,94;0;3,25;1,67;0,79;0,96;1,11;0,36;0,36;0,7
"légende";0;0;0;0;0;0;0;0;0;0;3,33;0,36;0;0;0;0;0,69;0;1,41;0,72;0,65;0;0;0;0;0,12;0,36;0,42
"force";0;0;0;0;0;5;0;0;0;0;0;0;0,64;0;0;0;0,23;0;1,88;0,72;0;0,56;0;0,58;0;0,24;0,48;0,14
"histoire";0;0;0;8,47;0;0;0;0;0;0;3,33;0;1,27;9,15;0,25;0,47;0,23;1,77;1,41;3,6;1,3;0,56;0,39;0;1,11;0,36;0,96;1,41
"new";0;0;0;0;2,31;0;0;0;0;0;0;0;0;0;0,5;0,94;0,23;0;0;0;0,65;0,56;0;0;0;0,24;0;0,56
"propre";0;0;0;0;0;0;0;0;0;0;0;0,71;0,64;0;0,5;0;0,23;0;1,41;0,72;0;0;2,76;0;1,66;2,89;4,9;0,28
"aujourd_hui";0;0;0;0;0;0;1,49;0;0;0;1,66;0;0,64;0;0,99;0,47;0,69;0;1,41;0;2,6;1,67;3,16;0;1,11;3,13;5,02;0,84
"omar";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,83
"arme";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47;0;1,77;0;0,72;0;0;0,2;0,19;0,55;0,24;0;0,14
"dettinger";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,27;0;0;0;0
"quotidien";0;0;0;0;0;0;0;0;0;0;1,66;0;0;0;0,25;0;0,46;0;0,94;1,44;1,3;0,56;1,18;0,19;0,55;0,6;0;0,14
"géant";0;0;3,14;0;0;0;0;0;0;0;0;0;1,91;1,52;0;0;0,69;0;0;0;0;0;0,2;0,19;0;0,48;0,24;0,42
"quoi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,25;0;0,23;0;0;0;0;0,56;0,2;0;0;0;0;3,8
"suggérer";0;0;0;0;0;0;0;0;0;0;0;0;0,64;0;0;0;0;0;0;0;0;0;0,39;0;0;0;0,24;1,12
"afin";0;0;0;4,24;0;0;1,49;0;8,33;0;0;0,36;0,64;0;0;0;0,23;0;0,94;0;1,95;1,11;0;0;1,66;0,12;0,12;0,28
"famille";0;0;0;4,24;0;0;0;0;0;0,88;0;2,5;1,91;0;0,25;0,47;0,23;0,88;4,22;4,33;1,3;0;0;0,19;0;0,12;0,24;0
"vivre";0;0;0;0;0;0;0;0;0;0;0;1,78;1,91;1,52;0,5;0;0,92;0,88;5,16;1,44;0;0;0,39;0,19;0;0,36;0,36;0,56
"comportement";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,25;0,47;0;0;0;0;0;0;2,76;0;0;0,12;0;0
"aide";0;0;0;0;0;5;1,49;0;0;0,88;0;0,36;0;0;0,74;0;0;3,53;0,94;0;0,65;1,11;0;0;0,55;0;0;0
"créer";0;0;0;0;0;0;0;0;0;0;0;0;1,27;0;0,25;0,94;0,46;1,77;0,94;0,72;1,3;1,67;0;0;0,55;0,24;0,24;0,28
"acteur";0;0;0;0;0;0;0;0;0;5,25;0;0,36;0;0;0;0;0,23;0;0;0;0,65;0;0,2;0;0;0;0;3,8
"surprise";0;0;0;0;0;0;0;0;0;2,63;1,66;0;0;0;0;0;0,23;0;0;0,72;0;0;0,2;0,19;0;0;0,12;0,14
"sauver";0;0;3,14;0;0;0;0;0;0;0;0;0,71;0,64;1,52;1,24;0;0,46;1,77;0;0;0,65;0;5,53;0,19;2,21;3,97;5,26;0
"entraîner";0;0;0;0;2,31;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;2,76;0;1,66;2,89;4,9;0
