"";"X.anneedediff_1995";"X.anneedediff_1996";"X.anneedediff_1997";"X.anneedediff_1998";"X.anneedediff_1999";"X.anneedediff_2000";"X.anneedediff_2001";"X.anneedediff_2002";"X.anneedediff_2004";"X.anneedediff_2005";"X.anneedediff_2006";"X.anneedediff_2007";"X.anneedediff_2008";"X.anneedediff_2009";"X.anneedediff_2010";"X.anneedediff_2011";"X.anneedediff_2012";"X.anneedediff_2013";"X.anneedediff_2014";"X.anneedediff_2015";"X.anneedediff_2016";"X.anneedediff_2017";"X.anneedediff_2018";"X.anneedediff_2019";"X.anneedediff_2020";"X.anneedediff_2021";"X.anneedediff_2022";"X.anneedediff_2023"
"incident";0;0;0;0;0;0;0;0;0;2,63;1,66;0;0;0;0;0;0;0;0;0,72;0;0;0;15,2;0;0;0,12;0,28
"recherche";0;0;0;0;2,31;0;2,99;0;0;0,88;1,66;1,78;0,64;0;0,99;0,94;0,23;0,88;0;0,72;0;0;0,39;0,58;6,08;2,05;0,24;0,56
"garçon";0;0;0;0;0;0;0;0;0;4,38;0;0,71;3,18;0;0,99;0;0,23;1,77;0,47;0;0;0,56;0;0;0,55;0,12;0;0
"environnement";0;0;0;0;0;5;0;0;8,33;0;0;0;0;0;0;0,47;5,29;0;0;1,44;1,3;0;0;0;0;0;0;0
"robin";0;0;0;0;0;0;0;0;0;0;0;0,36;0;0;0;0;0;0;0;0;0;0;5,53;0,19;1,11;5,66;9,8;0
"vol";0;0;0;0;0;0;0;0;0;0,88;0;2,5;0;1,52;0;0;0;0;0;0;0;0;0;0;0;0,12;0;0
"belhousse";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,11
"35";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74;0;0;0;0;0;0;0;0,39;0,38;0;0,24;0;1,27
"consacrer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,94;1,38;0,88;0,47;0;0;2,78;0,79;0;0;0,24;0,12;0
"témoin";0;0;0;0;0;0;0;0;0;0;0;0,71;0;0;0;0;0,69;0;0,47;0;0;0;0;2,69;0;0,48;0,12;0,14
"mystère";0;0;3,14;0;0;0;0;0;0;0,88;3,33;0,71;0;0;0;0;0;0,88;0;1,44;2,6;0,56;0;0,19;0;0,12;0;0,14
"kelly";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;2,12;0;0;0;0
"hôpital";0;0;0;0;0;0;0;0;0;0;0;1,78;0;0;0;0;0,23;0;0;1,44;0;0;0;0,19;0;0,12;0;0
"retrouver";6,62;0;3,14;0;0;0;5,97;0;0;0,88;0;4,64;0;0;1,49;2,81;0,69;1,77;1,41;4,33;1,95;1,11;0,99;0,19;1,11;0,36;0,36;0
"couple";0;0;0;0;0;0;0;0;0;0;1,66;0;0;0;3,47;0;0,69;0;0;0;0;0;0,2;0;0;0;0;0,14
"victime";0;0;0;0;2,31;0;0;0;0;0;0;0,71;0;1,52;0,99;1,41;0,23;0;0,47;0;0,65;0,56;0;0;0;0;0;0
"d";0;16,39;44,03;25,42;37,04;20;19,4;37,04;33,33;31,52;19,97;15,7;26,1;13,72;20,32;12,66;21,17;30,89;19,22;25,96;16,27;27,28;27,25;8,66;21,02;26,72;31,8;20,66
"personnalité";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74;0,47;0;0,88;0;0,72;0;0;0,39;0,38;0,55;0;0;0
"alexandre";0;0;0;0;0;0;0;0;0;0;0;0,71;0;0;0;0;0,23;0;0;0;0;0;0;2,89;0;0;0;0
"frère";0;0;0;0;0;10;0;0;0;0;0;0;1,27;0;0;0,47;0;0;0,47;0,72;1,3;0;0;0,19;1,11;0,24;0;0,42
"t";0;0;0;12,71;0;5;0;0;0;0,88;0;0,36;0;0;0,25;0;0;0,88;0;2,88;0,65;0;0,79;0;0;0,6;0,24;0,56
"directeur";0;0;0;0;0;0;0;0;0;0,88;0;0;0;0;0;0,94;0,69;0;0;0;1,3;0,56;0,39;0;0,55;0,96;0;0,28
"millénaire";0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0,94;9,2;0;0;0;0;0;0,39;0;0;0;0;0
"bientôt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,25;0;0,23;0;0,47;2,88;0;0;0;0,38;0;0,24;0;0
"ailleurs";0;0;0;0;0;0;0;0;0;1,75;0;0;0;0;0,25;0,47;0,46;0;0;0;0;0,56;0;0,38;1,11;0,24;0,24;0,42
"meilleur";0;0;0;0;0;0;0;0;0;0,88;0;0;0;0;0;0,47;0,23;0;0;0,72;0,65;0;1,18;0,19;0;0,12;0,12;0,14
"un";6,62;0;22,01;29,66;30,09;30;8,96;129,63;16,67;28,02;14,98;21,77;25,46;16,77;20,57;16,41;53,61;21,18;17,35;30,28;22,77;30,62;15,01;6,93;13,83;12,04;15,06;12,79
"tard";6,62;0;0;0;0;0;1,49;0;0;0;0;1,78;0;0;0;0;0;0;1,88;0;0;0;0;0,19;0;0;0;0
"menace";0;0;0;0;0;0;0;0;0;0;0;0,36;0;0;0,5;0;0;0;0;0;0,65;0,56;0;0,19;1,66;0,24;0,24;0
"coda";0;0;0;0;0;0;0;0;0;0;0;0;0;3,05;0;7,03;0;0;0;0;0;0;0;0;0;0;0;0
"tirailleur";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,41
"astronaute";0;0;0;0;0;0;0;18,52;0;0;0;0;0;1,52;0;0,47;0,92;1,77;0;0;2,6;0;1,18;0;0;0,36;0,48;2,11
"pouvoir";0;16,39;3,14;4,24;4,63;0;1,49;0;8,33;1,75;1,66;0,71;3,18;1,52;1,49;1,41;2,07;11,47;6,09;3,6;5,2;1,11;8,49;1,35;2,21;7,82;6,45;4,64
"découverte";0;0;0;0;0;0;1,49;0;0;0;0;1,78;0;4,57;0,5;0;0,23;1,77;0;0;0;0;0;0,58;0;0,36;0,96;0,84
"millier";0;0;3,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0,23;2,65;0;0;0;0,56;0;0;0;0,6;0,24;0,42
"continuer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,25;0,47;0,23;0;0;0;1,95;0;0,39;0;0;0,24;0,84;0,14
"garder";0;0;0;0;0;0;2,99;0;0;0;0;0,71;0;0;0;0,47;0;0,88;0;0;0,65;0,56;0;0;0;0;0;0,28
"apparence";0;0;0;0;0;0;0;0;0;0;0;0;0,64;0;0,74;0;0;0;0;2,16;0;0,56;0;0,38;0,55;0;0;0
"les";72,85;65,57;22,01;21,19;32,41;65;38,81;18,52;33,33;19,26;16,64;18,56;19,73;28,96;25,28;26,72;17,03;21,18;20,16;23,07;31,23;28,95;24,68;12,12;22,68;24,92;23,79;29,24
"beaucoup";0;0;0;0;0;0;0;0;0;0;0;0;1,27;0;1,24;0;0;0;1,88;0,72;0;0,56;0,39;0;0;0,12;0;0,42
"marc";0;0;0;0;0;0;0;0;0;0,88;0;0;0;0;0;0;0;0;0;1,44;0,65;1,11;0,2;0;0;0,12;0;0,98
"on";0;0;0;0;4,63;5;2,99;0;0;0,88;3,33;0,71;0,64;1,52;1,24;0;2,53;0,88;1,41;2,16;4,55;2,78;1,78;0,96;0;0,84;0,24;0,98
"laëtitia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,89;0;0;0;0
"devant";0;0;0;0;0;0;0;0;0;0;1,66;0,71;0;0;0,25;0;0,69;0,88;0;0;0,65;0;0;0;0;0,12;0;0
"pour";0;0;3,14;25,42;23,15;10;5,97;18,52;8,33;7,88;3,33;6,78;7,64;9,15;8,18;6,56;8,28;13,24;15;5,77;11,71;9,47;11,06;3,27;13,27;6,62;7,77;8,86
"animal";0;0;3,14;0;0;5;0;0;0;0,88;0;0,36;0;1,52;0;0;0;0;0,47;4,33;0,65;0,56;0,59;0,19;0;0,12;0,12;0,42
"pyramide";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47;0;0;0;0;0;0;0;1,08;0,56
"robot";0;0;0;0;0;5;0;0;0;0;1,66;0,71;0;1,52;0,25;0,47;6,21;0;0;0;0,65;0;0;0;0,55;0;0,12;0
"comme";0;0;0;4,24;6,94;0;0;0;0;2,63;0;1,07;3,82;1,52;0,74;0,94;1,61;0,88;1,88;2,88;1,3;0,56;3,16;0,77;1,66;3,61;5,14;0,7
"temps";0;0;0;0;2,31;0;1,49;0;0;0,88;0;0,36;0;0;0,5;0,47;0,23;0,88;0,94;0,72;1,3;1,11;0,2;0;0;0,36;0,48;0,42
"oeil";0;0;0;0;0;0;1,49;0;0;1,75;1,66;1,07;0,64;1,52;0;0;0,23;0;0;0,72;0;0;0,2;0;0;0;0;0,14
"david";0;0;12,58;0;2,31;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;1,44;1,3;1,67;0,59;0,19;0;0,36;0;1,27
"façon";0;0;0;0;2,31;0;0;0;0;0;0;0;0;1,52;0;0;0,23;0;0;0;0;0;0;0;0;0,36;0;0,56
"envoyer";0;0;0;0;0;5;0;0;8,33;0;0;0,36;0;0;0;0,47;0,69;0;0,47;0,72;0;0,56;0;0,19;0,55;0;0,12;0,28
"voyage";0;0;0;0;0;0;0;0;0;0;0;0,36;0;1,52;0;0;0,23;0;0,47;2,88;0;0;0;2,12;0;1,08;0;0
"06";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,25;0,47;0;0;0;0;0;0;0,39;0;0;0,24;0;0,84
"chien";0;0;0;0;0;0;1,49;0;0;0,88;0;0;0,64;0;0;0;0,23;0,88;0,47;0;0,65;0;0;0,38;3,32;0,12;0;0,14
"face";0;0;0;0;0;0;0;0;0;0,88;0;0;0;4,57;0;0,47;0,23;0;0;1,44;0;1,67;0,59;0,19;0,55;0;0,24;0,14
"rouge";0;0;0;0;2,31;0;0;0;0;0;1,66;0;0;0;0;0,47;1,15;0;0;0;0;0,56;0,2;0;0;0;0;0,14
"montrer";0;0;0;0;0;0;1,49;0;0;0;1,66;0,36;0;0;0,5;0;0;1,77;0,94;0,72;0;0,56;0,39;0;0;0,24;0;0
"lala";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,47;0;0;0;0;0;0;0;0;0;0;0;0;0
"tenter";0;0;3,14;4,24;2,31;5;0;0;0;0;1,66;0,71;0;0;0,99;7,97;9,89;1,77;1,41;2,16;0,65;0;0,2;1,54;0,55;0,36;0,84;0
"attaquer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,94;0,92;0;0;0;0,65;1,11;0;0;0;0,12;0;0
"télévision";0;0;0;0;0;0;0;0;0;0,88;0;0,36;0;1,52;0,5;0,94;0,23;0;0;0;0;0;0,2;0;0;0;0,24;0,42
"quitter";0;0;0;0;0;0;0;0;0;0,88;0;0;0,64;3,05;0,99;0;0,23;0,88;1,88;0;0;0;2,76;0,19;1,66;3,13;5,02;0,28
"astrobiologiste";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,08;0;0,84
"inviter";0;0;0;0;0;0;0;0;0;0;0;0;0;3,05;2,23;2,34;0,69;1,77;0,47;1,44;1,3;0,56;0,2;0;1,11;1,2;0;2,11
"ce";0;16,39;0;0;4,63;0;2,99;0;0;0;1,66;2,5;12,09;1,52;3,47;2,34;3,22;1,77;5,63;3,6;3,9;2,78;3,36;2,31;3,32;2,17;1,43;2,53
"seuil";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,08;0;0,7
"après";0;0;3,14;0;2,31;5;0;0;0;0,88;1,66;1,43;0,64;0;0,5;0,94;10,35;1,77;0,94;3,6;3,25;1,11;3,55;0,58;2,21;3,61;4,9;0,98
"ados";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47;0;0;0;0;0;0;2,76;0;1,11;2,89;4,9;0,14
"éléphant";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,55;0;0;3,65
"site";0;0;0;0;0;0;0;0;0;0,88;0;2,14;0,64;0;0;0,47;0,92;0,88;0,94;0,72;0;0;0,39;0,19;0;0,36;0,36;1,27
"paul";0;0;0;0;2,31;0;0;0;0;0,88;3,33;1,43;0;1,52;0;0;0,46;0;0;0;1,3;0;0,2;0,19;0;2,77;0;3,94
"politique";0;0;0;0;0;0;0;0;0;0;0;0;0;1,52;0;0;0,46;0;0,47;0;0;1,11;1,97;0,19;1,11;0,96;0;0,84
"crise";0;0;0;0;0;0;0;0;0;0;3,33;0,36;0;0;0;0;0;0;0;0;0;0,56;0,79;0;2,77;0;0;0
"manège";0;0;0;0;0;0;0;0;0;2,63;0;0;0;0;0,5;0;0;0;0;0;3,9;0;0;0;0;0;0;0
"imedia";0;0;0;0;0;5;0;0;0;0;0;0;1,27;6,1;5,45;9,85;12,43;26,48;11,72;12,26;11,71;10,02;6,91;19,05;6,08;7,82;9,2;9
"hier";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;1,41;0;0;0;0;0;0;0;0;0,55;0,36;0;0,56
"alliance";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,11;2,76;0;0;0;0,12;0
"catherine";0;0;0;0;0;0;0;0;0;4,38;0;0,71;0;0;0;0;0;0;0;0;0;0;0;1,15;0;1,08;0,36;0
"lune";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,92;0;0;2,88;0,65;0;0;0,19;0;0;0;0,42
"nommer";0;0;0;0;0;5;0;0;0;0;0;0,36;0;1,52;0,5;0;0;0;0,47;0;0;0;0,2;0,38;0;0,12;0;0
"milieu";0;0;0;0;2,31;0;0;0;0;0;0;0,71;0;0;0,25;0;0,23;0;0,94;2,16;0;0;0;0,19;0;0;0;0,14
"participer";0;0;0;0;0;0;0;18,52;0;0,88;0;0;0;0;0;0;0,46;1,77;0;0,72;1,3;0;0;0;0;0,24;0;0,14
"seul";0;0;0;4,24;2,31;0;0;0;0;0,88;0;0,71;0,64;0;0,5;0;1,15;0;0;1,44;0;0,56;0,2;0,58;0,55;0,12;0,36;0,42
"survivre";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,03;0;0;0;0;0;0;0;0;0;0;0,24;0
"tamaran";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,76;0;1,11;2,89;4,9;0
"mauvais";0;0;0;0;0;5;0;0;0;0;1,66;0;0;0;0,25;0;0;0,88;0,94;0;0,65;0,56;0;0;0,55;0;0;0,98
"chez";0;32,79;0;0;2,31;0;0;0;0;0;0;1,07;3,82;0;0,5;2,34;1,84;0;0;0,72;1,3;1,11;0,2;0;1,11;0,12;0;0,28
"chef";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,25;0,94;0,92;0;1,88;0,72;0;0;0;0,19;1,11;0,12;0;0,42
"hors";0;0;0;0;0;0;0;0;0;0;0;0;0,64;0;0;0;0,23;0;0;0;0;0;0;0,19;0;0,24;0;3,65
"communauté";0;0;0;0;2,31;0;0;0;0;0;0;1,43;0;0;0;0;0;0;0;0;0;0;0;1,15;0,55;0;0;0,42
"servir";0;0;0;0;4,63;0;0;0;0;0;0;0;0;0;0,25;0;0,23;0,88;0,47;0,72;0;0,56;0;0;0;0,36;0;3,94
"appeler";0;0;3,14;0;0;0;0;0;0;0;1,66;1,78;0;0;0;0,47;0,23;0;0;0;0;0,56;0;0;0,55;0,24;0;0,28
"falloir";6,62;0;0;0;0;0;1,49;0;0;0,88;0;0,36;4,46;0;0,74;0,47;0;0;0,47;5,05;0;0;0;0,58;0;0;0;0
"soucoupe";0;0;0;4,24;2,31;0;1,49;0;0;2,63;3,33;0;0;1,52;0;0;0,69;0,88;0;0,72;0,65;1,11;0;0;0;0,12;0;0
"interview";0;0;0;0;6,94;0;0;0;0;5,25;3,33;0;0;0;3,97;0,94;2,07;0,88;0,94;1,44;1,95;1,67;0,39;0;2,21;2,77;0;1,55
"nombre";0;0;0;0;0;0;0;0;0;0;0;0,36;0;0;0;0;0,23;0;0;0;1,3;0;0,2;0,19;0;0,6;0;0,14
"pizza";0;0;0;0;0;5;0;0;0;0,88;0;0;0;0;0;0,94;9,2;0;0;0;0;0;0;0;0;0;0;0
"rire";0;0;0;0;0;0;0;0;0;8,76;0;0;0,64;0;0;0;0;0;0;0;0;1,11;0;0;0;0;0;0
"l";0;49,18;22,01;8,47;27,78;45;34,33;18,52;58,33;25,39;41,6;20,7;29,92;42,68;21,81;30;21,4;19,42;18,75;27,4;27,33;35,63;15,6;26,75;29,31;19,14;17,81;31,77
"alexis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,57;0;0;0;0;0
"survivant";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,25;0;0;0;0;0;0;0;0;1,15;0;0,72;0,6;0
"enlever";0;0;3,14;0;2,31;0;0;0;0;0;0;1,07;0;0;0,25;0,47;0,23;0;0,94;0;0,65;1,67;0,39;0;0;0;0;0
"responsable";0;0;0;0;0;0;0;0;0;0;1,66;1,43;0;0;0,25;0;0;0;0;0;1,95;1,11;0,2;0;0;0;0;0
"prendre";0;0;0;4,24;2,31;5;2,99;18,52;0;1,75;0;2,14;0;1,52;1,98;0,94;11,04;0,88;2,81;1,44;0,65;0;0,39;1,54;1,11;0,6;0;0
"alors";6,62;0;0;0;0;0;2,99;0;0;1,75;0;1,07;0;1,52;0,99;0;1,84;2,65;2,81;4,33;2,6;1,11;0,99;0,77;1,11;0,48;0,6;0,14
"livreur";0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0,94;9,2;0;0;0;0;0;0;0;0;0;0;0
"état";0;0;0;0;0;0;0;0;0;0;1,66;0,71;0;0;0,25;0;0;0;0;0;0,65;0,56;0;0;0,55;0,12;1,67;0
"plaindre";0;0;0;0;0;0;1,49;0;0;0,88;0;0,36;0;0;0,99;0;0;0;0;0;0;0;0,2;0;0;0,24;0;0
"grave";0;0;0;0;0;0;0;0;0;0;0;0;0,64;0;0;0;0;0;0;0;0;0;5,73;0;1,11;4,21;4,9;0
"avouer";6,62;0;0;0;0;0;0;0;0;0;0;1,78;0,64;0;0;0;0,23;0;0;0;0;1,11;0;0;0;0;0;0
"de";19,87;49,18;188,68;63,56;67,13;80;65,67;0;58,33;81,44;98,17;61,74;52,83;99,09;64,19;69,85;69,95;67,96;50,16;63,45;72,87;73,5;53,12;76,58;66,92;46,95;30,12;47,37
"du";6,62;0;12,58;4,24;13,89;15;14,93;18,52;0;21,02;28,29;7,49;7,64;16,77;10,41;11,72;12,66;5,3;7,5;12,98;11,06;13,36;8,69;11,93;17,15;7,7;4,42;9
"malgré";0;0;0;0;0;0;0;0;0;0;0;0,36;0;0;0,25;7,03;0;0;0;0;1,3;0;0;0;0,55;0;0;0,14
"déage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,41
"bien";0;0;0;0;2,31;0;1,49;37,04;0;0,88;0;1,43;4,46;1,52;0,74;7,5;0,69;3,53;0,94;0,72;5,2;0;3,36;0,19;1,66;3,37;5,02;0,42
"auteur";0;0;0;0;2,31;0;0;0;0;0;3,33;0;0,64;10,67;0,5;1,41;0,23;0;0;0;1,3;1,11;0;0;2,21;1,08;0;3,09
"bras";0;0;0;0;0;0;0;0;0;0;0;1,43;0;0;0;0;0;0;0;0;0,65;1,11;0;0;0;0,36;0;0
"ils";13,25;0;3,14;12,71;2,31;0;13,43;18,52;0;4,38;0;3,21;0;9,15;2,48;3,75;3,45;10,59;3,75;10,09;3,25;3,34;7,31;1,73;3,87;9,63;16,14;2,67
"thierry";0;0;0;0;0;0;0;0;0;0;3,33;0;0;0;0;0;0;0;0;0;0;0;0;2,69;3,87;0,24;0;0
"carbonnier";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,65;0;2,53
"bunny";0;0;0;0;0;0;0;0;0;0;0;0;0;1,52;3,47;0;0;0;0;0;0;0;0;0;0;0,12;0;0
"raid";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,89;0;0;0;0
"déclaration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,35;1,11;0,96;0;1,12
"contact";0;0;3,14;0;2,31;0;0;0;0;0;0;1,43;0;0;0,25;0;0,23;0;0,94;0;0;0;0;0;1,66;0;0,72;1,27
"the";0;0;6,29;0;2,31;0;0;0;0;0;3,33;0;2,55;0;0,25;0;0,69;0;0;0;0;0;0;0;0;0,6;0;0,14
"poser";0;0;3,14;0;0;0;1,49;0;0;0;0;0;0;0;0,74;0;0,69;1,77;0,47;0,72;0;0,56;0,2;0,38;0;0;0,24;0
"lci";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,23;0;0;0;0;0;0;2,5;0;0,84;0;0,14
"bord";0;0;0;0;0;0;5,97;0;8,33;0;0;0;0;1,52;0,25;0;0,23;1,77;0;1,44;0;0;0,2;0;0;0;0;0
"loin";0;0;0;0;0;0;0;0;0;0,88;0;0,71;0;0;0;0;0,46;0;0,94;0;0,65;1,11;0;0,19;0;0;0;0,14
"connaître";0;0;0;0;0;0;1,49;0;0;0;1,66;1,43;1,91;0;0,25;0,94;0,46;0;0,94;0;0;0,56;1,18;0;1,11;0,72;0,12;0
"peupler";0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0,47;5,29;0;0;0;0;0;0,2;0;0;0;0;0
"commencer";0;0;0;0;0;0;0;0;0;0;1,66;0,36;0;1,52;0,25;0;1,84;0;2,34;0;0;0,56;0,2;0,77;0,55;0;0,12;0,42
"occasion";0;0;0;0;0;0;0;0;0;0;0;0;0;1,52;0;0;1,84;0;0;0,72;0,65;0,56;0,39;0,19;0;0,12;0;0,28
"sujet";0;0;0;0;0;0;1,49;0;0;0,88;3,33;0,36;0;3,05;0;0,47;0,69;0;0,47;0;0;1,67;0,59;0,77;0,55;0,36;0;1,12
"rentrer";0;0;0;0;4,63;0;0;0;0;0,88;0;0,36;0;0;0;0,47;0,23;0;0,94;0,72;0;0;0,2;0;0;0,12;0,12;0
"zone";0;0;0;0;0;0;0;0;0;0;0;0,36;0;0;0;0;0;0,88;0;0;0;0,56;0,39;0;0;0,12;0;0,7
"donner";0;16,39;0;0;0;5;0;0;0;0,88;0;1,07;1,27;0;1,73;0,47;0,46;0,88;1,41;2,16;0,65;0,56;0,2;0,19;0,55;0,36;0;0,14
"partager";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0,23;0;0,47;0;0;0,56;0,2;0,19;0;0,12;0;0,56
"quelques";0;0;0;0;0;0;0;0;0;0,88;1,66;0,36;0;0;0,74;0;0;0,88;1,41;0,72;0;1,11;0,59;0,19;0;0,12;0,48;0,14
"urgentiste";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,12;0;0;0;0,14
"gilet";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,88;0;0;0;0;0;4,04;0;0;0;0
"ciel";0;0;0;4,24;0;0;0;0;0;0;0;0;0;3,05;0;1,41;0,46;0,88;0;0;1,3;0;0,2;0,19;0;0,48;1,08;0,56
"finir";0;0;0;0;0;0;1,49;0;0;0;0;1,43;0;0;0,5;0;0,23;0;0,47;0;0;0,56;0,99;0,38;0,55;1,69;4,9;0
"echoué";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,03;0;0;0;0;0;0;0;0;0;0;0;0
"cas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,25;0;0,23;0;0,47;0,72;1,3;1,11;0,39;0;3,87;0,12;0,36;1,27
"car";19,87;0;0;0;2,31;0;0;0;0;0;0;0;0,64;0;0;0,94;0,23;1,77;0;1,44;0;0;0;0;1,66;0;0,24;0,28
"discussion";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,73;0;0,24;0;0,28
"cours";0;0;0;0;2,31;0;0;0;0;1,75;1,66;0;0;0;0,99;0,47;0,23;0,88;0,47;0,72;0;0,56;0;0,19;1,11;0,36;0,12;0,14
"michel";0;0;3,14;0;0;0;0;0;0;3,5;3,33;0;0;0;0,25;0,47;0,46;0;0;0;0,65;0;0,2;0,19;0;0,36;0;0,14
"cafard";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,47;0;0;0;0;0;0;0;0;0;0;0;0;0
"découvrir";0;0;6,29;0;2,31;5;1,49;18,52;16,67;0,88;1,66;3,21;0,64;0;0,74;0,94;0,92;3,53;1,41;2,16;1,3;1,67;0,59;0,77;1,11;0,6;0,84;0,84
"forme";0;0;0;4,24;0;0;0;0;0;0;0;0,36;0,64;0;0;0,47;0,23;0,88;0,94;1,44;1,3;0,56;0,59;0,38;1,11;0,48;0,48;1,27
"valérie";0;0;0;0;0;0;0;0;0;8,76;0;0;0;1,52;0;0;0;0;0;0;0;0;0;0;0;0,48;0;0
"nom";0;0;0;0;2,31;0;0;0;8,33;0;0;0,71;0,64;0;0,25;0;0;0;0;0;0;0;0;0;0;0,48;0;0,14
"non";0;0;0;0;0;0;0;0;0;6,13;0;1,43;0;1,52;0,5;0,94;0,23;0;0;0,72;1,3;0,56;0,39;0,19;1,11;0;0,84;1,55
"emmener";0;0;0;0;0;0;1,49;0;0;0,88;0;0,71;0;0;0;0;0;0,88;0,47;0;0;1,11;0,2;0;0;0,12;0;0
"nos";0;0;3,14;0;0;10;2,99;18,52;8,33;0;0;0;0,64;0;0,25;0;0,23;0;0;0,72;1,3;2,23;0,2;0,58;0;0,36;0,24;0
"en";19,87;0;28,3;38,14;18,52;25;8,96;0;16,67;21,02;13,31;10,35;17,82;9,15;15,37;16,41;23,24;15;16,41;14,42;14,31;16,15;10,47;3,27;11,62;7,95;3,83;15,88
"ex";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,25;0;0,23;0;0;0;0;0;0;2,12;0;0,12;0;0
"et";46,36;49,18;47,17;33,9;27,78;30;35,82;37,04;41,67;24,52;21,63;28,55;29,92;28,96;29,99;21,57;28,76;22,07;27,19;28,12;30,58;33,96;26,46;28,86;24,34;20,59;26,78;19,82
"album";0;0;0;0;0;0;0;0;0;0;9,98;0;5,09;0;0;0;0;0;0;0;0,65;0;0;0;0;0;0;0
"marine";0;0;3,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0,69;0,88;0;0;0;2,23;0;0;0;0,48;0;0,14
"message";0;0;0;0;0;0;1,49;0;0;0,88;0;0,71;0;0;0,5;0;0;0,88;0;0;1,3;0,56;0;0;0;0,24;0,84;0
"incroyable";0;0;0;0;0;0;0;0;8,33;0,88;0;0;0,64;1,52;0;0,47;0;0;0,47;0;0;0;0,2;0;0;0,12;0;1,55
"premier";0;0;0;4,24;0;0;0;0;0;1,75;4,99;1,43;3,18;0;1,49;0;1,61;0;0,94;0;1,95;1,67;0,99;0,77;1,66;0,84;0,12;1,55
"presque";0;0;0;0;0;0;2,99;0;0;0;0;0;0;0;0,74;0,94;0;0;0;0;0;0;0;0;0;0;0;0,42
"deux";0;0;0;0;2,31;5;0;0;0;0,88;0;1,43;1,91;1,52;0,74;1,41;2,3;1,77;0,94;1,44;0,65;0,56;0,59;0,77;1,66;0,48;0,12;0,28
"ligne";0;0;0;0;0;0;0;0;0;0;0;0,71;0;0;0;0,94;0;0;0;0;0;0,56;0;0;0,55;0,12;0,24;0,14
"étrange";0;0;0;0;0;0;0;0;0;1,75;0;2,14;0;3,05;0;0;0,46;2,65;0,94;2,88;1,95;0,56;0,2;0,19;0;1,08;2,03;0,84
