"";"V1";"V2";"V3";"V4";"V5"
"1";"plaindre";"-0.40666255903355";"0.743933802096386";"0.9";"85"
"2";"intervention";"-0.206696846062464";"1.56181342215823";"0.9";"93"
"3";"paranormal";"-0.457686175704432";"0.455245891485044";"0.9";"97"
"4";"région";"-0.275106868907371";"1.24464564999153";"0.9";"99"
"5";"transformer";"-0.349451829655713";"1.06909028793106";"0.9";"103"
"6";"expliquer";"-0.0552374519996804";"0.576369324956372";"0.9";"105"
"7";"devenir";"0.0881219583310573";"1.0126767984881";"0.9";"107"
"8";"cette";"-0.159254454364389";"0.41070994805401";"0.9";"110"
"9";"tout";"-0.190158595364956";"0.587492275863739";"0.9";"112"
"10";"surprise";"0.233567323153446";"0.691896485778406";"0.9";"123"
"11";"neptuna";"-0.134815438512853";"1.46110382802059";"0.9";"126"
"12";"dessin";"-0.354816545846982";"1.25410891197004";"0.9";"128"
"13";"ma";"-0.272308569538204";"1.32822264795434";"0.9";"137"
"14";"oeuf";"-0.351730084350539";"1.43640333337196";"0.9";"141"
"15";"réussir";"-0.362140918868093";"0.813109923394015";"0.9";"144"
"16";"lisa";"-0.215887425992589";"1.08257849237601";"0.9";"145"
"17";"jeu";"0.0576128031337508";"1.19118304950512";"0.9";"150"
"18";"david";"-0.0780628618310835";"0.768897036390557";"0.9";"151"
"19";"grand";"-0.0124218007214291";"0.556060251828301";"0.9";"155"
"20";"réalité";"-0.129678905556549";"1.17749896240796";"0.9";"157"
"21";"nouveau";"-0.241773411706479";"0.996668897645917";"0.9";"161"
"22";"découvrir";"-0.047386458546897";"0.508013788836115";"0.9";"162"
"23";"docteur";"-0.233283715342762";"1.12684281587309";"0.9";"163"
"24";"inconnu";"-0.269748492805437";"0.876166519005263";"0.9";"164"
"25";"suivant";"-0.151249242265027";"1.16651904632956";"0.9";"165"
"26";"place";"-0.298940578321285";"1.1394890796321";"0.9";"168"
"27";"héros";"-0.331418957270116";"0.793407652848015";"0.9";"169"
"28";"marine";"-0.359412706396693";"0.65605755530204";"0.9";"171"
"29";"invasion";"0.104226091668574";"0.271489911203644";"0.9";"172"
"30";"appeler";"-0.252337624255516";"1.22031324034361";"0.9";"173"
"31";"enlever";"-0.235566533104969";"1.05120391882024";"0.9";"176"
"32";"civilisation";"-0.357403754168676";"0.390635011399878";"0.9";"177"
"33";"mystère";"0.181962756362181";"1.06853530394464";"0.9";"178"
"34";"préparer";"0.447003364196664";"0.599517121621523";"0.9";"180"
"35";"michel";"0.0265286047055415";"0.970696660827251";"0.9";"182"
"36";"mission";"0.025574290137209";"0.964604801008801";"0.9";"184"
"37";"géant";"-0.179174979496608";"0.127867931472726";"0.9";"186"
"38";"olivier";"0.113294694532213";"1.26308866907279";"0.9";"187"
"39";"animal";"-0.0558690526994084";"0.536150184330718";"0.9";"188"
"40";"recevoir";"-0.0401854502933625";"0.784012222143969";"0.9";"190"
"41";"nouvelle";"0.17627055228576";"0.789652615798565";"0.9";"191"
"42";"contact";"-0.472575149613831";"0.427575301148572";"0.9";"196"
"43";"dont";"-0.28434641056971";"1.03723853134086";"0.9";"197"
"44";"le";"-0.218042132328314";"0.360653584670272";"0.9";"198"
"45";"secret";"-0.320422853571164";"0.901894365515133";"0.9";"199"
"46";"extrait";"-0.125257653648624";"1.2477409281001";"0.9";"200"
"47";"françois";"-0.128155499448497";"0.780622712628327";"0.9";"201"
"48";"phénomène";"-0.10884140032412";"0.493213282786949";"0.9";"203"
"49";"vaisseau";"-0.0634768271214328";"0.478751243147169";"0.9";"204"
"50";"extra_terrestre";"0.32667845246584";"0.624804908573087";"0.9";"206"
"51";"partie";"-0.23088014526147";"0.530879048376164";"0.9";"207"
"52";"mettre";"-0.454128036014702";"0.444407432774179";"0.9";"208"
"53";"américain";"-0.313679327577704";"1.21525778094505";"0.9";"209"
"54";"présenter";"-0.21389649412426";"1.04094488291997";"0.9";"212"
"55";"ovni";"-0.314301300726393";"0.66361126876443";"0.9";"213"
"56";"venir";"-0.287844095634689";"0.396217969060483";"0.9";"216"
"57";"nous";"-0.209737066444808";"0.776036559787056";"0.9";"218"
"58";"tenter";"0.158423858420293";"1.27119522806599";"0.9";"219"
"59";"vie";"-0.0290952566392151";"0.21396391624224";"0.9";"222"
"60";"terre";"-0.242304989723879";"0.524010445016973";"0.9";"224"
"61";"lancer";"0.337973615162035";"1.09143344740364";"0.9";"230"
"62";"ou";"-0.340780946892249";"0.551375454297711";"0.9";"232"
"63";"pour";"-0.290292021147468";"0.125329621113233";"0.9";"234"
"64";"histoire";"-0.420143078084967";"0.352390698477623";"0.9";"235"
"65";"atterrir";"-0.154509991624502";"1.21494595567974";"0.9";"236"
"66";"parvenir";"-0.0714183812881878";"0.0667214167553143";"0.9";"238"
"67";"soucoupe";"-0.201751878744946";"1.40278786969294";"0.9";"240"
"68";"raconter";"-0.324616698852793";"0.963940106806196";"0.9";"241"
"69";"afin";"-0.320930831248381";"0.82810469221956";"0.9";"242"
"70";"avant";"-0.337788505797628";"0.744374890078065";"0.9";"243"
"71";"peu";"-0.0558858894996154";"1.07195457587338";"0.9";"244"
"72";"rencontrer";"-0.0904062366231853";"1.09563473398787";"0.9";"245"
"73";"encore";"0.0197331208067565";"0.233873516128091";"0.9";"246"
"74";"croire";"-0.39283739143986";"0.463816901253425";"0.9";"247"
"75";"seul";"0.264305174677167";"0.558446321713439";"0.9";"248"
"76";"volant";"-0.243211440587774";"1.2542056223096";"0.9";"249"
