"V1";"V2";"V3";"V4";"V5";"V6"
"***";"nb classes";"7";"***";"";""
"**";"classe";"1";"**";"";""
"****";"130";"667";"19.49";"****";""
"0";"127";"0.00";"-37.98";"btlv";"7.163423e-10"
"0";"103";"0.00";"-29.49";"blog";"5.624880e-08"
"0";"101";"0.00";"-28.81";"mikecriss";"7.968323e-08"
"0";" 52";"0.00";"-13.65";"extraterrestre";"2.199080e-04"
"0";" 51";"0.00";"-13.37";"espace";"2.558789e-04"
"0";" 43";"0.00";"-11.13";"zinzin";"8.507929e-04"
"1";" 51";"1.96";"-10.81";"tv";"1.007347e-03"
"0";" 38";"0.00";" -9.76";"radio";"1.788344e-03"
"0";" 38";"0.00";" -9.76";"hd";"1.788344e-03"
"0";" 30";"0.00";" -7.60";"secret";"5.821938e-03"
"0";" 29";"0.00";" -7.34";"david";"6.745196e-03"
"0";" 29";"0.00";" -7.34";"nuréa";"6.745196e-03"
"0";" 27";"0.00";" -6.81";"aller";"9.054407e-03"
"0";" 26";"0.00";" -6.55";"the";"1.049118e-02"
"0";" 26";"0.00";" -6.55";"part";"1.049118e-02"
"0";" 25";"0.00";" -6.29";"paranormal";"1.215707e-02"
"0";" 24";"0.00";" -6.03";"alien";"1.408933e-02"
"0";" 23";"0.00";" -5.77";"mystère";"1.633150e-02"
"0";" 23";"0.00";" -5.77";"icke";"1.633150e-02"
"0";" 22";"0.00";" -5.51";"episode";"1.893463e-02"
"0";" 21";"0.00";" -5.25";"petit";"2.195861e-02"
"0";" 21";"0.00";" -5.25";"di";"2.195861e-02"
"0";" 21";"0.00";" -5.25";"aliens";"2.195861e-02"
"0";" 19";"0.00";" -4.73";"space";"2.956356e-02"
"0";" 19";"0.00";" -4.73";"sub";"2.956356e-02"
"0";" 18";"0.00";" -4.48";"crop";"3.432588e-02"
"0";" 18";"0.00";" -4.48";"ita";"3.432588e-02"
"0";" 18";"0.00";" -4.48";"edge";"3.432588e-02"
"0";" 18";"0.00";" -4.48";"cutting";"3.432588e-02"
"0";" 18";"0.00";" -4.48";"beyond";"3.432588e-02"
"0";" 17";"0.00";" -4.22";"vie";"3.987745e-02"
"1";" 25";"4.00";" -3.97";"saison";"4.626964e-02"
"1";" 25";"4.00";" -3.97";"compilation";"4.626964e-02"
"0";" 16";"0.00";" -3.97";"circles";"4.635716e-02"
"0";" 15";"0.00";" -3.71";"phénomène";"5.393122e-02"
"0";" 14";"0.00";" -3.46";"grand";"6.279956e-02"
"0";" 14";"0.00";" -3.46";"bob";"6.279956e-02"
"0";" 14";"0.00";" -3.46";"inexpliqué";"6.279956e-02"
"0";" 13";"0.00";" -3.21";"extraire";"7.320421e-02"
"0";" 12";"0.00";" -2.96";"vérité";"8.544038e-02"
"0";" 11";"0.00";" -2.71";"annonce";"9.987144e-02"
"0";" 11";"0.00";" -2.71";"partir";"9.987144e-02"
"0";" 11";"0.00";" -2.71";"dimensione";"9.987144e-02"
"0";" 10";"0.00";" -2.46";"nouveau";"1.169496e-01"
"0";" 10";"0.00";" -2.46";"zone";"1.169496e-01"
"0";" 10";"0.00";" -2.46";"temps";"1.169496e-01"
"0";" 10";"0.00";" -2.46";"portali";"1.169496e-01"
"0";" 10";"0.00";" -2.46";"ancien";"1.169496e-01"
"0";" 10";"0.00";" -2.46";"altra";"1.169496e-01"
"0";" 10";"0.00";" -2.46";"cospirazione";"1.169496e-01"
"0";"  9";"0.00";" -2.21";"fr";"1.372457e-01"
"0";"  9";"0.00";" -2.21";"i";"1.372457e-01"
"0";"  9";"0.00";" -2.21";"trouver";"1.372457e-01"
"0";"  9";"0.00";" -2.21";"terre";"1.372457e-01"
"0";"  9";"0.00";" -2.21";"dei";"1.372457e-01"
"0";"  9";"0.00";" -2.21";"libre";"1.372457e-01"
"0";"  9";"0.00";" -2.21";"gli";"1.372457e-01"
"0";"  9";"0.00";" -2.21";"exister";"1.372457e-01"
"0";"  9";"0.00";" -2.21";"découverte";"1.372457e-01"
"*****";"*";"*";"*";"*";"*"
" 4";"108";" 3.70";"-20.47";"sur";"6.068002e-06"
" 0";" 53";" 0.00";"-13.94";"être";"1.889337e-04"
"10";"120";" 8.33";"-11.61";"la";"6.568276e-04"
"11";"125";" 8.80";"-11.20";"l";"8.165115e-04"
" 1";" 48";" 2.08";" -9.99";"on";"1.576112e-03"
" 3";" 62";" 4.84";" -9.35";"avec";"2.228508e-03"
" 0";" 29";" 0.00";" -7.34";"vous";"6.745196e-03"
" 4";" 58";" 6.90";" -6.42";"des";"1.128023e-02"
" 0";" 24";" 0.00";" -6.03";"si";"1.408933e-02"
"11";" 96";"11.46";" -4.61";"le";"3.177955e-02"
" 0";" 18";" 0.00";" -4.48";"7";"3.432588e-02"
" 0";" 17";" 0.00";" -4.22";"que";"3.987745e-02"
" 1";" 26";" 3.85";" -4.22";"6";"3.995841e-02"
" 0";" 17";" 0.00";" -4.22";"point";"3.987745e-02"
" 5";" 55";" 9.09";" -4.13";"d";"4.209784e-02"
" 2";" 33";" 6.06";" -3.99";"à";"4.576084e-02"
" 0";" 16";" 0.00";" -3.97";"ne";"4.635716e-02"
" 1";" 25";" 4.00";" -3.97";"pour";"4.626964e-02"
" 0";" 16";" 0.00";" -3.97";"là";"4.635716e-02"
" 1";" 24";" 4.17";" -3.73";"8";"5.358854e-02"
" 0";" 15";" 0.00";" -3.71";"16";"5.393122e-02"
" 0";" 15";" 0.00";" -3.71";"mieux";"5.393122e-02"
" 0";" 13";" 0.00";" -3.21";"dire";"7.320421e-02"
" 1";" 21";" 4.76";" -3.00";"il";"8.339465e-02"
" 1";" 20";" 5.00";" -2.76";"9";"9.671408e-02"
