"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"gli";0,137;0,118;0,159;0,329;0,342;0,39;0
"exister";0,137;0,118;0;0,187;0,342;0,39;0,194
"découvrir";0,161;0,141;0;0,358;0,371;0,418;0,221
"découverte";0,137;0,118;0;0,329;0,342;0,39;0,194
"dr";0,523;0;0,595;0,329;0,342;0,39;0,194
"del";0,191;0,168;0,456;0,39;0,403;0,449;0
"conscience";0,269;0,3;0,013;0,469;0,48;0,523;0,335
"complet";0,324;0,299;0,003;0,517;0,528;0,182;0,389
"bellanca";0,393;0,604;0,027;0,575;0,585;0,621;0,456
"équipe";0,245;0,95;0,194;0,469;0,48;0,523;0,335
"voir";0,324;0,299;0;0,517;0,528;0,568;0,389
"vf";0,269;0,245;0,194;0;0,48;0,523;0,335
"seul";0,269;0,245;0;0,469;0,48;0,523;0,335
"reportage";0,544;0,604;0,482;0,575;0,585;0,621;0,456
"quantique";0,393;0,369;0;0,575;0,585;0,621;0,456
"pyramide";0,161;0;0,691;0,766;0,371;0,418;0,221
"preuve";0,161;0,141;0;0,766;0,727;0,418;0,221
"prendre";0,191;0,655;0;0,39;0,403;0,449;0,253
"photo";0,269;0,245;0,013;0,019;0,48;0,523;0,335
"of";0,393;0,369;0;0,575;0,585;0,621;0,456
"musique";0,393;0,369;0;0,575;0,585;0,621;0,456
"jones";0,161;0,141;0,691;0,358;0,371;0,418;0
"intelligence";0,324;0,299;0;0,517;0,528;0,568;0,389
"incroyable";0,226;0,203;0;0,427;0,439;0,484;0,29
"fantôme";0;0,141;0,595;0,358;0,371;0,418;0,221
"face";0,226;0,462;0,319;0,044;0,439;0,484;0,29
"extra_terrestre";0,393;0,604;0,027;0,575;0,585;0,621;0,456
