"";"x"
"1";2
"2";5
"3";4
"4";5
"5";0
"6";0
"7";3
"8";0
"9";3
"10";0
"11";2
"12";0
"13";1
"14";2
"15";0
"16";7
"17";3
"18";1
"19";1
"20";0
"21";0
"22";6
"23";0
"24";2
"25";6
"26";6
"27";2
"28";3
"29";1
"30";3
"31";4
"32";3
"33";2
"34";5
"35";0
"36";5
"37";2
"38";3
"39";2
"40";3
"41";3
"42";2
"43";5
"44";1
"45";2
"46";1
"47";1
"48";2
"49";0
"50";2
"51";4
"52";1
"53";0
"54";2
"55";3
"56";0
"57";2
"58";3
"59";3
"60";2
"61";4
"62";2
"63";0
"64";2
"65";0
"66";2
"67";0
"68";0
"69";3
"70";0
"71";3
"72";1
"73";3
"74";4
"75";2
"76";2
"77";5
"78";2
"79";2
"80";3
"81";0
"82";2
"83";0
"84";4
"85";3
"86";4
"87";2
"88";0
"89";4
"90";3
"91";1
"92";5
"93";6
"94";1
"95";2
"96";5
"97";2
"98";1
"99";0
"100";3
"101";1
"102";4
"103";0
"104";0
"105";7
"106";5
"107";7
"108";1
"109";0
"110";7
"111";1
"112";7
"113";1
"114";1
"115";0
"116";0
"117";0
"118";7
"119";7
"120";7
"121";1
"122";7
"123";1
"124";0
"125";1
"126";0
"127";7
"128";7
"129";1
"130";1
"131";1
"132";7
"133";7
"134";5
"135";5
"136";7
"137";0
"138";7
"139";6
"140";0
"141";7
"142";1
"143";7
"144";7
"145";1
"146";0
"147";1
"148";7
"149";1
"150";7
"151";7
"152";7
"153";1
"154";0
"155";1
"156";0
"157";7
"158";7
"159";7
"160";7
"161";1
"162";6
"163";1
"164";1
"165";7
"166";7
"167";4
"168";1
"169";1
"170";3
"171";0
"172";7
"173";0
"174";7
"175";7
"176";0
"177";1
"178";1
"179";7
"180";0
"181";7
"182";1
"183";7
"184";1
"185";7
"186";3
"187";0
"188";1
"189";6
"190";0
"191";7
"192";7
"193";0
"194";0
"195";7
"196";7
"197";7
"198";7
"199";7
"200";1
"201";0
"202";7
"203";7
"204";0
"205";0
"206";7
"207";1
"208";7
"209";7
"210";7
"211";1
"212";0
"213";0
"214";7
"215";1
"216";6
"217";0
"218";0
"219";5
"220";7
"221";0
"222";0
"223";0
"224";7
"225";7
"226";7
"227";1
"228";0
"229";0
"230";1
"231";7
"232";7
"233";3
"234";1
"235";0
"236";7
"237";5
"238";7
"239";7
"240";0
"241";7
"242";1
"243";7
"244";1
"245";1
"246";0
"247";5
"248";3
"249";0
"250";7
"251";3
"252";7
"253";7
"254";7
"255";0
"256";7
"257";1
"258";7
"259";7
"260";1
"261";7
"262";7
"263";7
"264";7
"265";7
"266";1
"267";3
"268";7
"269";1
"270";2
"271";0
"272";7
"273";7
"274";1
"275";5
"276";7
"277";1
"278";0
"279";5
"280";7
"281";7
"282";4
"283";7
"284";2
"285";5
"286";0
"287";5
"288";1
"289";7
"290";7
"291";0
"292";0
"293";0
"294";1
"295";1
"296";7
"297";7
"298";7
"299";7
"300";7
"301";1
"302";1
"303";7
"304";0
"305";7
"306";1
"307";7
"308";5
"309";1
"310";1
"311";7
"312";0
"313";7
"314";7
"315";7
"316";7
"317";7
"318";1
"319";0
"320";7
"321";7
"322";5
"323";0
"324";7
"325";0
"326";1
"327";4
"328";6
"329";7
"330";7
"331";7
"332";2
"333";0
"334";4
"335";3
"336";3
"337";0
"338";2
"339";2
"340";0
"341";1
"342";6
"343";2
"344";0
"345";0
"346";3
"347";0
"348";0
"349";2
"350";7
"351";0
"352";2
"353";1
"354";2
"355";2
"356";3
"357";5
"358";3
"359";3
"360";3
"361";0
"362";6
"363";2
"364";0
"365";0
"366";3
"367";4
"368";3
"369";2
"370";2
"371";0
"372";3
"373";6
"374";3
"375";4
"376";0
"377";6
"378";2
"379";0
"380";6
"381";3
"382";0
"383";1
"384";0
"385";2
"386";6
"387";5
"388";2
"389";2
"390";4
"391";0
"392";0
"393";0
"394";0
"395";2
"396";6
"397";3
"398";2
"399";0
"400";2
"401";0
"402";4
"403";1
"404";2
"405";6
"406";4
"407";3
"408";1
"409";2
"410";3
"411";6
"412";3
"413";3
"414";0
"415";3
"416";3
"417";1
"418";2
"419";2
"420";3
"421";0
"422";0
"423";0
"424";3
"425";5
"426";0
"427";6
"428";1
"429";5
"430";1
"431";0
"432";2
"433";3
"434";1
"435";5
"436";2
"437";0
"438";0
"439";1
"440";0
"441";0
"442";0
"443";0
"444";0
"445";3
"446";2
"447";1
"448";1
"449";0
"450";3
"451";2
"452";1
"453";4
"454";0
"455";6
"456";0
"457";2
"458";6
"459";3
"460";0
"461";3
"462";0
"463";5
"464";5
"465";3
"466";1
"467";2
"468";1
"469";2
"470";6
"471";1
"472";1
"473";5
"474";0
"475";0
"476";3
"477";6
"478";2
"479";2
"480";6
"481";0
"482";0
"483";3
"484";0
"485";3
"486";5
"487";0
"488";0
"489";2
"490";0
"491";0
"492";4
"493";1
"494";1
"495";6
"496";2
"497";2
"498";0
"499";6
"500";6
"501";0
"502";2
"503";1
"504";3
"505";2
"506";5
"507";0
"508";0
"509";5
"510";2
"511";5
"512";0
"513";1
"514";0
"515";6
"516";2
"517";0
"518";0
"519";0
"520";5
"521";0
"522";3
"523";3
"524";0
"525";1
"526";6
"527";1
"528";1
"529";3
"530";5
"531";0
"532";4
"533";2
"534";4
"535";2
"536";0
"537";4
"538";2
"539";2
"540";3
"541";0
"542";1
"543";3
"544";2
"545";3
"546";0
"547";3
"548";4
"549";4
"550";0
"551";3
"552";3
"553";4
"554";0
"555";0
"556";2
"557";0
"558";4
"559";5
"560";4
"561";3
"562";0
"563";0
"564";1
"565";0
"566";1
"567";6
"568";4
"569";2
"570";2
"571";3
"572";3
"573";0
"574";3
"575";4
"576";4
"577";6
"578";0
"579";0
"580";2
"581";5
"582";3
"583";6
"584";0
"585";2
"586";0
"587";1
"588";6
"589";0
"590";0
"591";2
"592";0
"593";0
"594";4
"595";0
"596";0
"597";3
"598";0
"599";0
"600";2
"601";0
"602";3
"603";4
"604";0
"605";0
"606";5
"607";3
"608";0
"609";0
"610";2
"611";3
"612";4
"613";1
"614";2
"615";2
"616";0
"617";0
"618";0
"619";0
"620";3
"621";2
"622";3
"623";7
"624";3
"625";6
"626";0
"627";5
"628";4
"629";0
"630";4
"631";1
"632";2
"633";3
"634";2
"635";4
"636";5
"637";0
"638";0
"639";1
"640";4
"641";3
"642";3
"643";2
"644";0
"645";6
"646";5
"647";0
"648";0
"649";2
"650";6
"651";2
"652";5
"653";0
"654";3
"655";2
"656";0
"657";0
"658";2
"659";4
"660";1
"661";2
"662";2
"663";5
"664";4
"665";6
"666";3
"667";0
"668";4
"669";5
"670";1
"671";3
"672";4
"673";3
"674";1
"675";2
"676";0
"677";0
"678";0
"679";2
"680";0
"681";5
"682";0
"683";2
"684";0
"685";2
"686";3
"687";1
"688";0
"689";3
"690";2
"691";2
"692";6
"693";2
"694";5
"695";0
"696";3
"697";1
"698";0
"699";0
"700";4
"701";0
"702";0
"703";2
"704";5
"705";3
"706";5
"707";1
"708";1
"709";5
"710";0
"711";3
"712";1
"713";6
"714";0
"715";0
"716";2
"717";0
"718";0
"719";0
"720";2
"721";2
"722";2
"723";4
"724";4
"725";0
"726";3
"727";5
"728";3
"729";3
"730";4
"731";3
"732";4
"733";2
"734";2
"735";6
"736";0
"737";3
"738";5
"739";3
"740";2
"741";2
"742";3
"743";2
"744";3
"745";0
"746";3
"747";2
"748";0
"749";0
"750";2
"751";4
"752";0
"753";2
"754";5
"755";3
"756";0
"757";0
"758";0
"759";6
"760";4
"761";0
"762";2
"763";2
"764";0
"765";6
"766";5
"767";0
"768";3
"769";0
"770";3
"771";0
"772";0
"773";2
"774";2
"775";0
"776";2
"777";7
"778";2
"779";2
"780";4
"781";4
"782";0
"783";6
"784";0
