"";"x"
"1";4
"2";4
"3";5
"4";4
"5";2
"6";2
"7";2
"8";5
"9";5
"10";2
"11";2
"12";2
"13";3
"14";4
"15";4
"16";3
"17";4
"18";4
"19";1
"20";2
"21";1
"22";2
"23";2
"24";2
"25";2
"26";4
"27";2
"28";2
"29";5
"30";4
"31";4
"32";5
"33";2
"34";4
"35";4
"36";4
"37";4
"38";2
"39";4
"40";2
"41";4
"42";4
"43";4
"44";4
"45";2
"46";2
"47";2
"48";1
"49";0
"50";0
"51";0
"52";0
"53";0
"54";0
"55";0
"56";0
"57";0
"58";0
"59";0
"60";0
"61";0
"62";0
"63";0
"64";0
"65";0
"66";0
"67";1
"68";0
"69";0
"70";0
"71";2
"72";0
"73";0
"74";0
"75";0
"76";0
"77";0
"78";2
"79";2
"80";0
"81";0
"82";2
"83";0
"84";0
"85";0
"86";0
"87";4
"88";2
"89";4
"90";4
"91";2
"92";4
"93";4
"94";4
"95";2
"96";2
"97";0
"98";0
"99";0
"100";0
"101";0
"102";0
"103";0
"104";0
"105";0
"106";0
"107";0
"108";4
"109";0
"110";0
"111";0
"112";0
"113";0
"114";0
"115";0
"116";0
"117";2
"118";2
"119";2
"120";1
"121";1
"122";1
"123";1
"124";1
"125";2
"126";1
"127";2
"128";2
"129";2
"130";1
"131";2
"132";1
"133";1
"134";2
"135";1
"136";1
"137";1
"138";1
"139";1
"140";1
"141";4
"142";4
"143";4
"144";4
"145";1
"146";3
"147";4
"148";5
"149";5
"150";5
"151";5
"152";5
"153";5
"154";5
"155";5
"156";0
"157";5
"158";2
"159";4
"160";4
"161";3
"162";5
"163";5
"164";5
"165";5
"166";1
"167";2
"168";2
"169";2
"170";2
"171";2
"172";2
"173";2
"174";1
"175";2
"176";1
"177";1
"178";1
"179";5
"180";2
"181";4
"182";4
"183";4
"184";4
"185";4
"186";4
"187";4
"188";4
"189";4
"190";4
"191";4
"192";1
"193";4
"194";4
"195";4
"196";2
"197";4
"198";5
"199";1
"200";2
"201";3
"202";1
"203";5
"204";5
"205";0
"206";0
"207";0
"208";7
"209";0
"210";0
"211";0
"212";7
"213";0
"214";0
"215";0
"216";7
"217";0
"218";0
"219";0
"220";7
"221";0
"222";0
"223";0
"224";7
"225";0
"226";0
"227";0
"228";7
"229";0
"230";0
"231";0
"232";7
"233";0
"234";0
"235";0
"236";7
"237";0
"238";0
"239";0
"240";7
"241";5
"242";2
"243";0
"244";0
"245";0
"246";7
"247";0
"248";0
"249";0
"250";7
"251";0
"252";0
"253";0
"254";7
"255";1
"256";1
"257";1
"258";2
"259";1
"260";1
"261";1
"262";1
"263";1
"264";0
"265";0
"266";0
"267";7
"268";0
"269";0
"270";0
"271";7
"272";5
"273";5
"274";2
"275";2
"276";3
"277";4
"278";6
"279";3
"280";3
"281";6
"282";6
"283";6
"284";6
"285";3
"286";6
"287";6
"288";6
"289";6
"290";6
"291";6
"292";6
"293";6
"294";6
"295";6
"296";6
"297";6
"298";6
