"";"X";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19"
"318";318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4
"319";319;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"320";320;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"321";321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4
"322";322;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"323";323;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"324";324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3
"325";325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3
"326";326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3
"327";327;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"328";328;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"329";329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3
"330";330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3
"331";331;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"332";332;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"333";333;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"334";334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"335";335;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"336";336;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"337";337;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"338";338;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"339";339;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"340";340;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"341";341;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"342";342;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"343";343;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"344";344;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"345";345;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"346";346;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"347";347;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"348";348;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"349";349;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"350";350;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"351";351;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"352";352;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"353";353;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"354";354;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"355";355;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"356";356;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"357";357;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"358";358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"359";359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"360";360;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"361";361;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"362";362;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"363";363;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"364";364;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"365";365;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"366";366;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"367";367;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"368";368;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"369";369;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"370";370;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"371";371;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"372";372;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"373";373;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"374";374;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"375";375;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"376";376;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"377";377;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"378";378;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"379";379;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"380";380;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"381";381;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"382";382;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"383";383;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"384";384;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"385";385;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"386";386;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"387";387;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"388";388;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"389";389;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"390";390;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"391";391;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"392";392;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"393";393;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"394";394;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"395";395;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"396";396;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"397";397;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"398";398;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"399";399;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"400";400;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"401";401;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"402";402;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"403";403;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"404";404;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"405";405;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"406";406;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"407";407;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"408";408;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"409";409;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"410";410;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"411";411;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"412";412;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"413";413;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"414";414;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"415";415;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"416";416;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"417";417;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"418";418;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"419";419;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"420";420;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"421";421;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"422";422;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"423";423;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"424";424;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"425";425;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"426";426;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"427";427;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"428";428;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"429";429;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"430";430;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"431";431;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"432";432;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"433";433;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"434";434;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"435";435;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"436";436;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"437";437;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"438";438;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"439";439;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"440";440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4
"441";441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4
"442";442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4
"443";443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4
"444";444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4
"445";445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4
"446";446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4
"447";447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4
"448";448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4
"449";449;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"450";450;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"451";451;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"452";452;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"453";453;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"454";454;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"455";455;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"456";456;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"457";457;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"458";458;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"459";459;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"460";460;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"461";461;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"462";462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"463";463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"464";464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"465";465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"466";466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"467";467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"468";468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"469";469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"470";470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"471";471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"472";472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"473";473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"474";474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"475";475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"476";476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"477";477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"478";478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"479";479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"480";480;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;5;5
"481";481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"482";482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"483";483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"484";484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"485";485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"486";486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"487";487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"488";488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"489";489;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"490";490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4
"491";491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"492";492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"493";493;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"494";494;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"495";495;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"496";496;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"497";497;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"498";498;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"499";499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"500";500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"501";501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"502";502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"503";503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"504";504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"505";505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"506";506;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"507";507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"508";508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"509";509;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"510";510;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;5;5
"511";511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"512";512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"513";513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"514";514;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"515";515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"516";516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"517";517;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"518";518;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"519";519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"520";520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"521";521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"522";522;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"523";523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"524";524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"525";525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"526";526;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"527";527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"528";528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"529";529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"530";530;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"531";531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"532";532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"533";533;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"534";534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"535";535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"536";536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"537";537;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"538";538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"539";539;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"540";540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"541";541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"542";542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"543";543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"544";544;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"545";545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"546";546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"547";547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"548";548;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"549";549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"550";550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"551";551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"552";552;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"553";553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"554";554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"555";555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"556";556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"557";557;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"558";558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"559";559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"560";560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"561";561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"562";562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"563";563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"564";564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"565";565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"566";566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"567";567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"568";568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"569";569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"570";570;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"571";571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"572";572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"573";573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"574";574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"575";575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"576";576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"577";577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"578";578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"579";579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"580";580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"581";581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"582";582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"583";583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"584";584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"585";585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"586";586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"587";587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"588";588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"589";589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"590";590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"591";591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"592";592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"593";593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"594";594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"595";595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"596";596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"597";597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"598";598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"599";599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"600";600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"601";601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"602";602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"603";603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"604";604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"605";605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"606";606;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;5;5
"607";607;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;5;5
"608";608;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;5;5
"609";609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"610";610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"611";611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3
"612";612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"613";613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"614";614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3
"615";615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"616";616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3
"617";617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3
"618";618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3
"619";619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3
"620";620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3
"621";621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"622";622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4
"623";623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4
"624";624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4
"625";625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4
"626";626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"627";627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"628";628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"629";629;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"630";630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"631";631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"632";632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"633";633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"634";634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"635";635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4
"636";636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"637";637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"638";638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3
"639";639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3
"640";640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3
