"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,868138665882648;28,8122219068165;28,8122219068165
"facteur 2";0,742295031637343;24,6356601915869;53,4478820984034
"facteur 3";0,452554773589976;15,0196150385797;68,4674971369831
"facteur 4";0,363501793927331;12,0640800390014;80,5315771759844
"facteur 5";0,314476984232681;10,4370200411316;90,968597217116
"facteur 6";0,272124447338329;9,03140278288397;100
