de;160;199;113;316;92;72;77
la;125;125;74;197;58;38;103
et;98;114;47;215;62;37;103
l;95;114;63;182;49;29;77
des;135;118;49;164;40;44;0
les;145;106;45;176;49;12;0
être;133;103;49;145;58;24;77
le;105;123;71;161;64;23;0
d;102;112;63;137;52;24;26
avoir;115;102;27;128;36;15;26
à;74;100;47;170;50;2;77
un;72;84;26;133;62;8;26
une;72;85;24;88;54;1;103
en;54;82;50;160;45;3;0
sur;70;70;57;94;26;23;103
du;53;58;50;110;17;55;0
qui;64;65;25;90;31;1;103
dans;70;64;24;84;37;1;0
il;60;74;10;63;30;6;0
pour;30;49;16;110;25;2;0
avec;23;38;16;80;20;22;0
par;44;37;21;82;23;1;0
que;67;47;7;43;23;2;0
se;32;37;14;32;29;2;0
ne;27;38;9;43;16;6;26
son;19;30;15;68;33;1;0
au;19;43;20;54;14;3;0
ses;12;22;4;41;15;0;26
pouvoir;51;33;9;17;12;2;0
ils;37;20;4;17;18;0;0
leur;18;18;4;21;18;0;0
pas;18;22;5;33;10;5;26
faire;19;35;10;46;19;0;0
elle;11;26;4;42;20;0;0
qu;24;50;6;35;20;0;0
ce;30;31;11;43;11;2;0
aux;18;16;2;54;7;0;0
20;3;7;28;23;3;2;0
plus;40;14;10;28;10;1;0
s;14;33;6;40;14;3;0
19;4;2;25;10;0;0;0
sa;4;19;7;43;13;0;0
après;6;9;2;11;9;0;0
mais;19;15;7;19;10;1;26
tout;13;22;6;21;6;1;0
tous;4;10;3;26;2;0;0
ou;8;17;3;23;3;1;0
on;8;18;7;25;4;2;0
nous;16;9;1;24;4;1;0
c;7;9;9;27;5;1;0
21;0;5;12;9;2;8;0
y;12;16;4;14;3;1;0
comme;12;10;0;13;3;1;0
cette;9;20;6;12;8;1;0
lui;14;10;1;21;10;0;0
an;10;9;0;25;8;0;0
autres;9;12;1;7;2;0;0
aujourd_hui;4;10;1;14;1;0;0
leurs;4;14;4;21;5;1;0
bien;12;5;0;7;2;0;0
aussi;3;5;6;10;1;0;26
ces;20;9;1;14;4;1;0
très;6;8;1;27;1;0;0
depuis;11;15;2;16;1;0;0
durant;0;1;1;2;0;0;0
vous;1;3;0;19;1;14;0
e;1;5;3;10;0;11;0
où;8;15;3;10;3;0;0
deux;1;7;3;18;8;2;0
devoir;6;6;1;13;5;3;0
selon;28;5;0;3;1;0;0
plein;1;0;2;5;1;0;26
grâce;1;4;0;4;2;0;0
alors;5;6;2;8;7;1;0
lorsque;4;2;0;0;2;0;0
23;0;1;6;3;2;14;0
même;9;11;0;6;6;0;0
comment;2;7;3;15;2;0;0
non;5;6;0;3;3;1;0
22;0;2;4;3;0;9;0
vouloir;1;7;4;8;4;2;0
personne;9;3;1;6;7;2;0
notre;5;8;0;10;0;1;0
entre;4;7;4;5;4;0;0
elles;13;5;1;3;1;0;0
dont;4;6;1;10;4;0;0
00;0;1;6;4;0;5;0
si;10;9;0;4;2;0;0
croire;7;8;1;5;4;0;0
30;2;0;12;1;1;1;0
point;2;4;2;6;1;2;0
12;2;0;2;13;0;2;0
t;7;3;0;6;2;0;0
quelques;2;5;1;14;0;0;0
50;3;0;7;7;1;3;0
40;0;0;3;7;0;1;0
savoir;6;5;1;7;0;0;0
sans;4;6;2;8;1;0;0
pendant;2;5;0;10;3;0;0
05;0;1;7;3;1;6;0
million;6;2;1;4;0;0;0
11;1;1;5;4;1;3;0
07;0;1;10;0;2;2;0
toujours;3;7;0;7;2;0;0
quand;2;3;3;7;5;0;0
