bernard;0;5;0;7;0;12;0
avocat;0;0;1;6;0;15;0
affirmer;6;11;0;4;2;0;0
écrivain;0;2;3;6;1;11;0
françois;0;6;9;6;1;0;0
famille;0;2;0;16;3;0;0
extrait;0;0;7;9;0;1;0
entier;12;3;0;2;0;0;0
consacrer;0;2;0;19;0;0;0
équipe;1;5;9;3;1;0;0
volant;11;5;2;1;0;0;0
semaine;1;1;4;14;0;0;0
laisser;11;2;0;2;5;0;0
jeu;5;1;2;6;2;0;0
haut;0;1;2;2;2;14;0
fois;1;8;1;8;0;1;0
enquête;7;2;3;6;2;0;0
déclaration;0;1;10;0;0;2;0
anne;0;1;3;4;0;1;0
ami;1;3;1;3;4;0;0
visite;10;3;1;4;1;0;0
réalité;5;2;0;4;3;0;0
rester;4;5;0;3;2;0;0
professeur;1;7;1;10;0;0;0
pari;0;0;1;17;1;1;0
lci;0;0;8;1;0;11;0
jaune;0;1;0;1;0;19;0
information;1;5;5;5;0;0;0
gilet;0;1;0;1;0;19;0
ex;0;2;2;1;0;11;0
désert;6;1;0;3;0;0;0
animal;5;4;1;5;2;2;0
agir;2;14;0;2;2;0;0
perquisition;0;0;0;0;0;14;0
permettre;7;6;1;4;0;0;0
partie;6;1;1;10;0;0;0
maison;2;6;0;8;3;0;0
contact;12;3;0;2;1;0;0
bruno;0;1;2;1;0;15;0
état;1;0;2;2;0;0;0
vidéo;1;1;7;6;0;1;0
utiliser;6;2;1;8;1;0;0
système;0;10;0;2;0;0;0
spatial;7;5;0;1;0;0;0
réputation;0;0;5;2;0;0;0
possible;14;2;0;0;0;0;0
médecin;0;2;1;5;0;11;0
mystérieux;10;2;0;1;0;0;0
iran;2;0;2;2;0;0;0
giorgio;13;0;0;0;0;0;0
gens;0;5;0;4;1;6;0
expérience;0;9;0;5;4;0;0
décider;1;12;0;0;4;0;0
cours;1;7;1;7;2;0;0
commentaire;1;0;4;4;0;2;0
cacher;4;9;0;0;5;0;0
bfm;0;0;15;0;0;2;0
yves;0;3;1;13;0;0;0
tsoukalos;13;0;0;0;0;0;0
troisième;0;1;1;3;0;13;0
tomber;2;0;0;3;12;0;0
suite;2;3;0;3;0;8;0
sortir;0;2;0;10;1;0;0
seul;4;2;0;5;4;0;0
sentir;0;3;0;3;9;1;0
révéler;5;5;1;2;1;0;0
olivier;1;1;2;12;0;0;0
jacques;0;5;0;13;0;0;0
incroyable;14;2;0;2;0;0;0
gouvernement;5;7;2;1;0;0;0
étude;1;9;0;3;0;0;0
voix;0;1;2;8;1;0;0
valentin;0;0;0;2;1;0;0
université;2;3;0;4;1;0;0
présentation;0;0;4;8;0;1;0
lrem;0;0;0;0;0;17;0
frère;0;0;2;7;6;0;0
corps;0;5;0;5;4;0;0
commenter;0;5;3;8;0;0;0
candidat;0;0;11;3;0;0;0
album;0;0;0;14;0;0;0
école;1;1;2;4;0;0;0
val;0;1;0;0;0;15;0
technologie;12;3;0;0;0;0;0
sembler;4;6;1;0;3;0;0
secret;5;7;0;0;2;0;0
scientologie;0;1;1;9;0;0;0
père;0;1;0;9;3;0;0
proposer;1;0;1;12;0;0;0
persuader;2;4;2;2;6;0;0
mars;0;12;1;2;0;0;0
lune;7;2;0;2;0;0;0
lopez;0;0;2;0;0;14;0
info;0;0;11;2;0;3;0
exister;6;1;1;0;0;0;0
continuer;1;1;0;3;3;0;0
comportement;1;1;0;0;0;14;0
chercher;0;5;1;2;4;0;0
blanc;2;5;5;3;0;0;0
arriver;1;10;0;1;0;0;0
apparition;3;2;3;2;0;0;0
alliance;0;0;2;0;0;14;0
alexandre;0;0;1;0;0;15;0
époque;2;6;0;5;1;0;0
soucoupe;8;1;2;2;0;0;0
raid;0;0;0;0;0;15;0
pomart;0;0;0;0;0;15;0
oise;0;0;0;0;0;15;0
mort;0;4;0;6;3;0;0
millier;7;1;0;4;1;0;0
marier;0;6;2;7;0;0;0
lieu;1;6;0;2;2;0;0
lfi;0;0;2;0;0;13;0
laëtitia;0;0;0;0;0;15;0
joe;0;0;0;1;0;14;0
etats;2;3;0;4;0;0;0
déguiser;0;0;6;1;2;0;0
discussion;0;2;2;0;0;9;0
dewalle;0;0;0;0;0;15;0
créer;0;0;1;5;3;0;0
construire;8;1;4;0;0;0;0
commencer;2;10;0;2;0;1;0
chanson;0;0;0;14;0;0;0
bande;0;0;3;9;1;0;0
ville;9;1;1;1;1;0;0
vigier;0;0;0;0;0;14;0
vigi;0;0;0;0;0;14;0
travailler;0;4;1;5;1;0;0
théorie;9;2;0;1;0;0;0
syndicat;0;0;0;0;0;14;0
star;2;0;2;7;1;0;0
solère;0;0;0;0;0;14;0
seines;0;0;0;0;0;14;0
réaliser;2;1;0;8;3;0;0
rencontrer;7;1;0;3;1;0;0
quotidien;0;0;2;9;1;1;0
public;0;1;2;11;0;0;0
présidentiel;0;0;11;0;0;0;0
près_de;0;4;0;5;0;0;0
polémiste;0;0;2;0;0;11;0
plan;6;2;2;1;2;0;0
patron;0;0;1;0;1;11;0
part;2;6;0;3;1;0;0
nasa;1;3;1;0;2;0;0
moment;2;3;0;6;1;0;0
langlois;0;0;0;0;0;14;0
karim;0;0;0;0;1;13;0
jt;0;0;11;0;0;1;0
journal;0;0;10;1;1;0;0
italie;4;1;2;2;0;0;0
hugues;0;0;0;0;0;14;0
géant;5;4;0;0;1;0;0
groupe;1;2;0;3;3;0;0
gitan;0;0;0;0;0;14;0
emmanuel;0;1;10;0;0;1;0
dieu;10;0;0;0;0;0;0
brigitte;0;0;0;0;0;14;0
actuel;1;2;0;2;1;0;0
élection;0;0;7;1;0;0;0
âge;1;1;0;2;2;0;0
travers;1;5;0;7;0;0;0
suggérer;12;1;0;0;0;0;0
richard;0;1;2;7;0;0;0
recette;0;0;0;10;0;1;0
rappeler;0;6;1;3;3;0;0
propos;0;0;2;9;0;1;0
portrait;0;0;0;12;1;0;0
omar;0;0;4;2;0;0;0
nouvelle;0;7;0;4;2;0;0
média;0;1;4;5;0;0;0
long;6;1;0;6;0;0;0
jouer;1;3;0;7;1;0;0
humoriste;0;0;0;5;0;0;0
heure;0;1;11;1;0;0;0
explorer;7;4;0;0;0;0;0
envoyer;6;5;1;1;0;0;0
entrer;1;4;2;2;0;0;0
delage;0;0;0;0;0;13;0
csa;0;0;0;1;0;11;0
corbière;0;0;0;0;0;13;0
coeur;1;1;1;7;0;0;0
christine;0;0;1;0;0;12;0
chanteur;0;0;0;9;0;0;0
antique;10;1;0;0;0;0;0
alexis;0;0;0;0;0;13;0
alain;0;4;0;8;0;0;0
affrontement;0;0;0;0;0;13;0
évolution;3;0;0;3;0;0;0
écrire;0;5;0;7;0;0;0
véritable;6;0;0;2;4;0;0
visage;1;7;0;2;0;0;0
vincent;1;1;1;0;1;6;0
urgentiste;0;0;1;0;0;11;0
toulouse;0;3;0;2;0;0;0
théâtre;0;2;0;9;0;0;0
science;0;4;0;2;0;1;0
répondre;3;2;1;5;0;0;0
revel;0;0;0;0;0;12;0
pyramide;4;1;0;0;0;0;0
philippe;1;0;2;6;0;1;0
naulleau;0;0;0;0;0;12;0
mois;0;0;3;7;0;0;0
mauvais;2;2;0;1;0;0;0
matin;0;2;3;7;0;0;0
magazine;0;2;3;6;1;0;0
légende;9;3;0;0;0;0;0
ligne;3;5;0;1;1;0;0
laure;0;8;1;1;1;0;0
laporte;0;0;0;0;0;12;0
kelly;0;0;0;0;0;12;0
jimmy;0;0;0;1;0;11;0
internet;0;0;1;6;3;0;0
héros;1;1;1;1;4;0;0
he;0;0;5;6;1;0;0
guerre;5;4;0;1;0;0;0
explication;1;7;0;2;0;0;0
décrire;2;4;0;6;0;0;0
débarquer;1;1;0;1;1;0;0
dossier;0;3;3;4;0;1;0
différent;3;1;1;4;2;1;0
damien;0;0;0;11;1;0;0
courant;0;0;0;10;0;0;0
conseil;0;2;3;4;2;0;0
comédien;0;0;1;8;0;0;0
chef;3;1;1;5;1;0;0
bord;2;2;0;1;0;0;0
beau;0;0;0;9;2;0;0
auproux;0;0;0;0;0;12;0
archive;0;2;1;7;0;0;0
agathe;0;0;0;0;0;12;0
élément;6;3;0;1;0;0;0
zone;0;5;0;2;0;0;0
victime;1;1;1;4;4;0;0
travail;0;6;2;1;0;1;0
transformer;0;4;2;3;1;0;0
the;1;0;1;3;0;0;0
structure;7;0;0;0;1;0;0
siècle;7;0;0;2;0;0;0
servir;3;6;0;0;0;0;0
salvatore;0;0;0;9;0;0;0
rugby;0;0;0;0;0;11;0
rick;0;0;0;0;7;0;0
représentant;2;0;0;1;0;0;0
poser;5;0;0;3;2;0;0
observation;2;1;0;0;0;0;0
nuit;1;4;1;0;5;0;0
notamment;2;0;3;6;0;0;0
mythe;0;8;0;0;0;0;0
mystère;1;5;0;1;0;0;0
mot;4;0;1;6;0;0;0
mohammed;0;0;0;0;0;11;0
mener;0;4;0;3;3;0;0
meilleur;1;0;1;2;0;6;0
marine;2;0;6;1;0;0;0
main;2;1;1;2;3;0;0
leçon;0;0;0;2;1;0;0
justice;0;1;2;3;1;3;0
important;5;3;0;2;0;0;0
hapsatou;0;0;0;0;0;11;0
handicapé;0;0;0;8;0;0;0
garçon;3;1;0;5;2;0;0
gagner;0;0;2;5;0;0;0
fédération;0;0;0;0;0;11;0
force;6;2;0;1;0;1;0
fils;0;0;0;3;4;0;0
fantôme;1;7;0;1;0;0;0
face;1;1;0;2;6;0;0
extra_terrestre;0;9;0;1;0;0;0
expert;1;2;0;8;0;0;0
ex_membre;0;0;0;0;0;11;0
entrepreneur;0;0;0;0;0;11;0
effet;2;4;0;0;2;0;0
convaincre;0;0;0;4;6;0;0
cnrs;0;10;0;0;0;0;0
chose;2;8;0;0;0;0;0
chine;7;0;0;3;0;0;0
carrière;0;0;0;9;0;0;0
boucher;0;0;1;1;0;7;0
base;6;2;0;1;0;0;0
avenir;2;4;0;1;0;0;0
association;0;5;0;6;0;0;0
apporter;8;1;1;1;0;0;0
annonce;1;0;7;3;0;0;0
aimer;1;0;1;7;0;0;0
également;1;1;1;4;2;1;0
xavier;1;3;3;1;0;0;0
vilain;1;0;0;0;8;0;0
vendre;0;0;0;5;5;0;0
trace;1;4;0;4;1;0;0
tourner;0;2;0;6;0;0;0
tirailleur;0;0;4;1;0;0;0
suivre;3;1;0;2;1;1;0
sud;2;0;2;5;0;0;0
substance;2;0;0;0;1;0;0
sport;0;0;6;3;0;0;0
secte;0;0;0;10;0;0;0
réseau;1;0;3;3;0;0;0
récit;6;3;0;0;0;0;0
rouge;1;2;0;7;0;0;0
revue;0;1;6;2;0;0;0
rapport;1;4;2;1;0;0;0
préparer;2;2;0;3;3;0;0
porter;0;1;1;7;0;1;0
nucléaire;4;0;2;2;0;1;0
nombre;2;4;1;1;0;0;0
nom;0;5;0;2;2;0;0
mère;0;1;0;6;2;0;0
moyen;0;4;0;1;0;0;0
message;2;5;0;2;1;0;0
loi;0;0;6;0;0;3;0
jerry;0;1;0;1;5;0;0
galley;0;2;0;8;0;0;0
fou;2;1;1;2;2;0;0
façon;2;0;5;1;0;0;0
enlever;0;1;2;1;5;0;0
diffuser;0;1;1;8;0;0;0
davant;0;1;0;8;0;0;0
clair;0;0;2;6;2;0;0
christian;1;0;2;6;0;0;0
chien;0;1;0;1;3;0;0
chercheur;0;4;0;1;0;0;0
chaîne;1;0;6;1;0;0;0
capable;3;3;0;2;2;0;0
bout;0;3;0;1;0;0;0
boucherie;0;0;1;0;0;7;0
astrophysicien;0;5;0;1;0;0;0
appeler;1;2;4;1;1;0;0
aider;1;0;0;3;2;0;0
agnès;0;0;0;4;0;0;0
étranger;1;1;4;1;1;0;0
église;0;4;0;4;0;0;0
zemmour;0;0;8;0;0;0;0
virtuel;0;0;0;2;2;0;0
village;1;6;1;1;0;0;0
trompesauce;0;0;0;0;0;9;0
thème;1;0;1;6;0;0;0
spectacle;0;0;1;7;0;0;0
signe;2;3;0;2;1;0;0
says;0;0;0;6;0;0;0
république;0;0;3;0;0;0;0
roswell;5;2;0;1;0;0;0
relation;1;3;0;4;0;0;0
puissant;6;0;2;0;1;0;0
prouver;4;2;0;1;1;0;0
procès;1;0;0;6;0;0;0
plaindre;0;0;0;6;0;1;0
place;2;3;0;1;0;0;0
pilote;0;6;0;0;1;0;0
perdre;2;1;0;4;1;0;0
pays;3;1;2;0;0;0;0
participer;4;1;0;3;0;0;0
musical;0;0;0;7;0;0;0
monter;1;0;0;8;0;0;0
militaire;6;3;0;0;0;0;0
martin;0;0;1;8;0;0;0
manifestation;0;1;0;6;0;2;0
mai;0;0;5;4;0;0;0
machine;1;3;1;4;0;0;0
laurent;0;1;0;8;0;0;0
jacky;0;0;0;0;0;9;0
intérieur;0;1;1;3;0;3;0
intéresser;0;2;1;5;1;0;0
intervention;4;5;0;0;0;0;0
international;2;0;6;0;0;0;0
intelligent;7;0;0;1;0;0;0
illustrer;0;0;0;8;0;0;0
garder;1;2;1;1;4;0;0
fait;0;4;2;3;0;0;0
existence;2;2;0;1;3;0;0
entraîneur;0;0;0;0;0;9;0
entourer;0;0;0;8;0;0;0
elisabeth;0;2;1;4;0;0;0
droite;0;0;5;0;0;0;0
disparaître;0;7;0;0;2;0;0
dessin;3;1;0;2;2;0;0
demander;2;4;0;2;0;0;0
curieux;0;3;0;5;0;0;0
compilation;0;0;9;0;0;0;0
communauté;1;1;0;0;0;5;0
cercle;0;1;0;5;0;0;0
centre;1;3;1;1;1;0;0
centrale;4;1;0;3;0;0;0
canard;1;0;0;0;7;0;0
cadre;1;0;4;4;0;0;0
bertrand;0;0;1;3;0;0;0
attaque;1;3;0;3;1;0;0
appel;0;0;2;3;0;3;0
apparaître;0;5;0;3;0;0;0
analyse;1;3;2;3;0;0;0
aide;3;2;0;1;3;0;0
accompagner;0;1;0;6;1;0;0
événement;4;1;1;2;0;0;0
étoile;1;5;0;1;0;0;0
énergie;6;0;0;1;0;0;0
yann;0;0;3;3;0;0;0
vrai;2;2;0;4;0;0;0
vol;0;5;0;1;1;0;0
user;0;0;0;8;0;0;0
témoigner;0;0;0;8;0;0;0
télévision;0;0;4;4;0;0;0
tuer;1;2;0;0;4;0;0
transmettre;2;3;0;2;0;0;0
thevenot;0;1;0;7;0;0;0
technique;1;2;0;3;0;0;0
séquence;0;0;0;6;0;0;0
surveillance;1;0;0;5;0;0;0
stylo;0;0;0;3;0;0;0
soirée;0;1;3;0;3;0;0
réponse;0;0;4;2;0;0;0
romain;0;0;1;0;0;6;0
robert;0;2;4;1;0;0;0
publier;1;3;0;4;0;0;0
présence;3;3;0;0;2;0;0
problème;0;2;0;4;1;1;0
physique;0;1;0;6;1;0;0
peuple;5;1;0;1;0;0;0
personnalité;0;2;1;3;1;1;0
partager;4;1;1;2;0;0;0
oeil;1;4;2;1;0;0;0
nicolas;0;0;1;5;0;0;0
mouvement;0;0;4;2;1;0;0
mission;3;1;0;0;4;0;0
michael;0;0;0;3;0;0;0
mannequin;1;1;0;6;0;0;0
lisa;0;2;0;3;3;0;0
lancer;1;1;1;3;1;1;0
isabelle;0;1;2;5;0;0;0
invasion;0;1;0;0;6;0;0
génération;1;0;0;7;0;0;0
filmer;1;0;0;7;0;0;0
festival;0;0;0;5;0;0;0
essayer;0;0;3;4;0;0;0
endroit;3;1;0;0;3;0;0
désormais;0;0;0;4;1;0;0
début;1;1;0;6;0;0;0
duplex;0;0;0;8;0;0;0
docteur;0;0;0;2;4;0;0
didier;0;1;0;6;0;1;0
connaissance;6;0;0;0;2;0;0
confiance;0;0;0;3;4;0;0
concours;0;1;1;6;0;0;0
compagnie;0;0;0;8;0;0;0
collectif;0;0;0;1;1;6;0
civilisation;4;1;0;0;0;0;0
choisir;0;0;0;7;0;1;0
chiffre;2;1;0;2;1;0;0
changer;3;1;0;0;2;0;0
cerveau;4;2;0;0;1;0;0
bientôt;1;1;0;1;0;0;0
avion;1;0;2;1;2;0;0
artiste;1;2;0;3;2;0;0
armée;3;3;0;1;0;0;0
apprendre;0;2;1;4;1;0;0
amour;0;1;0;6;1;0;0
air;3;2;0;3;0;0;0
agent;0;0;0;0;5;0;0
agence;1;3;0;1;1;0;0
adepte;0;0;0;6;0;0;0
actu;0;0;1;7;0;0;0
abolition;0;0;0;0;0;6;0
écriture;0;1;0;4;0;0;0
écraser;4;3;0;0;0;0;0
zeribi;0;0;0;0;0;7;0
vérité;0;5;0;1;1;0;0
voiture;0;5;0;0;0;0;0
visiter;6;1;0;0;0;0;0
téléspectateur;1;1;0;4;0;1;0
tube;0;0;1;6;0;0;0
troublant;1;6;0;0;0;0;0
train;0;2;1;0;3;0;0
texte;4;0;0;3;0;0;0
style;0;0;0;5;0;0;0
société;2;1;1;3;0;0;0
situer;1;0;0;4;0;0;0
situation;0;0;0;1;4;0;0
science_fiction;0;3;2;1;1;0;0
salle;0;0;0;6;0;0;0
réussir;0;1;0;3;2;0;0
rubrique;0;0;0;7;0;0;0
robbie;0;4;0;0;0;0;0
représenter;7;0;0;0;0;0;0
reprise;0;1;0;4;2;0;0
rentrer;2;0;1;3;1;0;0
refuser;0;5;0;1;1;0;0
rapporter;1;1;0;2;2;0;0
raison;2;1;1;0;3;0;0
prétendre;5;0;0;0;1;0;0
peur;1;1;0;0;3;2;0
personnage;0;1;0;3;1;0;0
particulier;1;0;0;6;0;0;0
parisien;0;0;1;3;2;0;0
paraître;1;1;0;4;0;0;0
ordre;0;2;0;1;0;1;0
off;0;4;0;3;0;0;0
oeuf;0;3;0;2;0;0;0
occasion;2;1;0;4;0;0;0
observer;1;5;0;1;0;0;0
nommer;3;1;0;2;0;0;0
new;1;0;4;0;0;0;0
musée;1;1;0;1;0;0;0
militant;0;1;0;3;0;0;0
maudit;1;5;0;0;1;0;0
lr;0;0;5;0;0;0;0
liste;0;4;0;3;0;0;0
laurence;0;0;1;4;1;0;0
journée;1;0;0;4;1;0;0
janvier;0;0;3;3;0;0;0
jane;0;0;0;1;6;0;0
jamy;0;0;0;7;0;0;0
iranien;0;0;3;1;0;0;0
inspirer;4;0;0;3;0;0;0
gérard;1;1;1;3;0;0;0
guy;0;0;0;6;0;0;0
gourmaud;0;0;0;7;0;0;0
glace;3;1;0;1;0;0;0
exercice;0;0;0;6;0;0;0
eugène;0;1;0;0;0;5;0
enlèvement;1;0;1;5;0;0;0
emmener;2;0;3;0;1;0;0
elie;0;0;6;0;0;0;0
défense;0;4;0;0;1;0;0
don;3;1;1;1;0;0;0
domaine;4;0;1;0;0;0;0
disparition;1;1;0;0;5;0;0
cuisine;1;0;1;5;0;0;0
crise;0;0;4;3;0;0;0
contacter;0;4;0;1;2;0;0
compte;0;3;1;1;0;1;0
collège;0;0;5;0;0;0;0
civil;1;1;1;3;0;0;0
cinéma;0;0;0;7;0;0;0
cicatrice;0;4;0;0;0;0;0
christelle;0;0;0;7;0;0;0
chambre;1;0;0;3;1;0;0
carburant;4;0;0;0;2;1;0
canne;0;0;0;6;0;0;0
bourret;0;0;2;5;0;0;0
bien_être;0;0;1;4;0;1;0
ballestrero;0;0;0;7;0;0;0
aubry;0;0;0;0;1;6;0
atterrir;1;0;0;0;3;0;0
atelier;1;2;0;4;0;0;0
artificiel;2;1;0;2;0;0;0
arrêter;1;2;0;1;1;0;0
argent;0;2;0;4;0;0;0
apparence;0;1;0;0;6;0;0
apercevoir;1;4;1;1;0;0;0
andré;0;6;0;1;0;0;0
adamo;0;0;0;7;0;0;0
accueillir;1;0;2;3;1;0;0
accepter;0;2;0;2;1;0;0
éviter;0;1;0;1;3;0;0
élève;0;0;0;5;0;0;0
zerbi;0;0;0;0;0;6;0
zeitoun;0;0;0;6;0;0;0
végan;0;0;0;0;0;6;0
vraiment;0;1;1;4;0;0;0
vieux;0;0;1;0;5;0;0
ven;0;0;0;6;0;0;0
valérie;0;0;2;3;0;0;0
traiter;0;1;3;0;1;0;0
tradition;6;0;0;0;0;0;0
tour;3;1;1;0;0;0;0
top;1;1;0;4;0;0;0
thouanel;0;4;0;2;0;0;0
tester;1;0;1;4;0;0;0
tenir;0;1;1;1;2;0;0
surprise;0;2;0;0;3;0;0
succès;1;0;2;3;0;0;0
stéphane;0;0;0;5;0;0;0
spirou;0;0;0;1;4;0;0
solaire;0;4;0;0;0;0;0
soeur;0;1;2;3;0;0;0
show;0;0;0;6;0;0;0
semoun;0;0;5;0;0;0;0
savant;5;0;0;0;1;0;0
satellite;3;2;0;0;0;0;0
sang;1;0;0;4;0;0;0
saint;0;0;2;3;0;0;0
région;1;0;0;5;0;0;0
réel;1;2;0;0;3;0;0
réalisateur;0;1;0;5;0;0;0
réagir;0;2;0;1;1;0;0
roi;2;1;1;0;2;0;0
responsable;0;0;4;1;1;0;0
remplacer;1;0;1;0;3;0;0
remonter;2;2;0;2;0;0;0
recueillir;3;2;0;0;1;0;0
présent;5;0;1;0;0;0;0
projet;0;2;2;0;1;0;0
produire;3;0;1;0;0;0;0
pratiquer;0;1;0;1;1;0;0
populaire;1;0;0;3;1;0;0
plume;0;0;0;3;0;0;0
pen;0;0;5;0;0;0;0
parcours;0;0;0;3;0;0;0
ouvrier;0;0;0;0;0;6;0
nde;0;4;0;0;2;0;0
médium;0;2;0;4;0;0;0
musique;0;1;0;4;0;0;0
morty;0;0;0;0;4;0;0
monstre;0;3;0;0;1;0;0
mondial;2;0;0;4;0;0;0
modifier;2;4;0;0;0;0;0
ministère;0;4;0;1;0;0;0
milieu;0;0;0;2;4;0;0
menace;3;0;0;0;3;0;0
mathématique;1;1;0;3;0;0;0
lumière;0;4;0;1;0;0;0
louis;0;0;3;3;0;0;0
leboeuf;0;0;0;0;0;6;0
julia;0;1;1;1;3;0;0
installer;1;0;1;4;0;0;0
inexplicable;2;3;0;0;0;0;0
indiquer;4;1;0;0;0;0;0
inde;2;1;0;3;0;0;0
imaginer;3;1;0;2;0;0;0
illustré;0;0;0;6;0;0;0
hypothèse;0;5;0;0;0;0;0
homosexuel;0;0;0;6;0;0;0
habitant;1;1;2;0;1;0;0
h;1;1;0;3;1;0;0
futur;4;2;0;0;0;0;0
fred;1;0;1;2;0;0;0
fr;0;0;1;2;0;3;0
fondateur;0;0;1;2;0;0;0
fameux;0;2;0;4;0;0;0
exposer;0;2;0;3;0;0;0
euro;0;0;0;5;1;0;0
espèce;3;0;0;0;3;0;0
