"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,0688443003247335;61,6025394496989;61,6025394496989
"facteur 2";0,0145050841774142;12,9792882787036;74,5818277284025
"facteur 3";0,0113130718198952;10,123045042147;84,7048727705495
"facteur 4";0,00677089755312016;6,0586639948188;90,7635367653683
"facteur 5";0,0025189654176911;2,25399438709953;93,0175311524679
"facteur 6";0,0022631120274893;2,02505432250593;95,0425854749738
"facteur 7";0,00170614698662049;1,52667666828642;96,5692621432602
"facteur 8";0,00112706014868764;1,00850421813017;97,5777663613904
"facteur 9";0,000804762214890863;0,720108939398004;98,2978753007884
"facteur 10";0,000712831034735219;0,637848038706406;98,9357233394948
"facteur 11";0,000520050007017797;0,465345728288568;99,4010690677834
"facteur 12";0,000357718838803818;0,320090243859966;99,7211593116433
"facteur 13";0,00025037973128588;0,224042182158719;99,945201493802
"facteur 14";6,12404107320883e-05;0,0547985061979616;100
