"";"X.chaine_6ter";"X.chaine_ARTE";"X.chaine_C8";"X.chaine_Canal";"X.chaine_France2";"X.chaine_France3";"X.chaine_France4";"X.chaine_France5";"X.chaine_Gulli";"X.chaine_M6";"X.chaine_NRJ12";"X.chaine_Numéro23";"X.chaine_RMCDécouverteHD24";"X.chaine_RMCStory";"X.chaine_TF1"
"scientifique";0;0;0;3,82;5,92;3,98;0,39;5,14;0;0;0;27,03;17,14;5,96;5,63
"aller";0;0;0,64;7,65;4,84;2,65;0,77;2,57;13,25;16,81;3,27;27,03;0;0;3,38
"servir";0;0;0;0;1,61;1,33;0,39;0;0;0;0;0;5,71;3,72;0
"théoricien";0;0;0;0;0;0;0;0;0;0;0;0;34,29;16,38;0
"livre";0;17,12;0,64;21,03;3,77;5,31;0;0;0;0;0;0;0;2,23;1,13
"revel";0;0;7,66;0;0;0;0;0;0;0;0;0;0;0;0
"super";0;0;0;3,82;0,54;0;21,28;10,28;0;0;0;0;0;0;0
"magazine";0;0;0,64;1,91;3,23;0;0;7,71;0;0;0;0;0;0;0
"lieu";45,45;0;0;0;1,61;2,65;0;0;19,87;4,2;0;0;0;0,74;4,5
"batman";0;0;0;0;0;0;18,96;0;0;0;0;0;0;0;1,13
"mystérieux";0;0;0;0;1,08;2,65;0;0;0;0;1,64;0;11,43;8,19;1,13
"petit";0;0;0;1,91;10,76;18,57;60,37;20,57;0;16,81;0;0;0;0;14,64
"décider";0;0;0;0;1,61;1,33;0;0;13,25;12,61;4,91;0;0;0;5,63
"handicapé";0;0;0;0;5,92;0;0;0;0;0;0;0;0;0;0
"corbière";0;0;8,3;0;0;0;0;0;0;0;0;0;0;0;0
"dieu";0;0;0;0;0;0;0;0;0;0;0;0;11,43;7,45;2,25
"mazaurette";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"laure";0;0;0;0;0,54;0;0;0;0;0;0;0;0;0;12,39
"ville";0;3,42;0;0;1,08;2,65;0,39;2,57;6,62;4,2;1,64;0;0;1,49;1,13
"etats";0;3,42;0;1,91;1,08;1,33;0;0;19,87;0;0;0;5,71;1,49;2,25
"père";0;0;0;0;2,69;2,65;0;5,14;0;0;4,91;0;0;0;4,5
"margot";0;0;0;21,03;0;0;0;0;0;0;0;0;0;0;0
"équipe";0;0;0,64;0;1,08;3,98;0;2,57;6,62;4,2;3,27;0;0;0,74;3,38
"clair";90,91;0;0;1,91;0,54;5,31;0;0;0;0;0;0;0;0;2,25
"spécialiste";0;44,52;0;0;4,31;0;0;2,57;0;4,2;0;0;11,43;0;2,25
"police";0;0;18,51;0;1,61;0;0;0;0;0;0;0;0;0;1,13
"main";0;3,42;0;0;0,54;7,96;0;0;0;0;0;0;0;0;2,25
"ancien";0;3,42;22,34;0;3,77;3,98;8,9;7,71;0;4,2;0;54,05;40;45,42;6,76
"agir";0;0;0;0;0,54;5,31;1,16;2,57;0;4,2;0;0;5,71;2,98;3,38
"ministre";0;0;4,47;0;1,08;0;0;2,57;0;0;0;0;0;1,49;0
"chanson";0;0;0;0;3,77;3,98;0;0;0;12,61;0;0;0;0;1,13
"trace";0;13,7;0;0;1,08;1,33;0;0;0;0;0;0;0;1,49;1,13
"extraire";0;0;3,83;7,65;3,77;1,33;0;30,85;0;16,81;0;0;0;0;29,28
"aventure";0;0;0;0;2,15;0;39,86;0;0;0;0;0;0;0;0
"nouveau";0;10,27;1,28;9,56;6,46;5,31;0,39;10,28;19,87;12,61;68,74;0;5,71;8,19;2,25
"débarquer";0;0;0;0;0,54;7,96;0,39;0;0;4,2;0;0;0;0;2,25
"parent";0;0;0;5,74;8,61;2,65;10,06;2,57;0;4,2;0;0;0;0;1,13
"jt";0;0;4,47;0;0;0;0;15,42;0;0;0;0;0;0;1,13
"lopez";0;0;8,93;0;0;0;0;5,14;0;0;0;0;0;0;0
"rugby";0;0;7,02;0;0;0;0;0;0;0;0;0;0;0;0
"côté";0;3,42;0,64;0;1,61;6,63;10,06;0;6,62;4,2;0;0;0;1,49;5,63
"capable";0;0;0;0;0;3,98;0,77;0;0;0;0;0;0;3,72;0
"mars";0;0;0,64;0;4,31;0;0,39;2,57;0;0;0;0;5,71;0;2,25
"delage";0;0;8,3;0;0;0;0;0;0;0;0;0;0;0;0
"starfire";0;0;0;0;0;0;10,06;0;0;0;0;0;0;0;0
"new_yorkais";0;0;0;1,91;0;0;0;0;0;0;68,74;0;0;0;0
"davant";0;0;0;0;5,38;0;0;0;0;0;0;0;0;0;0
"mot";0;0;0;0;1,08;3,98;0;7,71;0;8,4;0;0;0;0,74;0
"christine";0;0;7,66;0;0,54;0;0;0;0;0;0;0;0;0;0
"titan";0;0;0;0;0;0;20,12;0;0;0;0;0;0;0;0
"rappeler";0;0;0,64;0;3,23;0;0,39;0;0;4,2;1,64;0;0;0,74;2,25
"ex_membre";0;0;7,02;0;0;0;0;0;0;0;0;0;0;0;0
"fils";0;0;0;0;0,54;0;0;2,57;0;8,4;4,91;0;0;0;3,38
"citation";0;3,42;16,59;1,91;0;0;0;0;0;0;0;0;0;0;0
"film";0;0;0;3,82;11,3;9,28;0;0;0;12,61;0;0;0;0,74;12,39
"important";0;0;0;0;2,15;0;0;2,57;0;0;0;0;0;3,72;1,13
"revenir";0;0;0,64;5,74;2,69;3,98;0;0;0;4,2;0;0;0;7,45;4,5
"révéler";0;0;0,64;0;0,54;5,31;0;0;0;0;0;13,51;0;7,45;1,13
"public";0;3,42;0;0;4,31;1,33;0;2,57;0;0;0;0;0;0,74;2,25
"agathe";0;0;7,66;0;0;0;0;0;0;0;0;0;0;0;0
"récit";0;0;0;1,91;0,54;0;0;0;0;0;0;0;5,71;4,47;1,13
"csa";0;0;7,66;0;0;0;0;0;0;0;0;0;0;0;0
"rapport";0;0;0;0;0,54;0;0;0;0;0;0;0;0;2,98;2,25
"etienne";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"association";0;0;0;0;3,77;1,33;0;5,14;0;0;0;0;0;0;1,13
"porte";0;3,42;9,57;0;1,08;0;0;2,57;0;0;0;0;0;1,49;1,13
"président";0;3,42;7,66;0;2,15;0;0;5,14;0;0;0;0;0;0,74;1,13
"troisième";0;0;9,57;1,91;0;1,33;0;0;0;0;0;0;0;0;1,13
"cirque";0;0;0,64;0;1,08;0;10,06;0;0;0;0;0;0;0;0
"travail";0;0;1,28;0;2,15;2,65;0;0;0;0;0;0;0;0;2,25
"pari";0;3,42;0,64;1,91;6,46;0;0;0;0;0;0;0;0;0;1,13
"part";0;3,42;0,64;0;1,61;5,31;0;2,57;0;4,2;0;13,51;0;0;1,13
"dossier";0;0;1,28;3,82;2,15;0;0;0;0;0;0;0;0;1,49;2,25
"gasnier";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"recevoir";0;0;0,64;0;4,84;6,63;0;17,99;0;0;0;0;5,71;1,49;2,25
"témoignage";0;0;1,28;3,82;6,46;0;0;5,14;0;0;0;0;0;0;7,88
"expert";0;0;0;1,91;4,31;0;0;0;0;0;0;0;0;0,74;1,13
"secret";0;0;0;1,91;1,08;1,33;0;0;0;4,2;0;13,51;11,43;4,47;2,25
"mener";0;0;0;0;2,15;0;0,39;0;0;0;0;0;0;2,23;3,38
"moment";0;0;0,64;0;2,15;2,65;0;5,14;0;0;0;0;5,71;0;1,13
"travers";0;0;0;3,82;0,54;1,33;0,39;2,57;13,25;0;0;0;0;0,74;2,25
"salvatore";0;0;0;0;0,54;13,26;0;0;0;0;0;0;0;0;0
"jimmy";0;0;7,02;0;0;0;0;0;0;0;0;0;0;0;1,13
"dewalle";0;0;9,57;0;0;0;0;0;0;0;0;0;0;0;0
"avenir";0;0;0;7,65;2,15;0;0;0;0;0;0;0;0;2,23;0
"conseil";45,45;0;0;1,91;1,61;0;0;7,71;0;0;0;0;0;0;2,25
"travailler";0;6,85;0;0;2,69;1,33;0;0;0;0;0;0;0;0;2,25
"lointain";0;0;0;0;0;0;10,06;0;0;0;0;0;0;5,96;2,25
"invité";0;20,55;5,74;19,12;4,31;0;0;12,85;0;0;0;0;0;0;1,13
"objet";0;0;0;0;2,15;11,94;0;0;6,62;4,2;0;0;0;6,7;1,13
"terrien";0;0;0;0;0;1,33;10,06;5,14;0;0;0;0;0;0;3,38
"laurie";0;0;0;19,12;0;0;0;0;0;0;0;0;0;0;0
"chien";0;0;0;0;0,54;9,28;0;0;0;4,2;0;0;0;0;0
"extrait";0;0;0,64;0;2,69;1,33;0;0;0;0;0;0;0;0;4,5
"identifier";0;0;0;9,56;0,54;1,33;0;0;0;12,61;0;0;0;8,19;3,38
"lfi";0;0;8,3;0;0;0;0;0;0;0;0;0;0;0;0
"expliquer";0;0;0;0;8,07;13,26;0,39;2,57;0;0;0;0;0;0,74;4,5
"réseau";0;0;0;9,56;0,54;0;0;2,57;0;0;0;0;0;0,74;0
"écrire";0;0;0;1,91;2,15;3,98;0;0;0;4,2;0;0;0;0;3,38
"auproux";0;0;7,66;0;0;0;0;0;0;0;0;0;0;0;0
"seines";0;0;8,93;0;0;0;0;0;0;0;0;0;0;0;0
"mélenchon";0;3,42;14,68;0;0;0;0;0;0;0;0;0;0;0;0
"bernard";0;0;7,66;0;5,38;1,33;0;0;0;0;0;0;0;0;1,13
"beau";0;0;0;0;3,23;3,98;0;0;0;4,2;0;0;0;0;1,13
"sembler";90,91;0;0;0;0,54;1,33;0;0;0;8,4;0;0;5,71;2,98;4,5
"cacher";0;0;0;0;1,08;1,33;0;2,57;0;8,4;0;0;11,43;2,98;7,88
"fatou";0;0;0;0;0;0;29,8;0;0;0;0;0;0;0;0
"annonce";0;0;0;0;0,54;2,65;0;2,57;0;0;0;0;0;0;4,5
"agnès";0;20,55;0;1,91;0,54;2,65;0;0;0;0;0;0;0;0;0
"moyen";0;17,12;0;0;2,69;0;0;0;0;0;0;0;0;0;0
"raven";0;0;0;0;0;0;10,06;0;0;0;0;0;0;0;0
"provoquer";0;3,42;0;0;1,08;1,33;29,8;0;6,62;0;0;0;0;0;1,13
"système";0;0;0;3,82;2,69;0;0;0;0;0;0;0;0;8,19;0
"adolescent";0;0;0;0;0,54;0;8,9;0;0;0;0;0;0;0;0
"oise";0;0;9,57;0;0;0;0;0;0;0;0;0;0;0;0
"membre";0;0;17,87;0;0,54;0;0;7,71;0;0;1,64;0;0;0;0
"parole";0;0;9,57;0;0,54;0;0;2,57;0;0;0;0;0;0;1,13
"philippe";0;0;1,28;0;3,77;1,33;0;2,57;0;0;0;0;0;0;0
"mois";0;3,42;0;0;2,69;0;0;7,71;0;0;0;0;0;0;2,25
"naître";0;0;0;3,82;2,69;0;10,06;2,57;0;0;0;0;0;0;0
"enquête";0;10,27;0;3,82;1,08;0;0;12,85;0;0;0;0;0;2,98;3,38
"nouvelle";0;0;0,64;0;2,15;0;1,16;0;0;4,2;0;0;0;0,74;2,25
"mettre";45,45;0;0;1,91;3,77;5,31;0;7,71;13,25;4,2;0;0;0;2,23;2,25
"jeune";0;3,42;0;3,82;8,07;9,28;9,29;2,57;6,62;12,61;0;0;0;0;3,38
"construire";0;0;0;5,74;0,54;1,33;0;0;6,62;0;0;0;0;6,7;0
"émission";0;6,85;0;5,74;5,38;5,31;0;5,14;0;8,4;0;0;0;0,74;11,26
"coeur";0;0;0;0;1,61;0;0,39;2,57;19,87;4,2;0;0;0;0;1,13
"claude";0;0;8,3;3,82;2,69;6,63;0,39;2,57;0;0;0;0;0;0;4,5
"présidentiel";0;10,27;0,64;0;0;0;0;5,14;0;0;0;0;0;0;0
"âge";0;0;0;0;0,54;0;0;2,57;0;4,2;0;0;0;5,21;2,25
"candidat";0;10,27;0;0;0;5,31;0;2,57;0;0;0;0;0;0;0
"proposer";0;0;0;0;5,92;2,65;0,39;0;0;0;0;0;0;0;0
"manquer";0;0;0;1,91;2,15;0;10,06;0;0;0;0;0;0;0;0
"bande";0;0;0,64;0;4,84;3,98;0;0;0;0;0;0;0;0;1,13
"humanité";0;0;0;0;0;1,33;0;5,14;0;0;0;27,03;11,43;12,66;0
"gouvernement";0;0;0,64;0;0;0;0;0;0;0;1,64;0;17,14;6,7;0
"antique";0;0;0;0;0;0;0;0;0;0;0;0;11,43;8,19;0
"entrepreneur";0;0;7,02;0;0;0;0;0;0;0;0;0;0;0;0
"exister";0;0;0,64;1,91;1,08;0;0;0;0;8,4;0;0;0;4,47;1,13
"hugues";0;0;8,93;0;0;0;0;0;0;0;0;0;0;0;0
"peret";0;0;0;19,12;0;0;0;0;0;0;0;0;0;0;0
"actuel";0;3,42;0;3,82;0,54;0;0;2,57;0;0;0;0;0;5,96;0
"retour";0;3,42;2,55;3,82;1,08;1,33;0;15,42;0;0;1,64;0;0;0;1,13
"valentin";0;0;0;0;0,54;0;0;5,14;0;0;0;0;0;0;0
"cnews";0;0;10,21;0;0;0;0;0;0;0;0;0;0;0;0
"élément";0;0;0;1,91;2,15;0;0;2,57;0;0;0;0;0;2,23;0
"groupe";0;0;0;7,65;2,15;1,33;0;0;6,62;0;0;0;0;0,74;1,13
"entier";0;0;0;0;0,54;1,33;0;0;19,87;0;0;0;22,86;10,42;0
"humour";0;3,42;1,28;0;1,61;0;20,12;0;0;4,2;0;0;0;0;0
"langlois";0;0;8,93;0;0;0;0;0;0;0;0;0;0;0;0
"frédéric";0;34,25;0;0;2,69;10,61;0;0;0;0;0;0;0;0;2,25
"boucher";0;0;6,38;0;0;1,33;0;0;0;0;0;0;0;0;0
"courir";0;0;0;0;5,38;1,33;10,06;0;0;0;0;0;0;0;0
"haut";0;0;8,93;0;0,54;2,65;0;5,14;0;0;0;0;0;0;0
"antoine";0;0;0;0;0;2,65;0;0;0;0;0;0;0;0;0
"nombreux";0;0;1,28;0;2,15;1,33;30,19;2,57;0;0;0;13,51;11,43;5,96;0
"apporter";0;3,42;0;1,91;1,08;0;0;0;0;4,2;0;0;5,71;2,98;0
"revue";0;0;0;1,91;2,15;1,33;0;0;0;0;0;0;0;0;0
"média";0;0;1,91;0;0,54;2,65;0;0;0;0;0;0;0;0;0
"gotham";0;0;0;0;0;0;10,06;0;0;0;0;0;0;0;0
"animation";0;0;0;0;0;0;10,06;0;0;0;0;0;0;0;0
"cnrs";0;0;0;0;3,23;0;0;2,57;0;0;0;0;0;0;4,5
"chanteur";0;0;0;0;1,61;0;0;0;0;16,81;0;0;0;0;2,25
"chercheur";0;17,12;0;1,91;1,08;0;0;2,57;0;0;0;0;0;0;1,13
"départ";0;0;0;1,91;0;0;0;2,57;0;0;68,74;0;0;0;0
"bellver";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"porter";0;0;0,64;1,91;3,23;0;0;2,57;0;0;0;0;0;0;1,13
"envoyer";0;0;0;0;1,61;1,33;0,77;2,57;0;0;1,64;0;5,71;0;2,25
"alain";0;0;0;1,91;2,69;3,98;0;7,71;0;0;0;0;0;0;1,13
"phénomène";0;0;0,64;17,21;8,61;5,31;0;2,57;0;4,2;0;0;0;9,68;5,63
"péril";0;0;0;0;0;0;18,96;0;0;0;0;0;0;0;0
"île";0;0;0;0;2,69;0;29,8;0;0;0;0;0;5,71;1,49;0
"sud";0;13,7;0;0;1,08;0;0;0;0;0;0;0;0;1,49;1,13
"christian";0;0;0;0;3,77;1,33;0;0;0;0;0;0;0;0;0
"enfant";90,91;0;0;7,65;11,3;3,98;0;12,85;19,87;0;0;0;5,71;0;3,38
"vaisseau";0;0;0;0;0;10,61;0,77;0;19,87;4,2;0;0;5,71;2,98;5,63
"emmanuel";0;3,42;0,64;0;1,08;0;0;5,14;0;0;0;0;0;0;0
"bout";0;17,12;0;0;1,61;0;0;0;0;0;0;27,03;0;0;0
"affrontement";0;0;8,3;0;0;0;0;0;0;0;0;0;0;0;0
"blanc";0;0;0;0;0,54;1,33;0;2,57;0;0;0;0;0;2,23;6,76
"passer";0;3,42;0;5,74;2,69;3,98;0;5,14;0;0;0;0;5,71;16,38;6,76
"professeur";0;0;0;0;3,77;0;0;0;13,25;8,4;0;0;0;0;7,88
"chaouch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"maison";0;0;0;0;2,15;0;0,39;5,14;0;4,2;0;0;0;1,49;10,14
"bfm";0;0;5,11;0;0;0;0;0;0;0;0;0;0;0;3,38
"arriver";0;0;0;0;3,23;5,31;0;0;6,62;4,2;1,64;0;0;0,74;1,13
"tourner";0;0;0;1,91;1,08;2,65;0;2,57;0;0;0;0;0;0;1,13
"vincent";0;0;3,83;0;0;0;0;0;0;0;0;0;0;0;0
"matin";0;0;0;0;2,69;0;0;2,57;0;0;0;0;0;0;3,38
"raconter";0;0;0;3,82;7;5,31;0;0;0;4,2;0;0;0;2,23;6,76
"année";0;0;5,11;0;7;7,96;0;2,57;0;0;0;0;0;14,15;3,38
"bristielle";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"propos";0;0;0,64;5,74;3,23;0;0;0;0;0;0;0;0;0;1,13
"prince";0;0;0;0;0;0;10,06;0;0;0;0;0;0;0;0
"plateau";0;0;1,28;3,82;5,38;10,61;0;2,57;0;8,4;0;0;0;0;11,26
"réveiller";0;0;0;1,91;0;0;0;2,57;0;0;68,74;0;0;0;0
"anne";0;0;0,64;0;1,08;0;0;5,14;0;0;0;0;0;0;1,13
"question";0;13,7;1,91;1,91;4,84;1,33;0;12,85;0;0;0;0;0;3,72;0
"long";0;0;0;1,91;2,15;0;0;0;0;0;0;0;11,43;2,98;1,13
"présentation";0;6,85;0,64;1,91;3,77;1,33;0;5,14;0;0;0;0;0;0;0
"nasa";0;0;0;1,91;0;0;0;2,57;0;0;1,64;0;5,71;0,74;0
"yves";0;0;0;0;5,38;3,98;0;2,57;0;0;0;0;0;0;4,5
"théâtre";0;0;0,64;0;3,23;1,33;0;0;0;0;0;0;0;1,49;0
"chose";0;0;0,64;0;0,54;1,33;0,39;0;0;0;0;0;0;0;7,88
"olivier";0;10,27;0,64;9,56;3,23;1,33;0;2,57;0;0;0;0;0;0;0
"lrem";0;0;10,21;0;0;0;0;0;0;0;0;0;0;0;0
"claviere";0;0;0;28,68;0;0;0;0;0;0;0;0;0;0;0
"figure";0;0;0;0;0;0;10,06;0;0;0;0;0;11,43;0,74;0
"patron";0;0;7,02;0;0;0;0;0;0;8,4;0;0;0;0;0
"fédération";0;0;7,02;0;0;0;0;0;0;0;0;0;0;0;0
"watrin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nuit";0;0;0;0;1,61;1,33;0,39;0;0;4,2;0;0;5,71;0,74;2,25
"permettre";0;0;1,28;1,91;3,23;1,33;0,39;2,57;0;0;0;27,03;5,71;2,98;1,13
"tsoukalos";0;0;0;0;0;0;0;0;0;0;0;0;0;13,4;0
"polémiste";0;0;7,02;0;0;0;0;0;0;0;0;0;0;0;0
"galley";0;0;0;0;5,38;0;0;0;0;0;0;0;0;0;0
"pomart";0;0;9,57;0;0;0;0;0;0;0;0;0;0;0;0
"chalumeau";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"xavier";0;3,42;0;0;1,08;0;0;0;0;0;0;0;0;0;3,38
"rendre";90,91;0;0,64;1,91;5,92;2,65;0,77;0;33,11;4,2;0;0;0;5,21;9,01
"partie";0;0;0,64;0;2,15;1,33;0;2,57;0;0;0;0;0;5,21;1,13
"partir";0;13,7;1,28;0;1,61;2,65;0,39;7,71;6,62;0;0;0;11,43;0,74;1,13
"marier";0;0;0;0;3,77;1,33;0;2,57;6,62;0;0;0;0;0;3,38
"joe";0;0;8,93;0;0;0;0;0;0;0;0;0;0;0;0
"disciple";0;0;0;0;0;0;8,9;0;0;0;0;0;0;0;0
"préparer";0;0;0;0;1,61;1,33;0;5,14;0;0;0;0;0;0,74;1,13
"mère";0;0;0;0;2,15;0;0;2,57;0;0;0;0;0;0;3,38
"américain";0;10,27;0;5,74;1,61;2,65;0;5,14;0;0;0;0;11,43;5,21;0
"conquérant";0;0;0;0;0;0;10,06;0;0;0;0;0;0;0;0
"série";0;3,42;0;1,91;2,69;1,33;10,06;0;0;0;0;0;0;0,74;1,13
"val";0;0;9,57;0;0,54;0;0;0;0;0;0;0;0;0;0
"humain";0;0;0;5,74;1,61;2,65;0;0;0;16,81;0;0;11,43;10,42;10,14
"courant";0;3,42;0;0;1,08;10,61;0;0;0;0;0;0;0;0;1,13
"décrire";0;0;0;1,91;1,08;3,98;0,39;0;0;0;0;0;0;1,49;1,13
"fantôme";0;0;0;0;0;0;0;0;0;0;0;0;0;1,49;10,14
