notice;chaine;Année de date_diffusion;Année de decennie;public_groupe;mediamat_groupe;genre_groupe;duree;resume
834036.062;France 4;2019;2010;Programme jeunesse;Fiction;Animation;00:06:35:00;"[Source iMedia]
Sur une île tropicale, Fatou la petite fille et Roger l'extraterrestre provoquent de petits incidents qui sont prétexte à de nombreuses aventures."
834140.071;France 4;2019;2010;Programme jeunesse;Fiction;Animation;00:06:28:00;"[Source iMedia]
Sur une île tropicale, Fatou la petite fille et Roger l'extraterrestre provoquent de petits incidents qui sont prétexte à de nombreuses aventures."
834140.072;France 4;2019;2010;Programme jeunesse;Fiction;Animation;00:06:37:00;"[Source iMedia]
Sur une île tropicale, Fatou la petite fille et Roger l'extraterrestre provoquent de petits incidents qui sont prétexte à de nombreuses aventures."
834743.071;France 4;2019;2010;Programme jeunesse;Fiction;Animation;00:06:50:00;"[Source iMedia]
Sur une île tropicale, Fatou la petite fille et Roger l'extraterrestre provoquent de petits incidents qui sont prétexte à de nombreuses aventures."
834743.072;France 4;2019;2010;Programme jeunesse;Fiction;Animation;00:06:32:00;"[Source iMedia]
Sur une île tropicale, Fatou la petite fille et Roger l'extraterrestre provoquent de petits incidents qui sont prétexte à de nombreuses aventures."
834743.073;France 4;2019;2010;Programme jeunesse;Fiction;Animation;00:06:35:00;"[Source iMedia]
Sur une île tropicale, Fatou la petite fille et Roger l'extraterrestre provoquent de petits incidents qui sont prétexte à de nombreuses aventures."
851100.036;Gulli;2019;2010;Programme jeunesse;Fiction;Animation;00:07:36:00;"[Source iMedia]
Blobi l'extraterrestre se pose sur le bateau pour profiter de la croisière. Sharko le trouve trop mignon, et Blobi devient vite son meilleur ami..."
853714.024;Gulli;2019;2010;Programme jeunesse;Fiction;Animation;00:11:11:00;"[Source iMedia]
Maxwell et les amis pensent que les extraterrestres les visitent, et décident de pousuivre le vaisseau spatial à travers Wheelford pour voir de plus près..."
884322.061;France 4;2020;2020;Programme jeunesse;Fiction;Animation;00:07:08:00;"[Source iMedia]
Fizz répète une chorégraphie pour devenir la plus grande star du monde mais Weasel l'envoie sur le toit de Magoo, qui le prend pour un extraterrestre en détresse. Lorsque Weasel vient sauver Fizz, Magoo croit faire face à un méchant scientifique..."
893206.070;France 4;2020;2020;Programme jeunesse;Culture connaissance;Magazine;00:29:05:00;"[Source iMedia]
Persuadé d'avoir aperçu un extraterrestre, Mathieu cherche à en savoir plus sur la vie ailleurs dans l'univers. Max décrit les critères permettant à une planète d'abriter la vie, Cécile se rend au CNES de Toulouse pour explorer Mars avec le rover Curiosity et Mathieu utilise le radiotéléscope de Nancay pour capter des signaux extraterrestres."
903541.001;Canal +;1998;1990;X ou violent;Culture connaissance;Magazine;00:13:28:00;"- Avril 1992 : Michel RICAUD en tournage.
- 5 septembre 1992 : tournage chez des particuliers à Cergy Pontoise.
- 7 novembre 1992 : Tabata CASH en tournage, déroulant un préservatif avec sa bouche.
- Mars 1993 : femme se masturbant et annonçant ""qu'il y en aura pour tout le monde"".
- Avril 1993 : Patrick TIMSIT en cours de doublage d'un film pornographique.
- Interview de Tabata CASH dans une position suggestive sur les raisons pour lesquelles elle exerce son métier.
- Novembre 1993 : extrait de Nulle par ailleurs, Jacky au standard.
- Décembre 1993 : interview de Francis LEROY.
- Avril 1994 : Ganache Crorama : leçon de redressement national.
- Février 1995 : interview de Chloé de LYS sur ses pratiques anales.
- Août 1994 : Richard LANGIN.
- Interview d'Elodie CHERIE sur ses fantasmes avec les hommes politiques.
- Janvier 1995 : plateau de Nulle part ailleurs avec Antoine de CAUNES.
- Janvier 1995 : interview de DRAGHIXA sur son intinéraire dans le porno.
- Mars 1995 : interview de Véronique LAFAY pendant un tournage.
- Mai 1995 : remise du Hot d'or à Barbara DOLL et équipe de Karl Zéro faisant des commentaires en salle (sujet diffusé en juin 1995 d'après recherches dans Hyperbase).
- Août 1995 : présentation du ""Journal du hard"".
- Coralie fait le bilan de l'année pornographique.
- Février 1996 : les extraterrestres.
- Septembre 1996 : interview de Liza HARPER sur un tournage.
- Philippe VANDEL en plateau avec Laure SINCLAIR en tenue suggestive tentant d'annoncer la prochaine émission.
- Juin 1997 : interview de Christophe CLARC.
- Mai 1997 : bande annonce en avion.
- Juin 1997 : interview de John LOVE.
- Août 1997 : interview de Olivia DEL RIO.
- Février 1997 : Philippe VANDEL en compagnie de Léa MARTINI, Olivia DEL RIO et DALILA, toutes trois en compétition pour le Hot d'or.
- Décembre 1997 : tournage amateur sur les MST.
- Octobre 1997 : Philippe VANDEL en plateau avec JADE.
- Février 1997 : festival du X à Las Vegas."
968894.071;France 4;2020;2020;Programme jeunesse;Fiction;Animation;00:09:33:00;"[Source iMedia]
Les Teen Titans ne sont pas des ados comme les autres. Grâce à leur super pouvoirs, ils interviennent lorsque le monde court de graves dangers. Avec humour et décontraction, ils sauvent l'univers de tous les périls. A leur tête, Robin, qui a grandi dans un cirque avec ses parents. Il a été adopté par Batman, qui l'a bien entraîné. Il vole aujourd'hui de ses propres ailes, après avoir quitté Gotham City pour Jump City. A ses côtés, figure Starfire, une princesse extraterrestre née sur la planète Tamaran, mais aussi Raven, fille d'une Terrienne et d'un lointain conquérant. Une série d'animation rythmée, pleine d'aventures et qui ne manque pas d'humour."
968894.072;France 4;2020;2020;Programme jeunesse;Fiction;Animation;00:09:34:00;"[Source iMedia]
Les Teen Titans ne sont pas des ados comme les autres. Grâce à leur super pouvoirs, ils interviennent lorsque le monde court de graves dangers. Avec humour et décontraction, ils sauvent l'univers de tous les périls. A leur tête, Robin, qui a grandi dans un cirque avec ses parents. Il a été adopté par Batman, qui l'a bien entraîné. Il vole aujourd'hui de ses propres ailes, après avoir quitté Gotham City pour Jump City. A ses côtés, figure Starfire, une princesse extraterrestre née sur la planète Tamaran, mais aussi Raven, fille d'une Terrienne et d'un lointain conquérant. Une série d'animation rythmée, pleine d'aventures et qui ne manque pas d'humour."
974689.070;France 4;2020;2020;Programme jeunesse;Fiction;Animation;00:09:48:00;"[Source iMedia]
Les filles des Titans organisent une soirée pyjama. La même nuit, une nouvelle menace extraterrestre se manifeste à Jump City..."
1009522.061;Canal +;1998;1990;Programme jeunesse;Fiction;Animation;00:23:45:00;DK et Diddy contemplent le ciel en s'extasiant sur la vie extraterrestre. Funky les effraie en leur racontant des histoires débiles de mecs intergalactiques qui vont venir transformer les singes de la terre en zombie pour diriger le monde. Cette histoire coïncide avec la mise en service du tout nouvel angin que K Rool a inventé pour capturer la Noix de coco : un tonneau-boomerang qui a la forme d'une soucoupe volante ! En la voyant, DK et Diddy ne sont plus que de pauvres épaves tremblant de terreur, convaincus que les autres singes ont succombé aux pouvoirs des extraterrestres. Mais le seul événement que leurs amis préparent en secret, c'est une fête pour l'anniversaire de Diddy !
1054792.058;France 4;2021;2020;Programme jeunesse;Fiction;Animation;00:10:32:00;"[Source iMedia]
Les Teen Titans, des adolescents qui possèdent des super pouvoirs, sauvent le monde de graves périls : à leur tête, le jeune Robin, ancien disciple de Batman.
Les Teen Titans ne sont pas des ados comme les autres. Grâce à leur super pouvoirs, ils interviennent lorsque le monde court de graves dangers. Avec humour et décontraction, ils sauvent l'univers de tous les périls. A leur tête, Robin, qui a grandi dans un cirque avec ses parents. Il a été adopté par Batman, qui l'a bien entraîné. Il vole aujourd'hui de ses propres ailes, après avoir quitté Gotham City pour Jump City. A ses côtés, figure Starfire, une princesse extraterrestre née sur la planète Tamaran, mais aussi Raven, fille d'une Terrienne et d'un lointain conquérant. Une série d'animation rythmée, pleine d'aventures et qui ne manque pas d'humour."
1056039.066;France 4;2021;2020;Programme jeunesse;Fiction;Animation;00:10:28:00;"[Source iMedia]
Les Teen Titans, des adolescents qui possèdent des super pouvoirs, sauvent le monde de graves périls : à leur tête, le jeune Robin, ancien disciple de Batman.
Les Teen Titans ne sont pas des ados comme les autres. Grâce à leur super pouvoirs, ils interviennent lorsque le monde court de graves dangers. Avec humour et décontraction, ils sauvent l'univers de tous les périls. A leur tête, Robin, qui a grandi dans un cirque avec ses parents. Il a été adopté par Batman, qui l'a bien entraîné. Il vole aujourd'hui de ses propres ailes, après avoir quitté Gotham City pour Jump City. A ses côtés, figure Starfire, une princesse extraterrestre née sur la planète Tamaran, mais aussi Raven, fille d'une Terrienne et d'un lointain conquérant. Une série d'animation rythmée, pleine d'aventures et qui ne manque pas d'humour."
1056039.067;France 4;2021;2020;Programme jeunesse;Fiction;Animation;00:10:29:00;"[Source iMedia]
Les Teen Titans, des adolescents qui possèdent des super pouvoirs, sauvent le monde de graves périls : à leur tête, le jeune Robin, ancien disciple de Batman.
Les Teen Titans ne sont pas des ados comme les autres. Grâce à leur super pouvoirs, ils interviennent lorsque le monde court de graves dangers. Avec humour et décontraction, ils sauvent l'univers de tous les périls. A leur tête, Robin, qui a grandi dans un cirque avec ses parents. Il a été adopté par Batman, qui l'a bien entraîné. Il vole aujourd'hui de ses propres ailes, après avoir quitté Gotham City pour Jump City. A ses côtés, figure Starfire, une princesse extraterrestre née sur la planète Tamaran, mais aussi Raven, fille d'une Terrienne et d'un lointain conquérant. Une série d'animation rythmée, pleine d'aventures et qui ne manque pas d'humour."
1056101.056;France 4;2021;2020;Programme jeunesse;Fiction;Animation;00:09:57:00;"[Source iMedia]
Les Teen Titans, des adolescents qui possèdent des super pouvoirs, sauvent le monde de graves périls : à leur tête, le jeune Robin, ancien disciple de Batman.
Les Teen Titans ne sont pas des ados comme les autres. Grâce à leur super pouvoirs, ils interviennent lorsque le monde court de graves dangers. Avec humour et décontraction, ils sauvent l'univers de tous les périls. A leur tête, Robin, qui a grandi dans un cirque avec ses parents. Il a été adopté par Batman, qui l'a bien entraîné. Il vole aujourd'hui de ses propres ailes, après avoir quitté Gotham City pour Jump City. A ses côtés, figure Starfire, une princesse extraterrestre née sur la planète Tamaran, mais aussi Raven, fille d'une Terrienne et d'un lointain conquérant. Une série d'animation rythmée, pleine d'aventures et qui ne manque pas d'humour."
1056101.057;France 4;2021;2020;Programme jeunesse;Fiction;Animation;00:10:27:00;"[Source iMedia]
Les Teen Titans, des adolescents qui possèdent des super pouvoirs, sauvent le monde de graves périls : à leur tête, le jeune Robin, ancien disciple de Batman.
Les Teen Titans ne sont pas des ados comme les autres. Grâce à leur super pouvoirs, ils interviennent lorsque le monde court de graves dangers. Avec humour et décontraction, ils sauvent l'univers de tous les périls. A leur tête, Robin, qui a grandi dans un cirque avec ses parents. Il a été adopté par Batman, qui l'a bien entraîné. Il vole aujourd'hui de ses propres ailes, après avoir quitté Gotham City pour Jump City. A ses côtés, figure Starfire, une princesse extraterrestre née sur la planète Tamaran, mais aussi Raven, fille d'une Terrienne et d'un lointain conquérant. Une série d'animation rythmée, pleine d'aventures et qui ne manque pas d'humour."
1056738.058;France 4;2021;2020;Programme jeunesse;Fiction;Animation;00:09:54:00;"[Source iMedia]
Les Teen Titans ne sont pas des ados comme les autres. Grâce à leur super pouvoirs, ils interviennent lorsque le monde court de graves dangers. Avec humour et décontraction, ils sauvent l'univers de tous les périls. A leur tête, Robin, qui a grandi dans un cirque avec ses parents. Il a été adopté par Batman, qui l'a bien entraîné. Il vole aujourd'hui de ses propres ailes, après avoir quitté Gotham City pour Jump City. A ses côtés, figure Starfire, une princesse extraterrestre née sur la planète Tamaran, mais aussi Raven, fille d'une Terrienne et d'un lointain conquérant. Une série d'animation rythmée, pleine d'aventures et qui ne manque pas d'humour."
1056738.059;France 4;2021;2020;Programme jeunesse;Fiction;Animation;00:09:44:00;"[Source iMedia]
Les Teen Titans, des adolescents qui possèdent des super pouvoirs, sauvent le monde de graves périls : à leur tête, le jeune Robin, ancien disciple de Batman.
Les Teen Titans ne sont pas des ados comme les autres. Grâce à leur super pouvoirs, ils interviennent lorsque le monde court de graves dangers. Avec humour et décontraction, ils sauvent l'univers de tous les périls. A leur tête, Robin, qui a grandi dans un cirque avec ses parents. Il a été adopté par Batman, qui l'a bien entraîné. Il vole aujourd'hui de ses propres ailes, après avoir quitté Gotham City pour Jump City. A ses côtés, figure Starfire, une princesse extraterrestre née sur la planète Tamaran, mais aussi Raven, fille d'une Terrienne et d'un lointain conquérant. Une série d'animation rythmée, pleine d'aventures et qui ne manque pas d'humour."
1056951.012;RMC Story;2021;2020;Déconseillé aux enfants;Culture connaissance;Documentaire;00:47:02:00;"[Source iMedia]
En 1947, l'armée américaine a recueilli les débris de ce qu'elle a prétendu être un ballon-sonde écrasé à proximité de la ville de Roswell, au Nouveau-Mexique.
En 1947, l'armée américaine a recueilli les débris de ce qu'elle a prétendu être un ballon-sonde écrasé à proximité de la ville de Roswell, au Nouveau-Mexique. Mais de nouvelles preuves pourraient donner raison aux partisans de la théorie du complot. Et si ces débris appartenaient en réalité à un vaisseau spatial extraterrestre ? Existe-t-il encore des fragments que les équipes de récupération auraient négligés ?"
1056992.067;France 4;2021;2020;Programme jeunesse;Fiction;Animation;00:09:27:00;"[Source iMedia]
Les Teen Titans, des adolescents qui possèdent des super pouvoirs, sauvent le monde de graves périls : à leur tête, le jeune Robin, ancien disciple de Batman.
Les Teen Titans ne sont pas des ados comme les autres. Grâce à leur super pouvoirs, ils interviennent lorsque le monde court de graves dangers. Avec humour et décontraction, ils sauvent l'univers de tous les périls. A leur tête, Robin, qui a grandi dans un cirque avec ses parents. Il a été adopté par Batman, qui l'a bien entraîné. Il vole aujourd'hui de ses propres ailes, après avoir quitté Gotham City pour Jump City. A ses côtés, figure Starfire, une princesse extraterrestre née sur la planète Tamaran, mais aussi Raven, fille d'une Terrienne et d'un lointain conquérant. Une série d'animation rythmée, pleine d'aventures et qui ne manque pas d'humour."
1057726.064;France 4;2021;2020;Programme jeunesse;Fiction;Animation;00:10:14:00;"[Source iMedia]
Les Teen Titans, des adolescents qui possèdent des super pouvoirs, sauvent le monde de graves périls : à leur tête, le jeune Robin, ancien disciple de Batman.
Les Teen Titans ne sont pas des ados comme les autres. Grâce à leur super pouvoirs, ils interviennent lorsque le monde court de graves dangers. Avec humour et décontraction, ils sauvent l'univers de tous les périls. A leur tête, Robin, qui a grandi dans un cirque avec ses parents. Il a été adopté par Batman, qui l'a bien entraîné. Il vole aujourd'hui de ses propres ailes, après avoir quitté Gotham City pour Jump City. A ses côtés, figure Starfire, une princesse extraterrestre née sur la planète Tamaran, mais aussi Raven, fille d'une Terrienne et d'un lointain conquérant. Une série d'animation rythmée, pleine d'aventures et qui ne manque pas d'humour."
1057960.062;France 4;2021;2020;Programme jeunesse;Fiction;Animation;00:09:49:00;"[Source iMedia]
Les Teen Titans, des adolescents qui possèdent des super pouvoirs, sauvent le monde de graves périls : à leur tête, le jeune Robin, ancien disciple de Batman.
Les Teen Titans ne sont pas des ados comme les autres. Grâce à leur super pouvoirs, ils interviennent lorsque le monde court de graves dangers. Avec humour et décontraction, ils sauvent l'univers de tous les périls. A leur tête, Robin, qui a grandi dans un cirque avec ses parents. Il a été adopté par Batman, qui l'a bien entraîné. Il vole aujourd'hui de ses propres ailes, après avoir quitté Gotham City pour Jump City. A ses côtés, figure Starfire, une princesse extraterrestre née sur la planète Tamaran, mais aussi Raven, fille d'une Terrienne et d'un lointain conquérant. Une série d'animation rythmée, pleine d'aventures et qui ne manque pas d'humour."
1063522.009;RMC Story;2021;2020;Déconseillé aux enfants;Culture connaissance;Documentaire;00:46:40:00;"[Source iMedia]
Les images satellites ont révélé un visage géant qui semble avoir été gravé dans la terre, et qui est connu sous le nom de Gardien des Badlands.
Les images satellites ont révélé un visage géant qui semble avoir été gravé dans la terre en Alberta, au Canada. Ce visage est maintenant connu dans le monde entier sous le nom de Gardien des Badlands. Pourrait-il faire partie d'un système de communication cosmique, un système qui, une fois déchiffré, reliera notre planète à ses origines extraterrestres ?"""
1063522.010;RMC Story;2021;2020;Déconseillé aux enfants;Culture connaissance;Documentaire;00:52:15:00;"[Source iMedia]
Selon le physicien Bob Lazar, le moscovium serait un carburant extraterrestre utilisé par le gouvernement américain dans la rétro-ingénierie.
Un élément chimique extraterrestre pourrait-il permettre à l'humanité de vivre dans les étoiles ? Selon le physicien Bob Lazar, le moscovium serait un carburant extraterrestre utilisé par le gouvernement américain dans la rétro-ingénierie. Si nous parvenions à exploiter sa puissance, il changerait notre monde à tout jamais"
1065362.011;RMC Story;2021;2020;Déconseillé aux enfants;Culture connaissance;Documentaire;00:46:25:00;"[Source iMedia]
Des créatures défiant toute logique se cachent dans nos océans. Pourraient-ils servir de laboratoire géant pour l'expérimentation génétique extraterrestre ?
Tapies sous les océans, certaines créatures paraissent tellement étranges qu'elles défient toute explication rationnelle. Des pieuvres sont capables de modifier elles-mêmes leur ADN. D'autres animaux sous-marins peuvent régénérer entièrement leur cerveau. Il existe également des méduses immortelles. S'agit-il de créatures apparues spontanément sur Terre, ou bien des aliens utilisent-ils les fonds sous-marins pour mener leurs expériences génétiques ?"
1066356.011;RMC Story;2021;2020;Déconseillé aux enfants;Culture connaissance;Documentaire;00:46:45:00;"[Source iMedia]
Des dieux-serpents sont présents dans les traditions religieuses de la Mésopotamie, de l'Amérique centrale et du Sud, de l'Inde, de la Chine et du Japon.
Des dieux-serpents sont présents dans les diverses traditions religieuses de la Mésopotamie, de l'Amérique centrale et du Sud, de l'Inde, de la Chine et du Japon. Même la Bible décrit des entités reptiliennes capables d'interagir avec les humains. Ces histoires pourraient-elles évoquer une race d'extraterrestres ressemblant à des reptiles ? Si oui, sont-ils toujours parmi nous aujourd'hui ?"
1066356.012;RMC Story;2021;2020;Déconseillé aux enfants;Culture connaissance;Documentaire;00:53:22:00;"[Source iMedia]
Les Hawaïens attribuent leurs origines à des êtres du système stellaire des Pléiades, appelé Akua. Des extraterrestres auraient-ils pu vivre sur ces îles ?
Les Hawaïens de souche attribuent leurs origines à des êtres du système stellaire des Pléiades, appelé Akua. Des extraterrestres auraient-ils pu vivre sur ces îles ? Et est-il possible que l'importante énergie générée par l'activité volcanique d'Hawaii puisse produire un portail spatio-temporel ?"
1068361.011;RMC Story;2021;2020;Déconseillé aux enfants;Culture connaissance;Documentaire;00:46:52:00;"[Source iMedia]
Selon certaines théories, les êtres comme les fantômes, les anges et les extraterrestres seraient des visiteurs originaires de mondes invisibles.
Le paranormal pourrait-il s'expliquer par le fait que des êtres entrent dans notre monde depuis d'autres dimensions ? Selon certaines théories des anciens astronautes, les êtres comme les fantômes, les anges et les extraterrestres seraient des visiteurs originaires de mondes invisibles. Ils seraient même encore parmi nous aujourd'hui. Cet épisode se penche sur divers phénomènes inexpliqués, comme ceux qui se sont produits dans la maison ayant inspiré le film ""Poltergeist"", et qui pourraient avoir leur origine dans une dimension encore inconnue."
1068361.012;RMC Story;2021;2020;Déconseillé aux enfants;Culture connaissance;Documentaire;00:52:53:00;"[Source iMedia]
Les extraterrestres de la naine blanche Sirius B ont-ils rendu visite aux humains dans un passé lointain ?
Les extraterrestres originaires de la naine blanche Sirius B ont-ils rendu visite aux humains dans un passé lointain, transmettant ainsi les connaissances de leur civilisation à des peuples séparés par des milliers de kilomètres ? Ont-ils laissé derrière eux un indice essentiel sous la forme d'un mot présent dans les langues du monde entier ?"
1069413.011;RMC Story;2021;2020;Déconseillé aux enfants;Culture connaissance;Documentaire;00:47:00:00;"[Source iMedia]
Dans tout le monde antique, des structures ont été édifiées pour refléter les constellations. Ont-elles été conçues pour servir de messages aux extraterrestres ?
Dans tout le monde antique, des structures ont été édifiées pour refléter les constellations du ciel nocturne. Dans la plupart des cas, elles ne sont visibles que lorsque l'on prend de la hauteur. Est-il possible que ces structures aient été conçues pour servir de messages aux visiteurs extraterrestres ? Ou ont-elles été laissées sur Terre pour que nous les déchiffrions ?"
1069413.012;RMC Story;2021;2020;Déconseillé aux enfants;Culture connaissance;Documentaire;00:52:51:00;"[Source iMedia]
Depuis que la première bombe atomique a explosé en 1945, des ovnis ont été signalés dans des installations nucléaires du monde entier. Est-ce une menace ?
Depuis que la première bombe atomique a explosé en 1945, des ovnis ont été signalés dans des installations nucléaires du monde entier. Est-il possible que des extraterrestres surveillent les ressources nucléaires des Hommes ? Dans quel but ? Est-ce une menace ? Ou bien veilleraient-ils à la survie de l'humanité ?"
1070394.026;RMC Story;2021;2020;Déconseillé aux enfants;Culture connaissance;Documentaire;00:47:17:00;"[Source iMedia]
Depuis des centaines d'années, une montagne mystérieuse du nord de l'Italie est le témoin d'étranges apparitions célestes et de phénomènes inexplicables
Depuis des centaines d'années, une montagne mystérieuse du nord de l'Italie est le témoin d'étranges apparitions célestes et de phénomènes inexplicables. Serait-elle située sur une ligne puissante d'énergie qui attirerait des visiteurs extraterrestres ? Et se pourrait-il que des technologies extraterrestres soient ancrées dans ses parois rocheuses ?"
1071804.012;RMC Story;2021;2020;Déconseillé aux enfants;Culture connaissance;Documentaire;00:47:26:00;"[Source iMedia]
Est-il possible que le cerveau humain soit doté de capacités extraordinaires inexploitées, qui nous auraient été octroyées par des extraterrestres ?
La télépathie, la précognition, la télékinésie : est-il possible que le cerveau humain soit doté de capacités extraordinaires inexploitées, qui nous auraient été octroyées par des extraterrestres ? Des capacités qui, une fois maîtrisées, permettront aux Hommes d'accéder à la prochaine étape de l'évolution ?"
1071804.013;RMC Story;2021;2020;Déconseillé aux enfants;Culture connaissance;Documentaire;00:53:01:00;"[Source iMedia]
Autrefois, les peuples évoquaient des substances divines qui étaient ingérées par les dieux. Se pourrait-il que la nourriture des dieux soit celle de visiteurs extraterrestre ?
Autrefois, les peuples évoquaient des substances divines qui étaient ingérées par les dieux, mais se pourrait-il que la nourriture des dieux soit en réalité la nourriture des visiteurs extraterrestres ?"
1071810.019;TFX;2021;2020;Déconseillé aux enfants;Fiction;Long métrage;01:48:40:00;"[Source iMedia]
Alors que des extraterrestres s'apprêtent à attaquer de nouveau la Terre, un jeune garçon surdoué participe à une gigantesque simulation de guerre.
Grâce à l'héroïque Mazer Rackham, le commandant de la Flotte internationale, les Terriens ont repoussé les attaques des Formics, des extraterrestres envahisseurs. Afin d'être prêts lors d'un autre assaut, le colonel Graff et les forces militaires terriennes forment les enfants les plus doués à la lutte armée. A l'Ecole de guerre, Ender Wiggin, timide et très intelligent, fait partie des meilleurs éléments. Selon Graff, le jeune homme mérite de figurer parmi l'élite et d'être formé par Mazer Rackham lui-même, dans le but de se préparer à la bataille finale contre les aliens belliqueux. Avec ses nouveaux camarades, il participe à une gigantesque simulation de guerre..."
1073928.012;RMC Story;2021;2020;Déconseillé aux enfants;Culture connaissance;Documentaire;00:53:22:00;"[Source iMedia]
Niché dans une vallée reculée de l'Utah, se trouve un ranch qui, selon certaines rumeurs, serait le théâtre de phénomènes étranges et inexplicables.
Niché dans une vallée reculée de l'Utah, se trouve un ranch qui, selon certaines rumeurs, serait le théâtre de phénomènes étranges et inexplicables, tels que des créatures terrifiantes, des apparitions paranormales et des lumières dans le ciel. Cette étrange activité pourrait-elle avoir un lien avec une entité extraterrestre connue sous le nom de Skinwalker ?"
1075020.011;RMC Story;2021;2020;Déconseillé aux enfants;Culture connaissance;Documentaire;00:47:20:00;"[Source iMedia]
Au cours des vingt dernières années, des milliers d'exoplanètes potentiellement habitables ont été découvertes en dehors de notre système solaire. 
Au cours des vingt dernières années, des milliers d'exoplanètes potentiellement habitables ont été découvertes en dehors de notre système solaire. Certaines d'entre elles pourraient-elles abriter une vie extraterrestre intelligente ? Peut-être même des extraterrestres qui se seraient déjà rendus sur Terre ?"
1075020.012;RMC Story;2021;2020;Déconseillé aux enfants;Culture connaissance;Documentaire;00:53:28:00;"[Source iMedia]
Giorgio Tsoukalos et David Childress explorent la mystérieuse chaîne d'îlots artificiels de Nan Madol, en Micronésie, construite en roches volcaniques. 
Giorgio Tsoukalos et David Childress explorent la mystérieuse chaîne d'îlots artificiels de Nan Madol, en Micronésie, construite à partir de 250 millions de tonnes de roches volcaniques. Selon les légendes locales, d'étranges visiteurs auraient fait flotter ces roches massives dans les airs. Est-ce vrai ? Ces puissantes anomalies magnétiques présentes sur le site pourraient-elles être le résultat d'une technologie extraterrestre ?"
1076257.004;France 4;2021;2020;Programme jeunesse;Fiction;Animation;00:12:01:00;"[Source iMedia]
Lorsqu'une soucoupe volante s'écrase dans son jardin, Claude propose d'aider les extraterrestres, mais d'étranges événements se produisent en ville, ce qui ne lui facilite pas les choses..."
1081835.016;RMC Story;2021;2020;Déconseillé aux enfants;Culture connaissance;Documentaire;00:47:29:00;"[Source iMedia]
Hybrides, humains élevés dans un royaume céleste : le ""Livre d'Hénoch"" a-t-il été exclu de la Bible parce qu'il atteste d'origines extraterrestres de l'humanité ?
Dans le ""Livre d'Hénoch"", qui fait partie de l'Ancien Testament et qui a été exclu de la Bible, le grand-père de Noé évoque des figures d'anges rebelles, d'hybrides géants et d'humains emmenés dans un royaume céleste au-dessus de la Terre. Est-il possible que ce texte soit resté confidentiel parce qu'il attesterait des origines extraterrestres des êtres humains ?"
1084793.017;RMC Story;2021;2020;Déconseillé aux enfants;Culture connaissance;Documentaire;00:53:22:00;"[Source iMedia]
De nouvelles preuves surprenantes révèlent que des civilisations avancées auraient pu exister sur Terre il y a des dizaines de milliers d'années.
De nouvelles preuves surprenantes révèlent que des civilisations avancées auraient pu exister sur Terre il y a des dizaines de milliers d'années. Serait-il possible qu'une société à la pointe de la technologie ait prospéré sur Terre à cette époque ? Et ont-ils laissé derrière eux une trace de leur vie aux côtés d'êtres extraterrestres ?"
1085900.016;RMC Story;2021;2020;Déconseillé aux enfants;Culture connaissance;Documentaire;00:47:05:00;"[Source iMedia]
Selon certains, de nouvelles découvertes scientifiques pourraient prouver que les véritables origines de l'humanité ne se trouvent pas sur Terre, mais dans les Pléiades.
De récentes recherches montrent qu'un astéroïde, connu sous le nom d'Oumuamua, et repéré en 2017, provient du système des Pléiades et serait d'origine extraterrestre. Si l'on prend en compte le fait que de nombreuses cultures anciennes à travers le monde racontaient des histoires d'ancêtres venus sur Terre en provenance de l'amas d'étoiles des Pléiades, les deux faits pourraient être liés. Ces nouvelles preuves, pourraient-elles révéler que les véritables origines de l'humanité ne se trouvent pas sur Terre ?"
1085900.017;RMC Story;2021;2020;Déconseillé aux enfants;Culture connaissance;Documentaire;00:53:13:00;"[Source iMedia]
Les ovnis pourraient-ils nous donner des indices précieux sur d'autres formes de vie intelligente dans notre galaxie ?
Une grande variété d'objets volants dans le ciel a été rapportée et décrite par des témoins du monde entier. Les phénomènes inhabituels dans le ciel n'étaient pas rares dans le passé et ils ne nous surprennent pas moins dans le temps présent. Les ovnis: leurs formes, leurs tailles et leur façon de manouvrer, pourrait-ce nous donner des indices précieux sur d'autres formes de vie intelligente dans notre galaxie ?"
1087810.018;RMC Story;2021;2020;Déconseillé aux enfants;Culture connaissance;Documentaire;00:47:06:00;"[Source iMedia]
Les visiteurs extraterrestres sont apparemment très attirés par le Chili où le plus grand nombre d'observations annuelles d'OVNI est enregistré. 
Le Chili est le pays qui enregistre le plus grand nombre d'observations annuelles d'OVNI. De nouvelles images incroyables d'un étrange vaisseau, capturé par un hélicoptère de la marine, ont même amené le gouvernement chilien à se demander si les visiteurs extraterrestres sont attirés par cette partie du monde. Y a-t-il un lien avec les quelques 5 000 géoglyphes anciens découverts dans le désert d'Atacama ?"
1087810.019;RMC Story;2021;2020;Déconseillé aux enfants;Culture connaissance;Documentaire;00:52:57:00;"[Source iMedia]
La signification des chiffres a depuis toujours intrigué les hommes. Le chiffre douze ferait-il partie d'un code laissé à l'humanité pour qu'elle le déchiffre ?
Dans de nombreuses traditions sacrées, le chiffre douze a une signification divine. On le retrouve dans l'architecture ancienne, dans les groupes des douze gardiens de la sagesse et même dans les principes scientifiques contemporains. Ce nombre divin pourrait-il faire partie d'un code extraterrestre laissé à l'humanité pour qu'elle le déchiffre ?"
