notice;chaine;Année de date_diffusion;Année de decennie;public_groupe;mediamat_groupe;genre_groupe;duree;resume
1843101.013;France 3;2001;2000;Programme jeunesse;Fiction;Animation;00:07:03:00;"Le Randonneur sillonne l'espace. Les extraterrestres prennent garde à maintenir une année-lumière entre eux et le Maître de l'espace. On frappe aus sas du vaisseau : c'est le facteur qui apporte à Lugg le paquet contenant un tube de crème contre les boutons. Dekko met l'équipage en garde sur les propriétés corrosives de cette crème, même sur le métal. Trop tard : à cause de la crème anti-boutons, le vaisseau se met à vibrer et à tanguer dangereusement. Nos extraterrestres n'ont pas d'autre salut que d'effectuer un atterrissage forcé sur la planète Goolbogue.
Le cmble est atteint lorsque les indigènes de Goolbogue capturent nos amis et les pendent au-dessus d'une marmite remplie d'une matière gluante en ébullition.
Au même moment, Blabber a repéré la présence d'extraterestres
sur la planète Goolbogue. Le maître du Zoo ordonne la téléportation immédiate des sujets dans son  Zoo intergalactique. A la stupéfaction des indigènes, les extraterrestres disparaissent soudain. Ils sont à présent enfermés dans une cage de la ménagerie, persuadés qu'ils vont passer le reste de leur jours en captivité. Soudain, Lugg repense à sa crème contre les boutons, origine de leur perte : elle enduit les barreaux qui se mettent à fondre aussitôt ! Avant que le maître du Zoo ait eu le temps de dire ouf, ils sautent dans une navette spatiale et rejoignent le Randonneur, laissant le pauvre Blabber subir la colère du maître du Zoo..."
1852440.003;France 3;2001;2000;Programme jeunesse;Fiction;Animation;00:07:03:00;"Glich, Zorbb, Dekko et Lugg, des extraterrestres, sillonnent l'espace à bord de leur vaisseau, le Randonneur, accompagnés de leur chien terrier Rover. Ils cherchent à éviter le Maître du Zoo et Blabber, son homme de main, qui traquent sans relâche les extraterrestres pour les enfermer dans le Zoo intergalactique.
Les réserves de carburant sont presque épuisées et il vaut mieux éviter de tomber en panne dans l'espace. Ils doivent faire le plein de "" cristallins de géranium "" dés que possible. Lugg, grande amatrice de centres commerciaux, repère un magasin spatial.
Pendant que Zorbb part à la recherche de ses friandises préférées, des  ""noix frites "", Glich achète des cristallin de géranium et retourne au vaisseau avec ses comparses. Alors que Zorbb est à la caisse, trois bandits de l'espace utilisent leurs rayons condensateurs pour réduire la caisse et la voler. Mais dans l'action, ils ont aussi réduit Zorbb et le transportent à bord de leur vaisseau !
Lorsque la caisse reprend da taille normale, les bandits sont stupéfaits de découvrir Zorbb s'adonnant à son activité favorite : faire d'énormes bulles aves ses "" noix frites "". Les bandits s'y essayent mais les bulles éclatent et ils se retrouvent couverts d'une horrible matière gluante dont ils n'arrivent pas à se dépêtrer.
De retour à bord du Randonneur, les extraterrestres se rendent enfin compte de l'absence de Zorbb et font demi-tour : les bandits, toujours couverts de l'horrible pâte, sont revenus au magasin pour déposer plainte ! Mais le caissier les reconnaît et les bandits sont arrêtés. Zorbb rejoint ses amis et le vaisseau s'éloigne dans l'espace..."
1852443.003;France 3;2001;2000;Programme jeunesse;Fiction;Animation;00:07:08:00;"Le randonneur file à vive allure dans l'espace. A l'intérieur, Lugg explique à Zorbb que son tour est venu de faire le ménage. Mais Zorbb renâcle et s'agite : il déteste les tâches domestiques. Par mégarde, il enclenche la touche distorsion : le vaisseau se retrouve propulsé à la vitesse de la lumière déviant ainsi complètement de  sa trajectoire. Lugg, furieuse, ordonne à Zorbb de faire le ménage.
Les extraterrestres sont à présent complétement perdus. Afin de demander leur chemin, ils se posent sur une planète recouverte de détritus, une planète-dépotoir, où personne ne peut les renseigner. Cependant, Glitch rapporte à bord une bouteille qu'il a remarquée dans les ordures. Alors que le randonneur fonce dans l'espace à la recherche de son chemin, Glitch astique la bouteille d'où sort soudainement un génie !!! Mais ce génie-là est très déplaisant : il prend aussitôt le contrôle du vaisseau et exige d'être emmené sur la sympathique planète Zarff. Le comble est atteint lorsque le génie se montre grossier et menaçant.
La situation semble désespérée. Mais à ce moment, Zorbb fait son entrée dans la cabine de pilotage, l'aspirateur à la main et il aspire accidentellement le génie ! Lugg s'empare aussitôt de l'aspirateur et le jette dans le vaste dépotoir. Le génie est éjecté dans l'espace au soulagement de tous, sauf Glich qui aurait bien voulu que le génie exauce ses trois voeux règlementaires !"
1878253.003;France 3;2001;2000;Programme jeunesse;Fiction;Animation;00:07:36:00;Bizarre-bizarre la maîtresse aujourd'hui, on dirait qu'elle a des yeux dans le dos tellement elle voit tout, si ça trouve c'est pas une vraie maîtresse, c'est une kryptusienne bionique ! Et ces interros de maths avec tous ces chiffres, c'est des messages codés pour les extraterrestres ! Y a pô une minute à perdre : il faut empêcher l'atterrissage des envahisseurs que la maîtresse et le concierge préparent dans la cour. Le soir, Titeuf et ses copains se font enfermer dans l'école. Et voilà la soucoupe volante qui les éblouit de tous ses feux dans un ' vrouuuuuuuum ' terrible. Tous détalent avant d'être attrapés par un concierge blafard. La grande lumière c'était que les phares du camion poubelle en fait. Ouf ! Titeuf serait presque soulagé. Sauf que quand son père le prive de télé pendant une semaine, il en vient à se demander s'il serait pô des leurs...
1908517.001;France 3;2002;2000;Programme jeunesse;Fiction;Animation;00:11:00:00;"Nos trois amis participent à un ""Camp intergalactique"" bien décevant dirigé par un véritable astronaute, Sparky Nickerson. Ils découvrent que Sparky n'est qu'un imposteur et un extraterrestre par dessus le marché !"
2100570.001;France 2;2002;2000;Participation du public à distance;Culture connaissance;Magazine;01:19:59:00;"- VAINCRE LA CELLULITE : 
Dossier présenté par Sophie PORTEIL et Christelle BALLESTRERO, qui font le point sur les différentes méthodes utilisées pour combattre la cellulite, en compagnie du phlébologue Philippe BLANCHEMAISON et de Jean DEUTSCH, médecin esthétique.
- CULTURE : 
Damien THEVENOT consacre sa rubrique au festival d'humour qui a lieu tout au long du mois de septembre au Point Virgule, à Paris, et dont Patrick ADLER sera la tête d'affiche le 25 septembre. Interview de l'humoriste illustrée par des images de son spectacle.
- ZOOM :
David GALLEY consacre sa rubrique au phénomène ""Ovni"" et aux preuves de la vie extraterrestre à travers les âges. Illustration par des dessins et des photographies.
- DECORATION :
Sylvie ADIGARD nous explique comment fabriquer des boîtes de rangement avec des matériaux pas chers. Explications en images.
- SAVEURS :
David MARTIN explique comment réussir une mayonnaise maison, en compagnie du cuisinier belge Marcel GODEFROID."
2127313.001;France 2;2002;2000;Participation du public à distance;Culture connaissance;Magazine;01:16:42:00;"- Sophie DAVANT présente le thème du jour avec Yves CARRA : les cercles mystérieux qui apparaissent dans les champs cultivés depuis une quarantaine d'années.
- Stéphane EVANNO présente ce phénomène, ce que l'on sait, il décrit les phénomènes.
- Extrait du film ""Signes"" de M Night SHYAMALAN
- Stéphane EVANNO présente le sujet du film.
- Bernard THOUANEL, journaliste à VSD, pour le numéro hors série consacré à ce thème.
- Stéphane EVANNO, parle des premiers signes, du nombre de cas recensés. L'Angleterre est la zone la plus touchée. Il explique pourquoi l'homme n'en est pas le créateur. 
- Bernard THOUANEL explique où elles apparaissent, le plus souvent près de sites mégalithiques et essentiellement dans le sud-ouest de la Grande-Bretagne
- Diffusion d'images de ces cercles mystérieux.
- David GALLEY commente les images de cercles découverts dans un champ en Moselle au mois de juillet. Il montre la particularité des épis aplatis dans les cercles. 
- Bernard THOUANEL explique que très souvent les épis ont été soumis à une très forte chaleur (500 degrés). Il parle des micros ondes qui sont évoquées pour expliquer ce phénomène de chaleur et la déformation des épis.
- Par téléphone, intervention de Dominique CAUDRON, de l'Agence Française pour l'information scientifique, spécialisé dans l'Ufologie (étude des phénomènes d'ovnis). Il parle des trois hypothèses émises : nature, extraterrestre et homme. Il parle des artistes de l'art sauvage qui auraient fait des clins d'oeils aux observateurs avec des dessins qui allaient dans le sens de l'hypothèse extraterrestre. Mais il n'y pas eu assez d'expériences scientifiques pour tenter de reproduire exactement ces dessins pour savoir comment ils avaient été faits.
- Les journalistes commentent les propos du scientifique.
- Yves CARRA résume les propos que les téléspectateurs ont donné par téléphone.
- Stéphane EVANNO revient sur les aveux fait il y a quelques années par deux anglais qui disaient avoir fait tous les cercles. Il parle des animaux et des insectes brûlés que l'on trouve dans le périmètre de ces cercles. Il affirme que les oiseaux évitent de survoler ces sites et que certaines personnes ont des malaises quand elles se rendent sur les lieux. 
- Témoignage d'André-Jacques HOLBECQ, ancien pilote de Concorde qui a eu ces malaises. Il donne aussi ses hypothèses.
- Yves CARRA transmet les messages des téléspectateurs témoin de phénomènes.
- Bernard THOUANEL parle d'un paysan témoin du phénomène et qui n'a vu personne le faire.
- Extrait d'un documentaire dans lequel est enregistré un témoignage sur la spirale de Julia près du site de Stonehenge.
- Bernard THOUANEL, les phénomènes arrivent souvent par temps d'orage. Il explique que la zone concernée en Angleterre se trouve en bout de piste d'un centre d'essai en vol très important. Il explique que les signes sont faits avec des fractales mathématiques.
- David GALLEY parle de la proximité des centrales nucléaires, et évoque les canulars.
- Danielle MOREAU présente la revue de presse people : les rumeurs de stars enceintes, les prénoms d'enfants de stars, le visage qu'aurait eu Michael Jackson s'il n'avait pas fait de chirurgie esthétique
- Sophie PORTEIL : les quatre points forts : Blouson, Bottes, Bijoux, Besace. Images de mode.
- CULTURE : Damien THEVENOT présente deux des acteurs de la série télévisée ""Aix mélodie"", Yann SUNDBERG et Olga SEKULIC. Ils parlent de la série, de leurs personnages... 
- Extrait de la série ""Aix mélodie""
- SAVEURS : David MARTIN donne la réponse au défi donné en début de semaine.
- METEO présentée par Nathalie RIHOUET"
2234259.001;France 2;2003;2000;Participation du public à distance;Culture connaissance;Magazine;01:24:01:00;"- DOSSIER : Prenez soin de vos veines. Dossier consacré aux problèmes de circulation veineuse : phlébites, embolies..etc. Avec le chroniqueur Richard  ZARZAVATDJIAN et Philippe BLANCHEMAISON, angiologue phlébologue en plateau. Entretien téléphonique avec Michel CLEREL, chef du département médical des aéroports de Paris. Illustration du débat par un reportage consacré aux problèmes d'embolies dans les vols classe économique des avions.
Yves CARRA reçoit les appels des télespectateurs.
Christelle BALLESTRERO présente des mouvements de gymnastique et des appareils pour soulager les jambes lourdes.

- BIZARRE BIZARRE : David GALLEY parle d'un peuple du Sud-Ouest, les Cagots, apparu vers l'an 800, qui a été soupçonné d'être d'origine extraterrestre. Reportage comprenant l'interview de Raymond FOURASTE, médecin, professeur à l'Université de Toulouse.

- MODE : Sophie PORTEIL présente les tendances en matière de maroquinerie, chaussures et sacs. 

- SOUVENIRS : Frédéric ZEITOUN consacre sa chronique au dessinateur Hergé, auteur de Tintin. Illustration par un reportage à Bruxelles et l'interview du secrétaire général de la Fondation Hergé, Bernard TORDEUR. 

- SAVEURS : David MARTIN présente la recette du consommé, fait à partir de bouillon gras.

- METEO présentée par Laurent ROMEJKO."
2579054.001;Canal +;2004;2000;Présence d'un public in situ;Variétés divertissement;Animation;00:13:55:00;"LUNDI :
- Pas d'émission.
MARDI :
- 1er JUIN 2004 : Chasse aux arrêts maladies abussifs lancé par le ministre de la santé Philippe Douste Blazy.
- GOUVERNER AUTREMENT :
Passation de pouvoir au gouvernement irakien.
- CASINO : une bombe explose devant le stade Louis II à Monaco.
- 1, 2, 3 SOLEIL : Météo France met en place un dispositif pour faire face une éventuelle canicule.
- D DAY : La gauche terrifiée à l'approche des élections européennes.
- OPERATION SEDUCTION : 
L'UMP en campagne pour les élections européennes.
- PETROLE PETROLE ! 
Jean Pierre Raffarin réagit à la hausse des prix sur le pétrole.
- LES COLOCATAIRES : 
Monsieur Sylvestre lance une nouvelle émission ""On a éventré vos mamans"".
MERCREDI :
- Débarquement d'Harry Potter sur les écrans français.
- PRESIDER AUTREMENT :
Lionel Jospin en meeting à Quimper pour les élections européennes.
- AND THE WINNER IS :
Nomination du nouveau président irakien par les américains.
- LES SOUS DOUES :
Le système de notation remit en cause à l'école.
- B DAY :
émission spéciale sur Tf1consacré au 6 juin 1944.
- OVNI :
Jean Pierre Raffarin gagne cinq points dans les sondages.
- MYSTERES :
54 % des français font confiance à Jacques Chirac.
- DAKAR DAKAR :
la renault à 5000 euros.
JEUDI
- 3 JUIN 2004 :
Mariage arrangé sur les plages normandes entre Jacques Chirac et George Bush.
Lionel Jospin euphorique lors des élections européennes.
- TOUT SUR MAMERE :
Polémique autour du mariage entre deux hommes prononcé par Noël Mamère.
- VOUS NE VIENDREZ PLUS CHEZ NOUS :
L'OPEP promet d'augmenter sa production de pétrole.
- NOU LE EURO COMME TOUT :
Jacques Chirac et l'Europe.
- SYSTEME D :
L'UMP en campagne pour les élections européennes.
- L'EUROPE AUTREMENT :
Lionel Jospin en campagne pour les élections européennes.
- LONG METRAGE :
France 3 diffuse ""Le jour le plus long""
VENDREDI
- 4 JUIN 2004 :
60ème anniversaire du débarquement en Normandie avec la présence de Gerhard Schröder.
George Tenet démissionne de la CIA.
- PAPY FAIT DE LA RESISTANCE :
Un héros du débarquement témoigne des conditions de la guerre.
- LES POILUS :
Un contingent écossais a participé au débarquement de Normandie.
- DEBARQUEMENT IMMEDIAT :
George Bush sur les plages de Normandie.
- DEVANT NRJ :
Hommage à radio Londres.
- LE JOUR DU SAIGNEUR :
George Bush rencontre le pape Jean Paul II.
- MA PETITE ENTREPRISE :
Monsieur Sylvestre dans la peau de George Tenet qui démissionne de la CIA.
- VIVEMENT DIMANCHE :
Soirée spéciale à l'occasion de l'anniversaire du débarquement en Normandie animée par Michel Drucker sur France 2."
2579461.001;Canal +;2004;2000;Présence d'un public in situ;Information;Magazine;01:06:04:00;"- En plateau, Igor et Grishka BOGDANOV, chercheurs en physique et en mathématiques, auteurs de ""Avant le Big Bang"", producteurs de l'émission ""Rayon X"" sur France 2 ;
- Edwige ANTIER, pédiatre, chroniqueuse sur France Info et France Inter, Elizabeth ROUDINESCO, historienne et psychanalyste, auteur ""La famille en désordre"" (éd. Fayard), qui ont un avis très différent sur l'homoparentalité et ses conséquences pour l'équilibre et l'épanouissement de l'enfant ;

- COUPLES HOMOSEXUELS : LE DESIR D'ETRE PARENTS :
- Joël BEDOS et Sophie RAZJMAN, parents homosexuels de la petite Louise, vivant chacun en couple différencié, parlent de leur parcours pour créer une famille et avoir un enfant (insémination artificielle) au grand dam d'Antier ; Louise est la fille biologique de la compagne de Sophie et de Joël ;

- reportage : Claire PASCALLET et Isabelle GAIDON vivant ensemble depuis 12 ans ont eu Théo par insémination artificielle ;

- INFO

- Léon MERCADET, portant lunettes de protection, évoque le transit de Vénus, sur des images de synthèse de l'Unité astronomique ;

- LES BOGDANOFF : LES EXTRATERRESTRES DE LA TELE :
- Les frères Bogdanoff reviennent sur leur carrière télévisuelle (images d'archives) et donnent leur théorie sur le BIG BANG à l'origine de l'univers développée dans leur livre ""Avant le Big Bang""."
