"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19"
"1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"4";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
"5";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"7";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"8";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"9";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"10";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"11";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"12";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"13";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
"14";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"15";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"16";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"17";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"18";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"19";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"20";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"21";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"22";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"23";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"24";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"25";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"26";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"27";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"28";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
"29";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"30";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
"31";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"32";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"33";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"34";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
"35";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"36";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"37";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
