petit;22;16;11;10;0;77
ancien;51;1;6;1;23;0
fille;9;12;1;1;26;77
monde;50;13;6;1;49;0
extraire;5;13;28;18;0;0
nouveau;22;11;10;8;0;0
nombreux;14;4;0;1;0;78
vie;41;27;10;3;0;0
terre;57;1;3;0;0;0
provoquer;4;3;0;0;0;77
incident;5;0;0;0;0;77
prendre;18;9;6;0;0;0
prétexte;0;0;0;0;0;77
homme;41;11;7;0;0;0
présenter;9;37;8;2;0;0
humour;1;3;6;0;52;0
super;5;1;2;0;49;0
planète;24;0;2;0;26;0
invité;8;7;8;22;0;0
voir;19;26;6;0;0;0
tenter;12;2;1;0;0;0
sauver;4;2;3;0;49;0
tête;1;3;2;1;49;0
film;8;8;16;5;0;0
venir;31;7;6;3;0;0
grand;16;6;26;1;0;0
premier;9;18;9;3;0;0
parler;11;33;7;0;0;0
phénomène;23;12;3;1;0;0
passer;30;6;6;1;0;0
parent;5;10;4;0;26;0
année;10;11;16;0;0;0
grave;1;0;0;0;49;0
péril;0;0;0;0;49;0
gasnier;0;4;1;38;0;0
bellver;0;1;0;46;0;0
ambre;0;0;0;46;0;0
étrange;23;4;1;0;0;0
reportage;8;30;5;1;0;0
découvrir;30;5;6;0;0;0
émission;3;23;8;3;0;0
côté;8;6;3;0;26;0
univers;9;8;0;0;26;0
rendre;30;4;0;1;0;0
image;11;19;8;0;0;0
enfant;12;18;5;0;0;0
spécialiste;8;2;0;21;0;0
mazaurette;0;0;0;37;0;0
espace;15;0;1;2;0;0
propre;4;7;3;0;26;0
livre;5;6;6;8;0;0
etienne;0;0;0;39;0;0
carbonnier;0;0;0;39;0;0
astronaute;37;0;0;1;0;0
aller;13;10;4;4;0;0
évoquer;8;14;6;1;0;0
recherche;18;1;1;6;0;0
quitter;4;2;3;3;26;0
scientifique;23;5;3;0;0;0
preuve;25;1;1;0;0;0
humain;29;1;3;0;0;0
histoire;15;8;3;3;0;0
donner;14;18;3;0;0;0
courir;2;3;5;0;26;0
plateau;1;28;7;0;0;0
maïa;0;0;0;35;0;0
lointain;8;0;0;0;26;0
expliquer;12;16;3;0;0;0
débat;6;4;9;1;0;0
dernier;15;12;2;2;0;0
retrouver;21;6;1;0;0;0
posséder;7;1;1;0;23;0
origine;26;6;0;0;0;1
comprendre;12;2;3;1;0;0
terrien;6;1;0;0;26;0
robot;3;2;3;0;0;0
naître;1;7;0;0;26;0
inviter;3;5;12;10;0;0
frédéric;1;11;7;12;0;0
voler;4;2;0;0;26;0
vivre;11;20;1;0;0;0
président;4;2;4;5;0;0
membre;2;0;2;0;0;0
général;2;4;0;0;0;0
trouver;18;5;2;0;0;0
revenir;13;10;2;4;0;0
luc;1;2;4;1;0;0
citation;4;0;12;2;0;0
cas;6;6;4;13;0;0
américain;17;2;6;1;0;0
acteur;0;5;2;14;0;0
témoin;8;6;2;0;0;0
thierry;0;6;2;7;0;0
sujet;1;8;15;3;0;0
question;16;2;8;0;0;0
manquer;1;4;0;0;26;0
grandir;0;4;0;0;26;0
forme;17;9;0;0;0;0
député;0;0;4;1;0;0
claude;3;10;2;1;0;0
unir;5;1;3;2;0;0
raconter;9;17;2;0;0;0
porte;5;1;4;2;0;0
intervenir;2;1;0;0;26;0
figure;3;0;1;0;26;0
édition;0;1;2;14;0;0
visuel;0;0;13;1;0;0
site;17;2;6;2;0;0
retour;0;0;19;4;0;0
recevoir;8;5;13;1;0;0
danger;1;2;0;0;26;0
affaire;5;5;9;0;0;0
théoricien;27;0;0;0;0;0
ciel;18;2;0;0;0;0
visiteur;25;0;0;0;0;0
témoignage;5;17;1;0;0;0
parole;2;1;4;2;0;0
objet;20;3;0;0;0;0
femme;9;14;0;1;0;0
entraîner;0;0;1;0;26;0
créature;8;1;2;0;0;0
connaître;12;7;6;0;0;0
sse;0;0;0;0;26;0
pté;0;0;0;0;26;0
partir;4;2;14;2;0;0
mélenchon;0;0;2;1;0;0
