"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,802037146052444;27,866246177848;27,866246177848
"facteur 2";0,769584073030773;26,7386857817982;54,6049319596462
"facteur 3";0,606604550427482;21,076070875288;75,6810028349342
"facteur 4";0,398940246886249;13,8609130321462;89,5419158670804
"facteur 5";0,301001143017639;10,4580841329196;100
