"";"X.anneedediff_1995";"X.anneedediff_1996";"X.anneedediff_1997";"X.anneedediff_1998";"X.anneedediff_1999";"X.anneedediff_2000";"X.anneedediff_2001";"X.anneedediff_2002";"X.anneedediff_2004";"X.anneedediff_2005";"X.anneedediff_2006";"X.anneedediff_2007";"X.anneedediff_2008";"X.anneedediff_2009";"X.anneedediff_2010";"X.anneedediff_2011";"X.anneedediff_2012";"X.anneedediff_2013";"X.anneedediff_2014";"X.anneedediff_2015";"X.anneedediff_2016";"X.anneedediff_2017";"X.anneedediff_2018";"X.anneedediff_2019";"X.anneedediff_2020";"X.anneedediff_2021";"X.anneedediff_2022";"X.anneedediff_2023"
"tromper";-0,03;-0,0121;-0,0633;-0,0469;-0,086;-0,0397;-0,1336;-0,0107;-0,0477;-0,2287;-0,1198;-0,5686;0,2869;-0,1308;-0,8272;-0,4305;-0,8932;-0,2268;-0,4305;-0,2783;-0,3087;-0,3615;-1,0471;-0,5211;-0,3639;-1,7665;-1,0473;21,3185
"mélenchon";-0,0279;-0,0113;-0,0589;-0,0437;-0,0801;-0,037;-0,1244;-0,01;-0,0444;-0,2129;-0,1116;-0,5294;-0,2939;-0,1218;-0,7701;0,22;-0,8316;-0,2112;-0,4008;-0,2591;-0,2874;0,2682;21,1721;-1,0016;-0,3388;-0,5298;-1,6572;-1,3938
"bernard";-0,0145;-0,0058;-0,0305;-0,0226;-0,0415;-0,0192;-0,0645;-0,0052;-0,023;-0,1104;-0,0578;-0,2745;-0,1524;-0,0632;-0,3993;-0,2078;-0,4312;-0,1095;-0,2078;-0,1343;0,5369;-0,1745;-0,1603;9,501;-0,1757;-0,8527;-0,8592;-0,2806
"beau";-0,0197;-0,0079;-0,0414;-0,0307;-0,0563;-0,026;-0,0876;-0,007;-0,0313;0,535;-0,0785;-0,3725;1,1009;0,7469;0,9346;0,3209;0,8631;-0,1486;2,4833;1,1951;-0,2022;-0,2368;-0,2632;-0,7048;-0,2384;-1,1573;-1,1661;-0,4495
"sembler";-0,0269;-0,0109;-0,0567;-0,0421;-0,0771;-0,0356;0,6178;-0,0096;-0,0428;0,4245;-0,1074;1,5843;-0,283;-0,1173;-0,2999;-0,3859;-0,3367;-0,2034;0,23;-0,2495;0,8857;0,2791;-0,4263;0,4445;0,2772;-0,4943;-0,2626;0,479
"crabe";-0,0269;-0,0109;-0,0567;-0,0421;-0,0771;-0,0356;-0,1198;-0,0096;-0,0428;-0,205;-0,1074;-0,5098;-0,283;-0,1173;-0,7416;-0,3859;-0,8008;-0,2034;-0,3859;-0,2495;-0,2768;-0,3241;-0,9388;-0,9645;-0,3263;-1,5837;-1,5958;24,733
"cacher";-0,0331;-0,0134;-0,0698;-0,0518;-0,0949;-0,0439;-0,1475;-0,0118;-0,0526;-0,2523;-0,1322;3,3858;0,7275;-0,1444;0,8447;-0,475;-0,4603;-0,2503;-0,1501;0,2951;-0,3407;-0,3989;-0,2802;0,9331;-0,4016;-1,1844;0,9229;-0,9495
"fatou";-0,0817;-0,033;-0,1724;-0,1278;-0,2344;-0,1083;-0,3642;-0,0292;-0,13;-0,6231;-0,3265;-1,5496;-0,8602;-0,3566;-2,2543;-1,1732;-2,4343;-0,6182;-1,1732;-0,7583;-0,8413;-0,9851;-2,8537;86,1069;-0,9918;-4,8143;-4,851;-4,0799
"bruno";-0,0217;-0,0088;-0,0458;-0,034;-0,0623;-0,0288;-0,0968;-0,0078;-0,0345;-0,1656;-0,0868;-0,4117;-0,2285;-0,0947;-0,599;-0,3117;-0,6468;-0,1642;-0,3117;-0,2015;1,0417;-0,2618;-0,7582;11,7852;0,3421;0,2751;-1,2889;-1,084
"françois";-0,0352;-0,0142;0,8042;-0,055;-0,1008;-0,0466;-0,1567;-0,0126;-0,0559;0,3367;-0,1405;10,2061;-0,3701;-0,1534;-0,9698;-0,5047;0,3827;-0,266;-0,5047;0,2772;0,2476;0,6021;-0,3156;-0,6557;1,1438;0,3334;-2,087;-1,7553
"comment";-0,089;-0,0359;-0,1877;-0,1392;-0,2552;-0,1179;-0,3965;-0,0318;-0,1415;-0,6784;-0,3555;-1,687;-0,9364;-0,3882;-2,4542;-0,3518;0,4262;-0,673;0,4848;2,5511;-0,1843;-0,5276;-1,0944;-3,1919;0,3518;-4,0961;-5,2812;31,7158
"concours";-0,0114;-0,0046;-0,024;-0,0178;-0,0326;-0,0151;-0,0507;-0,0041;-0,0181;-0,0867;1,0029;-0,2156;-0,1197;-0,0496;0,8187;-0,1633;1,4572;-0,086;0,504;1,638;-0,1171;-0,1371;-0,3971;-0,408;0,565;-0,67;-0,6751;-0,1897
"colocataire";-0,0579;-0,0234;-0,1222;-0,0906;-0,1661;-0,0768;-0,2581;-0,0207;-0,0921;-0,4416;-0,2314;-1,0982;-0,6096;-0,2527;-1,5977;-0,8315;-1,7253;-0,4381;-0,8315;-0,5374;-0,5963;-0,6982;-2,0225;-2,0779;-0,7029;2,3364;23,8062;-2,8915
"parisien";-0,0103;-0,0042;-0,0218;-0,0162;-0,0297;-0,0137;-0,0461;-0,0037;-0,0164;0,7799;-0,0413;-0,196;-0,1088;-0,0451;0,8879;-0,1484;0,8348;-0,0782;1,3722;-0,0959;-0,1064;-0,1246;-0,361;0,2408;-0,1255;-0,2101;-0,6137;-0,1616
"raven";-0,1408;-0,0568;-0,2969;-0,2202;-0,4037;-0,1866;-0,6273;-0,0503;-0,2239;-1,0732;-0,5624;-2,6688;-1,4815;-0,6141;-3,8826;-2,0206;-4,1927;-1,0647;-2,0206;-1,306;-1,449;-1,6967;0,707;-5,0497;-0,5972;5,4725;37,0429;-7,027
"provoquer";-0,0911;-0,0368;-0,192;-0,1424;1,6492;-0,1207;-0,4057;-0,0325;-0,1448;-0,6942;-0,3637;-1,7262;-0,9582;0,2223;-2,5113;-1,3069;-2,7119;-0,6886;-1,3069;0,2399;-0,9372;-1,0975;-3,179;74,6747;-0,5506;-5,3631;-4,2464;-3,4615
"système";-0,0176;-0,0071;-0,0371;-0,0275;-0,0504;-0,0233;-0,0783;-0,0063;-0,028;-0,134;-0,0702;-0,3333;-0,185;-0,0767;1,0483;-0,2523;-0,5236;-0,133;-0,2523;-0,1631;-0,181;-0,2119;-0,6138;-0,6306;-0,2133;2,4171;-1,0433;2,8103
"brigitte";-0,0145;-0,0058;-0,0305;-0,0226;-0,0415;-0,0192;-0,0645;-0,0052;-0,023;-0,1104;-0,0578;-0,2745;-0,1524;-0,0632;-0,3993;-0,2078;-0,4312;-0,1095;-0,2078;-0,1343;-0,149;-0,1745;-0,5054;15,2243;-0,1757;-0,8527;-0,8592;-0,7226
"adolescent";-0,0279;-0,0113;-0,0589;-0,0437;-0,0801;-0,037;-0,1244;-0,01;-0,0444;1,0735;-0,1116;-0,5294;-0,2939;-0,1218;-0,7701;-0,4008;-0,8316;-0,2112;-0,4008;-0,2591;-0,2874;0,2682;8,5145;-1,0016;0,2663;2,2454;-1,6572;-1,3938
"toutes";-0,061;-0,0246;-0,1287;-0,0955;0,4793;-0,0809;-0,272;-0,0218;-0,0971;-0,4653;-0,2438;-0,5858;0,3658;-0,2662;-0,32;9,1312;-1,8177;-0,145;-0,3913;-0,2009;-0,2364;-0,7356;-1,3442;-2,1893;-0,3043;-1,907;-3,6223;12,3023
"oise";-0,0155;-0,0063;-0,0327;-0,0243;-0,0445;-0,0206;-0,0691;-0,0055;-0,0247;-0,1183;-0,062;-0,2941;-0,1632;-0,0677;-0,4278;-0,2226;-0,462;-0,1173;-0,2226;-0,1439;-0,1597;-0,187;-0,5415;16,3124;-0,1882;-0,9136;-0,9206;-0,7743
"monter";-0,0124;-0,005;-0,0262;-0,0194;-0,0356;-0,0164;-0,0553;-0,0044;-0,0197;-0,0946;0,9671;0,3786;2,5507;-0,0541;0,2634;0,4731;-0,3696;-0,0938;1,2251;-0,1151;-0,1277;-0,1496;-0,4332;-0,4451;2,3785;-0,7309;-0,7364;-0,6194
"48";-0,0197;-0,0079;-0,0414;-0,0307;-0,0563;-0,026;-0,0876;-0,007;-0,0313;-0,1498;-0,0785;-0,3725;-0,2068;-0,0857;1,5336;0,8778;-0,5852;-0,1486;-0,282;-0,1823;-0,2022;-0,2368;0,3425;1,1909;-0,2384;-0,2686;-1,1661;1,2707
"49";-0,0165;-0,0067;-0,0349;-0,0259;-0,0474;-0,0219;-0,0737;-0,0059;-0,0263;-0,1261;-0,0661;-0,3137;-0,1741;-0,0722;1,7961;1,0034;-0,4928;-0,1251;-0,2375;-0,1535;-0,1703;-0,1994;-0,1998;0,4188;-0,2008;-0,1871;-0,982;1,5736
"47";-0,0238;-0,0096;-0,0502;-0,0372;-0,0682;-0,0315;-0,106;-0,0085;-0,0378;-0,1813;-0,095;-0,4509;-0,2503;-0,1038;1,877;1,3911;-0,7084;-0,1799;-0,3414;-0,2207;-0,2448;-0,2867;0,2537;0,2425;0,3138;-0,1902;-1,4116;1,9717
"44";-0,0269;-0,0109;-0,0567;-0,0421;-0,0771;-0,0356;-0,1198;-0,0096;-0,0428;-0,205;-0,1074;-0,5098;-0,283;-0,1173;0,6438;0,23;-0,8008;-0,2034;0,23;-0,2495;-0,2768;-0,3241;1,8328;0,7978;1,434;0,6061;-1,5958;0,2444
"45";-0,0248;-0,01;-0,0523;-0,0388;-0,0712;-0,0329;-0,1106;-0,0089;-0,0395;-0,1892;-0,0992;-0,4705;2,5732;-0,1083;0,7136;0,7162;-0,7392;-0,1877;-0,3563;-0,2303;-0,2555;-0,2992;0,5244;0,8915;-0,3012;-0,4255;-1,473;1,3469
"42";-0,0197;-0,0079;-0,0414;-0,0307;-0,0563;-0,026;-0,0876;-0,007;-0,0313;-0,1498;-0,0785;-0,3725;-0,2068;-0,0857;3,9739;0,3209;-0,5852;-0,1486;-0,282;-0,1823;-0,2022;-0,2368;-0,2632;-0,7048;0,9968;0,336;-1,1661;1,2707
"40";-0,0331;-0,0134;-0,0698;-0,0518;-0,0949;-0,0439;-0,1475;-0,0118;-0,0526;-0,2523;-0,1322;-0,6274;0,2584;-0,1444;0,8447;-0,475;-0,9857;-0,2503;-0,475;-0,307;-0,3407;3,6111;3,1746;-0,6012;0,6361;-0,2291;-1,9642;0,5441
"41";-0,0134;-0,0054;-0,0284;-0,021;-0,0386;-0,0178;-0,0599;-0,0048;-0,0214;-0,1025;-0,0537;-0,2549;-0,1415;-0,0586;1,3431;3,1475;-0,4004;-0,1017;-0,193;-0,1247;-0,1384;-0,162;-0,1416;-0,1479;0,5043;-0,3209;-0,7978;0,3598
"membre";-0,0434;-0,0175;-0,0916;-0,0679;-0,1246;-0,0576;-0,1936;-0,0155;-0,0691;-0,3312;-0,1735;0,5485;-0,4572;0,4515;-1,1981;0,7783;-0,6823;-0,3286;-0,2324;-0,403;-0,4472;-0,1766;0,9411;12,9242;-0,5271;-1,6938;-0,7493;-2,1684
"inédit";-0,0197;-0,0079;-0,0414;-0,0307;-0,0563;-0,026;-0,0876;-0,007;-0,0313;-0,1498;-0,0785;0,2397;0,4216;-0,0857;12,832;-0,282;-0,5852;-0,1486;-0,282;-0,1823;-0,2022;1,0017;-0,2632;-0,7048;-0,2384;-1,1573;-1,1661;-0,9808
"direct";-0,0197;-0,0079;-0,0414;-0,0307;-0,0563;-0,026;-0,0876;-0,007;-0,0313;2,3434;-0,0785;-0,3725;-0,2068;-0,0857;0,4654;2,4833;1,4305;-0,1486;-0,282;-0,1823;-0,2022;-0,2368;-0,686;-0,7048;-0,2384;-0,5706;0,3314;-0,1938
"air";-0,0103;-0,0042;-0,0218;-0,0162;-0,0297;-0,0137;-0,0461;-0,0037;-0,0164;0,7799;-0,0413;1,1597;-0,1088;-0,0451;-0,2852;0,5384;1,5733;-0,0782;-0,1484;-0,0959;-0,1064;-0,1246;0,2483;-0,3709;-0,1255;0,4161;-0,6137;-0,5161
"philippe";-0,0186;-0,0075;1,0633;-0,0291;0,9368;-0,0247;-0,0829;-0,0067;-0,0296;0,5548;-0,0744;0,7272;-0,1959;-0,0812;0,4967;-0,2672;-0,1883;0,5577;-0,2672;-0,1727;0,4477;-0,2244;1,3002;0,3565;-0,2259;-0,2403;-1,1047;-0,9291
"même";-0,061;1,2584;0,5909;-0,0955;-0,175;-0,0809;0,8905;-0,0218;-0,0971;0,5422;-0,2438;1,3442;0,3658;-0,2662;-0,5726;0,2263;2,1952;-0,145;0,4971;-0,5662;4,0661;-0,7356;-0,5265;-1,3924;0,2978;-0,3139;-1,0141;-1,4933
"changer";-0,0155;-0,0063;-0,0327;-0,0243;-0,0445;-0,0206;-0,0691;-0,0055;-0,0247;-0,1183;-0,062;0,3081;-0,1632;-0,0677;1,899;0,3968;-0,462;-0,1173;0,3968;-0,1439;0,512;0,4562;-0,5415;-0,1876;-0,1882;-0,4006;0,5003;-0,3129
"pendant";-0,0279;-0,0113;-0,0589;-0,0437;-0,0801;-0,037;1,4842;-0,01;-0,0444;0,4118;-0,1116;-0,1777;0,8437;-0,1218;0,2848;0,6393;0,5517;1,0794;1,2157;0,3475;0,3151;1,3991;-0,9749;-0,4691;-0,3388;-1,6447;-0,5369;-0,7495
"actualité";-0,0341;-0,0138;-0,072;-0,0534;-0,0979;-0,0452;-0,1521;-0,0122;-0,0543;-0,2602;0,5695;-0,647;0,2498;-0,1489;0,4554;-0,4899;0,4029;-0,2581;-0,4899;-0,3166;0,7215;0,6209;0,3044;0,548;0,2114;1,2332;-1,2466;0,289
"m6";-0,0207;-0,0084;-0,0436;-0,0324;-0,0593;-0,0274;-0,0922;-0,0074;-0,0329;-0,1577;0,7613;-0,3921;2,8801;-0,0902;3,8113;3,3636;-0,2233;-0,1564;-0,2969;-0,1919;-0,2129;-0,2493;-0,7221;0,3048;-0,251;-1,2182;-1,2275;-1,0324
"assez";-0,0176;-0,0071;-0,0371;-0,0275;-0,0504;-0,0233;-0,0783;-0,0063;-0,028;-0,134;-0,0702;-0,3333;-0,185;-0,0767;-0,4849;17,8587;-0,1715;-0,133;-0,2523;-0,1631;-0,181;-0,2119;-0,6138;-0,2299;-0,2133;-1,0354;-1,0433;-0,3798
"mois";-0,0176;-0,0071;-0,0371;-0,0275;0,9602;-0,0233;-0,0783;-0,0063;-0,028;-0,134;0,8259;-0,3333;0,4598;-0,0767;1,7016;-0,2523;-0,1715;-0,133;0,9585;-0,1631;-0,181;0,4133;0,4001;-0,6306;-0,2133;0,4115;-1,0433;-0,3798
"me";-0,0228;-0,0092;-0,048;-0,0356;2,0109;-0,0302;-0,1014;-0,0081;-0,0362;-0,1735;-0,0909;-0,4313;0,3728;-0,0993;-0,6275;-0,3266;-0,2598;-0,1721;1,4411;-0,2111;0,3801;-0,2742;-0,7943;9,9945;-0,2761;-1,34;-1,3503;-1,1356
"ma";-0,0103;-0,0042;-0,0218;-0,0162;-0,0297;-0,0137;-0,0461;-0,0037;-0,0164;-0,0788;-0,0413;-0,196;2,7978;-0,0451;0,8879;0,5384;-0,308;-0,0782;2,4196;-0,0959;-0,1064;-0,1246;-0,361;-0,3709;0,6004;-0,609;-0,6137;-0,5161
"naître";-0,0942;-0,038;-0,1986;-0,1473;-0,27;-0,1248;-0,4196;1,1275;-0,1498;-0,7178;-0,3762;-1,7851;-0,9909;-0,4108;-2,5969;-1,3515;-1,918;-0,7121;0,7178;-0,8736;-0,9692;-1,1349;1,8887;-3,3776;-0,2854;3,2912;12,9714;-2,1908
"mi";-0,0114;-0,0046;-0,024;-0,0178;-0,0326;-0,0151;-0,0507;-0,0041;-0,0181;-0,0867;-0,0454;-0,2156;-0,1197;-0,0496;-0,3137;-0,1633;-0,3388;-0,086;-0,1633;-0,1055;-0,1171;-0,1371;-0,3971;11,9607;-0,138;-0,67;-0,6751;-0,5678
"enquête";-0,0372;-0,015;-0,0785;-0,0582;0,6616;-0,0493;-0,1659;-0,0133;-0,0592;0,3189;-0,1487;0,3226;-0,3918;-0,1624;-0,2242;1,4967;0,3456;1,5826;0,4659;0,2607;-0,3833;-0,1373;0,4913;-1,3356;2,4725;-1,3853;-1,3991;0,4226
"entretien";-0,0145;-0,0058;-0,0305;-0,0226;-0,0415;-0,0192;-0,0645;-0,0052;-0,023;-0,1104;2,1221;-0,2745;-0,1524;2,049;-0,3993;-0,2078;6,0049;-0,1095;0,4199;-0,1343;-0,149;0,4803;-0,5054;-0,5193;-0,1757;-0,8527;-0,8592;-0,7226
"laquelle";-0,0124;-0,005;-0,0262;-0,0194;-0,0356;-0,0164;-0,0553;-0,0044;-0,0197;0,7083;0,9671;1,8539;-0,1306;-0,0541;-0,3422;-0,1781;0,7069;-0,0938;-0,1781;-0,1151;0,5938;-0,1496;-0,4332;0,193;-0,1506;-0,7309;-0,286;0,4024
"nouvelle";-0,0259;-0,0104;0,9281;-0,0404;-0,0741;-0,0343;-0,1152;-0,0092;-0,0411;0,4379;0,6744;0,5186;-0,2721;-0,1128;0,3208;-0,3711;1,5991;-0,1955;0,2407;-0,2399;-0,2661;1,4855;0,2192;-0,178;0,8001;-0,8447;-0,8536;-0,6719
"vite";1,5502;-0,005;-0,0262;-0,0194;-0,0356;-0,0164;-0,0553;-0,0044;-0,0197;-0,0946;-0,0496;-0,2353;-0,1306;-0,0541;0,7573;2,1782;2,1582;-0,0938;-0,1781;-0,1151;-0,1277;0,5356;-0,4332;0,193;-0,1506;-0,7309;-0,7364;-0,6194
"mettre";-0,0445;-0,018;0,7116;0,8297;-0,1275;-0,0589;1,9765;-0,0159;-0,0707;0,2661;-0,1777;1,3978;-0,4681;-0,194;0,868;0,3705;-0,3683;-0,3364;0,3705;1,8464;-0,1424;-0,1834;-1,5528;-1,5954;0,909;-0,7736;0,4736;-0,9014
"autre";-0,029;-0,0117;-0,0611;-0,0453;-0,083;1,0728;0,59;-0,0103;-0,0461;0,3996;-0,1157;1,4777;-0,3047;-0,1263;0,582;0,2104;0,9161;-0,219;0,2104;-0,2687;-0,2981;-0,349;-0,476;0,7154;0,2559;-0,308;-0,9983;-0,4218
"jeune";-0,0962;-0,0389;-0,203;0,5333;-0,276;-0,1275;-0,4288;-0,0344;-0,1531;-0,3013;-0,3844;1,6632;-0,2257;0,2079;1,831;-1,3813;-0,6401;1,0688;4,1712;-0,8928;-0,4706;0,3084;2,9907;-2,4832;1,3016;0,3522;-3,6545;-1,7671
"construire";-0,0176;-0,0071;-0,0371;1,2122;-0,0504;-0,0233;-0,0783;-0,0063;-0,028;-0,134;-0,0702;-0,3333;-0,185;-0,0767;-0,4849;0,3559;-0,5236;1,4408;-0,2523;0,5043;-0,181;-0,2119;-0,6138;-0,6306;-0,2133;-0,2131;1,2023;1,4633
"réal";-0,0114;-0,0046;-0,024;-0,0178;-0,0326;-0,0151;-0,0507;-0,0041;-0,0181;19,216;-0,0454;-0,2156;-0,1197;-0,0496;-0,3137;-0,1633;-0,3388;-0,086;-0,1633;-0,1055;-0,1171;-0,1371;-0,3971;-0,408;-0,138;-0,67;-0,6751;-0,5678
"émission";-0,1076;-0,0435;-0,227;-0,1683;-0,3086;-0,1426;-0,4796;-0,0385;-0,1712;16,7985;-0,4299;-2,0404;-0,2813;-0,4695;5,1018;1,6172;2,3181;-0,814;-0,4989;0,4008;0,3349;0,2465;-0,5724;-2,1362;-1,306;-1,89;-2,3581;-1,0355
"coeur";-0,0176;-0,0071;-0,0371;-0,0275;-0,0504;-0,0233;-0,0783;-0,0063;-0,028;-0,134;0,8259;-0,3333;-0,185;-0,0767;1,0483;0,9585;-0,1715;0,5789;0,3559;0,5043;0,4676;0,4133;0,4001;-0,6306;0,411;-0,2131;-1,0433;-0,8775
"claude";-0,0279;-0,0113;-0,0589;-0,0437;-0,0801;-0,037;-0,1244;-0,01;-0,0444;1,0735;0,6449;-0,1777;-0,2939;-0,1218;-0,7701;-0,4008;0,2517;-0,2112;-0,4008;0,3475;0,859;-0,3366;7,446;-1,0016;2,1663;-0,94;-1,6572;-1,3938
"présidentiel";-0,0145;-0,0058;-0,0305;-0,0226;-0,0415;-0,0192;-0,0645;-0,0052;-0,023;-0,1104;-0,0578;-0,2745;-0,1524;-0,0632;-0,3993;0,4199;-0,4312;-0,1095;-0,2078;-0,1343;-0,149;2,1863;0,5105;-0,5193;-0,1757;3,9103;-0,8592;-0,7226
"photo";-0,0124;-0,005;-0,0262;-0,0194;-0,0356;-0,0164;-0,0553;-0,0044;-0,0197;-0,0946;-0,0496;1,8539;-0,1306;0,9311;0,7573;0,4731;0,2418;-0,0938;-0,1781;-0,1151;-0,1277;0,5356;-0,4332;-0,4451;-0,1506;-0,7309;-0,7364;0,8434
"boulot";-0,059;-0,0238;-0,1244;-0,0922;-0,1691;-0,0781;-0,2627;-0,0211;-0,0938;-0,4495;-0,2356;-1,1178;-0,6205;-0,2572;-1,6262;-0,3716;-1,7561;-0,4459;-0,8463;-0,547;-0,6069;-0,7107;-1,2844;-2,115;-0,7155;1,8706;23,3139;-2,9432
"transformer";-0,0155;1,8442;-0,0327;1,2649;-0,0445;-0,0206;-0,0691;-0,0055;-0,0247;-0,1183;-0,062;-0,2941;-0,1632;-0,0677;0,203;0,3968;-0,1392;1,543;1,052;-0,1439;-0,1597;-0,187;-0,5415;-0,5564;-0,1882;0,2201;-0,9206;1,1058
"frontière";-0,0134;-0,0054;-0,0284;-0,021;-0,0386;-0,0178;-0,0599;-0,0048;-0,0214;-0,1025;0,9344;-0,2549;-0,1415;-0,0586;-0,3708;0,4452;-0,4004;-0,1017;-0,193;-0,1247;-0,1384;-0,162;-0,1416;-0,4822;-0,1631;6,5429;-0,7978;-0,671
"candidat";-0,0165;-0,0067;-0,0349;-0,0259;-0,0474;-0,0219;-0,0737;-0,0059;-0,0263;-0,1261;-0,0661;-0,3137;-0,1741;-0,0722;0,5678;0,3755;-0,4928;-0,1251;-0,2375;0,5262;-0,1703;2,0175;-0,5777;-0,5935;-0,2008;3,3843;-0,982;-0,3459
"alien";-0,0145;-0,0058;-0,0305;-0,0226;-0,0415;-0,0192;-0,0645;-0,0052;-0,023;-0,1104;-0,0578;-0,2745;-0,1524;-0,0632;0,221;-0,2078;-0,4312;0,652;0,4199;-0,1343;0,5369;0,4803;-0,5054;-0,5193;-0,1757;-0,3602;3,8881;-0,7226
"jean";-0,0911;-0,0368;0,4469;-0,1424;-0,2611;-0,1207;-0,4057;-0,0325;-0,1448;1,1274;0,693;-0,3445;-0,9582;0,2223;-1,1193;-0,698;-0,8551;-0,6886;-1,3069;0,5199;0,7827;-0,5453;18,4631;-2,3189;-0,5506;0,5896;-5,4041;-0,3289
"proposer";-0,0238;-0,0096;-0,0502;-0,0372;0,8376;-0,0315;-0,106;-0,0085;-0,0378;1,1955;-0,095;1,1033;0,3585;-0,1038;0,752;-0,3414;1,1651;-0,1799;-0,3414;-0,2207;0,9743;-0,2867;0,2537;-0,3687;0,3138;-0,1902;-1,4116;-1,1873
"fête";-0,0103;-0,0042;-0,0218;1,437;-0,0297;-0,0137;-0,0461;-0,0037;-0,0164;-0,0788;-0,0413;-0,196;-0,1088;-0,0451;0,3175;-0,1484;-0,308;-0,0782;-0,1484;-0,0959;2,8251;0,603;0,7282;0,2408;-0,1255;-0,609;-0,6137;-0,1616
"vérité";-0,0114;-0,0046;-0,024;-0,0178;-0,0326;-0,0151;-0,0507;-0,0041;-0,0181;-0,0867;-0,0454;1,9645;0,6182;-0,0496;-0,3137;-0,1633;0,2663;-0,086;0,504;-0,1055;0,6265;-0,1371;-0,3971;0,2153;-0,138;-0,67;0,7745;-0,5678
"manquer";-0,09;-0,0363;-0,1898;-0,1408;-0,2581;-0,1193;-0,4011;-0,0322;-0,1432;-0,6863;-0,3596;-1,0057;-0,9473;-0,3927;-2,4827;-1,2921;-2,681;-0,6808;0,2494;-0,3659;-0,9266;-1,085;2,0553;-3,229;-0,2614;3,6062;13,799;-3,4144
"enfin";-0,0155;1,8442;-0,0327;-0,0243;-0,0445;-0,0206;0,8323;-0,0055;-0,0247;-0,1183;-0,062;-0,2941;-0,1632;0,8408;0,6084;0,3968;0,5618;-0,1173;0,3968;-0,1439;-0,1597;-0,187;-0,1797;0,4549;0,4538;-0,4006;-0,4051;-0,7743
"2999";-0,0445;-0,018;-0,0938;-0,0696;-0,1275;0,8965;-0,1982;-0,0159;-0,0707;-0,3391;-0,1777;-0,8432;-0,4681;-0,194;-1,2266;0,3705;42,6554;-0,3364;-0,6384;-0,4126;-0,4578;-0,5361;-1,5528;-1,5954;-0,5397;-2,6196;-2,6396;-2,2201
"bande";-0,0176;-0,0071;-0,0371;-0,0275;-0,0504;-0,0233;-0,0783;-0,0063;-0,028;1,4345;-0,0702;-0,3333;0,4598;-0,0767;-0,1516;-0,2523;0,4865;0,5789;-0,2523;-0,1631;-0,181;0,4133;2,833;-0,2299;-0,2133;-1,0354;-0,4894;-0,3798
"59";-0,0217;-0,0088;-0,0458;-0,034;-0,0623;-0,0288;-0,0968;-0,0078;-0,0345;-0,1656;-0,0868;-0,4117;-0,2285;-0,0947;2,8093;0,8072;-0,6468;-0,1642;-0,3117;-0,2015;-0,2235;-0,2618;-0,3078;0,2822;-0,2635;0,2751;-1,2889;2,2087
"58";-0,0145;-0,0058;-0,0305;-0,0226;-0,0415;-0,0192;-0,0645;-0,0052;-0,023;-0,1104;-0,0578;-0,2745;-0,1524;-0,0632;1,2588;1,1046;-0,4312;-0,1095;-0,2078;-0,1343;-0,149;-0,1745;-0,5054;0,9954;-0,1757;-0,8527;-0,8592;2,5744
"55";-0,0248;-0,01;-0,0523;-0,0388;-0,0712;-0,0329;-0,1106;-0,0089;-0,0395;-0,1892;0,6901;-0,4705;-0,2612;-0,1083;0,7136;0,7162;-0,7392;-0,1877;-0,3563;-0,2303;-0,2555;-0,2992;-0,3779;0,5043;-0,3012;1,5242;-1,473;1,8652
"54";-0,0269;-0,0109;-0,0567;-0,0421;-0,0771;-0,0356;-0,1198;-0,0096;-0,0428;-0,205;-0,1074;-0,5098;-0,283;-0,1173;3,0291;1,978;-0,8008;-0,2034;-0,3859;-0,2495;-0,2768;-0,3241;0,4635;0,7978;-0,3263;-0,2581;-1,5958;0,7977
"56";-0,0186;-0,0075;-0,0393;-0,0291;-0,0534;-0,0247;-0,0829;-0,0067;-0,0296;-0,1419;-0,0744;-0,3529;-0,1959;-0,0812;0,4967;2,5744;-0,5544;-0,1408;-0,2672;-0,1727;-0,1916;-0,2244;-0,2415;1,8957;-0,2259;-0,5269;-1,1047;1,3627
"51";-0,0207;-0,0084;-0,0436;-0,0324;-0,0593;-0,0274;-0,0922;-0,0074;-0,0329;-0,1577;-0,0826;-0,3921;-0,2177;-0,0902;5,8301;-0,2969;-0,616;-0,1564;-0,2969;-0,1919;-0,2129;-0,2493;-0,2853;-0,7419;0,3576;0,304;-1,2275;1,7195
"50";-0,0341;-0,0138;-0,072;-0,0534;-0,0979;-0,0452;-0,1521;-0,0122;-0,0543;-0,2602;-0,1363;-0,2449;-0,3592;-0,1489;1,2549;-0,1579;1,1432;-0,2581;-0,4899;-0,3166;-0,3513;1,1819;0,5728;0,289;0,2114;-0,7562;-1,2466;1,1583
"53";-0,0155;-0,0063;-0,0327;-0,0243;-0,0445;-0,0206;-0,0691;-0,0055;-0,0247;-0,1183;-0,062;-0,2941;-0,1632;-0,0677;0,6084;1,052;-0,462;-0,1173;-0,2226;-0,1439;-0,1597;-0,187;-0,1797;0,4549;-0,1882;0,2201;-0,9206;2,3955
"52";-0,0217;-0,0088;-0,0458;-0,034;-0,0623;-0,0288;-0,0968;-0,0078;-0,0345;-0,1656;-0,0868;-0,4117;-0,2285;-0,0947;2,8093;0,8072;-0,6468;-0,1642;-0,3117;-0,2015;-0,2235;-0,2618;-0,3078;-0,779;-0,2635;0,5347;-1,2889;2,884
