"";"X.anneedediff_1995";"X.anneedediff_1996";"X.anneedediff_1997";"X.anneedediff_1998";"X.anneedediff_1999";"X.anneedediff_2000";"X.anneedediff_2001";"X.anneedediff_2002";"X.anneedediff_2004";"X.anneedediff_2005";"X.anneedediff_2006";"X.anneedediff_2007";"X.anneedediff_2008";"X.anneedediff_2009";"X.anneedediff_2010";"X.anneedediff_2011";"X.anneedediff_2012";"X.anneedediff_2013";"X.anneedediff_2014";"X.anneedediff_2015";"X.anneedediff_2016";"X.anneedediff_2017";"X.anneedediff_2018";"X.anneedediff_2019";"X.anneedediff_2020";"X.anneedediff_2021";"X.anneedediff_2022";"X.anneedediff_2023"
"alliance";-0,0176;-0,0071;-0,0371;-0,0275;-0,0504;-0,0233;-0,0783;-0,0063;-0,028;-0,134;-0,0702;-0,3333;-0,185;-0,0767;-0,4849;-0,2523;-0,5236;-0,133;-0,2523;-0,1631;-0,181;1,0853;12,6501;-0,6306;-0,2133;-1,0354;-0,4894;-0,8775
"catherine";-0,0259;-0,0104;-0,0545;-0,0404;-0,0741;-0,0343;-0,1152;-0,0092;-0,0411;4,1337;-0,1033;0,5186;-0,2721;-0,1128;-0,7131;-0,3711;-0,77;-0,1955;-0,3711;-0,2399;-0,2661;-0,3116;-0,9027;1,8648;-0,3137;2,5003;-0,2387;-1,2905
"lune";-0,0134;-0,0054;-0,0284;-0,021;-0,0386;-0,0178;-0,0599;-0,0048;-0,0214;-0,1025;-0,0537;-0,2549;-0,1415;-0,0586;-0,3708;-0,193;2,0224;-0,1017;-0,193;3,8586;0,5641;-0,162;-0,4693;-0,1479;-0,1631;-0,7918;-0,7978;0,7652
"nommer";-0,0103;-0,0042;-0,0218;-0,0162;-0,0297;1,5078;-0,0461;-0,0037;-0,0164;-0,0788;-0,0413;0,4398;-0,1088;1,0059;0,8879;-0,1484;-0,308;-0,0782;0,5384;-0,0959;-0,1064;-0,1246;0,2483;0,7105;-0,1255;-0,2101;-0,6137;-0,5161
"milieu";-0,0124;-0,005;-0,0262;-0,0194;1,1042;-0,0164;-0,0553;-0,0044;-0,0197;-0,0946;-0,0496;1,0184;-0,1306;-0,0541;0,2634;-0,1781;0,2418;-0,0938;1,2251;2,7045;-0,1277;-0,1496;-0,4332;0,193;-0,1506;-0,7309;-0,7364;-0,2189
"participer";-0,0124;-0,005;-0,0262;-0,0194;-0,0356;-0,0164;-0,0553;1,9931;-0,0197;0,7083;-0,0496;-0,2353;-0,1306;-0,0541;-0,3422;-0,1781;0,7069;1,7293;-0,1781;0,6329;1,4827;-0,1496;-0,4332;-0,4451;-0,1506;0,3202;-0,7364;-0,2189
"seul";-0,029;-0,0117;-0,0611;1,0042;0,7593;-0,0384;-0,129;-0,0103;-0,0461;0,3996;-0,1157;0,4533;0,2973;-0,1263;0,2686;-0,4156;1,4052;-0,219;-0,4156;0,9056;-0,2981;0,2578;-0,476;0,3925;0,2559;-0,9882;-0,3133;-0,2112
"survivre";-0,0176;-0,0071;-0,0371;-0,0275;-0,0504;-0,0233;-0,0783;-0,0063;-0,028;-0,134;-0,0702;-0,3333;-0,185;-0,0767;-0,4849;20,0205;-0,5236;-0,133;-0,2523;-0,1631;-0,181;-0,2119;-0,6138;-0,6306;-0,2133;-1,0354;-0,2163;-0,8775
"tamaran";-0,0838;-0,0338;-0,1767;-0,1311;-0,2403;-0,1111;-0,3734;-0,03;-0,1333;-0,6389;-0,3348;-1,5888;-0,882;-0,3656;-2,3114;-1,2029;-2,496;-0,6338;-1,2029;-0,7775;-0,8626;-1,0101;2,3336;-3,0062;-0,2269;4,1353;15,1748;-4,1833
"mauvais";-0,0165;-0,0067;-0,0349;-0,0259;-0,0474;1,3077;-0,0737;-0,0059;-0,0263;-0,1261;0,8502;-0,3137;-0,1741;-0,0722;-0,137;-0,2375;-0,4928;0,6015;1,0034;-0,1535;0,4889;0,4339;-0,5777;-0,5935;0,4316;-0,9745;-0,982;2,9968
"chez";-0,0393;3,2046;-0,0829;-0,0615;0,641;-0,0521;-0,1751;-0,014;-0,0625;-0,2996;-0,157;0,6295;3,4969;-0,1715;-0,2501;2,0703;2,4359;-0,2973;-0,5641;0,2456;0,63;0,5344;-0,7392;-1,4098;0,5304;-1,4873;-2,3326;-0,7312
"chef";-0,0197;-0,0079;-0,0414;-0,0307;-0,0563;-0,026;-0,0876;-0,007;-0,0313;-0,1498;-0,0785;-0,3725;-0,2068;-0,0857;-0,1821;0,8778;1,4305;-0,1486;2,4833;0,465;-0,2022;-0,2368;-0,686;-0,2743;0,9968;-0,5706;-1,1661;0,4437
"hors";-0,0321;-0,0129;-0,0676;-0,0501;-0,0919;-0,0425;-0,1429;-0,0115;-0,051;-0,2444;-0,1281;-0,6078;0,2675;-0,1399;-0,8842;-0,4602;-0,4391;-0,2425;-0,4602;-0,2974;-0,33;-0,3864;-1,1194;-0,5743;-0,389;-0,6784;-1,9028;19,7498
"communauté";-0,0155;-0,0063;-0,0327;-0,0243;1,0117;-0,0206;-0,0691;-0,0055;-0,0247;-0,1183;-0,062;2,4568;-0,1632;-0,0677;-0,4278;-0,2226;-0,462;-0,1173;-0,2226;-0,1439;-0,1597;-0,187;-0,5415;3,1056;0,4538;-0,9136;-0,9206;0,6342
"servir";-0,0403;-0,0163;-0,0851;-0,0631;1,5376;-0,0535;-0,1797;-0,0144;-0,0642;-0,3075;-0,1611;-0,7647;-0,4245;-0,176;-0,5504;-0,579;-0,6139;0,297;-0,2067;0,2384;-0,4152;-0,1566;-1,4083;-1,4469;-0,4895;-0,6362;-2,394;17,9574
"appeler";-0,0155;-0,0063;1,1393;-0,0243;-0,0445;-0,0206;-0,0691;-0,0055;-0,0247;-0,1183;0,8762;3,4617;-0,1632;-0,0677;-0,4278;0,3968;-0,1392;-0,1173;-0,2226;-0,1439;-0,1597;0,4562;-0,5415;-0,5564;0,4538;0,2201;-0,9206;0,2895
"falloir";1,2215;-0,0109;-0,0567;-0,0421;-0,0771;-0,0356;0,6178;-0,0096;-0,0428;0,4245;-0,1074;-0,1672;5,6125;-0,1173;0,6438;0,23;-0,8008;-0,2034;0,23;5,9708;-0,2768;-0,3241;-0,9388;0,4445;-0,3263;-1,5837;-1,5958;-1,3422
"soucoupe";-0,0186;-0,0075;-0,0393;1,1881;0,9368;-0,0247;0,7598;-0,0067;-0,0296;2,4122;1,9073;-0,3529;-0,1959;0,7682;-0,5134;-0,2672;0,9162;0,5577;-0,2672;0,484;0,4477;1,0421;-0,6499;-0,6677;-0,2259;-0,5269;-1,1047;-0,9291
"interview";-0,0921;-0,0372;-0,1942;-0,144;1,6365;-0,122;-0,4103;-0,0329;-0,1465;2,261;0,6856;-1,7459;-0,9691;-0,4017;3,8455;-0,3752;0,8098;-0,2783;-0,3752;0,2352;0,437;0,3347;-1,6328;-3,3033;0,6051;3,0469;-5,4655;0,3839
"nombre";-0,0124;-0,005;-0,0262;-0,0194;-0,0356;-0,0164;-0,0553;-0,0044;-0,0197;-0,0946;-0,0496;0,3786;-0,1306;-0,0541;-0,3422;-0,1781;0,2418;-0,0938;-0,1781;-0,1151;1,4827;-0,1496;0,1998;0,193;-0,1506;1,8648;-0,7364;-0,2189
"pizza";-0,0455;-0,0184;-0,096;-0,0712;-0,1305;0,8872;-0,2028;-0,0163;-0,0724;0,2595;-0,1818;-0,8628;-0,4789;-0,1985;-1,2552;0,3589;41,6437;-0,3442;-0,6532;-0,4222;-0,4685;-0,5485;-1,5889;-1,6325;-0,5523;-2,6806;-2,701;-2,2717
"rire";-0,0134;-0,0054;-0,0284;-0,021;-0,0386;-0,0178;-0,0599;-0,0048;-0,0214;15,0322;-0,0537;-0,2549;0,5559;-0,0586;-0,3708;-0,193;-0,4004;-0,1017;-0,193;-0,1247;-0,1384;1,2947;-0,4693;-0,4822;-0,1631;-0,7918;-0,7978;-0,671
"l";-1,5846;0,7493;-0,2914;-1,1082;0,4728;1,2874;1,2648;-0,2007;2,6888;0,4076;2,2376;-0,8372;1,1626;2,5907;-0,685;1,4256;-0,8302;-0,7238;-1,1975;0,6728;0,6915;2,953;-4,8462;1,0704;1,1287;-2,949;-4,4731;5,3204
"alexis";-0,0134;-0,0054;-0,0284;-0,021;-0,0386;-0,0178;-0,0599;-0,0048;-0,0214;-0,1025;-0,0537;-0,2549;-0,1415;-0,0586;-0,3708;-0,193;-0,4004;-0,1017;-0,193;-0,1247;-0,1384;-0,162;14,2829;-0,4822;-0,1631;-0,7918;-0,7978;-0,671
"survivant";-0,0186;-0,0075;-0,0393;-0,0291;-0,0534;-0,0247;-0,0829;-0,0067;-0,0296;-0,1419;-0,0744;-0,3529;-0,1959;-0,0812;-0,1666;-0,2672;-0,5544;-0,1408;-0,2672;-0,1727;-0,1916;-0,2244;-0,6499;2,6294;-0,2259;1,6409;1,1089;-0,9291
"enlever";-0,0165;-0,0067;1,1123;-0,0259;0,9851;-0,0219;-0,0737;-0,0059;-0,0263;-0,1261;-0,0661;1,5051;-0,1741;-0,0722;-0,137;0,3755;-0,1551;-0,1251;1,0034;-0,1535;0,4889;2,0175;0,4333;-0,5935;-0,2008;-0,9745;-0,982;-0,8259
"responsable";-0,0124;-0,005;-0,0262;-0,0194;-0,0356;-0,0164;-0,0553;-0,0044;-0,0197;-0,0946;0,9671;2,8513;-0,1306;-0,0541;0,2634;-0,1781;-0,3696;-0,0938;-0,1781;-0,1151;2,5776;1,3592;0,1998;-0,4451;-0,1506;-0,7309;-0,7364;-0,6194
"prendre";-0,1035;-0,0418;-0,2182;0,5071;0,3054;0,5674;0,5456;1,0881;-0,1646;0,2683;-0,4134;0,5529;-1,089;-0,1406;0,5186;-0,4649;28,5877;-0,3324;0,9182;-0,2032;-0,523;-1,2472;-1,9409;-0,2475;-0,3419;-2,1619;-6,1416;-5,1654
"alors";0,8558;-0,0263;-0,1375;-0,1019;-0,1869;-0,0864;0,8447;-0,0233;-0,1037;0,5037;-0,2604;0,2756;-0,6859;0,3184;-0,2019;-0,9355;1,1882;0,988;1,7207;2,5968;1,1778;0,2714;-0,2136;-0,3927;0,2685;-1,1417;-0,8344;-2,3009
"livreur";-0,0445;-0,018;-0,0938;-0,0696;-0,1275;0,8965;-0,1982;-0,0159;-0,0707;-0,3391;-0,1777;-0,8432;-0,4681;-0,194;-1,2266;0,3705;42,6554;-0,3364;-0,6384;-0,4126;-0,4578;-0,5361;-1,5528;-1,5954;-0,5397;-2,6196;-2,6396;-2,2201
"état";-0,0228;-0,0092;-0,048;-0,0356;-0,0652;-0,0302;-0,1014;-0,0081;-0,0362;-0,1735;0,7239;0,5965;-0,2394;-0,0993;-0,2307;-0,3266;-0,6776;-0,1721;-0,3266;-0,2111;0,3801;0,3296;-0,7943;-0,8161;0,3275;-0,7053;7,2761;-1,1356
"plaindre";-0,0103;-0,0042;-0,0218;-0,0162;-0,0297;-0,0137;0,9971;-0,0037;-0,0164;0,7799;-0,0413;0,4398;-0,1088;-0,0451;2,6009;-0,1484;-0,308;-0,0782;-0,1484;-0,0959;-0,1064;-0,1246;0,2483;-0,3709;-0,1255;0,4161;-0,6137;-0,5161
"grave";-0,1118;-0,0451;-0,2357;-0,1748;-0,3205;-0,1481;-0,498;-0,0399;-0,1778;-0,8521;-0,4465;-2,1189;-0,6028;-0,4876;-3,0825;-1,6042;-3,3287;-0,8453;-1,6042;-1,0369;-1,1504;-1,3471;8,3839;-4,0091;-0,3948;6,7601;10,0656;-5,579
"avouer";1,6283;-0,0042;-0,0218;-0,0162;-0,0297;-0,0137;-0,0461;-0,0037;-0,0164;-0,0788;-0,0413;4,4573;0,6543;-0,0451;-0,2852;-0,1484;0,2942;-0,0782;-0,1484;-0,0959;-0,1064;1,5093;-0,361;-0,3709;-0,1255;-0,609;-0,6137;-0,5161
"de";-1,6312;-0,2745;15,3873;0,4167;0,6564;0,9391;0,6952;-1,3899;0,2861;3,2704;4,2828;0,7613;-0,6428;4,7725;1,4679;2,0657;3,6621;1,1253;-1,1353;0,7372;2,1867;2,598;-1,0751;8,6945;1,3207;-5,5204;-35,2196;-4,4428
"du";-0,2452;-0,2584;0,4294;-0,4799;0,612;0,5127;0,9191;0,3878;-1,0181;3,3812;3,9864;-0,8891;-0,6134;1,239;0,4674;0,7133;1,5619;-1,1187;-0,7605;0,8765;0,4872;1,1307;-0,606;1,2664;2,7266;-1,6193;-8,3292;-0,5459
"malgré";-0,0217;-0,0088;-0,0458;-0,034;-0,0623;-0,0288;-0,0968;-0,0078;-0,0345;-0,1656;-0,0868;0,2129;-0,2285;-0,0947;-0,2141;17,4747;-0,6468;-0,1642;-0,3117;-0,2015;1,0417;-0,2618;-0,7582;-0,779;0,3421;-1,2791;-1,2889;-0,5216
"déage";-0,0103;-0,0042;-0,0218;-0,0162;-0,0297;-0,0137;-0,0461;-0,0037;-0,0164;-0,0788;-0,0413;-0,196;-0,1088;-0,0451;-0,2852;-0,1484;-0,308;-0,0782;-0,1484;-0,0959;-0,1064;-0,1246;-0,361;-0,3709;-0,1255;-0,609;-0,6137;9,5084
"bien";-0,1532;-0,0619;-0,3231;-0,2396;-0,1348;-0,203;-0,2707;2,1467;-0,2437;-0,5978;-0,612;-0,6705;1,1206;-0,262;-1,8677;4,3789;-2,1122;0,5652;-0,9122;-0,7866;1,5502;-1,8466;1,0863;-4,3427;-0,4098;1,5548;6,0879;-4,5456
"auteur";-0,0579;-0,0234;-0,1222;-0,0906;0,4978;-0,0768;-0,2581;-0,0207;-0,0921;-0,4416;1,0057;-1,0982;-0,2254;5,7397;-0,5218;0,5366;-1,0161;-0,4381;-0,8315;-0,5374;0,4041;0,3254;-2,0225;-2,0779;1,1238;0,5121;-3,438;7,2568
"bras";-0,0103;-0,0042;-0,0218;-0,0162;-0,0297;-0,0137;-0,0461;-0,0037;-0,0164;-0,0788;-0,0413;3,1928;-0,1088;-0,0451;-0,2852;-0,1484;-0,308;-0,0782;-0,1484;-0,0959;0,6628;1,5093;-0,361;-0,3709;-0,1255;0,8772;-0,6137;-0,5161
"ils";0,6055;-0,1684;-0,397;0,7234;-0,6192;-0,5526;1,5482;0,5369;-0,6633;-0,5703;-1,6658;-1,8058;-4,3884;0,6231;-3,5374;-1,1268;-2,2676;1,227;-1,1268;1,2169;-1,126;-1,2121;0,6907;-6,4225;-0,9496;4,0912;25,2091;-5,4373
"thierry";-0,0259;-0,0104;-0,0545;-0,0404;-0,0741;-0,0343;-0,1152;-0,0092;-0,0411;-0,1971;1,6337;-0,4902;-0,2721;-0,1128;-0,7131;-0,3711;-0,77;-0,1955;-0,3711;-0,2399;-0,2661;-0,3116;-0,9027;8,9532;5,3374;-0,4595;-1,5344;-1,2905
"carbonnier";-0,0414;-0,0167;-0,0873;-0,0647;-0,1186;-0,0548;-0,1844;-0,0148;-0,0658;-0,3154;-0,1653;-0,7843;-0,4354;-0,1805;-1,141;-0,5938;-1,2322;-0,3129;-0,5938;-0,3838;-0,4259;-0,4987;-1,4444;-1,484;-0,502;9,4278;-2,4554;7,13
"bunny";-0,0165;-0,0067;-0,0349;-0,0259;-0,0474;-0,0219;-0,0737;-0,0059;-0,0263;-0,1261;-0,0661;-0,3137;-0,1741;0,815;14,739;-0,2375;-0,4928;-0,1251;-0,2375;-0,1535;-0,1703;-0,1994;-0,5777;-0,5935;-0,2008;-0,4419;-0,982;-0,8259
"raid";-0,0155;-0,0063;-0,0327;-0,0243;-0,0445;-0,0206;-0,0691;-0,0055;-0,0247;-0,1183;-0,062;-0,2941;-0,1632;-0,0677;-0,4278;-0,2226;-0,462;-0,1173;-0,2226;-0,1439;-0,1597;-0,187;-0,5415;16,3124;-0,1882;-0,9136;-0,9206;-0,7743
"déclaration";-0,0259;-0,0104;-0,0545;-0,0404;-0,0741;-0,0343;-0,1152;-0,0092;-0,0411;-0,1971;-0,1033;-0,4902;-0,2721;-0,1128;-0,7131;-0,3711;-0,77;-0,1955;-0,3711;-0,2399;-0,2661;-0,3116;-0,9027;2,502;0,8001;1,9313;-1,5344;2,3362
"contact";-0,029;-0,0117;0,8821;-0,0453;0,7593;-0,0384;-0,129;-0,0103;-0,0461;-0,2208;-0,1157;1,4777;-0,3047;-0,1263;-0,3361;-0,4156;-0,3769;-0,219;0,6162;-0,2687;-0,2981;-0,349;-1,011;-1,0387;1,3517;-1,7056;0,8109;2,5839
"the";-0,0197;-0,0079;2,3934;-0,0307;0,9148;-0,026;-0,0876;-0,007;-0,0313;-0,1498;1,8617;-0,3725;2,9685;-0,0857;-0,1821;-0,282;0,8631;-0,1486;-0,282;-0,1823;-0,2022;-0,2368;-0,686;-0,7048;-0,2384;1,0343;-1,1661;-0,4495
"poser";-0,0186;-0,0075;1,0633;-0,0291;-0,0534;-0,0247;0,7598;-0,0067;-0,0296;-0,1419;-0,0744;-0,3529;-0,1959;-0,0812;0,9892;-0,2672;0,9162;1,3947;0,3377;0,484;-0,1916;0,3942;-0,2415;0,3565;-0,2259;-1,0964;-0,2439;-0,9291
"lci";-0,0228;-0,0092;-0,048;-0,0356;-0,0652;-0,0302;-0,1014;-0,0081;-0,0362;-0,1735;-0,0909;-0,4313;-0,2394;-0,0993;-0,6275;-0,3266;-0,2598;-0,1721;-0,3266;-0,2111;-0,2342;-0,2742;-0,7943;8,7474;-0,2761;1,7302;-1,3503;-0,5585
"bord";-0,0145;-0,0058;-0,0305;-0,0226;-0,0415;-0,0192;4,9465;-0,0052;2,9008;-0,1104;-0,0578;-0,2745;-0,1524;0,8686;0,221;-0,2078;0,201;1,6;-0,2078;1,4381;-0,149;-0,1745;-0,1603;-0,5193;-0,1757;-0,8527;-0,8592;-0,7226
"loin";-0,0124;-0,005;-0,0262;-0,0194;-0,0356;-0,0164;-0,0553;-0,0044;-0,0197;0,7083;-0,0496;1,0184;-0,1306;-0,0541;-0,3422;-0,1781;0,7069;-0,0938;1,2251;-0,1151;0,5938;1,3592;-0,4332;0,193;-0,1506;-0,7309;-0,7364;-0,2189
"connaître";-0,0331;-0,0134;-0,0698;-0,0518;-0,0949;-0,0439;0,5407;-0,0118;-0,0526;-0,2523;0,5809;1,2928;1,3561;-0,1444;-0,4113;0,5342;-0,2051;-0,2503;0,5342;-0,307;-0,3407;0,2212;1,4145;-1,1871;0,6361;0,6294;-1,1963;-1,652
"peupler";-0,0269;-0,0109;-0,0567;-0,0421;-0,0771;1,1036;-0,1198;-0,0096;-0,0428;-0,205;-0,1074;-0,5098;-0,283;-0,1173;-0,7416;0,23;23,4827;-0,2034;-0,3859;-0,2495;-0,2768;-0,3241;-0,4263;-0,9645;-0,3263;-1,5837;-1,5958;-1,3422
"commencer";-0,029;-0,0117;-0,0611;-0,0453;-0,083;-0,0384;-0,129;-0,0103;-0,0461;-0,2208;0,6311;-0,1885;-0,3047;0,5979;-0,3361;-0,4156;3,3668;-0,219;2,6584;-0,2687;-0,2981;0,2578;-0,476;0,7154;0,2559;-1,7056;-0,9983;-0,2112
"occasion";-0,0186;-0,0075;-0,0393;-0,0291;-0,0534;-0,0247;-0,0829;-0,0067;-0,0296;-0,1419;-0,0744;-0,3529;-0,1959;0,7682;-0,5134;-0,2672;4,9496;-0,1408;-0,2672;0,484;0,4477;0,3942;0,37;-0,2518;-0,2259;-0,5269;-1,1047;-0,1725
"sujet";-0,0352;-0,0142;-0,0742;-0,055;-0,1008;-0,0466;0,5187;-0,0126;-0,0559;0,3367;1,386;-0,2566;-0,3701;1,3178;-0,9698;-0,1658;0,3827;-0,266;-0,1658;-0,3262;-0,362;1,1506;0,2869;0,5199;0,2037;-0,4769;-2,087;1,506
"rentrer";-0,0124;-0,005;-0,0262;-0,0194;2,5355;-0,0164;-0,0553;-0,0044;-0,0197;0,7083;-0,0496;0,3786;-0,1306;-0,0541;-0,3422;0,4731;0,2418;-0,0938;1,2251;0,6329;-0,1277;-0,1496;0,1998;-0,4451;-0,1506;-0,2827;-0,286;-0,6194
"zone";-0,0114;-0,0046;-0,024;-0,0178;-0,0326;-0,0151;-0,0507;-0,0041;-0,0181;-0,0867;-0,0454;0,4074;-0,1197;-0,0496;-0,3137;-0,1633;-0,3388;0,7454;-0,1633;-0,1055;-0,1171;0,5675;0,6633;-0,408;-0,138;-0,2457;-0,6751;2,3421
"donner";-0,0352;1,4927;-0,0742;-0,055;-0,1008;0,9925;-0,1567;-0,0126;-0,0559;0,3367;-0,1405;0,7251;0,6875;-0,1534;2,3102;-0,1658;-0,2323;0,3392;0,9785;1,4239;0,2476;0,2054;-0,6313;-0,6557;0,2037;-0,4769;-2,087;-1,0316
"partager";-0,0124;-0,005;-0,0262;-0,0194;-0,0356;-0,0164;-0,0553;-0,0044;-0,0197;-0,0946;-0,0496;-0,2353;-0,1306;-0,0541;0,7573;-0,1781;0,2418;-0,0938;0,4731;-0,1151;-0,1277;0,5356;0,1998;0,193;-0,1506;-0,2827;-0,7364;1,4291
"quelques";-0,0238;-0,0096;-0,0502;-0,0372;-0,0682;-0,0315;-0,106;-0,0085;-0,0378;0,4668;0,7066;-0,1366;-0,2503;-0,1038;0,752;-0,3414;-0,7084;0,4696;1,3911;0,3997;-0,2448;0,8631;0,5582;-0,3687;-0,2886;-0,7513;0,444;-0,5958
"urgentiste";-0,0124;-0,005;-0,0262;-0,0194;-0,0356;-0,0164;-0,0553;-0,0044;-0,0197;-0,0946;-0,0496;-0,2353;-0,1306;-0,0541;-0,3422;-0,1781;-0,3696;-0,0938;-0,1781;-0,1151;-0,1277;-0,1496;-0,4332;10,9153;-0,1506;-0,7309;-0,7364;-0,2189
"gilet";-0,0228;-0,0092;-0,048;-0,0356;-0,0652;-0,0302;-0,1014;-0,0081;-0,0362;-0,1735;-0,0909;-0,4313;-0,2394;-0,0993;-0,6275;-0,3266;-0,6776;0,4853;-0,3266;-0,2111;-0,2342;-0,2742;-0,7943;21,5349;-0,2761;-1,34;-1,3503;-1,1356
"ciel";-0,031;-0,0125;-0,0654;0,9758;-0,089;-0,0411;-0,1383;-0,0111;-0,0494;-0,2365;-0,1239;-0,5882;-0,3265;1,4166;-0,8557;1,105;-0,1793;0,3794;-0,4453;-0,2878;0,7858;-0,374;-0,5267;-0,5476;-0,3765;0,2481;1,8992;0,3587
"finir";-0,0755;-0,0305;-0,1593;-0,1181;-0,2166;-0,1001;0,2682;-0,027;-0,1201;-0,5758;-0,3017;0,3942;-0,7948;-0,3295;-0,8255;-1,084;-1,4451;-0,5712;-0,5349;-0,7007;-0,7774;-0,4151;-0,329;-1,255;-0,4192;1,0472;17,3215;-3,7699
"echoué";-0,0155;-0,0063;-0,0327;-0,0243;-0,0445;-0,0206;-0,0691;-0,0055;-0,0247;-0,1183;-0,062;-0,2941;-0,1632;-0,0677;-0,4278;22,1264;-0,462;-0,1173;-0,2226;-0,1439;-0,1597;-0,187;-0,5415;-0,5564;-0,1882;-0,9136;-0,9206;-0,7743
"cas";-0,031;-0,0125;-0,0654;-0,0485;-0,089;-0,0411;-0,1383;-0,0111;-0,0494;-0,2365;-0,1239;-0,5882;-0,3265;-0,1353;-0,3733;-0,4453;-0,4182;-0,2347;-0,135;0,3146;0,7858;0,682;-0,2462;-1,1129;4,7647;-1,0856;-0,3673;2,3573
"car";4,9057;-0,0079;-0,0414;-0,0307;0,9148;-0,026;-0,0876;-0,007;-0,0313;-0,1498;-0,0785;-0,3725;0,4216;-0,0857;-0,5419;0,8778;-0,2056;1,3515;-0,282;1,1951;-0,2022;-0,2368;-0,686;-0,7048;1,799;-1,1573;-0,2726;-0,1938
"discussion";-0,0134;-0,0054;-0,0284;-0,021;-0,0386;-0,0178;-0,0599;-0,0048;-0,0214;-0,1025;-0,0537;-0,2549;-0,1415;-0,0586;-0,3708;-0,193;-0,4004;-0,1017;-0,193;-0,1247;-0,1384;-0,162;-0,4693;7,0636;-0,1631;0,2821;-0,7978;0,3598
"cours";-0,0228;-0,0092;-0,048;-0,0356;0,8555;-0,0302;-0,1014;-0,0081;-0,0362;1,2299;0,7239;-0,4313;-0,2394;-0,0993;1,323;0,2769;-0,2598;0,4853;0,2769;0,4146;-0,2342;0,3296;-0,7943;-0,3445;0,89;0,2491;-0,7128;-0,5585
"michel";-0,0186;-0,0075;1,0633;-0,0291;-0,0534;-0,0247;-0,0829;-0,0067;-0,0296;3,5842;1,9073;-0,3529;-0,1959;-0,0812;-0,1666;0,3377;0,4536;-0,1408;-0,2672;-0,1727;0,4477;-0,2244;-0,2415;-0,2518;-0,2259;0,3717;-1,1047;-0,4143
"cafard";-0,0145;-0,0058;-0,0305;-0,0226;-0,0415;-0,0192;-0,0645;-0,0052;-0,023;-0,1104;-0,0578;-0,2745;-0,1524;-0,0632;16,7652;-0,2078;-0,4312;-0,1095;-0,2078;-0,1343;-0,149;-0,1745;-0,5054;-0,5193;-0,1757;-0,8527;-0,8592;-0,7226
"découvrir";-0,0755;-0,0305;1,2833;-0,1181;0,406;0,6865;0,2682;1,22;3,753;-0,2068;0,3004;2,3217;-0,3393;-0,3295;-0,5079;-0,2565;-0,3618;1,3795;0,3507;0,6695;0,2755;0,467;-0,8059;-0,5578;-0,1837;-1,1445;-0,6238;-0,5581
"forme";-0,0383;-0,0155;-0,0807;0,8902;-0,1097;-0,0507;-0,1705;-0,0137;-0,0609;-0,2917;-0,1529;-0,2926;0,2187;-0,1669;-1,0554;-0,19;-0,5691;0,313;0,4505;0,7136;0,647;-0,1436;0,2404;-0,3904;0,5463;-0,3391;-0,3454;1,7297
"valérie";-0,0155;-0,0063;-0,0327;-0,0243;-0,0445;-0,0206;-0,0691;-0,0055;-0,0247;14,0252;-0,062;-0,2941;-0,1632;0,8408;-0,4278;-0,2226;-0,462;-0,1173;-0,2226;-0,1439;-0,1597;-0,187;-0,5415;-0,5564;-0,1882;0,9116;-0,9206;-0,7743
"nom";-0,0124;-0,005;-0,0262;-0,0194;1,1042;-0,0164;-0,0553;-0,0044;3,0381;-0,0946;-0,0496;1,0184;0,5855;-0,0541;0,2634;-0,1781;-0,3696;-0,0938;-0,1781;-0,1151;-0,1277;-0,1496;-0,4332;-0,4451;-0,1506;1,2155;-0,7364;-0,2189
"non";-0,0455;-0,0184;-0,096;-0,0712;-0,1305;-0,0603;-0,2028;-0,0163;-0,0724;4,8919;-0,1818;0,8921;-0,4789;0,4354;-0,3335;0,3589;-0,7285;-0,3442;-0,6532;0,2064;0,5399;-0,1903;-0,5122;-0,94;0,4464;-2,6806;0,4454;2,1015
"emmener";-0,0103;-0,0042;-0,0218;-0,0162;-0,0297;-0,0137;0,9971;-0,0037;-0,0164;0,7799;-0,0413;1,1597;-0,1088;-0,0451;-0,2852;-0,1484;-0,308;0,7831;0,5384;-0,0959;-0,1064;1,5093;0,2483;-0,3709;-0,1255;-0,2101;-0,6137;-0,5161
"nos";-0,0279;-0,0113;0,8968;-0,0437;-0,0801;2,4827;1,4842;1,6437;2,3286;-0,2129;-0,1116;-0,5294;0,3083;-0,1218;-0,3178;-0,4008;-0,3567;-0,2112;-0,4008;0,3475;0,859;2,1764;-0,451;0,4176;-0,3388;-0,2827;-0,5369;-1,3938
"en";0,565;-0,32;1,809;2,6226;0,8197;1,0251;-0,5149;-0,2833;0,4871;2,1849;0,3632;-0,6278;1,5778;-0,4862;1,5423;1,3899;9,7448;0,6832;1,3899;0,6338;0,64;1,1661;-0,7855;-11,7151;-0,3045;-4,0907;-16,4427;2,8995
"ex";-0,0145;-0,0058;-0,0305;-0,0226;-0,0415;-0,0192;-0,0645;-0,0052;-0,023;-0,1104;-0,0578;-0,2745;-0,1524;-0,0632;0,221;-0,2078;0,201;-0,1095;-0,2078;-0,1343;-0,149;-0,1745;-0,5054;9,501;-0,1757;-0,3602;-0,8592;-0,7226
