"";"X.chaine_6ter";"X.chaine_ARTE";"X.chaine_C8";"X.chaine_Canal";"X.chaine_France2";"X.chaine_France3";"X.chaine_France4";"X.chaine_France5";"X.chaine_Gulli";"X.chaine_LaCinquième";"X.chaine_M6";"X.chaine_MonteCarloTMC";"X.chaine_NRJ12";"X.chaine_NT1";"X.chaine_Numéro23";"X.chaine_RMCDécouverteHD24";"X.chaine_RMCStory";"X.chaine_TF1";"X.chaine_TFX"
"33";-0,016;0,5388;0,2153;0,3868;-1,142;-0,4811;-0,8387;-0,2232;-0,0814;-0,0064;-0,1458;6,4361;-0,2259;-0,0501;-0,0437;-0,0851;-0,7276;-0,1691;-0,0128
"31";-0,0135;-0,1254;0,7546;1,1634;-0,9663;-0,4071;-0,7097;-0,1889;-0,0688;-0,0054;-0,1233;4,737;-0,1912;-0,0424;-0,037;-0,072;-0,6156;-0,4435;-0,0108
"30";-0,0332;0,2942;0,5376;-0,1502;-2,3723;-0,9995;-1,7423;1,7128;-0,169;-0,0133;-0,3028;6,4607;-0,4693;-0,1041;-0,0907;-0,1767;-1,5115;1,068;-0,0266
"35";-0,016;-0,1483;1,9956;0,3868;-1,142;-0,4811;-0,8387;-0,2232;-0,0814;-0,0064;-0,1458;5,2023;-0,2259;-0,0501;-0,0437;-0,0851;-0,7276;-0,5242;-0,0128
"souvent";-0,0197;-0,1825;-0,1598;-0,2824;2,401;0,4201;-1,0323;-0,2748;-0,1001;-0,0079;-0,1794;-0,2736;-0,2781;-0,0617;-0,0538;-0,1047;0,9259;-0,6452;-0,0157
"terrien";-0,0418;-0,3879;-1,0671;-0,6002;-2,9876;-0,6537;15,6185;0,4182;-0,2128;-0,0167;-0,3813;-1,5034;-0,5911;-0,1311;-0,1143;-0,2225;-1,9035;-0,1911;2,5674
"laurie";-0,0123;-0,114;-0,3137;14,0124;-0,8784;-0,3701;-0,6452;-0,1717;-0,0626;-0,0049;-0,1121;-0,442;-0,1738;-0,0385;-0,0336;-0,0654;-0,5597;-0,4032;-0,0098
"chien";-0,0123;-0,114;-0,3137;-0,1765;-0,3676;5,6353;-0,6452;-0,1717;-0,0626;-0,0049;0,643;0,1948;-0,1738;-0,0385;-0,0336;-0,0654;-0,5597;-0,4032;-0,0098
"extrait";-0,0283;-0,2623;-0,2866;-0,4059;0,3808;-0,3675;-1,4841;-0,395;-0,144;-0,0113;-0,2579;6,4921;-0,3998;-0,0887;-0,0773;-0,1505;-1,2875;0,8496;-0,0226
"le";-0,631;-0,4326;-2,1359;0,6662;0,3658;2,6486;-5,601;6,7796;0,7837;0,5191;0,4479;-0,6417;-6,9511;-1,1799;-0,2826;-0,3963;0,3275;3,8096;0,7458
"la";-0,246;6,0929;-1,3158;1,0838;1,6467;-0,4362;-3,5601;1,1261;0,7302;-0,5921;-0,2727;1,4034;-8,5608;-0,2813;1,1167;1,2598;-1,7472;0,4972;0,552
"eux";-0,0172;-0,1597;-0,4393;-0,2471;1,0168;-0,1668;-0,9033;0,3715;-0,0876;-0,0069;0,5181;-0,6189;-0,2433;-0,054;-0,047;0,7209;0,629;0,4484;-0,0138
"identifier";-0,0308;-0,2852;-0,7845;2,5666;-1,3764;-0,4169;-1,6132;-0,4294;-0,1565;-0,0123;1,6021;-0,5394;-0,4346;-0,0964;-0,084;-0,1636;4,1572;0,4154;-0,0246
"lfi";-0,0185;-0,1711;13,0878;-0,2647;-1,3177;-0,5552;-0,9678;-0,2576;-0,0939;-0,0074;-0,1682;0,3629;-0,2607;-0,0578;-0,0504;-0,0981;-0,8396;-0,6049;-0,0148
"expliquer";-0,0443;-0,4107;-1,1299;-0,6355;3,0167;3,3404;-1,4928;-0,2287;-0,2254;-0,0177;-0,4038;0,3325;-0,6259;-0,1388;-0,121;-0,2356;-1,2406;0,4007;-0,0354
"réseau";-0,0123;-0,114;-0,3137;4,6741;-0,3676;-0,3701;-0,6452;0,486;-0,0626;-0,0049;-0,1121;0,5997;-0,1738;-0,0385;-0,0336;-0,0654;-0,1839;-0,4032;-0,0098
"là";-0,0209;-0,1939;-0,5334;-0,3;-1,4934;0,3873;-0,5259;0,3103;2,7685;1,7198;1,1641;-0,301;-0,2955;0,8537;-0,0571;-0,1112;0,4699;0,3445;-0,0167
"que";0,3072;-1,8649;-3,2094;-1,4354;0,6751;0,9173;-10,4711;-0,2582;1,2423;-0,1179;1,6919;-4,3291;-4,1666;0,4513;1,4167;2,4672;10,6622;1,2817;0,3777
"écrire";-0,0148;-0,1369;-0,3765;0,4135;0,7891;1,164;-0,7742;-0,2061;-0,0751;-0,0059;0,5745;-0,5304;-0,2085;-0,0463;-0,0403;-0,0785;-0,6716;1,0781;-0,0118
"auproux";-0,0148;-0,1369;13,8925;-0,2118;-1,0541;-0,4441;-0,7742;-0,2061;-0,0751;-0,0059;-0,1345;-0,5304;-0,2085;-0,0463;-0,0403;-0,0785;-0,6716;-0,4839;-0,0118
"mélenchon";-0,032;0,3055;23,3214;-0,4589;-2,2844;-0,9624;-1,6778;-0,4466;-0,1627;-0,0128;-0,2916;-0,2732;-0,4519;-0,1002;-0,0874;-0,1701;-1,4555;-1,0486;-0,0256
"bernard";-0,0295;-0,2737;7,8046;-0,4236;2,1741;-0,392;-1,5487;-0,4122;-0,1502;-0,0118;-0,2691;-1,0611;-0,4172;-0,0925;-0,0806;-0,1571;-1,3435;-0,4446;-0,0236
"beau";-0,0148;-0,1369;-0,3765;-0,2118;1,8987;1,164;-0,7742;-0,2061;-0,0751;-0,0059;0,5745;-0,1714;-0,2085;-0,0463;-0,0403;-0,0785;-0,6716;-0,1479;-0,0118
"sembler";3,0331;-0,1825;-0,502;-0,2824;-0,744;-0,2077;-1,0323;-0,2748;-0,1001;-0,0079;1,2113;-0,2736;-0,2781;-0,0617;-0,0538;0,6692;0,9259;1,3256;-0,0157
"cacher";-0,0234;-0,2167;-0,5962;-0,3353;-0,5274;-0,2734;-1,2259;0,2771;-0,1189;-0,0093;1,079;-0,8399;-0,3302;-0,0732;-0,0638;1,4914;0,7209;3,0831;-0,0187
"comment";-0,0406;-0,3765;-1,0357;-0,2079;5,4963;0,2903;-2,1297;0,8705;-0,2066;-0,0162;-0,3701;0,4001;-0,5737;2,5137;-0,1109;-0,216;-1,8475;-0,7064;-0,0325
"annonce";-0,0135;-0,1254;-0,3451;-0,1941;-0,4264;0,6477;-0,7097;0,4526;-0,0688;-0,0054;-0,1233;1,0822;-0,1912;-0,0424;-0,037;-0,072;-0,6156;1,9126;-0,0108
"agnès";-0,0123;7,242;-0,3137;0,4764;-0,3676;0,712;-0,6452;-0,1717;-0,0626;-0,0049;-0,1121;-0,442;-0,1738;-0,0385;-0,0336;-0,0654;-0,5597;-0,4032;-0,0098
"moyen";-0,0123;5,5824;-0,3137;-0,1765;1,6409;-0,3701;-0,6452;-0,1717;-0,0626;-0,0049;-0,1121;-0,442;-0,1738;-0,0385;-0,0336;-0,0654;-0,5597;-0,4032;-0,0098
"provoquer";-0,1034;-0,4484;-2,6382;-1,4838;-5,0946;-2,1831;57,2207;-1,4439;-0,1795;-0,0413;-0,9428;-2,716;-1,4613;-0,3241;-0,2825;-0,5501;-4,7062;-2,4271;-0,0827
"système";-0,0234;-0,2167;-0,5962;0,76;0,5861;-0,7032;-1,2259;-0,3263;-0,1189;-0,0093;-0,2131;-0,3576;-0,3302;-0,0732;-0,0638;-0,1243;5,6256;-0,7662;-0,0187
"toutes";-0,0135;-0,1254;0,261;-0,1941;0,486;0,6477;-0,7097;-0,1889;-0,0688;-0,0054;0,6069;-0,4862;-0,1912;-0,0424;-0,037;-0,072;0,8572;0,1939;-0,0108
"j";-0,0246;-0,2281;-0,6276;0,2546;4,3902;1,1249;-1,2905;-0,3435;-0,1252;-0,0098;0,3943;-0,8842;-0,3476;-0,0771;-0,0672;-0,1309;-1,1195;0,2676;-0,0197
"48";-0,016;-0,1483;3,895;-0,2294;-1,142;-0,4811;-0,8387;-0,2232;-0,0814;-0,0064;-0,1458;4,0971;-0,2259;-0,0501;-0,0437;-0,0851;-0,7276;-0,5242;-0,0128
"47";-0,0185;0,4873;1,7633;0,3407;-1,3177;-0,5552;-0,9678;-0,2576;-0,0939;-0,0074;-0,1682;5,6696;-0,2607;-0,0578;-0,0504;-0,0981;-0,8396;-0,6049;-0,0148
"44";-0,0209;-0,1939;7,4845;-0,3;-1,4934;-0,6292;-1,0969;-0,2919;-0,1064;-0,0084;-0,1906;3,1943;-0,2955;-0,0655;-0,0571;-0,1112;-0,9515;-0,6855;-0,0167
"45";-0,0209;0,4436;4,0835;-0,3;-1,4934;0,8039;-1,0969;-0,2919;-0,1064;-0,0084;-0,1906;2,4036;-0,2955;-0,0655;-0,0571;-0,1112;-0,9515;-0,6855;-0,0167
"42";-0,0123;1,5801;0,2887;1,2392;-0,8784;-0,3701;-0,6452;-0,1717;-0,0626;-0,0049;-0,1121;2,8526;-0,1738;-0,0385;-0,0336;-0,0654;-0,5597;-0,4032;-0,0098
"40";-0,0295;0,8947;2,289;0,6064;-0,2637;1,3811;-1,5487;-0,4122;-0,1502;-0,0118;-0,2691;0,704;-0,4172;-0,0925;-0,0806;-0,1571;-1,3435;-0,4446;-0,0236
"membre";-0,0406;-0,3765;27,2253;-0,5825;-1,9752;-1,2217;-2,1297;0,8705;-0,2066;-0,0162;-0,3701;-1,4591;-0,2029;-0,1272;-0,1109;-0,216;-1,8475;-1,331;-0,0325
"parole";-0,0332;-0,308;10,4786;-0,4766;-1,5237;-0,9995;-1,7423;-0,1437;-0,169;-0,0133;-0,3028;3,166;-0,4693;-0,1041;-0,0907;-0,1767;-1,5115;-0,5292;-0,0266
"philippe";-0,0148;-0,1369;0,6949;-0,2118;2,6399;0,1936;-0,7742;0,4227;-0,0751;-0,0059;-0,1345;-0,1714;-0,2085;-0,0463;-0,0403;-0,0785;-0,6716;-0,4839;-0,0118
"même";-0,0418;0,2287;-1,0671;-0,6002;-0,6416;-0,3307;-0,8749;0,4182;2,8646;-0,0167;0,2333;-1,5034;-0,2128;0,5841;2,6441;0,3969;1,7679;-0,1911;-0,0335
"pendant";-0,0283;-0,2623;-0,2866;-0,4059;-0,2336;0,5393;-0,8134;0,2238;2,3804;-0,0113;0,3489;-0,4771;-0,3998;1,7589;-0,0773;0,5333;-0,6678;0,8496;-0,0226
"mois";-0,0148;0,5682;-0,3765;-0,2118;1,2825;-0,4441;-0,7742;2,0073;-0,0751;-0,0059;-0,1345;-0,1714;-0,2085;-0,0463;-0,0403;-0,0785;-0,6716;0,5398;-0,0118
"me";-0,0209;-0,1939;13,4647;-0,3;-0,4271;-0,2291;-1,0969;-0,2919;-0,1064;-0,0084;-0,1906;-0,7515;-0,2955;-0,0655;-0,0571;-0,1112;-0,9515;-0,6855;-0,0167
"naître";-0,0418;-0,3879;-1,0671;0,4038;-0,4081;-1,2587;15,6185;-0,2088;-0,2128;-0,0167;-0,3813;-1,5034;-0,5911;-0,1311;-0,1143;-0,2225;-1,9035;-1,3714;-0,0335
"mi";-0,0148;-0,1369;11,6833;0,4135;-1,0541;-0,4441;-0,7742;-0,2061;-0,0751;-0,0059;-0,1345;-0,5304;-0,2085;-0,0463;-0,0403;-0,0785;-0,6716;-0,4839;-0,0118
"enquête";-0,0271;1,7327;-0,6904;0,6621;-0,6885;-0,8143;-1,4196;2,88;-0,1377;-0,0108;-0,2467;-0,4465;-0,3824;1,7959;-0,0739;-0,144;0,5659;0,51;-0,0217
"nouvelle";-0,016;-0,1483;0,2153;-0,2294;0,6935;-0,4811;0,58;-0,2232;-0,0814;-0,0064;0,545;-0,1957;-0,2259;-0,0501;-0,0437;-0,0851;-0,2822;0,4914;-0,0128
"mettre";1,165;-0,2852;-0,7845;0,1952;0,7991;0,8457;-1,6132;1,149;1,3069;-0,0123;0,3227;-0,5394;-0,4346;-0,0964;-0,084;-0,1636;-0,1923;-0,2106;-0,0246
"autre";-0,0246;-0,2281;-0,6276;0,2546;-0,3116;1,7016;-1,2905;-0,3435;-0,1252;-0,0098;0,3943;-0,8842;0,259;-0,0771;-0,0672;-0,1309;-0,2533;2,2012;1,3535
"construire";-0,0185;-0,1711;-0,4707;1,6986;-0,6779;-0,1869;-0,9678;-0,2576;0,7113;-0,0074;-0,1682;-0,6631;-0,2607;-0,0578;-0,0504;-0,0981;4,8606;-0,6049;-0,0148
"émission";-0,0554;0,4869;-1,4126;0,5753;0,5191;0,2952;-2,9047;0,2798;-0,2817;-0,0221;0,4966;2,0174;-0,7824;0,4823;-0,1512;-0,2946;-1,6626;2,2799;-0,0443
"coeur";-0,016;-0,1483;-0,4079;-0,2294;0,3616;-0,4811;-0,3498;0,3959;3,1261;-0,0064;0,545;0,4404;-0,2259;0,9626;-0,0437;-0,0851;-0,7276;-0,1691;-0,0128
"claude";-0,0381;-0,3536;7,2557;0,4542;-0,3121;0,9816;-1,2247;-0,1801;-0,194;-0,0152;-0,3477;-1,3707;-0,5389;-0,1195;-0,1042;-0,2029;-1,7355;0,5321;-0,0305
"présidentiel";-0,0172;2,2925;0,1963;-0,2471;-1,2298;-0,5181;-0,9033;0,9981;-0,0876;-0,0069;-0,157;4,8731;-0,2433;-0,054;-0,047;-0,0916;-0,7836;-0,5645;-0,0138
"âge";-0,016;-0,1483;-0,4079;-0,2294;-0,5493;-0,4811;-0,8387;0,3959;-0,0814;-0,0064;0,545;-0,5747;-0,2259;0,9626;-0,0437;-0,0851;3,4799;0,4914;-0,0128
"manquer";-0,0381;-0,3536;-0,9729;-0,188;-0,5151;-1,1476;17,4626;-0,5325;-0,194;-0,0152;-0,3477;-1,3707;-0,5389;-0,1195;-0,1042;-0,2029;-1,7355;-1,2503;-0,0305
"2999";-0,0529;-0,4906;-1,3497;-0,3143;-3,779;-1,5921;-2,7755;-0,7387;-0,2692;-0,0212;-0,4823;-1,9016;57,7045;-0,1658;-0,1445;-0,2815;-2,4077;-1,7346;-0,0423
"bande";-0,0185;-0,1711;-0,1435;-0,2647;3,4044;0,9268;-0,9678;-0,2576;-0,0939;-0,0074;-0,1682;-0,2468;-0,2607;-0,0578;-0,0504;-0,0981;-0,8396;-0,214;-0,0148
"59";-0,016;-0,1483;1,2435;-0,2294;-1,142;-0,4811;-0,8387;-0,2232;-0,0814;-0,0064;-0,1458;7,8112;-0,2259;-0,0501;-0,0437;-0,0851;-0,7276;-0,5242;-0,0128
"55";-0,0221;-0,2053;1,4849;0,285;-1,5813;-0,6662;-1,1614;-0,3091;-0,1127;-0,0089;0,4298;8,1529;-0,3128;-0,0694;-0,0605;-0,1178;-1,0075;-0,7259;-0,0177
"54";-0,0185;-0,1711;4,5099;-0,2647;-1,3177;-0,5552;-0,9678;-0,2576;-0,0939;-0,0074;-0,1682;4,5808;-0,2607;-0,0578;-0,0504;-0,0981;-0,8396;-0,6049;-0,0148
"56";-0,0148;-0,1369;4,1373;-0,2118;-1,0541;-0,4441;-0,7742;-0,2061;-0,0751;-0,0059;-0,1345;3,3459;-0,2085;-0,0463;-0,0403;-0,0785;-0,6716;-0,4839;-0,0118
"53";-0,0135;-0,1254;1,4373;0,4432;-0,9663;-0,4071;-0,7097;-0,1889;-0,0688;-0,0054;-0,1233;4,737;-0,1912;-0,0424;-0,037;-0,072;-0,6156;-0,4435;-0,0108
"52";-0,016;-0,1483;0,2153;1,8745;-1,142;-0,4811;-0,8387;-0,2232;-0,0814;-0,0064;-0,1458;6,4361;-0,2259;-0,0501;-0,0437;-0,0851;-0,7276;-0,5242;-0,0128
"57";-0,0148;0,5682;2,1309;0,4135;-1,0541;-0,4441;-0,7742;-0,2061;-0,0751;-0,0059;-0,1345;3,3459;-0,2085;-0,0463;-0,0403;-0,0785;-0,6716;-0,4839;-0,0118
"50";-0,0295;-0,2737;3,0212;0,6064;0,3418;-0,8884;-1,5487;-0,4122;-0,1502;-0,0118;-0,2691;2,2067;-0,4172;-0,0925;-0,0806;-0,1571;-0,7097;-0,1933;-0,0236
"humanité";-0,0295;-0,2737;-0,7531;-0,4236;-2,1086;-0,392;-1,5487;0,6233;-0,1502;-0,0118;-0,2691;-1,0611;-0,4172;-0,0925;1,8357;1,3047;10,4382;-0,9679;-0,0236
"gouvernement";-0,0221;-0,2053;-0,1939;-0,3177;-1,5813;-0,6662;-1,1614;-0,3091;-0,1127;-0,0089;-0,2018;1,0492;0,2895;-0,0694;-0,0605;2,6394;4,0216;-0,7259;-0,0177
"plus";1,2223;-0,2947;-1,991;-1,1006;-0,3031;-0,546;-5,7197;0,5221;-0,3948;-0,069;0,8282;-0,9221;-2,4374;0,4544;0,5327;-0,9176;14,9515;-0,3894;0,5651
"antique";-0,016;-0,1483;-0,4079;-0,2294;-1,142;-0,4811;-0,8387;-0,2232;-0,0814;-0,0064;-0,1458;-0,5747;-0,2259;-0,0501;-0,0437;1,8068;8,3078;-0,5242;-0,0128
"entrepreneur";-0,0135;-0,1254;12,7339;-0,1941;-0,9663;-0,4071;-0,7097;-0,1889;-0,0688;-0,0054;-0,1233;-0,4862;-0,1912;-0,0424;-0,037;-0,072;-0,6156;-0,4435;-0,0108
"exister";-0,0197;-0,1825;-0,1598;0,3205;-0,3794;-0,5922;-1,0323;-0,2748;-0,1001;-0,0079;1,2113;0,7055;-0,2781;-0,0617;-0,0538;-0,1047;2,0721;-0,2374;-0,0157
"peret";-0,0123;-0,114;-0,3137;14,0124;-0,8784;-0,3701;-0,6452;-0,1717;-0,0626;-0,0049;-0,1121;-0,442;-0,1738;-0,0385;-0,0336;-0,0654;-0,5597;-0,4032;-0,0098
"actuel";-0,0172;0,512;-0,4393;0,9785;-0,6129;-0,5181;-0,9033;0,3715;-0,0876;-0,0069;-0,157;-0,2209;-0,2433;-0,054;-0,047;-0,0916;4,1601;-0,5645;-0,0138
"retour";-0,0357;0,2732;0,854;0,4921;-1,1019;-0,5195;-1,8715;3,1306;-0,1815;-0,0143;-0,3252;4,3438;-0,1647;-0,1118;-0,0974;-0,1898;-1,6235;-0,5872;-0,0285
"cnews";-0,0295;-0,2737;12,8959;-0,4236;-2,1086;-0,8884;-1,5487;-0,4122;-0,1502;-0,0118;-0,2691;2,8685;-0,4172;-0,0925;-0,0806;-0,1571;-1,3435;-0,9679;-0,0236
"élément";-0,0135;-0,1254;-0,3451;0,4432;0,9006;-0,4071;-0,7097;0,4526;-0,0688;-0,0054;-0,1233;-0,148;-0,1912;-0,0424;-0,037;-0,072;0,8572;-0,4435;1,6088
"groupe";-0,0172;-0,1597;-0,4393;2,7405;0,6107;-0,1668;-0,9033;-0,2404;0,7383;-0,0069;-0,157;0,3994;-0,2433;-0,054;-0,047;-0,0916;-0,3173;-0,1912;-0,0138
"entier";-0,0283;-0,2623;-0,7218;-0,4059;-1,2312;-0,3675;-1,4841;-0,395;2,3804;-0,0113;-0,2579;-1,0168;-0,3998;-0,0887;-0,0773;3,457;7,4072;-0,9275;-0,0226
"humour";-0,0776;-0,291;-0,7548;-1,1125;-2,7876;-2,3332;33,7181;-1,0826;-0,3945;-0,031;-0,2836;-0,5877;-1,0957;-0,243;-0,2118;-0,4125;-3,5286;-2,5421;-0,062
"frédéric";-0,0418;8,0123;-1,0671;-0,6002;-0,4081;2,2852;-2,1943;-0,584;-0,2128;-0,0167;-0,3813;2,3868;-0,5911;-0,1311;-0,1143;-0,2225;-1,9035;-0,3878;-0,0335
"boucher";-0,0135;-0,1254;10,5624;-0,1941;-0,9663;0,2159;-0,7097;-0,1889;-0,0688;-0,0054;-0,1233;-0,4862;-0,1912;-0,0424;-0,037;-0,072;-0,6156;-0,4435;-0,0108
"courir";-0,0468;-0,4335;-1,1927;-0,6708;0,8431;-0,7651;13,691;-0,6528;-0,2379;-0,0187;-0,4262;-1,6804;-0,6606;-0,1465;-0,1277;-0,2487;-2,1276;-0,8606;-0,0374
"haut";-0,0271;-0,2509;10,9375;-0,3883;-1,1595;0,2625;-1,4196;0,6795;-0,1377;-0,0108;-0,2467;-0,1936;-0,3824;0,751;-0,0739;-0,144;-1,2315;-0,8872;-0,0217
"1";-0,0209;-0,1939;2,3023;-0,3;1,6189;-0,2291;-1,0969;-0,2919;-0,1064;-0,0084;-0,1906;1,1252;-0,2955;-0,0655;-0,0571;-0,1112;-0,9515;-0,6855;-0,0167
"nombreux";-0,1207;-1,1189;-1,5324;-1,7315;-4,5698;-2,6427;48,0236;-0,9891;-0,614;-0,0482;-1,1001;-3,2755;-1,7052;-0,3782;0,2742;0,3647;-0,8294;-3,9563;-0,0965
"apporter";-0,0135;0,6005;-0,3451;0,4432;-0,1717;-0,4071;-0,7097;-0,1889;-0,0688;-0,0054;0,6069;-0,4862;-0,1912;1,0314;-0,037;0,8161;1,4568;-0,4435;-0,0108
"revue";-0,0123;-0,114;-0,3137;0,4764;1,0316;0,2415;-0,6452;-0,1717;-0,0626;-0,0049;-0,1121;1,9434;-0,1738;-0,0385;-0,0336;-0,0654;-0,5597;-0,4032;-0,0098
"cnrs";-0,0135;-0,1254;-0,3451;-0,1941;2,1273;-0,4071;-0,7097;0,4526;-0,0688;-0,0054;-0,1233;-0,4862;-0,1912;-0,0424;-0,037;-0,072;-0,6156;1,9126;-0,0108
"trop";-0,0135;-0,1254;-0,3451;-0,1941;-0,4264;2,0372;0,3362;0,4526;0,8339;-0,0054;-0,1233;-0,4862;0,4485;-0,0424;-0,037;-0,072;-0,6156;0,1939;-0,0108
"sse";-0,032;-0,2966;-0,8159;-0,4589;-2,2844;-0,9624;22,3847;-0,4466;-0,1627;-0,0128;-0,2916;-1,1495;-0,4519;-0,1002;-0,0874;-0,1701;-1,4555;-1,0486;-0,0256
"20";-0,1775;7,3921;3,7953;-2,5458;-12,6743;-5,3392;-9,3083;-0,29;-0,9027;-0,0709;-0,3024;53,8236;-2,5071;-0,5561;-0,4846;-0,9439;-8,0748;-2,0114;-0,1419
"devoir";-0,0517;-0,1531;1,1586;1,603;0,4447;-0,4919;-1,8225;-0,2909;3,4908;-0,0207;0,537;-1,1166;-0,7302;0,5068;-0,1411;0,3288;-0,627;0,2859;-0,0413
"ne";0,7075;-1,7124;-0,549;-2,0133;-0,582;0,4869;8,6858;-0,3593;-1,092;-0,1421;2,4966;0,5338;-5,0243;-0,2747;-0,9711;-1,1586;-2,2709;0,3876;0,8583
"chercheur";-0,0123;5,5824;-0,3137;0,4764;0,2433;-0,3701;-0,6452;0,486;-0,0626;-0,0049;-0,1121;-0,442;-0,1738;-0,0385;-0,0336;-0,0654;-0,5597;0,2184;-0,0098
"départ";-0,0554;-0,5134;-1,4126;-0,3369;-3,9549;-1,6662;-2,9047;-0,3233;-0,2817;-0,0221;-0,5048;-1,2246;55,2189;-0,1735;-0,1512;-0,2946;-2,5198;-1,8153;-0,0443
"peu";1,4418;-0,1483;0,2153;0,3868;0,6935;1,0763;-0,8387;-0,2232;-0,0814;-0,0064;-0,1458;0,4404;-0,2259;-0,0501;-0,0437;-0,0851;-0,7276;-0,1691;-0,0128
"bellver";-0,0591;-0,5477;-1,5068;-0,8475;-4,2187;-1,7773;-3,0984;-0,8247;-0,3005;-0,0236;-0,5385;48,8105;-0,8346;-0,1851;-0,1613;-0,3142;-2,6879;-1,9364;-0,0473
"porter";-0,0123;-0,114;0,2887;0,4764;2,3969;-0,3701;-0,6452;0,486;-0,0626;-0,0049;-0,1121;-0,442;-0,1738;-0,0385;-0,0336;-0,0654;-0,5597;0,2184;-0,0098
"on";-0,0911;-0,8446;-0,986;1,1289;4,214;-0,2225;-3,6688;-0,3477;-0,4635;-0,0364;0,2474;-1,6712;-1,2872;1,5536;2,585;0,5177;-0,7122;0,9298;-0,0729
"ou";-0,0936;0,5018;-0,4177;1,0851;0,8414;3,9589;-4,9079;0,7643;-0,476;-0,0374;0,2364;-1,7392;-1,322;0,8376;0,9337;-0,1641;0,5091;-1,0648;-0,0748
"celui";-0,0123;-0,114;-0,3137;-0,1765;1,6409;0,2415;-0,6452;-0,1717;0,8723;-0,0049;0,643;-0,442;-0,1738;1,0709;-0,0336;-0,0654;-0,5597;0,2184;-0,0098
"envoyer";-0,016;-0,1483;-0,4079;-0,2294;0,3616;-0,1474;0,2572;0,3959;-0,0814;-0,0064;-0,1458;0,4404;0,3919;-0,0501;-0,0437;0,7499;-0,7276;0,4914;-0,0128
"alain";-0,016;-0,1483;-0,4079;0,3868;1,1404;1,0763;-0,8387;1,906;-0,0814;-0,0064;-0,1458;-0,5747;-0,2259;-0,0501;-0,0437;-0,0851;-0,7276;-0,1691;-0,0128
"avec";0,6963;-0,4414;0,7638;-0,3024;0,9283;0,3565;1,9798;-0,9364;-1,1174;-0,1446;0,8819;-1,9367;-5,1118;0,9233;-0,4704;1,8722;-3,2952;1,5401;0,313
"phénomène";-0,0628;-0,5819;-0,9175;3,7831;1,7684;-0,2253;-3,2922;-0,3906;-0,3193;-0,0251;-0,2038;-1,4446;-0,8868;-0,1967;-0,1714;-0,3339;2,1883;0,3219;-0,0502
"5";-0,0221;0,424;-0,1939;-0,3177;1,0222;0,3576;-1,1614;2,3517;-0,1127;-0,0089;0,4298;-0,7957;-0,3128;0,8307;-0,0605;-0,1178;-0,4664;-0,2862;-0,0177
"péril";-0,0603;-0,5591;-1,5382;-0,8651;-4,3067;-1,8144;42,2279;-0,8419;-0,3068;-0,0241;-0,5497;-2,1671;-0,852;-0,189;-0,1647;-0,3208;-2,7439;-1,9768;-0,0482
"pté";-0,032;-0,2966;-0,8159;-0,4589;-2,2844;-0,9624;22,3847;-0,4466;-0,1627;-0,0128;-0,2916;-1,1495;-0,4519;-0,1002;-0,0874;-0,1701;-1,4555;-1,0486;-0,0256
"sud";-0,0123;4,0805;-0,3137;-0,1765;0,2433;-0,3701;-0,6452;-0,1717;-0,0626;-0,0049;-0,1121;0,1948;-0,1738;-0,0385;-0,0336;-0,0654;0,4619;0,2184;-0,0098
"sur";0,6122;-0,5246;-1,5744;1,3669;-2,6595;-0,7157;2,5678;0,9959;-2,8143;-0,2994;-0,6364;5,7989;-6,2999;-0,2546;-1,2845;-0,6995;0,4864;0,6301;-0,5991
"christian";-0,0123;-0,114;-0,3137;-0,1765;3,3097;0,2415;-0,6452;-0,1717;-0,0626;-0,0049;-0,1121;0,5997;-0,1738;-0,0385;-0,0336;-0,0654;-0,5597;-0,4032;-0,0098
"grâce";1,002;0,2065;-1,1613;-0,2491;-0,7774;-0,7369;14,1301;-0,2388;-0,2316;-0,0182;-0,415;-1,6361;-0,6432;-0,1427;-0,1243;-0,2422;-2,0716;-0,8294;1,0945
"enfant";2,1782;-0,4906;-1,3497;1,0415;5,2932;-0,2763;-2,7755;1,6072;1,6284;-0,0212;-0,4823;-1,9016;-0,7476;-0,1658;-0,1445;0,3215;-2,4077;-0,3342;1,0321
"vaisseau";-0,0295;-0,2737;-0,7531;-0,4236;-2,1086;3,3587;-0,472;-0,4122;2,327;-0,0118;0,3355;-1,0611;-0,4172;-0,0925;-0,0806;0,5179;0,4829;1,2522;-0,0236
"différents";-0,0172;0,512;0,1963;-0,2471;1,5305;0,4963;-0,9033;-0,2404;-0,0876;-0,0069;-0,157;-0,6189;-0,2433;-0,054;-0,047;0,7209;-0,7836;0,9162;-0,0138
"bout";-0,0123;5,5824;-0,3137;-0,1765;0,5657;-0,3701;-0,6452;-0,1717;-0,0626;-0,0049;-0,1121;-0,442;-0,1738;-0,0385;2,5926;-0,0654;-0,5597;-0,4032;-0,0098
"affrontement";-0,016;-0,1483;15,0512;-0,2294;-1,142;-0,4811;-0,8387;-0,2232;-0,0814;-0,0064;-0,1458;-0,5747;-0,2259;-0,0501;-0,0437;-0,0851;-0,7276;-0,5242;-0,0128
"blanc";-0,0197;-0,1825;-0,502;-0,2824;-0,744;-0,2077;-1,0323;0,329;-0,1001;-0,0079;-0,1794;1,2084;-0,2781;-0,0617;-0,0538;-0,1047;0,5172;2,752;-0,0157
