"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"mass";"chi.distance";"inertie"
"pre";-0,173896686559624;-0,619941631020864;-0,555314382155492;-0,267627117595296;-0,133907163085235;-0,541426852346135;-0,165380537642253;-0,589581562900526;-0,528119269540324;-0,254520758682663;-0,127349399596479;-0,514911846260255;0,288539934450041;0,51498366004335;0,160739534123499;0,00980911602466074;0,0018664025224902;0,0240613528359599;0,00462321091373663;0,0587574170029439;0,0471453577481522;0,0109501817092794;0,00274137666259122;0,0448167825421932;0,152883667598721;0,0726224285225877;0,000806311080974825
"ver_sup";-0,918297538676845;1,14015150870087;1,5504884734415;-2,42933249389263;1,00232736191285;0,953337209732466;-0,261175267179959;0,324273301809834;0,440978249701087;-0,690932444483707;0,285074396395062;0,271140986420627;0,668923090696156;0,144811486383606;0,104176072120543;0,0671938598051487;0,00869366494886882;0,00620182604567979;0,00853261845222578;0,0131534784612021;0,0243249843426265;0,0597158204831714;0,0101656384027862;0,00919620352108433;0,010118484842389;0,251870759414629;0,000641905340113763
"adj_dem";0,464515363153574;5,1806412784549;5,15004815418131;0,558231639234839;-11,1732211085409;-1,05203720081394;0,0346386094978567;0,386317061667448;0,384035752223046;0,0416269714515581;-0,833179854772645;-0,078449732057978;0,0316866963009454;0,553493304636602;0,2127751592159;0,000656828540714312;0,199989853679532;0,00139815762630591;0,000603340480822994;0,0750463101484237;0,0741625886154714;0,000871347111563865;0,349075273515073;0,00309474232651935;0,00279616181529239;0,585388284695114;0,000958187175802177
"ono";0,779041514102391;0,103322121861339;-3,05847068941204;-15,0838800786792;-12,1157109637625;-3,59187153701845;0,0390897550283741;0,00518436612100843;-0,153464055312033;-0,756859764825635;-0,607926747156397;-0,180228365156144;0,0995356695365181;0,000245874055142085;0,0838084353594392;0,535586972662953;0,262621167168181;0,0182018812177662;0,000891233624162279;1,56767846797056e-05;0,0137365922217106;0,334115406864521;0,215559996932122;0,0189457565348989;0,00146848785982982;0,553928429768841;0,000450585976692296
"pro_per";-1,08870805246844;-1,6568129047433;0,100561208220806;1,1898182505126;-1,57864798273871;1,20049713057635;-0,357204732639941;-0,543599736707551;0,0329940973753417;0,390378953385023;-0,517953853035464;0,393882690212742;0,726619371512091;0,236319506119999;0,000338662113597907;0,0124563750939315;0,0166659117923014;0,00760017336808059;0,0487599984324831;0,112924389123281;0,000416008091661879;0,0582374117322545;0,102520664082662;0,059287490138352;0,0411377763472873;0,286510389048605;0,00337692613711334
"num";3,1061721223984;-0,0184957312063697;-1,64325919979391;0,365912328233616;-0,890076757736204;2,26664743538786;0,723879014448441;-0,00431034442058935;-0,382953939175679;0,085274171906405;-0,207428262435132;0,528231677761546;0,979460956044208;4,87694250249734e-06;0,0149751018738801;0,00019509067008505;0,000877334875866399;0,00448663959345887;0,304718055334334;1,08041390112348e-05;0,0852823771881572;0,00422864509196662;0,0250208508462844;0,162261355359379;0,0315825471223673;0,704067631257392;0,0156558232611193
"adv";-0,196102623016757;-0,858136188803742;-0,435988808427269;3,89514357124777;0,085336420997055;-5,70645602750042;-0,0280985057887452;-0,122957787599676;-0,0624705262426547;0,558114483636187;0,0122274036037328;-0,817647848128167;0,059142907766325;0,159043832824657;0,0159701169907606;0,334910783136221;0,000122174085239616;0,430810185196796;0,000194946232544532;0,00373302136490358;0,00096360428779556;0,0769121551978331;3,69161915198613e-05;0,165074880393405;0,00506930055722074;0,180889971978967;0,000165873505955683
"ver";-0,582148810882036;-0,787834713532322;1,51925146007055;0,0231035156471331;-0,350146856061263;-0,17648967503311;-0,314698436335666;-0,425888274278066;0,821278082077472;0,0124893156390603;-0,189282647375633;-0,0954069195437453;0,61198781721133;0,15740318085408;0,227696114513161;1,38349378729007e-05;0,00241518047534061;0,000483872008216204;0,0294441304936755;0,0539263380604146;0,200534929298617;4,63753122624041e-05;0,01065200022282;0,00270625870921187;0,0868821789945887;0,166934096716924;0,00242114504317107
"adj_ind";-0,193624690250753;6,07878648549418;2,61625386286202;1,55535444098752;-3,35715528056915;3,45115899909399;-0,0232367040409988;0,729509043030231;0,313973990758693;0,186656519771707;-0,402888823595979;0,414170115167247;0,00639686730867003;0,885417660710144;0,0638009554949637;0,00592448958957842;0,0209779530104739;0,0174820738861684;0,000107092070885868;0,105552767181191;0,0195521990513477;0,00691026324290689;0,0321942790138032;0,0340224654112349;0,00285651063144978;0,543074598907367;0,000842470737601988
"adj_pos";-0,373391495211508;-1,1812314516368;2,88804114795644;-0,913123014762908;0,143225409089137;2,22697427516069;-0,0942678444236539;-0,298218208339613;0,729125909711609;-0,23053052733986;0,0361592343550327;0,56223043962855;0,164826028121524;0,231651696736175;0,538673053155854;0,0141482215346888;0,000264552257592615;0,0504364481941671;0,00182020809164751;0,0182163852019886;0,108892746179234;0,0108855599850781;0,000267813422741027;0,0647474394002463;0,0130554605620486;0,2063164945462;0,000555725208772083
