de;492;408
la;297;308
et;310;255
l;291;245
des;233;275
être;230;275
les;250;292
le;288;265
d;229;244
avoir;195;236
à;248;215
un;192;197
une;153;179
en;242;151
sur;164;166
du;179;122
qui;137;140
dans;132;161
il;98;147
s;76;69
pour;145;95
avec;114;66
ne;78;84
par;116;91
que;63;137
se;63;88
son;105;66
au;88;64
ses;56;47
pouvoir;29;91
ils;28;77
e;34;11
leur;36;45
pas;44;48
faire;70;67
elle;62;45
qu;57;83
ce;65;62
aux;59;39
20;45;17
plus;45;58
19;29;11
sa;63;28
après;23;15
mais;35;39
tout;34;37
tous;32;19
ou;28;30
on;40;25
nous;28;30
c;42;17
21;26;2
y;22;29
comme;18;19
cette;27;30
lui;28;32
an;28;24
autres;9;21
aujourd_hui;18;12
leurs;23;24
bien;8;19
aussi;17;9
ces;18;31
très;27;17
depuis;22;23
durant;2;3
vous;22;2
où;18;22
deux;25;11
devoir;19;16
selon;4;33
plein;8;2
grâce;6;5
alors;13;21
lorsque;1;9
23;11;2
même;10;21
comment;24;6
non;6;13
22;11;0
vouloir;15;10
personne;12;13
notre;10;15
entre;11;13
elles;6;17
dont;14;13
00;14;2
si;6;19
croire;9;15
30;15;3
point;10;6
12;14;2
t;8;14
quelques;16;7
50;13;5
40;10;1
savoir;7;15
sans;10;13
pendant;11;10
05;11;1
million;4;9
11;10;2
07;11;1
toujours;8;12
quand;11;9
cet;8;12
2;16;1
01;9;2
lors;12;7
j;17;3
dire;12;8
certains;5;12
autre;8;11
15;11;2
puis;10;8
contre;8;9
sous;3;14
plusieurs;4;11
chez;13;3
avant;16;2
autour;4;6
55;12;1
5;11;5
3;11;3
10;12;1
09;9;1
04;11;2
02;9;0
pourquoi;7;9
nos;6;10
me;2;1
là;5;6
certaines;3;12
45;5;3
44;8;1
1;9;2
08;14;0
toute;9;4
souvent;9;6
jamais;5;11
bon;14;0
beaucoup;11;4
27;8;1
25;8;3
17;10;3
13;9;3
03;10;0
54;7;4
47;4;3
16;6;2
06;8;1
eux;7;7
encore;5;8
différents;3;11
28;7;2
000;5;3
trois;6;6
peu;7;4
59;5;2
52;4;4
48;5;0
35;1;5
33;3;3
57;7;1
56;5;2
29;4;5
trop;4;6
toutes;4;7
rien;7;4
moins;5;5
mal;6;5
je;10;1
falloir;4;5
cela;4;7
53;4;2
4;2;7
38;2;2
31;4;2
26;8;1
mes;2;6
loin;5;4
celui;4;6
afin;3;7
42;2;5
39;3;2
24;3;3
18;7;0
ça;7;1
x;3;6
tant;6;2
g;3;1
concernant;3;3
celle;3;5
car;3;5
au_dessus;2;6
ailleurs;2;7
58;4;0
49;4;1
46;2;1
43;5;2
36;5;1
34;1;3
32;4;0
2017;3;5
2008;7;0
14;6;1
vers;5;2
pourtant;4;4
laquelle;4;4
ensuite;5;1
ben;4;2
alerte;5;2
51;2;2
sept;2;5
quatre;4;3
peut_être;3;4
parmi;0;5
o;4;3
moi;6;0
m;6;0
hé;3;4
hier;3;0
fort;6;1
douze;1;2
dix;0;7
chaque;5;2
ainsi;1;6
2007;6;0
vos;6;0
vite;4;2
quoi;3;3
quelque;3;2
maintenant;2;4
ma;5;0
enfin;3;3
déjà;4;2
donc;5;1
demain;3;0
dehors;3;1
cinq;5;1
37;3;1
2021;4;2
tard;3;2
surtout;2;2
près;1;4
parfois;2;3
parce_que;1;4
mêmes;1;3
mon;3;0
mieux;2;3
merci;5;0
longtemps;3;2
lequel;4;1
juste;3;2
jusqu_à;2;3
derrière;1;4
d_abord;2;3
ceux;3;2
autant;3;2
anti;3;0
41;1;2
1979;4;0
van;1;2
tandis_que;2;1
quant;1;3
presque;0;4
ni;1;2
moindre;0;4
hors;2;2
dès;1;3
divers;1;3
devant;2;2
dame;1;3
cependant;0;4
celui_ci;3;1
autrefois;0;4
aucun;2;2
8;4;0
70;2;2
7;4;0
6;1;3
500;1;3
2002;3;1
1999;3;1
1996;3;0
votre;3;0
via;3;0
soudain;2;1
sauf;1;2
quels;3;0
quel;1;2
plupart;2;1
malgré;1;2
lui_même;0;3
lorsqu;1;2
lesquels;2;1
lendemain;2;1
inter;3;0
combien;2;1
celle_ci;1;2
aucune;1;2
95;3;0
60;1;2
2019;2;1
2018;3;0
1994;1;2
1992;3;0
1991;3;0
1989;1;2
1985;2;1
1982;3;0
1980;2;1
1978;3;0
1967;2;1
1947;0;3
