"";"x"
"1";3
"2";3
"3";3
"4";2
"5";0
"6";3
"7";1
"8";1
"9";3
"10";1
"11";1
"12";1
"13";2
"14";3
"15";0
"16";3
"17";3
"18";3
"19";1
"20";1
"21";1
"22";1
"23";3
"24";3
"25";3
"26";3
"27";1
"28";2
"29";3
"30";2
"31";3
"32";1
"33";1
"34";2
"35";3
"36";3
"37";3
"38";3
"39";2
"40";3
"41";3
"42";3
"43";3
"44";3
"45";1
"46";3
"47";1
"48";1
"49";0
"50";0
"51";0
"52";0
"53";0
"54";0
"55";0
"56";0
"57";0
"58";0
"59";0
"60";0
"61";0
"62";0
"63";0
"64";0
"65";0
"66";0
"67";1
"68";0
"69";0
"70";0
"71";1
"72";0
"73";0
"74";0
"75";0
"76";0
"77";0
"78";1
"79";1
"80";0
"81";0
"82";1
"83";0
"84";0
"85";0
"86";0
"87";2
"88";3
"89";2
"90";2
"91";2
"92";3
"93";3
"94";3
"95";3
"96";1
"97";0
"98";0
"99";0
"100";0
"101";0
"102";0
"103";0
"104";0
"105";0
"106";0
"107";0
"108";2
"109";0
"110";0
"111";0
"112";0
"113";0
"114";0
"115";0
"116";0
"117";1
"118";1
"119";1
"120";1
"121";1
"122";1
"123";1
"124";1
"125";1
"126";1
"127";1
"128";1
"129";1
"130";1
"131";1
"132";1
"133";1
"134";1
"135";1
"136";1
"137";1
"138";1
"139";1
"140";2
"141";2
"142";1
"143";3
"144";1
"145";2
"146";3
"147";1
"148";1
"149";1
"150";1
"151";1
"152";1
"153";2
"154";1
"155";3
"156";1
"157";1
"158";3
"159";3
"160";2
"161";1
"162";1
"163";1
"164";1
"165";1
"166";1
"167";1
"168";1
"169";3
"170";1
"171";1
"172";1
"173";1
"174";6
"175";1
"176";1
"177";1
"178";0
"179";3
"180";3
"181";3
"182";0
"183";3
"184";3
"185";2
"186";2
"187";3
"188";2
"189";3
"190";1
"191";3
"192";3
"193";3
"194";3
"195";3
"196";3
"197";1
"198";3
"199";3
"200";1
"201";1
"202";1
"203";5
"204";5
"205";5
"206";5
"207";5
"208";5
"209";5
"210";5
"211";5
"212";5
"213";5
"214";5
"215";5
"216";5
"217";5
"218";5
"219";5
"220";5
"221";5
"222";5
"223";5
"224";5
"225";5
"226";5
"227";5
"228";5
"229";5
"230";5
"231";5
"232";5
"233";5
"234";5
"235";5
"236";5
"237";5
"238";5
"239";1
"240";3
"241";5
"242";5
"243";5
"244";5
"245";5
"246";5
"247";5
"248";5
"249";5
"250";5
"251";5
"252";5
"253";1
"254";1
"255";1
"256";1
"257";1
"258";1
"259";1
"260";1
"261";1
"262";5
"263";5
"264";5
"265";5
"266";5
"267";5
"268";5
"269";5
"270";1
"271";1
"272";1
"273";1
"274";2
"275";2
"276";0
"277";2
"278";2
"279";0
"280";0
"281";0
"282";0
"283";2
"284";0
"285";0
"286";0
"287";0
"288";0
"289";0
"290";0
"291";0
"292";2
"293";0
"294";0
"295";0
"296";2
"297";0
"298";2
"299";0
"300";0
"301";2
"302";0
"303";0
"304";0
"305";2
"306";2
"307";1
"308";1
"309";2
"310";3
"311";2
"312";2
"313";2
"314";2
"315";0
"316";0
"317";2
"318";0
"319";0
"320";2
"321";2
"322";1
"323";2
"324";0
"325";0
"326";2
"327";2
"328";0
"329";0
"330";3
"331";0
"332";2
"333";0
"334";0
"335";0
"336";0
"337";0
"338";0
"339";2
"340";0
"341";0
"342";0
"343";0
"344";0
"345";0
"346";0
"347";0
"348";0
"349";0
"350";0
"351";2
"352";0
"353";0
"354";0
"355";0
"356";0
"357";0
"358";0
"359";0
"360";0
"361";0
"362";0
"363";0
"364";0
"365";0
"366";0
"367";2
"368";0
"369";0
"370";0
"371";6
"372";6
"373";6
"374";6
"375";6
"376";6
"377";6
"378";6
"379";6
"380";6
"381";6
"382";6
"383";6
"384";6
"385";6
"386";6
"387";6
"388";6
"389";6
"390";6
"391";6
"392";6
"393";6
"394";6
"395";6
"396";6
"397";6
"398";6
"399";6
"400";6
"401";6
"402";6
"403";6
"404";6
"405";6
"406";6
"407";6
"408";6
"409";6
"410";6
"411";6
"412";6
"413";6
"414";6
"415";6
"416";6
"417";6
"418";6
"419";6
"420";6
"421";6
"422";6
"423";6
"424";6
"425";6
"426";6
"427";6
"428";6
"429";3
"430";3
"431";3
"432";3
"433";3
"434";3
"435";3
"436";3
"437";3
"438";6
"439";6
"440";6
"441";6
"442";6
"443";6
"444";6
"445";6
"446";6
"447";6
"448";6
"449";6
"450";6
"451";1
"452";1
"453";1
"454";1
"455";3
"456";3
"457";1
"458";1
"459";1
"460";1
"461";1
"462";1
"463";1
"464";1
"465";1
"466";1
"467";1
"468";3
"469";3
"470";3
"471";3
"472";1
"473";1
"474";1
"475";3
"476";1
"477";3
"478";3
"479";1
"480";1
"481";6
"482";6
"483";6
"484";6
"485";6
"486";6
"487";0
"488";1
"489";2
"490";1
"491";1
"492";5
