"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19"
"187";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
"188";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"189";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
"190";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"191";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
"192";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
"193";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
"194";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
"195";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
"196";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
"197";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"198";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
"199";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
"200";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"201";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"202";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"203";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"204";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"205";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"206";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"207";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"208";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"209";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"210";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"211";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"212";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"213";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"214";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"215";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"216";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"217";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"218";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"219";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"220";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"221";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"222";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"223";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"224";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"225";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"226";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"227";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"228";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"229";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"230";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"231";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"232";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"233";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"234";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"235";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"236";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"237";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"238";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"239";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"240";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
"241";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"242";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"243";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"244";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"245";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"246";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"247";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"248";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"249";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"250";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"251";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"252";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"253";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"254";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"255";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"256";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"257";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"258";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"259";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"260";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"261";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"262";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"263";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"264";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"265";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"266";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"267";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"268";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"269";0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"270";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"271";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"272";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"273";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"274";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"275";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"276";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"277";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"278";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"279";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"280";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"281";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"282";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"283";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"284";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"285";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"286";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"287";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"288";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"289";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"290";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"291";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"292";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"293";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"294";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"295";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"296";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"297";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"298";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"299";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"300";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"301";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"302";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"303";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"304";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"305";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"306";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"307";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"308";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"309";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"310";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
"311";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"312";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"313";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"314";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"315";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"316";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"317";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"318";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"319";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"320";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"321";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"322";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"323";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"324";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"325";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"326";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"327";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"328";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"329";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"330";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
"331";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"332";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"333";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"334";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"335";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"336";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"337";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
