"";"X.genregroupe_Animation";"X.genregroupe_Documentaire";"X.genregroupe_Feuilleton";"X.genregroupe_Longmétrage";"X.genregroupe_Magazine";"X.genregroupe_Série";"X.genregroupe_Tranchehoraire"
"xavier";-1,4241;-0,6644;3,5523;-0,0279;0,3436;-0,1173;1,7589
"rendre";-1,2457;0,5867;4,6207;-0,1203;-1,5721;3,0424;-0,0329
"partie";-2,8495;2,3836;-0,1196;0,918;0,2835;-0,2347;-0,0153
"partir";-1,9254;0,5158;0,5216;-0,0727;0,8455;0,297;-0,0199
"marier";-1,3024;-0,455;1,761;-0,0419;1,0351;-0,176;-0,0115
"joe";-2,1366;-0,9967;-0,0897;-0,0419;4,1358;-0,176;-0,0115
"disciple";12,7557;-1,5288;-0,1375;-0,0643;-7,5568;-0,2699;-0,0176
"préparer";-1,4241;-0,2405;-0,0598;1,2054;1,1007;-0,1173;-0,0076
"mère";-1,4241;-0,2405;2,1095;-0,0279;-0,5157;2,7087;-0,0076
"américain";-3,4329;3,0393;-0,1914;-0,0895;0,5305;-0,3756;-0,0244
"conquérant";14,4228;-1,7285;-0,1555;-0,0727;-8,5439;-0,3051;-0,0199
"série";6,2666;-1,721;-0,2333;-0,1091;-2,8339;-0,1419;-0,0298
"val";-2,2792;-1,0632;-0,0956;-0,0447;4,4117;-0,1877;-0,0122
"humain";-2,0542;4,6;2,762;-0,1063;-3,1262;1,7472;-0,029
"courant";-1,7091;-0,7973;-0,0717;-0,0335;3,3081;-0,1408;-0,0092
"décrire";-1,7091;0,2807;-0,0717;-0,0335;1,5047;-0,1408;-0,0092
"fantôme";-1,5666;0,3223;-0,0657;-0,0307;1,2996;-0,129;-0,0084
