"";"X.audiencefemme_0";"X.audiencefemme_01";"X.audiencefemme_02";"X.audiencefemme_03";"X.audiencefemme_04";"X.audiencefemme_05";"X.audiencefemme_06";"X.audiencefemme_07";"X.audiencefemme_08";"X.audiencefemme_09";"X.audiencefemme_1";"X.audiencefemme_103";"X.audiencefemme_11";"X.audiencefemme_112";"X.audiencefemme_116";"X.audiencefemme_12";"X.audiencefemme_128";"X.audiencefemme_13";"X.audiencefemme_135";"X.audiencefemme_14";"X.audiencefemme_141";"X.audiencefemme_147";"X.audiencefemme_15";"X.audiencefemme_16";"X.audiencefemme_17";"X.audiencefemme_18";"X.audiencefemme_19";"X.audiencefemme_199";"X.audiencefemme_2";"X.audiencefemme_22";"X.audiencefemme_23";"X.audiencefemme_27";"X.audiencefemme_28";"X.audiencefemme_29";"X.audiencefemme_3";"X.audiencefemme_31";"X.audiencefemme_34";"X.audiencefemme_35";"X.audiencefemme_36";"X.audiencefemme_38";"X.audiencefemme_41";"X.audiencefemme_47";"X.audiencefemme_49";"X.audiencefemme_55";"X.audiencefemme_61";"X.audiencefemme_62";"X.audiencefemme_63";"X.audiencefemme_69";"X.audiencefemme_76";"X.audiencefemme_79";"X.audiencefemme_8";"X.audiencefemme_83";"X.audiencefemme_85";"X.audiencefemme_89";"X.audiencefemme_9";"X.audiencefemme_96"
"tête";4,5063;12,7216;-0,2181;-1,9576;-0,8664;-1,2502;-0,2327;-0,3648;-0,0353;-0,1492;-0,3595;-0,0843;-0,5216;-0,0588;-0,6037;-0,7243;-0,0516;-0,6702;-0,1112;-0,5056;-0,051;-0,2295;-0,2287;-0,7216;-0,3086;-0,2868;-0,068;-0,0653;-0,0313;-0,5783;-0,238;-0,0555;-0,2155;-0,1309;-0,0627;-0,3053;-0,465;-0,4212;0,3006;-0,0464;-0,0294;-0,3198;-0,0935;-0,0627;-0,0673;0,3984;-0,0457;-0,0562;-0,049;-0,0621;-0,0595;-0,2137;-0,1867;-0,0503;-0,2321;-0,0464
"possible";-0,5106;-0,4974;-0,3978;0,7813;1,604;0,6312;1,8864;0,6189;-0,0115;-0,0489;-0,1177;-0,0276;0,488;-0,0193;-0,1976;-0,2371;-0,0169;0,834;-0,0364;-0,1655;-0,0167;-0,0751;-0,336;-0,2363;-0,101;-0,0939;-0,0223;-0,0214;-0,0103;-0,1893;0,7845;-0,0182;-0,1939;-0,0428;1,3354;-0,2431;-0,1523;-0,1379;-0,2411;-0,0152;-0,0096;-0,1047;-0,0306;-0,0205;-0,022;-0,0725;-0,015;-0,0184;-0,016;-0,0203;-0,0195;-0,07;-0,0611;-0,0165;-0,076;-0,0152
"poser";-0,2956;-0,2117;0,4977;-0,371;0,5019;-0,237;-0,0441;-0,0691;-0,0067;-0,0283;0,838;-0,016;-0,0989;-0,0111;-0,1144;-0,1373;-0,0098;-0,3498;-0,0211;-0,0958;-0,0097;-0,0435;-0,1945;0,5684;2,1217;-0,0544;-0,0129;-0,0124;-0,0059;-0,1096;1,0058;-0,0105;-0,1123;-0,0248;-0,0119;-0,1407;-0,0881;-0,0798;-0,1396;-0,0088;-0,0056;-0,0606;1,3981;-0,0119;-0,0128;-0,042;-0,0087;-0,0106;-0,0093;1,573;-0,0113;-0,0405;-0,0354;-0,0095;-0,044;-0,0088
"hassaine";-0,2956;-0,6088;-0,5225;-0,371;-0,1642;-0,237;-0,0441;-0,0691;-0,0067;-0,0283;-0,0681;-0,016;-0,0989;-0,0111;-0,1144;-0,1373;-0,0098;-0,3498;-0,0211;-0,0958;-0,0097;-0,0435;-0,1945;-0,1368;-0,0585;-0,0544;-0,0129;-0,0124;-0,0059;-0,1096;-0,0451;-0,0105;18,0011;-0,0248;-0,0119;-0,1407;-0,0881;-0,0798;-0,1396;-0,0088;-0,0056;-0,0606;-0,0177;-0,0119;-0,0128;-0,042;-0,0087;-0,0106;-0,0093;-0,0118;-0,0113;-0,0405;-0,0354;-0,0095;-0,044;-0,0088
"théorie";-0,3762;-0,7749;2,7523;0,5503;0,4179;-0,3016;-0,0561;4,4243;-0,0085;-0,036;-0,0867;-0,0203;-0,1258;-0,0142;-0,1456;-0,1747;-0,0125;-0,4452;-0,0268;-0,122;-0,0123;-0,0554;-0,2476;-0,1741;-0,0744;-0,0692;-0,0164;-0,0158;-0,0076;-0,1395;-0,0574;-0,0134;-0,1429;-0,0316;-0,0151;-0,1791;0,6428;-0,1016;-0,1776;-0,0112;-0,0071;-0,0772;-0,0226;-0,0151;-0,0162;-0,0534;-0,011;-0,0136;-0,0118;-0,015;-0,0143;-0,0515;-0,045;-0,0121;-0,056;-0,0112
"fou";-0,2687;-0,1807;0,5563;0,2676;-0,1493;-0,2154;-0,0401;-0,0629;-0,0061;-0,0257;2,0781;-0,0145;-0,0899;1,6371;-0,104;-0,1248;-0,0089;-0,318;-0,0192;-0,0871;-0,0088;-0,0395;-0,1768;-0,1243;-0,0532;-0,0494;-0,0117;-0,0113;-0,0054;-0,0996;-0,041;-0,0096;-0,1021;-0,0225;-0,0108;0,5932;-0,0801;-0,0726;-0,1269;-0,008;-0,0051;-0,0551;-0,0161;-0,0108;-0,0116;-0,0382;-0,0079;-0,0097;-0,0084;-0,0107;-0,0102;-0,0368;1,1464;-0,0087;1,0557;-0,008
"expérience";-0,5106;-0,4974;0,2219;0,7813;0,3191;-0,4094;-0,0762;-0,1195;-0,0115;-0,0489;-0,1177;-0,0276;-0,1708;-0,0193;-0,1976;0,376;-0,0169;-0,6043;-0,0364;-0,1655;-0,0167;-0,0751;0,2686;-0,2363;-0,101;0,7112;-0,0223;-0,0214;-0,0103;-0,1893;-0,0779;-0,0182;-0,1939;-0,0428;-0,0205;-0,2431;3,4626;0,5653;-0,2411;-0,0152;-0,0096;2,7797;-0,0306;-0,0205;-0,022;-0,0725;-0,015;-0,0184;-0,016;-0,0203;-0,0195;-0,07;0,8818;-0,0165;-0,076;-0,0152
"son";-1,9638;-1,8629;-1,4;-0,7145;-0,5604;-0,7203;-0,8524;0,7192;-0,1292;0,4481;1,9541;0,2933;-0,7248;-0,2154;-0,9223;-0,8349;-0,189;1,1337;0,2158;-0,231;-0,1866;0,5203;-1,5469;1,4074;1,3372;-1,0505;-0,2489;0,373;-0,1148;0,278;0,2263;0,4272;-0,8943;1,0081;0,3864;1,3352;-0,3409;0,5592;0,7957;4,3365;-0,1076;4,0531;0,2632;1,0093;0,3634;2,5569;-0,1675;-0,2058;-0,1794;0,3898;0,4041;0,575;1,1383;-0,1842;-0,85;2,1498
"corps";-0,4568;-0,9409;-0,8075;0,4362;-0,2538;-0,3663;-0,0682;-0,1069;-0,0103;2,3516;-0,1053;-0,0247;-0,1528;-0,0172;-0,1768;-0,2122;-0,0151;-0,1805;-0,0326;-0,1481;-0,0149;0,8435;-0,3006;-0,2114;-0,0904;-0,084;-0,0199;9,1975;1,6794;-0,1694;-0,0697;-0,0163;-0,1735;-0,0383;-0,0184;-0,2175;0,5699;2,5869;-0,2157;-0,0136;-0,0086;-0,0937;-0,0274;-0,0184;-0,0197;-0,0649;-0,0134;-0,0165;-0,0144;-0,0182;1,4055;-0,0626;-0,0547;-0,0147;-0,068;-0,0136
"cette";-0,6126;-1,9153;-1,0721;-0,896;0,4235;-0,2119;-0,2609;0,2147;-0,0395;1,2471;-0,403;-0,0945;0,414;-0,0659;1,7243;0,2573;-0,0578;-0,2914;-0,1246;0,4306;-0,0571;1,6714;-1,1503;0,5562;-0,3459;-0,3215;-0,0762;-0,0732;-0,0351;0,3611;3,4306;-0,0622;-0,2576;-0,1467;-0,0703;0,5345;4,6173;-0,1504;-0,8253;-0,052;-0,0329;0,2503;-0,1048;-0,0703;-0,0754;0,361;-0,0512;-0,063;-0,0549;0,8297;-0,0666;-0,2395;1,079;0,9146;-0,2601;-0,052
"solère";-0,3762;-0,7749;-0,665;-0,4722;-0,209;-0,3016;-0,0561;-0,088;-0,0085;-0,036;-0,0867;-0,0203;-0,1258;-0,0142;-0,1456;-0,1747;-0,0125;16,1302;-0,0268;-0,122;-0,0123;-0,0554;-0,2476;-0,1741;-0,0744;-0,0692;-0,0164;-0,0158;-0,0076;-0,1395;-0,0574;-0,0134;-0,1429;-0,0316;-0,0151;-0,1791;-0,1122;-0,1016;-0,1776;-0,0112;-0,0071;-0,0772;-0,0226;-0,0151;-0,0162;-0,0534;-0,011;-0,0136;-0,0118;-0,015;-0,0143;-0,0515;-0,045;-0,0121;-0,056;-0,0112
"reportage";-1,2635;-2,6025;-1,4247;-1,5861;-0,702;-1,013;-0,1886;0,3065;-0,0286;-0,1209;0,8446;-0,0683;1,8091;-0,0476;-0,4891;1,3598;-0,0418;-1,4954;-0,0901;1,8536;-0,0413;-0,1859;-0,8315;1,9911;0,3588;-0,2324;3,5496;-0,0529;-0,0254;0,5395;-0,1928;-0,045;-0,1538;-0,106;-0,0508;-0,2201;1,9746;-0,3412;-0,2173;-0,0376;-0,0238;6,9094;1,8796;-0,0508;-0,0545;-0,1795;-0,037;-0,0455;-0,0397;-0,0503;-0,0482;0,4831;1,3262;-0,0408;-0,188;-0,0376
"explorer";0,2576;-0,7195;-0,6175;2,7462;3,139;0,3231;-0,0521;-0,0817;-0,0079;-0,0334;-0,0805;-0,0189;-0,1168;-0,0132;-0,1352;-0,1622;-0,0116;-0,4134;-0,0249;-0,1133;-0,0114;-0,0514;-0,2299;-0,1616;-0,0691;-0,0642;-0,0152;-0,0146;-0,007;0,5886;-0,0533;-0,0124;0,5796;-0,0293;-0,0141;-0,1663;-0,1042;-0,0943;-0,1649;-0,0104;-0,0066;-0,0716;-0,0209;-0,0141;-0,0151;-0,0496;-0,0102;-0,0126;-0,011;-0,0139;-0,0133;-0,0479;-0,0418;-0,0113;-0,052;-0,0104
"convaincre";-0,2956;-0,2117;-0,1662;-0,371;-0,1642;-0,237;-0,0441;-0,0691;-0,0067;-0,0283;-0,0681;-0,016;-0,0989;-0,0111;-0,1144;-0,1373;-0,0098;-0,3498;-0,0211;-0,0958;-0,0097;-0,0435;-0,1945;0,5684;-0,0585;-0,0544;-0,0129;-0,0124;-0,0059;-0,1096;-0,0451;-0,0105;-0,1123;-0,0248;5,6163;0,5579;-0,0881;-0,0798;-0,1396;-0,0088;-0,0056;-0,0606;-0,0177;-0,0119;-0,0128;-0,042;1,7043;-0,0106;-0,0093;-0,0118;-0,0113;1,0505;-0,0354;1,6633;-0,044;1,6982
"si";-0,7256;-0,4469;1,7563;1,3269;0,2184;-0,5818;-0,1083;0,4901;-0,0164;-0,0694;-0,1673;-0,0392;-0,2427;-0,0274;-0,2809;1,398;-0,024;-0,3742;-0,0517;-0,2353;-0,0237;-0,1068;-0,4776;0,7537;-0,1436;-0,1335;-0,0316;-0,0304;-0,0146;-0,2691;-0,1108;-0,0258;0,328;-0,0609;-0,0292;0,7349;-0,2164;-0,196;-0,3426;-0,0216;1,5087;-0,1488;-0,0435;-0,0292;-0,0313;-0,1031;-0,0213;-0,0261;-0,0228;-0,0289;-0,0277;-0,0994;-0,0869;-0,0234;-0,108;1,3145
"sa";-0,3193;-2,7932;0,4109;-0,8435;-1,6892;-0,4479;-0,1418;-0,7113;-0,0688;0,8419;1,6465;-0,1644;0,3886;-0,1146;-0,3029;0,3998;-0,1006;-0,5131;-0,2168;-0,2145;-0,0993;3,2263;-0,7784;0,6674;0,3974;-0,5592;0,5801;-0,1274;-0,0611;-0,5675;1,6536;-0,1083;-0,5872;-0,2551;-0,1223;1,33;-0,4138;0,9255;0,387;0,7259;-0,0573;0,379;-0,1823;-0,1223;-0,1312;1,1125;-0,0891;-0,1095;0,7046;0,614;-0,1159;-0,4166;4,6591;-0,0981;-0,4525;2,9188
"se";-0,5358;-1,0677;1,3692;3,4323;1,986;-0,333;-0,1833;0,9635;0,5658;-0,5828;-0,2204;0,2745;-1,2769;-0,2296;-0,422;-0,638;-0,2015;-3,5435;-0,4342;0,7829;-0,199;0,4732;-1,7217;0,3419;-0,3189;0,3261;-0,2654;-0,2552;-0,1224;-1,4606;4,2083;0,4055;-0,4034;-0,511;-0,245;-0,2876;-0,3917;-0,5611;0,4856;-0,1811;1,5434;0,4965;0,69;0,3654;0,3429;0,4986;-0,1786;-0,2194;-0,1913;0,3688;1,0018;0,5256;-0,2993;-0,1964;-0,9063;-0,1811
"internet";0,2806;-0,244;0,4468;-0,4048;-0,1791;0,3482;-0,0481;-0,0754;-0,0073;-0,0309;-0,0743;-0,0174;-0,1078;-0,0122;-0,1248;-0,1498;-0,0107;-0,3816;-0,023;0,6697;-0,0105;-0,0474;1,094;-0,1492;-0,0638;-0,0593;-0,0141;-0,0135;-0,0065;0,6186;0,9701;-0,0115;-0,1225;-0,0271;-0,013;-0,1535;-0,0962;-0,0871;-0,1523;-0,0096;-0,0061;-0,0661;-0,0193;-0,013;-0,0139;-0,0458;-0,0095;-0,0116;-0,0101;-0,0128;-0,0123;-0,0442;-0,0386;3,5925;-0,048;-0,0096
"million";-0,5912;-1,2178;1,1534;0,3036;4,162;-0,474;-0,0882;-0,1383;-0,0134;-0,0566;-0,1363;-0,032;0,4368;-0,0223;-0,2289;-0,2746;-0,0196;-0,6997;1,0338;-0,1917;-0,0193;-0,087;-0,3891;0,3303;-0,117;-0,1087;-0,0258;-0,0248;-0,0119;-0,2192;-0,0902;-0,0211;-0,2246;-0,0496;-0,0238;-0,2815;0,4767;0,5119;1,6132;-0,0176;-0,0111;-0,1213;-0,0354;-0,0238;-0,0255;-0,084;-0,0173;-0,0213;-0,0186;-0,0235;-0,0225;-0,081;-0,0708;-0,0191;0,7366;-0,0176
"city";5,4989;16,5305;0,2916;-1,8562;-0,8215;-1,1855;-0,2207;0,2603;1,1301;-0,1415;-0,3409;-0,08;-0,4946;-0,0558;-0,5724;-0,6868;-0,0489;-1,7501;-0,1054;-0,4794;-0,0483;-0,2176;-0,9732;-0,6842;-0,2926;-0,272;-0,0644;-0,062;-0,0297;-0,5483;-0,2257;-0,0527;-0,5616;-0,1241;-0,0595;-0,704;-0,4409;-0,3994;-0,6982;-0,044;-0,0279;-0,3033;-0,0887;-0,0595;-0,0638;-0,2101;-0,0434;-0,0533;-0,0465;-0,0589;-0,0564;-0,2026;-0,177;-0,0477;-0,2201;-0,044
"2";-0,5643;-1,1624;-0,9976;-0,7084;-0,3135;-0,1368;-0,0842;0,5815;-0,0128;-0,054;0,5869;-0,0305;-0,1888;-0,0213;1,0586;0,9274;-0,0187;-0,2536;-0,0402;-0,183;-0,0184;-0,083;3,8886;0,345;-0,1117;-0,1038;-0,0246;-0,0236;-0,0113;1,0903;1,7841;-0,0201;0,4094;-0,0474;-0,0227;-0,2687;-0,1683;0,5287;-0,2665;-0,0168;-0,0106;-0,1157;-0,0338;-0,0227;-0,0244;-0,0802;-0,0165;-0,0203;-0,0177;-0,0225;-0,0215;-0,0773;-0,0676;-0,0182;-0,084;-0,0168
"plein";2,2354;5,7352;-0,3396;-0,6474;-0,5525;-0,7973;0,5383;0,3822;-0,0225;-0,0952;-0,2293;-0,0538;-0,3326;-0,0375;-0,385;1,696;-0,0329;-1,1771;-0,0709;-0,3224;-0,0325;-0,1463;-0,6545;-0,4602;1,1281;-0,1829;-0,0433;-0,0417;-0,02;-0,3688;-0,1518;-0,0354;-0,3777;-0,0835;-0,04;-0,4735;-0,2966;-0,2686;0,5398;-0,0296;-0,0187;-0,204;-0,0596;-0,04;-0,0429;-0,1413;-0,0292;-0,0358;-0,0312;-0,0396;-0,0379;-0,1363;-0,1191;-0,0321;-0,148;-0,0296
"sophie";-0,6719;-1,3839;-1,1876;-0,8434;-0,3733;-0,5387;-0,1003;1,3034;-0,0152;0,8613;-0,1549;-0,0363;0,3937;-0,0253;-0,2601;4,2455;-0,0222;-0,3327;-0,0479;-0,2178;-0,022;-0,0989;1,1195;0,8064;-0,133;1,4912;1,1857;-0,0282;-0,0135;-0,2491;0,6771;-0,0239;-0,2552;-0,0564;-0,027;0,283;-0,2003;-0,1815;-0,3173;-0,02;-0,0127;2,4286;-0,0403;-0,027;-0,029;-0,0955;-0,0197;-0,0242;-0,0211;-0,0267;-0,0256;-0,0921;0,7719;-0,0217;-0,1;-0,02
"affirmer";-0,2414;-0,357;2,0461;-0,3414;-0,3583;-0,5171;1,6915;-0,1509;-0,0146;-0,0617;-0,1487;-0,0349;-0,2157;-0,0243;-0,2497;-0,2996;-0,0213;-0,7634;-0,046;-0,2091;-0,0211;-0,0949;-0,4245;0,3036;-0,1276;0,6216;-0,0281;-0,027;-0,013;-0,2392;0,6929;-0,023;0,3654;-0,0541;-0,0259;-0,3071;0,4464;-0,1742;0,2975;-0,0192;-0,0122;-0,1323;-0,0387;-0,0259;-0,0278;0,7207;1,3705;2,8828;-0,0203;-0,0257;-0,0246;0,7349;-0,0772;-0,0208;-0,096;-0,0192
"semaine";0,4161;-0,6166;-1,0451;0,3036;-0,3285;-0,474;-0,0882;-0,1383;-0,0134;0,9131;0,5696;-0,032;-0,1977;-0,0223;-0,2289;2,5066;-0,0196;-0,2729;-0,0422;5,4661;-0,0193;-0,087;-0,3891;0,3303;-0,117;0,6546;-0,0258;-0,0248;-0,0119;0,4019;-0,0902;-0,0211;-0,2246;-0,0496;-0,0238;-0,2815;-0,1763;0,5119;-0,2792;-0,0176;-0,0111;-0,1213;-0,0354;-0,0238;-0,0255;-0,084;-0,0173;-0,0213;-0,0186;-0,0235;-0,0225;-0,081;-0,0708;-0,0191;-0,088;-0,0176
"comédien";-0,3224;-0,244;-0,57;-0,4048;-0,1791;-0,2585;-0,0481;-0,0754;-0,0073;-0,0309;1,9199;-0,0174;1,6175;-0,0122;-0,1248;0,5351;-0,0107;-0,3816;-0,023;-0,1045;-0,0105;-0,0474;-0,2122;-0,1492;0,8644;-0,0593;-0,0141;-0,0135;-0,0065;-0,1196;-0,0492;-0,0115;5,3354;-0,0271;-0,013;-0,1535;-0,0962;-0,0871;-0,1523;-0,0096;-0,0061;-0,0661;-0,0193;-0,013;-0,0139;-0,0458;-0,0095;-0,0116;-0,0101;-0,0128;-0,0123;-0,0442;-0,0386;-0,0104;-0,048;-0,0096
"différent";-0,3224;-0,6641;-0,57;0,6487;-0,1791;-0,2585;0,9792;0,7974;-0,0073;1,1638;-0,0743;-0,0174;-0,1078;-0,0122;-0,1248;-0,1498;-0,0107;0,6862;-0,023;-0,1045;-0,0105;-0,0474;0,4128;-0,1492;-0,0638;-0,0593;-0,0141;-0,0135;-0,0065;0,6186;2,2626;-0,0115;-0,1225;-0,0271;-0,013;-0,1535;0,702;-0,0871;-0,1523;-0,0096;-0,0061;-0,0661;-0,0193;-0,013;-0,0139;-0,0458;-0,0095;-0,0116;-0,0101;-0,0128;-0,0123;-0,0442;-0,0386;-0,0104;-0,048;-0,0096
"extra_terrestre";0,8597;-0,6088;-0,5225;-0,371;0,5019;-0,237;-0,0441;-0,0691;-0,0067;-0,0283;0,838;-0,016;-0,0989;-0,0111;0,6352;-0,1373;-0,0098;0,7456;-0,0211;-0,0958;-0,0097;1,021;-0,1945;0,5684;-0,0585;-0,0544;-0,0129;-0,0124;-0,0059;-0,1096;-0,0451;-0,0105;-0,1123;-0,0248;-0,0119;-0,1407;1,7839;-0,0798;-0,1396;-0,0088;-0,0056;-0,0606;-0,0177;-0,0119;-0,0128;-0,042;-0,0087;-0,0106;-0,0093;-0,0118;-0,0113;-0,0405;-0,0354;-0,0095;-0,044;-0,0088
"monde";1,9169;5,9504;0,5516;1,4511;-0,2638;-0,2591;1,4798;0,5358;0,7754;-0,3374;0,2553;-0,1906;-1,1792;1,4241;-1,3647;-0,3101;-0,1167;-1,8254;0,3571;-1,143;0,6327;-0,1759;-2,3203;-0,3076;-0,6977;-0,6484;-0,1536;-0,1477;-0,0709;-0,3697;-0,5381;0,6002;-0,7236;0,3063;-0,1418;0,2761;-0,5138;-0,9522;-0,5705;-0,1048;-0,0664;-0,7231;-0,2114;-0,1418;1,3186;-0,5009;-0,1034;-0,127;-0,1108;-0,1403;-0,1344;-0,483;-0,422;-0,1137;-0,5247;-0,1048
"visiteur";-0,7256;-1,4946;1,2653;-0,1727;1,912;0,8532;0,6562;1,2433;-0,0164;-0,0694;-0,1673;-0,0392;-0,2427;-0,0274;-0,2809;-0,337;-0,024;-0,8588;-0,0517;-0,2353;1,2746;-0,1068;-0,4776;-0,3358;-0,1436;-0,1335;-0,0316;-0,0304;-0,0146;-0,2691;-0,1108;-0,0258;-0,2756;-0,0609;4,3802;-0,3455;-0,2164;-0,196;-0,3426;-0,0216;-0,0137;2,3323;-0,0435;-0,0292;-0,0313;-0,1031;-0,0213;1,2334;-0,0228;-0,0289;-0,0277;0,6891;-0,0869;-0,0234;-0,108;-0,0216
"naulleau";-0,3224;-0,6641;-0,57;-0,4048;-0,1791;0,3482;-0,0481;-0,0754;-0,0073;-0,0309;-0,0743;-0,0174;-0,1078;-0,0122;-0,1248;-0,1498;-0,0107;11,6211;-0,023;-0,1045;-0,0105;-0,0474;-0,2122;-0,1492;-0,0638;-0,0593;-0,0141;-0,0135;-0,0065;-0,1196;-0,0492;-0,0115;-0,1225;-0,0271;-0,013;-0,1535;-0,0962;-0,0871;-0,1523;-0,0096;-0,0061;-0,0661;-0,0193;-0,013;-0,0139;-0,0458;-0,0095;-0,0116;-0,0101;-0,0128;-0,0123;-0,0442;-0,0386;-0,0104;-0,048;-0,0096
"lilia";-0,2956;-0,6088;-0,5225;-0,371;-0,1642;-0,237;-0,0441;-0,0691;-0,0067;-0,0283;-0,0681;-0,016;-0,0989;-0,0111;-0,1144;-0,1373;-0,0098;-0,3498;-0,0211;-0,0958;-0,0097;-0,0435;-0,1945;-0,1368;-0,0585;-0,0544;-0,0129;-0,0124;-0,0059;-0,1096;-0,0451;-0,0105;18,0011;-0,0248;-0,0119;-0,1407;-0,0881;-0,0798;-0,1396;-0,0088;-0,0056;-0,0606;-0,0177;-0,0119;-0,0128;-0,042;-0,0087;-0,0106;-0,0093;-0,0118;-0,0113;-0,0405;-0,0354;-0,0095;-0,044;-0,0088
"fille";0,7414;20,5882;6,7148;-1,6073;-2,0037;-1,9972;-0,5383;-0,3724;-0,0816;-0,3451;-0,3644;-0,195;-0,6251;1,4063;-1,3961;-1,675;-0,1194;-4,2685;-0,2571;-1,1693;0,6241;-0,5306;-2,3735;-0,5731;-0,7137;-0,6633;-0,1572;-0,1511;-0,0725;-1,3373;-0,5504;-0,1284;-1,3698;-0,3026;-0,1451;1,0177;-1,0754;-0,2099;-0,5936;-0,1073;-0,068;-0,7397;-0,2162;-0,1451;-0,1557;-0,5124;-0,1057;-0,1299;-0,1133;1,3639;-0,1375;-0,4941;0,2007;-0,1163;-0,1858;-0,1073
"désert";-0,5643;-1,1624;5,7204;0,3258;0,2889;0,5682;1,8024;-0,132;-0,0128;-0,054;-0,1301;-0,0305;-0,1888;-0,0213;-0,2185;-0,2621;-0,0187;-0,6679;-0,0402;-0,183;-0,0184;-0,083;-0,3714;-0,2611;-0,1117;-0,1038;-0,0246;-0,0236;-0,0113;-0,2093;-0,0861;-0,0201;-0,2143;-0,0474;-0,0227;0,336;-0,1683;0,5287;-0,2665;-0,0168;-0,0106;-0,1157;-0,0338;-0,0227;-0,0244;-0,0802;-0,0165;-0,0203;-0,0177;-0,0225;1,3157;-0,0773;-0,0676;-0,0182;-0,084;-0,0168
"humoriste";-0,3493;-0,7195;-0,6175;-0,4385;-0,1941;-0,2801;-0,0521;-0,0817;-0,0079;-0,0334;-0,0805;-0,0189;0,6273;-0,0132;-0,1352;2,2808;-0,0116;0,2118;-0,0249;-0,1133;-0,0114;-0,0514;-0,2299;-0,1616;-0,0691;-0,0642;-0,0152;-0,0146;-0,007;-0,1295;-0,0533;-0,0124;0,5796;-0,0293;-0,0141;-0,1663;-0,1042;-0,0943;7,6249;-0,0104;-0,0066;-0,0716;-0,0209;-0,0141;-0,0151;-0,0496;-0,0102;-0,0126;-0,011;-0,0139;-0,0133;-0,0479;-0,0418;-0,0113;-0,052;-0,0104
"apparition";-0,4299;-0,8856;-0,3052;-0,5397;-0,2389;1,4034;0,8621;-0,1006;-0,0097;-0,0411;-0,0991;-0,0233;-0,1438;-0,0162;-0,1664;0,4335;-0,0142;-0,5089;-0,0307;-0,1394;-0,014;-0,0633;-0,283;-0,1989;-0,0851;-0,0791;-0,0187;-0,018;-0,0086;-0,1594;-0,0656;-0,0153;-0,1633;-0,0361;-0,0173;-0,2047;-0,1282;-0,1161;-0,203;-0,0128;-0,0081;-0,0882;-0,0258;-0,0173;-0,0186;-0,0611;-0,0126;-0,0155;-0,0135;-0,0171;-0,0164;0,8967;0,9517;-0,0139;12,2555;-0,0128
"s";0,3934;-1,4447;-0,576;-0,6675;-0,772;0,708;-0,1844;0,9014;-0,0809;0,2631;1,3845;-0,1936;-0,6185;-0,135;1,4064;-0,9731;-0,1185;-1,0673;-0,2552;0,3066;-0,117;1,4784;-0,4159;-0,3182;0,3165;-0,2557;-0,156;-0,15;-0,0719;-0,1914;-0,191;-0,1275;-0,3975;0,3017;0,5495;2,2563;-0,2515;2,1629;-0,3327;-0,1065;-0,0674;-0,3021;-0,2146;-0,144;3,3408;-0,5085;-0,105;-0,129;-0,1125;-0,1425;1,4035;0,9868;0,2026;0,6318;-0,5327;1,6012
"autour";0,5311;-0,9963;-0,855;-0,2173;0,3359;-0,3878;-0,0722;-0,1132;-0,0109;-0,0463;-0,1115;-0,0262;-0,1618;-0,0182;-0,1872;-0,2247;-0,016;3,8609;-0,0345;6,0408;-0,0158;-0,0712;-0,3183;0,395;-0,0957;-0,089;-0,0211;-0,0203;-0,0097;-0,1794;-0,0738;-0,0172;-0,1837;-0,0406;-0,0195;-0,2303;-0,1442;-0,1306;-0,2284;-0,0144;-0,0091;-0,0992;-0,029;-0,0195;-0,0209;-0,0687;-0,0142;-0,0174;-0,0152;-0,0193;-0,0184;-0,0663;-0,0579;-0,0156;-0,072;-0,0144
"venir";0,3752;-0,294;0,4657;0,4053;0,9401;0,3002;-0,2207;0,2603;-0,0334;-0,1415;1,3656;-0,08;-0,4946;-0,0558;-0,5724;0,3334;-0,0489;-1,0354;-0,1054;0,5251;-0,0483;-0,2176;-0,2054;-0,2694;0,3096;-0,272;-0,0644;-0,062;-0,0297;0,4492;-0,2257;-0,0527;0,8677;-0,1241;0,8928;-0,704;-0,4409;-0,3994;-0,6982;-0,044;-0,0279;0,2988;-0,0887;-0,0595;2,0205;0,4162;-0,0434;2,1714;-0,0465;-0,0589;-0,0564;0,4285;-0,177;-0,0477;-0,2201;-0,044
"tomber";-0,4837;-0,4588;-0,855;0,4049;1,6678;-0,3878;1,9321;0,6394;-0,0109;-0,0463;-0,1115;-0,0262;-0,1618;-0,0182;-0,1872;-0,2247;-0,016;-0,5725;-0,0345;-0,1568;-0,0158;-0,0712;-0,3183;-0,2238;-0,0957;-0,089;-0,0211;-0,0203;-0,0097;0,4706;-0,0738;1,4102;-0,1837;-0,0406;-0,0195;1,8427;-0,1442;-0,1306;0,3883;-0,0144;-0,0091;1,6728;-0,029;-0,0195;-0,0209;-0,0687;-0,0142;-0,0174;-0,0152;-0,0193;-0,0184;-0,0663;0,9037;-0,0156;-0,072;-0,0144
"vouloir";-0,3415;0,3094;1,0772;-1,0122;-0,448;0,3668;-0,1203;-0,1886;-0,0182;-0,0772;0,4582;-0,0436;0,3348;-0,0304;0,2902;0,2382;-0,0267;-0,9543;0,9066;-0,2614;-0,0263;-0,1186;-0,5306;0,2392;-0,1596;-0,1483;-0,0351;-0,0338;1,4362;-0,299;-0,1231;-0,0287;-0,3062;-0,0677;1,1429;1,9745;-0,2404;-0,2178;0,6707;-0,024;-0,0152;-0,1654;-0,0483;-0,0324;-0,0348;-0,1146;-0,0236;-0,0291;-0,0253;-0,0321;-0,0307;-0,1105;1,6862;-0,026;0,6172;-0,024
