"";"X.audiencefemme_0";"X.audiencefemme_01";"X.audiencefemme_02";"X.audiencefemme_03";"X.audiencefemme_04";"X.audiencefemme_05";"X.audiencefemme_06";"X.audiencefemme_07";"X.audiencefemme_08";"X.audiencefemme_09";"X.audiencefemme_1";"X.audiencefemme_103";"X.audiencefemme_11";"X.audiencefemme_112";"X.audiencefemme_116";"X.audiencefemme_12";"X.audiencefemme_128";"X.audiencefemme_13";"X.audiencefemme_135";"X.audiencefemme_14";"X.audiencefemme_141";"X.audiencefemme_147";"X.audiencefemme_15";"X.audiencefemme_16";"X.audiencefemme_17";"X.audiencefemme_18";"X.audiencefemme_19";"X.audiencefemme_199";"X.audiencefemme_2";"X.audiencefemme_22";"X.audiencefemme_23";"X.audiencefemme_27";"X.audiencefemme_28";"X.audiencefemme_29";"X.audiencefemme_3";"X.audiencefemme_31";"X.audiencefemme_34";"X.audiencefemme_35";"X.audiencefemme_36";"X.audiencefemme_38";"X.audiencefemme_41";"X.audiencefemme_47";"X.audiencefemme_49";"X.audiencefemme_55";"X.audiencefemme_61";"X.audiencefemme_62";"X.audiencefemme_63";"X.audiencefemme_69";"X.audiencefemme_76";"X.audiencefemme_79";"X.audiencefemme_8";"X.audiencefemme_83";"X.audiencefemme_85";"X.audiencefemme_89";"X.audiencefemme_9";"X.audiencefemme_96"
"avoir";1,6802;1,3045;0,5304;3,3512;2,9449;-1,0728;1,8187;0,5718;-0,1822;-0,6111;-0,8763;-1,274;-1,8005;-0,8884;-0,3746;-2,1575;-0,7797;-4,8291;-1,6798;-1,6723;-0,7698;-0,6981;-1,8915;0,3941;-0,7694;0,9272;-0,2322;0,7269;-0,4735;0,3869;-0,5352;-0,839;-0,8422;-0,7673;-0,4412;1,3115;0,3783;-0,496;0,6401;2,2819;-0,4439;0,3847;-0,4265;0,7702;-0,489;1,0907;-0,2741;-0,8488;-0,7402;-0,4344;-0,1772;0,5063;2,6659;0,6032;-1,3803;-0,2802
"alliance";-0,4299;-0,8856;-0,76;-0,5397;-0,2389;16,3946;-0,0642;-0,1006;-0,0097;-0,0411;-0,0991;-0,0233;-0,1438;-0,0162;-0,1664;-0,1997;-0,0142;-0,5089;-0,0307;1,4055;-0,014;-0,0633;-0,283;-0,1989;-0,0851;-0,0791;-0,0187;-0,018;-0,0086;-0,1594;-0,0656;-0,0153;-0,1633;-0,0361;-0,0173;-0,2047;-0,1282;-0,1161;-0,203;-0,0128;-0,0081;-0,0882;-0,0258;-0,0173;-0,0186;-0,0611;-0,0126;-0,0155;-0,0135;-0,0171;-0,0164;-0,0589;-0,0515;-0,0139;-0,064;-0,0128
"lune";-0,4299;-0,3838;-0,3052;0,949;-0,2389;2,2057;-0,0642;-0,1006;-0,0097;-0,0411;-0,0991;-0,0233;-0,1438;-0,0162;1,2684;-0,1997;-0,0142;-0,1633;-0,0307;-0,1394;-0,014;-0,0633;-0,283;3,058;-0,0851;-0,0791;-0,0187;-0,018;-0,0086;-0,1594;-0,0656;-0,0153;-0,1633;-0,0361;-0,0173;-0,2047;-0,1282;-0,1161;-0,203;-0,0128;-0,0081;-0,0882;-0,0258;-0,0173;-0,0186;-0,0611;-0,0126;-0,0155;-0,0135;-0,0171;-0,0164;-0,0589;-0,0515;-0,0139;-0,064;-0,0128
"seul";-0,4837;-0,1987;0,2443;2,8343;0,3359;-0,3878;-0,0722;-0,1132;-0,0109;-0,0463;-0,1115;-0,0262;-0,1618;-0,0182;1,1762;-0,2247;-0,016;-0,1981;-0,0345;-0,1568;-0,0158;-0,0712;0,2844;-0,2238;-0,0957;-0,089;-0,0211;-0,0203;-0,0097;-0,1794;-0,0738;-0,0172;0,4623;-0,0406;-0,0195;-0,2303;0,5488;-0,1306;-0,2284;-0,0144;-0,0091;-0,0992;-0,029;-0,0195;-0,0209;-0,0687;-0,0142;-0,0174;-0,0152;-0,0193;-0,0184;-0,0663;0,9037;-0,0156;-0,072;-0,0144
"tamaran";3,1792;8,5551;0,289;-0,8772;-0,3882;-0,5602;-0,1043;-0,1635;-0,0158;-0,0669;-0,1611;-0,0378;-0,2337;-0,0263;-0,2705;-0,3245;-0,0231;-0,827;-0,0498;-0,2265;-0,0228;-0,1028;-0,4599;-0,3233;-0,1383;-0,1285;-0,0305;-0,0293;-0,014;-0,2591;-0,1067;-0,0249;-0,2654;-0,0586;-0,0281;-0,3327;-0,2084;-0,1887;-0,33;-0,0208;-0,0132;-0,1433;-0,0419;-0,0281;-0,0302;-0,0993;-0,0205;-0,0252;-0,022;-0,0278;-0,0266;-0,0957;-0,0837;-0,0225;-0,104;-0,0208
"mauvais";7,1807;-0,6641;-0,57;-0,4048;-0,1791;0,3482;-0,0481;0,7974;-0,0073;-0,0309;-0,0743;-0,0174;-0,1078;-0,0122;-0,1248;-0,1498;1,6149;-0,3816;-0,023;-0,1045;-0,0105;-0,0474;-0,2122;-0,1492;-0,0638;-0,0593;-0,0141;-0,0135;-0,0065;-0,1196;-0,0492;-0,0115;-0,1225;-0,0271;-0,013;0,5261;-0,0962;-0,0871;-0,1523;-0,0096;-0,0061;-0,0661;-0,0193;-0,013;-0,0139;-0,0458;-0,0095;-0,0116;-0,0101;-0,0128;-0,0123;-0,0442;-0,0386;-0,0104;-0,048;-0,0096
"chez";0,5311;-0,4588;0,2443;-0,6072;-0,2687;2,8757;-0,0722;-0,1132;-0,0109;0,9952;-0,1115;-0,0262;-0,1618;-0,0182;-0,1872;0,3938;-0,016;-0,5725;-0,0345;0,5184;-0,0158;-0,0712;0,2844;-0,2238;1,7017;-0,089;-0,0211;-0,0203;-0,0097;-0,1794;-0,0738;-0,0172;-0,1837;-0,0406;-0,0195;0,3856;-0,1442;-0,1306;-0,2284;-0,0144;-0,0091;0,6899;-0,029;-0,0195;-0,0209;-0,0687;-0,0142;-0,0174;-0,0152;-0,0193;-0,0184;-0,0663;-0,0579;-0,0156;-0,072;-0,0144
"chef";0,2806;-0,6641;-0,1921;-0,4048;1,2208;-0,2585;-0,0481;-0,0754;-0,0073;-0,0309;-0,0743;-0,0174;-0,1078;-0,0122;-0,1248;-0,1498;-0,0107;-0,3816;-0,023;0,6697;-0,0105;-0,0474;1,094;-0,1492;-0,0638;-0,0593;1,497;-0,0135;1,8294;-0,1196;-0,0492;-0,0115;-0,1225;-0,0271;-0,013;1,3391;-0,0962;-0,0871;-0,1523;-0,0096;-0,0061;0,85;-0,0193;-0,013;-0,0139;-0,0458;-0,0095;-0,0116;-0,0101;-0,0128;-0,0123;-0,0442;-0,0386;-0,0104;-0,048;-0,0096
"appeler";-0,2687;-0,5534;-0,475;0,2676;1,3679;-0,2154;-0,0401;-0,0629;-0,0061;-0,0257;-0,0619;-0,0145;-0,0899;-0,0101;-0,104;0,6025;-0,0089;-0,318;-0,0192;-0,0871;-0,0088;1,0604;1,2376;-0,1243;-0,0532;-0,0494;-0,0117;-0,0113;-0,0054;0,6882;-0,041;-0,0096;-0,1021;-0,0225;-0,0108;-0,1279;0,7735;-0,0726;-0,1269;-0,008;-0,0051;-0,0551;-0,0161;-0,0108;-0,0116;-0,0382;-0,0079;-0,0097;-0,0084;-0,0107;-0,0102;1,09;-0,0322;-0,0087;-0,04;-0,008
"qui";2,4016;11,5744;2,7947;-0,8727;-0,5115;-2,0474;-0,5375;-0,428;-0,3199;-0,3962;0,6768;0,5942;-0,4325;0,4625;0,33;-0,717;-0,1488;-1,8992;0,3924;-0,5421;-0,1457;-0,8375;-3,4778;0,3908;-0,4129;0,42;-0,2307;-0,5928;-0,2844;-1,0377;-0,3433;-0,5038;-1,4023;-0,6121;-0,5691;-0,466;-0,2899;-0,6292;-0,756;0,6022;-0,2666;-0,9894;-0,3754;0,4272;-0,6106;-0,7904;-0,4148;-0,5097;0,5687;-0,2001;0,4564;0,3445;0,2674;1,684;-1,3344;-0,4207
"falloir";-0,2956;-0,2117;-0,5225;-0,371;-0,1642;-0,237;-0,0441;-0,0691;-0,0067;-0,0283;-0,0681;-0,016;-0,0989;-0,0111;-0,1144;-0,1373;-0,0098;1,4228;-0,0211;-0,0958;-0,0097;-0,0435;-0,1945;-0,1368;-0,0585;-0,0544;-0,0129;-0,0124;-0,0059;-0,1096;9,5323;-0,0105;-0,1123;-0,0248;-0,0119;-0,1407;0,7359;-0,0798;-0,1396;-0,0088;-0,0056;-0,0606;-0,0177;-0,0119;-0,0128;-0,042;-0,0087;-0,0106;-0,0093;-0,0118;-0,0113;-0,0405;-0,0354;-0,0095;-0,044;-0,0088
"françois";-0,6181;-0,6574;-1,0926;-0,7759;-0,3434;-0,1591;-0,0923;-0,1446;-0,014;-0,0592;-0,1425;-0,0334;-0,2067;-0,0233;0,373;0,8623;-0,0205;-0,7316;-0,0441;1,9883;-0,0202;0,7237;0,216;1,584;1,5006;-0,1137;-0,0269;-0,0259;-0,0124;-0,2292;-0,0943;-0,022;3,7994;-0,0519;-0,0249;-0,2943;1,1834;-0,1669;-0,2919;-0,0184;-0,0116;0,5966;-0,0371;-0,0249;-0,0267;-0,0878;-0,0181;-0,0223;-0,0194;-0,0246;-0,0236;-0,0847;-0,074;-0,0199;-0,092;-0,0184
"soucoupe";0,2185;-0,3475;2,57;-0,506;-0,2239;-0,3232;0,8882;-0,0943;-0,0091;-0,0386;-0,0929;-0,0218;-0,1348;-0,0152;1,3196;-0,1872;-0,0133;-0,4771;-0,0287;-0,1307;-0,0132;-0,0593;0,926;-0,1865;-0,0798;-0,0741;-0,0176;-0,0169;-0,0081;-0,1495;-0,0615;-0,0144;-0,1531;-0,0338;-0,0162;-0,1919;-0,1202;-0,1089;-0,1903;-0,012;-0,0076;-0,0827;1,2666;-0,0162;-0,0174;0,9082;-0,0118;-0,0145;-0,0127;-0,016;-0,0154;-0,0552;-0,0483;-0,013;-0,06;-0,012
"nombre";-0,2687;-0,1807;0,5563;0,7733;0,5363;-0,2154;-0,0401;-0,0629;-0,0061;-0,0257;-0,0619;-0,0145;-0,0899;-0,0101;-0,104;-0,1248;-0,0089;-0,318;-0,0192;-0,0871;-0,0088;-0,0395;0,4756;-0,1243;-0,0532;0,9684;-0,0117;-0,0113;-0,0054;-0,0996;-0,041;-0,0096;-0,1021;-0,0225;-0,0108;0,5932;-0,0801;-0,0726;-0,1269;-0,008;-0,0051;-0,0551;-0,0161;-0,0108;1,5792;-0,0382;-0,0079;-0,0097;-0,0084;-0,0107;-0,0102;-0,0368;-0,0322;-0,0087;-0,04;-0,008
"pizza";-1,1559;-0,6435;7,068;9,3061;1,2475;-0,9267;-0,1725;-0,2704;-0,0261;-0,1106;-0,2665;-0,0625;-0,3866;-0,0436;-0,4475;-0,5369;-0,0383;-1,3681;-0,0824;-0,3748;-0,0378;-0,1701;-0,7607;-0,5349;-0,2288;-0,2126;-0,0504;-0,0484;-0,0232;-0,4286;-0,1764;-0,0412;-0,439;-0,097;-0,0465;-0,5503;-0,3447;-0,3122;-0,5458;-0,0344;-0,0218;-0,2371;-0,0693;-0,0465;-0,0499;-0,1642;-0,0339;-0,0416;-0,0363;-0,046;-0,0441;-0,1584;-0,1384;-0,0373;-0,172;-0,0344
"l";-0,6094;-0,7583;-0,3223;-2,4684;-1,3276;-1,2853;-0,6274;1,235;-0,2521;-0,6116;1,9921;0,5477;0,2907;0,3442;2,2875;0,6904;1,1737;-1,3368;-0,8249;0,4337;0,4388;-1,4631;1,6504;2,2944;2,8221;-0,4697;0,4921;0,282;1,3682;0,7468;-0,9013;0,3806;-1,6445;4,3589;-0,5948;-1,4477;1,6458;2,173;-0,2999;-0,8621;-0,5462;-0,3817;0,4448;-0,5948;0,5006;-0,3846;-0,3748;-1,0444;0,4667;-0,2908;0,3374;1,1598;-1,3544;1,2119;-0,8483;0,2322
"alexis";-0,3493;-0,7195;-0,6175;-0,4385;-0,1941;17,1158;-0,0521;-0,0817;-0,0079;-0,0334;-0,0805;-0,0189;-0,1168;-0,0132;-0,1352;-0,1622;-0,0116;-0,4134;-0,0249;-0,1133;-0,0114;-0,0514;-0,2299;-0,1616;-0,0691;-0,0642;-0,0152;-0,0146;-0,007;-0,1295;-0,0533;-0,0124;-0,1327;-0,0293;-0,0141;-0,1663;-0,1042;-0,0943;-0,1649;-0,0104;-0,0066;-0,0716;-0,0209;-0,0141;-0,0151;-0,0496;-0,0102;-0,0126;-0,011;-0,0139;-0,0133;-0,0479;-0,0418;-0,0113;-0,052;-0,0104
"enlever";0,9299;-0,1807;0,5563;0,2676;-0,1493;-0,2154;-0,0401;-0,0629;-0,0061;-0,0257;-0,0619;-0,0145;-0,0899;-0,0101;-0,104;-0,1248;-0,0089;-0,318;-0,0192;-0,0871;-0,0088;-0,0395;-0,1768;-0,1243;-0,0532;-0,0494;-0,0117;1,5919;-0,0054;-0,0996;-0,041;-0,0096;-0,1021;-0,0225;-0,0108;-0,1279;-0,0801;-0,0726;-0,1269;-0,008;-0,0051;-0,0551;-0,0161;-0,0108;-0,0116;-0,0382;-0,0079;-0,0097;-0,0084;-0,0107;-0,0102;1,09;1,1464;1,7042;-0,04;-0,008
"prendre";-2,1515;-0,8455;5,9694;5,2913;1,2709;-1,725;0,2818;-0,5034;-0,0487;-0,2059;-0,1633;-0,1163;-0,7196;-0,0811;0,5317;-0,9993;-0,0712;-2,5465;-0,1534;-0,2786;-0,0703;-0,3166;-1,416;-0,2173;-0,4258;-0,3957;0,7118;-0,0902;-0,0432;-0,7978;-0,3284;-0,0766;-0,3539;-0,1805;0,7431;2,0644;-0,6416;0,4165;-1,016;-0,064;-0,0405;-0,1352;-0,129;-0,0865;0,7155;0,809;-0,0631;-0,0775;-0,0676;-0,0856;-0,082;0,3074;-0,2576;-0,0694;-0,3202;-0,064
"alors";-0,2106;-1,2679;-0,6061;0,5259;0,4474;1,4981;-0,1484;0,3822;-0,0225;-0,0952;0,387;-0,0538;-0,3326;-0,0375;0,2307;-0,1439;-0,0329;-0,2927;-0,0709;0,2806;-0,0325;-0,1463;-0,2499;-0,4602;-0,1968;-0,1829;-0,0433;-0,0417;-0,02;-0,3688;0,5302;2,5183;0,2359;-0,0835;-0,04;0,535;-0,2966;-0,2686;-0,4696;-0,0296;-0,0187;1,1016;-0,0596;-0,04;-0,0429;-0,1413;-0,0292;-0,0358;-0,0312;-0,0396;-0,0379;0,5698;1,5158;1,1475;-0,148;1,1815
"livreur";-1,1559;-0,6435;7,068;9,3061;1,2475;-0,9267;-0,1725;-0,2704;-0,0261;-0,1106;-0,2665;-0,0625;-0,3866;-0,0436;-0,4475;-0,5369;-0,0383;-1,3681;-0,0824;-0,3748;-0,0378;-0,1701;-0,7607;-0,5349;-0,2288;-0,2126;-0,0504;-0,0484;-0,0232;-0,4286;-0,1764;-0,0412;-0,439;-0,097;-0,0465;-0,5503;-0,3447;-0,3122;-0,5458;-0,0344;-0,0218;-0,2371;-0,0693;-0,0465;-0,0499;-0,1642;-0,0339;-0,0416;-0,0363;-0,046;-0,0441;-0,1584;-0,1384;-0,0373;-0,172;-0,0344
"état";-0,5106;-1,0517;3,4594;1,3117;0,8738;-0,4094;-0,0762;-0,1195;-0,0115;-0,0489;-0,1177;-0,0276;-0,1708;-0,0193;0,437;-0,2371;-0,0169;-0,6043;-0,0364;0,499;-0,0167;-0,0751;0,7586;-0,2363;-0,101;-0,0939;-0,0223;-0,0214;-0,0103;-0,1893;-0,0779;-0,0182;-0,1939;-0,0428;-0,0205;-0,2431;-0,1523;0,5653;-0,2411;-0,0152;-0,0096;-0,1047;-0,0306;-0,0205;-0,022;-0,0725;-0,015;-0,0184;-0,016;-0,0203;-0,0195;-0,07;-0,0611;-0,0165;-0,076;-0,0152
"grave";5,2599;15,0881;0,3798;-1,6874;-0,7468;-0,528;-0,2006;-0,3145;-0,0304;-0,1286;-0,3099;-0,0727;-0,4496;-0,0507;-0,5203;-0,6243;-0,0445;-1,5909;-0,0958;-0,4358;-0,0439;-0,1978;-0,8846;-0,622;-0,266;-0,2472;-0,0586;-0,0563;-0,027;-0,4985;-0,2052;-0,0479;-0,5105;-0,1128;-0,0541;-0,6399;-0,4008;-0,363;-0,6347;-0,04;-0,0253;-0,2757;-0,0806;-0,0541;-0,058;-0,191;-0,0394;-0,0484;-0,0422;-0,0535;-0,0513;-0,1842;-0,1609;-0,0434;-0,2001;-0,04
"de";-7,9073;-4,8663;-1,0196;-1,6799;-0,9783;0,5935;-1,7273;2,3614;0,4811;-0,5821;2,9051;0,7059;1,414;0,7414;-0,3831;1,2618;2,4774;1,0061;2,7122;1,6613;1,6924;-0,2994;1,2757;1,0071;4,0781;1,1208;0,7084;0,7819;0,3571;-1,582;-0,2934;0,6061;-0,897;1,3641;0,4401;-0,4552;2,4322;1,9966;-2,2801;-0,936;0,4078;0,3946;-0,689;0,6322;-0,8481;-1,2665;-0,3489;-0,365;-0,4138;-0,3062;-0,9596;0,9389;-1,0271;0,5268;6,7819;-0,3616
"du";-4,5314;-14,5108;-4,7792;-2,2135;-0,8661;2,3613;0,9188;-1,2927;-0,3261;-1,38;0,3156;0,5792;0,2742;0,452;1,0681;0,3546;2,3197;7,3451;1,5067;2,9388;0,5339;-0,8641;2,7819;0,9125;1,8377;0,3995;1,8297;0,7947;0,3125;0,4868;0,4138;-0,1727;0,3298;1,2229;-0,2096;-1,5715;0,4155;0,75;-4,6479;-0,4288;-0,2717;-0,4753;-0,3862;-0,58;-0,2341;-0,5053;0,206;-0,5195;1,6949;-0,574;0,4459;-1,2274;-0,6108;0,5415;24,7122;-0,4288
"déage";12,2275;-0,5534;-0,475;-0,3373;-0,1493;-0,2154;-0,0401;-0,0629;-0,0061;-0,0257;-0,0619;-0,0145;-0,0899;-0,0101;-0,104;-0,1248;-0,0089;-0,318;-0,0192;-0,0871;-0,0088;-0,0395;-0,1768;-0,1243;-0,0532;-0,0494;-0,0117;-0,0113;-0,0054;-0,0996;-0,041;-0,0096;-0,1021;-0,0225;-0,0108;-0,1279;-0,0801;-0,0726;-0,1269;-0,008;-0,0051;-0,0551;-0,0161;-0,0108;-0,0116;-0,0382;-0,0079;-0,0097;-0,0084;-0,0107;-0,0102;-0,0368;-0,0322;-0,0087;-0,04;-0,008
"bien";1,3079;3,7025;2,3891;-0,6969;0,2453;-0,3126;0,3937;-0,3522;-0,034;-0,1441;0,2594;-0,0814;-0,5036;0,9117;-0,2101;-0,6993;-0,0498;-1,782;-0,1074;-0,4881;-0,0492;-0,2215;-0,9909;-0,277;-0,298;-0,2769;-0,0656;-0,0631;-0,0303;-0,5583;-0,2298;-0,0536;-0,5719;-0,1263;-0,0606;0,3131;-0,449;0,2161;0,3169;-0,0448;-0,0284;-0,3088;-0,0903;-0,0606;-0,065;0,4101;-0,0441;-0,0542;-0,0473;-0,0599;-0,0574;0,4224;-0,1802;0,9755;-0,2241;-0,0448
"ils";1,2025;3,3408;2,9993;-0,471;0,9634;0,5108;1,0113;1,2503;-0,1151;-0,4871;-0,6021;-0,2753;-1,7025;-0,1919;-0,7628;-1,0263;-0,1685;-6,0249;-0,3629;0,4916;-0,1663;-0,3117;-3,3501;-0,6645;-0,4837;-0,1945;-0,2218;-0,2133;0,678;-1,1546;3,348;-0,1813;-1,9334;-0,4272;1,0937;-1,0675;-0,8612;-0,7515;-1,0537;-0,1514;1,6874;-0,2416;0,809;-0,2048;4,9128;0,6382;-0,1493;2,0573;-0,1599;-0,2026;-0,1941;0,3235;-0,6094;-0,1642;-0,7576;0,5312
"yacine";18,3478;-0,8302;-0,7125;-0,506;-0,2239;-0,3232;-0,0602;-0,0943;-0,0091;-0,0386;-0,0929;-0,0218;-0,1348;-0,0152;-0,156;-0,1872;-0,0133;-0,4771;-0,0287;-0,1307;-0,0132;-0,0593;-0,2653;-0,1865;-0,0798;-0,0741;-0,0176;-0,0169;-0,0081;-0,1495;-0,0615;-0,0144;-0,1531;-0,0338;-0,0162;-0,1919;-0,1202;-0,1089;-0,1903;-0,012;-0,0076;-0,0827;-0,0242;-0,0162;-0,0174;-0,0573;-0,0118;-0,0145;-0,0127;-0,016;-0,0154;-0,0552;-0,0483;-0,013;-0,06;-0,012
"thierry";-0,8332;-1,7162;-1,4728;-1,0459;-0,4629;-0,668;-0,1244;-0,1949;-0,0188;-0,0797;-0,1921;-0,0451;-0,2787;-0,0314;0,2805;-0,387;-0,0276;8,2062;0,8933;-0,2701;-0,0272;-0,1226;5,643;0,2303;2,2042;-0,1532;-0,0363;-0,0349;-0,0167;-0,309;-0,1272;-0,0297;0,2861;-0,0699;-0,0335;0,2227;-0,2485;-0,225;-0,3934;-0,0248;-0,0157;-0,1709;-0,05;-0,0335;-0,036;-0,1184;-0,0244;-0,03;-0,0262;-0,0332;-0,0318;-0,1142;-0,0997;-0,0269;-0,124;-0,0248
"carbonnier";-1,0752;-2,2147;-1,9006;-1,3497;-0,5974;-0,862;-0,1605;-0,2515;-0,0243;-0,1029;-0,2479;-0,0581;-0,3596;-0,0405;-0,4162;-0,4994;-0,0356;-1,2726;-0,0767;-0,3486;-0,0351;-0,1582;6,5051;-0,4975;-0,2128;-0,1978;-0,0469;-0,0451;-0,0216;7,8052;-0,1641;-0,0383;8,9043;-0,0902;-0,0433;-0,5119;-0,3206;-0,2904;4,8068;-0,032;-0,0203;-0,2205;-0,0645;-0,0433;-0,0464;-0,1528;-0,0315;-0,0387;-0,0338;-0,0428;-0,041;-0,1473;-0,1287;-0,0347;-0,16;-0,032
"jerry";-0,2687;5,8237;-0,475;0,2676;-0,1493;-0,2154;-0,0401;-0,0629;-0,0061;-0,0257;-0,0619;-0,0145;-0,0899;-0,0101;0,6717;-0,1248;-0,0089;-0,318;-0,0192;-0,0871;-0,0088;-0,0395;-0,1768;-0,1243;-0,0532;-0,0494;-0,0117;-0,0113;-0,0054;-0,0996;-0,041;-0,0096;-0,1021;-0,0225;-0,0108;-0,1279;-0,0801;-0,0726;-0,1269;-0,008;-0,0051;-0,0551;-0,0161;-0,0108;-0,0116;-0,0382;-0,0079;-0,0097;-0,0084;-0,0107;-0,0102;-0,0368;-0,0322;-0,0087;-0,04;-0,008
"raid";-0,4031;-0,8302;-0,7125;-0,506;-0,2239;-0,3232;-0,0602;-0,0943;-0,0091;-0,0386;-0,0929;-0,0218;-0,1348;-0,0152;-0,156;-0,1872;-0,0133;17,2835;-0,0287;-0,1307;-0,0132;-0,0593;-0,2653;-0,1865;-0,0798;-0,0741;-0,0176;-0,0169;-0,0081;-0,1495;-0,0615;-0,0144;-0,1531;-0,0338;-0,0162;-0,1919;-0,1202;-0,1089;-0,1903;-0,012;-0,0076;-0,0827;-0,0242;-0,0162;-0,0174;-0,0573;-0,0118;-0,0145;-0,0127;-0,016;-0,0154;-0,0552;-0,0483;-0,013;-0,06;-0,012
"déclaration";-0,5912;-1,2178;-1,0451;-0,7422;-0,3285;-0,474;-0,0882;-0,1383;-0,0134;-0,0566;-0,1363;-0,032;8,1303;-0,0223;-0,2289;-0,2746;-0,0196;3,2408;-0,0422;-0,1917;-0,0193;-0,087;2,8244;-0,2736;-0,117;-0,1087;-0,0258;-0,0248;-0,0119;-0,2192;-0,0902;-0,0211;1,0377;-0,0496;-0,0238;-0,2815;-0,1763;-0,1597;-0,2792;-0,0176;-0,0111;-0,1213;-0,0354;-0,0238;-0,0255;-0,084;-0,0173;-0,0213;-0,0186;-0,0235;-0,0225;-0,081;-0,0708;-0,0191;-0,088;-0,0176
"contact";-0,1801;-1,107;1,309;1,2404;1,5442;0,5986;-0,0802;-0,1257;-0,0122;-0,0514;-0,1239;-0,0291;-0,1798;-0,0203;-0,2081;-0,2496;-0,0178;-0,6361;-0,0383;-0,1743;-0,0176;-0,0791;-0,3537;0,3605;0,6631;-0,0989;-0,0234;-0,0225;-0,0108;-0,1993;-0,082;-0,0191;-0,2041;-0,0451;-0,0216;-0,2559;1,2923;-0,1452;-0,2538;-0,016;-0,0101;-0,1102;-0,0322;-0,0216;-0,0232;-0,0764;-0,0158;-0,0194;-0,0169;-0,0214;-0,0205;0,807;-0,0643;-0,0173;-0,08;-0,016
"the";-0,2956;-0,6088;-0,5225;0,2408;-0,1642;2,863;-0,0441;-0,0691;-0,0067;-0,0283;-0,0681;-0,016;-0,0989;-0,0111;-0,1144;-0,1373;-0,0098;0,7456;-0,0211;-0,0958;-0,0097;-0,0435;-0,1945;-0,1368;0,8996;-0,0544;-0,0129;-0,0124;-0,0059;-0,1096;-0,0451;-0,0105;0,6425;-0,0248;-0,0119;-0,1407;-0,0881;0,7749;-0,1396;-0,0088;-0,0056;-0,0606;-0,0177;-0,0119;-0,0128;-0,042;-0,0087;-0,0106;-0,0093;-0,0118;-0,0113;-0,0405;-0,0354;-0,0095;1,0162;-0,0088
"photo";-0,645;-0,6987;-1,1401;0,2641;-0,3583;-0,5171;-0,0963;-0,1509;-0,0146;-0,0617;-0,1487;-0,0349;0,4073;1,2639;2,6442;-0,2996;-0,0213;-0,7634;-0,046;0,4178;-0,0211;-0,0949;-0,4245;-0,2985;-0,1276;-0,1186;-0,0281;-0,027;-0,013;-0,2392;-0,0984;-0,023;-0,245;-0,0541;-0,0259;0,2951;4,1933;-0,1742;-0,3046;-0,0192;-0,0122;-0,1323;-0,0387;-0,0259;-0,0278;0,7207;-0,0189;-0,0232;-0,0203;-0,0257;-0,0246;-0,0884;9,4637;-0,0208;-0,096;-0,0192
"transformer";1,6068;-0,2117;-0,5225;0,7071;-0,1642;-0,237;-0,0441;-0,0691;-0,0067;-0,0283;-0,0681;1,4421;-0,0989;-0,0111;-0,1144;-0,1373;-0,0098;-0,3498;-0,0211;-0,0958;-0,0097;-0,0435;-0,1945;-0,1368;0,8996;-0,0544;-0,0129;-0,0124;-0,0059;-0,1096;-0,0451;1,6208;0,6425;-0,0248;-0,0119;0,5579;-0,0881;-0,0798;-0,1396;-0,0088;-0,0056;-0,0606;-0,0177;-0,0119;-0,0128;-0,042;-0,0087;-0,0106;-0,0093;-0,0118;-0,0113;-0,0405;-0,0354;-0,0095;-0,044;-0,0088
"lci";-0,5643;-1,1624;-0,9976;-0,7084;-0,3135;-0,4525;-0,0842;-0,132;-0,0128;-0,054;-0,1301;-0,0305;-0,1888;-0,0213;-0,2185;-0,2621;-0,0187;9,9028;-0,0402;-0,183;-0,0184;-0,083;0,2405;-0,2611;-0,1117;-0,1038;-0,0246;-0,0236;-0,0113;-0,2093;-0,0861;-0,0201;5,2069;-0,0474;-0,0227;-0,2687;-0,1683;-0,1524;0,3386;-0,0168;-0,0106;-0,1157;-0,0338;-0,0227;-0,0244;-0,0802;-0,0165;-0,0203;-0,0177;-0,0225;-0,0215;-0,0773;-0,0676;-0,0182;-0,084;-0,0168
"bord";-0,3224;-0,244;-0,57;-0,4048;-0,1791;0,9507;0,9792;3,2297;-0,0073;-0,0309;0,8032;-0,0174;-0,1078;-0,0122;0,6024;-0,1498;-0,0107;-0,3816;-0,023;-0,1045;-0,0105;-0,0474;-0,2122;0,5365;-0,0638;-0,0593;-0,0141;-0,0135;-0,0065;-0,1196;-0,0492;-0,0115;-0,1225;-0,0271;-0,013;-0,1535;-0,0962;-0,0871;-0,1523;-0,0096;-0,0061;2,0164;-0,0193;-0,013;-0,0139;-0,0458;-0,0095;-0,0116;-0,0101;-0,0128;-0,0123;-0,0442;-0,0386;-0,0104;-0,048;-0,0096
