"";"X.audiencefemme_0";"X.audiencefemme_01";"X.audiencefemme_02";"X.audiencefemme_03";"X.audiencefemme_04";"X.audiencefemme_05";"X.audiencefemme_06";"X.audiencefemme_07";"X.audiencefemme_08";"X.audiencefemme_09";"X.audiencefemme_1";"X.audiencefemme_103";"X.audiencefemme_11";"X.audiencefemme_112";"X.audiencefemme_116";"X.audiencefemme_12";"X.audiencefemme_128";"X.audiencefemme_13";"X.audiencefemme_135";"X.audiencefemme_14";"X.audiencefemme_141";"X.audiencefemme_147";"X.audiencefemme_15";"X.audiencefemme_16";"X.audiencefemme_17";"X.audiencefemme_18";"X.audiencefemme_19";"X.audiencefemme_199";"X.audiencefemme_2";"X.audiencefemme_22";"X.audiencefemme_23";"X.audiencefemme_27";"X.audiencefemme_28";"X.audiencefemme_29";"X.audiencefemme_3";"X.audiencefemme_31";"X.audiencefemme_34";"X.audiencefemme_35";"X.audiencefemme_36";"X.audiencefemme_38";"X.audiencefemme_41";"X.audiencefemme_47";"X.audiencefemme_49";"X.audiencefemme_55";"X.audiencefemme_61";"X.audiencefemme_62";"X.audiencefemme_63";"X.audiencefemme_69";"X.audiencefemme_76";"X.audiencefemme_79";"X.audiencefemme_8";"X.audiencefemme_83";"X.audiencefemme_85";"X.audiencefemme_89";"X.audiencefemme_9";"X.audiencefemme_96"
"présenter";0;0,43;0,5;1,04;1,53;0,54;0;0;0;0;1,83;31,01;0;0;1,09;1,83;0;0,73;11,76;6,52;0;0;0,65;4,59;14,89;13,73;38,46;0;0;1,14;0;0;4,46;5;0;3,57;1,42;0;0,9;0;0;0;6,99;0;0;0;0;0;0;0;0;0;3,51;0;0;0
"chaîne";0;0;0;0;1,53;0;0;0;0;0;0;0;2,53;0;0;0;0;0;0;0;0;0;1,95;0;0;0;0;0;0;1,14;0;0;0;0;0;0;1,42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,82;0
"an";0,86;1,08;0,75;2,77;0;0;0;1,8;0;0;0;0;0;0;1,09;2,74;0;0,73;0;0;12,82;2,86;0,65;4,59;2,13;0;9,62;0;20,83;0;0;35,29;1,11;5;0;3,57;0;0;3,6;0;0;8,21;0;0;0;8,88;0;0;0;21,05;0;3,07;7,02;0;0;0
"au";3,02;1,51;3;5,2;3,83;3,21;2,82;9,01;0;8,77;12,8;7,75;1,26;0;2,19;11,88;0;5,87;0;11,73;0;8,57;9,09;3,67;6,38;9,15;9,62;10;20,83;4,57;5,51;11,76;6,69;0;0;5,35;17;10,94;1,8;0;0;6,16;0;0;9,71;8,88;0;11,63;0;31,58;10,99;9,2;3,51;0;2,82;0
"spatial";0,86;0,22;0;0,35;0;1,07;0;5,41;0;0;0;0;0;0;0;0,91;0;0,37;0;0;0;0;0;3,67;0;0;0;0;20,83;0;0;0;0;0;0;0;1,42;0;0;0;0;0;0;0;0;0;0;23,26;0;0;0;0;0;0;0;0
"écrivain";0;0;0;0,35;0;0;0;0;0;0;5,48;0;1,26;0;0;0,91;0;4,03;0;1,3;0;0;0,65;0;0;0;0;0;0;0;0;0;1,11;0;0;0;1,42;1,56;0;0;0;0;0;0;0;0;0;0;0;0;0;3,07;0;0;0;0
"terre";3,02;2,6;3,25;6,93;9,2;0,54;2,82;0;0;0;0;0;0;0;0;0;0;0,73;0;1,3;0;0;0,65;1,83;2,13;2,29;0;0;0;3,42;0;0;0;0;0;0,89;2,83;0;0,9;0;0;0;0;0;9,71;0;0;34,88;0;0;0;0;0;0;0;0
"sans";0;0;0,5;0,35;0,77;1,61;0;1,8;0;0;0;0;0;0;2,19;0,91;0;0;0;2,61;0;0;0;0,92;2,13;0;0;0;0;0;0;0;0;0;0;0,89;4,25;1,56;1,8;0;0;0;6,99;0;0;0;0;0;0;0;0;0;0;0;0;0
"richard";0;0;0;0;0;0;0;0;0;0;0;38,76;0;0;0;3,66;0;1,1;0;0;0;0;0;0;0;0;9,62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gagner";0;0;0;0;0;1,07;0;0;0;0;0;7,75;0;0;0;1,83;0;0;5,88;0;0;0;0;1,83;0;0;0;0;0;1,14;0;0;0;0;0;0,89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,82;0
"christophe";0,43;0;0;0;0;0;0;0;0;0;1,83;0;0;0;0;2,74;0;15,77;0;1,3;0;0;0;0,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,99;0;0;0;0;0;0;0;0;3,07;0;0;0;0
"espace";0,86;0,65;0,75;1,39;0;2,14;0;7,21;0;0;5,48;0;0;0;0;1,83;0;0;0;0;0;0;0;6,42;0;0;0;0;20,83;4,57;0;0;2,23;0;0;0;1,42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,07;0;0;0;0
"vie";3,45;0;0,75;4,5;2,3;3,21;0;0;18,52;4,39;1,83;0;0;11,11;0;4,57;0;2,57;5,88;2,61;0;0;0;1,83;0;0;0;0;0;1,14;0;11,76;4,46;0;0;12,49;9,92;1,56;5,4;14,08;0;0;0;10,42;0;0;0;11,63;0;0;0;6,13;0;0;5,65;0
"mort";0;0;0;1,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,65;0,92;0;0;0;0;0;0;0;0;1,11;0;0;0;1,42;0;0,9;0;0;6,16;0;0;9,71;0;0;0;0;0;10,99;0;3,51;0;0;14,08
"teen";5,61;6,49;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"damien";0;0;0,25;0;0;0;0;0;0;4,39;3,66;0;1,26;0;0;2,74;0;0,37;0;1,3;0;0;0;0;2,13;2,29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"science";2,16;0;0,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37;0;1,3;0;0;0;0;0;0;0;0;20,83;0;0;0;0;0;0;0;0;1,56;0,9;0;0;2,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"information";2,59;0;0,25;0,35;0;1,07;0;0;0;0;0;0;1,26;0;0;0;0;0;0;1,3;0;2,86;1,3;0,92;0;2,29;0;0;0;0;0;0;0;0;0;0,89;0;0;0,9;0;0;2,05;0;0;0;2,96;0;0;0;0;0;0;0;0;0;0
"notre";0,86;0;1,25;3,47;0;0;0;1,8;0;8,77;1,83;0;0;0;0;4,57;0;0,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,89;0;0;0,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"débat";0,43;0;0;0;0;9,63;0;0;0;0;0;0;1,26;0;0;0;0;0,37;0;7,82;0;0;1,3;0;0;0;9,62;0;0;0;0;0;2,23;0;0;0,89;1,42;0;0;0;0;0;0;0;0;2,96;0;0;0;0;0;3,07;0;0;0;0
"créature";0;0,43;2,5;1,39;5,36;0,54;2,82;0;0;0;1,83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"visuel";0;0;0;0;0;4,28;0;0;0;0;0;0;0;0;0;0,91;0;6,23;0;0;0;0;0,65;0;0;0;0;0;0;0;0;0;2,23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"boucherie";0;0;0;0;0;5,35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"personne";1,29;0;1;0,35;0,77;1,07;0;0;0;0;3,66;0;1,26;0;1,09;0;0;0;0;0;0;0;0;2,75;0;4,58;0;0;0;0;16,53;0;0;0;0;0;1,42;1,56;0;0;0;0;0;0;0;0;0;0;0;0;0;6,13;0;0;0;0
"astrophysicien";1,73;0;0;0;0;0;0;0;0;0;3,66;0;0;0;0;0;0;0;0;0;0;0;0;0,92;0;0;0;0;0;0;0;0;0;0;0;0;1,42;0;0;0;0;0;0;0;0;2,96;0;0;0;0;0;3,07;0;0;0;0
"recette";0;0;0;0;0;0;0;0;0;4,39;3,66;0;0;0;0;1,83;0;0,37;0;1,3;0;0;0,65;0;4,26;2,29;9,62;0;0;1,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"comprendre";0,86;0,43;0,75;0,35;0;7,49;2,82;0;0;0;0;0;0;0;0;0;0;0;0;2,61;0;2,86;0;0;0;0;9,62;0;0;1,14;2,75;0;0;0;10,42;2,68;0;0;0;14,08;0;2,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jeu";0;0,43;2,25;0;0,77;0,54;0;0;0;4,39;0;31,01;0;0;0;0;0;0;5,88;0;0;0;0;1,83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,99;0;0;0;0;0;0;0;0;0;0;0;0;0
"contre";1,29;0;0;0;0,77;3,21;0;0;0;0;0;0;0;0;0;0;0;0,37;0;1,3;0;2,86;0;0;4,26;0;0;0;0;0;0;0;0;0;0;0;0;1,56;0;0;0;0;0;0;0;2,96;0;11,63;0;0;0;3,07;0;0;0;0
"dernier";1,29;0,22;0;1,39;2,3;1,07;0;0;0;4,39;0;0;0;11,11;1,09;2,74;12,66;1,1;0;0;12,82;0;1,3;1,83;2,13;0;0;0;0;3,42;0;0;0;0;0;0;0;0;0;0;0;0;6,99;0;0;0;0;0;0;0;10,99;0;0;12,99;2,82;0
"leçon";0;0,22;0;0,35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,13;0;0;0;0;0;0;0;0;0;0;0;0;0;7,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"grandir";3,45;3,46;0,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"plan";0;0,22;0;0,35;0;1,07;0;0;0;0;0;0;0;0;1,09;0;0;1,1;0;0;0;0;1,3;0;0;0;0;0;0;0;0;0;0;0;10,42;0,89;0;0;0;0;0;2,05;0;0;0;0;0;0;0;0;0;3,07;0;0;0;0
"toujours";0;0,22;0,5;1,04;1,53;0,54;0;1,8;0;0;0;0;0;11,11;1,09;0;0;0,37;0;0;0;2,86;0;0;4,26;0;0;0;0;0;0;0;0;0;0;0;0;1,56;0,9;0;0;0;0;20,83;0;2,96;0;0;0;0;0;0;0;0;0;0
"secte";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"croire";0,43;0,22;2,25;0;0,77;0,54;0;1,8;0;0;3,66;0;0;0;3,28;0,91;0;0,37;0;1,3;0;5,71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,08;0;0;0;0;0;0;0;0;0;0;0;6,13;0;0;0;0
"ses";10,36;11,04;3;0,69;0,77;4,82;2,82;10,81;18,52;4,39;3,66;0;0;0;2,19;4,57;0;1,83;0;5,22;0;8,57;1,95;5,5;4,26;2,29;0;30;0;1,14;5,51;11,76;1,11;0;0;8,92;8,5;9,38;8,99;0;0;2,05;0;10,42;0;2,96;0;0;0;10,53;10,99;3,07;10,53;0;0;14,08
"notamment";0;0;0;0;0,77;0;0;0;0;0;0;0;1,26;0;0;0;0;0;0;1,3;0;0;1,95;0,92;0;0;0;0;0;0;0;0;0;5;0;0;0;1,56;0,9;0;0;0;0;0;0;0;0;0;0;0;0;0;3,51;0;0;0
"depétrini";0;0;0;0;0;0;0;0;0;0;0;0;5,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"incident";1,73;9,52;7,75;0,69;0;0,54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"recherche";2,16;0,65;0;0;1,53;0;0;1,8;0;0;1,83;0;0;0;1,09;0;0;0,37;0;0;0;0;6,49;0,92;0;0;0;20;0;0;0;0;1,11;0;0;0;8,5;0;0,9;0;22,22;0;0;0;0;0;0;0;0;0;10,99;6,13;0;0;0;0
"garçon";0;0;0;0,69;0,77;0,54;0;0;0;0;0;0;0;0;0;0;0;0,37;0;1,3;0;0;0;2,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9;0;0;0;0;0;0;0;14,29;0;0;0;0;0;0;0;0;0
"environnement";0;0,43;2,5;3,81;1,53;1,07;0;0;0;0;1,83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nucléaire";0,43;0;0;0;0;0,54;8,45;0;0;0;0;0;1,26;0;0;0;0;0;0;0;0;0;1,3;0,92;0;2,29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"robin";5,61;6,49;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"belhousse";6,47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"témoin";0;0;0,75;0,69;0;1,07;2,82;0;0;0;0;0;0;0;2,19;0;0;4,77;0;0;0;0;0,65;0;0;4,58;0;0;0;0;0;0;1,11;0;0;0;1,42;0;0;0;0;0;0;0;9,71;2,96;0;0;0;0;0;3,07;0;0;0;0
"mystère";0;0;0,75;0,69;0;1,07;0;0;0;0;0;0;0;0;0;0,91;25,32;0,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kelly";0;0;0;0;0;0,54;0;0;0;0;0;0;0;0;0;0;0;4,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"retrouver";0;1,51;0;1,04;0;0;0;1,8;18,52;4,39;1,83;0;0;0;0;2,74;0;0,73;0;0;0;11,43;0;0;0;0;0;30;0;0;0;23,53;0;0;10,42;0;0;1,56;0;0;0;2,05;0;0;0;2,96;0;0;0;21,05;10,99;0;0;0;0;0
"victime";0;0,22;0;0;0;0;0;0;0;0;0;0;0;11,11;0;0,91;0;0;0;0;0;0;0;0;2,13;0;0;20;0;0;0;0;0;0;0;0;0;4,69;0;0;0;0;0;0;0;0;0;0;0;10,53;10,99;0;0;0;0;0
"d";26,33;24,89;22,99;25,29;29,89;19,8;19,72;16,22;18,52;13,16;14,63;15,5;30,34;22,22;29,54;29,25;25,32;12,83;47,06;23,47;0;11,43;25,31;21,1;14,89;27,46;38,46;30;41,67;17,12;16,53;35,29;10,03;35;41,67;18,73;22,66;29,69;22,48;0;0;34,91;20,98;31,25;19,42;23,67;57,14;34,88;13,33;21,05;32,97;36,81;24,56;38,96;33,9;14,08
"technologie";0,43;0;1,25;0,35;3,83;0,54;0;0;0;0;0;0;0;0;1,09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23,26;0;0;0;0;0;0;0;0
"alexandre";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,5;0;0;0;0;0,65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"frère";0;0;0,5;0;1,53;0,54;0;1,8;0;0;0;0;2,53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,14;2,75;0;2,23;0;0;0,89;0;0;0,9;0;0;0;0;10,42;0;0;0;0;0;0;0;6,13;0;0;0;0
"t";0,43;0;1;1,39;0,77;1,07;0;1,8;0;0;0;0;2,53;0;0;2,74;0;0;0;0;0;0;0;0;2,13;0;0;0;0;0;2,75;0;0;0;10,42;0,89;0;0;0;0;0;0;0;0;0;2,96;0;0;0;0;0;3,07;0;0;0;0
"où";1,73;0,43;1;1,39;0;0,54;2,82;0;0;0;3,66;0;1,26;0;1,09;0,91;0;0,37;23,53;0;0;2,86;0;2,75;0;2,29;0;10;0;0;2,75;0;0;0;0;0,89;7,08;1,56;0,9;0;0;2,05;0;0;0;0;0;0;0;0;10,99;0;3,51;0;0;0
"millénaire";0;0,65;4,5;6,93;3,07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"meilleur";0;0,22;0;0;0;3,21;0;0;0;0;1,83;0;0;0;0;0;0;0;0;2,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"observation";0,43;0;1,5;1,04;0,77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"un";15,54;19,91;27,24;44,01;26,82;19,26;5,63;18,02;18,52;21,93;18,28;38,76;13,91;33,33;31,73;21,94;0;5,13;29,41;19,56;25,64;17,14;9,09;20,18;12,77;11,44;28,85;40;20,83;4,57;13,77;47,06;2,23;25;0;17,84;21,25;26,56;14,39;56,34;22,22;24,64;27,97;31,25;38,83;23,67;114,29;0;40;73,68;10,99;18,4;17,54;0;11,3;0
"tirailleur";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"décontraction";3,02;3,46;0,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"astronaute";0;0;3;3,81;5,36;0;0;1,8;0;0;0;0;0;0;0;0,91;0;0,37;0;0;0;0;0,65;3,67;0;0;0;0;20,83;0;0;0;0;0;0;0;1,42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pouvoir";7,34;8,01;7;9,36;13,03;2,14;0;5,41;18,52;4,39;1,83;0;1,26;0;0;3,66;0;1,83;0;7,82;0;0;1,3;9,17;0;0;0;10;0;0;5,51;0;3,34;0;0;7,14;2,83;0;1,8;0;0;2,05;0;10,42;0;0;14,29;0;0;0;0;6,13;0;12,99;0;28,17
"découverte";0;0,22;0,75;1,73;0;0;0;0;0;0;1,83;7,75;0;0;0;0;0;1,83;0;0;0;5,71;0;0,92;4,26;0;0;0;0;1,14;0;0;0;0;0;0;1,42;0;0,9;0;0;2,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"millier";0;0;0,5;1,39;1,53;0,54;2,82;0;0;0;0;0;0;0;1,09;0;0;0;0;1,3;0;0;0;1,83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,07;0;0;0;0
"continuer";0;0;1,25;0,69;0,77;0;0;0;0;0;0;0;0;0;0;1,83;0;0;0;0;0;0;0;1,83;0;0;0;0;0;1,14;0;0;1,11;0;0;0;0;0;0;0;0;2,05;0;0;0;0;0;0;0;0;0;3,07;0;0;0;0
"ambre";0;0;0;0;0;0;0;0;0;0;0;0;8,85;0;0;0;0;0;0;0;0;0;7,79;0;0;0;0;0;0;11,42;0;0;12,26;0;0;0;0;0;7,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"les";29,78;22,51;28,24;31,88;25,29;23,01;42,25;50,45;55,56;39,47;27,42;15,5;6,32;44,44;27,35;22,85;37,97;13,93;23,53;36,51;76,92;20;17,52;38,53;36,17;50,34;48,08;20;0;11,42;16,53;47,06;23,41;30;31,25;18,73;28,33;15,62;20,68;28,17;111,11;32,85;41,96;20,83;38,83;23,67;0;58,14;40;10,53;0;27,61;17,54;25,97;25,42;0
"beaucoup";0;0;0;0,69;0,77;1,07;0;0;0;0;0;0;0;0;0;0,91;0;0,37;0;0;0;0;0;0,92;0;0;0;0;0;0;2,75;0;0;0;0;3,57;0;0;1,8;0;0;2,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pour";8,63;8,44;2,75;6,93;8,43;7,49;19,72;14,41;18,52;21,93;10,97;15,5;6,32;0;8,75;14,63;0;5,5;5,88;13,04;0;2,86;8,44;25,69;8,51;13,73;9,62;0;20,83;5,71;2,75;23,53;5,57;15;10,42;22,3;2,83;9,38;8,99;0;0;12,32;0;10,42;19,42;5,92;0;11,63;0;10,53;10,99;15,34;10,53;0;0;0
"laëtitia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"animal";0;0;1,25;0;0,77;1,61;2,82;0;0;0;0;0;3,79;0;1,09;0;0;0,37;0;1,3;12,82;0;0;0,92;0;2,29;0;0;0;1,14;0;0;0;0;0;0;1,42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pyramide";0;0;1,25;1,39;2,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"robot";0;0,65;2,5;4,5;2,3;0;0;0;0;0;1,83;0;0;0;0;0;0;0,37;0;0;12,82;0;0;1,83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"comme";3,45;4,54;1,5;1,04;0;0,54;2,82;5,41;0;0;1,83;0;0;0;0;0,91;0;1,47;0;1,3;0;0;0;1,83;0;0;0;0;0;0;8,26;0;1,11;0;0;2,68;2,83;0;3,6;0;0;0;0;0;0;2,96;0;11,63;0;0;0;0;0;0;0;0
"temps";0;0,43;1,25;1,04;0;0;5,63;0;0;0;0;0;0;0;0;1,83;0;0,37;0;0;0;2,86;1,3;1,83;2,13;2,29;0;10;0;0;0;0;0;5;0;0;0;0;0;0;0;2,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"david";3,88;0;0,75;0;1,53;0;0;0;0;4,39;1,83;0;1,26;0;0;3,66;0;0,73;0;1,3;0;0;0;0;0;6,86;19,23;0;0;0;0;0;0;0;0;0;0;1,56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"façon";0,43;0;0,25;0,35;0;0;0;0;0;0;0;0;1,26;0;2,19;0;0;0,37;0;0;0;0;0,65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9;0;0;0;0;0;0;0;0;0;13,33;0;0;0;0;0;0;0
"03";0;0;0;0;0;1,07;0;0;0;0;0;0;1,26;0;0;0;0;0,37;0;0;0;0;0;0;0;0;0;0;0;3,42;0;0;1,11;0;0;0;0;0;2,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,12;0
"face";0,43;0,65;0;0;0;0;0;0;0;0;5,48;0;0;0;0;0,91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,05;0;0;0;0;0;0;0;21,05;0;0;0;0;0;0
"rouge";0;0;0;0;0;0;0;0;0;4,39;0;0;0;0;0;0,91;0;0,37;0;0;0;0;0;3,67;2,13;0;0;0;0;1,14;0;0;0;0;0;0;1,42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"montrer";0;0,22;0;0,69;0;0,54;0;0;0;0;1,83;0;1,26;0;2,19;0,91;0;0,37;5,88;0;0;0;1,3;0;0;2,29;0;0;0;0;0;0;0;15;0;1,78;2,83;0;0;0;0;2,05;6,99;0;0;2,96;0;0;0;0;0;0;0;0;0;0
"tenter";0,43;0,87;4,5;6,24;3,07;0;0;0;37,04;0;0;0;0;0;0;0;0;0,73;0;0;0;0;0;0;0;2,29;0;0;0;0;2,75;0;0;0;10,42;0,89;0;0;0;14,08;0;4,11;6,99;20,83;0;0;0;0;0;0;0;0;0;0;0;0
"quitter";3,45;3,46;0,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37;0;0;0;0;0,65;0;0;0;0;0;0;0;0;0;1,11;0;10,42;3,57;0;1,56;0,9;0;0;4,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"inviter";2,59;0,22;0;0,35;0;0;0;1,8;0;0;5,48;7,75;0;0;0;0;0;0,37;0;3,91;0;0;1,3;0,92;0;0;0;0;0;5,71;0;0;5,57;0;0;0,89;0;0;0,9;0;0;0;0;0;0;2,96;14,29;0;0;0;0;0;0;0;0;0
"ce";2,59;1,3;3,25;3,47;3,83;3,21;8,45;3,6;0;4,39;3,66;7,75;3,79;0;9,85;10,97;0;3,67;0;3,91;0;2,86;3,24;0,92;0;9,15;0;10;20,83;1,14;5,51;0;3,34;0;0;8,03;5,67;1,56;8,09;0;0;8,21;6,99;10,42;9,71;0;14,29;0;13,33;0;10,99;0;7,02;0;0;28,17
"après";3,45;4,76;6;7,97;3,07;0,54;5,63;0;18,52;4,39;0;0;3,79;0;1,09;0,91;0;0,73;0;1,3;0;0;0;3,67;0;0;0;0;0;1,14;0;11,76;0;0;0;1,78;1,42;0;0;0;0;4,11;13,99;0;0;2,96;0;11,63;0;0;0;0;3,51;0;0;0
"ados";3,45;3,46;0,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"site";0;0;1;1,04;3,83;1,61;0;0;0;0;0;0;1,26;0;0;0;0;0;0;0;0;5,71;1,3;0;2,13;6,86;0;0;0;1,14;2,75;0;0;0;0;0;2,83;0;0;0;0;0;0;0;9,71;0;0;0;0;0;0;0;0;0;0;0
"politique";0;0;0,25;0;0;1,61;0;0;0;0;1,83;0;2,53;0;0;0,91;0;0,37;0;9,13;0;0;3,24;1,83;0;0;0;0;0;0;0;0;3,34;0;0;1,78;0;0;2,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,82;0
"avoir";28,92;25,97;23,74;31,88;36,02;17,66;42,25;27,03;18,52;13,16;14,63;0;11,38;0;20,79;11,88;0;11,73;0;11,73;0;14,29;14,28;23,85;14,89;32,04;19,23;40;0;23,97;16,53;0;16,72;10;10,42;30,33;24,08;18,75;26,08;84,51;0;24,64;13,99;41,67;9,71;35,5;14,29;0;0;10,53;21,98;27,61;52,63;38,96;8,47;14,08
