petit;22;11;16;10;0;77
ancien;51;6;1;1;23;0
fille;9;1;12;1;26;77
monde;50;6;13;1;49;0
extraire;5;28;13;18;0;0
nouveau;22;10;11;8;0;0
nombreux;14;0;4;1;0;78
vie;41;10;27;3;0;0
terre;57;3;1;0;0;0
provoquer;4;0;3;0;0;77
incident;5;0;0;0;0;77
prendre;18;6;9;0;0;0
prétexte;0;0;0;0;0;77
homme;41;7;11;0;0;0
présenter;9;8;37;2;0;0
humour;1;6;3;0;52;0
super;5;2;1;0;49;0
planète;24;2;0;0;26;0
invité;8;8;7;22;0;0
voir;19;6;26;0;0;0
tenter;12;1;2;0;0;0
sauver;4;3;2;0;49;0
tête;1;2;3;1;49;0
film;8;16;8;5;0;0
venir;31;6;7;3;0;0
grand;16;26;6;1;0;0
premier;9;9;18;3;0;0
parler;11;7;33;0;0;0
phénomène;23;3;12;1;0;0
passer;30;6;6;1;0;0
parent;5;4;10;0;26;0
année;10;16;11;0;0;0
grave;1;0;0;0;49;0
péril;0;0;0;0;49;0
gasnier;0;1;4;38;0;0
bellver;0;0;1;46;0;0
ambre;0;0;0;46;0;0
étrange;23;1;4;0;0;0
reportage;8;5;30;1;0;0
découvrir;30;6;5;0;0;0
émission;3;8;23;3;0;0
côté;8;3;6;0;26;0
univers;9;0;8;0;26;0
rendre;30;0;4;1;0;0
image;11;8;19;0;0;0
enfant;12;5;18;0;0;0
spécialiste;8;0;2;21;0;0
mazaurette;0;0;0;37;0;0
espace;15;1;0;2;0;0
propre;4;3;7;0;26;0
livre;5;6;6;8;0;0
etienne;0;0;0;39;0;0
carbonnier;0;0;0;39;0;0
astronaute;37;0;0;1;0;0
aller;13;4;10;4;0;0
évoquer;8;6;14;1;0;0
recherche;18;1;1;6;0;0
quitter;4;3;2;3;26;0
scientifique;23;3;5;0;0;0
preuve;25;1;1;0;0;0
humain;29;3;1;0;0;0
histoire;15;3;8;3;0;0
donner;14;3;18;0;0;0
courir;2;5;3;0;26;0
plateau;1;7;28;0;0;0
maïa;0;0;0;35;0;0
lointain;8;0;0;0;26;0
expliquer;12;3;16;0;0;0
débat;6;9;4;1;0;0
dernier;15;2;12;2;0;0
retrouver;21;1;6;0;0;0
posséder;7;1;1;0;23;0
origine;26;0;6;0;0;1
comprendre;12;3;2;1;0;0
terrien;6;0;1;0;26;0
robot;3;3;2;0;0;0
naître;1;0;7;0;26;0
inviter;3;12;5;10;0;0
frédéric;1;7;11;12;0;0
voler;4;0;2;0;26;0
vivre;11;1;20;0;0;0
président;4;4;2;5;0;0
membre;2;2;0;0;0;0
général;2;0;4;0;0;0
trouver;18;2;5;0;0;0
revenir;13;2;10;4;0;0
luc;1;4;2;1;0;0
citation;4;12;0;2;0;0
cas;6;4;6;13;0;0
américain;17;6;2;1;0;0
acteur;0;2;5;14;0;0
témoin;8;2;6;0;0;0
thierry;0;2;6;7;0;0
sujet;1;15;8;3;0;0
question;16;8;2;0;0;0
manquer;1;0;4;0;26;0
grandir;0;0;4;0;26;0
forme;17;0;9;0;0;0
député;0;4;0;1;0;0
claude;3;2;10;1;0;0
unir;5;3;1;2;0;0
raconter;9;2;17;0;0;0
porte;5;4;1;2;0;0
intervenir;2;0;1;0;26;0
figure;3;1;0;0;26;0
édition;0;2;1;14;0;0
visuel;0;13;0;1;0;0
site;17;6;2;2;0;0
retour;0;19;0;4;0;0
recevoir;8;13;5;1;0;0
danger;1;0;2;0;26;0
affaire;5;9;5;0;0;0
théoricien;27;0;0;0;0;0
ciel;18;0;2;0;0;0
visiteur;25;0;0;0;0;0
témoignage;5;1;17;0;0;0
parole;2;4;1;2;0;0
objet;20;0;3;0;0;0
femme;9;0;14;1;0;0
entraîner;0;1;0;0;26;0
créature;8;2;1;0;0;0
connaître;12;6;7;0;0;0
sse;0;0;0;0;26;0
pté;0;0;0;0;26;0
partir;4;14;2;2;0;0
mélenchon;0;2;0;1;0;0
décontraction;0;0;0;0;26;0
culture;10;5;8;0;0;0
conquérant;0;0;0;0;26;0
aile;0;0;0;0;26;0
temps;15;1;6;0;0;0
rencontre;10;1;11;1;0;0
penser;15;1;9;0;0;0
mettre;15;5;4;1;0;0
jour;7;4;11;1;0;0
identifier;13;0;0;0;0;0
découverte;13;5;3;2;0;0
devenir;8;2;12;1;0;0
voyage;2;3;2;2;0;0
vaisseau;13;1;0;0;0;0
sy;0;2;2;10;0;0
pierre;11;6;4;1;0;0
photo;10;1;10;0;0;0
montrer;2;2;16;1;0;0
humanité;20;0;0;0;0;0
cnews;0;7;1;0;0;0
bernard;2;1;9;0;0;0
avocat;1;1;2;0;0;0
affirmer;19;1;3;0;0;0
écrivain;2;5;2;1;0;0
françois;8;12;1;0;0;0
famille;2;3;15;0;0;0
extrait;0;11;4;6;0;0
entier;15;0;1;0;0;0
disciple;0;0;0;0;23;0
consacrer;2;0;20;0;0;0
équipe;8;10;2;0;0;0
volant;18;2;0;0;0;0
semaine;1;8;10;0;0;0
laisser;17;0;3;0;0;0
haut;3;2;2;1;0;0
fois;7;3;8;1;0;0
enquête;11;3;1;0;0;0
déclaration;2;6;0;8;0;0
anne;1;3;3;13;0;0
ami;7;2;1;0;0;0
visite;14;1;1;1;0;0
réalité;10;2;1;0;0;0
rester;9;1;4;0;0;0
professeur;2;5;7;0;0;0
pari;1;4;9;0;0;0
lci;0;5;1;0;0;0
information;3;10;2;0;0;0
ex;2;1;1;3;0;0
désert;7;2;0;0;0;0
animal;8;4;5;0;0;0
agir;15;1;3;0;0;0
permettre;11;2;4;0;0;0
