"";"";"";"";"gasnier";""
"719";"ennemi";"0.299280830935827";"0.299280830935827";"0.513160552525676";"791"
"720";"engin";"0.299280830935827";"0.299280830935827";"0.513160552525676";"792"
"721";"emplacement";"0.299280830935827";"0.299280830935827";"0.513160552525676";"793"
"722";"détecter";"0.299280830935827";"0.299280830935827";"0.513160552525676";"794"
"723";"dépasser";"0.299280830935827";"0.299280830935827";"0.513160552525676";"795"
"724";"diriger";"0.299280830935827";"0.299280830935827";"0.513160552525676";"796"
"725";"descendre";"0.299280830935827";"0.299280830935827";"0.513160552525676";"797"
"726";"constituer";"0.299280830935827";"0.299280830935827";"0.513160552525676";"798"
"727";"conquête";"0.299280830935827";"0.299280830935827";"0.513160552525676";"799"
"728";"conclusion";"0.299280830935827";"0.299280830935827";"0.513160552525676";"800"
"729";"clervoy";"0.299280830935827";"0.299280830935827";"0.513160552525676";"801"
"730";"camp";"0.299280830935827";"0.299280830935827";"0.513160552525676";"802"
"731";"brennan";"0.299280830935827";"0.299280830935827";"0.513160552525676";"803"
"732";"booth";"0.299280830935827";"0.299280830935827";"0.513160552525676";"804"
"733";"bible";"0.299280830935827";"0.299280830935827";"0.513160552525676";"805"
"734";"belgique";"0.299280830935827";"0.299280830935827";"0.513160552525676";"806"
"735";"artefact";"0.299280830935827";"0.299280830935827";"0.513160552525676";"807"
"736";"apollo";"0.299280830935827";"0.299280830935827";"0.513160552525676";"808"
"737";"antiquité";"0.299280830935827";"0.299280830935827";"0.513160552525676";"809"
"738";"ange";"0.299280830935827";"0.299280830935827";"0.513160552525676";"810"
"739";"ancêtre";"0.299280830935827";"0.299280830935827";"0.513160552525676";"811"
"740";"amérique";"0.299280830935827";"0.299280830935827";"0.513160552525676";"812"
"741";"abriter";"0.299280830935827";"0.299280830935827";"0.513160552525676";"813"
"742";"parole";"0.399986191113034";"0.399986191113034";"0.512905813688185";"814"
"743";"appeler";"0.349739563019768";"0.349739563019768";"0.512905813688185";"815"
"744";"attaque";"0.345954614706254";"0.345954614706254";"0.512905813688185";"816"
"745";"médecin";"0.333748567045825";"0.333748567045825";"0.51243640729101";"817"
"746";"coeur";"0.333748567045825";"0.333748567045825";"0.51243640729101";"818"
"747";"expert";"0.318746279405331";"0.318746279405331";"0.51243640729101";"819"
"748";"salle";"0.381052258460562";"0.381052258460562";"0.51243640729101";"820"
"749";"accepter";"0.366049970820068";"0.366049970820068";"0.51243640729101";"821"
"750";"nicolas";"0.40082865368805";"0.40082865368805";"0.512413509417977";"822"
"751";"filmer";"0.3631436826181";"0.3631436826181";"0.512413509417977";"823"
"752";"emmener";"0.351788837677557";"0.351788837677557";"0.512413509417977";"824"
"753";"bourret";"0.368821105088372";"0.368821105088372";"0.512413509417977";"825"
"754";"vraiment";"0.368821105088372";"0.368821105088372";"0.512413509417977";"826"
"755";"traiter";"0.389473808747506";"0.389473808747506";"0.512413509417977";"827"
"756";"soeur";"0.3631436826181";"0.3631436826181";"0.512413509417977";"828"
"757";"louis";"0.40082865368805";"0.40082865368805";"0.512413509417977";"829"
"758";"célèbre";"0.357466260147829";"0.357466260147829";"0.512413509417977";"830"
"759";"bois";"0.357466260147829";"0.357466260147829";"0.512413509417977";"831"
"760";"avenir";"0.307796964641235";"0.307796964641235";"0.512407784949719";"832"
"761";"roswell";"0.325534834306692";"0.325534834306692";"0.512407784949719";"833"
"762";"dessin";"0.307796964641235";"0.307796964641235";"0.512407784949719";"834"
"763";"armée";"0.331802626090993";"0.331802626090993";"0.512407784949719";"835"
"764";"dernier";"0.333830059892791";"0.333830059892791";"0.511738022163506";"836"
"765";"ami";"0.323690487114682";"0.323690487114682";"0.511537665774467";"837"
"766";"chose";"0.309500191382317";"0.309500191382317";"0.511537665774467";"838"
"767";"présentation";"0.399094558322432";"0.399094558322432";"0.511228544488523";"839"
"768";"yann";"0.399094558322432";"0.399094558322432";"0.511228544488523";"840"
"769";"réponse";"0.381709489784296";"0.381709489784296";"0.511228544488523";"841"
"770";"rencontrer";"0.310635675876371";"0.310635675876371";"0.511071121611421";"842"
"771";"travail";"0.337316301043335";"0.337316301043335";"0.51104249927013";"843"
"772";"convaincre";"0.316313098346643";"0.316313098346643";"0.51104249927013";"844"
"773";"diffuser";"0.380930486381996";"0.380930486381996";"0.51104249927013";"845"
"774";"clair";"0.337316301043335";"0.337316301043335";"0.51104249927013";"846"
"775";"rester";"0.316514698990826";"0.316514698990826";"0.510839280646963";"847"
"776";"fois";"0.34210578595915";"0.34210578595915";"0.510507261487986";"848"
"777";"troisième";"0.36172595722219";"0.36172595722219";"0.510315491801335";"849"
"778";"situer";"0.340722754525498";"0.340722754525498";"0.510315491801335";"850"
"779";"sang";"0.340722754525498";"0.340722754525498";"0.510315491801335";"851"
"780";"musique";"0.36172595722219";"0.36172595722219";"0.510315491801335";"852"
"781";"rumeur";"0.319719551828806";"0.319719551828806";"0.510315491801335";"853"
"782";"paranormal";"0.319719551828806";"0.319719551828806";"0.510315491801335";"854"
"783";"chantal";"0.340722754525498";"0.340722754525498";"0.510315491801335";"855"
"784";"assurer";"0.340722754525498";"0.340722754525498";"0.510315491801335";"856"
"785";"anthropologue";"0.319719551828806";"0.319719551828806";"0.510315491801335";"857"
"786";"amoureux";"0.340722754525498";"0.340722754525498";"0.510315491801335";"858"
"787";"aborder";"0.36172595722219";"0.36172595722219";"0.510315491801335";"859"
"788";"prendre";"0.32766497924781";"0.32766497924781";"0.510057890729714";"860"
"789";"mauvais";"0.320284033632519";"0.320284033632519";"0.509866121043064";"862"
"790";"bord";"0.306093737900153";"0.306093737900153";"0.509866121043064";"863"
"791";"glace";"0.320284033632519";"0.320284033632519";"0.509866121043064";"864"
"792";"défense";"0.306093737900153";"0.306093737900153";"0.509866121043064";"865"
"793";"don";"0.320284033632519";"0.320284033632519";"0.509866121043064";"866"
"794";"domaine";"0.344502796219767";"0.344502796219767";"0.509866121043064";"867"
"795";"carburant";"0.320284033632519";"0.320284033632519";"0.509866121043064";"868"
"796";"remplacer";"0.320284033632519";"0.320284033632519";"0.509866121043064";"870"
"797";"remonter";"0.306093737900153";"0.306093737900153";"0.509866121043064";"871"
"798";"produire";"0.344502796219767";"0.344502796219767";"0.509866121043064";"872"
"799";"détruire";"0.320284033632519";"0.320284033632519";"0.509866121043064";"873"
"800";"ballon";"0.344502796219767";"0.344502796219767";"0.509866121043064";"874"
"801";"aérien";"0.306093737900153";"0.306093737900153";"0.509866121043064";"875"
"802";"activité";"0.306093737900153";"0.306093737900153";"0.509866121043064";"876"
"803";"volcanique";"0.306093737900153";"0.306093737900153";"0.509866121043064";"877"
"804";"scène";"0.306093737900153";"0.306093737900153";"0.509866121043064";"878"
"805";"récent";"0.320284033632519";"0.320284033632519";"0.509866121043064";"879"
"806";"reine";"0.306093737900153";"0.306093737900153";"0.509866121043064";"880"
"807";"radio";"0.320284033632519";"0.320284033632519";"0.509866121043064";"881"
"808";"interpréter";"0.320284033632519";"0.320284033632519";"0.509866121043064";"882"
"809";"fournir";"0.320284033632519";"0.320284033632519";"0.509866121043064";"883"
"810";"explorateur";"0.306093737900153";"0.306093737900153";"0.509866121043064";"884"
"811";"analyser";"0.306093737900153";"0.306093737900153";"0.509866121043064";"885"
"812";"blanc";"0.35780361404156";"0.35780361404156";"0.50913338910601";"886"
"813";"voyage";"0.392102693483942";"0.392102693483942";"0.508941619419359";"887"
"814";"communauté";"0.409656110903546";"0.409656110903546";"0.508795645478774";"888"
"815";"surveillance";"0.409656110903546";"0.409656110903546";"0.508795645478774";"889"
"816";"cicatrice";"0.38600561801627";"0.38600561801627";"0.508795645478774";"890"
"817";"euro";"0.42101095584409";"0.42101095584409";"0.508795645478774";"891"
"818";"droit";"0.374650773075726";"0.374650773075726";"0.508795645478774";"892"
"819";"soir";"0.42101095584409";"0.42101095584409";"0.508795645478774";"893"
"820";"avril";"0.42101095584409";"0.42101095584409";"0.508795645478774";"894"
"821";"étudiant";"0.42101095584409";"0.42101095584409";"0.508795645478774";"895"
"822";"ségolène";"0.409656110903546";"0.409656110903546";"0.508795645478774";"896"
"823";"royal";"0.409656110903546";"0.409656110903546";"0.508795645478774";"897"
"824";"morceau";"0.38600561801627";"0.38600561801627";"0.508795645478774";"898"
"825";"défi";"0.42101095584409";"0.42101095584409";"0.508795645478774";"899"
"826";"diviser";"0.374650773075726";"0.374650773075726";"0.508795645478774";"900"
"827";"steven";"0.42101095584409";"0.42101095584409";"0.508795645478774";"901"
"828";"saison";"0.42101095584409";"0.42101095584409";"0.508795645478774";"902"
"829";"russe";"0.397360462956814";"0.397360462956814";"0.508795645478774";"903"
"830";"rice";"0.397360462956814";"0.397360462956814";"0.508795645478774";"904"
"831";"racisme";"0.42101095584409";"0.42101095584409";"0.508795645478774";"905"
"832";"pécresse";"0.42101095584409";"0.42101095584409";"0.508795645478774";"906"
"833";"prévoir";"0.38600561801627";"0.38600561801627";"0.508795645478774";"907"
"834";"participant";"0.38600561801627";"0.38600561801627";"0.508795645478774";"908"
"835";"négociation";"0.38600561801627";"0.38600561801627";"0.508795645478774";"909"
"836";"minute";"0.397360462956814";"0.397360462956814";"0.508795645478774";"910"
"837";"min";"0.397360462956814";"0.397360462956814";"0.508795645478774";"911"
"838";"galaxie";"0.374650773075726";"0.374650773075726";"0.508795645478774";"912"
"839";"effectuer";"0.42101095584409";"0.42101095584409";"0.508795645478774";"913"
"840";"créateur";"0.42101095584409";"0.42101095584409";"0.508795645478774";"914"
"841";"chinois";"0.38600561801627";"0.38600561801627";"0.508795645478774";"915"
"842";"championnat";"0.42101095584409";"0.42101095584409";"0.508795645478774";"916"
"843";"attal";"0.42101095584409";"0.42101095584409";"0.508795645478774";"917"
"844";"abattre";"0.374650773075726";"0.374650773075726";"0.508795645478774";"918"
"845";"université";"0.342567101717508";"0.342567101717508";"0.508686880581868";"919"
"846";"également";"0.357703828334537";"0.357703828334537";"0.508686880581868";"920"
"847";"publier";"0.316313098346643";"0.316313098346643";"0.508686880581868";"921"
"848";"air";"0.316313098346643";"0.316313098346643";"0.508686880581868";"922"
"849";"mouvement";"0.386321821866304";"0.386321821866304";"0.508684018347739";"923"
"850";"société";"0.349154055974686";"0.349154055974686";"0.508684018347739";"924"
"851";"science_fiction";"0.34428769385731";"0.34428769385731";"0.508684018347739";"925"
"852";"reprise";"0.349154055974686";"0.349154055974686";"0.508684018347739";"926"
"853";"particulier";"0.358886780209437";"0.358886780209437";"0.508684018347739";"927"
"854";"laurence";"0.39118818398368";"0.39118818398368";"0.508684018347739";"928"
"855";"découverte";"0.346215323315027";"0.346215323315027";"0.508672569411222";"929"
"856";"pilote";"0.309013555170579";"0.309013555170579";"0.50864680930406";"930"
"857";"participer";"0.309013555170579";"0.309013555170579";"0.50864680930406";"931"
"858";"centre";"0.319149480693697";"0.319149480693697";"0.50864680930406";"932"
"859";"porter";"0.356995858644735";"0.356995858644735";"0.508509422065862";"933"
"860";"militant";"0.321990520816915";"0.321990520816915";"0.508509422065862";"934"
"861";"éloigner";"0.321990520816915";"0.321990520816915";"0.508509422065862";"935"
"862";"pièce";"0.356995858644735";"0.356995858644735";"0.508509422065862";"936"
"863";"manu";"0.356995858644735";"0.356995858644735";"0.508509422065862";"937"
"864";"emploi";"0.356995858644735";"0.356995858644735";"0.508509422065862";"938"
"865";"documentaire";"0.356995858644735";"0.356995858644735";"0.508509422065862";"939"
"866";"soutenir";"0.321990520816915";"0.321990520816915";"0.508509422065862";"940"
"867";"scully";"0.356995858644735";"0.356995858644735";"0.508509422065862";"941"
"868";"ness";"0.321990520816915";"0.321990520816915";"0.508509422065862";"942"
"869";"matériel";"0.356995858644735";"0.356995858644735";"0.508509422065862";"943"
"870";"etc";"0.321990520816915";"0.321990520816915";"0.508509422065862";"944"
"871";"charlotte";"0.356995858644735";"0.356995858644735";"0.508509422065862";"945"
"872";"bref";"0.356995858644735";"0.356995858644735";"0.508509422065862";"946"
"873";"big_bang";"0.321990520816915";"0.321990520816915";"0.508509422065862";"947"
"874";"banque";"0.321990520816915";"0.321990520816915";"0.508509422065862";"948"
"875";"appartement";"0.356995858644735";"0.356995858644735";"0.508509422065862";"949"
"876";"économique";"0.356995858644735";"0.356995858644735";"0.508509422065862";"950"
"877";"vivant";"0.321990520816915";"0.321990520816915";"0.508509422065862";"951"
"878";"unique";"0.321990520816915";"0.321990520816915";"0.508509422065862";"952"
"879";"total";"0.321990520816915";"0.321990520816915";"0.508509422065862";"953"
"880";"talent";"0.321990520816915";"0.321990520816915";"0.508509422065862";"954"
"881";"synthèse";"0.321990520816915";"0.321990520816915";"0.508509422065862";"955"
"882";"sud_ouest";"0.321990520816915";"0.321990520816915";"0.508509422065862";"956"
"883";"sevan";"0.321990520816915";"0.321990520816915";"0.508509422065862";"957"
"884";"réaction";"0.356995858644735";"0.356995858644735";"0.508509422065862";"958"
"885";"route";"0.321990520816915";"0.321990520816915";"0.508509422065862";"959"
"886";"rire";"0.321990520816915";"0.321990520816915";"0.508509422065862";"960"
"887";"retraite";"0.321990520816915";"0.321990520816915";"0.508509422065862";"961"
"888";"relater";"0.321990520816915";"0.321990520816915";"0.508509422065862";"962"
"889";"qualité";"0.356995858644735";"0.356995858644735";"0.508509422065862";"963"
"890";"photographe";"0.356995858644735";"0.356995858644735";"0.508509422065862";"964"
"891";"personnel";"0.356995858644735";"0.356995858644735";"0.508509422065862";"965"
"892";"peau";"0.356995858644735";"0.356995858644735";"0.508509422065862";"966"
"893";"papou";"0.321990520816915";"0.321990520816915";"0.508509422065862";"967"
"894";"orphelin";"0.321990520816915";"0.321990520816915";"0.508509422065862";"968"
"895";"olympia";"0.356995858644735";"0.356995858644735";"0.508509422065862";"969"
"896";"neige";"0.321990520816915";"0.321990520816915";"0.508509422065862";"970"
"897";"métier";"0.321990520816915";"0.321990520816915";"0.508509422065862";"971"
"898";"monnet";"0.321990520816915";"0.321990520816915";"0.508509422065862";"972"
"899";"mi_homme";"0.321990520816915";"0.321990520816915";"0.508509422065862";"973"
"900";"marabout";"0.321990520816915";"0.321990520816915";"0.508509422065862";"974"
"901";"manière";"0.356995858644735";"0.356995858644735";"0.508509422065862";"975"
"902";"léon";"0.321990520816915";"0.321990520816915";"0.508509422065862";"976"
"903";"jésus";"0.356995858644735";"0.356995858644735";"0.508509422065862";"977"
"904";"jc";"0.356995858644735";"0.356995858644735";"0.508509422065862";"978"
"905";"interpeller";"0.356995858644735";"0.356995858644735";"0.508509422065862";"979"
"906";"gadget";"0.321990520816915";"0.321990520816915";"0.508509422065862";"980"
"907";"fin";"0.356995858644735";"0.356995858644735";"0.508509422065862";"981"
"908";"extérieur";"0.321990520816915";"0.321990520816915";"0.508509422065862";"983"
"909";"experience";"0.321990520816915";"0.321990520816915";"0.508509422065862";"984"
"910";"exactement";"0.356995858644735";"0.356995858644735";"0.508509422065862";"985"
"911";"evocation";"0.356995858644735";"0.356995858644735";"0.508509422065862";"986"
"912";"evelyne";"0.321990520816915";"0.321990520816915";"0.508509422065862";"987"
"913";"détail";"0.321990520816915";"0.321990520816915";"0.508509422065862";"988"
"914";"définir";"0.321990520816915";"0.321990520816915";"0.508509422065862";"989"
"915";"dutronc";"0.356995858644735";"0.356995858644735";"0.508509422065862";"990"
"916";"dupont";"0.356995858644735";"0.356995858644735";"0.508509422065862";"991"
"917";"divorcer";"0.356995858644735";"0.356995858644735";"0.508509422065862";"992"
"918";"cyril";"0.356995858644735";"0.356995858644735";"0.508509422065862";"993"
"919";"cuisinier";"0.356995858644735";"0.356995858644735";"0.508509422065862";"994"
"920";"court";"0.356995858644735";"0.356995858644735";"0.508509422065862";"995"
"921";"couleur";"0.321990520816915";"0.321990520816915";"0.508509422065862";"996"
"922";"concert";"0.321990520816915";"0.321990520816915";"0.508509422065862";"997"
"923";"chronologique";"0.356995858644735";"0.356995858644735";"0.508509422065862";"998"
"924";"chaleur";"0.356995858644735";"0.356995858644735";"0.508509422065862";"999"
"925";"cavale";"0.321990520816915";"0.321990520816915";"0.508509422065862";"1000"
"926";"casser";"0.321990520816915";"0.321990520816915";"0.508509422065862";"1001"
"927";"bruxelles";"0.321990520816915";"0.321990520816915";"0.508509422065862";"1002"
"928";"bourgeois";"0.321990520816915";"0.321990520816915";"0.508509422065862";"1003"
"929";"boire";"0.321990520816915";"0.321990520816915";"0.508509422065862";"1004"
"930";"article";"0.356995858644735";"0.356995858644735";"0.508509422065862";"1005"
"931";"août";"0.321990520816915";"0.321990520816915";"0.508509422065862";"1006"
"932";"accueil";"0.356995858644735";"0.356995858644735";"0.508509422065862";"1007"
"933";"visage";"0.34486705948231";"0.34486705948231";"0.508231785355338";"1008"
"934";"théâtre";"0.352952351666918";"0.352952351666918";"0.508231785355338";"1009"
"935";"différent";"0.333858531033561";"0.333858531033561";"0.508231785355338";"1010"
"936";"chef";"0.324311620716883";"0.324311620716883";"0.508231785355338";"1011"
"937";"mener";"0.318519173505463";"0.318519173505463";"0.508117295990174";"1012"
"938";"vendre";"0.318519173505463";"0.318519173505463";"0.508117295990174";"1013"
"939";"village";"0.334286168763647";"0.334286168763647";"0.508117295990174";"1014"
"940";"aide";"0.318519173505463";"0.318519173505463";"0.508117295990174";"1016"
"941";"membre";"0.351788837677557";"0.351788837677557";"0.508042877902817";"1017"
"942";"meilleur";"0.360304971382965";"0.360304971382965";"0.508042877902817";"1018"
"943";"manifestation";"0.368821105088372";"0.368821105088372";"0.508042877902817";"1019"
"944";"docteur";"0.360304971382965";"0.360304971382965";"0.508042877902817";"1020"
"945";"new";"0.360304971382965";"0.360304971382965";"0.508042877902817";"1021"
"946";"responsable";"0.368821105088372";"0.368821105088372";"0.508042877902817";"1022"
"947";"fred";"0.368821105088372";"0.368821105088372";"0.508042877902817";"1023"
"948";"toucher";"0.368821105088372";"0.368821105088372";"0.508042877902817";"1024"
"949";"service";"0.360304971382965";"0.360304971382965";"0.508042877902817";"1025"
"950";"one";"0.368821105088372";"0.368821105088372";"0.508042877902817";"1026"
"951";"lutte";"0.351788837677557";"0.351788837677557";"0.508042877902817";"1027"
"952";"kid";"0.351788837677557";"0.351788837677557";"0.508042877902817";"1028"
"953";"campagne";"0.360304971382965";"0.360304971382965";"0.508042877902817";"1029"
"954";"bruit";"0.360304971382965";"0.360304971382965";"0.508042877902817";"1030"
"955";"vision";"0.351788837677557";"0.351788837677557";"0.508042877902817";"1031"
"956";"télé";"0.360304971382965";"0.360304971382965";"0.508042877902817";"1032"
"957";"souhaiter";"0.351788837677557";"0.351788837677557";"0.508042877902817";"1033"
"958";"récupérer";"0.360304971382965";"0.360304971382965";"0.508042877902817";"1034"
"959";"oublier";"0.360304971382965";"0.360304971382965";"0.508042877902817";"1035"
"960";"oeuvre";"0.360304971382965";"0.360304971382965";"0.508042877902817";"1036"
"961";"obliger";"0.351788837677557";"0.351788837677557";"0.508042877902817";"1037"
"962";"net";"0.360304971382965";"0.360304971382965";"0.508042877902817";"1038"
"963";"genre";"0.351788837677557";"0.351788837677557";"0.508042877902817";"1039"
"964";"fond";"0.351788837677557";"0.351788837677557";"0.508042877902817";"1040"
"965";"entreprise";"0.368821105088372";"0.368821105088372";"0.508042877902817";"1041"
"966";"enceinte";"0.360304971382965";"0.360304971382965";"0.508042877902817";"1042"
"967";"dessiner";"0.368821105088372";"0.368821105088372";"0.508042877902817";"1043"
"968";"couper";"0.360304971382965";"0.360304971382965";"0.508042877902817";"1044"
"969";"confier";"0.360304971382965";"0.360304971382965";"0.508042877902817";"1045"
"970";"black";"0.351788837677557";"0.351788837677557";"0.508042877902817";"1046"
"971";"barthès";"0.416832427987889";"0.416832427987889";"0.508042877902817";"1047"
"972";"garçon";"0.311667934507329";"0.311667934507329";"0.507908352898748";"1048"
"973";"étude";"0.312382575097993";"0.312382575097993";"0.507865419386811";"1049"
"974";"nouvelle";"0.312382575097993";"0.312382575097993";"0.507865419386811";"1050"
"975";"long";"0.312382575097993";"0.312382575097993";"0.507865419386811";"1051"
"976";"mot";"0.343662023988291";"0.343662023988291";"0.507564884803254";"1052"
"977";"etats";"0.379414053746968";"0.379414053746968";"0.507152723088661";"1053"
"978";"suivre";"0.368912452398622";"0.368912452398622";"0.507152723088661";"1054"
"979";"continuer";"0.353998069416592";"0.353998069416592";"0.506339848595992";"1055"
"980";"âge";"0.316313098346643";"0.316313098346643";"0.506339848595992";"1056"
"981";"téléspectateur";"0.351318436174463";"0.351318436174463";"0.506339848595992";"1057"
"982";"rentrer";"0.333815767260553";"0.333815767260553";"0.506339848595992";"1058"
"983";"personnage";"0.333815767260553";"0.333815767260553";"0.506339848595992";"1059"
"984";"fameux";"0.333815767260553";"0.333815767260553";"0.506339848595992";"1060"
"985";"tomber";"0.333909847561172";"0.333909847561172";"0.506285466147539";"1061"
"986";"commencer";"0.319907712430044";"0.319907712430044";"0.506285466147539";"1062"
"987";"robot";"0.347177969697532";"0.347177969697532";"0.506036451778306";"1063"
"988";"héros";"0.342919902844828";"0.342919902844828";"0.506036451778306";"1064"
"989";"sud";"0.351436036550236";"0.351436036550236";"0.506036451778306";"1065"
"990";"mère";"0.347177969697532";"0.347177969697532";"0.506036451778306";"1066"
"991";"christian";"0.379699764852698";"0.379699764852698";"0.506036451778306";"1067"
"992";"événement";"0.338661835992124";"0.338661835992124";"0.506036451778306";"1068"
"993";"génération";"0.379699764852698";"0.379699764852698";"0.506036451778306";"1069"
"994";"artiste";"0.375441697999994";"0.375441697999994";"0.506036451778306";"1070"
"995";"gens";"0.337757516075099";"0.337757516075099";"0.505962033690949";"1071"
"996";"olivier";"0.337757516075099";"0.337757516075099";"0.505962033690949";"1072"
"997";"près_de";"0.337757516075099";"0.337757516075099";"0.505962033690949";"1073"
"998";"maison";"0.340856802314629";"0.340856802314629";"0.505858993262301";"1074"
"999";"compte";"0.355808287540751";"0.355808287540751";"0.505853268794043";"1075"
"1000";"monstre";"0.307796964641235";"0.307796964641235";"0.505853268794043";"1076"
"1001";"surveiller";"0.355808287540751";"0.355808287540751";"0.505853268794043";"1077"
"1002";"soleil";"0.307796964641235";"0.307796964641235";"0.505853268794043";"1078"
"1003";"jeter";"0.325534834306692";"0.325534834306692";"0.505853268794043";"1079"
"1004";"immense";"0.307796964641235";"0.307796964641235";"0.505853268794043";"1080"
"1005";"extraordinaire";"0.307796964641235";"0.307796964641235";"0.505853268794043";"1081"
"1006";"esprit";"0.307796964641235";"0.307796964641235";"0.505853268794043";"1082"
"1007";"appareil";"0.307796964641235";"0.307796964641235";"0.505853268794043";"1083"
"1008";"échapper";"0.307796964641235";"0.307796964641235";"0.505853268794043";"1084"
"1009";"us";"0.325534834306692";"0.325534834306692";"0.505853268794043";"1085"
"1010";"terrestre";"0.325534834306692";"0.325534834306692";"0.505853268794043";"1086"
"1011";"simplement";"0.307796964641235";"0.307796964641235";"0.505853268794043";"1087"
"1012";"sceptique";"0.307796964641235";"0.307796964641235";"0.505853268794043";"1088"
"1013";"regard";"0.307796964641235";"0.307796964641235";"0.505853268794043";"1089"
"1014";"radar";"0.307796964641235";"0.307796964641235";"0.505853268794043";"1090"
"1015";"prêt";"0.325534834306692";"0.325534834306692";"0.505853268794043";"1091"
"1016";"proximité";"0.307796964641235";"0.307796964641235";"0.505853268794043";"1092"
"1017";"population";"0.355808287540751";"0.355808287540751";"0.505853268794043";"1093"
"1018";"placer";"0.325534834306692";"0.325534834306692";"0.505853268794043";"1094"
"1019";"physicien";"0.307796964641235";"0.307796964641235";"0.505853268794043";"1095"
"1020";"paix";"0.307796964641235";"0.307796964641235";"0.505853268794043";"1096"
"1021";"louange";"0.325534834306692";"0.325534834306692";"0.505853268794043";"1097"
"1022";"kidnapper";"0.325534834306692";"0.325534834306692";"0.505853268794043";"1098"
"1023";"ingénieur";"0.325534834306692";"0.325534834306692";"0.505853268794043";"1099"
"1024";"hasard";"0.355808287540751";"0.355808287540751";"0.505853268794043";"1100"
"1025";"hanter";"0.325534834306692";"0.325534834306692";"0.505853268794043";"1101"
"1026";"guider";"0.307796964641235";"0.307796964641235";"0.505853268794043";"1102"
"1027";"faux";"0.325534834306692";"0.325534834306692";"0.505853268794043";"1103"
"1028";"empreinte";"0.325534834306692";"0.325534834306692";"0.505853268794043";"1104"
"1029";"composition";"0.307796964641235";"0.307796964641235";"0.505853268794043";"1105"
"1030";"complot";"0.307796964641235";"0.307796964641235";"0.505853268794043";"1106"
"1031";"club";"0.307796964641235";"0.307796964641235";"0.505853268794043";"1107"
"1032";"anna";"0.307796964641235";"0.307796964641235";"0.505853268794043";"1108"
"1033";"revenir";"0.349457268206931";"0.349457268206931";"0.505753090599524";"1109"
"1034";"histoire";"0.342932341221431";"0.342932341221431";"0.505735917194749";"1110"
"1035";"unir";"0.372129215309591";"0.372129215309591";"0.505727330492362";"1111"
"1036";"porte";"0.374809851068733";"0.374809851068733";"0.505707294853458";"1112"
"1037";"chercher";"0.339963591233919";"0.339963591233919";"0.505707294853458";"1113"
"1038";"novembre";"0.399094558322432";"0.399094558322432";"0.505266510797574";"1114"
"1039";"cause";"0.364324421246159";"0.364324421246159";"0.505266510797574";"1115"
"1040";"succession";"0.390578424617024";"0.390578424617024";"0.505266510797574";"1116"
"1041";"département";"0.390578424617024";"0.390578424617024";"0.505266510797574";"1117"
"1042";"décembre";"0.382062290911616";"0.382062290911616";"0.505266510797574";"1118"
"1043";"apparition";"0.322460922320009";"0.322460922320009";"0.5051806437737";"1119"
"1044";"pays";"0.354468470919687";"0.354468470919687";"0.5051806437737";"1120"
"1045";"situation";"0.342643224476049";"0.342643224476049";"0.5051806437737";"1121"
"1046";"rapporter";"0.310635675876371";"0.310635675876371";"0.5051806437737";"1122"
"1047";"artificiel";"0.310635675876371";"0.310635675876371";"0.5051806437737";"1123"
"1048";"apercevoir";"0.322460922320009";"0.322460922320009";"0.5051806437737";"1124"
"1049";"réel";"0.334286168763647";"0.334286168763647";"0.5051806437737";"1125"
"1050";"inspirer";"0.310635675876371";"0.310635675876371";"0.5051806437737";"1126"
"1051";"inde";"0.322460922320009";"0.322460922320009";"0.5051806437737";"1127"
"1052";"habitant";"0.334286168763647";"0.334286168763647";"0.5051806437737";"1128"
"1053";"contenir";"0.354468470919687";"0.354468470919687";"0.5051806437737";"1129"
"1054";"entrer";"0.353396617622835";"0.353396617622835";"0.505043256535503";"1130"
"1055";"transformer";"0.327096940596845";"0.327096940596845";"0.505043256535503";"1131"
"1056";"nuit";"0.31290664486448";"0.31290664486448";"0.505043256535503";"1132"
"1057";"message";"0.31290664486448";"0.31290664486448";"0.505043256535503";"1133"
"1058";"main";"0.344929627776426";"0.344929627776426";"0.505008909725953";"1134"
"1059";"fait";"0.312055031493939";"0.312055031493939";"0.505008909725953";"1135"
"1060";"existence";"0.320923966326667";"0.320923966326667";"0.505008909725953";"1136"
"1061";"centrale";"0.320923966326667";"0.320923966326667";"0.505008909725953";"1137"
"1062";"présence";"0.312055031493939";"0.312055031493939";"0.505008909725953";"1138"
"1063";"partager";"0.336060692943697";"0.336060692943697";"0.505008909725953";"1139"
"1064";"mission";"0.329792901159396";"0.329792901159396";"0.505008909725953";"1140"
"1065";"témoin";"0.325182033179371";"0.325182033179371";"0.504719824078913";"1141"
"1066";"bruno";"0.400135015541803";"0.400135015541803";"0.504605334713748";"1142"
"1067";"robert";"0.348100143293537";"0.348100143293537";"0.504605334713748";"1143"
"1068";"essayer";"0.354913050257863";"0.354913050257863";"0.504605334713748";"1144"
"1069";"désormais";"0.354913050257863";"0.354913050257863";"0.504605334713748";"1145"
"1070";"agent";"0.354913050257863";"0.354913050257863";"0.504605334713748";"1146"
"1071";"réussir";"0.354913050257863";"0.354913050257863";"0.504605334713748";"1147"
"1072";"tour";"0.341287236329211";"0.341287236329211";"0.504605334713748";"1148"
