"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"mass";"chi.distance";"inertie"
"devenir";-0,232317535653269;0,228224915882451;0,479222494564984;-0,170718944779786;-0,384609960763704;0,377834482859941;0,793369920671026;-0,282631298015193;0,557793312112171;0,0904413205914567;0,327724516511727;0,0240408507846451;0,000102975344142578;9,93791731465154e-05;0,000438171028194088;5,56074145362199e-05;0,00190796000915821;0,248239244393788;0,000117573690103791
"commenter";-0,875013267429406;0,258246079084596;0,628809602231112;-0,202995181340076;-0,776770559485633;0,229251325439698;0,558209577747237;-0,180203759704866;0,917231653501375;0,0134229723546612;0,0654053553417333;0,00394001880224021;0,000993361803328799;8,65258059347968e-05;0,000512998990276032;5,34625461347736e-05;0,00129741280622758;0,72912203114058;0,000689729215981653
"accidentellement";1,80288561497117;0,13315789907581;0,00552998695564105;-0,0685108623389288;0,996563548298397;0,0736043969096016;0,00305675711026494;-0,0378700831059422;0,998968019395823;0,000915546848598063;1,29774293643622e-06;0,000115136012643189;0,00644969167804467;3,51832922417289e-05;6,06807333411101e-08;9,31368348614934e-06;0,00198427840952454;1,43951926324778;0,00411185289176503
"évolution";0,240777933570833;0,206126004080899;0,369109762532978;-0,146960048422924;0,473754619766865;0,405573489394042;0,726260303872929;-0,289158565442379;0,676885663279201;0,083344891127988;0,219643439410553;0,0201260061822333;5,30938074895584e-05;3,89113298252542e-05;0,000124773273415692;1,97792162092359e-05;0,00091582080439594;0,233552287298937;4,99549760231081e-05
"chine";-0,869512934062229;-0,190894341915625;-1,67385261023195;-0,548598714588272;-0,440564126081613;-0,0967221942600374;-0,848106317373641;-0,277963563040893;0,644512711628934;0,0052191162675981;0,329791185571074;0,0204769865323958;0,000634708094903196;3,05920130908491e-05;0,00235210319534332;0,000252657104947489;0,000839502404029612;0,864341574206011;0,000627180792636051
"substance";-0,60722337918935;0,245737261083676;0,566481640703547;-0,189546749439948;-0,684943530544235;0,277189833200473;0,63898714751394;-0,213807347039083;0,865453539942094;0,0238133383268635;0,104002478801726;0,00673064292931725;0,000281401383068101;4,60862409256711e-05;0,000244906852823157;2,74196521584756e-05;0,000763184003663283;0,520896818469082;0,000207077383416936
"karim";-0,875013267429407;0,25824607908455;0,628809602231091;-0,202995181340062;-0,776770559485651;0,229251325439663;0,55820957774723;-0,180203759704857;0,917231653501376;0,0134229723546565;0,0654053553417288;0,00394001880223965;0,000818062661564895;7,12565460639254e-05;0,000422469756697879;4,40279791698073e-05;0,0010684576051286;0,72912203114058;0,000568012295514302
"vigi";-0,875013267429407;0,25824607908455;0,628809602231091;-0,202995181340062;-0,776770559485651;0,229251325439663;0,55820957774723;-0,180203759704857;0,917231653501376;0,0134229723546565;0,0654053553417288;0,00394001880223965;0,000818062661564895;7,12565460639254e-05;0,000422469756697879;4,40279791698073e-05;0,0010684576051286;0,72912203114058;0,000568012295514302
"rythmé";1,70370417488226;0,137790794631686;0,0286144171510423;-0,073491763042671;0,995686096736079;0,0805282868326996;0,0167229603258254;-0,0429503711765377;0,998715225222139;0,00109755216340817;3,88998857408233e-05;0,000148322728713417;0,00598110461106644;3,91231155690492e-05;1,6871854888296e-06;1,11293642179839e-05;0,00206059680989086;1,36049970566123;0,00381408113606163
"unir";-0,51796008310933;0,241567655083385;0,545705653527699;-0,185063938806577;-0,638202875013841;0,297646820695305;0,672389491680524;-0,228025945742257;0,833333150807742;0,030453352365487;0,127722733086039;0,00849076374073387;0,000614247075542908;0,000133606651871675;0,000681816363333801;7,84140916887839e-05;0,00228955201098985;0,452805884683135;0,000469434104869899
"sortir";-0,276563312060448;-0,0440259959730555;-0,916879442113088;-0,384311936324827;-0,267765904909926;-0,0426255404719383;-0,88771374511547;-0,372087073412004;0,373693794695074;0,00159102350428473;0,567121933062231;0,0575932487384121;0,000105072943631321;2,66268715451049e-06;0,00115485174423055;0,000202894143267288;0,00137373120659391;0,36104532365492;0,000179070980935324
"commentaire";-0,875013267429407;0,25824607908455;0,628809602231091;-0,202995181340062;-0,776770559485651;0,229251325439663;0,55820957774723;-0,180203759704858;0,917231653501376;0,0134229723546565;0,0654053553417288;0,00394001880223965;0,00111022789783807;9,67053125153272e-05;0,000573351812661407;5,97522574447386e-05;0,00145004960696024;0,72912203114058;0,000770873829626553
"zorbb";1,80288561497117;0,133157899075807;0,00552998695565567;-0,0685108623389252;0,996563548298397;0,0736043969095998;0,00305675711027302;-0,0378700831059402;0,998968019395824;0,000915546848598019;1,29774293644308e-06;0,000115136012643177;0,00272871570994198;1,48852390253461e-05;2,56726179521438e-08;3,940404551832e-06;0,000839502404029612;1,43951926324778;0,0017396300695929
"consacrer";-0,872382673210322;0,0434397907801186;-0,472463629816452;-0,368283827676162;-0,823664959207599;0,0410139203810928;-0,446079167239515;-0,347717226871804;0,947741417154584;0,000394805062294173;0,0383828999470154;0,0134808778361079;0,00133589141081466;3,31232196668481e-06;0,000391826549224205;0,000238079713633483;0,00175532320842555;0,71513362892902;0,000897700562175024
"sentir";-0,875013267429407;0,25824607908455;0,628809602231091;-0,202995181340062;-0,776770559485651;0,229251325439663;0,55820957774723;-0,180203759704857;0,917231653501376;0,0134229723546565;0,0654053553417288;0,00394001880223965;0,00105179485058344;9,16155592250469e-05;0,000543175401468702;5,66074017897523e-05;0,00137373120659391;0,72912203114058;0,000730301522804103
"député";-0,875013267429407;0,25824607908455;0,628809602231091;-0,202995181340062;-0,776770559485651;0,229251325439663;0,55820957774723;-0,180203759704857;0,917231653501377;0,0134229723546565;0,0654053553417288;0,00394001880223965;0,0018114244648937;0,000157782351998692;0,000935468746973876;9,74905253045734e-05;0,00236587041135618;0,72912203114058;0,00125774151149596
"perquisition";-0,875013267429408;0,25824607908455;0,628809602231091;-0,202995181340062;-0,776770559485651;0,229251325439663;0,55820957774723;-0,180203759704857;0,917231653501377;0,0134229723546565;0,0654053553417288;0,00394001880223965;0,00116866094509271;0,000101795065805608;0,000603528223854113;6,28971130997248e-05;0,00152636800732657;0,72912203114058;0,000811446136449004
"ahmed";-0,875013267429407;0,25824607908455;0,628809602231091;-0,202995181340062;-0,776770559485651;0,229251325439663;0,55820957774723;-0,180203759704857;0,917231653501376;0,0134229723546565;0,0654053553417288;0,00394001880223965;0,000584330472546354;5,08975329028039e-05;0,000301764111927057;3,14485565498624e-05;0,000763184003663283;0,72912203114058;0,000405723068224502
"affaire";-0,503561570993502;0,070628929048795;-0,330583597706675;-0,315536615468537;-0,736551044203014;0,103307747132479;-0,483539070717497;-0,461530102762021;0,913949659155038;0,00302074331567317;0,0543882319624791;0,028641365566811;0,000561219065684336;1,10405955078083e-05;0,000241874375113179;0,000220356965224669;0,00221323361062352;0,420355314017888;0,00039107525838886
"vigier";-0,875013267429407;0,25824607908455;0,628809602231091;-0,202995181340062;-0,776770559485651;0,229251325439663;0,55820957774723;-0,180203759704857;0,917231653501376;0,0134229723546565;0,0654053553417288;0,00394001880223965;0,000818062661564895;7,12565460639254e-05;0,000422469756697879;4,40279791698073e-05;0,0010684576051286;0,72912203114058;0,000568012295514302
"rick";1,80288561497117;0,133157899075807;0,00552998695565567;-0,0685108623389252;0,996563548298397;0,0736043969095998;0,00305675711027302;-0,0378700831059402;0,998968019395824;0,000915546848598019;1,29774293644308e-06;0,000115136012643177;0,00272871570994198;1,48852390253461e-05;2,56726179521438e-08;3,940404551832e-06;0,000839502404029612;1,43951926324778;0,0017396300695929
"guerre";0,68709441397093;0,18527797407945;0,265229826653754;-0,124545995256066;0,892793392560719;0,24074559140888;0,344633040134881;-0,161831968610967;0,965797458116853;0,0117986488096197;0,0198711575802664;0,00253273549326296;0,000432357842060647;3,1438230340214e-05;6,44251187790095e-05;1,4205942090505e-05;0,00091582080439594;0,557954119736002;0,000285106738667825
"parler";-0,764331934795306;0,0500794671264032;-0,525968241315851;1,34617277040497;-0,467279457301593;0,0306164182804238;-0,321554213779861;0,82299175652981;0,761216873420153;0,00054902896781877;0,0497724089728137;0,188461688639215;0,00231844401591182;9,95295408979271e-06;0,00109787184044801;0,00719174377200254;0,00396855681904907;0,699121892543844;0,0019397171543137
"fry";1,80288561497117;0,133157899075807;0,00552998695565574;-0,0685108623389252;0,996563548298397;0,0736043969095998;0,00305675711027306;-0,0378700831059402;0,998968019395824;0,00091554684859802;1,29774293644311e-06;0,000115136012643177;0,0114109929688483;6,22473631969021e-05;1,0735822052715e-07;1,64780553985702e-05;0,0035106464168511;1,43951926324778;0,00727481665466121
"penser";-0,125201580357246;0,223221388682102;0,454291309953969;-0,165339572019744;-0,22888312862504;0,408074799629548;0,830497634556534;-0,302260070690985;0,286437616678713;0,15297255005601;0,520720302236022;0,0398695310292584;2,990810448743e-05;9,50694275455357e-05;0,000393765920590119;5,21582348997787e-05;0,00190796000915821;0,1866894967083;6,64980694901901e-05
"suivre";-0,339433490949292;0,233228443082802;0,504153679176004;-0,176098317539835;-0,503324661626634;0,345839848825921;0,747577910681162;-0,261125164287333;0,711535679739571;0,0564393226219935;0,216739668543288;0,0152853290951499;8,79303173151363e-05;4,15137805562296e-05;0,000193979189671603;2,36668071742047e-05;0,000763184003663283;0,32113042147853;7,8703157749354e-05
"évoquer";-0,860112176832253;-0,392936519756782;-2,82733761943995;1,56323169700734;-0,255509535953211;-0,116727829841788;-0,839904075985484;0,464381991382495;0,358331611189529;0,0125646728132882;0,534632672146272;0,0944710438509121;0,00220193278735172;0,000459556226343914;0,023793000271519;0,00727345189671137;0,0029764176142868;1,14666784682244;0,00391353422014194
"tête";1,38734958149522;0,15256813390475;0,102245789325982;-0,0893791187356533;0,989335265082952;0,108798126451438;0,0729126720731883;-0,0637372983036597;0,996896594275421;0,00202552417664414;0,000747643192437659;0,000330238355498201;0,00851979347889396;0,00010303503457409;4,62751799758678e-05;3,53613949649544e-05;0,00442646722124704;1,10888357635176;0,0054428849562966
"possible";-0,593129174545136;0,245078902241525;0,563201221675782;-0,188838937234679;-0,678262169411344;0,280255558224337;0,644038598711461;-0,21594336062857;0,861126087977722;0,024700826871318;0,107206365282676;0,00696671986828574;0,000510130667498687;8,7095298645677e-05;0,0004599493784511;5,17089781044447e-05;0,00145004960696024;0,510083191917147;0,000377280957860895
"poser";0,347713830665306;-0,247752605555963;-1,95716152626624;-0,487469478678664;0,168658165003908;-0,120172095967695;-0,949318786096961;-0,236446469822745;0,178039746664317;0,0151859149431955;0,77884600799845;0,0279283303940399;0,000101499960955152;5,15297938760174e-05;0,00321569820948369;0,000199488011835132;0,000839502404029612;0,657640546487159;0,000363077308419692
"hassaine";-0,875013267429407;0,25824607908455;0,628809602231091;-0,202995181340062;-0,776770559485651;0,229251325439663;0,55820957774723;-0,180203759704858;0,917231653501377;0,0134229723546565;0,0654053553417288;0,00394001880223966;0,000642763519800989;5,59872861930843e-05;0,000331940523119762;3,45934122048486e-05;0,000839502404029612;0,72912203114058;0,000446295375046952
"théorie";-0,855111538994106;0,208717636241529;0,0471438908237244;6,07493643181708;-0,13930177031107;0,0340011038300201;0,00767996588938778;0,989636276543296;0,198465226081358;0,00198650036915374;8,32942373434304e-05;0,799464979312145;0,000781273022795708;4,65452738682374e-05;2,3746966487056e-06;0,0394312704807036;0,0010684576051286;1,53181266221239;0,00250708238186668
"fou";-0,0716436027092341;0,220719625081927;0,44182571764846;-0,162649885639721;-0,13649126682197;0,420502321221482;0,841740918042802;-0,309871197146717;0,121104093823564;0,193115598966471;0,635962042702833;0,0498182645071351;3,9172752874598e-06;3,71801517944796e-05;0,000148981122472393;2,01900215970498e-05;0,000763184003663283;0,16429453009113;2,06003912217548e-05
"expérience";-0,593129174545136;0,245078902241525;0,563201221675782;-0,188838937234679;-0,678262169411344;0,280255558224337;0,644038598711461;-0,21594336062857;0,861126087977722;0,024700826871318;0,107206365282676;0,00696671986828574;0,000510130667498687;8,7095298645677e-05;0,0004599493784511;5,17089781044447e-05;0,00145004960696024;0,510083191917147;0,000377280957860895
"corps";0,227650978264948;0,206739181433891;0,372165054764735;-0,14761928528077;0,450936079922848;0,409513531427735;0,737192750757978;-0,292407536892068;0,648867556097597;0,0899071162389243;0,23944921807285;0,0217761095906305;6,72383770422646e-05;5,54528364022928e-05;0,000179700532381642;2,82725106903528e-05;0,00129741280622758;0,225536372466661;6,59950500032167e-05
"solère";-0,875013267429407;0,25824607908455;0,628809602231091;-0,202995181340062;-0,776770559485651;0,229251325439663;0,55820957774723;-0,180203759704857;0,917231653501376;0,0134229723546565;0,0654053553417288;0,00394001880223965;0,000818062661564895;7,12565460639254e-05;0,000422469756697879;4,40279791698073e-05;0,0010684576051286;0,72912203114058;0,000568012295514302
"reportage";-0,808246584841925;-0,0745224373583613;-1,17447662300846;1,42723056985165;-0,400377340496854;-0,0369158321686191;-0,581795006146326;0,707000549770056;0,648567300362798;0,000926345206879185;0,189095532238214;0,16141082219211;0,0023432297542323;1,99205451028048e-05;0,00494784254641594;0,00730660105910063;0,00358696481721743;0,800924269551201;0,00230096506304952
"explorer";-0,875013267429407;0,25824607908455;0,628809602231091;-0,202995181340062;-0,776770559485651;0,229251325439663;0,55820957774723;-0,180203759704858;0,917231653501376;0,0134229723546565;0,0654053553417288;0,00394001880223966;0,00075962961431026;6,6166792773645e-05;0,000392293345505174;4,08831235148211e-05;0,000992139204762268;0,72912203114058;0,000527439988691852
"convaincre";1,07804988950183;-0,281867563740166;-2,12714687588681;-0,4507919371329;0,441230930690884;-0,11536450093058;-0,870611838008222;-0,184502913924522;0,639786977901046;0,00734817255867994;0,343936174113405;0,00892867542687098;0,000975662612134924;6,66978980673878e-05;0,00379854171926623;0,000170598113136255;0,000839502404029612;1,07558877473814;0,000971212953962419
"internet";-0,205538546829263;0,226974034082365;0,472989698412232;-0,169374101589778;-0,349340128104216;0,385772592858358;0,803908971744169;-0,287873838069217;0,502440125541776;0,102939385296294;0,367389159967096;0,0272313291948368;3,86898520027644e-05;4,71805346692718e-05;0,000204886747893546;2,62726883516853e-05;0,00091582080439594;0,231406857060313;4,90414105116678e-05
"city";1,80288561497117;0,133157899075807;0,00552998695565574;-0,0685108623389252;0,996563548298397;0,0736043969095998;0,00305675711027306;-0,0378700831059402;0,998968019395824;0,000915546848598019;1,29774293644311e-06;0,000115136012643177;0,0136435785497099;7,44261951267307e-05;1,28363089760723e-07;1,970202275916e-05;0,00419751202014806;1,43951926324778;0,00869815034796449
"sophie";-0,85272333158187;0,202774223100366;-0,0226559945451596;6,82828822539594;-0,12386401262208;0,0294543704849064;-0,00329094125887418;0,99185649977309;0,163201049170471;0,0015504708729616;1,5907361081972e-05;0,835232572595485;0,00138734847024362;7,84503273180891e-05;9,79344594425519e-07;0,0889596277361689;0,00190796000915821;1,68450293750637;0,00541393220344119
